Acronimo,Altura,Anio_x,Anio_y,Anios_contrato,At-bats,At-bats_2,Bateos,Bateos_2,Cantidad de equipos,Cantidad_agentes_libres,Edad,Equipo,Equipo_anterior,Estado,Home-runs,Home-runs_2,Juegos,Juegos totales,Juegos_2,Jugador,OPS,OPS_2,Pennants won,Peso,Playoffs,Porcentaje_bateo,Porcentaje_bateo_2,Porcetnaje_juegos,Porcetnaje_juegos_2,Posicion,Promedio_victorias,RBI,RBI_2,Status,Sueldo,Sueldo_base,Sueldo_regular,TVS,TVS_2,Valor_contrato,Valor_contrato_total,Valor_promedio_contrato,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo,ln_Sueldo_base,ln_Sueldo_regular
MIN,6.3,2018,8,1,318,101124,59,3481,1,6,30,Minnesota Twins,TB,Minnesota,15,225,95,162,9025,Logan Morrison,0.644,0.41473600000000005,6,245,15,0.186,0.034596,0.586,0.343396,DH,0.4814814814814814,39,1521,UFA,5500000,5500000,5500000,0.0,0.0,6500000,52250000,6500000,78,-0.31,0.0961,3,15.520258650202699,15.520258650202699,15.520258650202699
MIL,6.2,2018,8,5,539,290521,166,27556,1,5,32,Milwaukee Brewers,KC,Wisconsin,10,100,142,163,20164,Lorenzo Cain,0.813,0.6609689999999999,1,214,5,0.308,0.094864,0.871,0.758641,CF,0.588957055214724,38,1444,UFA,14300000,14000000,14300000,84.09,7071.128100000001,80000000,103750000,16000000,96,6.86,47.0596,0,16.475770095230136,16.454567887579532,16.475770095230136
ATL,6.4,2018,8,1,328,107584,79,6241,1,4,32,Atlanta Braves,TB,Georgia,14,196,108,162,11664,Lucas Duda,0.731,0.534361,18,255,24,0.241,0.058080999999999994,0.667,0.44488900000000003,1B,0.5555555555555556,50,2500,UFA,3800000,3500000,301075,28.73,825.4129,3500000,2900000,3500000,90,0.49,0.24009999999999998,3,15.150511624696614,15.068273526459642,12.61511468212868
BAL,6.4,2017,8,3,330,108900,86,7396,1,2,32,Baltimore Orioles,BAL,Maryland,17,289,90,162,8100,Mark Trumbo,0.764,0.583696,7,225,14,0.261,0.068121,0.556,0.3091360000000001,DH,0.2901234567901234,44,1936,UFA,12500000,12500000,11000000,0.0,0.0,37500000,73000000,12500000,47,0.32,0.1024,3,16.34123920227253,16.34123920227253,16.213405830762646
STL,6.3,2018,8,1,306,93636,73,5329,2,3,29,St. Louis Cardinals,ATL,Missouri,21,441,121,162,14641,Matt Adams,0.786,0.617796,23,245,28,0.239,0.057121,0.747,0.558009,1B,0.5432098765432098,57,3249,UFA,4000000,4000000,881705,35.31,1246.7961000000003,4000000,28000000,4000000,88,1.37,1.8769000000000002,11,15.201804919084164,15.201804919084164,13.689612811922144
OAK,6.2,2017,8,2,207,42849,43,1849,5,3,33,Oakland Athletics,PIT,California,7,49,84,162,7056,Matt Joyce,0.675,0.45562500000000006,15,194,27,0.208,0.043264,0.519,0.269361,RF,0.5987654320987654,15,225,UFA,6000000,6000000,6000000,0.0,0.0,11000000,18000000,5500000,97,0.05,0.0025000000000000005,9,15.60727002719233,15.60727002719233,15.60727002719233
WSH,6.3,2015,8,7,70,4900,17,289,1,5,33,Washington Nationals,DET,Washington DC,0,0,35,162,1225,Max Scherzer,0.545,0.29702500000000004,1,208,5,0.243,0.059049,0.216,0.046655999999999996,SP,0.5061728395061729,6,36,UFA,22242857,15000000,22242857,92.95,8639.702500000001,210000000,23300000,30000000,82,8.75,76.5625,0,16.917531481326307,16.523560759066484,16.917531481326307
SEA,0.0,2016,8,5,4,16,0,0,1,3,30,Seattle Mariners,SF,Washington,0,0,32,162,1024,Mike Leake,0.0,0.0,0,170,4,0.0,0.0,0.198,0.039204,SP,0.5493827160493827,0,0,UFA,17000000,17000000,11000000,29.03,842.7409,80000000,17750000,16000000,89,1.65,2.7224999999999997,0,16.64872390202049,16.64872390202049,16.213405830762646
TEX,6.4,2018,8,3,3,9,1,1,2,4,30,Texas Rangers,KC,Texas,0,0,28,162,784,Mike Minor,1.0,1.0,2,210,8,0.333,0.11088900000000002,0.173,0.029928999999999997,SP,0.4135802469135802,0,0,UFA,8333333,8000000,8333333,61.58,3792.0964,28000000,35000000,9333333,67,3.72,13.838400000000002,0,15.935774054164364,15.89495209964411,15.935774054164364
MIL,6.0,2018,8,1,573,328329,144,20736,1,5,29,Milwaukee Brewers,KC,Wisconsin,28,784,153,163,23409,Mike Moustakas,0.774,0.599076,1,225,5,0.251,0.063001,0.939,0.8817209999999999,3B,0.588957055214724,95,9025,UFA,7700000,5500000,1922050,56.33,3173.0688999999998,6500000,103750000,6500000,96,2.12,4.494400000000001,0,15.856730886823913,15.520258650202699,14.46890288274216
BOS,6.3,2018,8,2,404,163216,99,9801,1,3,32,Boston Red Sox,BOS,Massachusetts,15,225,125,162,15625,Mitch Moreland,0.758,0.574564,14,245,24,0.245,0.060024999999999995,0.772,0.5959840000000001,1B,0.6666666666666666,68,4624,UFA,6500000,6500000,6500000,39.38,1550.7844000000002,13000000,131000000,6500000,108,0.94,0.8835999999999999,9,15.687312734865866,15.687312734865866,15.687312734865866
NYY,0.0,2018,8,1,347,120409,76,5776,2,2,32,New York Yankees,MIL,New York,11,121,113,162,12769,Neil Walker,0.664,0.44089600000000007,40,210,54,0.219,0.047961,0.698,0.4872039999999999,2B,0.6172839506172839,46,2116,UFA,4000000,4000000,4000000,18.33,335.98889999999994,4000000,14000000,4000000,100,-0.14,0.019600000000000003,27,15.201804919084164,15.201804919084164,15.201804919084164
SEA,6.2,2015,8,4,519,269361,133,17689,1,3,37,Seattle Mariners,BAL,Washington,37,1369,146,162,21316,Nelson Cruz,0.85,0.7224999999999999,0,230,4,0.256,0.065536,0.901,0.811801,DH,0.5493827160493827,97,9409,UFA,14275000,14000000,14275000,61.51,3783.4800999999998,57000000,17750000,14250000,89,2.94,8.6436,0,16.474020313506347,16.454567887579532,16.474020313506347
SF,6.0,2018,8,1,282,79524,68,4624,5,2,34,San Francisco Giants,SF,California,10,100,96,162,9216,Nick Hundley,0.706,0.49843599999999993,23,203,26,0.241,0.058080999999999994,0.593,0.351649,C,0.4506172839506173,31,961,UFA,2500000,2500000,2500000,0.0,0.0,2500000,11500000,2500000,73,-0.01,0.0001,8,14.73180128983843,14.73180128983843,14.73180128983843
ATL,0.0,2015,8,4,623,388129,185,34225,1,4,34,Atlanta Braves,BAL,Georgia,14,196,162,162,26244,Nick Markakis,0.806,0.6496360000000001,18,210,24,0.297,0.088209,1.0,1.0,RF,0.5555555555555556,93,8649,UFA,11050000,10500000,11050000,54.24,2941.9776,44000000,2900000,11000000,90,2.58,6.6564000000000005,3,16.217940985928035,16.166885815127753,16.217940985928035
LAD,6.5,2017,8,3,43,1849,4,16,5,2,38,Los Angeles Dodgers,LAD,California,0,0,25,163,625,Rich Hill,0.186,0.034596,25,221,32,0.093,0.008649,0.153,0.023409,SP,0.5644171779141104,2,4,UFA,16666666,16000000,16666666,43.47,1889.6408999999999,48000000,4000000,16000000,92,1.47,2.1609,6,16.62892123472431,16.588099280204055,16.62892123472431
SEA,6.0,2014,8,10,310,96100,94,8836,1,3,35,Seattle Mariners,NYY,Washington,10,100,80,162,6400,Robinson Cano,0.845,0.7140249999999999,0,210,4,0.303,0.091809,0.494,0.244036,2B,0.5493827160493827,50,2500,UFA,24000000,24000000,13677440,0.0,0.0,240000000,17750000,24000000,89,3.36,11.289599999999998,0,16.99356438831222,16.99356438831222,16.431258318143907
ATL,6.3,2018,8,1,161,25921,35,1225,1,4,31,Atlanta Braves,PHI,Georgia,2,4,81,162,6561,Ryan Flaherty,0.59,0.34809999999999997,18,220,24,0.217,0.047089,0.5,0.25,3B,0.5555555555555556,13,169,UFA,750000,750000,750000,0.0,0.0,750000,2900000,750000,90,-0.97,0.9409,3,13.527828485512494,13.527828485512494,13.527828485512494
OAK,6.2,2016,8,3,1,1,0,0,5,3,34,Oakland Athletics,SD,California,0,0,54,162,2916,Shawn Kelley,0.0,0.0,15,237,27,0.0,0.0,0.333,0.11088900000000002,RP,0.5987654320987654,0,0,UFA,5600000,5500000,1655920,36.61,1340.2921,15000000,18000000,5000000,97,0.64,0.4096,9,15.538277155705378,15.520258650202699,14.319867303581672
TEX,0.0,2014,8,7,560,313600,148,21904,2,4,35,Texas Rangers,CIN,Texas,21,441,146,162,21316,Shin-Soo Choo,0.812,0.659344,2,210,8,0.264,0.06969600000000001,0.901,0.811801,DH,0.4135802469135802,62,3844,UFA,20100000,20000000,20100000,49.43,2443.3249,130000000,35000000,18571429,67,2.72,7.398400000000001,0,16.816230373029303,16.811242831518264,16.816230373029303
CHC,6.6,2018,8,2,6,36,1,1,2,7,32,Chicago Cubs,SEA,Illinois,0,0,81,163,6561,Steve Cishek,0.333,0.11088900000000002,17,215,20,0.167,0.027889000000000004,0.497,0.247009,RP,0.5828220858895705,0,0,UFA,7500000,6500000,7500000,62.36,3888.7696,13000000,215545000,6500000,95,2.28,5.1983999999999995,3,15.830413578506539,15.687312734865866,15.830413578506539
NYM,6.3,2018,8,2,408,166464,87,7569,2,8,32,New York Mets,NYY,New York,18,324,115,162,13225,Todd Frazier,0.695,0.4830249999999999,5,220,9,0.213,0.045369,0.71,0.5041,3B,0.4753086419753086,59,3481,UFA,8000000,8000000,8000000,40.25,1620.0625,17000000,89635000,8500000,77,2.47,6.100900000000001,2,15.89495209964411,15.89495209964411,15.89495209964411
PHI,6.3,2018,8,2,1,1,0,0,2,4,31,Philadelphia Phillies,TB,Pennsylvania,0,0,65,162,4225,Tommy Hunter,0.0,0.0,7,250,14,0.0,0.0,0.401,0.16080100000000003,RP,0.4938271604938271,0,0,UFA,9000000,9000000,9000000,24.06,578.8835999999999,18000000,169200000,9000000,80,1.53,2.3409,2,16.012735135300492,16.012735135300492,16.012735135300492
MIA,0.0,2016,8,5,40,1600,6,36,2,1,32,Miami Marlins,BAL,Florida,0,0,27,161,729,Wei-Yin Chen,0.325,0.10562500000000001,2,200,2,0.15,0.0225,0.168,0.028224000000000003,SP,0.391304347826087,2,4,UFA,10000000,10000000,10000000,13.59,184.6881,80000000,3250000,16000000,63,-0.48,0.2304,2,16.11809565095832,16.11809565095832,16.11809565095832
PHI,6.1,2017,8,2,382,145924,117,13689,2,4,30,Philadelphia Phillies,WSH,Pennsylvania,15,225,111,162,12321,Wilson Ramos,0.845,0.7140249999999999,7,245,14,0.306,0.093636,0.685,0.46922500000000006,C,0.4938271604938271,70,4900,UFA,10500000,10500000,3500024,57.65,3323.5225,12500000,169200000,6250000,80,1.9,3.61,2,16.166885815127753,16.166885815127753,15.068280383578989
NYM,0.0,2017,8,4,141,19881,37,1369,2,8,32,New York Mets,NYM,New York,9,81,38,162,1444,Yoenis Cespedes,0.821,0.6740409999999999,5,220,9,0.262,0.06864400000000001,0.235,0.055224999999999996,CF,0.4753086419753086,29,841,UFA,29000000,29000000,29000000,0.0,0.0,110000000,89635000,27500000,77,0.76,0.5776,2,17.182806387950748,17.182806387950748,17.182806387950748
TEX,6.2,2018,8,1,1,1,0,0,2,4,32,Texas Rangers,MIL,Texas,0,0,21,162,441,Yovani Gallardo,0.0,0.0,2,205,8,0.0,0.0,0.13,0.016900000000000002,SP,0.4135802469135802,0,0,UFA,2300000,2000000,1139785,11.95,142.80249999999998,750000,35000000,750000,67,-0.39,0.1521,0,14.648419680899378,14.508657738524219,13.946350206092896
CHC,6.5,2018,8,6,12,144,1,1,2,7,31,Chicago Cubs,LAD,Illinois,0,0,8,163,64,Yu Darvish,0.25,0.0625,17,220,20,0.083,0.006889000000000001,0.049,0.0024010000000000004,SP,0.5828220858895705,0,0,UFA,25000000,25000000,25000000,0.0,0.0,126000000,215545000,21000000,95,-0.07,0.004900000000000001,3,17.034386382832476,17.034386382832476,17.034386382832476
LAA,0.0,2018,8,3,224,50176,49,2401,5,3,32,Los Angeles Angels,CIN,California,5,25,59,162,3481,Zack Cozart,0.658,0.432964,1,205,10,0.219,0.047961,0.364,0.132496,SS,0.4938271604938271,18,324,UFA,12666666,12666666,12666666,0.0,0.0,38000000,42800000,12666667,80,0.09,0.0081,1,16.35448437639097,16.35448437639097,16.35448437639097
ARI,6.2,2013,8,6,64,4096,15,225,1,2,34,Arizona Diamondbacks,LAA,Arizona,0,0,34,162,1156,Zack Greinke,0.566,0.3203559999999999,1,200,6,0.234,0.054756000000000006,0.21,0.04409999999999999,SP,0.5061728395061729,5,25,UFA,34000000,31000000,34000000,49.8,2480.0399999999995,147000000,15750000,24500000,82,4.15,17.222500000000004,1,17.341871082580436,17.24949776244942,17.341871082580436
ARI,6.2,2016,8,6,64,4096,15,225,1,2,34,Arizona Diamondbacks,LAD,Arizona,0,0,34,162,1156,Zack Greinke,0.566,0.3203559999999999,1,200,6,0.234,0.054756000000000006,0.21,0.04409999999999999,SP,0.5061728395061729,5,25,UFA,34000000,31000000,34000000,49.8,2480.0399999999995,206500000,15750000,34416667,82,4.15,17.222500000000004,1,17.341871082580436,17.24949776244942,17.341871082580436
