Jugador,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,Equipo,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2
Nicholas Lopez,2B,56,0.933,169,34,1,13,0.201,0.552,KC,571250,571250,211574,3136,0.8704890000000001,28561,1156,1,169,0.040401000000000006,0.30470400000000003
Austin Hays,CF,33,0.55,122,34,4,9,0.279,0.722,BAL,567500,567500,210185,1089,0.30250000000000005,14884,1156,16,81,0.07784100000000002,0.521284
Garrett Cooper,1B,34,0.567,120,34,6,20,0.283,0.853,MIA,580000,580000,214815,1156,0.32148899999999997,14400,1156,36,400,0.08008899999999998,0.727609
Timmy Lopes,2B,46,0.767,143,34,2,15,0.238,0.642,SEA,566700,566700,175448,2116,0.5882890000000001,20449,1156,4,225,0.05664399999999999,0.41216400000000003
Nick Markakis,RF,37,0.617,130,33,1,15,0.254,0.704,ATL,4000000,4000000,1481481,1369,0.380689,16900,1089,1,225,0.064516,0.49561599999999995
Brad Miller,2B,48,0.828,142,33,7,25,0.232,0.807,STL,2000000,2000000,740741,2304,0.685584,20164,1089,49,625,0.053824000000000004,0.6512490000000001
Byron Buxton,CF,39,0.65,130,33,13,27,0.254,0.844,MIN,3075000,3075000,1138889,1521,0.42250000000000004,16900,1089,169,729,0.064516,0.712336
Matt Chapman,3B,37,0.617,142,33,10,25,0.232,0.812,OAK,623500,623500,230926,1369,0.380689,20164,1089,100,625,0.053824000000000004,0.659344
Gleyber Torres,SS,42,0.7,136,33,3,16,0.243,0.724,NYY,675500,675500,250222,1764,0.48999999999999994,18496,1089,9,256,0.059049,0.524176
Enrique Hernandez,CF,48,0.8,139,32,5,20,0.23,0.68,LAD,5900000,5900000,2185185,2304,0.6400000000000001,19321,1024,25,400,0.0529,0.4624000000000001
Ke'Bryan Hayes,3B,24,0.4,85,32,5,11,0.377,1.124,PIT,563500,563500,84105,576,0.16000000000000003,7225,1024,25,121,0.142129,1.2633760000000003
Rowdy Tellez,1B,35,0.583,113,32,8,23,0.283,0.886,TOR,579600,579600,214667,1225,0.33988899999999994,12769,1024,64,529,0.08008899999999998,0.784996
Ozzie Albies,2B,29,0.483,118,32,6,19,0.271,0.773,ATL,1000000,1000000,370370,841,0.233289,13924,1024,36,361,0.073441,0.597529
Evan White,1B,54,0.9,182,32,8,26,0.176,0.599,SEA,1300000,1300000,481481,2916,0.81,33124,1024,64,676,0.030975999999999997,0.358801
Freddy Galvis,SS,47,0.783,141,31,7,16,0.22,0.712,CIN,5500000,5500000,2037037,2209,0.613089,19881,961,49,256,0.0484,0.506944
Brian Goodwin,RF,50,0.833,144,31,6,22,0.215,0.715,CIN,2200000,2200000,340520,2500,0.693889,20736,961,36,484,0.046224999999999995,0.5112249999999999
Michael Chavis,2B,42,0.7,146,31,5,19,0.212,0.636,BOS,571000,571000,211481,1764,0.48999999999999994,21316,961,25,361,0.044944,0.404496
Nomar Mazara,RF,42,0.7,136,31,1,15,0.228,0.589,CHW,5560000,5560000,2059259,1764,0.48999999999999994,18496,961,1,225,0.051984,0.346921
Jacob Stallings,C,42,0.7,125,31,3,18,0.248,0.702,PIT,586500,586500,217222,1764,0.48999999999999994,15625,961,9,324,0.061503999999999996,0.49280399999999996
Andres Gimenez,SS,49,0.817,118,31,3,12,0.263,0.732,NYM,563500,563500,208704,2401,0.6674889999999999,13924,961,9,144,0.06916900000000001,0.535824
Jon Berti,2B,39,0.65,120,31,2,14,0.258,0.738,MIA,595000,595000,220370,1521,0.42250000000000004,14400,961,4,196,0.066564,0.544644
Justin Upton,LF,42,0.7,147,30,9,22,0.204,0.711,LAA,21000000,21000000,7777778,1764,0.48999999999999994,21609,900,81,484,0.04161599999999999,0.505521
Ryan Braun,1B,39,0.65,129,30,8,26,0.233,0.769,MIL,16000000,17000000,6555556,1521,0.42250000000000004,16641,900,64,676,0.054289000000000004,0.591361
Kurt Suzuki,C,33,0.55,111,30,2,17,0.27,0.745,WSH,6000000,6000000,2222222,1089,0.30250000000000005,12321,900,4,289,0.0729,0.555025
Kevin Kiermaier,CF,49,0.817,138,30,3,22,0.217,0.683,TB,10000000,10166666,3870370,2401,0.6674889999999999,19044,900,9,484,0.047089,0.4664890000000001
Josh Fuentes,1B,30,0.5,98,30,2,17,0.306,0.759,COL,565500,565500,168804,900,0.25,9604,900,4,289,0.093636,0.5760810000000001
Daniel Murphy,1B,40,0.667,123,29,3,16,0.236,0.608,COL,8000000,8000000,2962963,1600,0.44488900000000003,15129,841,9,256,0.055695999999999996,0.369664
Niko Goodrum,SS,43,0.741,158,29,5,20,0.184,0.598,DET,698200,698200,258593,1849,0.549081,24964,841,25,400,0.033856,0.357604
Shohei Ohtani,DH,46,0.767,153,29,7,24,0.19,0.657,LAA,700000,700000,259259,2116,0.5882890000000001,23409,841,49,576,0.0361,0.43164900000000006
Jared Walsh,1B,32,0.533,99,29,9,26,0.293,0.971,LAA,563500,563500,133945,1024,0.28408900000000004,9801,841,81,676,0.085849,0.9428409999999999
Matt Kemp,LF,43,0.717,117,28,6,21,0.239,0.745,COL,1000000,1000000,370370,1849,0.5140889999999999,13689,784,36,441,0.057121,0.555025
James McCann,C,31,0.517,97,28,7,15,0.289,0.896,CHW,5400000,5400000,2000000,961,0.267289,9409,784,49,225,0.08352099999999998,0.8028160000000001
Ji-Man Choi,1B,42,0.7,122,28,3,16,0.23,0.741,TB,850000,850000,314815,1764,0.48999999999999994,14884,784,9,256,0.0529,0.549081
Victor Caratini,C,44,0.733,116,28,1,16,0.241,0.661,CHC,592000,592000,219259,1936,0.537289,13456,784,1,256,0.058080999999999994,0.43692100000000006
Jason Kipnis,2B,44,0.733,114,27,3,16,0.237,0.744,CHC,1000000,1000000,370370,1936,0.537289,12996,729,9,256,0.056169,0.553536
Kris Bryant,3B,34,0.567,131,27,4,11,0.206,0.644,CHC,18600000,18600000,6888889,1156,0.32148899999999997,17161,729,16,121,0.042435999999999995,0.41473600000000005
Joe Panik,2B,41,0.683,120,27,1,7,0.225,0.64,TOR,2850000,2850000,1055556,1681,0.4664890000000001,14400,729,1,49,0.050625,0.4096
Ben Gamel,LF,40,0.667,114,27,3,10,0.237,0.718,MIL,1400000,1400000,518519,1600,0.44488900000000003,12996,729,9,100,0.056169,0.515524
Sean Murphy,C,43,0.717,116,27,7,14,0.233,0.821,OAK,563500,563500,208704,1849,0.5140889999999999,13456,729,49,196,0.054289000000000004,0.6740409999999999
Carson Kelly,C,39,0.65,122,27,5,19,0.221,0.649,ARI,581700,581700,215444,1521,0.42250000000000004,14884,729,25,361,0.048841,0.42120100000000005
Leodys Taveras,OF,33,0.55,119,27,4,6,0.227,0.703,TEX,563500,563500,127715,1089,0.30250000000000005,14161,729,16,36,0.051529000000000005,0.49420899999999995
Austin Meadows,LF,36,0.6,132,27,4,13,0.205,0.667,TB,578900,578900,214407,1296,0.36,17424,729,16,169,0.04202499999999999,0.44488900000000003
Shin-Soo Choo,DH,33,0.55,110,26,5,15,0.236,0.723,TEX,21000000,21000000,7777778,1089,0.30250000000000005,12100,676,25,225,0.055695999999999996,0.522729
Matt Carpenter,3B,50,0.862,140,26,4,24,0.186,0.64,STL,18500000,18500000,6851852,2500,0.7430439999999999,19600,676,16,576,0.034596,0.4096
Taylor Ward,3B,34,0.567,94,26,0,5,0.277,0.716,LAA,566500,566500,159732,1156,0.32148899999999997,8836,676,0,25,0.07672900000000002,0.512656
Aaron Judge,RF,28,0.467,101,26,9,22,0.257,0.891,NYY,8500000,8500000,3148148,784,0.21808900000000003,10201,676,81,484,0.066049,0.7938810000000001
Jacoby Jones,CF,30,0.517,97,26,5,14,0.268,0.849,DET,1575000,1575000,583333,900,0.267289,9409,676,25,196,0.07182400000000001,0.7208009999999999
Adam Engel,CF,36,0.6,88,26,3,12,0.296,0.811,CHW,588000,588000,217778,1296,0.36,7744,676,9,144,0.08761599999999999,0.6577210000000001
Luis Urias,2B,41,0.683,109,26,0,11,0.239,0.602,MIL,568800,568800,210667,1681,0.4664890000000001,11881,676,0,121,0.057121,0.36240399999999995
Michael Brosseau,3B,37,0.617,86,26,5,12,0.302,0.936,TB,563500,563500,205589,1369,0.380689,7396,676,25,144,0.091204,0.8760960000000001
Max Stassi,C,31,0.517,90,25,7,20,0.278,0.886,LAA,800000,800000,296296,961,0.267289,8100,625,49,400,0.07728400000000002,0.784996
Jake Cave,RF,42,0.7,113,25,4,15,0.221,0.674,MIN,587500,587500,217593,1764,0.48999999999999994,12769,625,16,225,0.048841,0.45427600000000007
David Bote,2B,45,0.75,125,25,7,29,0.2,0.711,CHC,950000,960000,352852,2025,0.5625,15625,625,49,841,0.04000000000000001,0.505521
Darin Ruf,1B,40,0.667,87,24,5,18,0.276,0.887,SF,563500,563500,296296,1600,0.44488900000000003,7569,576,25,324,0.07617600000000001,0.786769
Gregory Polanco,RF,50,0.833,157,24,7,22,0.153,0.539,PIT,8000000,8600000,3562963,2500,0.693889,24649,576,49,484,0.023409,0.29052100000000003
Cole Tucker,SS,37,0.617,109,24,1,8,0.22,0.527,PIT,563500,563500,208704,1369,0.380689,11881,576,1,64,0.0484,0.277729
Harrison Bader,CF,50,0.862,106,24,4,11,0.226,0.779,STL,590100,590100,218556,2500,0.7430439999999999,11236,576,16,121,0.051076,0.6068410000000001
Dan Vogelbach,DH,39,0.65,115,24,6,16,0.209,0.722,MIL,580900,580900,80275,1521,0.42250000000000004,13225,576,36,256,0.043681,0.521284
Lewis Brinson,RF,47,0.783,106,24,3,12,0.226,0.636,MIA,580000,580000,214815,2209,0.613089,11236,576,9,144,0.051076,0.404496
Austin Slater,LF,31,0.517,85,24,5,7,0.282,0.914,SF,576000,576000,213333,961,0.267289,7225,576,25,49,0.07952399999999998,0.835396
Tyler O'Neill,LF,50,0.862,139,24,7,19,0.173,0.621,STL,573400,573400,212370,2500,0.7430439999999999,19321,576,49,361,0.029928999999999997,0.385641
Joey Bart,C,33,0.55,103,24,0,7,0.233,0.609,SF,563500,563500,121485,1089,0.30250000000000005,10609,576,0,49,0.054289000000000004,0.37088099999999996
Nico Hoerner,SS,48,0.8,108,24,0,13,0.222,0.571,CHC,565000,565000,209259,2304,0.6400000000000001,11664,576,0,169,0.049284,0.32604099999999997
Philip Gosselin,2B,39,0.65,92,23,3,12,0.25,0.726,PHI,575000,575000,212963,1521,0.42250000000000004,8464,529,9,144,0.0625,0.527076
Tony Wolters,C,42,0.7,100,23,0,8,0.23,0.55,COL,1900000,1900000,703704,1764,0.48999999999999994,10000,529,0,64,0.0529,0.30250000000000005
Joc Pederson,LF,43,0.717,121,23,7,16,0.19,0.681,LAD,7750000,7750000,2870370,1849,0.5140889999999999,14641,529,49,256,0.0361,0.4637610000000001
Rougned Odor,2B,38,0.633,138,23,10,30,0.167,0.623,TEX,9000000,9333333,3666666,1444,0.400689,19044,529,100,900,0.027889000000000004,0.388129
Tommy Pham,LF,31,0.517,109,23,3,12,0.211,0.624,SD,7900000,7900000,2925926,961,0.267289,11881,529,9,144,0.044521,0.389376
Gary Sanchez,C,49,0.817,156,23,10,24,0.147,0.618,NYY,5000000,5000000,1851852,2401,0.6674889999999999,24336,529,100,576,0.021608999999999996,0.381924
Roman Quinn,CF,41,0.683,108,23,2,7,0.213,0.576,PHI,569000,569000,210741,1681,0.4664890000000001,11664,529,4,49,0.045369,0.33177599999999996
Tony Kemp,2B,49,0.817,93,23,0,4,0.247,0.664,OAK,597100,597100,221148,2401,0.6674889999999999,8649,529,0,16,0.061009,0.44089600000000007
Mike Tauchman,LF,43,0.717,95,23,0,14,0.242,0.648,NYY,603100,603100,223370,1849,0.5140889999999999,9025,529,0,196,0.058564,0.419904
Edward Olivares,OF,31,0.517,96,23,3,10,0.24,0.642,KC,563500,563500,77875,961,0.267289,9216,529,9,100,0.0576,0.41216400000000003
Josh Harrison,2B,33,0.55,79,22,3,14,0.279,0.769,WSH,1000000,1000000,348258,1089,0.30250000000000005,6241,484,9,196,0.07784100000000002,0.591361
Ender Inciarte,CF,46,0.767,116,22,1,10,0.19,0.512,ATL,7000000,7700000,2592593,2116,0.5882890000000001,13456,484,1,100,0.0361,0.262144
Dylan Carlson,OF,35,0.603,110,22,3,16,0.2,0.616,STL,563500,563500,140175,1225,0.36360899999999996,12100,484,9,256,0.04000000000000001,0.379456
Jose Marmolejos,1B,35,0.583,107,22,6,18,0.206,0.672,SEA,563500,563500,146405,1225,0.33988899999999994,11449,484,36,324,0.042435999999999995,0.45158400000000004
Adam Haseley,CF,40,0.667,79,22,0,13,0.279,0.69,PHI,569500,569500,210926,1600,0.44488900000000003,6241,484,0,169,0.07784100000000002,0.4760999999999999
Danny Jansen,C,43,0.717,120,22,6,20,0.183,0.671,TOR,580900,580900,215148,1849,0.5140889999999999,14400,484,36,400,0.033489,0.45024100000000006
Ryan O'Hearn,1B,42,0.7,113,22,2,18,0.195,0.604,KC,576950,576950,213685,1764,0.48999999999999994,12769,484,4,324,0.038025,0.364816
Sam Hilliard,CF,36,0.6,105,22,6,10,0.21,0.71,COL,565500,565500,196938,1296,0.36,11025,484,36,100,0.04409999999999999,0.5041
Isaac Paredes,INF,34,0.586,100,22,1,6,0.22,0.568,DET,563500,563500,130830,1156,0.343396,10000,484,1,36,0.0484,0.32262399999999997
Dexter Fowler,RF,31,0.535,90,21,4,15,0.233,0.706,STL,14500000,16500000,7370370,961,0.286225,8100,441,16,225,0.054289000000000004,0.49843599999999993
Austin Barnes,C,29,0.483,86,21,1,9,0.244,0.667,LAD,1100000,1100000,407407,841,0.233289,7396,441,1,81,0.059536,0.44488900000000003
Jorge Alfaro,C,31,0.517,93,21,3,16,0.226,0.624,MIA,595000,595000,220370,961,0.267289,8649,441,9,256,0.051076,0.389376
Chance Sisco,C,36,0.6,98,21,4,10,0.214,0.741,BAL,571000,571000,211481,1296,0.36,9604,441,16,100,0.045795999999999996,0.549081
Bobby Dalbec,3B,23,0.383,80,21,8,16,0.263,0.959,BOS,563500,563500,90335,529,0.146689,6400,441,64,256,0.06916900000000001,0.919681
Elvis Andrus,SS,29,0.483,103,20,3,7,0.194,0.582,TEX,15000000,15250000,5805556,841,0.233289,10609,400,9,49,0.037636,0.33872399999999997
Tucker Barnhart,C,38,0.633,98,20,5,13,0.204,0.679,CIN,3500000,3937500,1733796,1444,0.400689,9604,400,25,169,0.04161599999999999,0.4610410000000001
Carter Kieboom,3B,33,0.55,99,20,0,9,0.202,0.556,WSH,564700,564700,177954,1089,0.30250000000000005,9801,400,0,81,0.04080400000000001,0.3091360000000001
Andrew Knapp,C,33,0.55,72,20,2,15,0.278,0.849,PHI,710000,710000,262963,1089,0.30250000000000005,5184,400,4,225,0.07728400000000002,0.7208009999999999
Jordon Adell,OF,38,0.633,124,20,3,7,0.161,0.478,LAA,563500,563500,174440,1444,0.400689,15376,400,9,49,0.025921000000000003,0.228484
Tim Locastro,CF,33,0.55,69,20,2,7,0.29,0.859,ARI,574400,574400,212741,1089,0.30250000000000005,4761,400,4,49,0.0841,0.737881
Shed Long,2B,34,0.567,117,20,3,9,0.171,0.533,SEA,567600,567600,210222,1156,0.32148899999999997,13689,400,9,81,0.029241000000000003,0.28408900000000004
Jay Bruce,RF,32,0.533,96,19,6,14,0.198,0.721,PHI,13000000,14000000,1648148,1024,0.28408900000000004,9216,361,36,196,0.039204,0.519841
Giancarlo Stanton,DH,23,0.383,76,19,4,11,0.25,0.887,NYY,26000000,26000000,9629630,529,0.146689,5776,361,16,121,0.0625,0.786769
Jorge Bonifacio,RF,30,0.517,86,19,2,17,0.221,0.602,DET,563500,563500,124600,900,0.267289,7396,361,4,289,0.048841,0.36240399999999995
Willie Calhoun,LF,29,0.483,100,19,1,13,0.19,0.491,TEX,577000,577000,213704,841,0.233289,10000,361,1,169,0.0361,0.241081
Omar Narvaez,C,40,0.667,108,19,2,10,0.176,0.562,MIL,2725000,2725000,1009259,1600,0.44488900000000003,11664,361,4,100,0.030975999999999997,0.31584400000000007
Hunter Renfroe,RF,42,0.7,122,19,8,22,0.156,0.645,TB,3300000,3300000,1222222,1764,0.48999999999999994,14884,361,64,484,0.024336,0.41602500000000003
Ronald Guzman,1B,26,0.433,78,19,4,9,0.244,0.75,TEX,588000,588000,126750,676,0.187489,6084,361,16,81,0.059536,0.5625
Daulton Varsho,C,37,0.617,101,19,3,9,0.188,0.653,ARI,563500,563500,183784,1369,0.380689,10201,361,9,81,0.035344,0.42640900000000004
Jose Trevino,C,24,0.4,76,19,2,9,0.25,0.715,TEX,565500,565500,187560,576,0.16000000000000003,5776,361,4,81,0.0625,0.5112249999999999
Luis Guillorme,SS,30,0.5,57,19,0,9,0.333,0.865,NYM,566054,566054,190869,900,0.25,3249,361,0,81,0.11088900000000002,0.748225
Edwin Rios,1B,32,0.533,76,19,8,17,0.25,0.946,LAD,566000,566000,209630,1024,0.28408900000000004,5776,361,64,289,0.0625,0.8949159999999999
Anderson Tejeda,SS,23,0.383,75,19,3,8,0.253,0.726,TEX,563500,563500,109025,529,0.146689,5625,361,9,64,0.064009,0.527076
Pablo Sandoval,3B,34,0.567,84,18,1,6,0.214,0.549,ATL,563500,563500,3115,1156,0.32148899999999997,7056,324,1,36,0.045795999999999996,0.30140100000000003
Michael Taylor,CF,38,0.633,92,18,5,16,0.196,0.676,WSH,3325000,3325000,1231481,1444,0.400689,8464,324,25,256,0.038416000000000006,0.45697600000000005
Scott Kingery,3B,36,0.6,113,18,3,6,0.159,0.511,PHI,1500000,1750000,805556,1296,0.36,12769,324,9,36,0.025281,0.261121
Luis Torrens,C,25,0.417,70,18,1,6,0.257,0.696,SEA,568800,568800,88032,625,0.173889,4900,324,1,36,0.066049,0.48441599999999996
Randy Arozarena,OF,23,0.383,64,18,7,11,0.281,1.022,TB,563500,563500,90335,529,0.146689,4096,324,49,121,0.07896100000000002,1.044484
Jonathan Arauz,SS,25,0.417,72,18,1,9,0.25,0.644,BOS,563500,563500,208704,625,0.173889,5184,324,1,81,0.0625,0.41473600000000005
Ehire Adrianza,SS,44,0.733,89,17,0,3,0.191,0.557,MIN,1600000,1600000,592593,1936,0.537289,7921,289,0,9,0.036481,0.31024900000000005
Khris Davis,DH,30,0.5,85,17,2,10,0.2,0.632,OAK,16750000,16750000,6203704,900,0.25,7225,289,4,100,0.04000000000000001,0.399424
Curt Casali,C,31,0.517,76,17,6,8,0.224,0.866,CIN,1462500,1462500,541667,961,0.267289,5776,289,36,64,0.050176000000000005,0.749956
D.J. Stewart,RF,31,0.517,88,17,7,15,0.193,0.803,BAL,567500,567500,128617,961,0.267289,7744,289,49,225,0.037249000000000004,0.6448090000000001
David Dahl,CF,24,0.4,93,17,0,9,0.183,0.47,COL,2475000,2475000,916667,576,0.16000000000000003,8649,289,0,81,0.033489,0.22089999999999999
Kyle Farmer,C,32,0.533,64,17,0,4,0.266,0.641,CIN,571000,571000,211481,1024,0.28408900000000004,4096,289,0,16,0.07075600000000001,0.410881
Myles Straw,CF,33,0.55,82,17,0,8,0.207,0.5,HOU,571300,571300,211593,1089,0.30250000000000005,6724,289,0,64,0.042849,0.25
Harold Castro,3B,22,0.379,49,17,0,3,0.347,0.836,DET,570700,570700,211370,484,0.143641,2401,289,0,9,0.12040899999999999,0.698896
Leury Garcia,OF,16,0.267,59,16,3,8,0.271,0.758,CHW,3250000,3250000,1203704,256,0.071289,3481,256,9,64,0.073441,0.574564
Elias Diaz,C,26,0.433,68,16,2,9,0.235,0.641,COL,575000,575000,212963,676,0.187489,4624,256,4,81,0.055224999999999996,0.410881
Jose Osuna,1B,26,0.433,78,16,4,11,0.205,0.641,PIT,589500,589500,159691,676,0.187489,6084,256,16,121,0.04202499999999999,0.410881
Tyler Flowers,C,22,0.367,69,15,1,5,0.217,0.673,ATL,4000000,4000000,1481481,484,0.134689,4761,225,1,25,0.047089,0.4529290000000001
Dee Gordon,2B,33,0.55,75,15,0,3,0.2,0.482,SEA,13500000,13800000,5300000,1089,0.30250000000000005,5625,225,0,9,0.04000000000000001,0.23232399999999997
Andrew Stevenson,OF,15,0.25,41,15,2,12,0.366,1.179,WSH,563500,563500,71645,225,0.0625,1681,225,4,144,0.133956,1.390041
Cameron Gallagher,C,25,0.417,53,15,1,3,0.283,0.79,KC,580500,580500,215000,625,0.173889,2809,225,1,9,0.08008899999999998,0.6241000000000001
Yairo Munoz,SS,12,0.2,45,15,1,4,0.333,0.844,BOS,575000,575000,88999,144,0.04000000000000001,2025,225,1,16,0.11088900000000002,0.712336
Tyler Wade,2B,52,0.867,88,15,3,10,0.171,0.595,NYY,582800,582800,215852,2704,0.7516889999999999,7744,225,9,100,0.029241000000000003,0.354025
Ryan Jeffers,C,26,0.433,55,15,3,7,0.273,0.791,MIN,563500,563500,121485,676,0.187489,3025,225,9,49,0.07452900000000001,0.625681
Aledmys Diaz,SS,17,0.283,58,14,3,6,0.241,0.737,HOU,2600000,2600000,962963,289,0.08008899999999998,3364,196,9,36,0.058080999999999994,0.543169
Phillip Evans,3B,11,0.183,39,14,1,9,0.359,0.932,PIT,563500,563500,208704,121,0.033489,1521,196,1,81,0.128881,0.8686240000000001
Michael Perez,C,38,0.633,84,14,1,13,0.167,0.475,TB,566600,566600,209852,1444,0.400689,7056,196,1,169,0.027889000000000004,0.225625
Luis Rengifo,SS,33,0.55,90,14,1,3,0.156,0.469,LAA,570000,570000,198513,1089,0.30250000000000005,8100,196,1,9,0.024336,0.21996099999999996
Nick Senzel,3B,24,0.4,70,13,2,8,0.186,0.604,CIN,570000,570000,211111,576,0.16000000000000003,4900,169,4,64,0.034596,0.364816
Abraham Toro-Hernandez,3B,33,0.55,87,13,3,9,0.149,0.513,HOU,573700,573700,212481,1089,0.30250000000000005,7569,169,9,81,0.022201,0.263169
Chad Pinder,LF,24,0.4,56,13,2,8,0.232,0.688,OAK,2025000,2025000,750000,576,0.16000000000000003,3136,169,4,64,0.053824000000000004,0.47334399999999993
Chadwick Tromp,C,24,0.4,61,13,4,10,0.213,0.645,SF,563500,563500,193129,576,0.16000000000000003,3721,169,16,100,0.045369,0.41602500000000003
Sam Haggerty,2B,13,0.217,50,13,1,6,0.26,0.715,SEA,563800,563800,124680,169,0.047089,2500,169,1,36,0.06760000000000001,0.5112249999999999
Vimael Machin,2B,24,0.4,63,13,0,0,0.206,0.534,OAK,563500,563500,208704,576,0.16000000000000003,3969,169,0,0,0.042435999999999995,0.285156
Derek Dietrich,2B,25,0.417,61,12,5,8,0.197,0.806,TEX,575000,575000,152570,625,0.173889,3721,144,25,64,0.038809,0.6496360000000001
Greg Garcia,2B,35,0.583,60,12,0,11,0.2,0.529,SD,1500000,1500000,555556,1225,0.33988899999999994,3600,144,0,121,0.04000000000000001,0.279841
Mitch Garver,C,23,0.383,72,12,2,5,0.167,0.511,MIN,620000,620000,229630,529,0.146689,5184,144,4,25,0.027889000000000004,0.261121
Kyle Higashioka,C,16,0.267,48,12,4,10,0.25,0.771,NYY,579200,579200,214519,256,0.071289,2304,144,16,100,0.0625,0.594441
Christian Arroyo,SS,15,0.25,50,12,3,8,0.24,0.736,BOS,565500,565500,146922,225,0.0625,2500,144,9,64,0.0576,0.541696
Phillip Ervin,CF,37,0.617,74,11,0,4,0.149,0.481,SEA,573500,573500,72910,1369,0.380689,5476,121,0,16,0.022201,0.23136099999999998
Mike Zunino,C,28,0.467,75,11,4,10,0.147,0.598,TB,4500000,4500000,1666667,784,0.21808900000000003,5625,121,16,100,0.021608999999999996,0.357604
Chris Owings,2B,17,0.283,41,11,2,5,0.268,0.757,COL,563500,563500,208704,289,0.08008899999999998,1681,121,4,25,0.07182400000000001,0.573049
Jake Marisnick,CF,16,0.267,33,11,2,5,0.333,0.959,NYM,3312500,3312500,1226852,256,0.071289,1089,121,4,25,0.11088900000000002,0.919681
Gavin Lux,2B,19,0.317,63,11,3,8,0.175,0.596,LAD,566000,566000,96999,361,0.10048900000000001,3969,121,9,64,0.030624999999999996,0.355216
Sam Huff,C,10,0.167,31,11,3,4,0.355,1.136,TEX,563500,563500,56070,100,0.027889000000000004,961,121,9,16,0.126025,1.2904959999999999
Daz Cameron,OF,17,0.293,57,11,0,3,0.193,0.483,DET,563500,563500,59185,289,0.085849,3249,121,0,9,0.037249000000000004,0.233289
Magneuris Sierra,CF,19,0.317,44,11,0,7,0.25,0.697,MIA,563500,563500,208704,361,0.10048900000000001,1936,121,0,49,0.0625,0.48580899999999994
Josh Rojas,2B,17,0.283,61,11,0,2,0.18,0.437,ARI,568800,568800,116328,289,0.08008899999999998,3721,121,0,4,0.0324,0.190969
Jeff Mathis,C,24,0.4,62,10,3,9,0.161,0.575,TEX,3000000,3000000,1111111,576,0.16000000000000003,3844,100,9,81,0.025921000000000003,0.33062499999999995
John Ryan Murphy,C,25,0.417,58,10,0,2,0.172,0.433,PIT,575000,575000,212963,625,0.173889,3364,100,0,4,0.029583999999999996,0.187489
Bubba Starling,CF,35,0.583,59,10,1,5,0.17,0.456,KC,568250,568250,210463,1225,0.33988899999999994,3481,100,1,25,0.028900000000000006,0.207936
Ildemaro Vargas,2B,24,0.4,51,10,1,3,0.196,0.536,CHC,572600,572600,66465,576,0.16000000000000003,2601,100,1,9,0.038416000000000006,0.28729600000000005
J.T. Riddle,SS,23,0.383,67,10,1,1,0.149,0.398,PIT,850000,850000,314815,529,0.146689,4489,100,1,1,0.022201,0.15840400000000002
Pavin Smith,1B,12,0.2,37,10,1,4,0.27,0.746,ARI,563500,563500,56070,144,0.04000000000000001,1369,100,1,16,0.0729,0.556516
Chad Wallach,C,15,0.25,44,10,1,6,0.227,0.64,MIA,563500,563500,208704,225,0.0625,1936,100,1,36,0.051529000000000005,0.4096
Ramon Urias,2B,15,0.132,30,10,1,3,0.333,0.894,BAL,575000,575000,50864,225,0.017424000000000002,900,100,1,9,0.11088900000000002,0.7992360000000001
Anthony Bemboom,C,21,0.35,48,10,3,5,0.208,0.744,LAA,563500,563500,137060,441,0.12249999999999998,2304,100,9,25,0.043264,0.553536
Manuel Pina,C,15,0.25,39,9,2,5,0.231,0.744,MIL,1850000,1850000,685185,225,0.0625,1521,81,4,25,0.053361000000000006,0.553536
Erik Kratz,C,18,0.3,28,9,0,4,0.321,0.76,NYY,1000000,1000000,281924,324,0.09,784,81,0,16,0.10304100000000001,0.5776
Jace Peterson,3B,26,0.433,45,9,2,5,0.2,0.749,MIL,563500,563500,115255,676,0.187489,2025,81,4,25,0.04000000000000001,0.561001
Eli White,SS,19,0.317,48,9,0,3,0.188,0.46,TEX,563500,563500,84105,361,0.10048900000000001,2304,81,0,9,0.035344,0.2116
Josh VanMeter,2B,26,0.433,70,9,2,6,0.129,0.485,ARI,568500,568500,59717,676,0.187489,4900,81,4,36,0.016641,0.235225
Jacob Nottingham,C,20,0.333,48,9,4,13,0.188,0.736,MIL,563500,563500,115255,400,0.11088900000000002,2304,81,16,169,0.035344,0.541696
Tyrone Taylor,CF,22,0.367,38,9,2,6,0.237,0.793,MIL,565300,565300,81250,484,0.134689,1444,81,4,36,0.056169,0.6288490000000001
Jazz Chisholm,SS,21,0.35,56,9,2,6,0.161,0.563,MIA,563500,563500,84105,441,0.12249999999999998,3136,81,4,36,0.025921000000000003,0.31696899999999995
Alejandro Kirk,C,9,0.15,24,9,1,3,0.375,0.983,TOR,563500,563500,49840,81,0.0225,576,81,1,9,0.140625,0.966289
Jon Jay,RF,18,0.3,50,8,1,4,0.16,0.451,ARI,1500000,1550000,605556,324,0.09,2500,64,1,16,0.0256,0.203401
Kevan Smith,C,17,0.283,31,8,1,8,0.258,0.83,TB,575000,575000,149413,289,0.08008899999999998,961,64,1,64,0.066564,0.6889
