Acronimo,Acronimo_t_1,Acronimo_t_2,Altura,Altura_t_1,Altura_t_2,Anio_t_1,Anio_t_2,Anio_x,Anio_y,Anios_contrato,At_bats,At_bats_2,At_bats_2_t_1,At_bats_2_t_2,At_bats_t_1,At_bats_t_2,Bateos,Bateos_2,Bateos_2_t_1,Bateos_2_t_2,Bateos_t_1,Bateos_t_2,Cantidad_agentes_libres,Cantidad_agentes_libres_t_1,Cantidad_agentes_libres_t_2,Edad,Edad_t_1,Edad_t_2,Equipo,Equipo_anterior,Equipo_t_1,Equipo_t_2,Home_runs,Home_runs_2,Home_runs_2_t_1,Home_runs_2_t_2,Home_runs_t_1,Home_runs_t_2,Juegos,Juegos_2,Juegos_2_t_1,Juegos_2_t_2,Juegos_t_1,Juegos_t_2,Juegos_totales,Juegos_totales_t_1,Juegos_totales_t_2,Jugador,OPS,OPS_2,OPS_2_t_1,OPS_2_t_2,OPS_t_1,OPS_t_2,Pennants_won,Pennants_won_t_1,Pennants_won_t_2,Peso,Peso_t_1,Peso_t_2,Playoffs,Playoffs_t_1,Playoffs_t_2,Porcentaje_bateo,Porcentaje_bateo_2,Porcentaje_bateo_2_t_1,Porcentaje_bateo_2_t_2,Porcentaje_bateo_t_1,Porcentaje_bateo_t_2,Porcetnaje_juegos,Porcetnaje_juegos_2,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_2_t_2,Porcetnaje_juegos_t_1,Porcetnaje_juegos_t_2,Posicion,Posicion_t_1,Posicion_t_2,Promedio_victorias,Promedio_victorias_t_1,Promedio_victorias_t_2,RBI,RBI_2,RBI_2_t_1,RBI_2_t_2,RBI_t_1,RBI_t_2,Status,Sueldo,Sueldo_base,Sueldo_base_t_1,Sueldo_base_t_2,Sueldo_regular,Sueldo_regular_t_1,Sueldo_regular_t_2,Sueldo_t_1,Sueldo_t_2,TVS,TVS_2,TVS_2_t_1,TVS_2_t_2,TVS_t_1,TVS_t_2,Valor_contrato,Valor_contrato_total,Valor_contrato_total_t_1,Valor_contrato_total_t_2,Valor_promedio_contrato,Victorias,Victorias_t_1,Victorias_t_2,WAR,WAR_2,WAR_2_t_1,WAR_2_t_2,WAR_t_1,WAR_t_2,WS_ganadas,WS_ganadas_t_1,WS_ganadas_t_2,ln_Sueldo,ln_Sueldo_base,ln_Sueldo_regular
NYM,TB,ATL,6.4,6.4,6.4,7,8,2018,6,1,153,23409,178929,107584,423,328,35,1225,8464,6241,92,79,9,5,4,30,31,32,New York Mets,TB,Tampa Bay Rays,Atlanta Braves,7,49,900,196,30,14,47,2209,16129,11664,127,108,161,162,162,Lucas Duda,0.714,0.5097959999999999,0.6691239999999999,0.534361,0.818,0.731,5,1,18,255,255,255,9,4,24,0.229,0.052441,0.047524,0.058080999999999994,0.218,0.241,0.29,0.0841,0.6146560000000001,0.44488900000000003,0.784,0.667,1B,1B,1B,0.5403726708074534,0.4938271604938271,0.5555555555555556,23,529,4096,2500,64,50,UFA,6725000,6725000,7250000,3500000,6725000,2654339,301075,7250000,3800000,0.0,0.0,2360.0164,825.4129,48.58,28.73,3500000,48757500,21700000,2900000,3500000,87,80,90,0.03,0.0009,1.9599999999999997,0.24009999999999998,1.4,0.49,2,0,3,15.721342483452178,15.721342483452178,15.721342483452178
BAL,BAL,BAL,6.4,6.4,6.4,7,8,2017,6,3,613,375769,312481,108900,559,330,157,24649,17424,7396,132,86,8,5,2,30,31,32,Baltimore Orioles,BAL,Baltimore Orioles,Baltimore Orioles,47,2209,529,289,23,17,159,25281,21316,8100,146,90,161,162,162,Mark Trumbo,0.85,0.7224999999999999,0.47472099999999995,0.583696,0.689,0.764,7,7,7,225,225,225,14,14,14,0.256,0.065536,0.055695999999999996,0.068121,0.236,0.261,0.982,0.964324,0.811801,0.3091360000000001,0.901,0.556,DH,DH,DH,0.546583850931677,0.4629629629629629,0.2901234567901234,108,11664,4225,1936,65,44,UFA,9150000,9150000,11500000,12500000,9150000,10000000,11000000,11500000,12500000,69.7,4858.09,90.6304,0.0,9.52,0.0,37500000,220260000,55600000,73000000,12500000,88,75,47,1.87,3.4969000000000006,0.2916,0.1024,-0.54,0.32,3,3,3,16.029264437251705,16.029264437251705,16.029264437251705
STL,ATL,STL,6.3,6.3,6.3,7,8,2018,6,1,297,88209,114921,93636,339,306,74,5476,8649,5329,93,73,5,5,3,27,28,29,St. Louis Cardinals,ATL,Atlanta Braves,St. Louis Cardinals,16,256,400,441,20,21,118,13924,17161,14641,131,121,161,162,162,Matt Adams,0.78,0.6084,0.7072809999999999,0.617796,0.841,0.786,23,18,23,245,245,245,28,23,28,0.249,0.062001,0.07507600000000002,0.057121,0.274,0.239,0.728,0.529984,0.6544810000000001,0.558009,0.809,0.747,1B,1B,1B,0.5279503105590062,0.4444444444444444,0.5432098765432098,54,2916,4225,3249,65,57,UFA,1650000,1650000,2800000,4000000,1650000,2065573,881705,2800000,4000000,36.13,1305.3769000000002,1596.0025000000003,1246.7961000000003,39.95,35.31,4000000,94000000,34525000,28000000,4000000,85,72,88,0.53,0.28090000000000004,0.17639999999999997,1.8769000000000002,0.42,1.37,11,3,11,14.316285845876763,14.316285845876763,14.316285845876763
PIT,OAK,OAK,6.2,6.2,6.2,7,8,2017,6,2,231,53361,219961,42849,469,207,56,3136,12996,1849,114,43,10,5,3,31,32,33,Pittsburgh Pirates,PIT,Oakland Athletics,Oakland Athletics,13,169,625,49,25,7,140,19600,19881,7056,141,84,160,162,162,Matt Joyce,0.866,0.749956,0.6528640000000001,0.45562500000000006,0.808,0.675,9,15,15,194,194,194,17,26,27,0.242,0.058564,0.059049,0.043264,0.243,0.208,0.864,0.7464959999999999,0.7569,0.269361,0.87,0.519,RF,RF,RF,0.4875,0.4629629629629629,0.5987654320987654,42,1764,4624,225,68,15,UFA,1000000,1000000,5000000,6000000,1000000,5000000,6000000,5000000,6000000,63.82,4072.9924,3352.41,0.0,57.9,0.0,11000000,25150000,34500000,18000000,5500000,78,75,97,1.67,2.7889,3.0276,0.0025000000000000005,1.74,0.05,5,9,9,13.815510557964274,13.815510557964274,13.815510557964274
WSH,WSH,WSH,6.3,6.3,6.3,7,8,2015,6,7,70,4900,3844,4900,62,70,13,169,100,289,10,17,11,4,5,31,32,33,Washington Nationals,DET,Washington Nationals,Washington Nationals,0,0,1,0,1,0,34,1156,961,1225,31,35,161,163,162,Max Scherzer,0.408,0.16646399999999997,0.178084,0.29702500000000004,0.422,0.545,1,1,1,208,208,208,4,5,5,0.186,0.034596,0.025921000000000003,0.059049,0.161,0.243,0.21,0.04409999999999999,0.036481,0.046655999999999996,0.191,0.216,SP,SP,SP,0.5838509316770186,0.5950920245398773,0.5061728395061729,12,144,25,36,5,6,UFA,22242857,15000000,15000000,15000000,22242857,22242857,22242857,22242857,22242857,86.54,7489.1716000000015,8497.1524,8639.702500000001,92.18,92.95,210000000,68750000,10400000,23300000,30000000,94,97,82,6.33,40.0689,50.41,76.5625,7.1,8.75,0,0,0,16.917531481326307,16.523560759066484,16.917531481326307
STL,SEA,SEA,0.0,0.0,0.0,7,8,2016,6,5,49,2401,2209,16,47,4,7,49,64,0,8,0,5,2,3,28,29,30,St. Louis Cardinals,SF,Seattle Mariners,Seattle Mariners,0,0,0,0,0,0,34,1156,1024,1024,32,32,161,162,162,Mike Leake,0.356,0.126736,0.168921,0.0,0.411,0.0,23,0,0,170,170,170,28,4,4,0.143,0.020448999999999995,0.028900000000000006,0.0,0.17,0.0,0.21,0.04409999999999999,0.039204,0.039204,0.198,0.198,SP,SP,SP,0.5279503105590062,0.4814814814814814,0.5493827160493827,4,16,16,0,4,0,UFA,12000000,12000000,15000000,17000000,12000000,2704911,11000000,15000000,17000000,19.12,365.5744,1754.7721000000001,842.7409,41.89,29.03,80000000,94000000,11535000,17750000,16000000,85,78,89,0.37,0.1369,1.0609,2.7224999999999997,1.03,1.65,11,0,0,16.300417207752275,16.300417207752275,16.300417207752275
KC,KC,MIL,6.0,6.0,6.0,7,8,2018,6,1,104,10816,308025,328329,555,573,25,625,22801,20736,151,144,10,4,5,27,28,29,Kansas City Royals,KC,Kansas City Royals,Milwaukee Brewers,7,49,1444,784,38,28,27,729,21904,23409,148,153,161,162,163,Mike Moustakas,0.801,0.6416010000000001,0.697225,0.599076,0.835,0.774,4,4,1,225,225,225,9,9,5,0.24,0.0576,0.07398400000000001,0.063001,0.272,0.251,0.167,0.027889000000000004,0.835396,0.8817209999999999,0.914,0.939,3B,3B,3B,0.5031055900621118,0.4938271604938271,0.588957055214724,13,169,7225,9025,85,95,UFA,5600000,5600000,8700000,5500000,5600000,8700000,1922050,8700000,7700000,0.0,0.0,3064.7296,3173.0688999999998,55.36,56.33,6500000,186750000,43800000,103750000,6500000,81,80,96,0.76,0.5776,3.24,4.494400000000001,1.8,2.12,2,2,0,15.538277155705378,15.538277155705378,15.538277155705378
TEX,BOS,BOS,6.3,6.3,6.3,7,8,2018,6,2,460,211600,258064,163216,508,404,107,11449,15625,9801,125,99,10,1,3,30,31,32,Texas Rangers,BOS,Boston Red Sox,Boston Red Sox,22,484,484,225,22,15,147,21609,22201,15625,149,125,161,162,162,Mitch Moreland,0.72,0.5184,0.591361,0.574564,0.769,0.758,2,13,14,245,245,245,8,23,24,0.233,0.054289000000000004,0.060516,0.060024999999999995,0.246,0.245,0.907,0.8226490000000001,0.8464,0.5959840000000001,0.92,0.772,1B,1B,1B,0.5900621118012422,0.5740740740740741,0.6666666666666666,60,3600,6241,4624,79,68,UFA,5700000,5700000,5500000,6500000,5700000,5500000,6500000,5500000,6500000,23.67,560.2689,2259.1009,1550.7844000000002,47.53,39.38,13000000,20165000,5500000,131000000,6500000,95,93,108,0.68,0.4624000000000001,3.8024999999999998,0.8835999999999999,1.95,0.94,0,8,9,15.555976732804778,15.555976732804778,15.555976732804778
NYM,MIL,NYY,0.0,0.0,0.0,7,8,2018,6,1,412,169744,148225,120409,385,347,116,13456,10404,5776,102,76,9,3,2,30,31,32,New York Mets,MIL,Milwaukee Brewers,New York Yankees,23,529,196,121,14,11,113,12769,12321,12769,111,113,161,162,162,Neil Walker,0.823,0.677329,0.6448090000000001,0.44089600000000007,0.803,0.664,5,1,40,210,210,210,9,4,54,0.282,0.07952399999999998,0.07022500000000001,0.047961,0.265,0.219,0.698,0.4872039999999999,0.46922500000000006,0.4872039999999999,0.685,0.698,2B,2B,2B,0.5403726708074534,0.5308641975308642,0.6172839506172839,55,3025,2401,2116,49,46,UFA,10550000,10550000,17200000,4000000,10550000,3000000,4000000,17200000,4000000,58.67,3442.1689,465.6963999999999,335.98889999999994,21.58,18.33,4000000,48757500,7550000,14000000,4000000,87,86,100,2.6,6.760000000000001,0.1936,0.019600000000000003,0.44,-0.14,2,0,27,16.17163641788635,16.17163641788635,16.17163641788635
SEA,SEA,SEA,6.2,6.2,6.2,7,8,2015,6,4,589,346921,309136,269361,556,519,169,28561,25600,17689,160,133,8,2,3,36,36,37,Seattle Mariners,BAL,Seattle Mariners,Seattle Mariners,43,1849,1521,1369,39,37,155,24025,24025,21316,155,146,161,162,162,Nelson Cruz,0.918,0.842724,0.8537760000000001,0.7224999999999999,0.924,0.85,0,0,0,230,230,230,4,4,4,0.287,0.08236899999999998,0.08294399999999999,0.065536,0.288,0.256,0.957,0.9158489999999999,0.9158489999999999,0.811801,0.957,0.901,DH,DH,DH,0.5341614906832298,0.4814814814814814,0.5493827160493827,105,11025,14161,9409,119,97,UFA,14250000,14000000,14000000,14000000,14250000,14250000,14275000,14250000,14275000,88.87,7897.876900000001,6743.6944,3783.4800999999998,82.12,61.51,57000000,35100000,11535000,17750000,14250000,86,78,89,4.8,23.04,18.4041,8.6436,4.29,2.94,0,0,0,16.472267464678932,16.454567887579532,16.472267464678932
COL,SF,SF,6.0,6.0,6.0,7,8,2018,6,1,289,83521,82369,79524,287,282,75,5625,4900,4624,70,68,3,3,2,32,33,34,Colorado Rockies,SF,San Francisco Giants,San Francisco Giants,10,100,81,100,9,10,83,6889,10201,9216,101,96,161,162,162,Nick Hundley,0.759,0.5760810000000001,0.47748099999999993,0.49843599999999993,0.691,0.706,1,23,23,203,203,203,3,26,26,0.26,0.06760000000000001,0.059536,0.058080999999999994,0.244,0.241,0.512,0.262144,0.389376,0.351649,0.624,0.593,C,C,C,0.4658385093167702,0.3950617283950617,0.4506172839506173,47,2209,1225,961,35,31,UFA,3150000,3150000,2000000,2500000,3150000,2000000,2500000,2000000,2500000,0.0,0.0,222.01000000000002,0.0,14.9,0.0,2500000,43500000,65250000,11500000,2500000,75,64,73,0.18,0.0324,0.2601,0.0001,0.51,-0.01,0,8,8,14.962913010801817,14.962913010801817,14.962913010801817
ATL,ATL,ATL,0.0,0.0,0.0,7,8,2015,6,4,599,358801,351649,388129,593,623,161,25921,26569,34225,163,185,13,5,4,32,33,34,Atlanta Braves,BAL,Atlanta Braves,Atlanta Braves,13,169,64,196,8,14,158,24964,25600,26244,160,162,160,162,162,Nick Markakis,0.744,0.553536,0.544644,0.6496360000000001,0.738,0.806,18,18,18,210,210,210,23,23,24,0.269,0.07236100000000001,0.07562500000000001,0.088209,0.275,0.297,0.981,0.962361,0.976144,1.0,0.988,1.0,RF,RF,RF,0.41875,0.4444444444444444,0.5555555555555556,89,7921,5776,8649,76,93,UFA,11025000,10500000,10500000,10500000,11025000,11000000,11050000,11000000,11050000,36.03,1298.1609,464.83359999999993,2941.9776,21.56,54.24,44000000,19157500,34525000,2900000,11000000,67,72,90,1.74,3.0276,0.5328999999999999,6.6564000000000005,0.73,2.58,3,3,3,16.215675979297185,16.166885815127753,16.215675979297185
LAD,LAD,LAD,6.5,6.5,6.5,7,8,2017,6,3,12,144,2025,1849,45,43,0,0,25,16,5,4,8,6,2,36,37,38,Los Angeles Dodgers,LAD,Los Angeles Dodgers,Los Angeles Dodgers,0,0,0,0,0,0,20,400,625,625,25,25,161,162,163,Rich Hill,0.0,0.0,0.07784100000000002,0.034596,0.279,0.186,25,25,25,221,221,221,30,31,32,0.0,0.0,0.012321,0.008649,0.111,0.093,0.124,0.015375999999999999,0.023716,0.023409,0.154,0.153,SP,SP,SP,0.5652173913043478,0.6419753086419753,0.5644171779141104,0,0,16,4,4,2,UFA,6000000,6000000,12000000,16000000,2065574,12666666,16666666,12666666,16666666,92.67,8587.7289,4595.484100000001,1889.6408999999999,67.79,43.47,48000000,79750000,199600000,4000000,16000000,91,104,92,1.39,1.9320999999999997,4.9729,2.1609,2.23,1.47,6,6,6,15.60727002719233,15.60727002719233,14.540918711853546
SEA,SEA,SEA,6.0,6.0,6.0,7,8,2014,6,10,655,429025,350464,96100,592,310,195,38025,27556,8836,166,94,8,2,3,33,34,35,Seattle Mariners,NYY,Seattle Mariners,Seattle Mariners,39,1521,529,100,23,10,161,25921,22500,6400,150,80,161,162,162,Robinson Cano,0.884,0.781456,0.625681,0.7140249999999999,0.791,0.845,0,0,0,210,210,210,4,4,4,0.298,0.088804,0.07840000000000001,0.091809,0.28,0.303,0.994,0.988036,0.8574760000000001,0.244036,0.926,0.494,2B,2B,2B,0.5341614906832298,0.4814814814814814,0.5493827160493827,103,10609,9409,2500,97,50,UFA,24050000,24000000,24000000,24000000,24050000,24000000,13677440,24000000,24000000,81.25,6601.5625,699.6025,0.0,26.45,0.0,240000000,35100000,11535000,17750000,24000000,86,78,89,7.34,53.8756,8.6436,11.289599999999998,2.94,3.36,0,0,0,16.995645554516045,16.99356438831222,16.995645554516045
BAL,BAL,ATL,6.3,6.3,6.3,7,8,2018,6,1,157,24649,1444,25921,38,161,34,1156,64,1225,8,35,8,5,4,29,30,31,Baltimore Orioles,PHI,Baltimore Orioles,Atlanta Braves,3,9,0,4,0,2,74,5476,529,6561,23,81,161,162,162,Ryan Flaherty,0.61,0.3721,0.29052100000000003,0.34809999999999997,0.539,0.59,7,7,18,220,220,220,14,14,24,0.217,0.047089,0.044521,0.047089,0.211,0.217,0.457,0.208849,0.020163999999999998,0.25,0.142,0.5,3B,3B,3B,0.546583850931677,0.4629629629629629,0.5555555555555556,15,225,16,169,4,13,UFA,1500000,1500000,1800000,750000,1500000,1800000,750000,1800000,750000,0.0,0.0,0.0,0.0,0.0,0.0,750000,220260000,55600000,2900000,750000,88,75,90,0.51,0.2601,0.0144,0.9409,-0.12,-0.97,3,3,3,14.22097566607244,14.22097566607244,14.22097566607244
TEX,TEX,TEX,0.0,0.0,0.0,7,8,2014,6,7,178,31684,295936,313600,544,560,43,1849,20449,21904,143,148,10,4,4,33,34,35,Texas Rangers,CIN,Texas Rangers,Texas Rangers,7,49,484,441,22,21,48,2304,22201,21316,149,146,161,162,162,Shin-Soo Choo,0.756,0.571536,0.613089,0.659344,0.783,0.812,2,2,2,210,210,210,8,8,8,0.242,0.058564,0.06916900000000001,0.06969600000000001,0.263,0.264,0.296,0.08761599999999999,0.8464,0.811801,0.92,0.901,RF,RF,DH,0.5900621118012422,0.4814814814814814,0.4135802469135802,17,289,6084,3844,78,62,UFA,20000000,20000000,20000000,20000000,20000000,20000000,20100000,20000000,20100000,0.0,0.0,871.4304,2443.3249,29.52,49.43,130000000,20165000,36000000,35000000,18571429,95,78,67,0.19,0.0361,0.6084,7.398400000000001,0.78,2.72,0,0,0,16.811242831518264,16.811242831518264,16.811242831518264
CHW,NYY,NYM,6.3,6.3,6.3,7,8,2018,6,2,590,348100,224676,166464,474,408,133,17689,10201,7569,101,87,13,3,8,30,31,32,Chicago White Sox,NYY,New York Yankees,New York Mets,40,1600,729,324,27,18,158,24964,21609,13225,147,115,161,162,162,Todd Frazier,0.767,0.5882890000000001,0.5959840000000001,0.4830249999999999,0.772,0.695,6,40,5,220,220,220,9,53,9,0.225,0.050625,0.045369,0.045369,0.213,0.213,0.975,0.9506249999999999,0.8226490000000001,0.5041,0.907,0.71,3B,3B,3B,0.484472049689441,0.5617283950617284,0.4753086419753086,98,9604,5776,3481,76,59,UFA,8250000,7500000,12000000,8000000,8250000,4983624,8000000,12000000,8000000,74.66,5574.115599999999,1723.0801,1620.0625,41.51,40.25,17000000,17650000,102500000,89635000,8500000,78,91,77,3.43,11.7649,3.3124000000000002,6.100900000000001,1.82,2.47,3,27,2,15.925723758310864,15.830413578506539,15.925723758310864
MIA,MIA,MIA,0.0,0.0,0.0,7,8,2016,6,5,44,1936,64,1600,8,40,0,0,1,36,1,6,10,6,1,30,31,32,Miami Marlins,BAL,Miami Marlins,Miami Marlins,0,0,0,0,0,0,22,484,81,729,9,27,160,162,161,Wei-Yin Chen,0.0,0.0,0.0625,0.10562500000000001,0.25,0.325,2,2,2,200,200,200,2,2,2,0.0,0.0,0.015625,0.0225,0.125,0.15,0.137,0.018769000000000004,0.0031360000000000003,0.028224000000000003,0.056,0.168,SP,SP,SP,0.49375,0.4753086419753086,0.391304347826087,0,0,0,4,0,2,UFA,12500000,6000000,9000000,10000000,12500000,15500000,10000000,15500000,10000000,8.52,72.59039999999999,0.0,184.6881,0.0,13.59,80000000,84707500,57250000,3250000,16000000,79,77,63,-0.25,0.0625,0.1936,0.2304,0.44,-0.48,2,2,2,16.34123920227253,15.60727002719233,16.34123920227253
WSH,TB,PHI,6.1,6.1,6.1,7,8,2017,6,2,482,232324,43264,145924,208,382,148,21904,2916,13689,54,117,11,5,4,28,29,30,Washington Nationals,WSH,Tampa Bay Rays,Philadelphia Phillies,22,484,121,225,11,15,131,17161,4096,12321,64,111,161,162,162,Wilson Ramos,0.85,0.7224999999999999,0.543169,0.7140249999999999,0.737,0.845,1,1,7,245,245,245,4,4,14,0.307,0.094249,0.06760000000000001,0.093636,0.26,0.306,0.809,0.6544810000000001,0.15602500000000002,0.46922500000000006,0.395,0.685,C,C,C,0.5838509316770186,0.4938271604938271,0.4938271604938271,80,6400,1225,4900,35,70,UFA,5350000,5350000,4000000,10500000,5350000,4000000,3500024,4000000,10500000,74.45,5542.802500000001,0.0,3323.5225,0.0,57.65,12500000,68750000,21700000,169200000,6250000,94,80,80,3.24,10.497600000000002,0.0081,3.61,0.09,1.9,0,0,2,15.49260711887219,15.49260711887219,15.49260711887219
NYM,NYM,NYM,0.0,0.0,0.0,7,8,2017,6,4,479,229441,84681,19881,291,141,136,18496,7225,1369,85,37,9,2,8,30,31,32,New York Mets,NYM,New York Mets,New York Mets,31,961,289,81,17,9,132,17424,6561,1444,81,38,161,162,162,Yoenis Cespedes,0.892,0.795664,0.795664,0.6740409999999999,0.892,0.821,5,5,5,220,220,220,9,9,9,0.284,0.08065599999999999,0.08526399999999999,0.06864400000000001,0.292,0.262,0.815,0.664225,0.25,0.055224999999999996,0.5,0.235,CF,CF,CF,0.5403726708074534,0.4320987654320987,0.4753086419753086,86,7396,1764,841,42,29,UFA,27500000,17500000,22500000,29000000,27500000,22500000,29000000,22500000,29000000,53.48,2860.1103999999996,0.0,0.0,0.0,0.0,110000000,48757500,116500000,89635000,27500000,87,70,77,2.95,8.7025,3.8415999999999997,0.5776,1.96,0.76,2,2,2,17.1296965626368,16.67771143889374,17.1296965626368
BAL,SEA,TEX,6.2,6.2,6.2,7,8,2018,6,1,4,16,4,1,2,1,2,4,1,0,1,0,8,2,4,30,31,32,Baltimore Orioles,MIL,Seattle Mariners,Texas Rangers,0,0,0,0,0,0,24,576,784,441,28,21,161,162,162,Yovani Gallardo,1.1,1.2100000000000002,1.0,0.0,1.0,0.0,7,0,2,205,205,205,14,4,8,0.5,0.25,0.25,0.0,0.5,0.0,0.148,0.021903999999999996,0.029928999999999997,0.016900000000000002,0.173,0.13,RP,RP,SP,0.546583850931677,0.4814814814814814,0.4135802469135802,0,0,0,0,0,0,UFA,9000000,9000000,11000000,2000000,9000000,9000000,1139785,11000000,2300000,0.0,0.0,0.0,142.80249999999998,0.0,11.95,750000,220260000,11535000,35000000,750000,88,78,67,0.08,0.0064,0.0576,0.1521,-0.24,-0.39,3,0,0,16.012735135300492,16.012735135300492,16.012735135300492
TEX,LAD,CHC,6.5,6.5,6.5,7,8,2018,6,6,3,9,289,144,17,12,1,1,1,1,1,1,10,6,7,29,30,31,Texas Rangers,LAD,Los Angeles Dodgers,Chicago Cubs,1,1,0,0,0,0,17,289,961,64,31,8,161,162,163,Yu Darvish,1.667,2.778889,0.028900000000000006,0.0625,0.17,0.25,2,25,17,220,220,220,8,31,20,0.333,0.11088900000000002,0.0034809999999999997,0.006889000000000001,0.059,0.083,0.105,0.011024999999999998,0.036481,0.0024010000000000004,0.191,0.049,SP,SP,SP,0.5900621118012422,0.6419753086419753,0.5828220858895705,1,1,0,0,0,0,UFA,10800000,10000000,11000000,25000000,10800000,3786867,25000000,11000000,25000000,72.36,5235.9696,2545.2025000000003,0.0,50.45,0.0,126000000,20165000,199600000,215545000,21000000,95,104,95,2.37,5.6169,0.3844,0.004900000000000001,0.62,-0.07,0,6,3,16.195056692094447,16.11809565095832,16.195056692094447
CIN,CIN,LAA,0.0,0.0,0.0,7,8,2018,6,3,464,215296,191844,50176,438,224,117,13689,16641,2401,129,49,8,2,3,30,31,32,Cincinnati Reds,CIN,Cincinnati Reds,Los Angeles Angels,16,256,576,25,24,5,121,14641,14884,3481,122,59,161,162,162,Zack Cozart,0.732,0.535824,0.8611840000000001,0.432964,0.928,0.658,10,10,1,205,205,205,15,15,10,0.252,0.063504,0.08702499999999999,0.047961,0.295,0.219,0.747,0.558009,0.567009,0.132496,0.753,0.364,SS,SS,SS,0.422360248447205,0.419753086419753,0.4938271604938271,50,2500,3844,324,62,18,UFA,2925000,2925000,5325000,12666666,2925000,5325000,12666666,5325000,12666666,52.52,2758.3504000000003,8770.3225,0.0,93.65,0.0,38000000,3400000,5300000,42800000,12666667,68,68,80,2.16,4.6656,26.936100000000003,0.0081,5.19,0.09,5,5,1,14.888805038648094,14.888805038648094,14.888805038648094
ARI,ARI,ARI,6.2,6.2,6.2,7,8,2013,6,6,52,2704,3844,4096,62,64,11,121,169,225,13,15,7,5,2,32,33,34,Arizona Diamondbacks,LAA,Arizona Diamondbacks,Arizona Diamondbacks,0,0,0,0,0,0,27,729,1089,1156,33,34,161,162,162,Zack Greinke,0.476,0.22657599999999997,0.27040000000000003,0.3203559999999999,0.52,0.566,1,1,1,200,200,200,5,6,6,0.212,0.044944,0.04409999999999999,0.054756000000000006,0.21,0.234,0.167,0.027889000000000004,0.04161599999999999,0.04409999999999999,0.204,0.21,SP,SP,SP,0.422360248447205,0.5740740740740741,0.5061728395061729,3,9,16,25,4,5,UFA,34000000,31000000,31000000,31000000,34000000,34000000,34000000,34000000,34000000,16.62,276.22440000000006,5181.120400000001,2480.0399999999995,71.98,49.8,147000000,218750000,9750000,15750000,24500000,68,93,82,2.34,5.475599999999999,36.6025,17.222500000000004,6.05,4.15,1,1,1,17.341871082580436,17.24949776244942,17.341871082580436
ARI,ARI,ARI,6.2,6.2,6.2,7,8,2016,6,6,52,2704,3844,4096,62,64,11,121,169,225,13,15,7,5,2,32,33,34,Arizona Diamondbacks,LAD,Arizona Diamondbacks,Arizona Diamondbacks,0,0,0,0,0,0,27,729,1089,1156,33,34,161,162,162,Zack Greinke,0.476,0.22657599999999997,0.27040000000000003,0.3203559999999999,0.52,0.566,1,1,1,200,200,200,5,6,6,0.212,0.044944,0.04409999999999999,0.054756000000000006,0.21,0.234,0.167,0.027889000000000004,0.04161599999999999,0.04409999999999999,0.204,0.21,SP,SP,SP,0.422360248447205,0.5740740740740741,0.5061728395061729,3,9,16,25,4,5,UFA,34000000,31000000,31000000,31000000,34000000,34000000,34000000,34000000,34000000,16.62,276.22440000000006,5181.120400000001,2480.0399999999995,71.98,49.8,206500000,218750000,9750000,15750000,34416667,68,93,82,2.34,5.475599999999999,36.6025,17.222500000000004,6.05,4.15,1,1,1,17.341871082580436,17.24949776244942,17.341871082580436
