Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_inicio_de_contrato_t,Anio_inicio_de_contrato_t_1,Anios_de_contrato_t,Anios_de_contrato_t_1,Bateos_pitcher_2_t,Bateos_pitcher_2_t_1,Bateos_pitcher_t,Bateos_pitcher_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Edad_t_1,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_iniciados_2_t,Juegos_iniciados_2_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
COL,OAK,6.4,6.4,2014,2015,2015,2010,2010,4,4,1936,2601,44,51,0,250000,6,3,1,5,324,1024,196,900,14,30,18,32,4.976331360946745,4.7981859410430845,2.230769230769231,2.1904761904761907,0.001112822487232008,0.002724824429552445,0.03335899409802412,0.05219985085756898,0.005537773442379402,0.01307421426968928,0.07441621760328458,0.114342530449913,8.468100000000002,36.6025,2.91,6.05,21,21,26,25,Colorado Rockies,Oakland Athletics,Colorado,20350000,12350000,1874.8899999999996,1998.0900000000001,43.3,44.7,64,256,64,25,8,5,8,16,161,162,Brett Anderson,9,16,3,4,1,15,230,230,3,25,SP,SP,0.4099378881987577,0.5925925925925926,0,9,0,3,841,2116,29,46,6000000,5750000,8000000,5500000,8000000,5750000,0.0,0.0,0.0,0.0,31250000,3000000,12500000,12500000,66,96,1.0201,0.39690000000000003,1.01,-0.63,1.7424000000000002,2.5921000000000003,1.32,1.61,0,9,169,441,13,21,1,1,1,1,15.60727002719233,15.89495209964411,15.89495209964411
NYY,NYY,6.6,6.6,2014,2016,2016,2009,2009,7,7,3364,50176,58,224,1285714,1285714,9,8,2,2,961,14884,729,12544,27,112,31,122,23.04,7.248520710059172,4.8,2.6923076923076925,0.0005834441877290019,0.0011715930420961005,0.024154589371980676,0.034228541337546076,0.013442554085276203,0.008492316429394813,0.11594202898550725,0.09215376513954714,27.878400000000003,22.8484,5.28,4.78,28,28,33,32,New York Yankees,New York Yankees,New York,173285714,150285714,2116.0,44521.0,46.0,211.0,64,1024,64,1024,8,32,8,32,162,162,C.C. Sabathia,16,169,4,13,40,40,300,300,50,50,SP,SP,0.5185185185185185,0.5246913580246914,0,0,0,0,2304,30625,48,175,24285714,24285714,23000000,23000000,24285714,24285714,0.0,18.232899999999997,0.0,4.27,311500000,64000000,161000000,161000000,84,85,0.3844,0.0001,-0.62,-0.01,2.1904,1.8769000000000002,1.48,1.37,27,27,100,4225,10,65,9,196,3,14,17.005398834194516,16.951004773893423,17.005398834194516
CHC,MIA,6.5,6.5,2014,0,0,2010,2010,4,4,21904,13456,148,116,0,0,13,12,2,2,6561,3025,5929,2401,77,49,81,55,4.6290174471992644,2.033264746227709,2.1515151515151514,1.4259259259259258,0.0010528972076469922,0.0025854639471416265,0.032448377581120944,0.05084745762711865,0.004873879544305315,0.0052569326963658085,0.06981317600786627,0.07250470809792843,37.5769,13.987600000000002,6.13,3.74,18,18,23,22,Chicago Cubs,Miami Marlins,Illinois,5700000,4700000,12769.0,13924.0,113.0,118.0,784,400,324,400,18,20,28,20,162,162,Jacob Turner,121,64,11,8,17,2,215,215,16,2,RP,RP,0.4506172839506173,0.382716049382716,0,0,0,0,5041,5929,71,77,284153,1175000,1000000,1175000,1000000,1175000,0.0,0.0,0.0,0.0,9650000,7675000,5500000,5500000,73,62,0.34809999999999997,2.0736,-0.59,1.44,2.5600000000000005,2.0736,1.6,1.44,2,2,1089,2916,33,54,36,9,6,3,12.557268104473511,13.815510557964274,13.815510557964274
KC,KC,6.3,6.3,2014,2015,2015,2008,2008,4,4,50176,46225,224,215,0,0,4,5,2,2,9025,6724,6561,6400,81,80,95,82,16.735537190082646,8.30795847750865,4.090909090909091,2.8823529411764706,0.0004638404503852439,0.0010914415360194745,0.021536955457660302,0.03303697225866006,0.007762619107686934,0.009067650961878058,0.0881057268722467,0.0952242141573143,10.3041,9.9225,3.21,3.15,26,26,32,31,Kansas City Royals,Kansas City Royals,Missouri,41094900,27594900,51529.0,52303.689999999995,227.0,228.7,1156,1156,1156,1156,34,34,34,34,162,162,James Shields,64,81,8,9,3,2,215,215,8,7,SP,SP,0.5493827160493827,0.5308641975308642,0,0,0,0,32400,38416,180,196,13500000,10250000,13500000,10250000,13500000,10250000,6696.1489,6794.7049000000015,81.83,82.43,66500000,26100000,11250000,11250000,89,86,12.0409,18.6624,3.47,4.32,1.3923999999999999,1.5376,1.18,1.24,1,1,1936,4624,44,68,196,169,14,13,16.41820024340866,16.41820024340866,16.41820024340866
STL,BOS,6.6,6.6,2014,2016,2016,2010,2010,5,5,42436,32041,206,179,700000,700000,5,10,2,1,8836,6400,7056,5476,84,74,94,80,12.175645088275239,16.200625000000002,3.4893617021276597,4.025,0.0006956332246268648,0.0005512311301138397,0.026374859708193043,0.023478311909373717,0.00846978325466915,0.008930288827300523,0.0920314253647587,0.0945002054352292,14.5924,12.3904,3.82,3.52,31,31,35,34,St. Louis Cardinals,Boston Red Sox,Missouri,121485000,95485000,39204.0,35834.490000000005,198.0,189.3,961,841,961,841,31,29,31,29,161,162,John Lackey,100,169,10,13,23,13,235,235,27,21,SP,SP,0.5527950310559007,0.5987654320987654,0,0,0,0,26896,25921,164,161,5000000,15950000,15250000,15250000,16450000,15950000,192.09959999999998,938.8096,13.86,30.64,59750000,130700000,82500000,82500000,89,97,0.1296,9.0,-0.36,3.0,1.6384,1.3456,1.28,1.16,11,8,2209,1600,47,40,196,100,14,10,15.424948470398375,16.540090061017693,16.615836035175654
OAK,BOS,6.4,6.4,2014,2015,2015,2009,2009,5,5,37636,43681,194,209,0,0,5,10,5,1,5776,8836,3600,7921,60,89,76,94,21.006944444444443,6.9790599242593,4.583333333333333,2.6417910447761193,0.0005893012224938764,0.0012180998104797877,0.024275527234107117,0.03490128665937386,0.012379418041972054,0.008501191571067336,0.11126283315632428,0.0922019065478981,6.0516,14.137599999999999,2.46,3.76,24,24,30,29,Oakland Athletics,Boston Red Sox,California,44902403,31852403,48268.09,45496.89000000001,219.7,213.3,1024,1089,1024,1089,32,33,32,33,162,162,Jon Lester,121,64,11,8,15,13,240,240,26,21,SP,SP,0.5432098765432098,0.5987654320987654,0,0,0,0,48400,31329,220,177,2512295,11625000,13000000,11625000,13050000,11625000,7192.7361,4142.2096,84.81,64.36,32800000,130700000,30000000,30000000,88,97,8.0089,9.1204,2.83,3.02,1.2100000000000002,1.6641000000000001,1.1,1.29,9,8,2304,4489,48,67,256,225,16,15,14.736707235980855,16.38045991542581,16.384298691732976
MIL,MIL,6.2,6.2,2014,2016,2016,2010,2010,5,5,38025,32400,195,180,250000,250000,7,7,1,1,7396,8464,5625,7056,75,84,86,92,7.310013717421125,4.760330578512396,2.7037037037037037,2.1818181818181817,0.000973517879872761,0.0016469732561828448,0.031201248049921994,0.04058291828076001,0.007116429056024615,0.007840137153399328,0.08435892991275207,0.08854454897620366,12.320099999999998,17.556100000000004,3.51,4.19,23,23,28,27,Milwaukee Brewers,Milwaukee Brewers,Wisconsin,31423000,20173000,36979.29,32652.489999999994,192.3,180.7,1089,1089,1024,961,32,31,33,33,162,162,Yovani Gallardo,121,100,11,10,1,1,205,205,4,4,RP,RP,0.5061728395061729,0.4567901234567901,0,0,0,0,21316,20736,146,144,11500000,8000000,11250000,7750000,11500000,8000000,1965.1489,1120.9103999999998,44.33,33.48,57600000,43300000,30100000,30100000,82,74,4.5796,0.0256,2.14,0.16,1.6641000000000001,1.8496000000000004,1.29,1.36,0,0,2916,4356,54,66,64,144,8,12,16.25785759333348,16.235878686614704,16.25785759333348
