Acronimo_t,Altura_t,Anio_de_agente_libre_t,Anio_t,Anios_de_contrato_t,Antiguedad_t,At-bats_2_t,At-bats_t,Bateos_2_t,Bateos_promedio_2_t,Bateos_promedio_t,Bateos_t,Bono_por_firma_t,Cantidad de equipos_t,Cantidad_agentes_libres_t,Dobles_2_t,Dobles_t,Edad_al_firmar_t,Edad_t,Equipo_t,Estado_t,Ganancias_t,Home-runs_2_t,Home-runs_t,Juegos totales_t,Juegos_iniciados_2_t,Juegos_iniciados_t,Juegos_t,Jugador,Pago_efectivo_t,Pennants won_t,Peso_t,Playoffs_t,Porcentaje_On-base-plus-slugging_2_t,Porcentaje_On-base-plus-slugging_t,Porcentaje_juegos_iniciados_2_t,Porcentaje_juegos_iniciados_t,Porcentaje_juegos_t,Porcentaje_on-base_2_t,Porcentaje_on-base_t,Porcentaje_slugging_2_t,Porcentaje_slugging_t,Posicion_t,Promedio_victorias_t,Runs-batted-in_2_t,Runs-batted-in_t,Sueldo_ajustado_t,Sueldo_base_t,Sueldo_porcentual_t,Sueldo_regular_t,TVS_2_t,TVS_t,Triples_2_t,Triples_t,Valor_contrato_promedio_t,Valor_contrato_total_t,Valor_del_contrato_t,Victorias_t,WS ganadas_t,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
MIL,6.241570881226049,2013,2011,3,1,3.4225000000000003,1.85,0.09,0.026896000000000003,0.164,0.3,0,1,1,0.0081,0.09,33,34,Milwaukee Brewers,Wisconsin,62962104,0.0,0.0,162,1.0,1.0,1.0,Randy Wolf,9500000,1,215.48312611012435,4,0.15288100000000002,0.391,0.04000000000000001,0.2,0.2,0.031328999999999996,0.177,0.045369,0.213,SP,0.5925925925925926,0.0,0.0,9500000,9500000,0.103,9500000,1.7424000000000002,1.32,0.0,0.0,9916667,775000,29750000,96,0,16.06680235657077,16.06680235657077,16.06680235657077
MIL,6.0,0,2011,1,0,0.07840000000000001,0.28,0.004900000000000001,0.0625,0.25,0.07,0,1,1,0.0004,0.02,27,27,Milwaukee Brewers,Wisconsin,740808,0.0,0.0,162,0.0256,0.16,1.0,Marco Estrada,414000,1,180.0,4,0.33988899999999994,0.583,0.0016,0.04,0.27,0.0625,0.25,0.11088900000000002,0.333,SP,0.5925925925925926,0.0,0.0,414000,414000,0.005,414000,0.1296,0.36,0.0,0.0,414000,775000,414000,96,0,12.933621252807452,12.933621252807452,12.933621252807452
MIL,6.0,0,2011,3,3,0.0009,0.03,0.0001,0.25,0.5,0.01,666667,1,1,0.0,0.0,26,29,Milwaukee Brewers,Wisconsin,57069166,0.0,0.0,162,0.0,0.0,1.0,Francisco Rodriguez,2450819,1,180.0,4,1.0,1.0,0.0,0.0,0.45,0.25,0.5,0.25,0.5,RP,0.5925925925925926,0.0,0.0,2450819,11500000,0.027,12166667,0.016900000000000002,0.13,0.0,0.0,12333333,775000,37000000,96,0,14.711932812374174,16.25785759333348,16.31421055728187
MIL,6.3,0,2011,1,0,2.6569,1.63,0.0729,0.026569000000000002,0.163,0.27,0,1,1,0.004900000000000001,0.07,29,29,Milwaukee Brewers,Wisconsin,850650,0.0,0.0,162,0.8649000000000001,0.93,1.0,Chris Narveson,444150,1,205.0,4,0.173056,0.416,0.028900000000000006,0.17,0.19,0.044944,0.212,0.04161599999999999,0.204,RP,0.5925925925925926,0.028900000000000006,0.17,444150,444150,0.005,444150,0.0,0.0,0.0,0.0,444150,775000,444150,96,0,13.003917622197847,13.003917622197847,13.003917622197847
MIL,6.0,0,2011,1,0,0.10890000000000001,0.33,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,24,24,Milwaukee Brewers,Wisconsin,113336,0.0,0.0,162,0.0,0.0,1.0,Martin Maldonado,63336,1,230.0,4,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,C,0.5925925925925926,0.0,0.0,63336,414000,0.001,414000,0.0,0.0,0.0,0.0,414000,775000,414000,96,0,11.05620916685127,12.933621252807452,12.933621252807452
MIL,6.1,0,2011,1,0,0.1444,0.38,0.016900000000000002,0.11088900000000002,0.333,0.13,0,1,1,0.0,0.0,24,24,Milwaukee Brewers,Wisconsin,818000,0.0,0.0,162,0.0,0.0,1.0,Logan Schafer,414000,1,190.0,4,0.693889,0.833,0.0,0.0,0.05,0.25,0.5,0.11088900000000002,0.333,LF,0.5925925925925926,0.0,0.0,414000,414000,0.005,414000,0.0,0.0,0.0,0.0,414000,775000,414000,96,0,12.933621252807452,12.933621252807452,12.933621252807452
