Rank,Player,Pos,Team,GP,GP%,AB,H,HR,RBI,AVG,OPS,Cash2022
492,Hyun-Jin Ryu,SP,LAD,30,0.185,51,8,1,3,0.157,0.453,"$20,000,000"
493,Caleb Joseph,C,ARI,20,0.124,38,8,0,3,0.211,0.513,$0
494,Kyle Hendricks,SP,CHC,31,0.191,54,8,0,5,0.148,0.36,"$14,000,000"
495,Mason Williams,LF,BAL,11,0.068,30,8,0,2,0.267,0.624,$0
496,Tyler Saladino,SS,MIL,28,0.173,65,8,2,8,0.123,0.413,$0
497,Rangel Ravelo,1B,STL,29,0.179,39,8,2,7,0.205,0.666,$0
498,Taylor Ward,3B,LAA,20,0.124,42,8,1,2,0.191,0.625,"$700,000"
499,Zach Davies,SP,MIL,35,0.216,52,8,0,3,0.154,0.362,"$1,500,000"
500,Joe Musgrove,SP,PIT,46,0.284,51,8,0,3,0.157,0.424,"$8,625,000"
501,Zach Eflin,SP,PHI,32,0.198,50,8,0,2,0.16,0.34,"$5,500,000"
502,Brian O'Grady,LF,CIN,28,0.173,42,8,2,3,0.191,0.72,$0
503,Jake Arrieta,SP,PHI,24,0.148,45,7,0,4,0.156,0.352,$0
504,Logan Morrison,DH,PHI,29,0.179,35,7,2,3,0.2,0.663,$0
505,Drew Butera,C,COL,16,0.099,43,7,0,3,0.163,0.462,$0
506,Gorkys Hernandez,LF,BOS,21,0.13,49,7,0,2,0.143,0.463,$0
507,Cristhian Adames,SS,SF,10,0.062,22,7,0,2,0.318,0.739,$0
508,Sonny Gray,SP,CIN,34,0.21,46,7,0,3,0.152,0.383,"$10,500,000"
509,Vincent Velasquez,SP,PHI,35,0.216,30,7,1,3,0.233,0.615,"$3,000,000"
510,Kevin Kramer,SS,PIT,22,0.136,42,7,0,5,0.167,0.45,$0
511,Aaron Nola,SP,PHI,34,0.21,59,7,0,2,0.119,0.353,"$15,000,000"
512,Domingo Leyba,SS,ARI,21,0.13,25,7,0,5,0.28,0.807,$0
513,Franklin Barreto,SS,OAK,23,0.142,57,7,2,5,0.123,0.401,$0
514,Adrian Sanchez,2B,WSH,29,0.179,31,7,0,1,0.226,0.476,$0
515,Garrett Stubbs,C,HOU,19,0.117,35,7,0,2,0.2,0.568,"$700,000"
516,Anthony Bemboom,C,LAA,25,0.154,54,7,1,4,0.13,0.349,"$700,000"
517,Seth Mejias-Brean,3B,SD,14,0.086,30,7,2,5,0.233,0.803,$0
518,Dom Nunez,C,COL,16,0.099,39,7,2,4,0.18,0.643,"$700,000"
519,Jaylin Davis,RF,SF,17,0.105,42,7,1,3,0.167,0.493,$0
520,Anibal Sanchez,SP,WSH,30,0.185,52,6,0,1,0.115,0.231,"$2,000,000"
521,Cole Hamels,SP,CHC,27,0.167,42,6,0,4,0.143,0.344,$0
522,Jeff Samardzija,SP,SF,32,0.198,50,6,0,1,0.12,0.28,$0
523,Julio Teheran,SP,ATL,35,0.216,55,6,0,4,0.109,0.234,$0
524,Patrick Corbin,SP,WSH,33,0.204,65,6,0,4,0.092,0.24,"$23,000,000"
525,Michael Wacha,SP,STL,29,0.179,36,6,0,3,0.167,0.361,"$7,000,000"
526,Anthony DeSclafani,SP,CIN,31,0.191,55,6,0,1,0.109,0.218,"$12,000,000"
527,Noah Syndergaard,SP,NYM,32,0.198,65,6,2,2,0.092,0.332,"$21,000,000"
528,Aramis Garcia,C,SF,18,0.111,42,6,2,5,0.143,0.527,"$700,000"
529,Taylor Clarke,RP,ARI,23,0.142,24,6,1,2,0.25,0.625,"$975,000"
530,Braden Bishop,CF,SEA,27,0.167,56,6,0,4,0.107,0.26,$0
531,Greg Bird,1B,NYY,10,0.062,35,6,1,1,0.171,0.55,$0
532,Matthew Strahm,SP,SD,48,0.296,21,6,0,1,0.286,0.729,"$3,000,000"
533,Miguel Andujar,3B,NYY,12,0.074,47,6,0,1,0.128,0.271,$0
534,Jake Fraley,OF,SEA,13,0.08,40,6,0,1,0.15,0.371,"$700,000"
535,Trevor Williams,SP,PIT,26,0.161,36,6,0,4,0.167,0.377,"$3,900,000"
536,Luis Castillo,SP,CIN,32,0.198,62,6,0,0,0.097,0.21,"$7,350,000"
537,Pablo Lopez,SP,MIA,22,0.136,35,6,0,3,0.171,0.4,"$2,500,000"
538,Randy Arozarena,OF,STL,19,0.117,20,6,1,2,0.3,0.891,"$716,600"
539,Rajai Davis,CF,NYM,30,0.185,25,5,1,8,0.2,0.631,$0
540,Clayton Kershaw,SP,LAD,29,0.179,49,5,0,1,0.102,0.242,"$17,000,000"
541,Mark Trumbo,DH,BAL,13,0.08,29,5,0,3,0.172,0.502,$0
542,Yu Darvish,SP,CHC,31,0.191,56,5,0,3,0.089,0.208,"$19,000,000"
543,Jose Quintana,SP,CHC,32,0.198,54,5,0,3,0.093,0.204,"$2,000,000"
544,Dallas Keuchel,SP,ATL,19,0.117,38,5,0,2,0.132,0.312,"$18,000,000"
545,Ryan LaMarre,LF,MIN,14,0.086,23,5,2,3,0.217,0.786,$0
546,Tanner Roark,SP,OAK,31,0.191,33,5,1,2,0.152,0.424,$0
547,Walker Buehler,SP,LAD,30,0.185,59,5,1,2,0.085,0.278,"$6,250,000"
548,Jeff Hoffman,SP,COL,18,0.111,21,5,0,1,0.238,0.476,"$925,000"
549,Anthony Alford,OF,TOR,16,0.099,28,5,1,1,0.179,0.519,"$700,000"
550,Franchy Cordero,OF,SD,9,0.056,15,5,0,1,0.333,0.85,$0
551,Sandy Alcantara,SP,MIA,33,0.204,58,5,0,4,0.086,0.22,"$5,000,000"
552,Michael Hermosillo,CF,LAA,18,0.111,36,5,0,3,0.139,0.527,"$700,000"
553,Dereck Rodriguez,SP,SF,29,0.179,29,5,0,0,0.172,0.345,"$658,525"
554,Chris Paddack,SP,SD,26,0.161,42,5,0,2,0.119,0.238,"$2,250,000"
555,Erick Mejia,2B,KC,9,0.056,22,5,0,4,0.227,0.606,$0
556,Brett Anderson,SP,OAK,32,0.198,8,4,0,0,0.5,1,$0
557,Chris Archer,SP,PIT,24,0.148,35,4,0,2,0.114,0.298,"$2,750,000"
558,Jordan Lyles,SP,MIL,28,0.173,45,4,0,4,0.089,0.217,"$6,000,000"
559,Chase Anderson,RP,MIL,34,0.21,40,4,0,1,0.1,0.268,$0
560,Robbie Ray,SP,ARI,34,0.21,55,4,0,3,0.073,0.145,"$21,000,000"
561,Kaleb Cowart,3B,LAA,9,0.056,25,4,0,1,0.16,0.472,$0
562,Rene Rivera,C,NYM,9,0.056,17,4,1,3,0.235,0.762,$0
563,Jose Pirela,2B,PHI,14,0.086,22,4,1,2,0.182,0.614,$0
564,Michael Soroka,SP,ATL,29,0.179,52,4,0,3,0.077,0.22,"$2,800,000"
565,Tyler Beede,SP,SF,25,0.154,38,4,0,1,0.105,0.276,"$700,000"
566,Travis Jankowski,RF,SD,25,0.154,22,4,0,0,0.182,0.432,"$1,250,000"
567,Eric Lauer,SP,SD,30,0.185,40,4,0,0,0.1,0.272,"$2,425,000"
568,Dakota Hudson,SP,STL,33,0.204,51,4,0,2,0.078,0.175,"$1,050,000"
569,Anthony Gonsolin,P,LAD,11,0.068,13,4,0,1,0.308,0.615,"$700,000"
570,Tyrone Taylor,CF,MIL,15,0.093,10,4,0,1,0.4,1.1,"$700,000"
571,Rich Hill,SP,LAD,13,0.08,18,3,0,1,0.167,0.433,"$5,000,000"
572,Jason Vargas,SP,PHI,30,0.185,40,3,0,0,0.075,0.15,$0
573,Jhoulys Chacin,SP,BOS,25,0.154,24,3,1,1,0.125,0.41,"$1,250,000"
574,Trevor Bauer,SP,CIN,34,0.21,19,3,0,0,0.158,0.396,"$32,000,000"
575,Tyler Chatwood,RP,CHC,41,0.253,18,3,0,1,0.167,0.488,$0
576,Jon Gray,SP,COL,27,0.167,47,3,0,1,0.064,0.184,"$15,000,000"
577,Ronald Torreyes,2B,MIN,7,0.043,16,3,0,1,0.188,0.423,$0
578,Christian Colon,2B,CIN,8,0.049,6,3,0,1,0.5,1.125,$0
579,Ross Stripling,SP,LAD,32,0.198,20,3,0,1,0.15,0.377,"$3,790,000"
580,Luis Torrens,C,SD,7,0.043,14,3,0,0,0.214,0.598,"$1,200,000"
581,Julio Urias,RP,LAD,37,0.228,12,3,0,2,0.25,0.558,"$8,000,000"
582,Joey Lucchesi,SP,SD,30,0.185,48,3,0,1,0.063,0.144,"$1,150,000"
583,Trevor Richards,SP,TB,31,0.191,30,3,0,0,0.1,0.256,"$1,000,000"
584,Donnie Walton,SS,SEA,7,0.043,16,3,0,2,0.188,0.503,$0
585,Dinelson Lamet,SP,SD,14,0.086,21,3,0,0,0.143,0.286,"$4,775,000"
586,Nick Margevicius,P,SD,17,0.105,15,3,0,0,0.2,0.4,$0
587,Tyler Mahle,SP,CIN,27,0.167,34,3,0,0,0.088,0.232,"$5,200,000"
588,Ian Miller,CF,MIN,12,0.074,17,3,0,1,0.177,0.412,$0
589,Kean Wong,2B,LAA,7,0.043,18,3,0,0,0.167,0.333,$0
590,Dustin Pedroia,2B,BOS,6,0.037,20,2,0,1,0.1,0.243,$0
591,Homer Bailey,SP,OAK,33,0.204,5,2,0,1,0.4,0.8,$0
592,Alex Wood,SP,CIN,7,0.043,9,2,0,0,0.222,0.444,"$12,500,000"
593,Mike Foltynewicz,SP,ATL,21,0.13,35,2,0,1,0.057,0.114,$0
594,Juan Centeno,C,BOS,7,0.043,15,2,0,2,0.133,0.411,$0
595,Jameson Taillon,SP,PIT,7,0.043,8,2,0,0,0.25,0.5,"$5,800,000"
596,Joe Ross,SP,WSH,28,0.173,19,2,0,0,0.105,0.255,"$2,400,000"
597,Kyle Freeland,SP,COL,22,0.136,23,2,0,0,0.087,0.279,"$7,000,000"
598,Erick Fedde,RP,WSH,21,0.13,15,2,0,0,0.133,0.267,"$2,150,000"
599,Luke Weaver,SP,ARI,13,0.08,19,2,1,4,0.105,0.363,"$2,875,000"
600,Trent Thornton,SP,TOR,32,0.198,3,2,0,0,0.667,1.333,"$900,000"
601,Steve Baron,C,PIT,7,0.043,10,2,0,1,0.2,0.5,$0
602,Tim Melville,SP,COL,7,0.043,8,2,0,2,0.25,0.5,$0
603,Cal Quantrill,SP,SD,23,0.142,25,2,0,1,0.08,0.195,"$2,510,000"
604,Corbin Burnes,RP,MIL,32,0.198,7,2,0,0,0.286,0.571,"$6,500,000"
605,Bryse Wilson,SP,ATL,6,0.037,9,2,0,0,0.222,0.444,"$700,000"
606,Zac Gallen,SP,ARI,15,0.093,19,2,0,1,0.105,0.211,"$700,000"
607,Jake Noll,2B,WSH,8,0.049,12,2,0,2,0.167,0.481,$0
608,Shaun Anderson,RP,SF,28,0.173,25,2,0,0,0.08,0.235,$0
609,Edmundo Sosa,SS,STL,8,0.049,8,2,0,0,0.25,0.65,"$700,000"
610,Nick Pivetta,RP,PHI,30,0.185,25,2,0,0,0.08,0.195,"$2,650,000"
611,Brendan McKay,SP,TB,18,0.111,10,2,1,1,0.2,0.773,"$700,000"
612,Dario Agrazal,SP,PIT,15,0.093,22,2,0,2,0.091,0.178,$0
613,Jacob Nottingham,C,MIL,9,0.056,6,2,1,4,0.333,1.262,$0
614,Freddy Peralta,RP,MIL,40,0.247,15,2,0,1,0.133,0.267,"$2,250,000"
615,Gregory Soto,RP/CL,DET,34,0.211,2,2,0,0,1,2,"$700,000"
616,Alex McRae,P,PIT,11,0.068,6,2,0,0,0.333,0.667,$0
617,Abiatal Avelino,SS,SF,4,0.025,7,2,0,1,0.286,0.661,$0
618,Zach Green,1B,SF,8,0.049,14,2,0,1,0.143,0.464,$0
619,Francisco Liriano,RP,PIT,69,0.426,1,1,0,0,1,2,$0
620,Trevor Cahill,RP,LAA,39,0.241,3,1,0,0,0.333,0.667,$0
621,Jesse Chavez,RP,TEX,48,0.296,2,1,0,0,0.5,1,"$750,000"
622,Luis Perdomo,RP,SD,47,0.29,7,1,0,1,0.143,0.286,$0
623,Derek Holland,RP,CHC,53,0.327,14,1,0,0,0.071,0.205,$0
624,Mike Leake,SP,ARI,32,0.198,21,1,0,1,0.048,0.139,$0
625,Gio Gonzalez,SP,MIL,19,0.117,25,1,0,0,0.04,0.117,$0
626,Jeremy Hellickson,RP,WSH,9,0.056,9,1,0,0,0.111,0.384,$0
627,David Price,SP,BOS,22,0.136,2,1,0,1,0.5,1,"$16,000,000"
628,Danny Duffy,SP,KC,23,0.142,4,1,0,0,0.25,0.5,"$3,000,000"
629,Wilmer Font,RP,TOR,48,0.296,3,1,0,0,0.333,0.667,$0
630,Brad Brach,RP,NYM,59,0.364,4,1,0,1,0.25,0.5,$0
631,Will Smith,RP,SF,63,0.389,1,1,0,2,1,2,"$13,000,000"
632,Oliver Drake,RP,TB,50,0.309,1,1,0,1,1,2,$0
633,Mike Montgomery,SP,KC,34,0.21,6,1,0,0,0.167,0.333,$0
634,Kevin Gausman,RP,CIN,31,0.191,27,1,0,0,0.037,0.074,"$21,000,000"
635,Marcus Stroman,SP,NYM,32,0.198,23,1,0,0,0.044,0.087,"$25,000,000"
636,Tyler Anderson,SP,COL,5,0.031,7,1,0,0,0.143,0.286,"$8,000,000"
637,Daniel Norris,SP,DET,33,0.205,6,1,0,0,0.167,0.333,"$1,750,000"
638,Chi Chi Gonzalez,SP,COL,14,0.086,24,1,0,2,0.042,0.083,$0
639,Chris Shaw,1B,SF,16,0.099,18,1,0,0,0.056,0.206,$0
640,Alex Young,SP,ARI,17,0.105,25,1,0,0,0.04,0.08,$0
641,Skye Bolt,CF,OAK,5,0.031,10,1,0,0,0.1,0.382,"$700,000"
642,Ryan Helsley,P,STL,24,0.148,3,1,0,0,0.333,0.667,"$700,000"
643,Matt Boyd,SP,DET,33,0.205,2,1,0,0,0.5,1,"$5,200,000"
644,Marco Gonzales,SP,SEA,35,0.216,5,1,0,0,0.2,0.6,"$5,500,000"
645,Adrian Houser,SP,MIL,35,0.216,22,1,0,0,0.046,0.216,"$2,000,000"
646,Antonio Senzatela,SP,COL,25,0.154,40,1,0,3,0.025,0.074,"$7,250,000"
647,Alec Mills,RP,CHC,9,0.056,12,1,0,0,0.083,0.167,"$700,000"
648,Seth Lugo,RP,NYM,61,0.377,1,1,0,1,1,2,"$2,925,000"
649,Ruben Alaniz,RP,CIN,12,0.074,1,1,0,1,1,2,$0
650,Johnny Davis,CF,TB,8,0.049,4,1,0,0,0.25,1,$0
651,Junior Guerra,RP,MIL,72,0.444,3,1,0,0,0.333,0.667,$0
652,Dustin May,RP,LAD,14,0.086,11,1,0,0,0.091,0.182,"$700,000"
653,Jon Duplantier,P,ARI,15,0.093,8,1,0,0,0.125,0.25,$0
654,Cole Irvin,P,PHI,16,0.099,6,1,0,0,0.167,0.542,"$700,000"
655,Lucas Giolito,SP,CHW,29,0.18,4,1,0,2,0.25,0.5,"$7,450,000"
656,Brock Stewart,RP,TOR,13,0.08,3,1,0,0,0.333,1,$0
657,David Freitas,C,MIL,17,0.105,15,1,0,1,0.067,0.317,$0
658,Austin Voth,SP,WSH,9,0.056,9,1,0,1,0.111,0.222,"$875,000"
659,Raudy Read,C,WSH,6,0.037,11,1,0,0,0.091,0.182,$0
660,Lucas Sims,RP/CL,CIN,24,0.148,8,1,0,0,0.125,0.25,"$1,250,000"
661,Chris Flexen,SP,NYM,9,0.056,2,1,0,0,0.5,1,"$2,750,000"
662,Kyle McGowin,SP,WSH,7,0.043,3,1,0,0,0.333,0.667,$0
663,Mike Gerber,OF,SF,12,0.074,24,1,0,0,0.042,0.199,$0
664,Walker Lockett,RP,NYM,9,0.056,6,1,0,0,0.167,0.452,$0
665,John Brebbia,RP,STL,66,0.407,1,1,0,0,1,2,"$837,500"
666,Ranger Suarez,RP,PHI,37,0.228,4,1,0,0,0.25,0.5,"$700,000"
667,Jesus Tinoco,RP,COL,24,0.148,5,1,0,0,0.2,0.4,$0
668,Brad Keller,SP,KC,28,0.173,8,1,0,1,0.125,0.347,"$4,825,000"
669,Elieser Hernandez,SP,MIA,21,0.13,19,1,0,0,0.053,0.153,"$1,325,000"
670,Drew Gagnon,RP,NYM,18,0.111,3,1,0,0,0.333,0.667,$0
671,Caleb Ferguson,RP,LAD,46,0.284,2,1,0,0,0.5,1.5,$0
672,John Means,RP,BAL,31,0.191,1,1,0,0,1,2,"$3,250,000"
673,Jordan Yamamoto,P,MIA,16,0.099,21,1,0,1,0.048,0.139,$0
674,Logan Webb,SP,SF,9,0.056,9,1,0,0,0.111,0.311,"$730,000"
675,Merrill Kelly,RP,ARI,32,0.198,52,1,0,2,0.019,0.075,"$6,250,000"
676,Deivy Grullon,C,PHI,4,0.025,9,1,0,1,0.111,0.333,$0
677,Montana DuRapau,P,PIT,14,0.086,4,1,0,0,0.25,0.5,$0
678,Yusmeiro Petit,RP,OAK,80,0.494,1,0,0,0,0,0,$0
679,Justin Verlander,SP,HOU,34,0.21,2,0,0,0,0,0,"$25,000,000"
680,C.C. Sabathia,SP,NYY,24,0.148,3,0,0,0,0,0,$0
681,Felix Hernandez,SP,SEA,15,0.093,3,0,0,0,0,0,$0
682,Edwin Jackson,SP,DET,18,0.112,3,0,0,0,0,0,$0
683,Jed Lowrie,2B,NYM,9,0.056,7,0,0,0,0,0.125,"$850,000"
684,Johnny Cueto,SP,SF,4,0.025,4,0,0,0,0,0,$0
685,Rick Porcello,SP,BOS,32,0.198,6,0,0,0,0,0,$0
686,Carlos Martinez,RP,STL,48,0.296,1,0,0,0,0,0,$0
687,J.A. Happ,SP,NYY,32,0.198,3,0,0,0,0,0,$0
688,Ross Detwiler,RP,CHW,18,0.112,2,0,0,0,0,0,$0
689,Jordan Zimmermann,SP,DET,23,0.143,2,0,0,0,0,0,$0
690,Mike Minor,SP,TEX,33,0.204,9,0,0,0,0,0,"$10,000,000"
691,Andrew Cashner,RP,BOS,42,0.259,3,0,0,0,0,0,$0
692,Josh Tomlin,RP,ATL,51,0.315,6,0,0,0,0,0,$0
693,Juan Nicasio,RP,PHI,47,0.29,2,0,0,0,0,0,$0
694,Steve Cishek,RP,CHC,70,0.432,2,0,0,0,0,0,"$1,750,000"
695,Ivan Nova,SP,CHW,34,0.211,5,0,0,0,0,0,$0
696,Charlie Morton,SP,TB,33,0.204,2,0,0,0,0,0,"$20,000,000"
697,Craig Stammen,RP,SD,76,0.469,1,0,0,0,0,0,"$4,000,000"
698,Kenley Jansen,RP/CL,LAD,62,0.383,1,0,0,0,0,0,"$16,000,000"
699,Michael Pineda,SP,MIN,26,0.161,4,0,0,0,0,0,$0
700,Corey Kluber,SP,TEX,7,0.043,1,0,0,0,0,0,"$8,000,000"
701,Garrett Richards,SP,SD,3,0.019,2,0,0,0,0,0,"$4,500,000"
702,Sean Doolittle,RP,WSH,63,0.389,3,0,0,0,0,0,"$1,500,000"
703,Tom Milone,SP,SEA,23,0.142,2,0,0,0,0,0,$0
704,Martin Perez,SP,MIN,32,0.198,3,0,0,0,0,0,"$4,000,000"
705,Wei-Yin Chen,RP,MIA,45,0.278,5,0,0,0,0,0,$0
706,Jared Hughes,RP,PHI,72,0.444,2,0,0,0,0,0,$0
707,Drew Pomeranz,RP,MIL,46,0.284,19,0,0,0,0,0,"$10,000,000"
708,Lance Lynn,SP,TEX,33,0.204,2,0,0,0,0,0,"$18,500,000"
709,Nathan Eovaldi,SP,BOS,23,0.142,2,0,0,0,0,0,"$17,000,000"
710,Javy Guerra,RP,WSH,51,0.315,3,0,0,0,0,0,$0
711,Wade Miley,SP,HOU,33,0.204,4,0,0,0,0,0.2,"$10,000,000"
712,Drew Smyly,SP,PHI,25,0.154,19,0,0,0,0,0.05,"$4,250,000"
713,Blake Parker,RP,PHI,60,0.37,1,0,0,0,0,0,$0
714,Joe Kelly,RP,LAD,55,0.34,2,0,0,0,0,0,"$7,000,000"
715,Dylan Bundy,SP,BAL,30,0.185,2,0,0,0,0,0,"$4,000,000"
716,Nick Vincent,RP,PHI,32,0.198,3,0,0,0,0,0,$0
717,Jake Odorizzi,SP,MIN,30,0.185,2,0,0,0,0,0,"$7,000,000"
718,Kyle Gibson,SP,MIN,34,0.21,1,0,0,0,0,0.5,"$7,000,000"
719,T.J. McFarland,RP,ARI,51,0.315,3,0,0,0,0,0,"$2,500,000"
720,Robbie Erlin,RP,SD,37,0.228,4,0,0,0,0,0,$0
721,Gerrit Cole,SP,HOU,34,0.21,7,0,0,0,0,0,"$36,000,000"
722,Masahiro Tanaka,SP,NYY,32,0.198,1,0,0,0,0,0,$0
723,Eduardo Rodriguez,SP,BOS,34,0.21,7,0,0,0,0,0,"$14,000,000"
724,Archie Bradley,CL,ARI,66,0.407,1,0,0,0,0,0,"$3,750,000"
725,Matt Barnes,RP,BOS,70,0.432,1,0,0,0,0,0,"$9,000,000"
726,Chris Bassitt,SP,OAK,28,0.173,4,0,0,0,0,0,"$8,800,000"
727,Robert Stephenson,RP,CIN,57,0.352,1,0,0,0,0,0,"$1,280,000"
728,Austin Adams,RP,SEA,30,0.185,1,0,0,0,0,0,"$925,000"
729,Chad Bettis,SP,COL,39,0.241,5,0,0,0,0,0.286,$0
730,Scott Oberg,RP,COL,49,0.303,1,0,0,0,0,0,"$7,000,000"
731,Asher Wojciechowski,SP,BAL,17,0.105,1,0,0,0,0,0,$0
732,Aaron Brooks,SP,BAL,29,0.179,3,0,0,0,0,0,"$1,400,000"
733,James Paxton,SP,NYY,29,0.179,5,0,0,1,0,0,"$6,000,000"
734,Roenis Elias,RP,WSH,48,0.296,1,0,0,0,0,0,$0
735,Marcus Walden,RP,BOS,70,0.432,1,0,0,0,0,0,$0
736,Raisel Iglesias,RP/CL,CIN,68,0.42,2,0,0,0,0,0,"$10,000,000"
737,Jimmy Nelson,RP,MIL,10,0.062,3,0,0,0,0,0,"$700,000"
738,Aaron Sanchez,SP,HOU,30,0.185,2,0,0,0,0,0,$0
739,Casey Sadler,RP,LAD,33,0.204,3,0,0,0,0,0,"$1,025,000"
740,Tyler Lyons,RP,NYY,14,0.086,1,0,0,0,0,0,$0
741,Matt Andriese,RP,ARI,54,0.333,6,0,0,0,0,0,$0
742,Felipe Vazquez,RP,PIT,56,0.346,2,0,0,0,0,0,"$1,000,000"
743,Burch Smith,RP,SF,17,0.105,1,0,0,0,0,0,$0
744,Kyle Ryan,RP,CHC,73,0.451,2,0,0,0,0,0.333,$0
745,Yimi Garcia,RP,LAD,64,0.395,2,0,0,0,0,0,"$5,000,000"
746,Jose Urena,RP,MIA,25,0.154,19,0,0,0,0,0.05,"$1,250,000"
747,Frankie Montas,SP,OAK,16,0.099,1,0,0,0,0,0.5,"$5,025,000"
748,Adam Conley,RP,MIA,60,0.37,1,0,0,0,0,0,$0
749,Domingo German,SP,NYY,27,0.167,8,0,0,0,0,0,"$1,750,000"
750,Hector Neris,RP,PHI,68,0.42,1,0,0,0,0,0,"$8,000,000"
751,Jandel Gustave,RP,SF,23,0.142,1,0,0,0,0,0,"$700,000"
752,Trevor Gott,RP,SF,50,0.309,1,0,0,0,0,0,"$700,000"
753,Matt Wisler,RP,SEA,44,0.272,1,0,0,0,0,0,"$2,160,000"
754,Carson Fulmer,RP,CHW,20,0.124,1,0,0,0,0,0,$0
755,Kolby Allard,SP,TEX,9,0.056,2,0,0,0,0,0,"$720,000"
756,Andrew Suarez,RP,SF,21,0.13,3,0,0,0,0,0,$0
757,Sean Newcomb,RP,ATL,55,0.34,8,0,0,0,0,0,"$900,000"
758,Touki Toussaint,RP,ATL,24,0.148,9,0,0,0,0,0,$0
759,Justus Sheffield,SP,SEA,8,0.049,2,0,0,0,0,0,"$700,000"
760,Spencer Turnbull,SP,DET,30,0.186,8,0,0,0,0,0,"$1,500,000"
761,Mitch Keller,SP,PIT,11,0.068,10,0,0,0,0,0,"$700,000"
762,Brian Johnson,RP,BOS,22,0.136,1,0,0,0,0,0,$0
763,Jay Jackson,RP,MIL,28,0.173,2,0,0,0,0,0,"$700,000"
764,Jorge Lopez,SP,KC,39,0.241,1,0,0,0,0,0,"$1,500,000"
765,Luis Cessa,RP,NYY,43,0.265,1,0,0,0,0,0,"$1,800,000"
766,John Gant,RP,STL,64,0.395,3,0,0,0,0,0,$0
767,Sal Romano,RP,CIN,12,0.074,2,0,0,0,0,0,$0
768,Chris Stratton,SP,PIT,35,0.216,4,0,0,0,0,0,"$2,700,000"
769,Tyler Glasnow,SP,TB,12,0.074,2,0,0,0,0,0,"$5,100,000"
770,Jarlin Garcia,RP,MIA,53,0.327,1,0,0,0,0,0,"$1,725,000"
771,Randy Rosario,RP,KC,19,0.117,1,0,0,0,0,0,$0
772,Matthew Bowman,RP,CIN,27,0.167,1,0,0,0,0,0,$0
773,Jose Berrios,SP,MIN,32,0.198,4,0,0,0,0,0.2,"$15,000,000"
774,Chad Green,RP,NYY,54,0.333,1,0,0,0,0,0,"$4,000,000"
775,Daniel Mengden,RP,OAK,13,0.08,2,0,0,0,0,0,$0
776,Jeremy Walker,P,ATL,6,0.037,1,0,0,0,0,0,$0
777,Tres Barrera,C,WSH,2,0.012,2,0,0,0,0,0,$0
778,Adrian Sampson,RP,TEX,35,0.216,2,0,0,0,0,0,$0
779,T.J. Zeuch,SP,TOR,5,0.031,1,0,0,0,0,0,$0
780,Justin Dunn,P,SEA,4,0.025,1,0,0,0,0,0,"$700,000"
781,Tanner Rainey,P,WSH,52,0.321,1,0,0,0,0,0,"$860,000"
782,Dylan Floro,RP/CL,LAD,50,0.309,2,0,0,0,0,0,"$3,000,000"
783,Adrian Morejon,P,SD,5,0.031,1,0,0,0,0,0,"$700,000"
784,Donnie Hart,RP,NYM,5,0.031,2,0,0,0,0,0,$0
785,Joel Kuhnel,P,CIN,12,0.074,1,0,0,0,0,0,$0
786,Reynaldo Lopez,SP,CHW,33,0.205,4,0,0,0,0,0,"$2,625,000"
787,Mike Mayers,RP,STL,16,0.099,1,0,0,0,0,0,"$2,150,000"
788,Ronald Bolanos,SP,SD,5,0.031,5,0,0,1,0,0,$0
789,Felix Pena,SP,LAA,23,0.142,2,0,0,0,0,0,$0
790,Brent Suter,RP,MIL,9,0.056,2,0,0,0,0,0,"$2,700,000"
791,Jimmie Sherfy,RP,ARI,17,0.105,2,0,0,0,0,0,$0
792,Duane Underwood,RP,CHC,12,0.074,1,0,0,0,0,0,"$700,000"
793,Keury Mella,RP,CIN,3,0.019,1,0,0,0,0,0,$0
794,Yefry Ramirez,RP,PIT,14,0.086,2,0,0,0,0,0,$0
795,Giovanny Gallegos,RP/CL,STL,67,0.414,2,0,0,0,0,0,"$2,410,000"
796,Austin Pruitt,SP,TB,14,0.086,1,0,0,0,0,0,$0
797,Jake Junis,SP,KC,31,0.191,2,0,0,0,0,0,$0
798,Clay Holmes,RP,PIT,35,0.216,5,0,0,0,0,0,"$1,100,000"
799,Taylor Williams,RP,MIL,12,0.074,1,0,0,0,0,0,$0
800,Josh Hader,RP/CL,MIL,61,0.377,2,0,0,0,0,0,"$11,000,000"
801,Yency Almonte,RP,COL,28,0.173,5,0,0,0,0,0,$0
802,Dylan Covey,SP,CHW,19,0.118,2,0,0,0,0,0,$0
803,Glenn Sparkman,SP,KC,31,0.191,2,0,0,0,0,0,$0
804,Paul Sewald,RP/CL,NYM,17,0.105,1,0,0,0,0,0,"$1,735,000"
805,Emilio Pagan,RP,TB,66,0.407,1,0,0,0,0,0,"$2,300,000"
806,Hector Velazquez,RP,BOS,34,0.21,1,0,0,0,0,0,$0
807,Kyle Wright,SP,ATL,7,0.043,6,0,0,0,0,0,"$700,000"
808,Griffin Canning,SP,LAA,19,0.117,2,0,0,0,0,0,"$700,000"
809,Jalen Beeks,RP,TB,34,0.21,3,0,0,0,0,0,"$750,000"
810,Seranthony Dominguez,RP,PHI,27,0.167,1,0,0,0,0,0,"$725,000"
811,David Hess,RP,BAL,23,0.142,3,0,0,0,0,0,$0
