Rank,Player,Pos,Team,GP,GP%,AB,H,HR,RBI,AVG,OPS,Cash2022
293,Cody Bellinger,CF,LAD,95,0.586,315,52,10,36,0.165,0.542,"$17,000,000"
294,Jonah Heim,C,TEX,82,0.506,265,52,10,32,0.196,0.598,"$714,000"
295,Brett Phillips,RF,TB,119,0.735,253,51,13,44,0.202,0.712,"$1,400,000"
296,Luke Voit,1B,NYY,68,0.42,213,51,11,35,0.239,0.764,"$5,450,000"
297,J.D. Davis,3B,NYM,73,0.451,179,51,5,23,0.285,0.82,"$2,760,000"
298,Billy McKinney,OF,LAD,116,0.716,265,51,9,27,0.193,0.638,"$1,000,000"
299,Connor Joe,1B,COL,63,0.391,179,51,8,35,0.285,0.848,"$700,000"
300,Reese McGuire,C,TOR,78,0.482,198,50,1,10,0.253,0.654,"$722,400"
301,Yoshitomo Tsutsugo,OF,PIT,81,0.5,230,50,8,32,0.217,0.689,"$4,000,000"
302,Kurt Suzuki,C,LAA,72,0.444,219,49,6,16,0.224,0.636,"$1,750,000"
303,Brock Holt,2B,TEX,77,0.475,235,49,2,23,0.209,0.579,$0
304,Willians Astudillo,C,MIN,73,0.451,208,49,7,21,0.236,0.634,$0
305,Jon Berti,2B,MIA,85,0.525,233,49,4,19,0.21,0.624,"$1,200,000"
306,Nick Gordon,SS,MIN,73,0.451,200,48,4,23,0.24,0.647,"$700,000"
307,Jorge Mateo,SS,BAL,89,0.549,194,48,4,14,0.247,0.67,"$700,000"
308,Magneuris Sierra,CF,MIA,123,0.759,209,48,0,5,0.23,0.549,$0
309,Dan Vogelbach,1B,MIL,93,0.574,215,47,9,24,0.219,0.73,"$800,000"
310,Austin Nola,C,SD,56,0.346,173,47,2,29,0.272,0.716,"$700,000"
311,Travis d'Arnaud,C,ATL,60,0.373,209,46,7,26,0.22,0.671,"$8,000,000"
312,Sam Hilliard,OF,COL,82,0.509,214,46,14,34,0.215,0.757,"$700,000"
313,Ehire Adrianza,SS,ATL,109,0.677,182,45,5,28,0.247,0.728,"$1,500,000"
314,Kevin Plawecki,C,BOS,64,0.395,157,45,3,15,0.287,0.737,"$2,250,000"
315,Carter Kieboom,3B,WSH,62,0.383,217,45,6,20,0.207,0.619,"$700,000"
316,Jake Fraley,OF,SEA,78,0.482,214,45,9,36,0.21,0.721,"$700,000"
317,Sergio Alcantara,2B,CHC,89,0.549,220,45,5,17,0.205,0.63,"$700,000"
318,Nico Hoerner,2B,CHC,44,0.272,149,45,0,16,0.302,0.751,"$700,000"
319,Travis Shaw,1B,BOS,84,0.519,220,44,9,39,0.2,0.659,"$1,500,000"
320,Andrew Stevenson,OF,WSH,109,0.673,192,44,5,23,0.229,0.632,$0
321,D.J. Peters,OF,TEX,70,0.432,223,44,13,38,0.197,0.663,$0
322,Christian Arroyo,SS,BOS,57,0.352,164,44,6,25,0.268,0.787,"$1,200,000"
323,Austin Barnes,C,LAD,77,0.475,200,43,6,23,0.215,0.644,"$2,600,000"
324,Dom Nunez,C,COL,81,0.503,228,43,10,33,0.189,0.692,"$700,000"
325,Curt Casali,C,SF,77,0.475,200,42,5,26,0.21,0.663,"$2,600,000"
326,Stephen Vogt,C,ATL,78,0.485,210,41,7,25,0.195,0.616,"$850,000"
327,Zack Collins,C,CHW,78,0.482,195,41,4,26,0.21,0.669,"$700,000"
328,Danny Jansen,C,TOR,70,0.432,184,41,11,28,0.223,0.772,"$1,950,000"
329,Marcell Ozuna,LF,ATL,48,0.298,188,40,7,26,0.213,0.645,"$16,000,000"
330,Gavin Sheets,1B,CHW,54,0.333,160,40,11,34,0.25,0.83,"$700,000"
331,Alejandro Kirk,C,TOR,60,0.37,165,40,8,24,0.242,0.764,"$710,400"
332,Mike Trout,CF,LAA,36,0.222,117,39,8,18,0.333,1.09,"$35,450,000"
333,Kole Calhoun,RF,ARI,51,0.315,166,39,5,17,0.235,0.67,"$5,200,000"
334,Miguel Andujar,3B,NYY,45,0.278,154,39,6,12,0.253,0.667,$0
335,Mike Moustakas,3B,CIN,62,0.383,183,38,6,22,0.208,0.653,"$16,000,000"
336,Jake Marisnick,CF,SD,99,0.611,176,38,5,24,0.216,0.661,"$1,000,000"
337,Stephen Piscotty,RF,OAK,72,0.444,173,38,5,16,0.22,0.635,"$7,250,000"
338,Brent Rooker,OF,MIN,58,0.358,189,38,9,16,0.201,0.688,$0
339,Jake Meyers,OF,HOU,49,0.303,146,38,6,28,0.26,0.761,"$700,000"
340,Sandy Leon,C,MIA,84,0.519,202,37,4,14,0.183,0.505,$0
341,Derek Hill,OF,DET,49,0.303,139,36,3,14,0.259,0.702,"$700,000"
342,Max Schrock,SS,CIN,53,0.327,125,36,3,14,0.288,0.776,"$700,000"
343,Jason Castro,C,HOU,66,0.407,149,35,8,21,0.235,0.799,"$3,250,000"
344,Matt Carpenter,3B,STL,130,0.803,207,35,3,21,0.169,0.581,$0
345,Eli White,OF,TEX,64,0.395,198,35,6,15,0.177,0.567,"$700,000"
346,Kyle Higashioka,C,NYY,67,0.414,193,35,10,29,0.181,0.635,"$935,000"
347,Luis Guillorme,SS,NYM,69,0.426,132,35,1,5,0.265,0.685,"$875,000"
348,Luis Rengifo,SS,LAA,54,0.333,174,35,6,18,0.201,0.556,$0
349,Jose Rojas,3B,LAA,61,0.377,168,35,6,15,0.208,0.676,"$700,000"
350,William Contreras,C,ATL,53,0.329,163,35,8,23,0.215,0.701,$0
351,Manuel Pina,C,MIL,75,0.463,180,34,13,33,0.189,0.732,"$3,500,000"
352,Rob Refsnyder,RF,MIN,51,0.315,139,34,2,12,0.245,0.663,$0
353,Tomas Nido,C,NYM,58,0.358,153,34,3,13,0.222,0.588,"$890,000"
354,Tyler Wade,2B,NYY,103,0.636,127,34,0,5,0.268,0.677,"$825,000"
355,Clint Frazier,OF,NYY,66,0.407,183,34,5,15,0.186,0.633,"$1,500,000"
356,Travis Jankowski,RF,PHI,76,0.469,131,33,1,10,0.252,0.715,"$1,250,000"
357,Aristides Aquino,RF,CIN,84,0.519,174,33,10,23,0.19,0.707,"$700,000"
358,Shogo Akiyama,CF,CIN,88,0.543,162,33,0,12,0.204,0.535,$0
359,Kyle Lewis,CF,SEA,36,0.222,130,32,5,11,0.246,0.726,$0
360,Jordon Adell,OF,LAA,35,0.216,130,32,4,26,0.246,0.703,"$700,000"
361,Ryan McKenna,CF,BAL,90,0.556,169,31,2,14,0.183,0.559,"$700,000"
362,Jake Cave,LF,MIN,76,0.469,164,31,3,13,0.189,0.541,$0
363,Anthony Alford,CF,PIT,49,0.303,133,31,5,11,0.233,0.717,"$700,000"
364,Adam Engel,LF,CHW,39,0.241,123,31,7,18,0.252,0.832,"$2,000,000"
365,Yonny Hernandez,SS,TEX,43,0.265,143,31,0,6,0.217,0.567,$0
366,Jordy Mercer,SS,WSH,46,0.284,118,30,2,9,0.254,0.671,$0
367,Jose Peraza,SS,NYM,64,0.395,142,30,6,20,0.211,0.667,$0
368,Michael Chavis,2B,PIT,43,0.265,121,30,3,11,0.248,0.655,"$700,000"
369,Michael Perez,C,PIT,70,0.432,210,30,7,21,0.143,0.511,$0
370,Adalberto Mondesi,SS,KC,35,0.216,126,29,6,17,0.23,0.723,"$3,000,000"
371,Nick Senzel,3B,CIN,36,0.222,111,29,1,8,0.261,0.673,"$1,250,000"
372,Jarrod Dyson,CF,TOR,102,0.63,135,28,0,10,0.207,0.549,$0
373,Billy Hamilton,CF,CHW,71,0.438,127,28,2,11,0.221,0.62,$0
374,Andrew Knizner,C,STL,63,0.389,161,28,1,9,0.174,0.517,"$700,000"
375,Cameron Gallagher,C,KC,48,0.296,112,28,1,7,0.25,0.628,"$885,000"
376,Leodys Taveras,CF,TEX,49,0.303,174,28,3,9,0.161,0.477,$0
377,Jake Rogers,C,DET,38,0.235,113,27,6,17,0.239,0.802,"$700,000"
378,Cole Tucker,SS,PIT,43,0.265,117,26,2,12,0.222,0.64,"$700,000"
379,Lars Nootbaar,OF,STL,58,0.358,109,26,5,15,0.239,0.739,"$700,000"
380,Tim Locastro,OF,NYY,64,0.395,139,25,2,7,0.18,0.515,$0
381,Cal Raleigh,C,SEA,47,0.29,139,25,2,13,0.18,0.543,"$700,000"
382,Lewin Diaz,1B,MIA,40,0.247,122,25,8,13,0.205,0.693,$0
383,Hoy Jun Park,2B,PIT,45,0.278,128,25,3,14,0.195,0.633,"$700,000"
384,Austin Wynns,C,BAL,45,0.278,130,24,4,14,0.185,0.54,$0
385,Keibert Ruiz,C,WSH,29,0.179,88,24,3,15,0.273,0.742,"$700,000"
386,Gerardo Parra,RF,WSH,53,0.327,97,23,2,10,0.237,0.643,$0
387,Richie Martin,SS,BAL,37,0.228,98,23,1,8,0.235,0.555,$0
388,Matt Vierling,OF,PHI,34,0.21,71,23,2,6,0.324,0.843,"$700,000"
389,Kyle Garlick,RF,MIN,36,0.222,99,23,5,10,0.232,0.745,$0
390,Robinson Chirinos,C,CHC,45,0.278,97,22,5,15,0.227,0.778,"$900,000"
391,Andrew Knapp,C,PHI,62,0.383,145,22,2,11,0.152,0.429,"$700,000"
392,Breyvic Valera,2B,TOR,39,0.241,87,22,1,15,0.253,0.669,$0
393,Riley Adams,C,WSH,47,0.29,99,22,2,10,0.222,0.737,"$700,000"
394,Shed Long,2B,SEA,34,0.21,111,22,4,17,0.198,0.619,$0
395,Zack Short,2B,DET,61,0.377,156,22,6,20,0.141,0.521,$0
396,Khris Davis,DH,OAK,42,0.259,102,21,3,10,0.206,0.635,$0
397,Aaron Hicks,CF,NYY,32,0.198,108,21,4,14,0.194,0.627,"$10,500,000"
398,Daniel Santana,OF,BOS,38,0.235,116,21,5,14,0.181,0.597,$0
399,Jose Rondon,2B,STL,63,0.389,80,21,3,9,0.263,0.735,$0
400,Kyle Isbel,OF,KC,28,0.173,76,21,1,7,0.276,0.772,"$700,000"
401,Daz Cameron,OF,DET,35,0.216,103,20,4,13,0.194,0.637,$0
402,Alex Jackson,C,MIA,52,0.321,131,18,3,12,0.137,0.488,$0
403,Alex Avila,C,WSH,34,0.21,89,17,1,9,0.191,0.694,$0
404,Orlando Arcia,SS,ATL,36,0.224,81,16,2,14,0.198,0.567,"$1,600,000"
405,Sam Haggerty,2B,SEA,35,0.216,86,16,2,5,0.186,0.538,$0
406,Max Fried,SP,ATL,32,0.199,55,15,0,5,0.273,0.649,"$6,500,000"
407,Webster Rivas,C,SD,24,0.148,68,15,2,4,0.221,0.641,$0
408,Andrew Velazquez,3B,NYY,28,0.173,67,15,1,6,0.224,0.594,"$662,288"
409,Isaac Paredes,3B,DET,23,0.142,72,15,1,5,0.208,0.625,$0
410,Patrick Mazeika,C,NYM,37,0.228,79,15,1,6,0.19,0.519,$0
411,Chris Owings,2B,COL,21,0.13,43,14,1,5,0.326,1.048,"$700,000"
412,German Marquez,SP,COL,32,0.199,53,14,1,9,0.264,0.679,"$11,000,000"
413,Evan White,1B,SEA,30,0.185,97,14,2,9,0.144,0.439,"$1,400,000"
414,Jose Siri,CF,HOU,21,0.13,46,14,4,9,0.304,0.956,"$700,000"
415,Alfonso Rivas,1B,CHC,18,0.111,44,14,1,3,0.318,0.797,"$700,000"
416,Austin Romine,C,CHC,28,0.173,60,13,1,5,0.217,0.542,$0
417,Dustin Garneau,C,DET,20,0.124,62,13,6,11,0.21,0.831,"$1,175,000"
418,Donnie Walton,SS,SEA,24,0.148,63,13,2,7,0.206,0.619,$0
419,Jake McCarthy,OF,ARI,24,0.148,59,13,2,4,0.22,0.706,"$700,000"
420,Johneshwy Fargas,OF,CHC,22,0.136,52,13,0,5,0.25,0.649,$0
421,Delino DeShields,CF,CIN,25,0.154,47,12,1,6,0.255,0.801,$0
422,Jacob deGrom,SP,NYM,15,0.093,33,12,0,6,0.364,0.758,"$18,500,000"
423,Julio Urias,SP,LAD,32,0.198,59,12,0,9,0.203,0.454,"$8,000,000"
424,Ildemaro Vargas,2B,ARI,34,0.21,77,12,0,7,0.156,0.438,$0
425,Zack Wheeler,SP,PHI,33,0.204,68,11,0,3,0.162,0.353,"$26,000,000"
426,Wade Miley,SP,CIN,30,0.185,54,10,0,3,0.185,0.469,"$10,000,000"
427,Kevin Gausman,SP,SF,34,0.21,54,10,0,4,0.185,0.396,"$21,000,000"
428,Jahmai Jones,2B,BAL,26,0.161,67,10,0,3,0.149,0.402,$0
429,Jose Devers,SS,MIA,21,0.13,41,10,0,5,0.244,0.621,$0
430,Henry Ramos,OF,ARI,18,0.111,50,10,1,8,0.2,0.555,$0
431,Greg Allen,OF,NYY,15,0.093,37,10,0,2,0.27,0.849,"$700,000"
432,Nick Martini,RF,CHC,25,0.154,37,10,0,4,0.27,0.653,$0
433,Kean Wong,2B,LAA,32,0.198,60,10,0,6,0.167,0.427,$0
434,Jose Barrero,SS,CIN,21,0.13,50,10,0,3,0.2,0.606,"$700,000"
435,Roman Quinn,CF,PHI,28,0.173,52,9,0,2,0.173,0.595,$0
436,Nick Fortes,C,MIA,14,0.086,31,9,4,7,0.29,1.03,$0
437,T.J. Friedl,OF,CIN,14,0.086,31,9,1,2,0.29,0.78,$0
438,Jon Lester,SP,STL,30,0.185,48,8,1,3,0.167,0.471,$0
439,Clayton Kershaw,SP,LAD,24,0.148,36,8,0,3,0.222,0.465,"$17,000,000"
440,Joe Ross,SP,WSH,22,0.136,32,8,0,3,0.25,0.544,"$2,400,000"
441,Corbin Burnes,SP,MIL,28,0.173,52,8,0,4,0.154,0.354,"$6,500,000"
442,Luis Castillo,SP,CIN,33,0.204,49,8,0,2,0.163,0.384,"$7,350,000"
443,Geraldo Perdomo,SS,ARI,11,0.068,31,8,0,1,0.258,0.798,$0
444,Adam Wainwright,SP,STL,34,0.21,57,7,0,4,0.123,0.325,"$17,500,000"
445,Charlie Morton,SP,ATL,34,0.211,55,7,0,1,0.127,0.273,"$20,000,000"
446,Patrick Corbin,SP,WSH,31,0.191,53,7,0,0,0.132,0.311,"$23,000,000"
447,Trayce Thompson,CF,CHC,15,0.093,28,7,4,9,0.25,1.114,$0
448,Walker Buehler,SP,LAD,34,0.21,69,7,0,3,0.101,0.293,"$6,250,000"
449,Aaron Nola,SP,PHI,33,0.204,49,7,0,4,0.143,0.416,"$15,000,000"
450,Joe Musgrove,SP,SD,40,0.247,51,7,0,1,0.137,0.327,"$8,625,000"
451,Colton Welker,3B,COL,19,0.118,37,7,0,2,0.189,0.466,$0
452,Michael Hermosillo,CF,CHC,16,0.099,36,7,3,7,0.194,0.737,"$700,000"
453,Huascar Ynoa,RP,ATL,18,0.112,32,7,2,6,0.219,0.656,"$700,000"
454,Sebastian Rivero,C,KC,17,0.105,40,7,0,3,0.175,0.475,$0
455,Kyle Hendricks,SP,CHC,32,0.198,52,6,0,1,0.115,0.283,"$14,000,000"
456,Sonny Gray,SP,CIN,26,0.161,41,6,0,0,0.146,0.313,"$10,500,000"
457,Kyle Freeland,SP,COL,25,0.155,33,6,0,4,0.182,0.434,"$7,000,000"
458,Zach Davies,SP,CHC,33,0.204,34,6,0,2,0.177,0.353,"$1,500,000"
459,Zac Gallen,SP,ARI,23,0.142,32,6,0,3,0.188,0.462,"$700,000"
460,Brandon Woodruff,SP,MIL,30,0.185,52,6,0,2,0.115,0.279,"$6,800,000"
461,Logan Webb,SP,SF,28,0.173,46,6,1,7,0.13,0.449,"$730,000"
462,Dexter Fowler,RF,LAA,7,0.043,20,5,0,1,0.25,0.536,$0
463,Yu Darvish,SP,SD,30,0.185,53,5,0,1,0.094,0.243,"$19,000,000"
464,Jon Gray,SP,COL,31,0.193,47,5,0,3,0.106,0.213,"$15,000,000"
465,Taijuan Walker,SP,NYM,31,0.191,47,5,0,1,0.106,0.249,"$7,000,000"
466,Marcus Stroman,SP,NYM,33,0.204,51,5,0,1,0.098,0.301,"$25,000,000"
467,Skye Bolt,CF,OAK,34,0.21,57,5,1,4,0.088,0.261,"$700,000"
468,Trevor Williams,SP,NYM,23,0.142,25,5,0,1,0.2,0.431,"$3,900,000"
469,Paolo Espino,RP,WSH,35,0.216,30,5,0,0,0.167,0.333,"$700,000"
470,Madison Bumgarner,SP,ARI,28,0.173,39,4,0,3,0.103,0.408,"$23,000,000"
471,David Price,SP,LAD,39,0.241,15,4,0,2,0.267,0.583,"$16,000,000"
472,Kyle Gibson,SP,PHI,31,0.191,29,4,1,2,0.138,0.379,"$7,000,000"
473,Tyler Anderson,SP,SEA,31,0.191,39,4,1,1,0.103,0.304,"$8,000,000"
474,Blake Snell,SP,SD,27,0.167,34,4,0,0,0.118,0.235,"$12,500,000"
475,Eric Lauer,SP,MIL,26,0.161,26,4,1,4,0.154,0.527,"$2,425,000"
476,Payton Henry,C,MIA,5,0.031,15,4,0,0,0.267,0.646,"$700,000"
477,Tyler Nevin,1B,BAL,6,0.037,14,4,1,3,0.286,1.087,$0
478,Greg Deichmann,OF,CHC,14,0.086,30,4,0,1,0.133,0.295,$0
479,Freddy Peralta,SP,MIL,29,0.179,43,4,0,0,0.093,0.207,"$2,250,000"
480,Seth Beer,OF,ARI,5,0.031,9,4,1,3,0.444,1.389,"$700,000"
481,Edwin Rios,3B,LAD,25,0.154,51,4,1,1,0.078,0.354,"$700,000"
482,Vimael Machin,2B,OAK,15,0.093,32,4,0,1,0.125,0.325,$0
483,Rich Hill,SP,NYM,32,0.198,24,3,0,0,0.125,0.25,"$5,000,000"
484,Drew Smyly,SP,ATL,32,0.199,41,3,0,0,0.073,0.146,"$4,250,000"
485,Rob Brantly,C,NYY,6,0.037,20,3,0,0,0.15,0.39,$0
486,Deven Marrero,SS,MIA,10,0.062,16,3,1,1,0.188,0.691,$0
487,Mitch Keller,SP,PIT,24,0.148,28,3,0,0,0.107,0.274,"$700,000"
488,Adrian Houser,SP,MIL,28,0.173,42,3,2,2,0.071,0.328,"$2,000,000"
489,Anthony Gonsolin,RP,LAD,17,0.105,17,3,0,0,0.177,0.458,"$700,000"
490,Vladimir Gutierrez,SP,CIN,22,0.136,33,3,0,1,0.091,0.234,"$700,000"
491,Trevor Rogers,SP,MIA,26,0.161,43,3,0,0,0.07,0.161,"$700,000"
492,Brian Miller,OF,MIA,5,0.031,11,3,0,0,0.273,0.545,$0
493,Tyler Mahle,SP,CIN,33,0.204,55,3,0,1,0.055,0.173,"$5,200,000"
494,Ranger Suarez,SP,PHI,39,0.241,16,3,0,1,0.188,0.59,"$700,000"
495,Austin Gomber,SP,COL,24,0.149,32,3,0,1,0.094,0.215,"$710,000"
496,JT Brubaker,SP,PIT,25,0.154,38,3,0,3,0.079,0.246,"$700,000"
497,Dylan Cease,SP,CHW,32,0.198,8,3,0,0,0.375,0.875,"$750,000"
498,Merrill Kelly,SP,ARI,27,0.167,47,3,0,1,0.064,0.222,"$6,250,000"
499,Oneil Cruz,SS,PIT,2,0.012,9,3,1,3,0.333,1,$0
500,Kwang-hyun Kim,SP,STL,27,0.167,26,3,0,2,0.115,0.302,$0
501,Humberto Castellanos,RP,ARI,14,0.086,6,3,1,5,0.5,1.429,"$700,000"
502,Johnny Cueto,SP,SF,22,0.136,29,2,0,0,0.069,0.225,$0
503,Carlos Martinez,SP,STL,16,0.099,24,2,0,0,0.083,0.208,$0
504,Anthony DeSclafani,SP,SF,34,0.21,51,2,0,1,0.039,0.168,"$12,000,000"
505,Vincent Velasquez,SP,SD,26,0.161,23,2,0,3,0.087,0.247,"$3,000,000"
506,Jeff Hoffman,SP,CIN,32,0.198,15,2,0,1,0.133,0.267,"$925,000"
507,Luke Weaver,SP,ARI,13,0.08,19,2,0,1,0.105,0.255,"$2,875,000"
508,Jack Flaherty,SP,STL,17,0.105,17,2,1,3,0.118,0.598,"$5,000,000"
509,Antonio Senzatela,SP,COL,28,0.174,39,2,0,1,0.051,0.103,"$7,250,000"
510,Sean Manaea,SP,OAK,32,0.198,4,2,0,0,0.5,1.25,"$9,750,000"
511,Ian Anderson,SP,ATL,24,0.149,37,2,0,0,0.054,0.16,"$710,000"
512,Jake Woodford,RP,STL,26,0.161,18,2,0,0,0.111,0.222,"$700,000"
513,Caleb Smith,SP,ARI,45,0.278,22,2,0,0,0.091,0.303,"$2,000,000"
514,Spencer Howard,SP,TEX,19,0.117,6,2,0,0,0.333,0.833,"$700,000"
515,Wil Crowe,SP,PIT,29,0.179,35,2,0,0,0.057,0.194,"$700,000"
516,Luis Gonzalez,CF,SF,6,0.037,8,2,0,0,0.25,0.955,$0
517,Sandy Alcantara,SP,MIA,33,0.204,58,2,0,0,0.035,0.148,"$5,000,000"
518,Pablo Lopez,SP,MIA,21,0.13,33,2,0,0,0.061,0.182,"$2,500,000"
519,Adbert Alzolay,SP,CHC,30,0.185,31,2,0,0,0.065,0.191,"$700,000"
520,Luis Barrera,OF,OAK,6,0.037,8,2,0,0,0.25,0.5,$0
521,Justin Steele,SP,CHC,20,0.124,13,2,0,0,0.154,0.308,"$700,000"
522,Erick Castillo,C,CHC,4,0.025,8,2,0,0,0.25,0.583,$0
523,Zach Thompson,SP,MIA,27,0.167,15,2,0,0,0.133,0.333,"$700,000"
524,Trent Giambrone,2B,CHC,5,0.031,13,2,0,0,0.154,0.308,$0
525,Daniel Bard,RP,COL,67,0.416,1,1,0,0,1,2,"$4,400,000"
526,Trevor Cahill,SP,PIT,9,0.056,9,1,0,0,0.111,0.222,$0
527,Ross Detwiler,RP,SD,53,0.327,3,1,0,0,0.333,0.667,$0
528,Stephen Strasburg,SP,WSH,5,0.031,5,1,0,0,0.2,0.733,"$23,571,428"
529,Josh Tomlin,RP,ATL,36,0.224,3,1,0,0,0.333,0.833,$0
530,Craig Stammen,RP,SD,67,0.414,5,1,0,0,0.2,0.4,"$4,000,000"
531,Tommy Hunter,RP,TB,4,0.025,1,1,0,0,1,2,$0
532,Garrett Richards,RP,BOS,40,0.247,5,1,0,1,0.2,0.6,"$4,500,000"
533,Trevor Bauer,SP,LAD,17,0.105,30,1,0,1,0.033,0.098,"$32,000,000"
534,Lance Lynn,SP,CHW,28,0.173,5,1,0,2,0.2,0.4,"$18,500,000"
535,Pete Kozma,SS,OAK,3,0.019,11,1,0,0,0.091,0.258,$0
536,Dylan Bundy,SP,LAA,24,0.148,4,1,0,0,0.25,0.5,"$4,000,000"
537,James Kaprielian,SP,OAK,24,0.148,3,1,0,0,0.333,0.667,"$700,000"
538,Phil Bickford,RP,LAD,57,0.352,3,1,0,0,0.333,0.667,$0
539,Garrett Cleavinger,SP,LAD,22,0.136,2,1,0,0,0.5,1.5,"$700,000"
540,Cody Poteet,SP,MIA,8,0.049,10,1,0,1,0.1,0.2,"$700,000"
541,Matt Boyd,SP,DET,15,0.093,3,1,0,0,0.333,0.833,"$5,200,000"
542,Max Moroff,2B,STL,6,0.037,16,1,0,1,0.063,0.125,$0
543,Alec Mills,SP,CHC,33,0.204,32,1,0,0,0.031,0.094,"$700,000"
544,Kenta Maeda,SP,MIN,23,0.142,3,1,0,0,0.333,0.667,"$3,000,000"
545,Nick Ciuffo,C,BAL,2,0.012,5,1,0,0,0.2,0.733,$0
546,Matt Thaiss,1B,LAA,3,0.019,7,1,0,0,0.143,0.393,$0
547,Bryse Wilson,SP,PIT,16,0.099,21,1,0,1,0.048,0.139,"$700,000"
548,Dakota Hudson,SP,STL,2,0.012,3,1,0,0,0.333,0.833,"$1,050,000"
549,Justin Dunn,SP,SEA,11,0.068,3,1,0,1,0.333,1,"$700,000"
550,Cole Irvin,SP,OAK,32,0.198,5,1,0,1,0.2,0.4,"$700,000"
551,Chad Kuhl,RP,PIT,28,0.173,21,1,0,0,0.048,0.139,"$3,000,000"
552,Lucas Giolito,SP,CHW,31,0.191,4,1,0,0,0.25,0.5,"$7,450,000"
553,Dane Dunning,SP,TEX,27,0.167,3,1,0,0,0.333,0.667,"$714,000"
554,Steven Brault,SP,PIT,7,0.043,6,1,0,0,0.167,0.5,$0
555,Austin Voth,RP,WSH,49,0.303,2,1,0,0,0.5,1.167,"$875,000"
556,Chase De Jong,SP,PIT,10,0.062,12,1,0,0,0.083,0.25,$0
557,Yairo Munoz,SS,BOS,5,0.031,11,1,0,0,0.091,0.182,$0
558,Ronald Guzman,1B,TEX,7,0.043,16,1,1,1,0.063,0.368,$0
559,David Peterson,SP,NYM,16,0.099,16,1,0,0,0.063,0.243,"$673,577"
560,Cory Abbott,SP,CHC,8,0.049,3,1,0,0,0.333,0.667,$0
561,Keegan Thompson,RP,CHC,32,0.198,6,1,0,0,0.167,0.333,"$700,000"
562,Bailey Ober,SP,MIN,20,0.124,2,1,0,0,0.5,1,"$700,000"
563,Garrett Whitlock,RP/CL,BOS,46,0.284,2,1,0,0,0.5,1,"$1,700,000"
564,Zack Littell,RP,SF,63,0.389,4,1,0,0,0.25,0.5,"$700,000"
565,Elieser Hernandez,SP,MIA,11,0.068,14,1,0,0,0.071,0.143,"$1,325,000"
566,Josiah Gray,SP,WSH,14,0.086,22,1,0,0,0.046,0.132,"$700,000"
567,Drew Rasmussen,RP,TB,35,0.216,4,1,0,0,0.25,0.5,"$700,000"
568,Kohl Stewart,SP,CHC,4,0.025,3,1,0,0,0.333,0.667,$0
569,John Means,SP,BAL,26,0.161,5,1,0,0,0.2,0.6,"$3,250,000"
570,Chris Paddack,SP,SD,24,0.148,35,1,0,0,0.029,0.11,"$2,250,000"
571,Taylor Widener,SP,ARI,23,0.142,16,1,0,0,0.063,0.18,"$700,000"
572,Jose Urquidy,SP,HOU,20,0.124,4,1,0,0,0.25,0.5,"$700,000"
573,Patrick Sandoval,SP,LAA,17,0.105,4,1,0,0,0.25,0.5,"$700,000"
574,Humberto Mejia,SP,ARI,5,0.031,7,1,0,0,0.143,0.429,$0
575,Edward Cabrera,P,MIA,7,0.043,7,1,0,1,0.143,0.429,$0
576,Ashton Goudeau,SP,COL,16,0.099,6,1,0,0,0.167,0.333,"$700,000"
577,P.J. Higgins,C,CHC,9,0.056,23,1,0,0,0.044,0.163,$0
578,Tony Santillan,SP,CIN,27,0.167,7,1,0,0,0.143,0.429,"$700,000"
579,Connor Overton,RP,PIT,9,0.056,1,1,0,2,1,2,$0
580,Zack Greinke,SP,HOU,30,0.185,2,0,0,0,0,0,"$13,000,000"
581,Scott Kazmir,SP,SF,5,0.031,3,0,0,0,0,0,$0
582,Max Scherzer,SP,LAD,30,0.185,59,0,0,1,0,0,"$43,333,333"
583,Brett Anderson,SP,MIL,24,0.148,28,0,0,1,0,0.125,$0
584,J.A. Happ,SP,STL,30,0.185,14,0,0,0,0,0.067,$0
585,Jesse Chavez,RP,ATL,30,0.186,3,0,0,0,0,0,"$750,000"
586,Craig Kimbrel,RP,CHW,63,0.389,1,0,0,0,0,0,"$16,000,000"
587,Mike Minor,SP,KC,28,0.173,7,0,0,0,0,0,"$10,000,000"
588,Chris Sale,SP,BOS,9,0.056,1,0,0,0,0,0,"$20,000,000"
589,Carlos Carrasco,SP,NYM,12,0.074,15,0,0,0,0,0,"$12,000,000"
590,Jhoulys Chacin,RP,COL,46,0.286,6,0,0,0,0,0,"$1,250,000"
591,Wade LeBlanc,SP,STL,18,0.111,11,0,0,0,0,0,$0
592,Kenley Jansen,RP/CL,LAD,69,0.426,1,0,0,0,0,0,"$16,000,000"
593,Michael Pineda,SP,MIN,22,0.136,3,0,0,0,0,0,$0
594,Alex Cobb,SP,LAA,18,0.111,1,0,0,0,0,0,"$9,000,000"
595,Matt Moore,RP,PHI,24,0.148,19,0,0,0,0,0,$0
596,Jose Lobaton,C,CHC,6,0.037,11,0,0,0,0,0.154,$0
597,Corey Kluber,SP,NYY,16,0.099,2,0,0,0,0,0,"$8,000,000"
598,Martin Perez,RP,BOS,36,0.222,3,0,0,0,0,0,"$4,000,000"
599,Jordan Lyles,SP,TEX,32,0.198,6,0,0,0,0,0,"$6,000,000"
600,Wily Peralta,SP,DET,19,0.117,1,0,0,0,0,0.5,$0
