Rank,Player,Pos,Team,GP,GP%,AB,H,HR,RBI,AVG,OPS,Cash2022
624,Jordan Zimmermann,SP,DET,29,0.179,6,1,0,0,0.167,0.333,$0
625,Andrew Cashner,SP,TEX,28,0.173,5,1,0,1,0.2,0.367,$0
626,Chris Sale,SP,BOS,32,0.198,3,1,0,0,0.333,1,"$20,000,000"
627,Fernando Salas,RP,LAA,61,0.377,2,1,0,0,0.5,1,$0
628,Ivan Nova,SP,PIT,31,0.191,51,1,0,0,0.02,0.039,$0
629,Wade LeBlanc,RP,PIT,50,0.309,5,1,0,1,0.2,0.4,$0
630,David Price,SP,BOS,16,0.099,1,1,0,0,1,2,"$16,000,000"
631,Michael Pineda,SP,NYY,17,0.105,3,1,0,0,0.333,0.667,$0
632,Danny Duffy,SP,KC,24,0.148,2,1,0,0,0.5,1,"$3,000,000"
633,Tom Milone,RP,NYM,17,0.105,9,1,0,1,0.111,0.384,$0
634,Wei-Yin Chen,SP,MIA,9,0.056,8,1,0,0,0.125,0.25,$0
635,Yu Darvish,SP,LAD,31,0.191,17,1,0,0,0.059,0.17,"$19,000,000"
636,Wade Miley,SP,BAL,32,0.198,4,1,0,0,0.25,0.5,"$10,000,000"
637,Jeurys Familia,RP,NYM,26,0.161,1,1,0,0,1,4,"$6,000,000"
638,Tom Koehler,RP,TOR,27,0.167,21,1,0,0,0.048,0.095,$0
639,Jake Odorizzi,SP,TB,28,0.173,3,1,0,1,0.333,0.667,"$7,000,000"
640,Hector Rondon,RP,CHC,61,0.377,2,1,0,0,0.5,1,$0
641,T.J. McFarland,RP,ARI,43,0.265,5,1,0,0,0.2,0.4,"$2,500,000"
642,Andrew Albers,RP,SEA,9,0.056,1,1,0,1,1,2,$0
643,Archie Bradley,RP,ARI,63,0.389,4,1,0,1,0.25,0.5,"$3,750,000"
644,Blake Swihart,C,BOS,6,0.037,5,1,0,0,0.2,0.629,$0
645,Robert Stephenson,SP,CIN,26,0.161,23,1,0,0,0.044,0.087,"$1,280,000"
646,Chad Bettis,SP,COL,9,0.056,11,1,0,1,0.091,0.258,$0
647,Tom Murphy,C,COL,12,0.074,24,1,0,1,0.042,0.199,"$1,575,000"
648,Asher Wojciechowski,RP,CIN,25,0.154,14,1,0,0,0.071,0.143,$0
649,John Ryan Murphy,C,ARI,5,0.031,7,1,0,1,0.143,0.429,$0
650,Raisel Iglesias,RP/CL,CIN,63,0.389,1,1,0,0,1,3,"$10,000,000"
651,Andrew Susac,C,MIL,8,0.049,12,1,0,0,0.083,0.167,$0
652,A.J. Jimenez,C,TEX,7,0.043,12,1,0,0,0.083,0.167,$0
653,Amir Garrett,SP,CIN,16,0.099,19,1,0,1,0.053,0.158,"$2,025,000"
654,Tyler Anderson,SP,COL,17,0.105,26,1,0,0,0.039,0.113,"$8,000,000"
655,Alex Meyer,SP,LAA,13,0.08,2,1,0,0,0.5,1,$0
656,Adam Morgan,RP,PHI,37,0.228,2,1,0,0,0.5,1.167,$0
657,Sean Newcomb,SP,ATL,19,0.117,27,1,0,0,0.037,0.14,"$900,000"
658,Daniel Gossett,SP,OAK,18,0.111,5,1,0,0,0.2,0.4,$0
659,Matt Boyd,SP,DET,26,0.161,3,1,0,0,0.333,0.667,"$5,200,000"
660,Luis Severino,SP,NYY,31,0.191,5,1,0,0,0.2,0.4,"$11,000,000"
661,Marco Gonzales,SP,SEA,11,0.068,2,1,0,0,0.5,1,"$5,500,000"
662,Rocky Gale,C,SD,3,0.019,10,1,1,2,0.1,0.5,$0
663,Sal Romano,SP,CIN,16,0.099,24,1,0,0,0.042,0.163,$0
664,Jose Torres,RP,SD,62,0.383,1,1,0,0,1,2,$0
665,Nolan Fontana,SS,LAA,12,0.074,20,1,1,1,0.05,0.374,$0
666,Rookie Davis,SP,CIN,7,0.043,6,1,0,0,0.167,0.619,$0
667,Jose Berrios,SP,MIN,26,0.161,5,1,0,0,0.2,0.4,"$15,000,000"
668,Daniel Mengden,SP,OAK,7,0.043,2,1,0,0,0.5,1.167,$0
669,Brock Stewart,RP,LAD,17,0.105,4,1,0,1,0.25,0.5,$0
670,Rob Zastryzny,P,CHC,4,0.025,3,1,0,0,0.333,0.667,$0
671,Niko Goodrum,RF,MIN,11,0.068,17,1,0,0,0.059,0.17,"$2,100,000"
672,Paolo Espino,RP,TEX,12,0.074,4,1,0,0,0.25,0.5,$0
673,Lucas Sims,SP,ATL,14,0.086,15,1,0,0,0.067,0.133,"$1,250,000"
674,Breyvic Valera,2B,STL,5,0.031,10,1,0,0,0.1,0.282,$0
675,Sam Gaviglio,SP,KC,16,0.099,5,1,0,0,0.2,0.4,$0
676,Kevin Shackelford,RP,CIN,26,0.161,3,1,0,0,0.333,0.667,$0
677,Chad Wallach,C,CIN,6,0.037,11,1,0,0,0.091,0.182,$0
678,Tyler Mahle,SP,CIN,4,0.025,7,1,0,0,0.143,0.393,"$5,200,000"
679,O'Koyea Dickson,LF,LAD,7,0.043,7,1,0,0,0.143,0.476,$0
680,Zach Vincej,SS,CIN,9,0.056,9,1,0,0,0.111,0.444,$0
681,Clay Buchholz,SP,PHI,2,0.012,2,0,0,0,0,0,$0
682,Ricky Nolasco,SP,LAA,33,0.204,5,0,0,0,0,0.286,$0
683,Anibal Sanchez,RP,DET,28,0.173,2,0,0,0,0,0,"$2,000,000"
684,C.C. Sabathia,SP,NYY,27,0.167,3,0,0,0,0,0.25,$0
685,Cole Hamels,SP,TEX,24,0.148,3,0,0,1,0,0,$0
686,Jason Hammel,SP,KC,32,0.198,8,0,0,0,0,0,$0
687,Dustin McGowan,RP,MIA,63,0.389,6,0,0,0,0,0,$0
688,Miguel Gonzalez,SP,TEX,27,0.167,6,0,0,0,0,0.143,$0
689,Bartolo Colon,SP,MIN,28,0.173,19,0,0,0,0,0,$0
690,Tony Sipp,RP,HOU,46,0.284,1,0,0,0,0,0,$0
691,Rick Porcello,SP,BOS,33,0.204,4,0,0,0,0,0,$0
692,J.A. Happ,SP,TOR,25,0.154,2,0,0,0,0,0,$0
693,Jesse Chavez,RP,LAA,38,0.235,5,0,0,0,0,0,"$750,000"
694,Brett Cecil,RP,STL,73,0.451,1,0,0,0,0,0,$0
695,Drew Storen,RP,CIN,58,0.358,1,0,0,0,0,0,$0
696,Junichi Tazawa,RP,MIA,55,0.34,1,0,0,0,0,0,$0
697,Juan Nicasio,RP,STL,76,0.469,1,0,0,0,0,0,$0
698,Jeremy Jeffress,RP,MIL,61,0.377,2,0,0,0,0,0,$0
699,Blake Wood,RP,LAA,72,0.444,1,0,0,0,0,0,$0
700,Brian Duensing,RP,CHC,68,0.42,4,0,0,0,0,0,$0
701,Charlie Morton,SP,HOU,25,0.154,3,0,0,0,0,0,"$20,000,000"
702,Doug Fister,SP,BOS,18,0.111,2,0,0,0,0,0,$0
703,Pedro Strop,RP,CHC,69,0.426,1,0,0,0,0,0,$0
704,George Kontos,RP,PIT,65,0.401,2,0,0,0,0,0,$0
705,Alex Cobb,SP,TB,29,0.179,6,0,0,0,0,0,"$9,000,000"
706,Henderson Alvarez,SP,PHI,3,0.019,6,0,0,0,0,0,$0
707,Martin Perez,SP,TEX,32,0.198,6,0,0,0,0,0,"$4,000,000"
708,Randall Delgado,RP,ARI,26,0.161,8,0,0,0,0,0,$0
709,Cory Gearrin,RP,SF,68,0.42,2,0,0,0,0,0,$0
710,Brad Hand,RP,SD,72,0.444,1,0,0,0,0,0,"$6,000,000"
711,Marco Estrada,SP,TOR,33,0.204,4,0,0,0,0,0,$0
712,Michael Fiers,SP,HOU,30,0.185,1,0,0,0,0,0,$0
713,Tony Watson,RP,LAD,71,0.438,1,0,0,0,0,0,$0
714,Drew Pomeranz,SP,BOS,32,0.198,1,0,0,0,0,0,"$10,000,000"
715,Javy Guerra,RP,MIA,16,0.099,1,0,0,0,0,0,$0
716,David Phelps,RP,SEA,54,0.333,1,0,0,0,0,0,"$1,750,000"
717,Quintin Berry,LF,MIL,7,0.043,3,0,0,0,0,0,$0
718,Tyler Skaggs,SP,LAA,16,0.099,1,0,0,0,0,0,$0
719,Luis Avilan,RP,LAD,61,0.377,2,0,0,0,0,0,$0
720,Justin Grimm,RP,CHC,50,0.309,3,0,0,0,0,0,"$700,000"
721,Sam Freeman,RP,ATL,58,0.358,2,0,0,0,0,0,$0
722,Shelby Miller,RP,ARI,4,0.025,6,0,0,0,0,0.333,$0
723,Collin McHugh,SP,HOU,12,0.074,2,0,0,0,0,0,"$4,000,000"
724,Dallas Keuchel,SP,HOU,23,0.142,3,0,0,0,0,0,"$18,000,000"
725,Tony Sanchez,C,ATL,1,0.006,1,0,0,0,0,0,$0
726,Masahiro Tanaka,SP,NYY,30,0.185,2,0,0,0,0,0,$0
727,Kevin Gausman,SP,BAL,34,0.21,2,0,0,0,0,0,"$21,000,000"
728,Eduardo Rodriguez,SP,BOS,25,0.154,7,0,0,0,0,0,"$14,000,000"
729,A.J. Schugel,RP,PIT,32,0.198,1,0,0,0,0,0.5,$0
730,J.C. Ramirez,SP,LAA,27,0.167,3,0,0,0,0,0,$0
731,Ian Krol,RP,ATL,51,0.315,1,0,0,0,0,0,$0
732,Jarred Cosart,RP,SD,7,0.043,4,0,0,0,0,0,$0
733,Scott Alexander,RP,KC,58,0.358,3,0,0,0,0,0,$0
734,Matt Shoemaker,SP,LAA,14,0.086,2,0,0,0,0,0,$0
735,Ross Stripling,RP,LAD,51,0.315,9,0,0,0,0,0,"$3,790,000"
736,A.J. Griffin,RP,TEX,18,0.111,5,0,0,0,0,0.167,$0
737,Pedro Baez,RP,LAD,66,0.407,1,0,0,1,0,0.5,"$5,500,000"
738,Nick Martinez,SP,TEX,23,0.142,1,0,0,0,0,0.5,"$6,000,000"
739,Tyler Lyons,RP,STL,50,0.309,1,0,0,0,0,0.5,$0
740,Terrance Gore,LF,KC,12,0.074,4,0,0,0,0,0.2,$0
741,Matt Grace,RP,WSH,40,0.247,5,0,0,0,0,0,$0
742,Kendall Graveman,SP,OAK,19,0.117,1,0,0,0,0,0,"$8,000,000"
743,Enny Romero,RP,WSH,53,0.327,1,0,0,0,0,0,$0
744,Nik Turley,RP,MIN,10,0.062,2,0,0,0,0,0,$0
745,Chasen Shreve,RP,NYY,44,0.272,2,0,0,0,0,0,"$700,000"
746,Brandon Finnegan,SP,CIN,5,0.031,5,0,0,0,0,0,$0
747,C.J. Edwards,RP,CHC,74,0.457,1,0,0,0,0,0,$0
748,Michael Feliz,RP,HOU,46,0.284,1,0,0,0,0,0,$0
749,Justin Nicolino,RP,MIA,20,0.124,11,0,0,0,0,0,$0
750,Gabriel Ynoa,SP,BAL,9,0.056,1,0,0,0,0,0,$0
751,Luke Jackson,RP,ATL,43,0.265,2,0,0,0,0,0,"$3,800,000"
752,Ryan Tepera,RP,TOR,73,0.451,1,0,0,0,0,0,"$7,000,000"
753,Josh Smoker,RP,NYM,54,0.333,3,0,0,0,0,0,$0
754,Lance McCullers,SP,HOU,22,0.136,3,0,0,0,0,0,"$15,250,000"
755,Josh Ravin,RP,LAD,14,0.086,1,0,0,0,0,0,$0
756,Matt Wisler,RP,ATL,20,0.124,2,0,0,0,0,0,"$2,160,000"
757,Erick Fedde,SP,WSH,3,0.019,4,0,0,0,0,0,"$2,150,000"
758,Jack Flaherty,SP,STL,6,0.037,6,0,0,0,0,0,"$5,000,000"
759,A.J. Reed,1B,HOU,2,0.012,6,0,0,0,0,0,$0
760,Cody Reed,RP,CIN,12,0.074,2,0,0,0,0,0,$0
761,Brian Ellington,RP,MIA,42,0.259,1,0,0,0,0,0,$0
762,Kyle Barraclough,RP,MIA,66,0.407,1,0,0,0,0,0,$0
763,John Gant,SP,STL,7,0.043,3,0,0,0,0,0,$0
764,Michael Fulmer,SP,DET,25,0.154,5,0,0,0,0,0,"$4,950,000"
765,Steven Okert,RP,SF,44,0.272,1,0,0,0,0,0,"$700,000"
766,Edubray Ramos,RP,PHI,60,0.37,1,0,0,0,0,0,$0
767,Blake Snell,SP,TB,24,0.148,5,0,0,0,0,0.167,"$12,500,000"
768,Austin Brice,RP,CIN,22,0.136,4,0,0,0,0,0,$0
769,Nick Wittgren,RP,MIA,38,0.235,4,0,0,0,0,0,"$1,200,000"
770,Johnny Barbato,RP,PIT,24,0.148,1,0,0,0,0,0,$0
771,Jharel Cotton,SP,OAK,24,0.148,2,0,0,0,0,0,$0
772,Joe Musgrove,SP,HOU,38,0.235,5,0,0,0,0,0,"$8,625,000"
773,Deck McGuire,SP,CIN,6,0.037,3,0,0,1,0,0,$0
774,Joseph Biagini,SP,TOR,44,0.272,2,0,0,1,0,0,$0
775,Braden Shipley,SP,ARI,10,0.062,6,0,0,0,0,0,$0
776,Chris Smith,RP,OAK,14,0.086,1,0,0,0,0,0,$0
777,Chris O'Grady,SP,MIA,13,0.08,8,0,0,0,0,0,$0
778,Chris Devenski,RP,HOU,62,0.383,1,0,0,0,0,0,$0
779,Sean Manaea,SP,OAK,29,0.179,3,0,0,0,0,0.25,"$9,750,000"
780,Junior Guerra,SP,MIL,21,0.13,16,0,0,0,0,0,$0
781,Albert Suarez,RP,SF,18,0.111,2,0,0,0,0,0,$0
782,Edwin Diaz,RP/CL,SEA,66,0.407,1,0,0,0,0,0,"$10,200,000"
783,Ariel Miranda,SP,SEA,32,0.198,6,0,0,0,0,0,$0
784,Alberto Rosario,C,STL,3,0.019,3,0,0,0,0,0,$0
785,James Hoyt,P,HOU,43,0.265,1,0,0,0,0,0,$0
786,Felix Pena,RP,CHC,25,0.154,3,0,0,0,0,0.25,$0
787,Casey Lawrence,P,SEA,27,0.167,2,0,0,0,0,0,$0
788,Anthony Banda,RP,ARI,8,0.049,5,0,0,0,0,0,"$700,000"
789,Max Fried,RP,ATL,10,0.062,7,0,0,0,0,0.125,"$6,500,000"
790,Jake Junis,SP,KC,20,0.124,3,0,0,0,0,0,$0
791,Ricardo Pinto,RP,PHI,26,0.161,1,0,0,0,0,0,$0
792,Paul Blackburn,SP,OAK,10,0.062,3,0,0,0,0,0,"$700,000"
793,Josh Hader,RP/CL,MIL,35,0.216,4,0,0,0,0,0,"$11,000,000"
794,Miguel Diaz,P,SD,31,0.191,3,0,0,0,0,0,$0
795,Dylan Covey,SP,CHW,18,0.111,1,0,0,0,0,0,$0
796,Austin Bibens-Dirkx,P,TEX,24,0.148,3,0,0,0,0,0,$0
797,Hoby Milner,RP,PHI,37,0.228,2,0,0,0,0,0,"$700,000"
798,Ariel Hernandez,RP,CIN,19,0.117,2,0,0,0,0,0,$0
799,Paul Sewald,RP/CL,NYM,57,0.352,2,0,0,0,0,0,"$1,735,000"
800,Jordan Montgomery,SP,NYY,29,0.179,3,0,0,0,0,0.4,"$6,000,000"
801,Emilio Pagan,RP,SEA,34,0.21,2,0,0,0,0,0,"$2,300,000"
802,Hector Velazquez,P,BOS,8,0.049,1,0,0,0,0,0,$0
803,John Brebbia,RP,STL,50,0.309,1,0,0,0,0,0,"$837,500"
804,Jimmy Yacabonis,P,BAL,14,0.086,2,0,0,1,0,0,$0
805,Chasen Bradford,RP,NYM,28,0.173,1,0,0,0,0,0,$0
806,Yacksel Rios,P,PHI,13,0.08,1,0,0,0,0,0,$0
807,Dillon Peters,SP,MIA,6,0.037,9,0,0,0,0,0,"$700,000"
808,Luiz Gohara,SP,ATL,5,0.031,9,0,0,0,0,0,$0
809,Jen-Ho Tseng,P,CHC,2,0.012,1,0,0,1,0,0,$0
810,Aaron Wilkerson,SP,MIL,3,0.019,4,0,0,0,0,0,$0
811,Tim Locastro,2B,LAD,3,0.019,1,0,0,0,0,0,$0
