Rank,Player,Pos,Team,GP,GP%,AB,H,HR,RBI,AVG,OPS,Cash2022
324,Matt Dominguez,3B,HOU,31,0.191,109,31,5,16,0.284,0.787,$0
325,Chone Figgins,3B,SEA,66,0.407,166,30,2,11,0.181,0.533,$0
326,Marlon Byrd,LF,BOS,47,0.29,143,30,1,9,0.21,0.488,$0
327,Lyle Overbay,1B,ARI,65,0.401,116,30,2,10,0.259,0.727,$0
328,Pedro Florimon,SS,MIN,43,0.265,137,30,1,10,0.219,0.579,$0
329,Gorkys Hernandez,CF,MIA,70,0.432,156,30,3,13,0.192,0.569,$0
330,Emmanuel Burriss,SS,SF,60,0.37,136,29,0,7,0.213,0.491,$0
331,Tyler Flowers,C,CHW,52,0.321,136,29,7,13,0.213,0.708,$0
332,Danny Valencia,3B,MIN,44,0.272,154,29,3,21,0.188,0.497,$0
333,Irving Falu,SS,KC,24,0.148,85,29,0,7,0.341,0.806,$0
334,Rob Brantly,C,MIA,31,0.191,100,29,3,8,0.29,0.832,$0
335,Xavier Nady,1B,SF,59,0.364,152,28,4,13,0.184,0.569,$0
336,Eduardo Escobar,SS,CHW,50,0.309,131,28,0,9,0.214,0.537,"$10,000,000"
337,Collin Cowgill,RF,OAK,38,0.235,104,28,1,9,0.269,0.654,$0
338,Xavier Paul,LF,CIN,55,0.34,86,27,2,7,0.314,0.844,$0
339,Eduardo Nunez,SS,NYY,38,0.235,89,26,1,11,0.292,0.723,$0
340,Chris Gimenez,C,TB,42,0.259,100,26,1,9,0.26,0.645,$0
341,Ryan Wheeler,3B,ARI,50,0.309,109,26,1,10,0.239,0.634,$0
342,Andrew Brown,LF,COL,46,0.284,112,26,5,11,0.232,0.73,$0
343,Wil Nieves,C,ARI,32,0.198,83,25,2,8,0.301,0.739,$0
344,Donnie Murphy,3B,MIA,52,0.321,116,25,3,12,0.216,0.661,$0
345,Sam Fuld,CF,TB,44,0.272,98,25,0,5,0.255,0.644,$0
346,Ryan Lavarnway,C,BOS,46,0.284,153,24,2,12,0.157,0.459,$0
347,Pete Kozma,SS,STL,26,0.161,72,24,2,14,0.333,0.952,$0
348,Andy Parrino,3B,SD,55,0.34,116,24,1,6,0.207,0.592,$0
349,Daric Barton,1B,OAK,46,0.284,113,23,1,6,0.204,0.63,$0
350,Brett Hayes,C,MIA,39,0.241,114,23,0,3,0.202,0.483,$0
351,Adam Rosales,2B,OAK,42,0.259,99,22,2,8,0.222,0.631,$0
352,Brandon Hicks,2B,OAK,44,0.136,128,22,6,14,0.172,0.633,$0
353,Ryan Kalish,LF,BOS,36,0.222,96,22,0,5,0.229,0.532,$0
354,Drew Butera,C,MIN,42,0.259,111,22,1,5,0.198,0.55,$0
355,Wilson Ramos,C,WSH,25,0.154,83,22,3,10,0.265,0.752,$0
356,Alex Gonzalez,SS,MIL,24,0.148,81,21,4,15,0.259,0.783,$0
357,Nolan Reimold,LF,BAL,16,0.099,67,21,5,10,0.313,0.96,$0
358,Don Kelly,CF,DET,75,0.463,113,21,1,7,0.186,0.523,$0
359,Matt Adams,1B,STL,27,0.167,86,21,2,13,0.244,0.669,$0
360,Carlos Corporan,C,HOU,27,0.167,78,21,4,13,0.269,0.758,$0
361,Brett Jackson,LF,CHC,44,0.272,120,21,4,9,0.175,0.644,$0
362,Jason Giambi,DH,COL,60,0.37,89,20,1,8,0.225,0.675,$0
363,Dioner Navarro,C,CIN,24,0.148,69,20,2,12,0.29,0.755,$0
364,Brent Morel,3B,CHW,35,0.216,113,20,0,5,0.177,0.42,$0
365,Michael Martinez,2B,PHI,45,0.278,115,20,2,7,0.174,0.461,$0
366,Munenori Kawasaki,SS,SEA,61,0.377,104,20,0,7,0.192,0.459,$0
367,A.J. Pollock,CF,ARI,31,0.191,81,20,2,8,0.247,0.71,"$10,000,000"
368,Brandon Barnes,CF,HOU,43,0.265,98,20,1,7,0.204,0.515,$0
369,Brock Holt,2B,PIT,24,0.148,65,19,0,3,0.292,0.682,$0
370,Tony Abreu,2B,KC,22,0.136,70,18,1,15,0.257,0.641,$0
371,Brandon Snyder,3B,TEX,40,0.247,65,18,3,9,0.277,0.755,$0
372,Mike Leake,SP,CIN,35,0.216,61,18,2,3,0.295,0.749,$0
373,Eric Sogard,2B,OAK,37,0.228,102,17,2,7,0.167,0.48,$0
374,Danny Worth,2B,DET,43,0.265,74,16,0,3,0.216,0.586,$0
375,Jason Bourgeois,LF,KC,30,0.185,62,16,0,5,0.258,0.626,$0
376,Matt Hague,1B,PIT,30,0.185,70,16,0,7,0.229,0.527,$0
377,Cole Hamels,SP,PHI,31,0.191,69,15,1,5,0.217,0.56,$0
378,Jordan Danks,RF,CHW,50,0.309,67,15,1,4,0.224,0.564,$0
379,Avisail Garcia,RF,DET,23,0.142,47,15,0,3,0.319,0.692,"$12,000,000"
380,Jimmy Paredes,RF,HOU,24,0.148,74,14,0,3,0.189,0.474,$0
381,David Lough,RF,KC,20,0.124,59,14,0,2,0.237,0.597,$0
382,Matt Cain,RP,SF,35,0.216,74,13,1,6,0.176,0.441,$0
383,Edwin Jackson,SP,WSH,34,0.21,57,13,0,0,0.228,0.495,$0
384,Chris Coghlan,LF,MIA,39,0.241,93,13,1,10,0.14,0.394,$0
385,Stephen Strasburg,SP,WSH,28,0.173,47,13,1,7,0.277,0.759,"$23,571,428"
386,Steve Tolleson,SS,BAL,29,0.179,71,13,2,6,0.183,0.537,$0
387,Jordy Mercer,SS,PIT,42,0.259,62,13,1,5,0.21,0.636,$0
388,Jeff Bianchi,2B,MIL,33,0.204,69,13,3,9,0.188,0.578,$0
389,Jake Elmore,LF,ARI,30,0.185,68,13,0,7,0.191,0.497,$0
390,Tim Hudson,SP,ATL,29,0.179,55,12,0,6,0.218,0.523,$0
391,Brian Roberts,2B,BAL,17,0.105,66,12,0,5,0.182,0.415,$0
392,Clayton Kershaw,SP,LAD,34,0.21,58,12,0,2,0.207,0.454,"$17,000,000"
393,Jonathan Niese,RP,NYM,30,0.185,55,12,0,2,0.218,0.513,$0
394,Mat Latos,SP,CIN,33,0.204,65,12,1,4,0.185,0.475,$0
395,Yovani Gallardo,RP,MIL,33,0.204,67,11,1,9,0.164,0.418,$0
396,Jason Bartlett,SS,SD,29,0.179,83,11,0,4,0.133,0.432,$0
397,R.A. Dickey,SP,NYM,34,0.21,72,11,0,3,0.153,0.317,$0
398,Jordan Zimmermann,SP,WSH,32,0.198,57,11,1,4,0.193,0.527,$0
399,Madison Bumgarner,SP,SF,32,0.198,68,11,2,6,0.162,0.439,"$23,000,000"
400,Wade Miley,SP,ARI,32,0.198,65,11,0,2,0.169,0.394,"$10,000,000"
401,Darin Ruf,1B,PHI,12,0.074,33,11,3,10,0.333,1.079,"$3,000,000"
402,Cliff Lee,SP,PHI,33,0.204,64,10,0,4,0.156,0.357,$0
403,Brett Gardner,LF,NYY,16,0.099,31,10,0,3,0.323,0.804,$0
404,Jaime Garcia,SP,STL,20,0.124,40,10,1,3,0.25,0.686,$0
405,Travis Wood,SP,CHC,28,0.173,53,10,1,4,0.189,0.491,$0
406,Carlos Peguero,LF,SEA,17,0.105,56,10,2,7,0.179,0.55,$0
407,Jason Marquis,SP,MIN,24,0.148,32,9,0,1,0.281,0.678,$0
408,Bronson Arroyo,SP,CIN,32,0.198,63,9,1,3,0.143,0.36,$0
409,Ricky Nolasco,SP,MIA,31,0.191,56,9,0,8,0.161,0.431,$0
410,Taylor Teagarden,C,BAL,22,0.136,57,9,2,9,0.158,0.542,$0
411,Lucas Harrell,RP,HOU,35,0.216,59,9,0,1,0.153,0.319,$0
412,Ivan De Jesus Jr.,SS,LAD,31,0.191,41,9,0,4,0.22,0.559,$0
413,Justin Sellers,SS,LAD,19,0.117,44,9,1,2,0.205,0.672,$0
414,Scott Van Slyke,LF,LAD,27,0.167,54,9,2,7,0.167,0.511,$0
415,Homer Bailey,SP,CIN,34,0.21,70,8,0,5,0.114,0.255,$0
416,Chad Billingsley,SP,LAD,25,0.154,42,8,0,2,0.191,0.4,$0
417,Dan Johnson,1B,CHW,14,0.086,22,8,3,6,0.364,1.367,$0
418,Adam Wainwright,SP,STL,33,0.204,66,8,1,4,0.121,0.356,"$17,500,000"
419,Trevor Cahill,RP,ARI,32,0.198,67,8,0,4,0.119,0.252,$0
420,Jose Iglesias,SS,BOS,25,0.154,68,8,1,2,0.118,0.391,"$5,000,000"
421,Leonys Martin,CF,TEX,24,0.148,46,8,0,6,0.174,0.605,$0
422,Sandy Leon,C,WSH,12,0.074,30,8,0,2,0.267,0.722,$0
423,Zack Greinke,SP,MIL,37,0.228,33,7,1,2,0.212,0.6,"$13,000,000"
424,Jhoulys Chacin,SP,COL,14,0.086,24,7,0,3,0.292,0.695,"$1,250,000"
425,James McDonald,SP,PIT,33,0.204,49,7,0,1,0.143,0.406,$0
426,Anthony Recker,C,OAK,22,0.136,49,7,1,4,0.143,0.508,$0
427,Logan Schafer,LF,MIL,16,0.099,23,7,0,5,0.304,0.842,$0
428,Eric Stults,SP,SD,20,0.124,28,7,0,3,0.25,0.571,$0
429,Randy Wolf,SP,MIL,31,0.191,40,6,0,4,0.15,0.296,$0
430,Kyle Lohse,SP,STL,34,0.21,64,6,0,3,0.094,0.229,$0
431,Clayton Richard,SP,SD,36,0.222,69,6,1,7,0.087,0.258,$0
432,Johnny Cueto,SP,CIN,33,0.204,67,6,0,2,0.09,0.194,$0
433,Gio Gonzalez,SP,WSH,32,0.198,64,6,1,4,0.094,0.262,$0
434,Randall Delgado,RP,ATL,18,0.111,25,6,0,1,0.24,0.48,$0
435,Jordan Lyles,SP,HOU,26,0.161,38,6,1,4,0.158,0.443,"$6,000,000"
436,Drew Pomeranz,SP,COL,22,0.136,26,6,1,1,0.231,0.682,"$10,000,000"
437,Matt Harvey,SP,NYM,10,0.062,18,6,0,3,0.333,0.778,$0
438,Didi Gregorius,SS,ARI,8,0.049,20,6,0,2,0.3,0.6,"$14,500,000"
439,Josh Johnson,SP,MIA,31,0.191,53,5,0,2,0.094,0.222,$0
440,Chris Capuano,RP,LAD,34,0.21,54,5,0,3,0.093,0.237,$0
441,Kyle Kendrick,SP,PHI,37,0.228,36,5,0,0,0.139,0.4,$0
442,Kevin Correia,SP,PIT,32,0.198,47,5,0,0,0.106,0.213,$0
443,Chris Volstad,SP,CHC,21,0.13,28,5,0,0,0.179,0.357,$0
444,Brandon Beachy,SP,ATL,14,0.086,27,5,0,4,0.185,0.464,$0
445,Jeff Samardzija,SP,CHC,31,0.191,50,5,0,3,0.1,0.267,$0
446,Bud Norris,SP,HOU,30,0.185,50,5,0,3,0.1,0.235,$0
447,Alex White,RP,COL,28,0.173,28,5,2,5,0.179,0.601,$0
448,Ryan Vogelsong,SP,SF,31,0.191,54,5,0,0,0.093,0.266,$0
449,Corey Brown,CF,WSH,19,0.117,25,5,1,3,0.2,0.631,$0
450,Joe Kelly,RP,STL,29,0.179,33,5,0,2,0.152,0.364,"$7,000,000"
451,Mike Olt,3B,TEX,16,0.099,33,5,0,5,0.152,0.432,$0
452,Carlos Triunfel,SS,SEA,10,0.062,22,5,0,3,0.227,0.579,$0
453,Aaron Harang,SP,LAD,31,0.191,56,4,0,2,0.071,0.161,$0
454,Edinson Volquez,SP,SD,32,0.198,56,4,0,1,0.071,0.177,$0
455,Wandy Rodriguez,RP,PIT,34,0.21,61,4,0,2,0.066,0.175,$0
456,Ian Kennedy,SP,ARI,33,0.204,51,4,0,6,0.078,0.356,"$4,750,000"
457,Joe Blanton,RP,PHI,31,0.191,55,4,0,1,0.073,0.208,$0
458,Chris Young,RP,NYM,20,0.124,31,4,0,2,0.129,0.35,$0
459,Paul Maholm,RP,CHC,32,0.198,63,4,1,3,0.064,0.203,$0
460,Tim Lincecum,RP,SF,33,0.204,45,4,0,3,0.089,0.285,$0
461,Barry Zito,SP,SF,32,0.198,53,4,0,2,0.076,0.245,$0
462,Erik Bedard,SP,PIT,24,0.148,37,4,0,0,0.108,0.267,$0
463,A.J. Burnett,SP,PIT,31,0.191,63,4,0,2,0.064,0.17,$0
464,Shaun Marcum,SP,MIL,22,0.136,38,4,0,1,0.105,0.302,$0
465,Kris Medlen,SP,ATL,50,0.309,33,4,0,2,0.121,0.368,$0
466,Mike Minor,RP,ATL,30,0.185,55,4,0,0,0.073,0.196,"$10,000,000"
467,Dillon Gee,RP,NYM,17,0.105,27,4,0,1,0.148,0.429,$0
468,Marco Estrada,SP,MIL,29,0.179,40,4,0,3,0.1,0.293,$0
469,Jerry Sands,LF,BOS,9,0.056,23,4,0,1,0.174,0.469,$0
470,Anthony Bass,RP,SD,25,0.154,31,4,0,5,0.129,0.323,"$3,000,000"
471,Tyler Chatwood,SP,COL,23,0.142,16,4,0,1,0.25,0.607,$0
472,Kole Calhoun,RF,LAA,21,0.13,23,4,0,1,0.174,0.457,"$5,200,000"
473,Patrick Corbin,SP,ARI,22,0.136,36,4,0,4,0.111,0.302,"$23,000,000"
474,Mark Buehrle,SP,MIA,31,0.191,67,3,0,1,0.045,0.104,$0
475,Anibal Sanchez,RP,DET,31,0.191,30,3,0,0,0.1,0.296,"$2,000,000"
476,Joe Saunders,SP,ARI,28,0.173,35,3,0,1,0.086,0.24,$0
477,Johan Santana,SP,NYM,21,0.13,35,3,0,0,0.086,0.171,$0
478,J.A. Happ,SP,HOU,32,0.198,32,3,0,1,0.094,0.265,$0
479,Hank Conger,C,LAA,7,0.043,18,3,0,1,0.167,0.405,$0
480,Vance Worley,RP,PHI,23,0.142,37,3,0,2,0.081,0.189,$0
481,Michael Fiers,SP,MIL,23,0.142,32,3,0,2,0.094,0.188,$0
482,Lance Lynn,SP,STL,35,0.216,50,3,0,1,0.06,0.154,"$18,500,000"
483,Bryan Anderson,C,STL,10,0.062,12,3,0,0,0.25,0.69,$0
484,Conor Gillaspie,3B,SF,6,0.037,20,3,0,2,0.15,0.35,$0
485,Nathan Eovaldi,SP,MIA,22,0.136,32,3,0,0,0.094,0.215,"$17,000,000"
486,Charlie Culberson,3B,COL,6,0.037,22,3,0,1,0.136,0.273,"$1,000,000"
487,Jeremy Guthrie,SP,COL,38,0.235,25,2,0,1,0.08,0.195,$0
488,Jeff Francis,SP,COL,24,0.148,31,2,0,0,0.065,0.186,$0
489,Jorge De La Rosa,RP,COL,3,0.019,5,2,0,1,0.4,0.8,$0
490,Tom Gorzelanny,RP,WSH,45,0.278,6,2,0,1,0.333,0.762,$0
491,Matt Garza,SP,CHC,18,0.111,30,2,0,0,0.067,0.167,$0
492,Jason Vargas,SP,SEA,33,0.204,5,2,0,1,0.4,0.9,$0
493,Ross Detwiler,SP,WSH,33,0.204,45,2,0,1,0.044,0.11,$0
494,Colby Lewis,SP,TEX,16,0.099,4,2,0,2,0.5,1,$0
495,Daniel Hudson,RP,ARI,9,0.056,13,2,0,1,0.154,0.404,"$6,000,000"
496,Juan Nicasio,RP,COL,11,0.068,18,2,0,1,0.111,0.311,$0
497,Vin Mazzaro,RP,KC,18,0.111,4,2,0,1,0.5,1,$0
498,Adam Moore,C,SEA,4,0.025,11,2,1,2,0.182,0.795,$0
499,Reid Brignac,3B,TB,16,0.099,21,2,0,1,0.095,0.232,$0
500,Hector Noesi,SP,SEA,22,0.136,4,2,0,0,0.5,1,$0
501,Joe Wieland,SP,SD,5,0.031,8,2,0,2,0.25,0.625,$0
502,Christian Friedrich,SP,COL,17,0.105,25,2,0,0,0.08,0.259,$0
503,Carlos Torres,RP,COL,32,0.198,9,2,0,1,0.222,0.522,$0
504,Shelby Miller,RP,STL,6,0.037,3,2,0,0,0.667,1.667,$0
505,Ryan Jackson,SS,STL,13,0.08,17,2,0,0,0.118,0.284,$0
506,Stephen Fife,SP,LAD,5,0.031,7,2,0,0,0.286,0.714,$0
507,Dallas Keuchel,SP,HOU,17,0.105,20,2,0,1,0.1,0.236,"$18,000,000"
508,Rafael Ortega,CF,COL,2,0.012,4,2,0,0,0.5,1.167,"$700,000"
509,Brooks Raley,RP,CHC,5,0.031,10,2,0,0,0.2,0.4,"$4,250,000"
510,Chris Rusin,RP,CHC,7,0.043,12,2,0,0,0.167,0.5,$0
511,Jair Jurrjens,SP,ATL,11,0.068,13,1,0,0,0.077,0.22,$0
512,Josh Beckett,SP,BOS,28,0.173,21,1,0,0,0.048,0.095,$0
513,Franklin Morales,RP,BOS,37,0.228,2,1,0,0,0.5,1,$0
514,Luke Hochevar,RP,KC,32,0.198,5,1,0,0,0.2,0.4,$0
515,Jered Weaver,SP,LAA,30,0.185,2,1,0,0,0.5,1.167,$0
516,Carlos Villanueva,RP,TOR,38,0.235,2,1,0,0,0.5,1,$0
517,Mike Pelfrey,RP,NYM,3,0.019,6,1,0,0,0.167,0.5,$0
518,Chien-Ming Wang,RP,WSH,10,0.062,6,1,0,0,0.167,0.619,$0
519,Santiago Casilla,RP,SF,73,0.451,3,1,0,1,0.333,0.667,$0
520,Felix Hernandez,SP,SEA,33,0.204,3,1,0,2,0.333,1,$0
521,James Shields,SP,TB,33,0.204,5,1,0,1,0.2,0.4,$0
522,John Lannan,RP,WSH,6,0.037,9,1,0,0,0.111,0.311,$0
523,Josh Outman,RP,COL,28,0.173,12,1,0,1,0.083,0.237,$0
524,Brad Ziegler,RP,ARI,77,0.475,4,1,0,0,0.25,0.5,$0
525,Scott Feldman,SP,TEX,29,0.179,4,1,0,1,0.25,0.5,$0
526,Bruce Chen,RP,KC,35,0.216,5,1,0,0,0.2,0.4,$0
527,David Hernandez,RP,ARI,72,0.444,1,1,0,0,1,2,$0
528,Brian Matusz,RP,BAL,34,0.21,4,1,0,0,0.25,0.5,$0
529,Andrew Cashner,SP,SD,33,0.204,7,1,0,0,0.143,0.393,$0
530,Casey Coleman,RP,CHC,17,0.105,3,1,0,0,0.333,0.667,$0
531,Esmil Rogers,RP,COL,67,0.414,3,1,0,0,0.333,0.667,$0
532,Fernando Abad,RP,HOU,37,0.228,7,1,0,0,0.143,0.286,$0
533,Ivan Nova,SP,NYY,28,0.173,7,1,0,0,0.143,0.286,$0
534,Kyle Blanks,LF,SD,4,0.025,5,1,0,0,0.2,0.533,$0
535,Wade LeBlanc,RP,MIA,25,0.154,12,1,0,0,0.083,0.321,$0
536,Wade Davis,RP,TB,54,0.333,2,1,0,0,0.5,1,$0
537,Alexi Ogando,RP,TEX,58,0.358,2,1,0,0,0.5,1,$0
538,Justin Germano,RP,CHC,14,0.086,17,1,0,0,0.059,0.17,$0
539,Brandon Guyer,RF,TB,3,0.019,7,1,1,1,0.143,0.714,$0
540,Jerome Williams,RP,LAA,32,0.198,4,1,0,0,0.25,0.75,$0
541,Tom Milone,RP,OAK,31,0.191,5,1,0,2,0.2,0.4,$0
542,Yu Darvish,SP,TEX,29,0.179,3,1,0,0,0.333,0.667,"$19,000,000"
543,David Carpenter,RP,BOS,34,0.21,2,1,0,0,0.5,1,$0
544,Wily Peralta,SP,MIL,6,0.037,11,1,0,0,0.091,0.273,$0
545,Jeff Locke,RP,PIT,8,0.049,11,1,0,0,0.091,0.182,$0
546,Adam Ottavino,RP,COL,53,0.327,9,1,0,0,0.111,0.222,"$4,000,000"
547,Tim Federowicz,C,LAD,3,0.019,3,1,0,0,0.333,0.833,$0
548,Josh Collmenter,RP,ARI,28,0.173,16,1,0,2,0.063,0.18,$0
549,Luis Avilan,RP,ATL,31,0.191,3,1,0,0,0.333,0.667,$0
550,Tyler Cloyd,RP,PHI,6,0.037,11,1,0,0,0.091,0.377,$0
551,B.J. Rosenberg,RP,PHI,22,0.136,3,1,0,1,0.333,0.667,$0
552,Chris Herrmann,C,MIN,7,0.043,18,1,0,1,0.056,0.161,$0
553,Tyler Thornburg,RP,MIL,8,0.049,5,1,0,0,0.2,0.6,$0
554,Hernan Perez,LF,DET,2,0.012,2,1,0,0,0.5,1,$0
555,Dan Haren,SP,LAA,31,0.191,4,0,0,0,0,0,$0
556,Clay Buchholz,SP,BOS,29,0.179,2,0,0,0,0,0,$0
557,Jon Lester,SP,BOS,33,0.204,5,0,0,0,0,0,$0
558,Daisuke Matsuzaka,SP,BOS,11,0.068,2,0,0,0,0,0,$0
559,Yusmeiro Petit,RP,SF,1,0.006,1,0,0,0,0,0,$0
560,John Danks,SP,CHW,9,0.056,3,0,0,0,0,0,$0
561,Gavin Floyd,RP,CHW,29,0.179,1,0,0,0,0,0,$0
562,Jeremy Affeldt,RP,SF,67,0.414,1,0,0,0,0,0,$0
563,Matt Belisle,RP,COL,80,0.494,3,0,0,0,0,0,$0
564,Justin Verlander,SP,DET,33,0.204,4,0,0,0,0,0,"$25,000,000"
565,C.C. Sabathia,SP,NYY,28,0.173,5,0,0,0,0,0,$0
566,Wesley Wright,RP,HOU,78,0.482,2,0,0,0,0,0,$0
567,Ervin Santana,SP,LAA,30,0.185,4,0,0,0,0,0,$0
568,Hiroki Kuroda,SP,NYY,33,0.204,2,0,0,0,0,0,$0
569,Brad Penny,SP,SF,22,0.136,1,0,0,0,0,0,$0
570,Manny Parra,RP,MIL,62,0.383,1,0,0,0,0,0,$0
571,Phil Hughes,RP,NYY,32,0.198,2,0,0,0,0,0,$0
572,Jake Peavy,RP,CHW,32,0.198,5,0,0,1,0,0,$0
573,Zach Duke,RP,WSH,8,0.049,1,0,0,0,0,0,$0
574,Jason Hammel,SP,BAL,20,0.124,4,0,0,0,0,0,$0
575,C.J. Wilson,SP,LAA,34,0.21,5,0,0,0,0,0.167,$0
576,Jamey Wright,RP,LAD,66,0.407,2,0,0,0,0,0,$0
577,Max Scherzer,SP,DET,32,0.198,2,0,0,0,0,0,"$43,333,333"
578,Daniel Bard,RP,BOS,17,0.105,2,0,0,0,0,0,"$4,400,000"
579,Bartolo Colon,SP,OAK,24,0.148,4,0,0,0,0,0,$0
580,Rick Porcello,SP,DET,31,0.191,2,0,0,0,0,0,$0
581,Burke Badenhop,RP,TB,66,0.407,1,0,0,0,0,0,$0
582,Craig Breslow,RP,ARI,63,0.389,3,0,0,0,0,0,$0
583,Francisco Liriano,RP,MIN,34,0.21,3,0,0,0,0,0,$0
584,Francisco Cervelli,C,NYY,3,0.019,1,0,0,0,0,0.5,$0
585,Luke Gregerson,RP,SD,77,0.475,1,0,0,0,0,0,$0
586,Grant Balfour,RP,OAK,75,0.463,1,0,0,0,0,0,$0
587,Matt Harrison,SP,TEX,33,0.204,5,0,0,0,0,0,$0
588,Derek Holland,SP,TEX,29,0.179,2,0,0,0,0,0,$0
589,Brett Cecil,RP,TOR,21,0.13,2,0,0,0,0,0,$0
590,Tim Stauffer,RP,SD,1,0.006,1,0,0,1,0,0,$0
591,Jake Arrieta,SP,BAL,24,0.148,3,0,0,0,0,0.25,$0
592,Felix Doubront,SP,BOS,29,0.179,1,0,0,0,0,0,$0
593,James Russell,RP,CHC,77,0.475,1,0,0,0,0,0,$0
594,Chris Sale,SP,CHW,30,0.185,2,0,0,0,0,0,"$20,000,000"
595,Sam LeCure,RP,CIN,48,0.296,1,0,0,0,0,0.5,$0
596,Matt Reynolds,RP,COL,71,0.438,3,0,0,0,0,0,$0
597,Kyle Drabek,RP,TOR,13,0.08,2,0,0,0,0,0,$0
598,John Axford,RP,MIL,75,0.463,1,0,0,0,0,0,$0
599,Chris Narveson,RP,MIL,2,0.012,3,0,0,0,0,0,$0
600,Fernando Salas,RP,STL,65,0.401,1,0,0,0,0,0,$0
601,Steve Cishek,RP,MIA,68,0.42,1,0,0,0,0,0,"$1,750,000"
602,Michael Dunn,RP,MIA,60,0.37,1,0,0,0,0,0,$0
603,Chris Hatcher,RP,MIA,11,0.068,1,0,0,0,0,0,$0
604,Ryan Webb,RP,MIA,65,0.401,1,0,0,0,0,0,$0
605,Brian Duensing,RP,MIN,55,0.34,1,0,0,0,0,0,$0
606,Jenrry Mejia,RP,NYM,5,0.031,3,0,0,1,0,0,$0
607,Christopher Leroux,RP,PIT,10,0.062,1,0,0,0,0,0,$0
608,Charlie Morton,SP,PIT,9,0.056,13,0,0,0,0,0,"$20,000,000"
609,Cory Luebke,RP,SD,5,0.031,11,0,0,0,0,0,$0
610,Doug Fister,SP,DET,26,0.161,2,0,0,0,0,0,$0
611,Jeremy Hellickson,SP,TB,31,0.191,1,0,0,0,0,0,$0
612,David Price,SP,TB,31,0.191,4,0,0,0,0,0.2,"$16,000,000"
613,Cesar Ramos,RP,TB,17,0.105,1,0,0,0,0,0,$0
614,Ryan Mattheus,RP,WSH,66,0.407,1,0,0,0,0,0,$0
615,Craig Stammen,RP,WSH,59,0.364,6,0,0,0,0,0,"$4,000,000"
616,Neftali Feliz,RP,TEX,8,0.049,2,0,0,0,0,0,$0
617,Tommy Hunter,RP,BAL,33,0.204,2,0,0,0,0,0,$0
618,Nathan Adcock,RP,KC,12,0.074,1,0,0,0,0,0,$0
619,Tim Collins,RP,KC,72,0.444,1,0,0,0,0,0,$0
620,Alfredo Simon,SP,CIN,36,0.222,4,0,0,0,0,0,$0
621,George Kontos,RP,SF,44,0.272,1,0,0,0,0,0,$0
622,Chris Archer,SP,TB,8,0.049,3,0,0,0,0,0,"$2,750,000"
623,Brandon Gomes,RP,TB,15,0.093,1,0,0,1,0,0.5,$0
624,Matt Moore,SP,TB,31,0.191,4,0,0,1,0,0,$0
625,Henderson Alvarez,SP,TOR,31,0.191,1,0,0,0,0,0,$0
626,Jacob Turner,RP,DET,10,0.062,14,0,0,0,0,0,$0
627,Manuel Pina,C,KC,1,0.006,2,0,0,0,0,0,"$3,500,000"
628,Liam Hendriks,RP/CL,MIN,17,0.105,2,0,0,0,0,0,"$13,000,000"
629,Anthony Swarzak,RP,MIN,44,0.272,2,0,0,0,0,0,$0
630,Garrett Richards,SP,LAA,30,0.185,2,0,0,0,0,0,"$4,500,000"
631,Jarrod Parker,SP,OAK,29,0.179,6,0,0,0,0,0,$0
632,Tyson Ross,SP,OAK,18,0.111,2,0,0,0,0,0,$0
633,Blake Beavan,RP,SEA,26,0.161,2,0,0,0,0,0,$0
634,Wei-Yin Chen,SP,BAL,32,0.198,3,0,0,0,0,0,$0
635,Julio Teheran,SP,ATL,2,0.012,1,0,0,0,0,0.5,$0
636,Brad Hand,RP,MIA,1,0.006,1,0,0,0,0,0,"$6,000,000"
637,Josh Stinson,RP,MIL,6,0.037,1,0,0,0,0,0,$0
638,Joe Savery,RP,PHI,19,0.117,2,0,0,0,0,0,$0
639,Fernando Rodriguez,RP,HOU,71,0.438,3,0,0,0,0,0,$0
640,Jared Hughes,RP,PIT,66,0.407,1,0,0,0,0,0,$0
641,Tony Watson,RP,PIT,68,0.42,1,0,0,0,0,0,$0
642,Chase d'Arnaud,3B,PIT,8,0.049,6,0,0,1,0,0,$0
643,Maikel Cleto,RP,STL,9,0.056,1,0,0,0,0,0,$0
644,Rex Brothers,RP,COL,75,0.463,2,0,0,0,0,0,$0
645,Rhiner Cruz,RP,HOU,52,0.321,1,0,0,0,0,0,$0
646,Dan Otero,RP,SF,12,0.074,1,0,0,0,0,0,$0
647,Erasmo Ramirez,SP,SEA,16,0.099,3,0,0,0,0,0,$0
648,Stephen Vogt,C,TB,18,0.111,25,0,0,0,0,0.074,"$850,000"
649,Robbie Ross,RP,TEX,58,0.358,2,0,0,0,0,0,$0
650,Drew Hutchison,RP,TOR,11,0.068,2,0,0,0,0,0,"$700,000"
651,Jose Quintana,SP,CHW,25,0.154,3,0,0,0,0,0.25,"$2,000,000"
652,Drew Smyly,SP,DET,23,0.142,1,0,0,0,0,0,"$4,250,000"
653,Dan Jennings,RP,MIA,22,0.136,1,0,0,0,0,0,$0
654,Xavier Cedeno,RP,HOU,44,0.272,1,0,0,0,0,0,$0
655,Tyler Skaggs,SP,ARI,6,0.037,7,0,0,0,0,0,$0
656,Tony Cingrani,RP,CIN,3,0.019,1,0,0,0,0,0,$0
657,Todd Redmond,RP,CIN,1,0.006,1,0,0,0,0,0,$0
