"Rank","Player","Year","Pos","Team","BaseSalary","Payroll Salary","Adj Salary",""
"","Adalberto Mondesi","2021","SS","KC","$2,525,000","$2,525,000","$2,525,000",""
"","Hunter Dozier","2021","3B","KC","$2,250,000","$2,500,000","$2,500,000",""
"","Rich Hill","2021","SP","NYM","$2,500,000","$2,500,000","$967,752",""
"","Brett Anderson","2021","SP","MIL","$2,500,000","$2,500,000","$2,500,000",""
"","Omar Narvaez","2021","C","MIL","$2,500,000","$2,500,000","$2,500,000",""
"","Brandon Lowe","2021","2B","TB","$2,500,000","$2,500,000","$2,500,000",""
"","Joely Rodriguez","2021","RP","NYY","$2,500,000","$2,500,000","$0",""
"","Tyler Anderson","2021","SP","SEA","$2,500,000","$2,500,000","$900,547",""
"","Ji-Man Choi","2021","1B","TB","$2,450,000","$2,450,000","$2,450,000",""
"","Ryan McMahon","2021","2B","COL","$2,375,000","$2,375,000","$2,375,000",""
"","Ryan Yarbrough","2021","SP","TB","$2,300,000","$2,300,000","$2,300,000",""
"","Chad Pinder","2021","SS","OAK","$2,275,000","$2,275,000","$2,275,000",""
"","Mitch Moreland","2021","1B","OAK","$2,250,000","$2,250,000","$2,250,000",""
"","Rafael Montero","2021","RP","HOU","$2,250,000","$2,250,000","$1,427,404",""
"","Tommy Hunter","2021","RP","TB","$2,250,000","$2,250,000","$870,984",""
"","Joe Wendle","2021","3B","TB","$2,250,000","$2,250,000","$2,250,000",""
"","Jameson Taillon","2021","SP","NYY","$2,250,000","$2,250,000","$2,250,000",""
"","Tyler Duffey","2021","RP","MIN","$2,200,000","$2,200,000","$2,200,000",""
