"Rank","Player","Year","Pos","Team","BaseSalary","Payroll Salary","Adj Salary",""
"","Tyler Mahle","2021","SP","CIN","$2,200,000","$2,200,000","$2,200,000",""
"","Ian Kennedy","2021","RP","PHI","$2,150,000","$2,150,000","$246,839",""
"","Chad Green","2021","RP","NYY","$2,150,000","$2,150,000","$2,150,000",""
"","Chad Kuhl","2021","RP","PIT","$2,130,000","$2,130,000","$2,130,000",""
"","Jordan Montgomery","2021","SP","NYY","$2,130,000","$2,130,000","$2,130,000",""
"","Anthony Santander","2021","RF","BAL","$2,100,000","$2,100,000","$2,100,000",""
"","Niko Goodrum","2021","2B","DET","$2,100,000","$2,100,000","$2,100,000",""
"","J.D. Davis","2021","3B","NYM","$2,100,000","$2,100,000","$2,100,000",""
"","Alex Dickerson","2021","LF","SF","$2,100,000","$2,100,000","$2,100,000",""
"","Reynaldo Lopez","2021","RP","CHW","$2,100,000","$2,100,000","$2,100,000",""
"","Clint Frazier","2021","OF","NYY","$2,100,000","$2,100,000","$2,100,000",""
"","John Gant","2021","RP","MIN","$2,100,000","$2,100,000","$733,850",""
"","Hansel Robles","2021","RP","BOS","$2,000,000","$2,075,000","$698,945",""
"","Matthew Strahm","2021","RP","SD","$2,050,000","$2,050,000","$2,050,000",""
"","Jorge Alfaro","2021","C","MIA","$2,050,000","$2,050,000","$2,050,000",""
"","Steven Brault","2021","SP","PIT","$2,050,000","$2,050,000","$2,050,000",""
"","J.P. Crawford","2021","SS","SEA","$2,050,000","$2,050,000","$2,050,000",""
"","Michael Taylor","2021","CF","KC","$1,750,000","$2,000,000","$2,000,000",""
"","Austin Romine","2021","C","CHC","$1,500,000","$2,000,000","$2,000,000",""
"","Sergio Romo","2021","RP","OAK","$2,000,000","$2,000,000","$2,000,000",""
"","Mike Foltynewicz","2021","SP","TEX","$2,000,000","$2,000,000","$2,000,000",""
"","Isiah Kiner-Falefa","2021","SS","TEX","$2,000,000","$2,000,000","$2,000,000",""
"","Pierce Johnson","2021","RP","SD","$2,000,000","$2,000,000","$2,000,000",""
"","Harrison Bader","2021","CF","STL","$2,000,000","$2,000,000","$2,000,000",""
"","Jon Lester","2021","SP","STL","$2,000,000","$2,000,000","$698,945",""
"","David Fletcher","2021","2B","LAA","$2,000,000","$2,000,000","$2,000,000",""
"","Curt Casali","2021","C","SF","$1,500,000","$2,000,000","$2,000,000",""
"","Tommy La Stella","2021","2B","SF","$2,000,000","$2,000,000","$2,000,000",""
"","Jake McGee","2021","RP","SF","$2,000,000","$2,000,000","$2,000,000",""
"","Aaron Bummer","2021","RP","CHW","$2,000,000","$2,000,000","$2,000,000",""
"","Evan Marshall","2021","RP","CHW","$2,000,000","$2,000,000","$2,000,000",""
"","Brooks Raley","2021","RP","HOU","$2,000,000","$2,000,000","$2,000,000",""
"","Mike Zunino","2021","C","TB","$2,000,000","$2,000,000","$2,000,000",""
"","Orlando Arcia","2021","SS","ATL","$2,000,000","$2,000,000","$290,331",""
"","Adam Duvall","2021","RF","ATL","$2,000,000","$2,000,000","$698,945",""
"","Luke Weaver","2021","SP","ARI","$1,950,000","$1,950,000","$1,950,000",""
"","Raimel Tapia","2021","LF","COL","$1,950,000","$1,950,000","$1,950,000",""
"","Garrett Cooper","2021","RF","MIA","$1,900,000","$1,900,000","$1,900,000",""
"","Yimi Garcia","2021","RP","HOU","$1,900,000","$1,900,000","$684,405",""
"","Luke Jackson","2021","RP","ATL","$1,900,000","$1,900,000","$1,900,000",""
"","Mitch Garver","2021","C","MIN","$1,875,000","$1,875,000","$1,875,000",""
"","Pedro Severino","2021","C","BAL","$1,825,000","$1,825,000","$1,825,000",""
"","Frankie Montas","2021","SP","OAK","$1,800,000","$1,800,000","$1,800,000",""
"","Collin McHugh","2021","RP","TB","$1,800,000","$1,800,000","$1,800,000",""
"","Brock Holt","2021","2B","TEX","$1,750,000","$1,750,000","$1,750,000",""
"","Tyler Clippard","2021","RP","ARI","$1,750,000","$1,750,000","$1,750,000",""
"","Ryan Tepera","2021","RP","CHW","$800,000","$1,750,000","$283,866",""
"","Kendall Graveman","2021","RP","HOU","$1,250,000","$1,750,000","$456,960",""
"","Daniel Santana","2021","OF","BOS","$1,750,000","$1,750,000","$1,750,000",""
"","Darren O'Day","2021","RP","NYY","$1,750,000","$1,750,000","$1,750,000",""
"","David Phelps","2021","RP","TOR","$1,750,000","$1,750,000","$1,750,000",""
"","Asdrubal Cabrera","2021","2B","CIN","$1,750,000","$1,750,000","$348,133",""
"","Fernando Tatis Jr.","2021","SS","SD","$1,000,000","$1,714,285","$1,714,285",""
"","Jake Junis","2021","RP","KC","$1,700,000","$1,700,000","$1,700,000",""
"","Carson Kelly","2021","C","ARI","$1,700,000","$1,700,000","$1,700,000",""
"","Richard Rodriguez","2021","RP/CL","ATL","$1,700,000","$1,700,000","$594,100",""
"","Chris Flexen","2021","SP","SEA","$1,400,000","$1,700,000","$1,700,000",""
"","Miguel Castro","2021","RP","NYM","$1,687,500","$1,687,500","$1,687,500",""
"","Hanser Alberto","2021","2B","KC","$1,650,000","$1,650,000","$1,650,000",""
"","Manuel Pina","2021","C","MIL","$1,650,000","$1,650,000","$1,650,000",""
"","Austin Barnes","2021","C","LAD","$1,500,000","$1,650,000","$1,650,000",""
"","Max Stassi","2021","C","LAA","$1,600,000","$1,600,000","$1,600,000",""
"","Hirokazu Sawamura","2021","RP","BOS","$1,200,000","$1,600,000","$1,600,000",""
"","Kevin Plawecki","2021","C","BOS","$1,600,000","$1,600,000","$1,600,000",""
"","Emilio Pagan","2021","RP","SD","$1,570,000","$1,570,000","$1,570,000",""
"","Brent Suter","2021","RP","MIL","$1,500,000","$1,550,000","$1,550,000",""
"","Ervin Santana","2021","RP","KC","$1,500,000","$1,500,000","$1,500,000",""
"","Jed Lowrie","2021","2B","OAK","$1,500,000","$1,500,000","$1,500,000",""
"","Charlie Culberson","2021","2B","TEX","$1,500,000","$1,500,000","$1,500,000",""
"","Joe Jimenez","2021","RP","DET","$1,500,000","$1,500,000","$1,500,000",""
"","Wily Peralta","2021","SP","DET","$1,500,000","$1,500,000","$887,150",""
"","Kurt Suzuki","2021","C","LAA","$1,500,000","$1,500,000","$1,500,000",""
"","Freddy Galvis","2021","SS","PHI","$1,500,000","$1,500,000","$524,225",""
"","Alex Avila","2021","C","WSH","$1,500,000","$1,500,000","$1,500,000",""
"","Travis Shaw","2021","1B","BOS","$1,500,000","$1,500,000","$395,185",""
"","Joe Ross","2021","SP","WSH","$1,500,000","$1,500,000","$1,500,000",""
"","Trevor Cahill","2021","SP","PIT","$1,500,000","$1,500,000","$1,500,000",""
"","Ben Gamel","2021","CF","PIT","$1,500,000","$1,500,000","$1,177,490",""
"","Chasen Shreve","2021","RP","PIT","$1,500,000","$1,500,000","$1,169,425",""
"","Ehire Adrianza","2021","SS","ATL","$1,500,000","$1,500,000","$1,500,000",""
"","Sean Doolittle","2021","RP","SEA","$1,500,000","$1,500,000","$306,470",""
"","Jarrod Dyson","2021","CF","TOR","$1,500,000","$1,500,000","$298,405",""
"","Amir Garrett","2021","RP","CIN","$1,500,000","$1,500,000","$1,500,000",""
"","Tyler Naquin","2021","RF","CIN","$1,500,000","$1,500,000","$1,500,000",""
"","Carlos Estevez","2021","RP/CL","COL","$1,450,000","$1,450,000","$1,450,000",""
"","Richard Bleier","2021","RP","MIA","$1,425,000","$1,425,000","$1,425,000",""
"","Dan Vogelbach","2021","1B","MIL","$1,400,000","$1,400,000","$1,400,000",""
"","Caleb Smith","2021","SP","ARI","$1,386,240","$1,386,240","$1,386,240",""
"","Adam Engel","2021","LF","CHW","$1,375,000","$1,375,000","$1,375,000",""
"","Jesse Hahn","2021","RP","KC","$1,350,000","$1,350,000","$1,350,000",""
"","Freddy Peralta","2021","SP","MIL","$1,000,000","$1,334,960","$1,334,960",""
"","Victor Caratini","2021","C","SD","$1,300,000","$1,300,000","$1,300,000",""
"","Robert Gsellman","2021","RP","NYM","$1,300,000","$1,300,000","$1,300,000",""
"","Jacob Stallings","2021","C","PIT","$1,300,000","$1,300,000","$1,300,000",""
"","Elias Diaz","2021","C","COL","$1,200,000","$1,300,000","$1,300,000",""
"","A.J. Minter","2021","RP","ATL","$1,300,000","$1,300,000","$1,300,000",""
"","Evan White","2021","1B","SEA","$1,300,000","$1,300,000","$1,300,000",""
"","Darin Ruf","2021","1B","SF","$1,275,000","$1,275,000","$1,275,000",""
"","Ken Giles","2021","RP","SEA","$1,000,000","$1,275,000","$1,275,000",""
"","Wade Davis","2021","RP","KC","$1,250,000","$1,250,000","$1,250,000",""
"","Josh Harrison","2021","2B","OAK","$1,000,000","$1,250,000","$349,440",""
"","Sandy Leon","2021","C","MIA","$1,250,000","$1,250,000","$1,108,800",""
"","Heath Hembree","2021","RP","NYM","$1,250,000","$1,250,000","$295,680",""
"","Juan Lagares","2021","CF","LAA","$1,250,000","$1,250,000","$1,216,320",""
"","Billy Hamilton","2021","CF","CHW","$1,250,000","$1,250,000","$1,250,000",""
"","Ryan Brasier","2021","RP","BOS","$1,250,000","$1,250,000","$1,250,000",""
"","Jimmy Nelson","2021","RP","LAD","$1,250,000","$1,250,000","$1,250,000",""
"","Keone Kela","2021","RP","SD","$1,200,000","$1,200,000","$1,200,000",""
"","Mike Mayers","2021","RP","LAA","$1,200,000","$1,200,000","$1,200,000",""
"","Matt Wisler","2021","RP","TB","$1,150,000","$1,200,000","$698,679",""
"","Yonny Chirinos","2021","SP","TB","$1,175,000","$1,175,000","$1,175,000",""
"","Austin Slater","2021","LF","SF","$1,150,000","$1,150,000","$1,150,000",""
"","Chaz Roe","2021","RP","TB","$1,150,000","$1,150,000","$1,150,000",""
"","Andrew Knapp","2021","C","PHI","$1,100,000","$1,100,000","$1,100,000",""
"","Ryne Stanek","2021","RP","HOU","$1,100,000","$1,100,000","$1,100,000",""
"","Chris Stratton","2021","RP/CL","PIT","$1,100,000","$1,100,000","$1,100,000",""
"","Tony Kemp","2021","2B","OAK","$1,050,000","$1,050,000","$1,050,000",""
"","Jose Alvarez","2021","RP","SF","$1,050,000","$1,050,000","$1,050,000",""
"","Luis Cessa","2021","RP","CIN","$1,050,000","$1,050,000","$378,215",""
"","Tommy Kahnle","2021","RP","LAD","$750,000","$1,025,000","$1,025,000",""
"","David Bote","2021","2B","CHC","$1,000,000","$1,010,000","$1,010,000",""
"","Robinson Chirinos","2021","C","CHC","$1,000,000","$1,000,000","$483,840",""
"","Matt Duffy","2021","3B","CHC","$1,000,000","$1,000,000","$1,000,000",""
"","Jose Lobaton","2021","C","CHC","$1,000,000","$1,000,000","$612,903",""
"","Matt Harvey","2021","SP","BAL","$1,000,000","$1,000,000","$1,000,000",""
"","Jake Marisnick","2021","CF","SD","$1,000,000","$1,000,000","$349,440",""
"","Anthony Bass","2021","RP","MIA","$1,000,000","$1,000,000","$1,000,000",""
"","T.J. McFarland","2021","RP","STL","$1,000,000","$1,000,000","$424,704",""
"","Chris Devenski","2021","RP","ARI","$1,000,000","$1,000,000","$1,000,000",""
"","Jose Martinez","2021","1B","NYM","$1,000,000","$1,000,000","$1,000,000",""
"","Steve Cishek","2021","RP","LAA","$1,000,000","$1,000,000","$1,000,000",""
"","Jose Alvarado","2021","RP","PHI","$1,000,000","$1,000,000","$1,000,000",""
"","Tony Watson","2021","RP","SF","$1,000,000","$1,000,000","$349,440",""
"","Brian Goodwin","2021","RF","CHW","$1,000,000","$1,000,000","$618,240",""
"","John Axford","2021","RP","MIL","$1,000,000","$1,000,000","$338,710",""
"","Brad Boxberger","2021","RP","MIL","$1,000,000","$1,000,000","$1,000,000",""
"","Hunter Strickland","2021","RP","MIL","$1,000,000","$1,000,000","$607,488",""
"","Jordy Mercer","2021","SS","WSH","$1,000,000","$1,000,000","$1,000,000",""
"","Gerardo Parra","2021","RF","WSH","$1,000,000","$1,000,000","$564,480",""
"","Ryan Zimmerman","2021","1B","WSH","$1,000,000","$1,000,000","$1,000,000",""
"","Wilmer Difo","2021","SS","PIT","$1,000,000","$1,000,000","$849,408",""
"","Guillermo Heredia","2021","CF","ATL","$1,000,000","$1,000,000","$1,000,000",""
"","Jhoulys Chacin","2021","RP","COL","$1,000,000","$1,000,000","$1,000,000",""
"","Josh Tomlin","2021","RP","ATL","$1,000,000","$1,000,000","$1,000,000",""
"","C.J. Cron","2021","1B","COL","$1,000,000","$1,000,000","$1,000,000",""
"","Chris Owings","2021","2B","COL","$1,000,000","$1,000,000","$1,000,000",""
"","Scott Alexander","2021","RP","LAD","$1,000,000","$1,000,000","$1,000,000",""
"","Cole Hamels","2021","SP","LAD","$1,000,000","$1,000,000","$1,000,000",""
"","Dylan Floro","2021","RP/CL","MIA","$975,000","$975,000","$975,000",""
"","Phil Maton","2021","RP","HOU","$975,000","$975,000","$340,730",""
"","Jose Cisnero","2021","RP","DET","$970,000","$970,000","$970,000",""
"","Jarlin Garcia","2021","RP","SF","$950,000","$950,000","$950,000",""
"","Luis Avilan","2021","RP","WSH","$950,000","$950,000","$950,000",""
"","Derek Holland","2021","RP","DET","$925,000","$925,000","$925,000",""
"","Wandy Peralta","2021","RP","NYY","$925,000","$925,000","$795,000",""
"","Adam Cimber","2021","RP","TOR","$925,000","$925,000","$477,408",""
"","Lou Trivino","2021","RP/CL","OAK","$912,500","$912,500","$912,500",""
"","Adam Morgan","2021","RP","CHC","$900,000","$900,000","$464,544",""
"","Alexander Reyes","2021","RP","STL","$900,000","$900,000","$900,000",""
"","Grant Dayton","2021","RP","ATL","$900,000","$900,000","$900,000",""
"","Pat Valaika","2021","SS","BAL","$875,000","$875,000","$606,816",""
"","Tom Murphy","2021","C","SEA","$875,000","$875,000","$875,000",""
"","Jordan Hicks","2021","RP","STL","$862,500","$862,500","$862,500",""
"","Rex Brothers","2021","RP","CHC","$850,000","$850,000","$850,000",""
"","Dan Altavilla","2021","RP","SD","$850,000","$850,000","$850,000",""
"","Robert Stephenson","2021","RP","COL","$805,000","$805,000","$805,000",""
"","Ronald Torreyes","2021","2B","PHI","$800,000","$800,000","$800,000",""
"","Drew Steckenrider","2021","RP/CL","SEA","$800,000","$800,000","$800,000",""
"","Oliver Drake","2021","RP","TB","$775,000","$775,000","$775,000",""
"","Jonathan Holder","2021","RP","CHC","$750,000","$750,000","$750,000",""
"","Junior Guerra","2021","RP","LAA","$750,000","$750,000","$750,000",""
"","Andrew Kittredge","2021","RP/CL","TB","$750,000","$750,000","$750,000",""
"","Jacob Barnes","2021","RP","TOR","$750,000","$750,000","$169,344",""
"","Seranthony Dominguez","2021","RP","PHI","$727,500","$727,500","$610,116",""
"","Kohl Stewart","2021","SP","CHC","$700,000","$700,000","$402,641",""
"","Randy Dobnak","2021","RP","MIN","$700,000","$700,000","$700,000",""
"","Caleb Thielbar","2021","RP","MIN","$700,000","$700,000","$700,000",""
"","Devin Williams","2021","RP","MIL","$681,100","$681,100","$681,100",""
"","Matt Bush","2021","RP","TEX","$680,000","$680,000","$680,000",""
"","Pete Alonso","2021","1B","NYM","$676,775","$676,775","$676,775",""
"","Scott Barlow","2021","RP/CL","KC","$650,000","$650,000","$650,000",""
"","Clay Holmes","2021","RP","NYY","$650,000","$650,000","$241,155",""
"","Alex Verdugo","2021","CF","BOS","$649,500","$649,500","$649,500",""
"","Jeff McNeil","2021","2B","NYM","$642,251","$642,251","$642,251",""
"","Kyle Farmer","2021","SS","CIN","$640,000","$640,000","$640,000",""
"","Miguel Andujar","2021","3B","NYY","$639,000","$639,000","$583,950",""
"","Framber Valdez","2021","SP","HOU","$637,300","$637,300","$637,300",""
"","Sandy Alcantara","2021","SP","MIA","$630,000","$630,000","$630,000",""
"","Kyle Lewis","2021","CF","SEA","$625,000","$625,000","$625,000",""
"","Kyle Tucker","2021","RF","HOU","$624,300","$624,300","$624,300",""
"","Cristian Javier","2021","SP","HOU","$620,400","$620,400","$580,290",""
"","Domingo German","2021","SP","NYY","$619,675","$619,675","$583,100",""
"","Christian Walker","2021","1B","ARI","$619,300","$619,300","$619,300",""
"","John Curtiss","2021","RP","MIL","$615,000","$615,000","$214,890",""
"","Nick Pivetta","2021","SP","BOS","$613,500","$613,500","$613,500",""
"","Luis Arraez","2021","2B","MIN","$611,000","$611,000","$611,000",""
"","Chris Paddack","2021","SP","SD","$610,900","$610,900","$610,900",""
"","Yordan Alvarez","2021","DH","HOU","$609,000","$609,000","$609,000",""
"","Corbin Burnes","2021","SP","MIL","$608,000","$608,000","$608,000",""
"","Jon Berti","2021","2B","MIA","$607,500","$607,500","$607,500",""
"","Zac Gallen","2021","SP","ARI","$607,500","$607,500","$607,500",""
"","Joey Lucchesi","2021","SP","NYM","$607,100","$607,100","$574,464",""
"","Ronald Guzman","2021","1B","TEX","$606,000","$606,000","$606,000",""
"","Vladimir Guerrero Jr.","2021","1B","TOR","$605,400","$605,400","$605,400",""
"","Jose Urquidy","2021","SP","HOU","$604,200","$604,200","$604,200",""
"","Cameron Gallagher","2021","C","KC","$604,000","$604,000","$604,000",""
"","Cavan Biggio","2021","2B","TOR","$604,000","$604,000","$604,000",""
"","Tyler Wade","2021","2B","NYY","$603,000","$603,000","$534,930",""
"","Danny Jansen","2021","C","TOR","$601,800","$601,800","$601,800",""
"","Bryan Reynolds","2021","LF","PIT","$601,000","$601,000","$601,000",""
"","Franklin Barreto","2021","SS","LAA","$600,500","$600,500","$600,500",""
"","Tyler Matzek","2021","RP","ATL","$600,500","$600,500","$600,500",""
"","Caleb Ferguson","2021","RP","LAD","$600,500","$600,500","$600,500",""
"","Alec Mills","2021","SP","CHC","$600,000","$600,000","$600,000",""
"","Scott Kazmir","2021","SP","SF","$600,000","$600,000","$80,650",""
"","Mike Yastrzemski","2021","RF","SF","$600,000","$600,000","$600,000",""
"","Dylan Cease","2021","SP","CHW","$600,000","$600,000","$600,000",""
"","Lucas Luetge","2021","RP","NYY","$600,000","$600,000","$600,000",""
"","Jake Bauers","2021","1B","SEA","$600,000","$600,000","$370,990",""
"","Tim Mayza","2021","RP","TOR","$600,000","$600,000","$600,000",""
"","Blake Taylor","2021","RP","HOU","$599,100","$599,100","$599,100",""
"","Lucas Sims","2021","RP/CL","CIN","$598,500","$598,500","$598,500",""
"","Rowdy Tellez","2021","1B","MIL","$598,100","$598,100","$286,224",""
"","Kevin Newman","2021","SS","PIT","$598,000","$598,000","$598,000",""
"","Jake Cave","2021","LF","MIN","$597,500","$597,500","$597,500",""
"","Nicholas Lopez","2021","2B","KC","$597,500","$597,500","$597,500",""
"","Tim Hill","2021","RP","SD","$596,000","$596,000","$596,000",""
"","Tommy Edman","2021","2B","STL","$596,000","$596,000","$596,000",""
"","Jonathan Loaisiga","2021","RP","NYY","$595,800","$595,800","$595,800",""
"","Dakota Hudson","2021","SP","STL","$595,700","$595,700","$595,700",""
"","Pablo Lopez","2021","SP","MIA","$595,000","$595,000","$595,000",""
"","Tyler O'Neill","2021","LF","STL","$594,700","$594,700","$594,700",""
"","Giovanny Gallegos","2021","RP/CL","STL","$594,500","$594,500","$594,500",""
"","Kyle Higashioka","2021","C","NYY","$594,000","$594,000","$594,000",""
"","Brady Singer","2021","SP","KC","$593,700","$593,700","$593,700",""
"","John Means","2021","SP","BAL","$593,500","$593,500","$593,500",""
"","Rowan Wick","2021","RP/CL","CHC","$593,000","$593,000","$593,000",""
"","Willie Calhoun","2021","DH","TEX","$593,000","$593,000","$593,000",""
"","Jason Adam","2021","RP","CHC","$592,500","$592,500","$19,110",""
"","Casey Sadler","2021","RP","SEA","$591,800","$591,800","$591,800",""
"","Michael Perez","2021","C","PIT","$591,500","$591,500","$591,500",""
"","Austin Meadows","2021","DH","TB","$591,400","$591,400","$591,400",""
"","Jaime Barria","2021","SP","LAA","$590,500","$590,500","$257,175",""
"","Jared Walsh","2021","1B","LAA","$590,500","$590,500","$590,500",""
"","Taylor Ward","2021","3B","LAA","$590,500","$590,500","$263,525",""
"","JT Brubaker","2021","SP","PIT","$590,500","$590,500","$590,500",""
"","Austin Riley","2021","3B","ATL","$590,500","$590,500","$590,500",""
"","Matt Beaty","2021","3B","LAD","$590,500","$590,500","$523,875",""
"","Brusdar Graterol","2021","RP","LAD","$590,500","$590,500","$434,975",""
"","Dustin May","2021","SP","LAD","$590,500","$590,500","$590,500",""
"","Edwin Rios","2021","3B","LAD","$590,500","$590,500","$590,500",""
"","Will Smith","2021","C","LAD","$590,500","$590,500","$590,500",""
"","Dylan Moore","2021","2B","SEA","$590,400","$590,400","$590,400",""
"","Willy Adames","2021","SS","MIL","$590,000","$590,000","$431,400",""
"","Brett Martin","2021","RP","TEX","$589,500","$589,500","$589,500",""
"","Ke'Bryan Hayes","2021","3B","PIT","$589,500","$589,500","$589,500",""
"","Trent Grisham","2021","CF","SD","$589,200","$589,200","$589,200",""
"","Tim Locastro","2021","OF","NYY","$589,100","$589,100","$297,698",""
"","Tanner Rainey","2021","RP","WSH","$589,000","$589,000","$443,380",""
"","Yandy Diaz","2021","3B","TB","$588,900","$588,900","$588,900",""
"","Jalen Beeks","2021","RP","TB","$588,800","$588,800","$588,800",""
"","Josh Staumont","2021","RP","KC","$588,700","$588,700","$588,700",""
"","Kyle Zimmer","2021","RP","KC","$588,700","$588,700","$588,700",""
"","Austin Davis","2021","RP","BOS","$588,000","$588,000","$205,465",""
"","Bo Bichette","2021","SS","TOR","$587,800","$587,800","$587,800",""
"","Nick Anderson","2021","RP","TB","$587,800","$587,800","$587,800",""
"","Austin Voth","2021","RP","WSH","$587,700","$587,700","$587,700",""
"","Jonathan Hernandez","2021","RP","TEX","$587,500","$587,500","$587,500",""
"","Lewis Brinson","2021","CF","MIA","$587,500","$587,500","$423,306",""
"","Ty France","2021","DH","SEA","$587,500","$587,500","$587,500",""
"","Victor Reyes","2021","RF","DET","$587,100","$587,100","$511,272",""
"","Spencer Turnbull","2021","SP","DET","$586,900","$586,900","$586,900",""
"","Nick Margevicius","2021","SP","SEA","$586,900","$586,900","$586,900",""
"","Jorge Lopez","2021","SP","BAL","$586,750","$586,750","$586,750",""
"","Pavin Smith","2021","RF","ARI","$586,600","$586,600","$586,600",""
"","Michael King","2021","RP","NYY","$586,500","$586,500","$517,092",""
"","Francisco Mejia","2021","C","TB","$586,300","$586,300","$586,300",""
"","Nick Solak","2021","3B","TEX","$586,000","$586,000","$497,858",""
"","Kevin Ginkel","2021","RP","ARI","$585,900","$585,900","$311,850",""
"","David Peterson","2021","SP","NYM","$585,750","$585,750","$585,750",""
"","Jeff Hoffman","2021","SP","CIN","$585,500","$585,500","$585,500",""
"","Codi Heuer","2021","RP","CHC","$585,000","$585,000","$204,425",""
"","Nabil Crismatt","2021","RP","SD","$585,000","$585,000","$471,750",""
"","Matt Foster","2021","RP","CHW","$585,000","$585,000","$405,705",""
"","Jeffrey Springs","2021","RP","TB","$585,000","$585,000","$585,000",""
"","Jake Cronenworth","2021","2B","SD","$584,900","$584,900","$584,900",""
"","Justin Dunn","2021","SP","SEA","$584,900","$584,900","$584,900",""
"","Thomas Hatch","2021","SP","TOR","$584,800","$584,800","$380,424",""
"","Duane Underwood","2021","RP","PIT","$584,500","$584,500","$584,500",""
"","Brett Phillips","2021","RF","TB","$584,400","$584,400","$584,400",""
"","Kolby Allard","2021","SP","TEX","$584,250","$584,250","$584,250",""
"","Adrian Houser","2021","SP","MIL","$584,100","$584,100","$584,100",""
"","Jordan Romano","2021","RP/CL","TOR","$584,000","$584,000","$584,000",""
"","Nick Madrigal","2021","2B","CHC","$584,000","$584,000","$204,100",""
"","Jose Trevino","2021","C","TEX","$584,000","$584,000","$584,000",""
"","Pete Fairbanks","2021","RP","TB","$583,800","$583,800","$583,800",""
"","Josh VanMeter","2021","2B","ARI","$583,400","$583,400","$495,646",""
"","Taylor Widener","2021","SP","ARI","$583,400","$583,400","$552,112",""
"","Sam Selman","2021","RP","LAA","$583,000","$583,000","$197,442",""
"","Tyler Rogers","2021","RP","SF","$583,000","$583,000","$583,000",""
"","Logan Webb","2021","SP","SF","$583,000","$583,000","$564,120",""
"","Taylor Hearn","2021","RP","TEX","$582,500","$582,500","$582,500",""
"","Josh Rojas","2021","SS","ARI","$582,400","$582,400","$582,400",""
"","Kyle Finnegan","2021","RP/CL","WSH","$582,400","$582,400","$582,400",""
"","Ryan Helsley","2021","RP","STL","$582,300","$582,300","$582,300",""
"","Diego Castillo","2021","RP","SEA","$582,300","$582,300","$203,515",""
"","Anthony Alford","2021","CF","PIT","$582,000","$582,000","$244,062",""
"","Harold Castro","2021","3B","DET","$581,700","$581,700","$581,700",""
"","Christian Arroyo","2021","SS","BOS","$581,500","$581,500","$581,500",""
"","Randy Arozarena","2021","LF","TB","$581,200","$581,200","$581,200",""
"","Cody Reed","2021","RP","TB","$581,200","$581,200","$581,200",""
"","Trevor Richards","2021","RP","TOR","$580,900","$580,900","$274,824",""
"","Genesis Cabrera","2021","RP","STL","$580,900","$580,900","$580,900",""
"","Luis Guillorme","2021","SS","NYM","$580,701","$580,701","$580,701",""
"","Luis Torrens","2021","C","SEA","$580,700","$580,700","$502,642",""
"","Tejay Antone","2021","RP","CIN","$580,500","$580,500","$580,500",""
"","Nick Senzel","2021","3B","CIN","$580,500","$580,500","$580,500",""
"","Ramon Laureano","2021","CF","OAK","$580,500","$580,500","$580,500",""
"","Alex Jackson","2021","C","MIA","$580,500","$580,500","$202,865",""
"","J.B. Wendelken","2021","RP/CL","ARI","$580,500","$580,500","$580,500",""
"","Josh Taylor","2021","RP","BOS","$580,500","$580,500","$580,500",""
"","Cody Ponce","2021","RP","PIT","$580,500","$580,500","$240,317",""
"","Garrett Hampson","2021","2B","COL","$580,500","$580,500","$580,500",""
"","Tyler Kinley","2021","RP","COL","$580,500","$580,500","$580,500",""
"","Huascar Ynoa","2021","RP","ATL","$580,500","$580,500","$580,500",""
"","Anthony Gonsolin","2021","RP","LAD","$580,500","$580,500","$580,500",""
"","Gavin Lux","2021","SS","LAD","$580,500","$580,500","$533,691",""
"","Shed Long","2021","2B","SEA","$580,500","$580,500","$580,500",""
"","Austin Adams","2021","RP","SD","$580,200","$580,200","$580,200",""
"","Luis Garcia","2021","RP","HOU","$580,100","$580,100","$580,100",""
"","Joel Payamps","2021","RP","KC","$580,000","$580,000","$155,900",""
"","Tanner Scott","2021","RP","BAL","$580,000","$580,000","$580,000",""
"","Gregory Soto","2021","RP/CL","DET","$579,600","$579,600","$579,600",""
"","Andrew Knizner","2021","C","STL","$579,200","$579,200","$579,200",""
"","Andrew Stevenson","2021","OF","WSH","$579,100","$579,100","$526,097",""
"","Aristides Aquino","2021","RF","CIN","$579,000","$579,000","$579,000",""
"","Elieser Hernandez","2021","SP","MIA","$579,000","$579,000","$579,000",""
"","David Bednar","2021","RP/CL","PIT","$579,000","$579,000","$579,000",""
"","Blake Cederlind","2021","RP","PIT","$579,000","$579,000","$579,000",""
"","Mitch Keller","2021","SP","PIT","$579,000","$579,000","$429,594",""
"","Tyler Alexander","2021","SP","DET","$578,800","$578,800","$578,800",""
"","Anthony Misiewicz","2021","RP","SEA","$578,700","$578,700","$578,700",""
"","Austin Hays","2021","LF","BAL","$578,500","$578,500","$578,500",""
"","Willi Castro","2021","SS","DET","$578,500","$578,500","$559,800",""
"","Darwinzon Hernandez","2021","RP","BOS","$578,500","$578,500","$578,500",""
"","Phillips Valdez","2021","RP","BOS","$578,500","$578,500","$388,750",""
"","Julian Merryweather","2021","RP","TOR","$578,400","$578,400","$578,400",""
"","Jake Woodford","2021","RP","STL","$578,300","$578,300","$354,426",""
"","Billy McKinney","2021","OF","LAD","$578,100","$578,100","$229,992",""
"","Roman Quinn","2021","CF","PHI","$578,000","$578,000","$578,000",""
"","Colin Poche","2021","RP","TB","$577,800","$577,800","$577,800",""
"","Tomas Nido","2021","C","NYM","$577,720","$577,720","$577,720",""
