"Rank","Player","Year","Pos","Team","BaseSalary","Payroll Salary","Adj Salary",""
"","Garrett Richards","2020","RP","SD","$8,500,000","$9,241,000","$3,889,148",""
"","Chris Archer","2020","SP","PIT","$9,000,000","$9,000,000","$3,333,333",""
"","Adam Ottavino","2020","RP","NYY","$8,000,000","$9,000,000","$3,962,963",""
"","Raisel Iglesias","2020","RP/CL","CIN","$9,000,000","$9,000,000","$3,333,333",""
"","Trevor Story","2020","SS","COL","$8,000,000","$9,000,000","$3,962,963",""
"","Julio Teheran","2020","SP","LAA","$9,000,000","$9,000,000","$3,333,333",""
"","Marwin Gonzalez","2020","3B","MIN","$9,000,000","$9,000,000","$3,333,333",""
"","Kevin Gausman","2020","SP","SF","$9,000,000","$9,000,000","$3,333,333",""
"","Ryan Pressly","2020","RP/CL","HOU","$8,750,000","$8,750,000","$3,240,741",""
"","Yulieski Gurriel","2020","1B","HOU","$8,300,000","$8,700,000","$3,474,074",""
"","Gregory Polanco","2020","RF","PIT","$8,000,000","$8,600,000","$3,562,963",""
"","Chase Anderson","2020","SP","TOR","$8,500,000","$8,500,000","$3,148,148",""
"","Aaron Judge","2020","RF","NYY","$8,500,000","$8,500,000","$3,148,148",""
"","Joakim Soria","2020","RP/CL","OAK","$8,500,000","$8,500,000","$3,148,148",""
"","Joe Kelly","2020","RP","LAD","$8,500,000","$8,500,000","$3,148,148",""
"","Aaron Nola","2020","SP","PHI","$8,000,000","$8,500,000","$3,462,963",""
"","Eduardo Rodriguez","2020","SP","BOS","$8,300,000","$8,300,000","$3,074,074",""
"","Jonathan Villar","2020","CF","TOR","$8,200,000","$8,200,000","$1,269,212",""
"","Michael Fiers","2020","SP","OAK","$8,100,000","$8,100,000","$3,000,000",""
"","Corey Dickerson","2020","LF","MIA","$8,000,000","$8,000,000","$2,592,593",""
"","Daniel Murphy","2020","1B","COL","$8,000,000","$8,000,000","$2,962,963",""
"","Carlos Correa","2020","SS","HOU","$8,000,000","$8,000,000","$2,962,963",""
"","Will Harris","2020","RP","WSH","$8,000,000","$8,000,000","$2,962,963",""
"","Travis d'Arnaud","2020","C","ATL","$8,000,000","$8,000,000","$2,962,963",""
"","Jordan Lyles","2020","SP","TEX","$8,000,000","$8,000,000","$2,592,593",""
"","Michael Conforto","2020","RF","NYM","$8,000,000","$8,000,000","$2,962,963",""
"","Tommy Pham","2020","LF","SD","$7,900,000","$7,900,000","$2,925,926",""
"","Dellin Betances","2020","RP","NYM","$2,200,000","$7,797,000","$6,411,815",""
"","Eddie Rosario","2020","LF","MIN","$7,750,000","$7,750,000","$2,870,370",""
"","Joc Pederson","2020","LF","LAD","$7,750,000","$7,750,000","$2,870,370",""
"","Ender Inciarte","2020","CF","ATL","$7,000,000","$7,700,000","$2,592,593",""
"","Blake Snell","2020","SP","TB","$7,000,000","$7,600,000","$3,192,593",""
"","Corey Seager","2020","SS","LAD","$7,600,000","$7,600,000","$2,814,815",""
"","Trea Turner","2020","SS","WSH","$7,450,000","$7,450,000","$2,759,259",""
"","Stephen Piscotty","2020","RF","OAK","$7,000,000","$7,333,333","$2,925,926",""
"","Jorge Soler","2020","DH","KC","$7,300,000","$7,300,000","$2,703,704",""
"","Avisail Garcia","2020","LF","MIL","$7,000,000","$7,250,000","$2,842,593",""
"","Eduardo Escobar","2020","3B","ARI","$7,000,000","$7,166,666","$2,759,259",""
"","Kirby Yates","2020","RP","SD","$7,062,500","$7,062,500","$2,615,741",""
"","Kyle Schwarber","2020","LF","CHC","$7,010,000","$7,010,000","$2,596,296",""
"","David Peralta","2020","RF","ARI","$7,000,000","$7,000,000","$2,592,593",""
"","Chris Martin","2020","RP","ATL","$7,000,000","$7,000,000","$2,592,593",""
"","Miguel Sano","2020","1B","MIN","$7,000,000","$7,000,000","$1,111,111",""
"","Jason Castro","2020","C","SD","$6,850,000","$6,850,000","$1,098,114",""
"","Rich Hill","2020","SP","MIN","$3,000,000","$6,518,518","$4,629,629",""
"","Sean Doolittle","2020","RP","WSH","$6,500,000","$6,500,000","$2,407,407",""
"","Nick Ahmed","2020","SS","ARI","$6,000,000","$6,375,000","$2,597,222",""
"","Shane Greene","2020","RP","ATL","$6,250,000","$6,250,000","$2,314,815",""
"","Max Kepler","2020","RF","MIN","$6,250,000","$6,250,000","$2,314,815",""
"","Adam Wainwright","2020","SP","STL","$5,000,000","$6,111,111","$2,962,963",""
"","C.J. Cron","2020","1B","DET","$6,100,000","$6,100,000","$2,259,259",""
"","Jonathan Schoop","2020","2B","DET","$6,100,000","$6,100,000","$2,259,259",""
"","Yoenis Cespedes","2020","CF","NYM","$6,000,000","$6,000,000","$331,675",""
"","Madison Bumgarner","2020","SP","ARI","$6,000,000","$6,000,000","$2,222,222",""
"","Kole Calhoun","2020","RF","ARI","$6,000,000","$6,000,000","$2,222,222",""
"","Shogo Akiyama","2020","CF","CIN","$6,000,000","$6,000,000","$2,222,222",""
"","Wade Miley","2020","SP","CIN","$6,000,000","$6,000,000","$2,222,222",""
"","Starlin Castro","2020","2B","WSH","$6,000,000","$6,000,000","$2,222,222",""
"","Drew Pomeranz","2020","RP","SD","$4,000,000","$6,000,000","$3,481,481",""
"","Kurt Suzuki","2020","C","WSH","$6,000,000","$6,000,000","$2,222,222",""
"","Anthony DeSclafani","2020","RP","CIN","$5,900,000","$5,900,000","$2,212,963",""
"","Enrique Hernandez","2020","CF","LAD","$5,900,000","$5,900,000","$2,185,185",""
"","Robinson Chirinos","2020","C","NYM","$5,750,000","$5,750,000","$889,994",""
"","Felipe Vazquez","2020","RP","PIT","$5,250,000","$5,750,000","$2,444,444",""
"","Jurickson Profar","2020","2B","SD","$5,700,000","$5,700,000","$2,111,111",""
"","Martin Perez","2020","SP","BOS","$5,500,000","$5,700,000","$2,222,222",""
"","Jon Gray","2020","SP","COL","$5,600,000","$5,600,000","$2,074,074",""
"","Chris Taylor","2020","2B","LAD","$5,600,000","$5,600,000","$2,074,074",""
"","Nomar Mazara","2020","RF","CHW","$5,560,000","$5,560,000","$2,059,259",""
"","Freddy Galvis","2020","SS","CIN","$5,500,000","$5,500,000","$2,037,037",""
"","Yusmeiro Petit","2020","RP","OAK","$5,500,000","$5,500,000","$2,037,037",""
"","James McCann","2020","C","CHW","$5,400,000","$5,400,000","$2,000,000",""
"","Kenta Maeda","2020","SP","MIN","$3,000,000","$5,310,000","$5,310,000",""
"","Liam Hendriks","2020","RP/CL","OAK","$5,300,000","$5,300,000","$1,962,963",""
"","Matt Boyd","2020","SP","DET","$5,300,000","$5,300,000","$1,962,963",""
"","Zach Davies","2020","SP","SD","$5,250,000","$5,250,000","$1,944,444",""
"","Daniel Hudson","2020","RP","WSH","$5,000,000","$5,148,148","$2,000,000",""
"","Brett Anderson","2020","SP","MIL","$5,000,000","$5,148,000","$1,999,852",""
"","Corey Knebel","2020","RP/CL","MIL","$5,125,000","$5,125,000","$1,898,148",""
"","Edwin Diaz","2020","RP/CL","NYM","$5,100,000","$5,100,000","$1,888,889",""
"","Justin Wilson","2020","RP","NYM","$5,000,000","$5,093,000","$1,944,852",""
"","Steven Matz","2020","RP","NYM","$5,000,000","$5,000,000","$1,888,889",""
"","Gary Sanchez","2020","C","NYY","$5,000,000","$5,000,000","$1,851,852",""
"","Dylan Bundy","2020","SP","LAA","$5,000,000","$5,000,000","$1,851,852",""
"","Whit Merrifield","2020","CF","KC","$5,000,000","$5,000,000","$1,851,852",""
"","Josh Bell","2020","1B","PIT","$4,800,000","$4,800,000","$1,777,778",""
"","German Marquez","2020","SP","COL","$4,500,000","$4,800,000","$1,966,667",""
"","Mark Canha","2020","LF","OAK","$4,800,000","$4,800,000","$1,777,778",""
"","Trey Mancini","2020","RF","BAL","$4,750,000","$4,750,000","$1,759,259",""
"","Miguel Rojas","2020","SS","MIA","$4,750,000","$4,750,000","$1,759,259",""
"","Sergio Romo","2020","RP","MIN","$4,750,000","$4,750,000","$1,759,259",""
"","Hector Neris","2020","RP","PHI","$4,600,000","$4,711,111","$1,814,815",""
"","Willson Contreras","2020","C","CHC","$4,500,000","$4,500,000","$1,666,667",""
"","Mike Zunino","2020","C","TB","$4,500,000","$4,500,000","$1,666,667",""
"","Gio Gonzalez","2020","RP","CHW","$4,500,000","$4,500,000","$1,666,667",""
"","Tony Watson","2020","RP","SF","$3,000,000","$4,481,481","$2,592,592",""
"","Taylor Rogers","2020","RP/CL","MIN","$4,450,000","$4,450,000","$1,648,148",""
"","Carlos Rodon","2020","SP","CHW","$4,450,000","$4,450,000","$1,648,148",""
"","Joey Gallo","2020","RF","TEX","$4,400,000","$4,400,000","$1,629,630",""
"","Andrew Heaney","2020","SP","LAA","$4,300,000","$4,300,000","$1,592,593",""
"","Kevin Pillar","2020","CF","COL","$4,250,000","$4,250,000","$657,832",""
"","Alex Avila","2020","C","MIN","$4,250,000","$4,250,000","$1,574,074",""
"","Matt Shoemaker","2020","SP","TOR","$4,200,000","$4,200,000","$1,555,556",""
"","Christian Vazquez","2020","C","BOS","$4,200,000","$4,200,000","$1,555,556",""
"","Craig Stammen","2020","RP","SD","$4,000,000","$4,185,000","$1,666,481",""
"","Travis Shaw","2020","1B","TOR","$4,000,000","$4,158,000","$1,639,481",""
"","Austin Romine","2020","C","DET","$4,150,000","$4,150,000","$1,537,037",""
"","Archie Bradley","2020","RP","CIN","$4,100,000","$4,100,000","$534,592",""
"","Josh Hader","2020","RP/CL","MIL","$4,100,000","$4,100,000","$1,518,519",""
"","Lance McCullers","2020","SP","HOU","$4,100,000","$4,100,000","$1,518,519",""
"","Mike Clevinger","2020","SP","SD","$4,100,000","$4,100,000","$634,592",""
"","Drew Smyly","2020","SP","SF","$4,000,000","$4,093,000","$1,574,481",""
"","Jose Berrios","2020","SP","MIN","$4,025,000","$4,025,000","$1,490,741",""
"","Ketel Marte","2020","2B","ARI","$4,000,000","$4,000,000","$1,481,481",""
"","Kwang-hyun Kim","2020","SP","STL","$4,000,000","$4,000,000","$1,481,481",""
"","Eric Sogard","2020","2B","MIL","$4,000,000","$4,000,000","$1,481,481",""
"","Joe Smith","2020","RP","HOU","$4,000,000","$4,000,000","$1,481,481",""
"","Yan Gomes","2020","C","WSH","$4,000,000","$4,000,000","$1,481,481",""
"","Howie Kendrick","2020","2B","WSH","$4,000,000","$4,000,000","$1,481,481",""
"","Tyler Flowers","2020","C","ATL","$4,000,000","$4,000,000","$1,481,481",""
"","Nick Markakis","2020","RF","ATL","$4,000,000","$4,000,000","$1,481,481",""
"","Tim Anderson","2020","SS","CHW","$4,000,000","$4,000,000","$1,481,481",""
"","Pedro Baez","2020","RP","LAD","$4,000,000","$4,000,000","$1,481,481",""
"","Jesse Chavez","2020","RP","TEX","$4,000,000","$4,000,000","$1,481,481",""
"","Alex Wood","2020","RP","LAD","$4,000,000","$4,000,000","$1,481,481",""
"","Alex Gordon","2020","LF","KC","$4,000,000","$4,000,000","$1,481,481",""
"","Tucker Barnhart","2020","C","CIN","$3,500,000","$3,937,500","$1,733,796",""
"","Brad Peacock","2020","RP","HOU","$3,900,000","$3,900,000","$1,444,444",""
"","Hansel Robles","2020","RP","LAA","$3,850,000","$3,850,000","$1,425,926",""
"","Jorge Polanco","2020","SS","MIN","$3,833,333","$3,833,333","$1,466,049",""
"","Jose Urena","2020","SP","MIA","$3,750,000","$3,750,000","$1,388,889",""
"","Sean Manaea","2020","SP","OAK","$3,750,000","$3,750,000","$1,388,889",""
"","Keone Kela","2020","RP","PIT","$3,725,000","$3,725,000","$1,379,630",""
"","Michael Lorenzen","2020","RP","CIN","$3,725,000","$3,725,000","$1,379,630",""
"","Robbie Grossman","2020","OF","OAK","$3,725,000","$3,725,000","$1,379,630",""
"","Vincent Velasquez","2020","SP","PHI","$3,600,000","$3,600,000","$1,333,333",""
"","Daniel Santana","2020","CF","TEX","$3,600,000","$3,600,000","$1,333,333",""
"","Michael Wacha","2020","RP","NYM","$3,000,000","$3,555,555","$1,666,667",""
"","Todd Frazier","2020","3B","NYM","$3,500,000","$3,500,000","$541,744",""
"","Martin Maldonado","2020","C","HOU","$3,500,000","$3,500,000","$1,296,296",""
"","Brandon Workman","2020","RP","PHI","$3,500,000","$3,500,000","$3,500,000",""
"","Andrew Benintendi","2020","LF","BOS","$3,400,000","$3,400,000","$1,259,259",""
"","Maikel Franco","2020","3B","KC","$2,950,000","$3,340,000","$1,482,593",""
"","Michael Taylor","2020","CF","WSH","$3,325,000","$3,325,000","$1,231,481",""
"","Jake Marisnick","2020","CF","NYM","$3,312,500","$3,312,500","$1,226,852",""
"","Hunter Renfroe","2020","RF","TB","$3,300,000","$3,300,000","$1,222,222",""
"","Tommy La Stella","2020","2B","OAK","$3,250,000","$3,250,000","$556,928",""
"","Adam Duvall","2020","RF","ATL","$3,250,000","$3,250,000","$1,203,704",""
"","Leury Garcia","2020","OF","CHW","$3,250,000","$3,250,000","$1,203,704",""
"","Josh Lindblom","2020","SP","MIL","$3,041,666","$3,226,666","$1,203,519",""
"","Mychal Givens","2020","RP","COL","$3,225,000","$3,225,000","$517,012",""
"","Shun Yamaguchi","2020","RP","TOR","$3,175,000","$3,175,000","$1,175,926",""
"","Dansby Swanson","2020","SS","ATL","$3,150,000","$3,150,000","$1,166,667",""
"","Matt Barnes","2020","RP","BOS","$3,100,000","$3,100,000","$1,148,148",""
"","Mike Montgomery","2020","SP","KC","$3,100,000","$3,100,000","$1,148,148",""
"","Byron Buxton","2020","CF","MIN","$3,075,000","$3,075,000","$1,138,889",""
"","Andrew Chafin","2020","RP","CHC","$3,045,000","$3,045,000","$471,324",""
"","Mitch Haniger","2020","RF","SEA","$3,010,000","$3,010,000","$1,114,815",""
"","Merrill Kelly","2020","SP","ARI","$3,000,000","$3,000,000","$1,111,111",""
"","Brandon Kintzler","2020","RP","MIA","$3,000,000","$3,000,000","$1,111,111",""
"","Eric Thames","2020","1B","WSH","$3,000,000","$3,000,000","$1,111,111",""
"","Wilmer Flores","2020","2B","SF","$3,000,000","$3,000,000","$1,111,111",""
"","Jeff Mathis","2020","C","TEX","$3,000,000","$3,000,000","$1,111,111",""
"","Daniel Norris","2020","RP","DET","$2,960,000","$2,960,000","$1,097,222",""
"","Jose Alvarez","2020","RP","PHI","$2,950,000","$2,950,000","$1,092,593",""
"","Lourdes Gurriel Jr.","2020","LF","TOR","$2,500,000","$2,928,571","$1,354,497",""
"","Kyle Freeland","2020","SP","COL","$2,875,000","$2,875,000","$1,064,815",""
"","Joe Panik","2020","2B","TOR","$2,850,000","$2,850,000","$1,055,556",""
"","Trevor Williams","2020","SP","PIT","$2,825,000","$2,825,000","$1,046,296",""
"","Adam Frazier","2020","2B","PIT","$2,800,000","$2,800,000","$1,037,037",""
"","Joe Musgrove","2020","SP","PIT","$2,800,000","$2,800,000","$1,037,037",""
"","Cam Bedrosian","2020","RP","LAA","$2,800,000","$2,800,000","$1,037,037",""
"","Michael Fulmer","2020","SP","DET","$2,800,000","$2,800,000","$1,037,037",""
"","Jake Diekman","2020","RP","OAK","$2,750,000","$2,750,000","$1,018,519",""
"","Tyler Clippard","2020","RP","MIN","$2,750,000","$2,750,000","$1,018,519",""
"","Jose Leclerc","2020","RP","TEX","$2,250,000","$2,750,000","$1,333,333",""
"","Omar Narvaez","2020","C","MIL","$2,725,000","$2,725,000","$1,009,259",""
"","Asdrubal Cabrera","2020","3B","WSH","$2,500,000","$2,685,000","$1,110,926",""
"","Tommy Kahnle","2020","RP","NYY","$2,650,000","$2,650,000","$981,481",""
"","Zach Eflin","2020","SP","PHI","$2,625,000","$2,625,000","$972,222",""
