Acronimo,Agente libre,Altura,Anio,At-bats,At-bats_2,Bateos,Bateos_2,Cantidad de equipos,Cantidad_agentes_libres,Edad,Equipo,Estado,Home-runs,Home-runs_2,Juegos,Juegos totales,Juegos_2,Jugador,OPS,OPS_2,Pennants won,Peso,Playoffs,Porcentaje_bateo,Porcentaje_bateo_2,Porcetnaje_juegos,Porcetnaje_juegos_2,Posicion,Promedio_victorias,RBI,RBI_2,Sueldo,Sueldo_base,Sueldo_regular,TVS,TVS_2,Valor_contrato_total,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo,ln_Sueldo_base,ln_Sueldo_regular
MIL,No,6.4,9,230,52900,36,1296,1,5,29,Milwaukee Brewers,Wisconsin,7,49,86,161,7396,Travis Shaw,0.551,0.30360100000000007,1,230,6,0.157,0.024649,0.531,0.281961,3B,0.5527950310559007,16,256,4675000,4675000,4675000,0.0,0.0,31900000,89,-0.85,0.7224999999999999,0,15.357739720704924,15.357739720704924,15.357739720704924
MIL,No,6.1,9,154,23716,29,841,1,5,27,Milwaukee Brewers,Wisconsin,9,81,89,161,7921,Tyler Austin,0.705,0.49702499999999994,1,220,6,0.188,0.035344,0.549,0.30140100000000003,1B,0.5527950310559007,24,576,555000,555000,86536,0.0,0.0,31900000,89,-0.05,0.0025000000000000005,0,13.226723392728571,13.226723392728571,11.368315791310126
MIL,No,6.0,9,95,9025,22,484,1,5,28,Milwaukee Brewers,Wisconsin,2,4,32,161,1024,Cory Spangenberg,0.635,0.403225,1,195,6,0.232,0.053824000000000004,0.198,0.039204,2B,0.5527950310559007,10,100,1200000,1200000,238724,0.0,0.0,31900000,89,0.26,0.06760000000000001,0,13.997832114758229,13.997832114758229,12.383063351889325
MIL,No,6.4,9,45,2025,12,144,1,5,26,Milwaukee Brewers,Wisconsin,0,0,27,161,729,Brandon Woodruff,0.638,0.407044,1,243,6,0.267,0.071289,0.167,0.027889000000000004,SP,0.5527950310559007,4,16,561400,561400,561400,89.3,7974.49,31900000,89,2.9,8.41,0,13.23818894290992,13.23818894290992,13.23818894290992
MIL,No,6.0,9,65,4225,8,64,1,5,29,Milwaukee Brewers,Wisconsin,2,4,28,161,784,Tyler Saladino,0.413,0.17056899999999997,1,200,6,0.123,0.015129,0.173,0.029928999999999997,SS,0.5527950310559007,8,64,887500,887500,176564,0.0,0.0,31900000,89,-0.47,0.22089999999999999,0,13.696163800331709,13.696163800331709,12.081438695862031
MIL,No,6.0,9,52,2704,8,64,1,5,26,Milwaukee Brewers,Wisconsin,0,0,35,161,1225,Zach Davies,0.362,0.131044,1,180,6,0.154,0.023716,0.216,0.046655999999999996,SP,0.5527950310559007,3,9,2600000,2600000,2600000,71.86,5163.8596,31900000,89,2.61,6.812099999999999,0,14.77102200299171,14.77102200299171,14.77102200299171
MIL,Si,6.5,9,45,2025,4,16,1,5,28,Milwaukee Brewers,Wisconsin,0,0,28,161,784,Jordan Lyles,0.217,0.047089,1,230,6,0.089,0.007921,0.173,0.029928999999999997,SP,0.5527950310559007,4,16,2050000,2050000,694386,50.14,2514.0196,31900000,89,0.11,0.0121,0,14.53335035111459,14.53335035111459,13.450783280834713
MIL,No,6.1,9,40,1600,4,16,1,5,31,Milwaukee Brewers,Wisconsin,0,0,34,161,1156,Chase Anderson,0.268,0.07182400000000001,1,200,6,0.1,0.010000000000000002,0.21,0.04409999999999999,RP,0.5527950310559007,1,1,6500000,6000000,6500000,0.0,0.0,31900000,89,1.8,3.24,0,15.687312734865866,15.60727002719233,15.687312734865866
MIL,No,6.0,9,10,100,4,16,1,5,25,Milwaukee Brewers,Wisconsin,0,0,15,161,225,Tyrone Taylor,1.1,1.2100000000000002,1,194,6,0.4,0.16000000000000003,0.093,0.008649,CF,0.5527950310559007,1,1,555000,555000,68632,0.0,0.0,31900000,89,0.18,0.0324,0,13.226723392728571,13.226723392728571,11.136514177252801
MIL,No,6.3,9,7,49,2,4,1,5,24,Milwaukee Brewers,Wisconsin,0,0,32,161,1024,Corbin Burnes,0.571,0.32604099999999997,1,205,6,0.286,0.08179599999999998,0.198,0.039204,RP,0.5527950310559007,0,0,562800,562800,408510,0.0,0.0,31900000,89,-2.29,5.2441,0,13.240679604222372,13.240679604222372,12.92027167278673
MIL,No,6.2,9,6,36,2,4,1,5,24,Milwaukee Brewers,Wisconsin,1,1,9,161,81,Jacob Nottingham,1.262,1.592644,1,220,6,0.333,0.11088900000000002,0.056,0.0031360000000000003,C,0.5527950310559007,4,16,555000,555000,122344,0.0,0.0,31900000,89,0.02,0.0004,0,13.226723392728571,13.226723392728571,11.71459202802796
MIL,Si,6.0,9,25,625,1,1,1,5,33,Milwaukee Brewers,Wisconsin,0,0,19,161,361,Gio Gonzalez,0.117,0.013689000000000002,1,205,6,0.04,0.0016,0.117,0.013689000000000002,SP,0.5527950310559007,0,0,2000000,2000000,1709677,60.97,3717.3408999999997,31900000,89,1.88,3.5343999999999998,0,14.508657738524219,14.508657738524219,14.3518150217482
MIL,No,6.3,9,22,484,1,1,1,5,26,Milwaukee Brewers,Wisconsin,0,0,35,161,1225,Adrian Houser,0.216,0.046655999999999996,1,222,6,0.046,0.002116,0.216,0.046655999999999996,SP,0.5527950310559007,0,0,555000,555000,450584,52.41,2746.8080999999997,31900000,89,1.72,2.9583999999999997,0,13.226723392728571,13.226723392728571,13.018299798138576
MIL,No,6.0,9,3,9,1,1,1,5,34,Milwaukee Brewers,Wisconsin,0,0,72,161,5184,Junior Guerra,0.667,0.44488900000000003,1,235,6,0.333,0.11088900000000002,0.444,0.197136,RP,0.5527950310559007,0,0,2225000,2225000,2225000,74.85,5602.522499999999,31900000,89,1.28,1.6384,0,14.615267473582477,14.615267473582477,14.615267473582477
MIL,No,6.2,9,15,225,1,1,1,5,30,Milwaukee Brewers,Wisconsin,0,0,17,161,289,David Freitas,0.317,0.10048900000000001,1,250,6,0.067,0.004489000000000001,0.105,0.011024999999999998,C,0.5527950310559007,1,1,558500,558500,87087,0.0,0.0,31900000,89,-0.04,0.0016,0,13.233009897491392,13.233009897491392,11.374662897969804
MIL,Si,6.5,9,19,361,0,0,1,5,30,Milwaukee Brewers,Wisconsin,0,0,46,161,2116,Drew Pomeranz,0.0,0.0,1,246,6,0.0,0.0,0.284,0.08065599999999999,RP,0.5527950310559007,0,0,1500000,1500000,491965,0.0,0.0,31900000,89,-0.36,0.1296,0,14.22097566607244,14.22097566607244,13.10616285473262
MIL,No,6.6,9,3,9,0,0,1,5,30,Milwaukee Brewers,Wisconsin,0,0,10,161,100,Jimmy Nelson,0.0,0.0,1,250,6,0.0,0.0,0.062,0.0038439999999999998,RP,0.5527950310559007,0,0,3700000,3700000,3700000,0.0,0.0,31900000,89,-0.46,0.2116,0,15.123843377614453,15.123843377614453,15.123843377614453
MIL,No,6.1,9,2,4,0,0,1,5,31,Milwaukee Brewers,Wisconsin,0,0,28,161,784,Jay Jackson,0.0,0.0,1,195,6,0.0,0.0,0.173,0.029928999999999997,RP,0.5527950310559007,0,0,1000000,1000000,365568,0.0,0.0,31900000,89,0.15,0.0225,0,13.815510557964274,13.815510557964274,12.809207587379092
MIL,No,6.4,9,2,4,0,0,1,5,29,Milwaukee Brewers,Wisconsin,0,0,9,161,81,Brent Suter,0.0,0.0,1,213,6,0.0,0.0,0.056,0.0031360000000000003,RP,0.5527950310559007,0,0,568300,568300,568300,0.0,0.0,31900000,89,0.99,0.9801,0,13.250404727285213,13.250404727285213,13.250404727285213
MIL,No,6.3,9,2,4,0,0,1,5,25,Milwaukee Brewers,Wisconsin,0,0,61,161,3721,Josh Hader,0.0,0.0,1,180,6,0.0,0.0,0.377,0.142129,RP/CL,0.5527950310559007,0,0,687600,687600,687600,99.03,9806.9409,31900000,89,2.62,6.864400000000001,0,13.44096255249083,13.44096255249083,13.44096255249083
MIL,No,6.3,9,1,1,0,0,1,5,24,Milwaukee Brewers,Wisconsin,0,0,13,161,169,Devin Williams,0.0,0.0,1,165,6,0.0,0.0,0.08,0.0064,P,0.5527950310559007,0,0,555000,555000,134280,0.0,0.0,31900000,89,-0.08,0.0064,0,13.226723392728571,13.226723392728571,11.80768245109397
LAA,No,5.9,9,596,355216,173,29929,5,4,25,Los Angeles Angels,California,6,36,154,161,23716,David Fletcher,0.734,0.538756,1,185,10,0.29,0.0841,0.951,0.9044009999999999,2B,0.4472049689440994,49,2401,561500,561500,561500,60.04,3604.8016,31000000,72,3.75,14.0625,1,13.238367053160635,13.238367053160635,13.238367053160635
LAA,No,6.2,9,470,220900,137,18769,5,4,27,Los Angeles Angels,California,45,2025,136,161,18496,Mike Trout,1.083,1.1728889999999998,1,235,10,0.292,0.08526399999999999,0.84,0.7055999999999999,CF,0.4472049689440994,104,10816,17666667,16000000,17666667,97.56,9517.9536,31000000,72,8.28,68.55839999999999,1,16.68719020171621,16.588099280204055,16.68719020171621
LAA,Si,6.3,9,491,241081,120,14400,5,4,39,Los Angeles Angels,California,23,529,131,161,17161,Albert Pujols,0.734,0.538756,1,235,10,0.244,0.059536,0.809,0.6544810000000001,1B,0.4472049689440994,93,8649,28000000,28000000,28000000,9.04,81.72159999999998,31000000,72,0.43,0.18489999999999998,1,17.14771506813948,17.14771506813948,17.14771506813948
LAA,No,6.4,9,384,147456,110,12100,5,4,24,Los Angeles Angels,California,18,324,106,161,11236,Shohei Ohtani,0.848,0.719104,1,210,10,0.287,0.08236899999999998,0.654,0.42771600000000004,DH,0.4472049689440994,62,3844,650000,650000,650000,78.86,6218.8996,31000000,72,2.45,6.002500000000001,1,13.38472764187182,13.38472764187182,13.38472764187182
LAA,No,6.0,9,413,170569,108,11664,5,4,28,Los Angeles Angels,California,17,289,136,161,18496,Brian Goodwin,0.796,0.6336160000000001,1,200,10,0.262,0.06864400000000001,0.84,0.7055999999999999,RF,0.4472049689440994,47,2209,583500,583500,583500,56.27,3166.3129000000004,31000000,72,2.11,4.4521,1,13.276799730708747,13.276799730708747,13.276799730708747
LAA,No,6.2,9,398,158404,105,11025,5,4,29,Los Angeles Angels,California,7,49,104,161,10816,Andrelton Simmons,0.673,0.4529290000000001,1,195,10,0.264,0.06969600000000001,0.642,0.41216400000000003,SS,0.4472049689440994,40,1600,13000000,13000000,13000000,23.29,542.4241,31000000,72,2.13,4.536899999999999,1,16.38045991542581,16.38045991542581,16.38045991542581
LAA,No,6.4,9,191,36481,48,2304,5,4,31,Los Angeles Angels,California,5,25,68,161,4624,Kevan Smith,0.71,0.5041,1,230,10,0.251,0.063001,0.42,0.17639999999999997,C,0.4472049689440994,20,400,572500,572500,572500,0.0,0.0,31000000,72,0.56,0.31360000000000005,1,13.257768014410532,13.257768014410532,13.257768014410532
LAA,Si,6.1,9,219,47961,47,2209,5,4,31,Los Angeles Angels,California,12,144,63,161,3969,Justin Upton,0.724,0.524176,1,215,10,0.215,0.046224999999999995,0.389,0.151321,LF,0.4472049689440994,40,1600,18000000,18000000,18000000,0.0,0.0,31000000,72,-0.87,0.7569,1,16.70588231586044,16.70588231586044,16.70588231586044
LAA,No,6.0,9,147,21609,31,961,5,4,24,Los Angeles Angels,California,8,64,53,161,2809,Matt Thaiss,0.714,0.5097959999999999,1,215,10,0.211,0.044521,0.327,0.10692900000000001,1B,0.4472049689440994,23,529,555000,555000,265576,0.0,0.0,31000000,72,0.66,0.43560000000000004,1,13.226723392728571,13.226723392728571,12.48965633105579
LAA,Si,6.3,9,151,22801,26,676,5,4,31,Los Angeles Angels,California,8,64,52,161,2704,Justin Bour,0.623,0.388129,1,270,10,0.172,0.029583999999999996,0.321,0.10304100000000001,1B,0.4472049689440994,26,676,2500000,2500000,2500000,0.0,0.0,31000000,72,-0.57,0.32489999999999997,1,14.73180128983843,14.73180128983843,14.73180128983843
LAA,No,6.0,9,79,6241,16,256,5,4,25,Los Angeles Angels,California,1,1,35,161,1225,Jared Walsh,0.605,0.366025,1,210,10,0.203,0.041209,0.216,0.046655999999999996,RP,0.4472049689440994,5,25,555000,555000,185008,0.0,0.0,31000000,72,0.12,0.0144,1,13.226723392728571,13.226723392728571,12.128154346368744
LAA,Si,0.0,9,97,9409,12,144,5,4,33,Los Angeles Angels,California,0,0,39,161,1521,Zack Cozart,0.322,0.10368400000000001,1,205,10,0.124,0.015375999999999999,0.241,0.058080999999999994,3B,0.4472049689440994,7,49,12666666,12666666,12666666,0.0,0.0,31000000,72,-1.21,1.4641,1,16.35448437639097,16.35448437639097,16.35448437639097
LAA,No,6.1,9,42,1764,8,64,5,4,25,Los Angeles Angels,California,1,1,20,161,400,Taylor Ward,0.625,0.390625,1,200,10,0.191,0.036481,0.124,0.015375999999999999,3B,0.4472049689440994,2,4,555000,555000,128312,0.0,0.0,31000000,72,-0.51,0.2601,1,13.226723392728571,13.226723392728571,11.762220077017213
LAA,No,6.2,9,54,2916,7,49,5,4,29,Los Angeles Angels,California,1,1,25,161,625,Anthony Bemboom,0.349,0.12180099999999998,1,200,10,0.13,0.016900000000000002,0.154,0.023716,C,0.4472049689440994,4,16,555000,555000,119360,0.0,0.0,31000000,72,0.0,0.0,1,13.226723392728571,13.226723392728571,11.689899415437587
LAA,No,6.0,9,36,1296,5,25,5,4,24,Los Angeles Angels,California,0,0,18,161,324,Michael Hermosillo,0.527,0.277729,1,205,10,0.139,0.019321000000000005,0.111,0.012321,CF,0.4472049689440994,3,9,556500,556500,293216,0.0,0.0,31000000,72,0.04,0.0016,1,13.229422449697736,13.229422449697736,12.58866481776494
LAA,No,6.3,9,25,625,4,16,5,4,27,Los Angeles Angels,California,0,0,9,161,81,Kaleb Cowart,0.472,0.22278399999999998,1,225,10,0.16,0.0256,0.056,0.0031360000000000003,3B,0.4472049689440994,1,1,555000,555000,35808,0.0,0.0,31000000,72,-0.11,0.0121,1,13.226723392728571,13.226723392728571,10.485926611111651
LAA,Si,6.4,9,3,9,1,1,5,4,31,Los Angeles Angels,California,0,0,39,161,1521,Trevor Cahill,0.667,0.44488900000000003,1,230,10,0.333,0.11088900000000002,0.241,0.058080999999999994,RP,0.4472049689440994,0,0,9000000,9000000,9000000,0.0,0.0,31000000,72,-0.36,0.1296,1,16.012735135300492,16.012735135300492,16.012735135300492
LAA,No,6.2,9,2,4,0,0,5,4,29,Los Angeles Angels,California,0,0,23,161,529,Felix Pena,0.0,0.0,1,220,10,0.0,0.0,0.142,0.020163999999999998,SP,0.4472049689440994,0,0,569000,569000,569000,52.68,2775.1824,31000000,72,0.81,0.6561000000000001,1,13.251635713108469,13.251635713108469,13.251635713108469
LAA,No,6.2,9,2,4,0,0,5,4,23,Los Angeles Angels,California,0,0,19,161,361,Griffin Canning,0.0,0.0,1,180,10,0.0,0.0,0.117,0.013689000000000002,SP,0.4472049689440994,0,0,555000,555000,456552,49.2,2420.6400000000003,31000000,72,1.13,1.2768999999999997,1,13.226723392728571,13.226723392728571,13.031457882716087
LAA,No,6.1,9,2,4,0,0,5,4,22,Los Angeles Angels,California,0,0,19,161,361,Jaime Barria,0.0,0.0,1,210,10,0.0,0.0,0.117,0.013689000000000002,SP,0.4472049689440994,0,0,563500,563500,251490,8.66,74.9956,31000000,72,-0.54,0.2916,1,13.241922612461968,13.241922612461968,12.435158506300013
LAA,No,6.3,9,2,4,0,0,5,4,22,Los Angeles Angels,California,0,0,10,161,100,Patrick Sandoval,0.0,0.0,1,190,10,0.0,0.0,0.062,0.0038439999999999998,SP,0.4472049689440994,0,0,555000,555000,167104,0.0,0.0,31000000,72,0.36,0.1296,1,13.226723392728571,13.226723392728571,12.0263716520588
STL,No,6.3,9,597,356409,155,24025,2,1,31,St. Louis Cardinals,Missouri,34,1156,161,162,25921,Paul Goldschmidt,0.821,0.6740409999999999,23,220,29,0.26,0.06760000000000001,0.994,0.988036,1B,0.5617283950617284,97,9409,15500000,14500000,15500000,30.97,959.1408999999999,25000000,91,2.82,7.952399999999999,11,16.556350581889475,16.489659207390805,16.556350581889475
STL,No,5.7,9,478,228484,136,18496,2,1,28,St. Louis Cardinals,Missouri,11,121,148,162,21904,Kolten Wong,0.784,0.6146560000000001,23,185,29,0.285,0.08122499999999999,0.914,0.835396,2B,0.5617283950617284,59,3481,6500000,6500000,6500000,72.57,5266.404899999999,25000000,91,4.67,21.808899999999998,11,15.687312734865866,15.687312734865866,15.687312734865866
STL,No,6.0,9,583,339889,136,18496,2,1,25,St. Louis Cardinals,Missouri,30,900,159,162,25281,Paul DeJong,0.762,0.580644,23,205,29,0.233,0.054289000000000004,0.982,0.964324,SS,0.5617283950617284,78,6084,1666666,1500000,1666666,71.05,5048.1025,25000000,91,5.29,27.9841,11,14.326335781730185,14.22097566607244,14.326335781730185
STL,No,6.1,9,485,235225,118,13924,2,1,28,St. Louis Cardinals,Missouri,29,841,131,162,17161,Marcell Ozuna,0.804,0.6464160000000001,23,225,29,0.243,0.059049,0.809,0.6544810000000001,LF,0.5617283950617284,89,7921,12250000,12250000,12250000,56.3,3169.6899999999996,25000000,91,2.09,4.368099999999999,11,16.32103649495501,16.32103649495501,16.32103649495501
STL,Si,6.5,9,487,237169,116,13456,2,1,33,St. Louis Cardinals,Missouri,19,361,150,162,22500,Dexter Fowler,0.754,0.568516,23,205,29,0.238,0.05664399999999999,0.926,0.8574760000000001,CF,0.5617283950617284,67,4489,16500000,14500000,16500000,24.9,620.0099999999999,25000000,91,1.42,2.0164,11,16.61887093887081,16.489659207390805,16.61887093887081
STL,No,6.4,9,416,173056,94,8836,2,1,33,St. Louis Cardinals,Missouri,15,225,129,162,16641,Matt Carpenter,0.726,0.527076,23,210,29,0.226,0.051076,0.796,0.6336160000000001,1B,0.5617283950617284,46,2116,14750000,14500000,14750000,12.53,157.00089999999997,25000000,91,1.13,1.2768999999999997,11,16.5067536407501,16.489659207390805,16.5067536407501
STL,No,6.6,9,334,111556,90,8100,2,1,30,St. Louis Cardinals,Missouri,10,100,128,162,16384,Jose Martinez,0.751,0.564001,23,215,29,0.27,0.0729,0.79,0.6241000000000001,1B,0.5617283950617284,42,1764,1125000,1000000,1125000,21.45,460.10249999999996,25000000,91,-0.25,0.0625,11,13.933293593620657,13.815510557964274,13.933293593620657
STL,No,6.0,9,347,120409,71,5041,2,1,25,St. Louis Cardinals,Missouri,12,144,129,162,16641,Harrison Bader,0.68,0.4624000000000001,23,210,29,0.205,0.04202499999999999,0.796,0.6336160000000001,RF,0.5617283950617284,39,1521,578300,578300,509876,38.49,1481.4801000000002,25000000,91,2.29,5.2441,11,13.26784804414631,13.26784804414631,13.141922837882952
STL,No,0.0,9,168,28224,36,1296,2,1,33,St. Louis Cardinals,Missouri,11,121,67,162,4489,Matt Wieters,0.702,0.49280399999999996,23,235,29,0.214,0.045795999999999996,0.414,0.171396,C,0.5617283950617284,27,729,1500000,1500000,1500000,0.0,0.0,25000000,91,0.46,0.2116,11,14.22097566607244,14.22097566607244,14.22097566607244
STL,No,6.1,9,53,2809,12,144,2,1,24,St. Louis Cardinals,Missouri,2,4,18,162,324,Andrew Knizner,0.67,0.4489000000000001,23,225,29,0.226,0.051076,0.111,0.012321,C,0.5617283950617284,7,49,555000,555000,217832,0.0,0.0,25000000,91,0.25,0.0625,11,13.226723392728571,13.226723392728571,12.291479402472042
STL,No,6.0,9,38,1444,12,144,2,1,23,St. Louis Cardinals,Missouri,4,16,34,162,1156,Lane Thomas,1.093,1.1946489999999998,23,185,29,0.316,0.099856,0.21,0.04409999999999999,CF,0.5617283950617284,12,144,555000,555000,256624,0.0,0.0,25000000,91,0.58,0.3364,11,13.226723392728571,13.226723392728571,12.455367257577159
STL,No,6.4,9,54,2916,10,100,2,1,23,St. Louis Cardinals,Missouri,0,0,38,162,1444,Jack Flaherty,0.451,0.203401,23,225,29,0.185,0.034225,0.235,0.055224999999999996,SP,0.5617283950617284,4,16,562100,562100,562100,97.66,9537.4756,25000000,91,5.87,34.456900000000005,11,13.239435048990167,13.239435048990167,13.239435048990167
STL,No,6.7,9,50,2500,8,64,2,1,37,St. Louis Cardinals,Missouri,0,0,32,162,1024,Adam Wainwright,0.409,0.16728099999999999,23,230,29,0.16,0.0256,0.198,0.039204,SP,0.5617283950617284,2,4,10000000,2000000,10000000,67.2,4515.84,25000000,91,1.84,3.3856,11,16.11809565095832,14.508657738524219,16.11809565095832
STL,No,6.5,9,59,3481,8,64,2,1,30,St. Louis Cardinals,Missouri,0,0,32,162,1024,Miles Mikolas,0.288,0.08294399999999999,23,220,29,0.136,0.018496000000000002,0.198,0.039204,SP,0.5617283950617284,2,4,8750000,7750000,8750000,40.81,1665.4561,25000000,91,1.84,3.3856,11,15.984564258333798,15.86320340132953,15.984564258333798
STL,No,6.1,9,39,1521,8,64,2,1,27,St. Louis Cardinals,Missouri,2,4,29,162,841,Rangel Ravelo,0.666,0.44355600000000006,23,235,29,0.205,0.04202499999999999,0.179,0.032041,1B,0.5617283950617284,7,49,555000,555000,158152,0.0,0.0,25000000,91,-0.07,0.004900000000000001,11,13.226723392728571,13.226723392728571,11.971311874875774
STL,No,6.6,9,36,1296,6,36,2,1,28,St. Louis Cardinals,Missouri,0,0,29,162,841,Michael Wacha,0.361,0.130321,23,215,29,0.167,0.027889000000000004,0.179,0.032041,SP,0.5617283950617284,3,9,6350000,6350000,6350000,18.92,357.9664000000001,25000000,91,0.24,0.0576,11,15.663965370868874,15.663965370868874,15.663965370868874
STL,No,6.5,9,51,2601,4,16,2,1,24,St. Louis Cardinals,Missouri,0,0,33,162,1089,Dakota Hudson,0.175,0.030624999999999996,23,215,29,0.078,0.006084,0.204,0.04161599999999999,SP,0.5617283950617284,2,4,559100,559100,559100,76.79,5896.704100000001,25000000,91,2.23,4.9729,11,13.234083627014737,13.234083627014737,13.234083627014737
STL,No,6.2,9,3,9,1,1,2,1,24,St. Louis Cardinals,Missouri,0,0,24,162,576,Ryan Helsley,0.667,0.44488900000000003,23,230,29,0.333,0.11088900000000002,0.148,0.021903999999999996,P,0.5617283950617284,0,0,555000,555000,310336,0.0,0.0,25000000,91,0.55,0.30250000000000005,11,13.226723392728571,13.226723392728571,12.645410860465024
STL,No,6.1,9,1,1,1,1,2,1,29,St. Louis Cardinals,Missouri,0,0,66,162,4356,John Brebbia,2.0,4.0,23,200,29,1.0,1.0,0.407,0.165649,RP,0.5617283950617284,0,0,569300,569300,569300,63.85,4076.8225,25000000,91,0.75,0.5625,11,13.252162814939172,13.252162814939172,13.252162814939172
STL,No,6.0,9,1,1,0,0,2,1,27,St. Louis Cardinals,Missouri,0,0,48,162,2304,Carlos Martinez,0.0,0.0,23,190,29,0.0,0.0,0.296,0.08761599999999999,RP,0.5617283950617284,0,0,11700000,11500000,11700000,0.0,0.0,25000000,91,0.84,0.7055999999999999,11,16.275099399767985,16.25785759333348,16.275099399767985
STL,No,6.4,9,3,9,0,0,2,1,26,St. Louis Cardinals,Missouri,0,0,64,162,4096,John Gant,0.0,0.0,23,200,29,0.0,0.0,0.395,0.15602500000000002,RP,0.5617283950617284,0,0,571300,571300,571300,77.81,6054.3961,25000000,91,0.68,0.4624000000000001,11,13.255669744712554,13.255669744712554,13.255669744712554
STL,No,6.3,9,1,1,0,0,2,1,27,St. Louis Cardinals,Missouri,0,0,16,162,256,Mike Mayers,0.0,0.0,23,200,29,0.0,0.0,0.099,0.009801,RP,0.5617283950617284,0,0,563700,563700,478898,0.0,0.0,25000000,91,-0.28,0.07840000000000001,11,13.242277474069667,13.242277474069667,13.07924291008477
STL,No,6.2,9,2,4,0,0,2,1,27,St. Louis Cardinals,Missouri,0,0,67,162,4489,Giovanny Gallegos,0.0,0.0,23,215,29,0.0,0.0,0.414,0.171396,RP,0.5617283950617284,0,0,555000,555000,522200,91.96,8456.641599999999,25000000,91,2.21,4.8841,11,13.226723392728571,13.226723392728571,13.165805935247166
STL,No,6.3,9,9,81,0,0,2,1,27,St. Louis Cardinals,Missouri,0,0,13,162,169,Daniel Poncedeleon,0.1,0.010000000000000002,23,200,29,0.0,0.0,0.08,0.0064,RP,0.5617283950617284,0,0,555000,555000,229768,0.0,0.0,25000000,91,0.65,0.42250000000000004,11,13.226723392728571,13.226723392728571,12.344825383177335
STL,No,6.0,9,1,1,0,0,2,1,28,St. Louis Cardinals,Missouri,0,0,1,162,1,Joe Hudson,0.0,0.0,23,210,29,0.0,0.0,0.006,3.6e-05,C,0.5617283950617284,0,0,555000,555000,86536,0.0,0.0,25000000,91,-0.03,0.0009,11,13.226723392728571,13.226723392728571,11.368315791310126
STL,No,6.2,9,4,16,0,0,2,1,22,St. Louis Cardinals,Missouri,0,0,13,162,169,Genesis Cabrera,0.0,0.0,23,180,29,0.0,0.0,0.08,0.0064,RP,0.5617283950617284,0,0,555000,555000,146216,0.0,0.0,25000000,91,-0.43,0.18489999999999998,11,13.226723392728571,13.226723392728571,11.892840259434278
CHW,No,6.3,9,634,401956,180,32400,2,3,32,Chicago White Sox,Illinois,33,1089,159,161,25281,Jose Abreu,0.834,0.695556,6,235,9,0.284,0.08065599999999999,0.988,0.976144,DH,0.4472049689440994,123,15129,16015000,16000000,16015000,48.24,2327.0976,24500000,72,2.45,6.002500000000001,3,16.589036341025395,16.588099280204055,16.589036341025395
CHW,No,6.1,9,498,248004,167,27889,2,3,26,Chicago White Sox,Illinois,18,324,126,161,15876,Tim Anderson,0.865,0.748225,6,185,9,0.335,0.11222500000000002,0.783,0.613089,SS,0.4472049689440994,56,3136,1400000,1400000,1400000,81.58,6655.2964,24500000,72,4.17,17.3889,3,14.151982794585487,14.151982794585487,14.151982794585487
CHW,No,5.8,9,577,332929,161,25921,2,3,28,Chicago White Sox,Illinois,8,64,143,161,20449,Leury Garcia,0.688,0.47334399999999993,6,190,9,0.279,0.07784100000000002,0.888,0.788544,CF,0.4472049689440994,40,1600,1550000,1550000,1550000,36.32,1319.1424,24500000,72,1.64,2.6895999999999995,3,14.253765488895429,14.253765488895429,14.253765488895429
CHW,No,6.2,9,511,261121,161,25921,2,3,24,Chicago White Sox,Illinois,25,625,132,161,17424,Yoan Moncada,0.915,0.8372250000000001,6,225,9,0.315,0.09922500000000001,0.82,0.6723999999999999,2B,0.4472049689440994,79,6241,575000,575000,575000,94.31,8894.376100000001,24500000,72,4.61,21.252100000000002,3,13.262125319779487,13.262125319779487,13.262125319779487
CHW,No,5.8,9,496,246016,125,15625,2,3,27,Chicago White Sox,Illinois,2,4,149,161,22201,Yolmer Sanchez,0.638,0.407044,6,205,9,0.252,0.063504,0.926,0.8574760000000001,3B,0.4472049689440994,43,1849,4625000,4625000,4625000,18.65,347.82249999999993,24500000,72,2.09,4.368099999999999,3,15.346986928928663,15.346986928928663,15.346986928928663
CHW,No,6.4,9,468,219024,125,15625,2,3,22,Chicago White Sox,Illinois,31,961,123,161,15129,Eloy Jimenez,0.829,0.6872409999999999,6,235,9,0.267,0.071289,0.764,0.583696,OF,0.4472049689440994,79,6241,1833333,1000000,1833333,53.32,2843.0224,24500000,72,1.44,2.0736,3,14.421646179716392,13.815510557964274,14.421646179716392
CHW,Si,6.3,9,439,192721,120,14400,2,3,29,Chicago White Sox,Illinois,18,324,119,161,14161,James McCann,0.789,0.6225210000000001,6,220,9,0.273,0.07452900000000001,0.739,0.546121,C,0.4472049689440994,60,3600,2500000,2500000,2500000,67.86,4604.9796,24500000,72,3.75,14.0625,3,14.73180128983843,14.73180128983843,14.73180128983843
CHW,No,6.2,9,227,51529,55,3025,2,3,27,Chicago White Sox,Illinois,6,36,89,161,7921,Adam Engel,0.687,0.4719690000000001,6,220,9,0.242,0.058564,0.553,0.30580900000000005,CF,0.4472049689440994,26,676,571000,571000,343840,0.0,0.0,24500000,72,0.86,0.7395999999999999,3,13.255144488638146,13.255144488638146,12.747931711876337
