Acronimo_t,Acronimo_t_1,Agente libre,Altura_t,Altura_t_1,Anio_t,Anio_t_1,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Edad_t,Edad_t_1,Equipo_t,Equipo_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,OPS_2_t,OPS_2_t_1,OPS_t,OPS_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_bateo_2_t,Porcentaje_bateo_2_t_1,Porcentaje_bateo_t,Porcentaje_bateo_t_1,Porcetnaje_juegos_2_t,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_t,Porcetnaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,RBI_2_t,RBI_2_t_1,RBI_t,RBI_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,Sueldo_t,Sueldo_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_base_t,ln_Sueldo_regular_t,ln_Sueldo_t
MIL,MIL,No,0.0,0.0,8,7,164025,144400,405,380,10609,10404,103,102,5,3,34,33,Milwaukee Brewers,Milwaukee Brewers,400,289,20,17,15876,10816,126,104,163,162,Ryan Braun,0.6115240000000001,0.6740409999999999,0.782,0.821,1,1,205,205,5,4,0.064516,0.07182400000000001,0.254,0.268,0.597529,0.41216400000000003,0.773,0.642,LF,LF,0.588957055214724,0.5308641975308642,4096,2704,64,52,19000000,19000000,20000000,20000000,20000000,20000000,314.35290000000003,832.8996,17.73,28.86,103750000,7550000,96,86,0.7744,0.8649000000000001,0.88,0.93,0,0,16.759949537130716,16.811242831518264,16.811242831518264
ATL,BAL,Si,6.3,6.3,8,7,25921,1444,161,38,1225,64,35,8,4,5,31,30,Atlanta Braves,Baltimore Orioles,4,0,2,0,6561,529,81,23,162,162,Ryan Flaherty,0.34809999999999997,0.29052100000000003,0.59,0.539,18,7,220,220,24,14,0.047089,0.044521,0.217,0.211,0.25,0.020163999999999998,0.5,0.142,3B,3B,0.5555555555555556,0.4629629629629629,169,16,13,4,750000,1800000,750000,1800000,750000,1800000,0.0,0.0,0.0,0.0,2900000,55600000,90,75,0.9409,0.0144,-0.97,-0.12,3,3,13.527828485512494,13.527828485512494,13.527828485512494
COL,COL,No,6.2,6.2,8,7,32761,361,181,19,1764,9,42,3,5,4,23,22,Colorado Rockies,Colorado Rockies,25,0,5,0,8281,289,91,17,163,162,Ryan McMahon,0.4664890000000001,0.29593600000000003,0.683,0.544,1,1,219,219,5,4,0.053824000000000004,0.024964,0.232,0.158,0.3113640000000001,0.011024999999999998,0.558,0.105,3B,3B,0.558282208588957,0.5370370370370371,361,1,19,1,547000,535000,361743,111074,547000,535000,0.0,0.0,0.0,0.0,122500000,97250000,91,87,0.0121,0.010000000000000002,0.11,-0.1,0,0,13.212204081404119,12.798689293926412,13.212204081404119
TEX,TEX,No,6.2,6.2,8,7,19321,16641,139,129,729,784,27,28,4,4,28,27,Texas Rangers,Texas Rangers,36,9,6,3,3844,3969,62,63,162,162,Ryan Rua,0.3364,0.393129,0.58,0.627,2,2,205,205,8,8,0.037636,0.047089,0.194,0.217,0.146689,0.151321,0.383,0.389,RF,LF,0.4135802469135802,0.4814814814814814,144,144,12,12,870000,544740,870000,351286,870000,544740,0.0,0.0,0.0,0.0,35000000,36000000,67,78,0.5041,0.0361,-0.71,-0.19,0,0,13.676248490630767,13.676248490630767,13.676248490630767
WSH,WSH,No,6.3,6.3,8,7,82944,274576,288,524,5776,25281,76,159,5,4,33,32,Washington Nationals,Washington Nationals,169,1296,13,36,7396,20736,86,144,162,163,Ryan Zimmerman,0.6789759999999999,0.8649000000000001,0.824,0.93,1,1,215,215,5,5,0.06969600000000001,0.091809,0.264,0.303,0.281961,0.790321,0.531,0.889,1B,1B,0.5061728395061729,0.5950920245398773,2601,11664,51,108,14000000,14000000,14000000,14000000,14000000,14000000,0.0,4414.2735999999995,0.0,66.44,23300000,10400000,82,97,1.6900000000000002,7.290000000000001,1.3,2.7,0,0,16.454567887579532,16.454567887579532,16.454567887579532
SF,SF,No,6.2,6.2,8,7,64,22500,8,150,9,676,3,26,2,3,24,23,San Francisco Giants,San Francisco Giants,4,4,2,2,25,2809,5,53,162,162,Ryder Jones,2.25,0.267289,1.5,0.517,23,23,221,221,26,26,0.140625,0.029928999999999997,0.375,0.173,0.0009609999999999999,0.10692900000000001,0.031,0.327,3B,3B,0.4506172839506173,0.3950617283950617,9,25,3,5,545000,535000,82040,175380,545000,535000,0.0,0.0,0.0,0.0,11500000,65250000,73,64,0.0484,1.7956000000000003,0.22,-1.34,8,8,13.208541073645382,11.314962212186316,13.208541073645382
SEA,OAK,No,6.4,6.4,8,7,243049,331776,493,576,13456,24336,116,156,3,5,26,25,Seattle Mariners,Oakland Athletics,576,625,24,25,17956,22201,134,149,162,162,Ryon Healy,0.47334399999999993,0.568516,0.688,0.754,0,15,230,230,4,26,0.055224999999999996,0.073441,0.235,0.271,0.6839289999999999,0.8464,0.827,0.92,1B,1B,0.5493827160493827,0.4629629629629629,5329,6084,73,78,559200,537500,559200,537500,559200,537500,660.49,1852.4415999999999,25.7,43.04,17750000,34500000,89,75,0.3844,1.0201,-0.62,1.01,0,9,13.234262469901738,13.234262469901738,13.234262469901738
CIN,CIN,No,6.5,6.5,8,7,1296,576,36,24,4,1,2,1,3,2,24,23,Cincinnati Reds,Cincinnati Reds,0,0,0,0,1521,256,39,16,162,162,Sal Romano,0.019321000000000005,0.026569000000000002,0.139,0.163,10,10,255,255,15,15,0.0031360000000000003,0.0017640000000000002,0.056,0.042,0.058080999999999994,0.009801,0.241,0.099,SP,SP,0.4135802469135802,0.419753086419753,4,0,2,0,545000,535000,545000,230917,545000,535000,395.21439999999996,0.0,19.88,0.0,10250000,5300000,67,68,0.1369,0.1296,-0.37,0.36,5,5,13.208541073645382,13.208541073645382,13.208541073645382
KC,KC,No,6.3,6.3,8,7,260100,221841,510,471,14400,15876,120,126,6,4,28,27,Kansas City Royals,Kansas City Royals,729,729,27,27,16641,16641,129,129,162,162,Salvador Perez,0.508369,0.627264,0.713,0.792,4,4,255,255,9,9,0.055224999999999996,0.07182400000000001,0.235,0.268,0.6336160000000001,0.6336160000000001,0.796,0.796,C,C,0.4938271604938271,0.4938271604938271,6400,6400,80,80,7500000,3000000,8700000,4200000,8700000,4200000,1453.1344,2031.3049,38.12,45.07,16775000,43800000,80,80,5.522500000000001,6.0516,2.35,2.46,2,2,15.830413578506539,15.978833583624812,15.978833583624812
TOR,KC,No,6.2,6.2,8,7,9,25,3,5,1,1,1,1,3,4,28,27,Toronto Blue Jays,Kansas City Royals,0,0,0,0,676,256,26,16,162,162,Sam Gaviglio,1.0,0.16000000000000003,1.0,0.4,2,4,205,205,7,9,0.11088900000000002,0.04000000000000001,0.333,0.2,0.025921000000000003,0.009801,0.161,0.099,SP,SP,0.4506172839506173,0.4938271604938271,0,0,0,0,545000,535000,418990,90613,545000,535000,525.3264,0.0,22.92,0.0,17000000,43800000,73,80,0.2916,0.16809999999999997,0.54,0.41,2,2,13.208541073645382,12.94560233227102,13.208541073645382
BOS,BOS,No,6.0,6.0,8,7,1296,5776,36,76,64,400,8,20,3,1,24,23,Boston Red Sox,Boston Red Sox,1,0,1,0,361,1089,19,33,162,162,Sam Travis,0.42510400000000004,0.44488900000000003,0.652,0.667,14,13,205,205,24,23,0.049284,0.06916900000000001,0.222,0.263,0.013689000000000002,0.04161599999999999,0.117,0.204,1B,1B,0.6666666666666666,0.5740740740740741,49,1,7,1,545000,535000,128920,219225,545000,535000,0.0,0.0,0.0,0.0,131000000,5500000,108,93,0.04409999999999999,0.12249999999999998,-0.21,-0.35,9,8,13.208541073645382,11.766947335929375,13.208541073645382
LAD,KC,No,6.2,6.2,8,7,25,9,5,3,0,0,0,0,2,4,28,27,Los Angeles Dodgers,Kansas City Royals,0,0,0,0,5329,3364,73,58,163,162,Scott Alexander,0.0,0.0,0.0,0.0,25,4,195,195,32,9,0.0,0.0,0.0,0.0,0.20070400000000002,0.128164,0.448,0.358,RP,RP,0.5644171779141104,0.4938271604938271,0,0,0,0,550000,535000,520432,505679,550000,535000,2337.7225000000003,8449.2864,48.35,91.92,4000000,43800000,92,80,0.11560000000000002,4.928400000000001,0.34,2.22,6,2,13.217673557208654,13.16241451489063,13.217673557208654
CIN,CIN,No,6.1,6.1,8,7,144400,223729,380,473,9409,12100,97,110,3,2,27,26,Cincinnati Reds,Cincinnati Reds,289,900,17,30,11449,19881,107,141,162,162,Scott Schebler,0.6037290000000001,0.625681,0.777,0.791,10,10,228,228,15,15,0.065025,0.054289000000000004,0.255,0.233,0.43692100000000006,0.7569,0.661,0.87,RF,LF,0.4135802469135802,0.419753086419753,2401,4489,49,67,580000,540000,580000,540000,580000,540000,3787.1715999999997,3272.9841,61.54,57.21,10250000,5300000,67,68,1.2321000000000002,1.3456,1.11,1.16,5,5,13.270783382522602,13.270783382522602,13.270783382522602
OAK,OAK,No,6.5,6.5,8,7,25,9,5,3,1,0,1,0,3,5,26,25,Oakland Athletics,Oakland Athletics,0,0,0,0,729,841,27,29,162,162,Sean Manaea,0.16000000000000003,0.0625,0.4,0.25,15,15,245,245,27,26,0.04000000000000001,0.0,0.2,0.0,0.027889000000000004,0.032041,0.167,0.179,SP,SP,0.5987654320987654,0.4629629629629629,0,0,0,0,550000,537500,550000,537500,550000,537500,7167.315599999999,3738.0996,84.66,61.14,18000000,34500000,97,75,7.728399999999999,2.6895999999999995,2.78,1.64,9,9,13.217673557208654,13.217673557208654,13.217673557208654
ATL,ATL,No,6.5,6.5,8,7,2025,729,45,27,4,1,2,1,4,5,25,24,Atlanta Braves,Atlanta Braves,0,0,0,0,961,361,31,19,162,162,Sean Newcomb,0.017424000000000002,0.019600000000000003,0.132,0.14,18,18,255,255,24,23,0.0019359999999999998,0.0013689999999999998,0.044,0.037,0.036481,0.013689000000000002,0.191,0.117,SP,SP,0.5555555555555556,0.4444444444444444,1,0,1,0,555000,535000,555000,330299,555000,535000,4851.1225,1964.2624,69.65,44.32,2900000,34525000,90,72,2.7556,1.7424000000000002,1.66,1.32,3,3,13.226723392728571,13.226723392728571,13.226723392728571
NYM,NYM,No,6.4,6.4,8,7,121,841,11,29,1,16,1,4,8,2,28,27,New York Mets,New York Mets,0,1,0,1,3025,400,55,20,162,162,Seth Lugo,0.066564,0.20070400000000002,0.258,0.448,5,5,225,225,9,9,0.008281,0.019044000000000002,0.091,0.138,0.11560000000000002,0.015375999999999999,0.34,0.124,RP,SP,0.4753086419753086,0.4320987654320987,0,4,0,2,564000,543500,564000,543500,564000,543500,9147.0096,3347.7796,95.64,57.86,89635000,116500000,77,70,4.6225,0.6241000000000001,2.15,0.79,2,2,13.242809530480196,13.242809530480196,13.242809530480196
ARI,ARI,No,6.3,6.3,8,7,9,36,3,6,0,0,0,0,2,5,27,26,Arizona Diamondbacks,Arizona Diamondbacks,0,0,0,0,25,16,5,4,162,162,Shelby Miller,0.04000000000000001,0.11088900000000002,0.2,0.333,1,1,225,225,6,6,0.0,0.0,0.0,0.0,0.0009609999999999999,0.0006250000000000001,0.031,0.025,RP,RP,0.5061728395061729,0.5740740740740741,1,0,1,0,4900000,4700000,4900000,4700000,4900000,4700000,0.0,0.0,0.0,0.0,15750000,9750000,82,93,1.1025,0.11560000000000002,-1.05,0.34,1,1,15.404745763080856,15.404745763080856,15.404745763080856
TEX,TEX,Si,0.0,0.0,8,7,313600,295936,560,544,21904,20449,148,143,4,4,35,34,Texas Rangers,Texas Rangers,441,484,21,22,21316,22201,146,149,162,162,Shin-Soo Choo,0.659344,0.613089,0.812,0.783,2,2,210,210,8,8,0.06969600000000001,0.06916900000000001,0.264,0.263,0.811801,0.8464,0.901,0.92,DH,RF,0.4135802469135802,0.4814814814814814,3844,6084,62,78,20000000,20000000,20100000,20000000,20100000,20000000,2443.3249,871.4304,49.43,29.52,35000000,36000000,67,78,7.398400000000001,0.6084,2.72,0.78,0,0,16.811242831518264,16.816230373029303,16.816230373029303
MIA,NYY,No,6.2,6.2,8,7,351649,196249,593,443,27225,17689,165,133,1,3,28,27,Miami Marlins,New York Yankees,144,256,12,16,23716,12544,154,112,161,162,Starlin Castro,0.5314409999999999,0.627264,0.729,0.792,2,40,230,230,2,53,0.07728400000000002,0.09,0.278,0.3,0.9158489999999999,0.47748099999999993,0.957,0.691,2B,2B,0.391304347826087,0.5617283950617284,2916,3969,54,63,10000000,9000000,10857142,9857142,10857142,9857142,1846.4208999999998,2087.5760999999998,42.97,45.69,3250000,102500000,63,91,2.9583999999999997,4.120899999999999,1.72,2.03,2,27,16.11809565095832,16.20033367024792,16.20033367024792
OAK,STL,No,6.4,6.4,8,7,298116,116281,546,341,21316,6400,146,80,3,2,27,26,Oakland Athletics,St. Louis Cardinals,729,81,27,9,22801,11449,151,107,162,162,Stephen Piscotty,0.6740409999999999,0.49984899999999993,0.821,0.707,15,23,211,211,27,28,0.071289,0.055224999999999996,0.267,0.235,0.8686240000000001,0.43692100000000006,0.932,0.661,RF,RF,0.5987654320987654,0.5123456790123457,7744,1521,88,39,1000000,1000000,1333333,1333333,1333333,1333333,4922.4256,611.5729,70.16,24.73,18000000,113000000,97,83,7.7841000000000005,0.4096,2.79,0.64,9,11,13.815510557964274,14.103192380416024,14.103192380416024
WSH,WSH,No,6.5,6.5,8,7,1681,2916,41,54,25,49,5,7,5,4,29,28,Washington Nationals,Washington Nationals,0,4,0,2,484,784,22,28,162,163,Stephen Strasburg,0.08122499999999999,0.16080100000000003,0.285,0.401,1,1,235,235,5,5,0.014884,0.016900000000000002,0.122,0.13,0.018496000000000002,0.029928999999999997,0.136,0.173,SP,SP,0.5061728395061729,0.5950920245398773,1,9,1,3,15000000,15000000,18333333,18333333,18333333,18333333,1312.6128999999999,8550.7009,36.23,92.47,23300000,10400000,82,97,6.969600000000001,38.564099999999996,2.64,6.21,0,0,16.523560759066484,16.724231436346816,16.724231436346816
NYM,NYM,No,6.2,6.2,8,7,2116,441,46,21,25,9,5,3,8,2,27,26,New York Mets,New York Mets,4,0,2,0,900,289,30,17,162,162,Steven Matz,0.179776,0.08179599999999998,0.424,0.286,5,5,201,201,9,9,0.011881,0.020448999999999995,0.109,0.143,0.034225,0.011024999999999998,0.185,0.105,SP,SP,0.4753086419753086,0.4320987654320987,16,1,4,1,577000,562250,577000,562250,577000,562250,3027.2004,228.3121,55.02,15.11,89635000,116500000,77,70,2.25,0.016900000000000002,1.5,-0.13,2,2,13.265597545490236,13.265597545490236,13.265597545490236
ARI,TB,No,6.4,6.4,8,7,58081,273529,241,523,2809,15625,53,125,2,5,29,28,Arizona Diamondbacks,Tampa Bay Rays,25,900,5,30,5184,21904,72,148,162,162,Steven Souza,0.45968400000000004,0.6561000000000001,0.678,0.81,1,1,225,225,6,4,0.0484,0.057121,0.22,0.239,0.197136,0.835396,0.444,0.914,RF,RF,0.5061728395061729,0.4938271604938271,841,6084,29,78,3550000,546700,3550000,546700,3550000,546700,0.0,7878.337600000001,0.0,88.76,15750000,21700000,82,80,0.06760000000000001,17.7241,-0.26,4.21,1,0,15.082458161451598,15.082458161451598,15.082458161451598
ARI,ARI,No,6.3,6.3,8,7,49,25,7,5,0,1,0,1,2,5,29,28,Arizona Diamondbacks,Arizona Diamondbacks,0,0,0,0,2209,1849,47,43,162,162,T.J. McFarland,0.0,0.16000000000000003,0.0,0.4,1,1,200,200,6,6,0.0,0.04000000000000001,0.0,0.2,0.0841,0.07022500000000001,0.29,0.265,RP,RP,0.5061728395061729,0.5740740740740741,0,0,0,0,850000,535000,850000,461834,850000,535000,0.0,0.0,0.0,0.0,15750000,9750000,82,93,2.5600000000000005,0.7569,1.6,-0.87,1,1,13.652991628466498,13.652991628466498,13.652991628466498
ARI,ARI,No,6.4,6.4,8,7,16,2704,4,52,0,144,0,12,2,5,25,24,Arizona Diamondbacks,Arizona Diamondbacks,0,1,0,1,9,784,3,28,162,162,Taijuan Walker,0.0,0.30580900000000005,0.0,0.553,1,1,235,235,6,6,0.0,0.053361000000000006,0.0,0.231,0.000361,0.029928999999999997,0.019,0.173,SP,SP,0.5061728395061729,0.5740740740740741,0,25,0,5,4825000,2250000,4825000,2250000,4825000,2250000,0.0,6283.732899999999,0.0,79.27,15750000,9750000,82,93,0.0841,7.7841000000000005,0.29,2.79,1,1,15.389321292755223,15.389321292755223,15.389321292755223
WSH,WSH,No,6.2,6.2,8,7,3364,3025,58,55,121,25,11,5,5,4,31,30,Washington Nationals,Washington Nationals,0,0,0,0,961,1024,31,32,162,163,Tanner Roark,0.225625,0.046655999999999996,0.475,0.216,1,1,238,238,5,5,0.0361,0.008281,0.19,0.091,0.036481,0.039204,0.191,0.198,SP,SP,0.5061728395061729,0.5950920245398773,64,0,8,0,6475000,4315000,6475000,4315000,6475000,4315000,4332.272399999999,3326.9824,65.82,57.68,23300000,10400000,82,97,8.7616,1.5129,2.96,1.23,0,0,15.683459165549875,15.683459165549875,15.683459165549875
TOR,TOR,No,6.2,6.2,8,7,226576,7744,476,88,12996,529,114,23,3,6,25,24,Toronto Blue Jays,Toronto Blue Jays,484,64,22,8,18496,729,136,27,162,162,Teoscar Hernandez,0.594441,0.8244640000000001,0.771,0.908,2,2,205,205,7,7,0.0576,0.068121,0.24,0.261,0.7055999999999999,0.027889000000000004,0.84,0.167,LF,CF,0.4506172839506173,0.4691358024691358,3249,400,57,20,545000,535000,501030,90613,545000,535000,2479.0441,0.0,49.79,0.0,17000000,70000000,73,76,0.028900000000000006,0.0,0.17,0.0,2,2,13.208541073645382,13.124421258513772,13.208541073645382
CHC,KC,No,5.7,5.7,8,7,25,16,5,4,1,0,1,0,7,4,27,26,Chicago Cubs,Kansas City Royals,0,0,0,0,196,144,14,12,163,162,Terrance Gore,0.16000000000000003,0.04000000000000001,0.4,0.2,17,4,160,160,20,9,0.04000000000000001,0.0,0.2,0.0,0.007395999999999999,0.005475999999999999,0.086,0.074,LF,LF,0.5828220858895705,0.4938271604938271,0,0,0,0,545000,536500,87900,126076,545000,536500,0.0,0.0,0.0,0.0,215545000,43800000,95,80,0.019600000000000003,0.07840000000000001,0.14,-0.28,3,2,13.208541073645382,11.383955083673268,13.208541073645382
CHW,CHW,No,6.1,6.1,8,7,321489,344569,567,587,18496,22801,136,151,2,1,25,24,Chicago White Sox,Chicago White Sox,400,289,20,17,23409,21316,153,146,162,162,Tim Anderson,0.4719690000000001,0.4610410000000001,0.687,0.679,6,6,185,185,9,9,0.0576,0.066049,0.24,0.257,0.8911359999999999,0.811801,0.944,0.901,SS,SS,0.382716049382716,0.4135802469135802,4096,3136,64,56,1000000,850000,1000000,850000,1000000,850000,2583.6888999999996,732.7849,50.83,27.07,19750000,6000000,62,67,13.838400000000002,0.16000000000000003,3.72,-0.4,3,3,13.815510557964274,13.815510557964274,13.815510557964274
BAL,BAL,No,6.1,6.1,8,7,136161,284089,369,533,7225,21609,85,147,2,5,28,27,Baltimore Orioles,Baltimore Orioles,144,484,12,22,9216,18769,96,137,162,162,Tim Beckham,0.43692100000000006,0.605284,0.661,0.778,7,7,205,205,14,14,0.0529,0.07617600000000001,0.23,0.276,0.351649,0.7157159999999999,0.593,0.846,SS,SS,0.2901234567901234,0.4629629629629629,1225,3844,35,62,3350000,885000,3350000,304668,3350000,885000,0.0,3495.1744,0.0,59.12,73000000,55600000,47,75,0.1521,4.2436,0.39,2.06,3,3,15.02447090380125,15.02447090380125,15.02447090380125
LAD,LAD,No,6.1,6.1,8,7,121,1,11,1,4,0,2,0,2,6,25,24,Los Angeles Dodgers,Los Angeles Dodgers,0,0,0,0,324,9,18,3,163,162,Tim Locastro,0.39690000000000003,0.0,0.63,0.0,25,25,190,190,32,31,0.033124,0.0,0.182,0.0,0.0121,0.000361,0.11,0.019,2B,2B,0.5644171779141104,0.6419753086419753,0,0,0,0,545000,535000,120130,8769,545000,535000,0.0,0.0,0.0,0.0,4000000,199600000,92,104,0.04409999999999999,0.0004,0.21,-0.02,6,6,13.208541073645382,11.69632976871542,13.208541073645382
NYM,NYY,Si,6.3,6.3,8,7,166464,224676,408,474,7569,10201,87,101,8,3,32,31,New York Mets,New York Yankees,324,729,18,27,13225,21609,115,147,162,162,Todd Frazier,0.4830249999999999,0.5959840000000001,0.695,0.772,5,40,220,220,9,53,0.045369,0.045369,0.213,0.213,0.5041,0.8226490000000001,0.71,0.907,3B,3B,0.4753086419753086,0.5617283950617284,3481,5776,59,76,8000000,12000000,8000000,4983624,8000000,12000000,1620.0625,1723.0801,40.25,41.51,89635000,102500000,77,91,6.100900000000001,3.3124000000000002,2.47,1.82,2,27,15.89495209964411,15.89495209964411,15.89495209964411
COL,COL,No,6.1,6.1,8,7,8649,576,93,24,441,1,21,1,5,4,27,26,Colorado Rockies,Colorado Rockies,4,0,2,0,1444,144,38,12,163,162,Tom Murphy,0.405769,0.039601000000000004,0.637,0.199,1,1,218,218,5,4,0.051076,0.0017640000000000002,0.226,0.042,0.054289000000000004,0.005475999999999999,0.233,0.074,C,C,0.558282208588957,0.5370370370370371,121,1,11,1,545000,537000,251980,352080,545000,537000,0.0,0.0,0.0,0.0,122500000,97250000,91,87,0.0625,0.18489999999999998,-0.25,-0.43,0,0,13.208541073645382,12.437104998264621,13.208541073645382
NYM,NYM,No,6.0,6.0,8,7,7056,100,84,10,196,9,14,3,8,2,24,23,New York Mets,New York Mets,1,0,1,0,1156,25,34,5,162,162,Tomas Nido,0.191844,0.48999999999999994,0.438,0.7,5,5,210,210,9,9,0.027889000000000004,0.09,0.167,0.3,0.04409999999999999,0.0009609999999999999,0.21,0.031,C,C,0.4753086419753086,0.4320987654320987,81,9,9,3,545000,535000,219750,58460,545000,535000,0.0,0.0,0.0,0.0,89635000,116500000,77,70,0.2304,0.0016,-0.48,0.04,2,2,13.208541073645382,12.300245815547424,13.208541073645382
TB,STL,No,6.1,6.1,8,7,244036,197136,494,444,18496,18225,136,135,2,2,30,29,Tampa Bay Rays,St. Louis Cardinals,441,529,21,23,19321,16384,139,128,162,162,Tommy Pham,0.6889,0.8593290000000001,0.83,0.927,1,23,223,223,4,28,0.07562500000000001,0.092416,0.275,0.304,0.7361639999999999,0.6241000000000001,0.858,0.79,CF,LF,0.5555555555555556,0.5123456790123457,3969,5184,63,72,570100,535000,190030,438450,570100,535000,6188.9689,9858.504100000002,78.67,99.29,6500000,113000000,90,83,0.6241000000000001,37.9456,0.79,6.16,0,11,13.253567063019673,12.154937233415403,13.253567063019673
HOU,HOU,No,5.6,5.6,8,7,65025,1369,255,37,4489,64,67,8,2,3,26,25,Houston Astros,Houston Astros,36,0,6,0,9409,289,97,17,162,162,Tony Kemp,0.552049,0.25,0.743,0.5,2,2,160,160,12,11,0.06916900000000001,0.046655999999999996,0.263,0.216,0.358801,0.011024999999999998,0.599,0.105,LF,LF,0.6358024691358025,0.6234567901234568,900,16,30,4,545000,535000,404340,102305,545000,535000,0.0,0.0,0.0,0.0,23500000,82000000,103,101,0.43560000000000004,0.0001,0.66,0.01,1,1,13.208541073645382,12.910011387168318,13.208541073645382
SD,SD,No,6.2,6.2,8,7,120409,5625,347,75,8100,196,90,14,3,4,27,26,San Diego Padres,San Diego Padres,16,0,4,0,13924,729,118,27,162,162,Travis Jankowski,0.45968400000000004,0.24601599999999998,0.678,0.496,2,2,190,190,5,5,0.067081,0.034969,0.259,0.187,0.529984,0.027889000000000004,0.728,0.167,RF,CF,0.4074074074074074,0.4382716049382716,289,1,17,1,555000,544300,462520,407438,555000,544300,1404.7503999999997,0.0,37.48,0.0,149500000,8250000,66,71,1.2768999999999997,0.019600000000000003,1.13,-0.14,0,0,13.226723392728571,13.044445078242898,13.226723392728571
MIL,MIL,No,6.4,6.4,8,7,248004,289444,498,538,14400,21609,120,147,5,3,28,27,Milwaukee Brewers,Milwaukee Brewers,1024,961,32,31,23104,20736,152,144,163,162,Travis Shaw,0.6806249999999999,0.7430439999999999,0.825,0.862,1,1,230,230,5,4,0.058080999999999994,0.07452900000000001,0.241,0.273,0.8704890000000001,0.790321,0.933,0.889,3B,3B,0.588957055214724,0.5308641975308642,7396,10201,86,101,567400,544400,567400,544400,567400,544400,7740.4804,8392.3921,87.98,91.61,103750000,7550000,96,86,16.728099999999998,15.366399999999999,4.09,3.92,0,0,13.248819801356888,13.248819801356888,13.248819801356888
NYM,NYM,No,6.2,6.2,8,7,225,121104,15,348,9,7225,3,85,8,2,29,28,New York Mets,New York Mets,1,256,1,16,16,12544,4,112,162,162,Travis d'Arnaud,0.42250000000000004,0.540225,0.65,0.735,5,5,210,210,9,9,0.04000000000000001,0.059536,0.2,0.244,0.0006250000000000001,0.47748099999999993,0.025,0.691,C,C,0.4753086419753086,0.4320987654320987,9,3249,3,57,3475000,1875000,3475000,1875000,3475000,1875000,0.0,1079.7796,0.0,32.86,89635000,116500000,77,70,0.004900000000000001,1.4641,-0.07,1.21,2,2,15.06110503698103,15.06110503698103,15.06110503698103
WSH,WSH,No,6.2,6.2,8,7,440896,169744,664,412,32400,13456,180,116,5,4,25,24,Washington Nationals,Washington Nationals,361,121,19,11,26244,9604,162,98,162,163,Trea Turner,0.5776,0.6115240000000001,0.76,0.782,1,1,185,185,5,5,0.073441,0.07952399999999998,0.271,0.282,1.0,0.366025,1.0,0.605,SS,SS,0.5061728395061729,0.5950920245398773,5329,2025,73,45,577200,554900,577200,554900,577200,554900,8202.924899999998,8471.361600000002,90.57,92.04,23300000,10400000,82,97,16.81,6.812099999999999,4.1,2.61,0,0,13.265944105881854,13.265944105881854,13.265944105881854
COL,COL,No,6.2,6.2,8,7,357604,253009,598,503,30276,14161,174,119,5,4,25,24,Colorado Rockies,Colorado Rockies,1369,576,37,24,24964,21025,158,145,163,162,Trevor Story,0.835396,0.580644,0.914,0.762,1,1,213,213,5,4,0.08468099999999999,0.056169,0.291,0.237,0.9389609999999999,0.801025,0.969,0.895,SS,SS,0.558282208588957,0.5370370370370371,11664,6724,108,82,555000,540000,555000,540000,555000,540000,9747.6129,4212.010000000001,98.73,64.9,122500000,97250000,91,87,31.136400000000002,6.969600000000001,5.58,2.64,0,0,13.226723392728571,13.226723392728571,13.226723392728571
BAL,BAL,No,6.3,6.3,8,7,338724,294849,582,543,19881,25281,141,159,2,5,26,25,Baltimore Orioles,Baltimore Orioles,576,576,24,24,24336,21609,156,147,162,162,Trey Mancini,0.5112249999999999,0.6822759999999999,0.715,0.826,7,7,230,230,14,14,0.058564,0.085849,0.242,0.293,0.9273689999999999,0.8226490000000001,0.963,0.907,LF,LF,0.2901234567901234,0.4629629629629629,3364,6084,58,78,556500,536000,556500,536000,556500,536000,1125.6024999999997,4436.8921,33.55,66.61,73000000,55600000,47,75,0.0064,4.9729,-0.08,2.23,3,3,13.229422449697736,13.229422449697736,13.229422449697736
