Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_inicio_de_contrato_t,Anio_inicio_de_contrato_t_1,Anio,Anios_de_contrato_t,Anios_de_contrato_t_1,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Edad_t_1,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,OPS_2_t,OPS_2_t_1,OPS_t,OPS_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_bateo_2_t,Porcentaje_bateo_2_t_1,Porcentaje_bateo_t,Porcentaje_bateo_t_1,Porcetnaje_juegos_2_t,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_t,Porcetnaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,RBI_2_t,RBI_2_t_1,RBI_t,RBI_t_1,Status,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
MIN,TB,6.3,6.3,2020,2018,2018,2017,2018,1,1,101124,262144,318,512,3481,15876,59,126,0,0,6,5,1,2,30,29,30,29,TB,Minnesota Twins,Tampa Bay Rays,Minnesota,18648494,13148494,225,1444,15,38,9025,22201,95,149,162,162,Logan Morrison,0.41473600000000005,0.753424,0.644,0.868,6,1,245,245,15,4,0.034596,0.060516,0.186,0.246,0.343396,0.8464,0.586,0.92,DH,DH,0.4814814814814814,0.4938271604938271,1521,7225,39,85,UFA,5500000,2750000,5500000,2500000,5500000,2750000,0.0,7458.0496,0.0,86.36,6500000,52250000,21700000,6500000,2500000,6500000,78,80,0.0961,13.395600000000002,-0.31,3.66,3,0,15.520258650202699,15.520258650202699,15.520258650202699
OAK,COL,6.0,6.0,2019,2018,2018,2012,2018,1,5,172225,178929,415,423,10000,12544,100,112,0,0,3,4,5,1,31,25,32,31,COL,Oakland Athletics,Colorado Rockies,California,25714000,19214000,16,36,4,6,15876,15129,126,123,162,162,Jonathan Lucroy,0.380689,0.512656,0.617,0.716,15,1,200,200,27,4,0.058080999999999994,0.07022500000000001,0.241,0.265,0.605284,0.5760810000000001,0.778,0.759,C,C,0.5987654320987654,0.5370370370370371,2601,1600,51,40,UFA,6500000,1836096,6500000,5250000,6500000,5250000,35.28360000000001,880.3089000000001,5.94,29.67,6500000,18000000,97250000,6500000,11000000,6500000,97,87,0.4760999999999999,0.7569,-0.69,0.87,9,0,15.687312734865866,15.687312734865866,15.687312734865866
MIL,KC,6.0,6.0,2020,2018,2018,2016,2018,1,2,328329,308025,573,555,20736,22801,144,151,0,0,5,4,1,2,29,27,29,28,KC,Milwaukee Brewers,Kansas City Royals,Wisconsin,30511864,22811864,784,1444,28,38,23409,21904,153,148,163,162,Mike Moustakas,0.599076,0.697225,0.774,0.835,1,4,225,225,5,9,0.063001,0.07398400000000001,0.251,0.272,0.8817209999999999,0.835396,0.939,0.914,3B,3B,0.588957055214724,0.4938271604938271,9025,7225,95,85,UFA,1922050,8700000,5500000,8700000,7700000,8700000,3173.0688999999998,3064.7296,56.33,55.36,6500000,103750000,43800000,6500000,14300000,6500000,96,80,4.494400000000001,3.24,2.12,1.8,0,2,14.46890288274216,15.520258650202699,15.856730886823913
MIL,LAD,6.1,6.1,2019,2018,2018,2014,2018,1,4,117649,201601,343,449,6889,8836,83,94,0,0,5,6,1,5,36,32,37,36,LAD,Milwaukee Brewers,Los Angeles Dodgers,Wisconsin,105738342,104905000,169,676,13,26,15129,21609,123,147,163,162,Curtis Granderson,0.6115240000000001,0.589824,0.782,0.768,1,25,200,200,5,31,0.058564,0.043681,0.242,0.209,0.570025,0.8226490000000001,0.755,0.907,RF,RF,0.588957055214724,0.6419753086419753,1444,4096,38,64,UFA,833342,3606548,5000000,15000000,5000000,15000000,1530.3743999999997,326.8863999999999,39.12,18.08,5000000,103750000,199600000,5000000,60000000,5000000,96,104,0.36,0.0625,0.6,-0.25,0,6,13.63319940111624,15.424948470398375,15.424948470398375
STL,ATL,6.3,6.3,2019,2018,2018,2017,2018,1,1,93636,114921,306,339,5329,8649,73,93,0,0,3,5,2,1,29,28,29,28,ATL,St. Louis Cardinals,Atlanta Braves,Missouri,11229427,7229427,441,400,21,20,14641,17161,121,131,162,162,Matt Adams,0.617796,0.7072809999999999,0.786,0.841,23,18,245,245,28,23,0.057121,0.07507600000000002,0.239,0.274,0.558009,0.6544810000000001,0.747,0.809,1B,1B,0.5432098765432098,0.4444444444444444,3249,4225,57,65,UFA,881705,2065573,4000000,2800000,4000000,2800000,1246.7961000000003,1596.0025000000003,35.31,39.95,4000000,28000000,34525000,4000000,2800000,4000000,88,72,1.8769000000000002,0.17639999999999997,1.37,0.42,11,3,13.689612811922144,15.201804919084164,15.201804919084164
NYY,MIL,0.0,0.0,2019,2018,2018,2017,2018,1,1,120409,148225,347,385,5776,10404,76,102,0,0,2,3,2,1,32,31,32,31,MIL,New York Yankees,Milwaukee Brewers,New York,52087000,48087000,121,196,11,14,12769,12321,113,111,162,162,Neil Walker,0.44089600000000007,0.6448090000000001,0.664,0.803,40,1,210,210,54,4,0.047961,0.07022500000000001,0.219,0.265,0.4872039999999999,0.46922500000000006,0.698,0.685,2B,2B,0.6172839506172839,0.5308641975308642,2116,2401,46,49,UFA,4000000,3000000,4000000,17200000,4000000,17200000,335.98889999999994,465.6963999999999,18.33,21.58,4000000,14000000,7550000,4000000,17200000,4000000,100,86,0.019600000000000003,0.1936,-0.14,0.44,27,0,15.201804919084164,15.201804919084164,15.201804919084164
TB,TEX,6.3,6.3,2019,2018,2018,2017,2018,1,1,129600,135424,360,368,5625,8836,75,94,0,0,2,4,2,2,32,31,32,31,TEX,Tampa Bay Rays,Texas Rangers,Florida,50210920,45810920,81,289,9,17,13924,11025,118,105,162,162,Carlos Gomez,0.40195600000000004,0.6464160000000001,0.634,0.804,1,2,220,220,4,8,0.043264,0.065025,0.208,0.255,0.529984,0.419904,0.728,0.648,RF,CF,0.5555555555555556,0.4814814814814814,1024,2601,32,51,UFA,4400000,11500000,4000000,11500000,4400000,11500000,406.0224999999999,2487.0168999999996,20.15,49.87,4000000,6500000,36000000,4000000,11500000,4000000,90,78,0.3721,2.8899999999999997,0.61,1.7,0,0,15.29711509888849,15.201804919084164,15.29711509888849
ATL,TB,6.4,6.4,2019,2018,2018,2017,2018,1,1,107584,178929,328,423,6241,8464,79,92,0,0,4,5,1,2,31,30,32,31,TB,Atlanta Braves,Tampa Bay Rays,Georgia,25060911,21279722,196,900,14,30,11664,16129,108,127,162,162,Lucas Duda,0.534361,0.6691239999999999,0.731,0.818,18,1,255,255,24,4,0.058080999999999994,0.047524,0.241,0.218,0.44488900000000003,0.6146560000000001,0.667,0.784,1B,1B,0.5555555555555556,0.4938271604938271,2500,4096,50,64,UFA,301075,2654339,3500000,7250000,3800000,7250000,825.4129,2360.0164,28.73,48.58,3500000,2900000,21700000,3500000,7250000,3500000,90,80,0.24009999999999998,1.9599999999999997,0.49,1.4,3,0,12.61511468212868,15.068273526459642,15.150511624696614
SEA,HOU,6.3,6.3,2019,2018,2018,2012,2018,1,5,116964,156025,342,395,7225,8100,85,90,0,0,3,3,1,2,30,24,31,30,HOU,Seattle Mariners,Houston Astros,Washington,40616035,37366035,16,100,4,10,16641,12996,129,114,162,162,Cameron Maybin,0.438244,0.4664890000000001,0.662,0.683,0,2,215,215,4,11,0.062001,0.051984,0.249,0.228,0.6336160000000001,0.49561599999999995,0.796,0.704,CF,CF,0.5493827160493827,0.6234567901234568,784,1225,28,35,UFA,1083326,1573760,3250000,9000000,3250000,9000000,386.12249999999995,1407.0000999999997,19.65,37.51,3250000,17750000,82000000,3250000,25000000,3250000,89,101,1.6384,0.0081,1.28,-0.09,0,1,13.89554649638413,14.994165554305921,14.994165554305921
SF,SF,6.0,6.0,2019,2018,2018,2017,2018,1,1,79524,82369,282,287,4624,4900,68,70,0,0,2,3,5,5,34,33,34,33,SF,San Francisco Giants,San Francisco Giants,California,20144749,17644749,100,81,10,9,9216,10201,96,101,162,162,Nick Hundley,0.49843599999999993,0.47748099999999993,0.706,0.691,23,23,203,203,26,26,0.058080999999999994,0.059536,0.241,0.244,0.351649,0.389376,0.593,0.624,C,C,0.4506172839506173,0.3950617283950617,961,1225,31,35,UFA,2500000,2000000,2500000,2000000,2500000,2000000,0.0,222.01000000000002,0.0,14.9,2500000,11500000,65250000,2500000,2000000,2500000,73,64,0.0001,0.2601,-0.01,0.51,8,8,14.73180128983843,14.73180128983843,14.73180128983843
KC,KC,6.1,6.1,2019,2018,2018,2012,2018,1,4,235225,358801,485,599,12544,22500,112,150,0,0,6,4,2,2,31,25,31,30,KC,Kansas City Royals,Kansas City Royals,Missouri,26891500,23116500,16,36,4,6,19600,26244,140,162,162,162,Alcides Escobar,0.351649,0.395641,0.593,0.629,4,4,185,185,9,9,0.053361000000000006,0.0625,0.231,0.25,0.7464959999999999,1.0,0.864,1.0,SS,SS,0.4938271604938271,0.4938271604938271,1156,2916,34,54,UFA,3775000,6500000,2500000,6500000,3775000,6500000,79.21000000000001,117.7225,8.9,10.85,2500000,16775000,43800000,2500000,10500000,2500000,80,80,4.6656,0.43560000000000004,-2.16,-0.66,2,2,15.143910940665263,14.73180128983843,15.143910940665263
ATL,DET,6.0,6.0,2019,2018,2018,2013,2018,1,5,1681,4,41,2,1,0,1,0,0,800000,4,1,1,1,33,28,34,33,DET,Atlanta Braves,Detroit Tigers,Georgia,95390927,88987701,0,0,0,0,625,784,25,28,162,162,Anibal Sanchez,0.005183999999999999,0.0,0.072,0.0,18,11,205,205,24,16,0.000576,0.0,0.024,0.0,0.023716,0.029928999999999997,0.154,0.173,SP,RP,0.5555555555555556,0.3950617283950617,0,0,0,0,UFA,1000000,16800000,1000000,16000000,1000000,16800000,7216.5025000000005,0.0,84.95,0.0,2500000,2900000,2000000,1000000,80000000,2500000,90,64,9.060099999999998,0.5041,3.01,-0.71,3,4,13.815510557964274,13.815510557964274,13.815510557964274
LAD,LAD,6.1,6.1,2020,2018,2018,2017,2018,2,1,26896,95481,164,309,1225,5329,35,73,0,0,2,6,5,5,39,38,39,38,LAD,Los Angeles Dodgers,Los Angeles Dodgers,California,131658257,130658257,1,64,1,8,7569,16129,87,127,163,162,Chase Utley,0.3721,0.529984,0.61,0.728,25,25,195,195,32,31,0.045369,0.055695999999999996,0.213,0.236,0.285156,0.6146560000000001,0.534,0.784,2B,2B,0.5644171779141104,0.6419753086419753,196,1156,14,34,UFA,1000000,2250000,1000000,2000000,1000000,2250000,0.0,771.7284000000001,0.0,27.78,2000000,4000000,199600000,2000000,2000000,1000000,92,104,0.04409999999999999,1.0,-0.21,1.0,6,6,13.815510557964274,13.815510557964274,13.815510557964274
LAA,BOS,6.2,6.2,2019,2018,2018,2016,2018,1,2,12769,59049,113,243,361,3249,19,57,0,0,3,1,5,1,34,32,34,33,BOS,Los Angeles Angels,Boston Red Sox,California,53109770,51109770,36,49,6,7,3481,8100,59,90,162,162,Chris Young,0.378225,0.5026809999999999,0.615,0.709,1,13,200,200,10,23,0.028224000000000003,0.055224999999999996,0.168,0.235,0.132496,0.3091360000000001,0.364,0.556,RF,RF,0.4938271604938271,0.5740740740740741,169,625,13,25,UFA,2000000,6500000,2000000,6500000,2000000,6500000,0.0,0.0,0.0,0.0,2000000,42800000,5500000,2000000,13000000,2000000,80,93,0.3364,0.1444,-0.58,-0.38,1,8,14.508657738524219,14.508657738524219,14.508657738524219
NYM,NYM,0.0,0.0,2019,2018,2018,2016,2018,1,1,51984,251001,228,501,1849,15129,43,123,0,0,8,2,2,2,34,32,35,34,NYM,New York Mets,New York Mets,New York,137866423,131866423,16,225,4,15,12100,21025,110,145,162,162,Jose Reyes,0.3364,0.529984,0.58,0.728,5,5,195,195,9,9,0.035721,0.060516,0.189,0.246,0.4610410000000001,0.801025,0.679,0.895,3B,3B,0.4753086419753086,0.4320987654320987,256,3364,16,58,UFA,2000000,535000,2000000,535000,2000000,535000,20.5209,1635.3935999999999,4.53,40.44,2000000,89635000,116500000,2000000,535000,2000000,77,70,0.6400000000000001,0.39690000000000003,-0.8,-0.63,2,2,14.508657738524219,14.508657738524219,14.508657738524219
ARI,PHI,6.3,6.3,2019,2018,2018,2012,2018,1,4,961,4,31,2,4,0,2,0,0,0,2,3,1,2,33,27,33,32,PHI,Arizona Diamondbacks,Philadelphia Phillies,Arizona,60029511,58948866,0,0,0,0,289,4,17,2,162,162,Clay Buchholz,0.036481,0.0,0.191,0.0,1,7,190,190,6,14,0.0042250000000000005,0.0,0.065,0.0,0.011024999999999998,0.000144,0.105,0.012,SP,SP,0.5061728395061729,0.4074074074074074,1,0,1,0,UFA,1080645,13500000,1500000,13500000,1500000,13500000,8671.334400000002,0.0,93.12,0.0,1500000,15750000,11750000,1500000,29945000,1500000,82,66,9.9225,0.1521,3.15,-0.39,1,2,13.893068643056406,14.22097566607244,14.22097566607244
CHC,LAA,6.2,6.2,2019,2018,2018,2017,2018,1,1,1,25,1,5,0,0,0,0,0,0,7,4,2,5,34,33,34,33,LAA,Chicago Cubs,Los Angeles Angels,Illinois,16142094,15142094,0,0,0,0,3969,1444,63,38,163,162,Jesse Chavez,0.0,0.0,0.0,0.0,17,1,175,175,20,10,0.0,0.0,0.0,0.0,0.149769,0.055224999999999996,0.387,0.235,RP,RP,0.5828220858895705,0.4938271604938271,0,0,0,0,UFA,397824,6550000,1000000,5750000,1500000,6550000,7039.210000000001,0.0,83.9,0.0,1500000,215545000,24750000,1500000,5750000,1500000,95,80,1.3688999999999998,0.028900000000000006,1.17,-0.17,3,1,12.893764975407155,13.815510557964274,14.22097566607244
MIL,SD,6.5,6.5,0,2018,2018,2017,2018,1,1,225,169,15,13,0,9,0,3,0,0,5,4,1,5,27,26,27,26,SD,Milwaukee Brewers,San Diego Padres,Wisconsin,12195929,11445929,0,0,0,0,1369,1444,37,38,163,162,Jordan Lyles,0.027889000000000004,0.266256,0.167,0.516,1,2,230,230,5,5,0.0,0.053361000000000006,0.0,0.231,0.051529000000000005,0.055224999999999996,0.227,0.235,SP,SP,0.588957055214724,0.4382716049382716,1,9,1,3,UFA,229824,90613,750000,535000,750000,535000,812.25,6.5536,28.5,2.56,1000000,103750000,8250000,1000000,535000,1000000,96,71,0.04000000000000001,0.22089999999999999,0.2,-0.47,0,0,12.345069077585755,13.527828485512494,13.527828485512494
TEX,SEA,6.2,6.2,2019,2019,2018,2016,2018,1,2,1,4,1,2,0,1,0,1,0,0,4,2,2,1,31,29,32,31,MIL,Texas Rangers,Seattle Mariners,Texas,72112785,67423000,0,0,0,0,441,784,21,28,162,162,Yovani Gallardo,0.0,1.0,0.0,1.0,2,0,205,205,8,4,0.0,0.25,0.0,0.5,0.016900000000000002,0.029928999999999997,0.13,0.173,SP,RP,0.4135802469135802,0.4814814814814814,0,0,0,0,UFA,1139785,9000000,2000000,11000000,2300000,11000000,142.80249999999998,0.0,11.95,0.0,750000,35000000,11535000,2000000,22000000,750000,67,78,0.1521,0.0576,-0.39,-0.24,0,0,13.946350206092896,14.508657738524219,14.648419680899378
ATL,BAL,6.3,6.3,2019,2018,2018,2017,2018,1,1,25921,1444,161,38,1225,64,35,8,0,0,4,5,1,1,31,30,31,30,PHI,Atlanta Braves,Baltimore Orioles,Georgia,6567852,5817852,4,0,2,0,6561,529,81,23,162,162,Ryan Flaherty,0.34809999999999997,0.29052100000000003,0.59,0.539,18,7,220,220,24,14,0.047089,0.044521,0.217,0.211,0.25,0.020163999999999998,0.5,0.142,3B,3B,0.5555555555555556,0.4629629629629629,169,16,13,4,UFA,750000,1800000,750000,1800000,750000,1800000,0.0,0.0,0.0,0.0,750000,2900000,55600000,750000,1800000,750000,90,75,0.9409,0.0144,-0.97,-0.12,3,3,13.527828485512494,13.527828485512494,13.527828485512494
ARI,PIT,6.4,6.4,2019,2018,2018,2016,2018,1,2,225,17161,15,131,9,576,3,24,0,0,2,2,1,2,35,33,36,35,PIT,Arizona Diamondbacks,Pittsburgh Pirates,Arizona,7150513,6767600,0,0,0,0,64,2601,8,51,162,162,Chris Stewart,0.189225,0.21436900000000003,0.435,0.463,1,9,215,215,6,17,0.04000000000000001,0.033489,0.2,0.183,0.0024010000000000004,0.09922500000000001,0.049,0.315,C,C,0.5061728395061729,0.4629629629629629,9,16,3,4,UFA,98912,1400000,575000,1400000,575000,1400000,0.0,0.0,0.0,0.0,575000,15750000,37000000,575000,3000000,575000,82,75,0.0009,0.5328999999999999,-0.03,-0.73,1,5,11.501985844931843,13.262125319779487,13.262125319779487
PHI,TOR,6.0,6.0,2019,2018,2018,2017,2018,1,1,105625,344569,325,587,4356,14400,66,120,0,0,4,6,2,1,37,36,37,36,ATL,Philadelphia Phillies,Toronto Blue Jays,Pennsylvania,105018652,104040500,169,529,13,23,14884,24649,122,157,162,162,Jose Bautista,0.5285289999999999,0.45832900000000004,0.727,0.677,7,2,205,205,14,7,0.041209,0.04161599999999999,0.203,0.204,0.567009,0.9389609999999999,0.753,0.969,RF,RF,0.4938271604938271,0.4691358024691358,2304,4225,48,65,UFA,99620,18000000,545000,18000000,545000,18000000,1507.7688999999998,24.900100000000002,38.83,4.99,545000,169200000,70000000,545000,18500000,545000,80,76,0.12249999999999998,1.0,-0.35,-1.0,2,2,11.509118226627274,13.208541073645382,13.208541073645382
