Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_inicio_de_contrato_t,Anio_inicio_de_contrato_t_1,Anio,Anios_de_contrato_t,Anios_de_contrato_t_1,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Edad_t_1,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,OPS_2_t,OPS_2_t_1,OPS_t,OPS_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_bateo_2_t,Porcentaje_bateo_2_t_1,Porcentaje_bateo_t,Porcentaje_bateo_t_1,Porcetnaje_juegos_2_t,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_t,Porcetnaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,RBI_2_t,RBI_2_t_1,RBI_t,RBI_t_1,Status,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
CHC,OAK,6.4,6.4,2022,2015,2015,2009,2015,6,5,3844,25,62,5,16,0,4,0,5000000,0,13,5,2,5,30,24,31,30,OAK,Chicago Cubs,Oakland Athletics,Illinois,74902403,44902403,0,0,0,0,1024,1024,32,32,161,162,Jon Lester,0.029583999999999996,0.0,0.172,0.0,17,15,240,240,17,26,0.0042250000000000005,0.0,0.065,0.0,0.039204,0.039204,0.198,0.198,SP,SP,0.5962732919254659,0.5432098765432098,0,0,0,0,UFA,20000000,2512295,15000000,13000000,20000000,13050000,1488.4163999999998,7192.7361,38.58,84.81,155000000,190950000,32800000,155000000,30000000,25833333,96,88,7.507600000000001,8.0089,2.74,2.83,2,9,16.811242831518264,16.523560759066484,16.811242831518264
BOS,LAD,6.2,6.2,2020,2015,2015,2009,2015,4,6,160801,201601,401,449,10000,16129,100,127,750000,0,8,11,1,5,31,25,31,30,LAD,Boston Red Sox,Los Angeles Dodgers,Massachusetts,93288000,71288000,361,169,19,13,11025,16384,105,128,161,161,Hanley Ramirez,0.5140889999999999,0.6674889999999999,0.717,0.817,13,25,235,235,21,28,0.062001,0.08008899999999998,0.249,0.283,0.419904,0.6241000000000001,0.648,0.79,DH,DH,0.484472049689441,0.577639751552795,2809,5041,53,71,UFA,19750000,16000000,19000000,16000000,19750000,16000000,53.58240000000001,5788.1664,7.32,76.08,88000000,186500000,61150000,88000000,70000000,22000000,78,93,1.6641000000000001,12.8164,-1.29,3.58,8,6,16.798664049311405,16.759949537130716,16.798664049311405
SD,KC,6.3,6.3,2019,2015,2015,2008,2015,4,4,4624,49,68,7,81,4,9,2,0,0,8,4,5,2,33,26,33,32,KC,San Diego Padres,Kansas City Royals,California,51094900,41094900,0,0,0,0,1296,1156,36,34,161,162,James Shields,0.094249,0.5097959999999999,0.307,0.714,2,3,215,215,5,8,0.017424000000000002,0.08179599999999998,0.132,0.286,0.049284,0.04409999999999999,0.222,0.21,SP,SP,0.4596273291925465,0.5493827160493827,4,1,2,1,UFA,10000000,13500000,10000000,13500000,10000000,13500000,431.3929,6696.1489,20.77,81.83,75000000,80850000,66500000,75000000,11250000,18750000,74,89,4.7089,12.0409,2.17,3.47,0,1,16.11809565095832,16.11809565095832,16.11809565095832
ATL,BAL,0.0,0.0,2019,2016,2015,2009,2015,4,6,374544,412164,612,642,32761,31329,181,177,500000,350000,18,10,1,1,31,25,31,30,BAL,Atlanta Braves,Baltimore Orioles,Georgia,81707000,67207000,9,196,3,14,24336,24025,156,155,160,162,Nick Markakis,0.556516,0.5314409999999999,0.746,0.729,18,7,210,210,23,13,0.08761599999999999,0.07617600000000001,0.296,0.276,0.9273689999999999,0.9158489999999999,0.963,0.957,RF,RF,0.40625,0.5925925925925926,2809,2500,53,50,UFA,11000000,15350000,10500000,15000000,11000000,15350000,1359.3968999999997,1282.3561000000002,36.87,35.81,44000000,69107500,23300000,44000000,66100000,11000000,65,96,2.9929,3.1684,1.73,1.78,3,3,16.213405830762646,16.166885815127753,16.213405830762646
KC,TEX,6.5,6.5,2016,2015,2015,2008,2015,1,7,148225,242064,385,492,9604,19044,98,138,0,500000,10,7,2,2,33,26,34,33,TEX,Kansas City Royals,Texas Rangers,Missouri,83900000,73400000,16,16,4,4,11025,17161,105,131,161,162,Alex Rios,0.4096,0.5026809999999999,0.64,0.709,4,2,210,210,9,6,0.065025,0.07896100000000002,0.255,0.281,0.419904,0.6544810000000001,0.648,0.809,RF,RF,0.5838509316770186,0.4135802469135802,1024,2916,32,54,UFA,9500000,13500000,9500000,13000000,9500000,13500000,64.1601,531.3025,8.01,23.05,11000000,69025000,136050000,11000000,68835000,11000000,94,67,1.2768999999999997,0.09,-1.13,0.3,2,0,16.06680235657077,16.06680235657077,16.06680235657077
LAD,COL,6.4,6.4,2016,2015,2015,2010,2015,1,4,2209,196,47,14,16,4,4,2,0,0,8,6,5,1,26,21,27,26,COL,Los Angeles Dodgers,Colorado Rockies,California,34250000,20350000,0,0,0,0,961,64,31,8,161,161,Brett Anderson,0.07784100000000002,0.18404099999999998,0.279,0.429,25,1,230,230,29,3,0.007225000000000001,0.020448999999999995,0.085,0.143,0.036481,0.0024010000000000004,0.191,0.049,SP,SP,0.5652173913043478,0.4099378881987577,9,1,3,1,UFA,12400000,6000000,10000000,8000000,12400000,8000000,2352.25,0.0,48.5,0.0,10000000,61257500,31250000,10000000,12500000,10000000,91,66,2.5281000000000002,1.0201,1.59,1.01,6,0,16.333207030575267,16.11809565095832,16.333207030575267
