Acronimo,Altura,At-bats,At-bats_2,Bateos,Bateos_2,Cantidad de equipos,Cantidad_agentes_libres,Edad,Equipo,Estado,Home-runs,Home-runs_2,Juegos,Juegos totales,Juegos_2,Jugador,OPS,OPS_2,Pennants won,Peso,Playoffs,Porcentaje_bateo,Porcentaje_bateo_2,Porcetnaje_juegos,Porcetnaje_juegos_2,Posicion,Promedio_victorias,RBI,RBI_2,Sueldo,Sueldo_base,Sueldo_regular,TVS,TVS_2,Valor_contrato_total,Victorias,WAR,WAR_2,WS ganadas
LAD,6.4,539,290521,159,25281,5,6,23,Los Angeles Dodgers,California,22,484,145,162,21025,Corey Seager,0.854,0.729316,25,215,31,0.295,0.08702499999999999,0.895,0.801025,SS,0.6419753086419753,77,5929,575000,575000,575000,92.59,8572.9081,199600000,104,5.57,31.024900000000002,6
LAD,6.1,514,264196,148,21904,5,6,26,Los Angeles Dodgers,California,21,441,140,162,19600,Chris Taylor,0.85,0.7224999999999999,25,196,31,0.288,0.08294399999999999,0.864,0.7464959999999999,LF,0.6419753086419753,72,5184,535000,535000,485218,91.75,8418.0625,199600000,104,4.77,22.752899999999997,6
LAD,0.0,499,249001,131,17161,5,6,26,Los Angeles Dodgers,California,28,784,152,162,23104,Yasiel Puig,0.831,0.690561,25,240,31,0.263,0.06916900000000001,0.938,0.8798439999999998,RF,0.6419753086419753,75,5625,8214285,6500000,8214285,75.07,5635.504899999999,199600000,104,3.74,13.987600000000002,6
LAD,6.4,480,230400,128,16384,5,6,21,Los Angeles Dodgers,California,39,1521,132,162,17424,Cody Bellinger,0.933,0.8704890000000001,25,203,31,0.267,0.071289,0.815,0.664225,1B,0.6419753086419753,97,9409,535000,535000,476480,97.09,9426.4681,199600000,104,3.89,15.132100000000001,6
LAD,6.2,438,191844,108,11664,5,6,28,Los Angeles Dodgers,California,22,484,129,162,16641,Yasmani Grandal,0.767,0.5882890000000001,25,225,31,0.247,0.061009,0.796,0.6336160000000001,C,0.6419753086419753,58,3364,5500000,5500000,5500000,41.7,1738.8900000000003,199600000,104,2.15,4.6225,6
LAD,6.1,361,130321,82,6724,5,6,30,Los Angeles Dodgers,California,6,36,119,162,14161,Logan Forsythe,0.685,0.46922500000000006,25,205,31,0.227,0.051529000000000005,0.735,0.540225,2B,0.6419753086419753,37,1369,7000000,5750000,7000000,32.47,1054.3009,199600000,104,1.87,3.4969000000000006,6
LAD,6.1,273,74529,58,3364,5,6,25,Los Angeles Dodgers,California,11,121,102,162,10404,Joc Pederson,0.738,0.544644,25,220,31,0.213,0.045369,0.63,0.39690000000000003,CF,0.6419753086419753,35,1225,555000,555000,500445,32.06,1027.8436000000002,199600000,104,-0.33,0.10890000000000001,6
LAD,6.2,231,53361,56,3136,5,6,35,Los Angeles Dodgers,California,3,9,71,162,5041,Adrian Gonzalez,0.642,0.41216400000000003,25,215,31,0.242,0.058564,0.438,0.191844,1B,0.6419753086419753,30,900,22357142,21500000,22357142,0.0,0.0,199600000,104,-1.14,1.2995999999999999,6
LAD,5.9,96,9216,26,676,5,6,25,Los Angeles Dodgers,California,5,25,31,162,961,Andrew Toles,0.772,0.5959840000000001,25,192,31,0.271,0.073441,0.191,0.036481,LF,0.6419753086419753,15,225,540000,540000,540000,0.0,0.0,199600000,104,0.51,0.2601,6
LAD,6.4,49,2401,9,81,5,6,29,Los Angeles Dodgers,California,0,0,27,162,729,Clayton Kershaw,0.449,0.201601,25,225,31,0.184,0.033856,0.167,0.027889000000000004,SP,0.6419753086419753,2,4,35571428,33000000,35571428,86.48,7478.790400000001,199600000,104,4.87,23.716900000000003,6
