"Rank","Player","Pos","Team","GP","GP%","GS","GS%","AB","H","2B","3B","HR","RBI","AVG","OBP","SLG","OPS","TVS","Cash2023",""
"","Jake Cave","RF","MIN","10.00","0.70","6.90","0.48","26.90","5.95","0.71","0.48","0.95","3.57","0.221","0.285","0.389","0.674","6.81","$950,000",""
"","Paul DeJong","SS","STL","10.00","0.78","10.00","0.78","33.78","8.44","1.33","0.00","0.67","5.56","0.250","0.322","0.349","0.671","6.80","$9,000,000",""
"","Keston Hiura","2B","MIL","10.00","0.98","10.00","0.98","36.78","7.80","0.68","0.00","2.20","5.42","0.212","0.297","0.410","0.707","6.77","$2,200,000",""
"","Mike Tauchman","LF","NYY","10.00","0.72","6.28","0.45","22.09","5.35","1.40","0.00","0.00","3.26","0.242","0.342","0.305","0.648","6.70","$0",""
"","Bryan Reynolds","CF","PIT","10.00","0.92","9.45","0.87","33.64","6.36","1.09","0.36","1.27","3.45","0.189","0.275","0.357","0.632","6.44","$6,750,000",""
"","Austin Riley","3B","ATL","10.00","0.85","10.00","0.85","36.86","8.82","1.37","0.20","1.57","5.29","0.239","0.301","0.415","0.716","6.44","$15,000,000",""
"","Brett Gardner","CF","NYY","10.00","0.82","8.16","0.67","26.53","5.92","1.02","0.20","1.02","3.06","0.223","0.354","0.392","0.747","6.42","$0",""
"","Nick Markakis","RF","ATL","10.00","0.62","8.92","0.55","35.14","8.92","4.05","0.00","0.27","4.05","0.254","0.312","0.392","0.704","6.41","$0",""
"","Philip Gosselin","2B","PHI","10.00","0.65","7.18","0.47","23.59","5.90","1.28","0.00","0.77","3.08","0.250","0.324","0.402","0.726","6.37","$0",""
"","Dylan Carlson","OF","STL","10.00","0.60","9.14","0.55","31.43","6.29","2.00","0.29","0.86","4.57","0.200","0.252","0.364","0.616","6.35","$0",""
"","Charlie Blackmon","RF","COL","10.00","0.98","10.00","0.98","37.46","11.36","2.03","0.17","1.02","7.12","0.303","0.356","0.448","0.804","6.28","$15,000,000",""
"","Enrique Hernandez","CF","LAD","10.00","0.80","6.67","0.53","28.96","6.67","1.67","0.21","1.04","4.17","0.230","0.270","0.410","0.680","6.26","$10,000,000",""
"","Freddy Galvis","SS","CIN","10.00","0.78","8.94","0.70","30.00","6.60","1.06","0.00","1.49","3.40","0.220","0.308","0.404","0.712","6.26","$0",""
"","Roman Quinn","CF","PHI","10.00","0.68","7.32","0.50","26.34","5.61","0.73","0.24","0.49","1.71","0.213","0.261","0.315","0.576","6.17","$0",""
"","Miguel Sano","1B","MIN","10.00","0.88","10.00","0.88","35.09","7.17","2.26","0.00","2.45","4.72","0.204","0.278","0.478","0.757","5.97","$0",""
"","Yoan Moncada","3B","CHW","10.00","0.87","9.81","0.85","38.46","8.65","1.54","0.58","1.15","4.62","0.225","0.320","0.385","0.705","5.85","$18,000,000",""
"","Travis Shaw","1B","TOR","10.00","0.83","8.40","0.70","32.60","7.80","2.00","0.00","1.20","3.40","0.239","0.306","0.411","0.717","5.71","$0",""
"","Orlando Arcia","SS","MIL","10.00","0.98","8.47","0.83","29.32","7.63","1.69","0.17","0.85","3.39","0.260","0.318","0.416","0.734","5.56","$1,300,000",""
"","Marcus Semien","SS","OAK","10.00","0.88","10.00","0.88","39.81","8.87","1.70","0.19","1.32","4.34","0.223","0.305","0.374","0.679","5.55","$26,000,000",""
"","Garrett Hampson","2B","COL","10.00","0.88","8.11","0.72","31.51","7.36","0.75","0.57","0.94","2.08","0.234","0.287","0.383","0.671","5.45","$0",""
"","Adam Frazier","2B","PIT","10.00","0.97","9.31","0.90","36.03","8.28","1.21","0.00","1.21","3.97","0.230","0.297","0.364","0.661","5.42","$8,000,000",""
"","Todd Frazier","3B","NYM","10.00","0.75","9.11","0.68","34.89","8.22","2.00","0.22","0.89","2.67","0.236","0.302","0.382","0.684","5.39","$0",""
"","Ben Gamel","LF","MIL","10.00","0.67","7.75","0.52","28.50","6.75","2.00","0.25","0.75","2.50","0.237","0.315","0.404","0.718","5.22","$0",""
"","Adam Eaton","RF","WSH","10.00","0.68","10.00","0.68","38.78","8.78","2.68","0.24","0.98","4.15","0.226","0.285","0.384","0.669","5.19","$0",""
"","Kyle Schwarber","LF","CHC","10.00","0.98","9.66","0.95","32.37","6.10","1.02","0.00","1.86","4.07","0.189","0.308","0.393","0.701","5.16","$20,000,000",""
"","Stephen Piscotty","RF","OAK","10.00","0.75","9.78","0.73","35.33","8.00","1.33","0.00","1.11","6.44","0.226","0.271","0.358","0.629","4.98","$0",""
"","Luis Garcia","SS","WSH","10.00","0.67","9.00","0.60","33.50","9.25","1.50","0.00","0.50","4.00","0.276","0.302","0.366","0.668","4.98","$0",""
"","Shogo Akiyama","CF","CIN","10.00","0.90","8.89","0.80","28.70","7.04","1.11","0.19","0.00","1.67","0.245","0.357","0.297","0.654","4.84","$0",""
"","Nick Castellanos","RF","CIN","10.00","1.00","9.83","0.98","36.33","8.17","1.83","0.33","2.33","5.67","0.225","0.298","0.486","0.784","4.68","$20,000,000",""
"","Carson Kelly","C","ARI","10.00","0.65","8.72","0.57","31.28","6.92","1.28","0.00","1.28","4.87","0.221","0.264","0.385","0.649","4.65","$4,275,000",""
"","Tyler Wade","2B","NYY","10.00","0.87","5.58","0.48","16.92","2.88","0.58","0.00","0.58","1.92","0.171","0.289","0.307","0.595","4.63","$0",""
"","Timmy Lopes","2B","SEA","10.00","0.77","8.04","0.62","31.09","7.39","2.61","0.00","0.43","3.26","0.238","0.278","0.364","0.642","4.62","$0",""
"","Nico Hoerner","SS","CHC","10.00","0.80","6.88","0.55","22.50","5.00","0.83","0.00","0.00","2.71","0.222","0.312","0.259","0.571","4.51","$2,525,000",""
"","Michael Chavis","2B","BOS","10.00","0.70","9.52","0.67","34.76","7.38","1.19","0.48","1.19","4.52","0.212","0.260","0.377","0.636","4.50","$0",""
"","Corey Dickerson","LF","MIA","10.00","0.87","9.81","0.85","37.31","9.62","0.96","0.19","1.35","3.27","0.258","0.311","0.402","0.713","4.46","$2,250,000",""
"","Victor Caratini","C","CHC","10.00","0.73","8.41","0.62","26.36","6.36","1.59","0.00","0.23","3.64","0.241","0.333","0.328","0.661","4.34","$2,800,000",""
"","Jorge Polanco","SS","MIN","10.00","0.92","9.64","0.88","38.00","9.82","1.45","0.00","0.73","3.45","0.258","0.304","0.354","0.658","4.19","$7,500,000",""
"","Matt Joyce","LF","MIA","10.00","0.77","8.04","0.62","27.61","6.96","0.87","0.00","0.43","3.04","0.252","0.351","0.331","0.682","4.14","$0",""
"","Joc Pederson","LF","LAD","10.00","0.72","8.84","0.63","28.14","5.35","0.93","0.00","1.63","3.72","0.190","0.285","0.397","0.681","4.11","$19,650,000",""
"","Erik Gonzalez","2B","PIT","10.00","0.83","9.40","0.78","36.20","8.20","2.60","0.20","0.60","4.00","0.227","0.255","0.359","0.614","4.06","$0",""
"","Christian Yelich","LF","MIL","10.00","0.97","10.00","0.97","34.48","7.07","1.21","0.17","2.07","3.79","0.205","0.356","0.430","0.786","4.04","$22,000,000",""
"","Adam Haseley","CF","PHI","10.00","0.67","5.75","0.38","19.75","5.50","1.25","0.00","0.00","3.25","0.279","0.348","0.342","0.690","4.02","$0",""
"","Joe Panik","2B","TOR","10.00","0.68","7.80","0.53","29.27","6.59","1.46","0.00","0.24","1.71","0.225","0.340","0.300","0.640","4.00","$0",""
"","Lewis Brinson","RF","MIA","10.00","0.78","6.17","0.48","22.55","5.11","1.28","0.00","0.64","2.55","0.226","0.268","0.368","0.636","4.00","$0",""
"","Andrew McCutchen","LF","PHI","10.00","0.95","9.12","0.87","38.07","9.65","1.58","0.00","1.75","5.96","0.254","0.324","0.433","0.757","3.98","$5,000,000",""
"","Joey Votto","1B","CIN","10.00","0.90","10.00","0.90","34.44","7.78","1.48","0.00","2.04","4.07","0.226","0.354","0.446","0.800","3.92","$25,000,000",""
"","Jonathan Villar","CF","TOR","10.00","0.87","9.23","0.80","35.58","8.27","0.96","0.00","0.38","2.88","0.232","0.301","0.292","0.593","3.90","$0",""
"","Amed Rosario","SS","NYM","10.00","0.77","8.04","0.62","31.09","7.83","0.65","0.22","0.87","3.26","0.252","0.272","0.371","0.643","3.89","$7,800,000",""
"","Evan Longoria","3B","SF","10.00","0.88","9.43","0.83","36.42","9.25","1.89","0.19","1.32","5.28","0.254","0.297","0.425","0.722","3.86","$4,000,000",""
"","Luis Urias","2B","MIL","10.00","0.68","7.56","0.52","26.59","6.34","0.98","0.24","0.00","2.68","0.239","0.308","0.294","0.602","3.79","$4,700,000",""
"","Tony Kemp","2B","OAK","10.00","0.82","6.73","0.55","18.98","4.69","1.02","0.00","0.00","0.82","0.247","0.363","0.301","0.664","3.79","$3,725,000",""
"","Rougned Odor","2B","TEX","10.00","0.63","10.00","0.63","36.32","6.05","1.05","0.00","2.63","7.89","0.167","0.210","0.413","0.623","3.71","$0",""
"","Michael Taylor","CF","WSH","10.00","0.63","6.05","0.38","24.21","4.74","1.58","0.00","1.32","4.21","0.196","0.253","0.424","0.676","3.69","$4,500,000",""
"","Ryan Braun","1B","MIL","10.00","0.65","8.97","0.58","33.08","7.69","1.79","0.26","2.05","6.67","0.233","0.281","0.488","0.769","3.66","$0",""
"","Gary Sanchez","C","NYY","10.00","0.82","9.18","0.75","31.84","4.69","0.82","0.00","2.04","4.90","0.147","0.253","0.365","0.618","3.59","$0",""
"","Wilson Ramos","C","NYM","10.00","0.75","8.89","0.67","31.56","7.56","1.33","0.00","1.11","3.33","0.239","0.297","0.387","0.684","3.53","$0",""
"","Evan White","1B","SEA","10.00","0.90","9.63","0.87","33.70","5.93","1.30","0.00","1.48","4.81","0.176","0.253","0.346","0.599","3.52","$3,000,000",""
"","Nick Solak","2B","TEX","10.00","0.97","9.83","0.95","36.03","9.66","1.72","0.00","0.34","3.97","0.268","0.326","0.344","0.671","3.48","$0",""
"","Javier Baez","SS","CHC","10.00","0.98","9.66","0.95","37.63","7.63","1.53","0.17","1.36","4.07","0.203","0.238","0.360","0.599","3.46","$22,000,000",""
"","Victor Robles","CF","WSH","10.00","0.87","9.81","0.85","32.31","7.12","0.96","0.19","0.58","2.88","0.220","0.293","0.315","0.608","3.36","$2,325,000",""
"","Josh Bell","1B","PIT","10.00","0.95","9.65","0.92","34.21","7.72","0.53","0.00","1.40","3.86","0.226","0.305","0.364","0.669","3.08","$16,500,000",""
"","Nolan Arenado","3B","COL","10.00","0.80","10.00","0.80","37.92","9.58","1.88","0.00","1.67","5.42","0.253","0.304","0.434","0.738","3.03","$13,000,000",""
"","Ryan O'Hearn","1B","KC","10.00","0.70","7.38","0.52","26.90","5.24","1.43","0.00","0.48","4.29","0.195","0.303","0.301","0.604","2.88","$0",""
"","Alex Gordon","LF","KC","10.00","0.83","9.60","0.80","32.60","6.80","0.80","0.00","0.80","2.20","0.209","0.299","0.307","0.606","2.85","$0",""
"","Eric Thames","1B","WSH","10.00","0.68","8.54","0.58","30.00","6.10","1.22","0.00","0.73","2.93","0.203","0.300","0.317","0.617","2.82","$0",""
"","Edwin Encarnacion","DH","CHW","10.00","0.73","9.77","0.72","36.14","5.68","1.14","0.00","2.27","4.32","0.157","0.250","0.377","0.627","2.66","$0",""
"","Austin Romine","C","DET","10.00","0.64","10.00","0.64","35.14","8.38","1.35","0.00","0.54","4.59","0.239","0.259","0.323","0.582","2.49","$0",""
"","Yulieski Gurriel","1B","HOU","10.00","0.95","9.82","0.93","37.02","8.60","2.11","0.18","1.05","3.86","0.232","0.274","0.384","0.658","2.42","$0",""
"","Omar Narvaez","C","MIL","10.00","0.67","8.25","0.55","27.00","4.75","1.00","0.00","0.50","2.50","0.176","0.294","0.269","0.562","2.40","$8,000,000",""
"","Nomar Mazara","RF","CHW","10.00","0.70","9.05","0.63","32.38","7.38","1.43","0.00","0.24","3.57","0.228","0.295","0.294","0.589","2.19","$0",""
"","Avisail Garcia","LF","MIL","10.00","0.88","9.43","0.83","34.15","8.11","1.89","0.00","0.38","2.83","0.238","0.333","0.326","0.659","2.12","$12,000,000",""
"","Marwin Gonzalez","3B","MIN","10.00","0.88","9.62","0.85","33.02","6.98","0.75","0.00","0.94","4.15","0.211","0.286","0.320","0.606","2.02","$0",""
"","Nicky Lopez","2B","KC","10.00","0.93","9.11","0.85","30.18","6.07","1.43","0.00","0.18","2.32","0.201","0.286","0.266","0.552","2.01","$3,700,000",""
"","Ehire Adrianza","SS","MIN","10.00","0.73","5.23","0.38","20.23","3.86","1.59","0.00","0.00","0.68","0.191","0.287","0.270","0.557","1.99","$0",""
"","Brock Holt","2B","WSH","10.00","0.62","7.03","0.43","25.68","5.41","1.62","0.00","0.00","1.35","0.211","0.283","0.274","0.557","1.92","$0",""
"","Justin Upton","LF","LAA","10.00","0.70","10.00","0.70","35.00","7.14","1.19","0.00","2.14","5.24","0.204","0.289","0.422","0.711","1.90","$0",""
"","Kevin Newman","SS","PIT","10.00","0.73","9.32","0.68","35.45","7.95","1.14","0.00","0.23","2.27","0.224","0.281","0.276","0.556","1.87","$2,662,000",""
"","Phillip Ervin","CF","SEA","10.00","0.62","5.41","0.33","20.00","2.97","0.81","0.00","0.00","1.08","0.149","0.292","0.189","0.481","1.84","$0",""
"","Eduardo Escobar","3B","ARI","10.00","0.90","9.81","0.88","37.59","7.96","1.30","0.56","0.74","3.70","0.212","0.270","0.335","0.605","1.80","$9,500,000",""
"","Josh Reddick","RF","HOU","10.00","0.93","9.64","0.90","33.57","8.21","1.96","0.18","0.71","4.11","0.245","0.316","0.378","0.693","1.76","$0",""
"","Matt Carpenter","3B","STL","10.00","0.86","9.20","0.79","28.00","5.20","1.20","0.00","0.80","4.80","0.186","0.325","0.314","0.640","1.53","$6,500,000",""
"","Albert Pujols","1B","LAA","10.00","0.65","9.74","0.63","38.97","8.72","2.05","0.00","1.54","6.41","0.224","0.270","0.395","0.665","1.37","$0",""
"","Eric Sogard","2B","MIL","10.00","0.72","6.74","0.48","26.74","5.58","1.16","0.00","0.23","2.33","0.209","0.281","0.278","0.560","1.33","$0",""
"","Michael Perez","C","TB","10.00","0.63","7.11","0.45","22.11","3.68","0.79","0.00","0.26","3.42","0.167","0.237","0.238","0.475","1.30","$0",""
"","Cole Tucker","SS","PIT","10.00","0.62","7.57","0.47","29.46","6.49","0.81","0.00","0.27","2.16","0.220","0.252","0.275","0.527","1.24","$0",""
"","Yadier Molina","C","STL","10.00","0.72","10.00","0.72","34.52","9.05","0.48","0.00","0.95","3.81","0.262","0.303","0.359","0.662","1.19","$0",""
"","Tony Wolters","C","COL","10.00","0.70","8.33","0.58","23.81","5.48","0.95","0.00","0.00","1.90","0.230","0.280","0.270","0.550","1.11","$0",""
"","Scott Kingery","3B","PHI","10.00","0.60","9.44","0.57","31.39","5.00","1.39","0.00","0.83","1.67","0.159","0.228","0.283","0.511","1.07","$0",""
"","Miguel Cabrera","DH","DET","10.00","0.98","10.00","0.98","35.79","8.95","0.70","0.00","1.75","6.14","0.250","0.329","0.417","0.746","1.07","$32,000,000",""
"","Jose Altuve","2B","HOU","10.00","0.80","10.00","0.80","40.00","8.75","1.88","0.00","1.04","3.75","0.219","0.286","0.344","0.629","0.97","$26,000,000",""
"","J.D. Martinez","DH","BOS","10.00","0.90","10.00","0.90","39.07","8.33","2.96","0.00","1.30","5.00","0.213","0.291","0.389","0.680","0.96","$10,000,000",""
"","Ender Inciarte","CF","ATL","10.00","0.77","6.52","0.50","25.22","4.78","0.43","0.22","0.22","2.17","0.190","0.262","0.250","0.512","0.89","$0",""
"","Gregory Polanco","RF","PIT","10.00","0.83","9.00","0.75","31.40","4.80","1.20","0.00","1.40","4.40","0.153","0.214","0.325","0.539","0.88","$0",""
"","Jo Adell","OF","LAA","10.00","0.63","8.68","0.55","32.63","5.26","1.05","0.00","0.79","1.84","0.161","0.212","0.266","0.478","0.56","$0",""
"","Daniel Murphy","1B","COL","10.00","0.67","7.75","0.52","30.75","7.25","0.75","0.00","0.75","4.00","0.236","0.275","0.333","0.608","0.45","$0",""
"","Shin-Soo Choo","DH","TEX","10.00","0.55","9.09","0.50","33.33","7.88","0.91","0.00","1.52","4.55","0.236","0.323","0.400","0.723","0.00","$0",""
"","Cameron Maybin","RF","CHC","10.00","0.53","7.19","0.38","29.06","7.19","2.50","0.31","0.31","2.19","0.247","0.307","0.387","0.694","0.00","$0",""
"","Howie Kendrick","2B","WSH","10.00","0.42","10.00","0.42","36.40","10.00","1.60","0.00","0.80","5.60","0.275","0.320","0.385","0.705","0.00","$0",""
"","Jeff Mathis","C","TEX","10.00","0.40","9.17","0.37","25.83","4.17","0.42","0.42","1.25","3.75","0.161","0.221","0.355","0.575","0.00","$0",""
"","Kurt Suzuki","C","WSH","10.00","0.55","9.70","0.53","33.64","9.09","2.42","0.00","0.61","5.15","0.270","0.349","0.396","0.745","0.00","$0",""
"","Jay Bruce","RF","PHI","10.00","0.53","7.50","0.40","30.00","5.94","1.25","0.63","1.88","4.38","0.198","0.252","0.469","0.721","0.00","$0",""
"","Dexter Fowler","RF","STL","10.00","0.53","9.35","0.50","29.03","6.77","0.65","0.00","1.29","4.84","0.233","0.317","0.389","0.706","0.00","$0",""
"","Francisco Cervelli","C","MIA","10.00","0.27","10.00","0.27","33.13","8.13","1.25","0.00","1.88","4.38","0.245","0.355","0.453","0.808","0.00","$0",""
"","Pablo Sandoval","3B","ATL","10.00","0.57","5.59","0.32","24.71","5.29","0.29","0.00","0.29","1.76","0.214","0.287","0.262","0.549","0.00","$0",""
"","Elvis Andrus","SS","TEX","10.00","0.48","9.66","0.47","35.52","6.90","1.72","0.00","1.03","2.41","0.194","0.252","0.330","0.582","0.00","$3,000,000",""
"","Chris Davis","1B","BAL","10.00","0.27","8.13","0.22","32.50","3.75","1.88","0.00","0.00","0.63","0.115","0.164","0.173","0.337","0.00","$0",""
"","Adeiny Hechavarria","SS","ATL","10.00","0.45","5.19","0.23","21.85","5.56","1.11","0.00","0.00","0.74","0.254","0.302","0.305","0.607","0.00","$0",""
"","Giancarlo Stanton","DH","NYY","10.00","0.38","10.00","0.38","33.04","8.26","3.04","0.00","1.74","4.78","0.250","0.387","0.500","0.887","0.00","$22,000,000",""
"","Matt Wieters","C","STL","10.00","0.33","6.32","0.21","18.42","3.68","0.53","0.00","0.00","2.11","0.200","0.300","0.229","0.529","0.00","$0",""
"","Starlin Castro","2B","WSH","10.00","0.27","10.00","0.27","37.50","10.00","1.88","0.63","1.25","2.50","0.267","0.302","0.450","0.752","0.00","$0",""
"","Tyler Flowers","C","ATL","10.00","0.37","10.00","0.37","31.36","6.82","2.73","0.00","0.45","2.27","0.217","0.325","0.348","0.673","0.00","$0",""
"","Jason Castro","C","SD","10.00","0.45","9.26","0.42","29.63","5.56","3.33","0.00","0.74","3.33","0.188","0.294","0.375","0.668","0.00","$0",""
"","Jon Jay","RF","ARI","10.00","0.30","7.78","0.23","27.78","4.44","0.56","0.00","0.56","2.22","0.160","0.211","0.240","0.451","0.00","$0",""
"","Alex Avila","C","MIN","10.00","0.38","8.26","0.32","21.30","3.91","0.87","0.00","0.43","0.87","0.184","0.355","0.286","0.641","0.00","$0",""
"","Lorenzo Cain","CF","MIL","10.00","0.08","10.00","0.08","36.00","12.00","2.00","0.00","0.00","4.00","0.333","0.429","0.389","0.817","0.00","$0",""
"","Jarrod Dyson","CF","CHW","10.00","0.53","5.63","0.30","19.06","3.44","0.00","0.00","0.00","1.56","0.180","0.231","0.180","0.411","0.00","$0",""
"","Drew Butera","C","COL","10.00","0.48","4.14","0.20","13.45","2.07","0.69","0.00","0.00","1.38","0.154","0.191","0.205","0.396","0.00","$0",""
"","Eduardo Nunez","3B","NYM","10.00","0.03","0.00","0.00","10.00","5.00","0.00","0.00","0.00","0.00","0.500","0.500","0.500","1.000","0.00","$0",""
"","Robinson Chirinos","C","NYM","10.00","0.43","8.85","0.38","28.46","4.62","1.15","0.00","0.38","2.69","0.162","0.232","0.243","0.475","0.00","$0",""
"","Manuel Pina","C","MIL","10.00","0.25","8.00","0.20","26.00","6.00","0.67","0.00","1.33","3.33","0.231","0.333","0.410","0.744","0.00","$4,500,000",""
"","Andrew Romine","SS","TEX","10.00","0.03","0.00","0.00","20.00","5.00","5.00","0.00","0.00","0.00","0.250","0.250","0.500","0.750","0.00","$0",""
"","Josh Donaldson","3B","MIN","10.00","0.47","8.93","0.42","28.93","6.43","0.71","0.00","2.14","3.93","0.222","0.373","0.469","0.842","0.00","$21,000,000",""
"","Erik Kratz","C","NYY","10.00","0.30","5.00","0.15","15.56","5.00","1.11","0.00","0.00","2.22","0.321","0.367","0.393","0.760","0.00","$0",""
"","Josh Harrison","2B","WSH","10.00","0.55","6.67","0.37","23.94","6.67","0.61","0.00","0.91","4.24","0.279","0.352","0.418","0.769","0.00","$2,000,000",""
"","Yoenis Cespedes","CF","NYM","10.00","0.13","10.00","0.13","38.75","6.25","1.25","0.00","2.50","5.00","0.161","0.235","0.387","0.622","0.00","$0",""
"","Dee Strange-Gordon","2B","SEA","10.00","0.55","6.67","0.37","22.73","4.55","0.30","0.00","0.00","0.91","0.200","0.268","0.213","0.482","0.00","$0",""
"","Logan Forsythe","2B","MIA","10.00","0.22","8.46","0.18","26.15","3.08","0.77","0.00","0.77","1.54","0.118","0.211","0.235","0.446","0.00","$0",""
"","Stephen Vogt","C","ARI","10.00","0.43","8.08","0.35","27.69","4.62","1.92","0.00","0.38","2.69","0.167","0.247","0.278","0.525","0.00","$0",""
"","Andrelton Simmons","SS","LAA","10.00","0.50","10.00","0.50","39.33","11.67","2.33","0.00","0.00","3.33","0.297","0.347","0.356","0.702","0.00","$0",""
"","Yan Gomes","C","WSH","10.00","0.50","10.00","0.50","36.33","10.33","2.00","0.33","1.33","4.33","0.284","0.319","0.468","0.787","0.00","$6,000,000",""
"","Bryan Holaday","C","BAL","10.00","0.35","3.81","0.13","14.76","2.38","0.48","0.00","0.00","1.90","0.161","0.212","0.194","0.406","0.00","$0",""
"","Leury Garcia","OF","CHW","10.00","0.27","9.38","0.25","36.88","10.00","0.63","0.00","1.88","5.00","0.271","0.318","0.441","0.758","0.00","$5,500,000",""
"","Khris Davis","DH","OAK","10.00","0.50","8.33","0.42","28.33","5.67","1.67","0.00","0.67","3.33","0.200","0.303","0.329","0.632","0.00","$0",""
"","Derek Dietrich","2B","TEX","10.00","0.42","7.20","0.30","24.40","4.80","0.40","0.00","2.00","3.20","0.197","0.347","0.459","0.806","0.00","$0",""
"","Mike Zunino","C","TB","10.00","0.47","8.93","0.42","26.79","3.93","1.43","0.00","1.43","3.57","0.147","0.238","0.360","0.598","0.00","$6,000,000",""
"","Chris Owings","2B","COL","10.00","0.28","6.47","0.18","24.12","6.47","0.59","0.00","1.18","2.94","0.268","0.318","0.439","0.757","0.00","$0",""
"","Jake Lamb","1B","OAK","10.00","0.52","9.03","0.47","28.39","5.48","1.61","0.00","0.97","3.23","0.193","0.283","0.352","0.635","0.00","$0",""
"","Kris Bryant","3B","CHC","10.00","0.57","10.00","0.57","38.53","7.94","1.47","0.29","1.18","3.24","0.206","0.293","0.351","0.644","0.00","$27,000,000",""
"","Yolmer Sanchez","3B","CHW","10.00","0.20","5.00","0.10","13.33","4.17","2.50","0.00","0.83","0.83","0.313","0.476","0.688","1.164","0.00","$0",""
"","Kevan Smith","C","TB","10.00","0.28","5.29","0.15","18.24","4.71","1.76","0.00","0.59","4.71","0.258","0.378","0.452","0.830","0.00","$0",""
"","Billy Hamilton","CF","CHC","10.00","0.52","1.94","0.10","10.32","1.29","0.00","0.00","0.32","0.65","0.125","0.171","0.219","0.390","0.00","$0",""
"","Austin Adams","RP","SD","10.00","0.05","0.00","0.00","3.33","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Dustin Garneau","C","HOU","10.00","0.28","7.65","0.22","22.35","3.53","0.00","0.59","0.59","2.35","0.158","0.273","0.289","0.562","0.00","$0",""
"","James McCann","C","CHW","10.00","0.52","8.71","0.45","31.29","9.03","0.97","0.00","2.26","4.84","0.289","0.360","0.536","0.896","0.00","$1,000,000",""
"","Tyler Heineman","C","SF","10.00","0.25","8.00","0.20","28.00","5.33","0.67","0.00","0.00","0.67","0.191","0.292","0.214","0.506","0.00","$0",""
"","Max Stassi","C","LAA","10.00","0.52","8.39","0.43","29.03","8.06","0.65","0.00","2.26","6.45","0.278","0.352","0.533","0.886","0.00","$7,000,000",""
"","Jorge Bonifacio","RF","DET","10.00","0.52","7.67","0.40","28.67","6.33","1.00","0.00","0.67","5.67","0.221","0.277","0.326","0.602","0.00","$0",""
"","C.J. Cron","1B","DET","10.00","0.22","10.00","0.22","32.31","6.15","2.31","0.00","3.08","6.15","0.191","0.346","0.548","0.894","0.00","$7,250,000",""
"","Aledmys Diaz","SS","HOU","10.00","0.28","9.41","0.27","34.12","8.24","2.94","0.00","1.76","3.53","0.241","0.254","0.483","0.737","0.00","$6,500,000",""
"","Jake Marisnick","CF","NYM","10.00","0.27","5.00","0.13","20.63","6.88","1.88","0.00","1.25","3.13","0.333","0.353","0.606","0.959","0.00","$0",""
"","Daniel Santana","CF","TEX","10.00","0.25","9.33","0.23","36.67","5.33","2.67","0.00","0.67","4.67","0.146","0.238","0.273","0.511","0.00","$0",""
"","John Ryan Murphy","C","PIT","10.00","0.42","7.60","0.32","23.20","4.00","0.80","0.00","0.00","0.80","0.172","0.226","0.207","0.433","0.00","$0",""
"","Rene Rivera","C","NYM","10.00","0.03","5.00","0.02","20.00","5.00","0.00","0.00","0.00","0.00","0.250","0.250","0.250","0.500","0.00","$0",""
"","Monte Harrison","CF","MIA","10.00","0.53","3.75","0.20","14.69","2.50","0.31","0.00","0.31","0.94","0.170","0.235","0.255","0.491","0.00","$0",""
"","Elliot Soto","SS","LAA","10.00","0.05","6.67","0.03","20.00","6.67","3.33","0.00","0.00","0.00","0.333","0.429","0.500","0.929","0.00","$0",""
"","Andrew Susac","C","PIT","10.00","0.02","10.00","0.02","20.00","0.00","0.00","0.00","0.00","0.00","0.000","0.500","0.000","0.500","0.00","$0",""
"","Curt Casali","C","CIN","10.00","0.52","8.06","0.42","24.52","5.48","0.97","0.00","1.94","2.58","0.224","0.366","0.500","0.866","0.00","$2,500,000",""
"","Jace Peterson","3B","MIL","10.00","0.43","5.77","0.25","17.31","3.46","0.38","0.00","0.77","1.92","0.200","0.393","0.356","0.749","0.00","$4,500,000",""
"","Greg Garcia","2B","SD","10.00","0.58","4.29","0.25","17.14","3.43","0.86","0.00","0.00","3.14","0.200","0.279","0.250","0.529","0.00","$0",""
"","Tommy Pham","LF","SD","10.00","0.52","10.00","0.52","35.16","7.42","0.65","0.00","0.97","3.87","0.211","0.312","0.312","0.624","0.00","$6,000,000",""
"","Austin Barnes","C","LAD","10.00","0.48","9.31","0.45","29.66","7.24","1.03","0.00","0.34","3.10","0.244","0.353","0.314","0.667","0.00","$3,500,000",""
"","Cesar Puello","RF","BOS","10.00","0.08","4.00","0.03","16.00","6.00","0.00","0.00","0.00","0.00","0.375","0.500","0.375","0.875","0.00","$0",""
"","Rangel Ravelo","1B","STL","10.00","0.22","7.69","0.17","26.92","4.62","0.77","0.00","0.77","4.62","0.171","0.244","0.286","0.530","0.00","$0",""
"","Elias Diaz","C","COL","10.00","0.43","5.77","0.25","26.15","6.15","0.77","0.00","0.77","3.46","0.235","0.288","0.353","0.641","0.00","$5,500,000",""
"","Jorge Alfaro","C","MIA","10.00","0.52","8.71","0.45","30.00","6.77","0.65","0.00","0.97","5.16","0.226","0.280","0.344","0.624","0.00","$0",""
"","Kevin Plawecki","C","BOS","10.00","0.40","7.92","0.32","34.17","11.67","2.08","0.42","0.42","7.08","0.342","0.393","0.463","0.857","0.00","$0",""
