"Rank","Player","Pos","Team","GP","GP%","GS","GS%","AB","H","2B","3B","HR","RBI","AVG","OBP","SLG","OPS","TVS","Cash2023",""
"","Pete Alonso","1B","NYM","10.00","0.94","9.93","0.93","36.91","9.67","1.78","0.20","2.43","6.18","0.262","0.344","0.519","0.863","6.10","$14,500,000",""
"","Jon Lester","SP","STL","10.00","0.19","9.33","0.17","16.00","2.67","0.67","0.00","0.33","1.00","0.167","0.200","0.271","0.471","6.05","$0",""
"","Austin Riley","3B","ATL","10.00","1.00","9.75","0.98","36.65","11.12","2.05","0.06","2.05","6.65","0.303","0.367","0.531","0.898","6.04","$15,000,000",""
"","Nick Castellanos","RF","CIN","10.00","0.85","9.86","0.84","38.48","11.88","2.75","0.07","2.46","7.25","0.309","0.363","0.576","0.939","6.00","$20,000,000",""
"","Dinelson Lamet","SP","SD","10.00","0.14","4.09","0.06","2.73","0.00","0.00","0.00","0.00","0.00","0.000","0.143","0.000","0.143","6.00","$5,000,000",""
"","Erick Fedde","SP","WSH","10.00","0.18","9.31","0.17","12.41","0.00","0.00","0.00","0.00","0.34","0.000","0.026","0.000","0.026","5.99","$0",""
"","Eric Haase","C","DET","10.00","0.60","9.29","0.56","35.82","8.27","1.22","0.10","2.24","6.22","0.231","0.286","0.459","0.745","5.98","$0",""
"","Enrique Hernandez","2B","BOS","10.00","0.83","9.70","0.80","37.91","9.48","2.61","0.22","1.49","4.48","0.250","0.337","0.449","0.786","5.94","$10,000,000",""
"","Joey Votto","1B","CIN","10.00","0.80","9.77","0.78","34.73","9.22","1.78","0.08","2.79","7.67","0.266","0.375","0.563","0.938","5.89","$25,000,000",""
"","Rafael Devers","3B","BOS","10.00","0.96","9.94","0.96","37.88","10.58","2.37","0.06","2.44","7.24","0.279","0.352","0.538","0.890","5.86","$22,500,000",""
"","Jorge Polanco","SS","MIN","10.00","0.94","9.61","0.90","38.68","10.39","2.30","0.13","2.17","6.45","0.269","0.323","0.503","0.826","5.84","$7,500,000",""
"","LaMonte Wade Jr.","CF","SF","10.00","0.67","7.61","0.51","30.83","7.80","1.56","0.28","1.65","5.14","0.253","0.326","0.482","0.808","5.84","$1,375,000",""
"","Jared Walsh","1B","LAA","10.00","0.89","9.44","0.84","36.81","10.21","2.36","0.07","2.01","6.81","0.277","0.340","0.509","0.850","5.83","$2,650,000",""
"","Marcus Semien","SS","TOR","10.00","1.00","9.94","0.99","40.25","10.68","2.41","0.12","2.78","6.30","0.265","0.334","0.538","0.873","5.74","$26,000,000",""
"","Jake Cronenworth","2B","SD","10.00","0.94","9.47","0.89","37.30","9.93","2.17","0.46","1.38","4.67","0.266","0.340","0.460","0.800","5.74","$4,225,000",""
"","Carson Kelly","C","ARI","10.00","0.60","8.16","0.49","31.02","7.45","1.12","0.10","1.33","4.69","0.240","0.344","0.411","0.755","5.66","$4,275,000",""
"","Kolten Wong","2B","MIL","10.00","0.72","9.40","0.67","38.36","10.43","2.76","0.17","1.21","4.31","0.272","0.335","0.447","0.783","5.63","$8,250,000",""
"","Joey Gallo","RF","NYY","10.00","0.94","9.74","0.92","32.55","6.47","0.85","0.07","2.48","5.03","0.199","0.351","0.458","0.808","5.59","$11,000,000",""
"","Ty France","DH","SEA","10.00","0.94","9.93","0.93","37.57","10.92","2.11","0.07","1.18","4.80","0.291","0.368","0.445","0.813","5.57","$4,100,000",""
"","Drew Smyly","SP","ATL","10.00","0.20","7.19","0.14","12.81","0.94","0.00","0.00","0.00","0.00","0.073","0.073","0.073","0.146","5.57","$8,000,000",""
"","Brendan Rodgers","SS","COL","10.00","0.64","9.42","0.60","37.57","10.68","2.04","0.29","1.46","4.95","0.284","0.328","0.470","0.798","5.54","$2,700,000",""
"","Yulieski Gurriel","1B","HOU","10.00","0.88","9.79","0.86","37.06","11.82","2.17","0.00","1.05","5.66","0.319","0.384","0.462","0.846","5.50","$0",""
"","Jazz Chisholm","2B","MIA","10.00","0.77","9.60","0.73","37.42","9.27","1.61","0.32","1.45","4.27","0.248","0.303","0.425","0.728","5.49","$0",""
"","Akil Baddoo","OF","DET","10.00","0.77","8.63","0.66","33.31","8.63","1.61","0.56","1.05","4.44","0.259","0.330","0.436","0.766","5.49","$0",""
"","Buster Posey","C","SF","10.00","0.70","9.12","0.64","34.96","10.62","2.04","0.00","1.59","4.96","0.304","0.390","0.499","0.889","5.48","$0",""
"","Austin Hays","LF","BAL","10.00","0.81","9.08","0.73","37.25","9.54","1.98","0.31","1.68","5.42","0.256","0.307","0.461","0.768","5.43","$3,200,000",""
"","Willson Contreras","C","CHC","10.00","0.79","8.75","0.69","32.27","7.66","1.56","0.00","1.64","4.45","0.237","0.340","0.438","0.778","5.42","$10,000,000",""
"","A.J. Minter","RP","ATL","10.00","0.38","0.00","0.00","0.16","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","5.40","$4,287,500",""
"","Trent Grisham","CF","SD","10.00","0.81","9.02","0.73","35.00","8.48","2.12","0.23","1.14","4.70","0.242","0.327","0.413","0.740","5.39","$3,175,000",""
"","Ozzie Albies","2B","ATL","10.00","0.98","10.00","0.98","40.06","10.38","2.55","0.45","1.91","6.75","0.259","0.311","0.488","0.799","5.36","$7,000,000",""
"","Tony Kemp","2B","OAK","10.00","0.81","6.87","0.56","25.19","7.02","1.22","0.23","0.61","2.82","0.279","0.382","0.418","0.800","5.35","$3,725,000",""
"","Freddie Freeman","1B","ATL","10.00","0.99","9.94","0.99","37.50","11.25","1.56","0.13","1.94","5.19","0.300","0.392","0.503","0.895","5.31","$20,000,000",""
"","Adolis Garcia","OF","TEX","10.00","0.92","9.87","0.91","38.99","9.46","1.75","0.13","2.08","6.04","0.243","0.286","0.454","0.741","5.18","$0",""
"","Trevor Story","SS","COL","10.00","0.89","9.79","0.87","36.78","9.23","2.38","0.35","1.68","5.24","0.251","0.329","0.471","0.801","5.16","$20,000,000",""
"","Elias Diaz","C","COL","10.00","0.66","8.22","0.55","31.59","7.76","1.68","0.09","1.68","4.11","0.246","0.310","0.464","0.774","5.15","$5,500,000",""
"","Michael Wacha","SP","TB","10.00","0.19","7.67","0.14","1.00","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","5.14","$7,500,000",""
"","Austin Meadows","DH","TB","10.00","0.88","9.23","0.81","36.48","8.45","2.04","0.21","1.90","7.46","0.232","0.314","0.456","0.769","5.11","$4,300,000",""
"","Ryan McMahon","2B","COL","10.00","0.94","9.21","0.87","34.74","8.82","2.11","0.07","1.51","5.66","0.254","0.331","0.449","0.779","5.07","$9,000,000",""
"","Mitch Haniger","RF","SEA","10.00","0.97","10.00","0.97","39.49","10.00","1.47","0.13","2.48","6.37","0.253","0.318","0.485","0.804","5.05","$11,000,000",""
"","Hunter Renfroe","RF","BOS","10.00","0.89","9.72","0.86","36.18","9.38","2.29","0.00","2.15","6.67","0.259","0.315","0.501","0.816","5.04","$11,900,000",""
"","Mike Yastrzemski","RF","SF","10.00","0.86","8.63","0.74","33.67","7.55","2.01","0.22","1.80","5.11","0.224","0.311","0.457","0.768","5.02","$6,100,000",""
"","Luis Urias","3B","MIL","10.00","0.93","8.87","0.82","32.67","8.13","1.67","0.07","1.53","5.00","0.249","0.345","0.445","0.789","5.02","$4,700,000",""
"","Josh Bell","1B","WSH","10.00","0.89","8.82","0.78","34.58","9.03","1.67","0.07","1.88","6.11","0.261","0.347","0.476","0.823","5.01","$16,500,000",""
"","Jeimer Candelario","1B","DET","10.00","0.92","10.00","0.92","37.38","10.13","2.82","0.20","1.07","4.50","0.271","0.351","0.443","0.795","4.98","$5,000,000",""
"","Hector Neris","RP","PHI","10.00","0.46","0.00","0.00","0.14","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","4.98","$8,000,000",""
"","Xander Bogaerts","SS","BOS","10.00","0.89","9.93","0.88","36.74","10.83","2.36","0.07","1.60","5.49","0.295","0.370","0.493","0.863","4.97","$30,000,000",""
"","Dylan Carlson","LF","STL","10.00","0.92","9.73","0.90","36.38","9.66","2.08","0.27","1.21","4.36","0.266","0.343","0.437","0.780","4.96","$0",""
"","Chas McCormick","OF","HOU","10.00","0.67","6.57","0.44","26.30","6.76","1.11","0.00","1.30","4.63","0.257","0.319","0.447","0.766","4.95","$0",""
"","Paul Goldschmidt","1B","STL","10.00","0.98","9.94","0.97","38.16","11.20","2.28","0.13","1.96","6.27","0.294","0.365","0.514","0.879","4.93","$26,000,000",""
"","Robbie Grossman","LF","DET","10.00","0.96","9.74","0.94","35.71","8.53","1.47","0.19","1.47","4.29","0.239","0.357","0.415","0.772","4.90","$2,000,000",""
"","Jordan Lyles","SP","TEX","10.00","0.20","9.38","0.19","1.88","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","4.85","$8,500,000",""
"","Avisail Garcia","RF","MIL","10.00","0.83","8.81","0.73","34.15","8.96","1.33","0.00","2.15","6.37","0.263","0.331","0.490","0.821","4.82","$12,000,000",""
"","Nicky Lopez","2B","KC","10.00","0.93","9.54","0.89","32.91","9.87","1.39","0.40","0.13","2.85","0.300","0.365","0.378","0.744","4.82","$3,700,000",""
"","Mark Canha","LF","OAK","10.00","0.87","9.86","0.86","36.81","8.51","1.56","0.28","1.21","4.33","0.231","0.358","0.387","0.746","4.74","$10,500,000",""
"","Javier Baez","SS","NYM","10.00","0.85","9.42","0.80","36.38","9.64","1.30","0.14","2.25","6.30","0.265","0.319","0.494","0.813","4.73","$22,000,000",""
"","Luis Arraez","2B","MIN","10.00","0.75","8.93","0.67","35.37","10.41","1.41","0.50","0.17","3.47","0.294","0.357","0.376","0.733","4.71","$6,100,000",""
"","Wade LeBlanc","SP","STL","10.00","0.11","5.00","0.06","6.11","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","4.69","$0",""
"","Steven Duggar","CF","SF","10.00","0.66","6.26","0.41","25.05","6.45","1.31","0.47","0.75","3.27","0.258","0.330","0.437","0.767","4.66","$0",""
"","Caleb Smith","SP","ARI","10.00","0.28","2.89","0.08","4.89","0.44","0.22","0.00","0.00","0.00","0.091","0.167","0.136","0.303","4.64","$0",""
"","Mookie Betts","RF","LAD","10.00","0.75","9.59","0.72","38.20","10.08","2.38","0.25","1.89","4.75","0.264","0.367","0.487","0.854","4.62","$17,000,000",""
"","Willy Adames","SS","MIL","10.00","0.86","9.50","0.82","35.50","9.29","2.29","0.07","1.79","5.21","0.262","0.337","0.481","0.818","4.61","$8,700,000",""
"","Joe Wendle","3B","TB","10.00","0.84","8.60","0.72","33.82","8.97","2.28","0.29","0.81","3.97","0.265","0.319","0.422","0.741","4.57","$6,000,000",""
"","Chris Taylor","2B","LAD","10.00","0.91","8.99","0.82","34.26","8.72","1.69","0.27","1.35","4.93","0.254","0.344","0.438","0.782","4.55","$15,000,000",""
"","Sean Murphy","C","OAK","10.00","0.73","9.16","0.67","33.03","7.14","1.93","0.00","1.43","4.96","0.216","0.306","0.405","0.710","4.51","$4,000,000",""
"","Alex Verdugo","CF","BOS","10.00","0.90","9.38","0.85","37.26","10.75","2.19","0.14","0.89","4.32","0.289","0.351","0.426","0.777","4.48","$6,300,000",""
"","Jose Altuve","2B","HOU","10.00","0.90","9.86","0.89","41.23","11.44","2.19","0.07","2.12","5.68","0.277","0.350","0.488","0.838","4.44","$26,000,000",""
"","Whit Merrifield","RF","KC","10.00","1.00","10.00","1.00","40.99","11.36","2.65","0.19","0.62","4.57","0.277","0.317","0.396","0.713","4.42","$6,750,000",""
"","Jacob Stallings","C","PIT","10.00","0.69","9.20","0.64","33.39","8.21","1.79","0.09","0.71","4.73","0.246","0.335","0.369","0.704","4.42","$3,350,000",""
"","Jeff Hoffman","SP","CIN","10.00","0.20","3.44","0.07","4.69","0.63","0.00","0.00","0.00","0.31","0.133","0.133","0.133","0.267","4.41","$0",""
"","Kolby Allard","SP","TEX","10.00","0.20","5.31","0.10","0.63","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","4.39","$0",""
"","Salvador Perez","C","KC","10.00","0.99","9.94","0.99","38.51","10.50","1.49","0.00","2.98","7.52","0.273","0.316","0.544","0.859","4.39","$20,000,000",""
"","Nate Lowe","1B","TEX","10.00","0.97","9.62","0.93","35.48","9.36","1.53","0.19","1.15","4.59","0.264","0.357","0.415","0.771","4.39","$4,050,000",""
"","Ryan Mountcastle","1B","BAL","10.00","0.89","9.72","0.86","37.08","9.44","1.60","0.07","2.29","6.18","0.255","0.309","0.487","0.796","4.37","$0",""
"","Tommy Edman","2B","STL","10.00","0.98","9.62","0.94","40.31","10.57","2.58","0.19","0.69","3.52","0.262","0.308","0.387","0.695","4.35","$4,200,000",""
"","Lourdes Gurriel Jr.","LF","TOR","10.00","0.87","9.65","0.84","35.46","9.79","1.99","0.14","1.49","5.96","0.276","0.319","0.466","0.785","4.33","$5,400,000",""
"","Jean Segura","SS","PHI","10.00","0.81","9.69","0.78","39.24","11.37","2.06","0.23","1.07","4.43","0.290","0.348","0.436","0.784","4.24","$6,500,000",""
"","Tyler Naquin","RF","CIN","10.00","0.78","8.35","0.65","32.36","8.74","1.89","0.16","1.50","5.51","0.270","0.333","0.477","0.809","4.23","$0",""
"","Yoan Moncada","3B","CHW","10.00","0.89","10.00","0.89","36.11","9.51","2.29","0.07","0.97","4.24","0.264","0.375","0.412","0.787","4.18","$18,000,000",""
"","Gavin Lux","SS","LAD","10.00","0.63","9.22","0.58","32.84","7.94","1.18","0.39","0.69","4.51","0.242","0.328","0.364","0.692","4.15","$0",""
"","Jose Abreu","1B","CHW","10.00","0.94","10.00","0.94","37.24","9.67","1.97","0.13","1.97","7.70","0.260","0.349","0.479","0.828","4.11","$19,500,000",""
"","Andrew Benintendi","LF","KC","10.00","0.83","9.63","0.80","36.79","10.15","2.01","0.15","1.27","5.45","0.276","0.324","0.442","0.766","4.10","$11,000,000",""
"","Josh Sborz","RP","TEX","10.00","0.39","0.00","0.00","0.16","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","4.10","$0",""
"","Nelson Cruz","DH","TB","10.00","0.86","9.57","0.83","36.64","9.71","1.50","0.07","2.29","6.14","0.265","0.335","0.497","0.832","4.08","$1,000,000",""
"","Max Kepler","RF","MIN","10.00","0.75","9.34","0.70","35.21","7.44","1.74","0.33","1.57","4.46","0.211","0.306","0.413","0.719","4.07","$8,500,000",""
"","Josh Harrison","2B","OAK","10.00","0.85","9.49","0.81","36.59","10.22","2.39","0.14","0.58","4.35","0.279","0.341","0.400","0.741","4.06","$2,000,000",""
"","Mitch Keller","SP","PIT","10.00","0.15","9.58","0.14","11.67","1.25","0.00","0.00","0.00","0.00","0.107","0.167","0.107","0.274","4.04","$2,437,500",""
"","Yandy Diaz","3B","TB","10.00","0.83","9.18","0.76","34.70","8.88","1.49","0.07","0.97","4.78","0.256","0.353","0.387","0.740","4.01","$6,000,000",""
"","Edmundo Sosa","SS","STL","10.00","0.70","6.64","0.46","25.49","6.90","0.71","0.35","0.53","2.39","0.271","0.346","0.389","0.735","4.00","$950,000",""
"","Brett Phillips","RF","TB","10.00","0.73","6.22","0.46","21.26","4.29","0.76","0.25","1.09","3.70","0.202","0.297","0.415","0.712","4.00","$1,200,000",""
"","Jesus Aguilar","1B","MIA","10.00","0.81","8.86","0.72","34.27","8.93","1.76","0.00","1.68","7.10","0.261","0.329","0.459","0.788","3.99","$3,000,000",""
"","Justin Turner","3B","LAD","10.00","0.93","9.21","0.86","35.30","9.80","1.46","0.00","1.79","5.76","0.278","0.361","0.471","0.832","3.99","$8,300,000",""
"","Adam Duvall","RF","ATL","10.00","0.91","9.12","0.83","34.90","7.96","1.16","0.14","2.59","7.69","0.228","0.281","0.491","0.772","3.96","$7,000,000",""
"","Matt Harvey","SP","BAL","10.00","0.17","10.00","0.17","1.79","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","3.95","$0",""
"","Eduardo Escobar","3B","MIL","10.00","0.90","9.45","0.85","37.60","9.52","1.78","0.34","1.92","6.16","0.253","0.314","0.472","0.786","3.92","$9,500,000",""
"","Tyler Stephenson","C","CIN","10.00","0.81","6.21","0.51","26.52","7.58","1.59","0.00","0.76","3.41","0.286","0.366","0.431","0.797","3.90","$0",""
"","Adam Frazier","2B","SD","10.00","0.96","9.03","0.86","37.23","11.35","2.32","0.32","0.32","2.77","0.305","0.368","0.411","0.779","3.85","$8,000,000",""
"","Matt Chapman","3B","OAK","10.00","0.93","9.93","0.93","35.03","7.35","0.99","0.20","1.79","4.77","0.210","0.314","0.403","0.716","3.83","$12,000,000",""
"","Seth Brown","1B","OAK","10.00","0.69","6.31","0.43","25.32","5.41","1.17","0.09","1.80","4.32","0.214","0.274","0.480","0.754","3.82","$0",""
"","Anthony Rizzo","1B","NYY","10.00","0.87","9.72","0.85","35.18","8.72","1.63","0.21","1.56","4.33","0.248","0.344","0.440","0.783","3.79","$17,000,000",""
"","Manuel Margot","RF","TB","10.00","0.77","8.32","0.64","33.68","8.56","1.44","0.24","0.80","4.56","0.254","0.313","0.382","0.696","3.76","$7,000,000",""
"","Zach Pop","RP","MIA","10.00","0.31","0.00","0.00","0.20","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","3.75","$0",""
"","Patrick Murphy","SP","WSH","10.00","0.15","0.00","0.00","0.40","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","3.73","$0",""
"","Griffin Jax","SP","MIN","10.00","0.11","7.78","0.09","1.67","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","3.66","$0",""
"","J.P. Crawford","SS","SEA","10.00","0.99","9.94","0.98","38.69","10.56","2.31","0.00","0.56","3.38","0.273","0.338","0.376","0.714","3.64","$10,000,000",""
"","J.D. Martinez","DH","BOS","10.00","0.91","10.00","0.91","38.51","11.01","2.84","0.20","1.89","6.69","0.286","0.349","0.518","0.867","3.64","$10,000,000",""
"","Mike Foltynewicz","SP","TEX","10.00","0.17","8.57","0.15","0.71","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","3.64","$0",""
"","Wil Crowe","SP","PIT","10.00","0.18","8.62","0.15","12.07","0.69","0.34","0.00","0.00","0.00","0.057","0.108","0.086","0.194","3.62","$0",""
"","Yan Gomes","C","OAK","10.00","0.64","9.03","0.57","33.88","8.54","1.46","0.10","1.36","5.05","0.252","0.301","0.421","0.723","3.52","$6,000,000",""
"","Manny Machado","3B","SD","10.00","0.94","9.61","0.91","36.86","10.26","2.03","0.13","1.83","6.93","0.278","0.347","0.489","0.837","3.49","$30,000,000",""
"","Miguel Rojas","SS","MIA","10.00","0.81","9.39","0.77","37.50","9.92","2.27","0.23","0.68","3.64","0.265","0.322","0.392","0.713","3.48","$5,000,000",""
"","Bobby Dalbec","1B","BOS","10.00","0.82","8.65","0.71","31.35","7.52","1.58","0.38","1.88","5.86","0.240","0.298","0.494","0.792","3.47","$0",""
"","Archie Bradley","RP","PHI","10.00","0.33","0.00","0.00","0.19","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","3.46","$0",""
"","Josh Rojas","SS","ARI","10.00","0.86","8.35","0.72","34.82","9.21","2.30","0.22","0.79","3.17","0.265","0.341","0.411","0.752","3.43","$2,575,000",""
"","Giancarlo Stanton","DH","NYY","10.00","0.86","9.64","0.83","36.69","10.00","1.37","0.00","2.52","6.98","0.273","0.354","0.516","0.870","3.43","$22,000,000",""
"","Ian Happ","CF","CHC","10.00","0.91","8.11","0.74","31.42","7.09","1.35","0.07","1.69","4.46","0.226","0.323","0.434","0.757","3.42","$10,850,000",""
"","Zack Greinke","SP","HOU","10.00","0.19","9.67","0.18","0.67","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","3.41","$8,500,000",""
"","Isiah Kiner-Falefa","SS","TEX","10.00","0.98","9.87","0.96","40.19","10.89","1.58","0.19","0.51","3.35","0.271","0.312","0.357","0.670","3.40","$6,000,000",""
"","Dansby Swanson","SS","ATL","10.00","1.00","9.88","0.99","36.52","9.07","2.05","0.12","1.68","5.47","0.248","0.311","0.449","0.760","3.36","$20,000,000",""
"","Kris Bryant","3B","SF","10.00","0.89","9.58","0.85","35.63","9.44","2.22","0.14","1.74","5.07","0.265","0.353","0.481","0.835","3.35","$27,000,000",""
"","Dennis Santana","RP","TEX","10.00","0.34","0.00","0.00","0.36","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","3.31","$1,000,000",""
"","Omar Narvaez","C","MIL","10.00","0.76","8.21","0.62","31.79","8.46","1.63","0.00","0.89","3.98","0.266","0.342","0.402","0.743","3.25","$8,000,000",""
"","Josh Donaldson","3B","MIN","10.00","0.83","9.33","0.78","33.85","8.37","1.93","0.00","1.93","5.33","0.247","0.352","0.475","0.827","3.24","$21,000,000",""
"","Freddy Galvis","SS","PHI","10.00","0.64","9.42","0.60","34.23","8.27","1.44","0.10","1.35","3.85","0.242","0.302","0.407","0.709","3.24","$0",""
"","Luis Torrens","C","SEA","10.00","0.67","8.61","0.57","32.04","7.78","1.48","0.19","1.39","4.35","0.243","0.299","0.431","0.730","3.23","$0",""
"","Leury Garcia","OF","CHW","10.00","0.78","9.29","0.72","32.94","8.81","1.75","0.32","0.40","4.29","0.268","0.336","0.376","0.711","3.16","$5,500,000",""
"","Spencer Howard","SP","TEX","10.00","0.12","7.89","0.09","3.16","1.05","0.53","0.00","0.00","0.00","0.333","0.333","0.500","0.833","3.12","$0",""
"","Keegan Akin","SP","BAL","10.00","0.15","7.08","0.10","0.83","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","3.12","$0",""
"","Jonathan Villar","OF","NYM","10.00","0.88","8.24","0.72","31.97","7.96","1.27","0.14","1.27","2.96","0.249","0.322","0.416","0.738","3.11","$0",""
"","Donovan Solano","2B","SF","10.00","0.62","7.72","0.48","30.40","8.51","1.68","0.00","0.69","3.07","0.280","0.344","0.404","0.748","3.08","$0",""
"","Wilmer Flores","2B","SF","10.00","0.86","6.91","0.59","27.99","7.34","1.15","0.07","1.30","3.81","0.262","0.335","0.447","0.782","3.05","$6,500,000",""
"","Miguel Sano","1B","MIN","10.00","0.83","9.41","0.78","34.81","7.78","1.78","0.00","2.22","5.56","0.223","0.312","0.466","0.778","3.01","$0",""
"","Odubel Herrera","CF","PHI","10.00","0.77","8.63","0.66","36.29","9.44","2.18","0.16","1.05","4.11","0.260","0.310","0.416","0.726","3.01","$0",""
"","Kevin Kiermaier","CF","TB","10.00","0.75","8.28","0.62","28.52","7.38","1.56","0.57","0.33","3.03","0.259","0.328","0.388","0.716","2.98","$9,000,000",""
"","Raimel Tapia","LF","COL","10.00","0.83","8.51","0.71","36.34","9.93","1.94","0.15","0.45","3.73","0.273","0.327","0.372","0.699","2.98","$0",""
"","Jose Urena","SP","DET","10.00","0.16","6.92","0.11","0.38","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.97","$3,000,000",""
"","Jonathan Schoop","2B","DET","10.00","0.96","10.00","0.96","39.94","11.09","1.92","0.06","1.41","5.38","0.278","0.321","0.435","0.755","2.94","$7,500,000",""
"","Austin Slater","LF","SF","10.00","0.80","4.26","0.34","21.24","5.12","0.93","0.08","0.93","2.48","0.241","0.320","0.423","0.744","2.93","$3,200,000",""
"","Vincent Velasquez","SP","SD","10.00","0.16","8.08","0.13","8.85","0.77","0.00","0.00","0.00","1.15","0.087","0.160","0.087","0.247","2.90","$3,150,000",""
"","Michael Brantley","LF","HOU","10.00","0.75","9.75","0.73","38.76","12.07","2.40","0.25","0.66","3.88","0.311","0.362","0.437","0.799","2.89","$12,000,000",""
"","Trey Mancini","DH","BAL","10.00","0.91","9.73","0.88","37.82","9.66","2.24","0.07","1.43","4.83","0.255","0.326","0.432","0.758","2.86","$7,000,000",""
"","Anthony Santander","RF","BAL","10.00","0.68","9.45","0.64","36.91","8.91","2.18","0.00","1.64","4.55","0.241","0.286","0.433","0.720","2.83","$7,400,000",""
"","Gary Sanchez","C","NYY","10.00","0.72","8.97","0.65","32.74","6.67","1.11","0.09","1.97","4.62","0.204","0.307","0.423","0.730","2.80","$0",""
"","J.T. Realmuto","C","PHI","10.00","0.83","9.18","0.76","35.52","9.33","1.87","0.30","1.27","5.45","0.263","0.343","0.439","0.782","2.79","$23,875,000",""
"","Christian Walker","1B","ARI","10.00","0.71","8.70","0.62","34.87","8.52","2.00","0.09","0.87","4.00","0.244","0.315","0.382","0.696","2.69","$6,500,000",""
"","Paul DeJong","SS","STL","10.00","0.70","8.85","0.62","31.50","6.19","0.89","0.09","1.68","3.98","0.197","0.284","0.390","0.674","2.69","$9,000,000",""
"","Nick Solak","3B","TEX","10.00","0.78","9.84","0.77","36.06","8.74","1.42","0.16","0.87","3.86","0.242","0.315","0.362","0.677","2.69","$0",""
"","Phil Maton","RP","HOU","10.00","0.40","0.15","0.01","0.15","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.67","$2,550,000",""
"","Eddie Rosario","LF","ATL","10.00","0.70","9.20","0.64","33.84","8.75","1.70","0.27","1.25","5.54","0.259","0.305","0.435","0.740","2.65","$9,000,000",""
"","Andrew McCutchen","LF","PHI","10.00","0.89","9.17","0.81","33.47","7.43","1.67","0.07","1.88","5.56","0.222","0.335","0.444","0.778","2.58","$5,000,000",""
"","Ryan Zimmerman","1B","WSH","10.00","0.68","4.36","0.30","23.18","5.64","1.45","0.00","1.27","4.18","0.243","0.286","0.471","0.756","2.58","$0",""
"","Gleyber Torres","SS","NYY","10.00","0.78","9.69","0.76","36.14","9.37","1.73","0.00","0.71","4.02","0.259","0.331","0.366","0.697","2.55","$9,950,000",""
"","Michael Taylor","CF","KC","10.00","0.88","9.58","0.84","34.01","8.31","1.13","0.07","0.85","3.80","0.244","0.297","0.356","0.653","2.54","$4,500,000",""
"","Colin Moran","1B","PIT","10.00","0.61","8.59","0.52","32.12","8.28","1.21","0.00","1.01","5.05","0.258","0.334","0.390","0.724","2.52","$0",""
"","Kyle Farmer","SS","CIN","10.00","0.91","8.71","0.79","32.86","8.64","1.50","0.14","1.09","4.29","0.263","0.316","0.416","0.732","2.51","$5,585,000",""
"","Jorge Lopez","SP","BAL","10.00","0.20","7.58","0.15","0.61","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.43","$3,525,000",""
"","Jeff McNeil","2B","NYM","10.00","0.74","8.42","0.62","32.17","8.00","1.58","0.08","0.58","2.92","0.249","0.317","0.358","0.674","2.36","$6,250,000",""
"","D.J. Stewart","LF","BAL","10.00","0.62","7.70","0.48","27.00","5.50","1.00","0.00","1.20","3.30","0.204","0.324","0.374","0.698","2.36","$0",""
"","Andrew Vaughn","LF","CHW","10.00","0.78","9.13","0.72","32.83","7.72","1.73","0.00","1.18","3.78","0.235","0.309","0.396","0.705","2.33","$0",""
"","Cesar Hernandez","2B","CHW","10.00","0.92","10.00","0.92","38.26","8.86","1.41","0.13","1.41","4.16","0.232","0.308","0.386","0.694","2.27","$0",""
"","Jake Diekman","RP","OAK","10.00","0.41","0.00","0.00","0.15","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.26","$3,500,000",""
"","Tommy Pham","LF","SD","10.00","0.96","7.87","0.75","30.65","7.03","1.55","0.13","0.97","3.16","0.230","0.341","0.383","0.724","2.23","$6,000,000",""
"","Pedro Severino","C","BAL","10.00","0.70","9.38","0.65","33.54","8.32","1.59","0.00","0.97","4.07","0.248","0.308","0.383","0.690","2.19","$0",""
"","Brad Miller","2B","PHI","10.00","0.86","5.64","0.49","23.64","5.36","0.64","0.21","1.43","3.50","0.227","0.321","0.453","0.774","2.17","$4,000,000",""
