Jugador,Anio_t,Anios_contrato_t,Valor_contrato_t,Valor_promedio_contrato_t,Juegos_t,Porcetnaje_juegos_t,At_bats_t,Bateos_t,Home_runs_t,RBI_t,Porcentaje_bateo_t,OPS_t,ln_Sueldo_base_t,ln_Sueldo_t,ln_Sueldo_regular_t,Juegos_2_t,Porcetnaje_juegos_2_t,At_bats_2_t,Bateos_2_t,Home_runs_2_t,RBI_2_t,Porcentaje_bateo_2_t,OPS_2_t,Anio_t_1,Anios_contrato_t_1,Valor_contrato_t_1,Valor_promedio_contrato_t_1,Juegos_t_1,Porcetnaje_juegos_t_1,At_bats_t_1,Bateos_t_1,Home_runs_t_1,RBI_t_1,Porcentaje_bateo_t_1,OPS_t_1,Juegos_2_t_1,Porcetnaje_juegos_2_t_1,At_bats_2_t_1,Bateos_2_t_1,Home_runs_2_t_1,RBI_2_t_1,Porcentaje_bateo_2_t_1,OPS_2_t_1
Welington Castillo,8,2,15000000,7500000,50,0.309,170,44,6,15,0.259,0.71,15.796512026830857,15.796512026830857,15.796512026830857,2500,0.095481,28900,1936,36,225,0.067081,0.5041,7,2,13000000,6500000,96,0.593,341,96,20,54,0.282,0.813,9216,0.351649,116281,9216,400,2916,0.0795239999999999,0.6609689999999999
Chris Iannetta,8,2,8500000,4250000,110,0.675,299,67,11,36,0.224,0.73,15.053884789007542,15.096444403426338,15.096444403426338,12100,0.455625,89401,4489,121,1296,0.050176,0.5328999999999999,7,1,1500000,1500000,89,0.549,272,69,17,43,0.254,0.865,7921,0.301401,73984,4761,289,1849,0.064516,0.748225
Alex Avila,8,2,8250000,4125000,81,0.5,194,32,7,20,0.165,0.603,15.201804919084164,15.201804919084164,15.201804919084164,6561,0.25,37636,1024,49,400,0.027225,0.3636089999999999,7,1,2000000,2000000,112,0.691,311,81,14,49,0.261,0.828,12544,0.4774809999999999,96721,6561,196,2401,0.068121,0.685584
Nick Hundley,8,1,2500000,2500000,96,0.593,282,68,10,31,0.241,0.706,14.73180128983843,14.73180128983843,14.73180128983843,9216,0.351649,79524,4624,100,961,0.0580809999999999,0.4984359999999999,7,1,2000000,2000000,101,0.624,287,70,9,35,0.244,0.691,10201,0.389376,82369,4900,81,1225,0.059536,0.4774809999999999
