Jugador,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,Equipo,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2
Aledmys Diaz,SS,84,0.519,294,76,8,45,0.259,0.721,HOU,3000000,3000000,3000000,7056,0.269361,86436,5776,64,2025,0.067081,0.519841
Juan Lagares,CF,112,0.691,309,73,6,38,0.236,0.638,LAA,1250000,1250000,1216320,12544,0.47748099999999993,95481,5329,36,1444,0.055695999999999996,0.407044
Carson Kelly,C,98,0.605,304,73,13,46,0.24,0.755,ARI,1700000,1700000,1700000,9604,0.366025,92416,5329,169,2116,0.0576,0.570025
Ramon Urias,2B,85,0.525,262,73,7,38,0.279,0.774,BAL,571500,571500,454804,7225,0.275625,68644,5329,49,1444,0.07784100000000002,0.599076
Chas McCormick,OF,108,0.667,284,73,14,50,0.257,0.766,HOU,570500,570500,570500,11664,0.44488900000000003,80656,5329,196,2500,0.066049,0.586756
Jorge Alfaro,C,92,0.568,295,72,4,30,0.244,0.625,MIA,2050000,2050000,2050000,8464,0.32262399999999997,87025,5184,16,900,0.059536,0.390625
Byron Buxton,CF,61,0.377,235,72,19,32,0.306,1.005,MIN,5125000,5125000,5125000,3721,0.142129,55225,5184,361,1024,0.093636,1.0100249999999997
Yadiel Hernandez,OF,112,0.691,264,72,9,32,0.273,0.742,WSH,572600,572600,686394,12544,0.47748099999999993,69696,5184,81,1024,0.07452900000000001,0.5505639999999999
Victor Caratini,C,116,0.716,313,72,7,39,0.23,0.638,SD,1300000,1300000,1300000,13456,0.512656,97969,5184,49,1521,0.0529,0.407044
Rowdy Tellez,1B,106,0.654,297,72,11,36,0.242,0.719,MIL,598100,598100,286224,11236,0.42771600000000004,88209,5184,121,1296,0.058564,0.516961
Darin Ruf,1B,117,0.722,262,71,16,43,0.271,0.904,SF,1275000,1275000,1275000,13689,0.521284,68644,5041,256,1849,0.073441,0.817216
Paul DeJong,SS,113,0.698,356,70,19,45,0.197,0.674,STL,4000000,4166666,4166666,12769,0.4872039999999999,126736,4900,361,2025,0.038809,0.45427600000000007
Andy Ibanez,2B,76,0.469,253,70,7,25,0.277,0.756,TEX,570500,570500,371107,5776,0.21996099999999996,64009,4900,49,625,0.07672900000000002,0.571536
Daulton Varsho,CF,95,0.586,284,70,11,38,0.247,0.755,ARI,570500,570500,401777,9025,0.343396,80656,4900,121,1444,0.061009,0.570025
Jason Heyward,RF,104,0.642,323,69,8,30,0.214,0.627,CHC,21000000,23500000,23500000,10816,0.41216400000000003,104329,4761,64,900,0.045795999999999996,0.393129
Santiago Espinal,SS,92,0.568,222,69,2,17,0.311,0.781,TOR,570500,570500,506055,8464,0.32262399999999997,49284,4761,4,289,0.096721,0.6099610000000001
Steven Duggar,CF,107,0.661,268,69,8,35,0.258,0.767,SF,570500,570500,404844,11449,0.43692100000000006,71824,4761,64,1225,0.066564,0.5882890000000001
Max Stassi,C,87,0.537,282,68,13,35,0.241,0.752,LAA,1600000,1600000,1600000,7569,0.28836900000000004,79524,4624,169,1225,0.058080999999999994,0.565504
Jose Trevino,C,89,0.549,285,68,5,30,0.239,0.607,TEX,584000,584000,584000,7921,0.30140100000000003,81225,4624,25,900,0.057121,0.36844899999999997
Justin Upton,LF,90,0.556,318,67,17,41,0.211,0.705,LAA,23000000,23000000,23000000,8100,0.3091360000000001,101124,4489,289,1681,0.044521,0.49702499999999994
Yasmani Grandal,C,93,0.574,279,67,23,62,0.24,0.939,CHW,18250000,18250000,18250000,8649,0.32947599999999994,77841,4489,529,3844,0.0576,0.8817209999999999
Guillermo Heredia,CF,120,0.745,305,67,5,26,0.22,0.665,ATL,1000000,1000000,1000000,14400,0.555025,93025,4489,25,676,0.0484,0.44222500000000003
Evan Longoria,3B,81,0.5,253,66,13,46,0.261,0.833,SF,18500000,18500000,16500000,6561,0.25,64009,4356,169,2116,0.068121,0.693889
Lorenzo Cain,CF,78,0.482,257,66,8,36,0.257,0.729,MIL,17000000,16000000,16000000,6084,0.23232399999999997,66049,4356,64,1296,0.066049,0.5314409999999999
Alex Dickerson,LF,111,0.685,283,66,13,38,0.233,0.725,SF,2100000,2100000,2100000,12321,0.46922500000000006,80089,4356,169,1444,0.054289000000000004,0.525625
Austin Slater,LF,129,0.796,274,66,12,32,0.241,0.744,SF,1150000,1150000,1150000,16641,0.6336160000000001,75076,4356,144,1024,0.058080999999999994,0.553536
Rougned Odor,2B,102,0.63,322,65,15,39,0.202,0.665,NYY,12000000,12333333,0,10404,0.39690000000000003,103684,4225,225,1521,0.04080400000000001,0.44222500000000003
Hanser Alberto,2B,103,0.636,241,65,2,24,0.27,0.693,KC,1650000,1650000,1650000,10609,0.404496,58081,4225,4,576,0.0729,0.4802489999999999
Willie Calhoun,DH,75,0.463,260,65,6,25,0.25,0.691,TEX,593000,593000,593000,5625,0.21436900000000003,67600,4225,36,625,0.0625,0.47748099999999993
Francisco Mejia,C,84,0.519,250,65,6,35,0.26,0.738,TB,586300,586300,586300,7056,0.269361,62500,4225,36,1225,0.06760000000000001,0.544644
Martin Maldonado,C,125,0.772,373,64,12,36,0.172,0.573,HOU,3500000,3500000,3500000,15625,0.5959840000000001,139129,4096,144,1296,0.029583999999999996,0.3283289999999999
Jace Peterson,2B,94,0.58,259,64,6,31,0.247,0.714,MIL,575000,575000,497651,8836,0.3364,67081,4096,36,961,0.061009,0.5097959999999999
Kelvin Gutierrez,3B,85,0.525,272,63,3,20,0.232,0.608,BAL,570500,570500,168685,7225,0.275625,73984,3969,9,400,0.053824000000000004,0.369664
Niko Goodrum,2B,90,0.556,290,62,9,33,0.214,0.651,DET,2100000,2100000,2100000,8100,0.3091360000000001,84100,3844,81,1089,0.045795999999999996,0.42380100000000004
Lewis Brinson,CF,89,0.549,274,62,9,33,0.226,0.639,MIA,587500,587500,423306,7921,0.30140100000000003,75076,3844,81,1089,0.051076,0.408321
Garrett Cooper,RF,71,0.438,215,61,9,33,0.284,0.845,MIA,1900000,1900000,1900000,5041,0.191844,46225,3721,81,1089,0.08065599999999999,0.7140249999999999
Nick Madrigal,2B,54,0.333,200,61,2,21,0.305,0.774,CHC,584000,584000,204100,2916,0.11088900000000002,40000,3721,4,441,0.093025,0.599076
Jarred Kelenic,OF,93,0.574,337,61,14,43,0.181,0.615,SEA,570500,570500,318968,8649,0.32947599999999994,113569,3721,196,1849,0.032761,0.378225
Charlie Culberson,2B,91,0.562,247,60,5,22,0.243,0.676,TEX,1500000,1500000,1500000,8281,0.31584400000000007,61009,3600,25,484,0.059049,0.45697600000000005
Wilmer Difo,SS,116,0.716,219,60,4,24,0.274,0.726,PIT,1000000,1000000,849408,13456,0.512656,47961,3600,16,576,0.07507600000000002,0.527076
Brandon Marsh,OF,70,0.432,236,60,2,19,0.254,0.673,LAA,570500,570500,236159,4900,0.18662399999999998,55696,3600,4,361,0.064516,0.4529290000000001
Tyrone Taylor,CF,93,0.574,243,60,12,43,0.247,0.778,MIL,570500,570500,472318,8649,0.32947599999999994,59049,3600,144,1849,0.061009,0.605284
Dylan Moore,2B,126,0.778,332,60,12,43,0.181,0.61,SEA,590400,590400,590400,15876,0.605284,110224,3600,144,1849,0.032761,0.3721
Seth Brown,1B,111,0.685,281,60,20,48,0.214,0.754,OAK,570500,570500,539792,12321,0.46922500000000006,78961,3600,400,2304,0.045795999999999996,0.568516
Ji-Man Choi,1B,83,0.512,258,59,11,45,0.229,0.758,TB,2450000,2450000,2450000,6889,0.262144,66564,3481,121,2025,0.052441,0.574564
Jake Bauers,1B,115,0.71,282,59,4,19,0.209,0.566,SEA,600000,600000,370990,13225,0.5041,79524,3481,16,361,0.043681,0.3203559999999999
Bryan De La Cruz,OF,58,0.358,199,59,5,19,0.297,0.783,MIA,570500,570500,199355,3364,0.128164,39601,3481,25,361,0.088209,0.613089
Josh VanMeter,2B,112,0.691,274,58,6,36,0.212,0.651,ARI,583400,583400,495646,12544,0.47748099999999993,75076,3364,36,1296,0.044944,0.42380100000000004
Brian Anderson,3B,67,0.414,233,58,7,28,0.249,0.715,MIA,3800000,3800000,3800000,4489,0.171396,54289,3364,49,784,0.062001,0.5112249999999999
David Bote,2B,97,0.599,291,58,8,35,0.199,0.606,CHC,1000000,1010000,1010000,9409,0.358801,84681,3364,64,1225,0.039601000000000004,0.367236
Jack Mayfield,2B,87,0.537,266,58,10,39,0.218,0.663,LAA,570500,570500,272963,7569,0.28836900000000004,70756,3364,100,1521,0.047524,0.43956900000000004
Luis Garcia,SS,70,0.432,236,57,6,22,0.242,0.689,HOU,580100,580100,580100,4900,0.18662399999999998,55696,3249,36,484,0.058564,0.47472099999999995
Luis Garcia,SS,70,0.432,236,57,6,22,0.242,0.689,STL,570500,570500,263762,4900,0.18662399999999998,55696,3249,36,484,0.058564,0.47472099999999995
Luis Garcia,SS,70,0.432,236,57,6,22,0.242,0.689,WSH,570500,570500,303633,4900,0.18662399999999998,55696,3249,36,484,0.058564,0.47472099999999995
Luis Garcia,RP,30,0.185,6,0,0,0,0.0,0.0,HOU,580100,580100,580100,900,0.034225,36,0,0,0,0.0,0.0
Luis Garcia,RP,30,0.185,6,0,0,0,0.0,0.0,STL,570500,570500,263762,900,0.034225,36,0,0,0,0.0,0.0
Luis Garcia,RP,30,0.185,6,0,0,0,0.0,0.0,WSH,570500,570500,303633,900,0.034225,36,0,0,0,0.0,0.0
Tom Murphy,C,97,0.599,277,56,11,34,0.202,0.655,SEA,875000,875000,875000,9409,0.358801,76729,3136,121,1156,0.04080400000000001,0.42902500000000005
Cavan Biggio,2B,79,0.488,250,56,7,27,0.224,0.678,TOR,604000,604000,604000,6241,0.238144,62500,3136,49,729,0.050176000000000005,0.45968400000000004
D.J. Stewart,LF,100,0.617,270,55,12,33,0.204,0.698,BAL,577000,577000,577000,10000,0.380689,72900,3025,144,1089,0.04161599999999999,0.4872039999999999
Matt Beaty,3B,120,0.741,204,55,7,40,0.27,0.765,LAD,590500,590500,523875,14400,0.549081,41616,3025,49,1600,0.0729,0.585225
Alex Kirilloff,DH,59,0.364,215,54,8,34,0.251,0.722,MIN,570500,570500,502988,3481,0.132496,46225,2916,64,1156,0.063001,0.521284
Victor Reyes,RF,76,0.469,209,54,5,22,0.258,0.701,DET,587100,587100,511272,5776,0.21996099999999996,43681,2916,25,484,0.066564,0.4914009999999999
Ha-seong Kim,SS,117,0.722,267,54,8,34,0.202,0.622,SD,7000000,7000000,7000000,13689,0.521284,71289,2916,64,1156,0.04080400000000001,0.386884
Mitch Garver,C,68,0.42,207,53,13,34,0.256,0.875,MIN,1875000,1875000,1875000,4624,0.17639999999999997,42849,2809,169,1156,0.065536,0.765625
Eloy Jimenez,DH,55,0.34,213,53,10,37,0.249,0.74,CHW,3500000,4333333,4333333,3025,0.11560000000000002,45369,2809,100,1369,0.062001,0.5476
Ryan Jeffers,C,85,0.525,267,53,14,35,0.199,0.67,MIN,575500,575500,501228,7225,0.275625,71289,2809,196,1225,0.039601000000000004,0.4489000000000001
Ryan O'Hearn,1B,84,0.519,236,53,9,29,0.225,0.636,KC,570500,570500,426313,7056,0.269361,55696,2809,81,841,0.050625,0.404496
Lane Thomas,CF,77,0.475,226,53,7,28,0.235,0.752,WSH,570500,570500,159484,5929,0.225625,51076,2809,49,784,0.055224999999999996,0.565504
Anthony Rendon,3B,58,0.358,217,52,6,34,0.24,0.712,LAA,27500000,28071428,28071428,3364,0.128164,47089,2704,36,1156,0.0576,0.506944
Brian Goodwin,RF,72,0.444,235,52,8,29,0.221,0.693,CHW,1000000,1000000,618240,5184,0.197136,55225,2704,64,841,0.048841,0.4802489999999999
Taylor Ward,3B,65,0.401,208,52,8,33,0.25,0.769,LAA,590500,590500,263525,4225,0.16080100000000003,43264,2704,64,1089,0.0625,0.591361
Chad Pinder,SS,75,0.463,214,52,6,27,0.243,0.712,OAK,2275000,2275000,2275000,5625,0.21436900000000003,45796,2704,36,729,0.059049,0.506944
Pat Valaika,SS,91,0.562,259,52,5,25,0.201,0.54,BAL,875000,875000,606816,8281,0.31584400000000007,67081,2704,25,625,0.040401000000000006,0.2916
Cody Bellinger,CF,95,0.586,315,52,10,36,0.165,0.542,LAD,16100000,16100000,16100000,9025,0.343396,99225,2704,100,1296,0.027225000000000003,0.293764
Jonah Heim,C,82,0.506,265,52,10,32,0.196,0.598,TEX,574000,574000,574000,6724,0.256036,70225,2704,100,1024,0.038416000000000006,0.357604
Brett Phillips,RF,119,0.735,253,51,13,44,0.202,0.712,TB,584400,584400,584400,14161,0.540225,64009,2601,169,1936,0.04080400000000001,0.506944
Luke Voit,1B,68,0.42,213,51,11,35,0.239,0.764,NYY,4700000,4700000,4700000,4624,0.17639999999999997,45369,2601,121,1225,0.057121,0.583696
J.D. Davis,3B,73,0.451,179,51,5,23,0.285,0.82,NYM,2100000,2100000,2100000,5329,0.203401,32041,2601,25,529,0.08122499999999999,0.6723999999999999
Billy McKinney,OF,116,0.716,265,51,9,27,0.193,0.638,LAD,578100,578100,229992,13456,0.512656,70225,2601,81,729,0.037249000000000004,0.407044
Connor Joe,1B,63,0.391,179,51,8,35,0.285,0.848,COL,570500,570500,355772,3969,0.15288100000000002,32041,2601,64,1225,0.08122499999999999,0.719104
Reese McGuire,C,78,0.482,198,50,1,10,0.253,0.654,TOR,570500,570500,463117,6084,0.23232399999999997,39204,2500,1,100,0.064009,0.42771600000000004
Brock Holt,2B,77,0.475,235,49,2,23,0.209,0.579,TEX,1750000,1750000,1750000,5929,0.225625,55225,2401,4,529,0.043681,0.33524099999999996
Willians Astudillo,C,73,0.451,208,49,7,21,0.236,0.634,MIN,573500,573500,474782,5329,0.203401,43264,2401,49,441,0.055695999999999996,0.40195600000000004
Jon Berti,2B,85,0.525,233,49,4,19,0.21,0.624,MIA,607500,607500,607500,7225,0.275625,54289,2401,16,361,0.04409999999999999,0.389376
Nick Gordon,SS,73,0.451,200,48,4,23,0.24,0.647,MIN,570500,570500,404844,5329,0.203401,40000,2304,16,529,0.0576,0.418609
Jorge Mateo,SS,89,0.549,194,48,4,14,0.247,0.67,BAL,571800,571800,181366,7921,0.30140100000000003,37636,2304,16,196,0.061009,0.4489000000000001
Magneuris Sierra,CF,123,0.759,209,48,0,5,0.23,0.549,MIA,571375,571375,571375,15129,0.5760810000000001,43681,2304,0,25,0.0529,0.30140100000000003
Dan Vogelbach,1B,93,0.574,215,47,9,24,0.219,0.73,MIL,1400000,1400000,1400000,8649,0.32947599999999994,46225,2209,81,576,0.047961,0.5328999999999999
Austin Nola,C,56,0.346,173,47,2,29,0.272,0.716,SD,571500,571500,571500,3136,0.11971599999999999,29929,2209,4,841,0.07398400000000001,0.512656
Travis d'Arnaud,C,60,0.373,209,46,7,26,0.22,0.671,ATL,8000000,8000000,8000000,3600,0.139129,43681,2116,49,676,0.0484,0.45024100000000006
Sam Hilliard,OF,82,0.509,214,46,14,34,0.215,0.757,COL,575500,575500,340340,6724,0.259081,45796,2116,196,1156,0.046224999999999995,0.573049
Ehire Adrianza,SS,109,0.677,182,45,5,28,0.247,0.728,ATL,1500000,1500000,1500000,11881,0.45832900000000004,33124,2025,25,784,0.061009,0.529984
Kevin Plawecki,C,64,0.395,157,45,3,15,0.287,0.737,BOS,1600000,1600000,1600000,4096,0.15602500000000002,24649,2025,9,225,0.08236899999999998,0.543169
Carter Kieboom,3B,62,0.383,217,45,6,20,0.207,0.619,WSH,570500,570500,226958,3844,0.146689,47089,2025,36,400,0.042849,0.383161
Jake Fraley,OF,78,0.482,214,45,9,36,0.21,0.721,SEA,572100,572100,572100,6084,0.23232399999999997,45796,2025,81,1296,0.04409999999999999,0.519841
Sergio Alcantara,2B,89,0.549,220,45,5,17,0.205,0.63,CHC,570500,570500,355772,7921,0.30140100000000003,48400,2025,25,289,0.04202499999999999,0.39690000000000003
Nico Hoerner,2B,44,0.272,149,45,0,16,0.302,0.751,CHC,570500,570500,502988,1936,0.07398400000000001,22201,2025,0,256,0.091204,0.564001
Travis Shaw,1B,84,0.519,220,44,9,39,0.2,0.659,BOS,1500000,1500000,395185,7056,0.269361,48400,1936,81,1521,0.04000000000000001,0.43428100000000003
Andrew Stevenson,OF,109,0.673,192,44,5,23,0.229,0.632,WSH,579100,579100,526097,11881,0.4529290000000001,36864,1936,25,529,0.052441,0.399424
D.J. Peters,OF,70,0.432,223,44,13,38,0.197,0.663,TEX,575000,575000,268917,4900,0.18662399999999998,49729,1936,169,1444,0.038809,0.43956900000000004
Christian Arroyo,SS,57,0.352,164,44,6,25,0.268,0.787,BOS,581500,581500,581500,3249,0.12390399999999999,26896,1936,36,625,0.07182400000000001,0.6193690000000001
Austin Barnes,C,77,0.475,200,43,6,23,0.215,0.644,LAD,1500000,1650000,1650000,5929,0.225625,40000,1849,36,529,0.046224999999999995,0.41473600000000005
Dom Nunez,C,81,0.503,228,43,10,33,0.189,0.692,COL,572500,572500,572500,6561,0.253009,51984,1849,100,1089,0.035721,0.47886399999999996
Stephen Vogt,C,78,0.485,210,41,7,25,0.195,0.616,ATL,3500000,3500000,1467726,6084,0.235225,44100,1681,49,625,0.038025,0.379456
Zack Collins,C,78,0.482,195,41,4,26,0.21,0.669,CHW,575000,575000,522379,6084,0.23232399999999997,38025,1681,16,676,0.04409999999999999,0.44756100000000004
Danny Jansen,C,70,0.432,184,41,11,28,0.223,0.772,TOR,601800,601800,601800,4900,0.18662399999999998,33856,1681,121,784,0.049729,0.5959840000000001
Gavin Sheets,1B,54,0.333,160,40,11,34,0.25,0.83,CHW,570500,570500,233092,2916,0.11088900000000002,25600,1600,121,1156,0.0625,0.6889
Alejandro Kirk,C,60,0.37,165,40,8,24,0.242,0.764,TOR,573500,573500,564189,3600,0.1369,27225,1600,64,576,0.058564,0.583696
Mike Trout,CF,36,0.222,117,39,8,18,0.333,1.09,LAA,35450000,37166667,37166667,1296,0.049284,13689,1521,64,324,0.11088900000000002,1.1881000000000002
Kole Calhoun,RF,51,0.315,166,39,5,17,0.235,0.67,ARI,8000000,8000000,8000000,2601,0.09922500000000001,27556,1521,25,289,0.055224999999999996,0.4489000000000001
Miguel Andujar,3B,45,0.278,154,39,6,12,0.253,0.667,NYY,639000,639000,583950,2025,0.07728400000000002,23716,1521,36,144,0.064009,0.44488900000000003
Mike Moustakas,3B,62,0.383,183,38,6,22,0.208,0.653,CIN,14000000,14000000,14000000,3844,0.146689,33489,1444,36,484,0.043264,0.42640900000000004
Stephen Piscotty,RF,72,0.444,173,38,5,16,0.22,0.635,OAK,7250000,7583333,7583333,5184,0.197136,29929,1444,25,256,0.0484,0.403225
Brent Rooker,OF,58,0.358,189,38,9,16,0.201,0.688,MIN,570500,570500,300566,3364,0.128164,35721,1444,81,256,0.040401000000000006,0.47334399999999993
Jake Meyers,OF,49,0.303,146,38,6,28,0.26,0.761,HOU,570500,570500,196288,2401,0.091809,21316,1444,36,784,0.06760000000000001,0.579121
Sandy Leon,C,84,0.519,202,37,4,14,0.183,0.505,MIA,1250000,1250000,1108800,7056,0.269361,40804,1369,16,196,0.033489,0.255025
Derek Hill,OF,49,0.303,139,36,3,14,0.259,0.702,DET,570500,570500,337370,2401,0.091809,19321,1296,9,196,0.067081,0.49280399999999996
Max Schrock,SS,53,0.327,125,36,3,14,0.288,0.776,CIN,570500,570500,233092,2809,0.10692900000000001,15625,1296,9,196,0.08294399999999999,0.602176
Matt Carpenter,3B,130,0.803,207,35,3,21,0.169,0.581,STL,18500000,18500000,18500000,16900,0.6448090000000001,42849,1225,9,441,0.028561000000000003,0.33756099999999994
Eli White,OF,64,0.395,198,35,6,15,0.177,0.567,TEX,572500,572500,492480,4096,0.15602500000000002,39204,1225,36,225,0.031328999999999996,0.32148899999999997
Kyle Higashioka,C,67,0.414,193,35,10,29,0.181,0.635,NYY,594000,594000,594000,4489,0.171396,37249,1225,100,841,0.032761,0.403225
Luis Guillorme,SS,69,0.426,132,35,1,5,0.265,0.685,NYM,580701,580701,580701,4761,0.181476,17424,1225,1,25,0.07022500000000001,0.46922500000000006
Luis Rengifo,SS,54,0.333,174,35,6,18,0.201,0.556,LAA,570500,570500,266829,2916,0.11088900000000002,30276,1225,36,324,0.040401000000000006,0.3091360000000001
Jose Rojas,3B,61,0.377,168,35,6,15,0.208,0.676,LAA,570500,570500,288298,3721,0.142129,28224,1225,36,225,0.043264,0.45697600000000005
William Contreras,C,53,0.329,163,35,8,23,0.215,0.701,ATL,570500,570500,285231,2809,0.108241,26569,1225,64,529,0.046224999999999995,0.4914009999999999
Manuel Pina,C,75,0.463,180,34,13,33,0.189,0.732,MIL,1650000,1650000,1650000,5625,0.21436900000000003,32400,1156,169,1089,0.035721,0.535824
Rob Refsnyder,RF,51,0.315,139,34,2,12,0.245,0.663,MIN,570500,570500,432447,2601,0.09922500000000001,19321,1156,4,144,0.060024999999999995,0.43956900000000004
Tomas Nido,C,58,0.358,153,34,3,13,0.222,0.588,NYM,577720,577720,577720,3364,0.128164,23409,1156,9,169,0.049284,0.34574399999999994
Tyler Wade,2B,103,0.636,127,34,0,5,0.268,0.677,NYY,603000,603000,534930,10609,0.404496,16129,1156,0,25,0.07182400000000001,0.45832900000000004
Clint Frazier,OF,66,0.407,183,34,5,15,0.186,0.633,NYY,2100000,2100000,2100000,4356,0.165649,33489,1156,25,225,0.034596,0.400689
Travis Jankowski,RF,76,0.469,131,33,1,10,0.252,0.715,PHI,570500,570500,386442,5776,0.21996099999999996,17161,1089,1,100,0.063504,0.5112249999999999
Aristides Aquino,RF,84,0.519,174,33,10,23,0.19,0.707,CIN,579000,579000,579000,7056,0.269361,30276,1089,100,529,0.0361,0.49984899999999993
Shogo Akiyama,CF,88,0.543,162,33,0,12,0.204,0.535,CIN,7000000,7000000,7000000,7744,0.294849,26244,1089,0,144,0.04161599999999999,0.286225
Kyle Lewis,CF,36,0.222,130,32,5,11,0.246,0.726,SEA,625000,625000,625000,1296,0.049284,16900,1024,25,121,0.060516,0.527076
Jordon Adell,OF,35,0.216,130,32,4,26,0.246,0.703,LAA,570500,570500,190154,1225,0.046655999999999996,16900,1024,16,676,0.060516,0.49420899999999995
Ryan McKenna,CF,90,0.556,169,31,2,14,0.183,0.559,BAL,570500,570500,386442,8100,0.3091360000000001,28561,961,4,196,0.033489,0.31248100000000006
Jake Cave,LF,76,0.469,164,31,3,13,0.189,0.541,MIN,597500,597500,597500,5776,0.21996099999999996,26896,961,9,169,0.035721,0.292681
Anthony Alford,CF,49,0.303,133,31,5,11,0.233,0.717,PIT,582000,582000,244062,2401,0.091809,17689,961,25,121,0.054289000000000004,0.5140889999999999
Adam Engel,LF,39,0.241,123,31,7,18,0.252,0.832,CHW,1375000,1375000,1375000,1521,0.058080999999999994,15129,961,49,324,0.063504,0.692224
Yonny Hernandez,SS,43,0.265,143,31,0,6,0.217,0.567,TEX,570500,570500,177886,1849,0.07022500000000001,20449,961,0,36,0.047089,0.32148899999999997
Jordy Mercer,SS,46,0.284,118,30,2,9,0.254,0.671,WSH,1000000,1000000,1000000,2116,0.08065599999999999,13924,900,4,81,0.064516,0.45024100000000006
Jose Peraza,SS,64,0.395,142,30,6,20,0.211,0.667,NYM,575000,575000,510015,4096,0.15602500000000002,20164,900,36,400,0.044521,0.44488900000000003
Michael Chavis,2B,43,0.265,121,30,3,11,0.248,0.655,PIT,575500,575500,157794,1849,0.07022500000000001,14641,900,9,121,0.061503999999999996,0.42902500000000005
Michael Perez,C,70,0.432,210,30,7,21,0.143,0.511,PIT,591500,591500,591500,4900,0.18662399999999998,44100,900,49,441,0.020448999999999995,0.261121
Adalberto Mondesi,SS,35,0.216,126,29,6,17,0.23,0.723,KC,2525000,2525000,2525000,1225,0.046655999999999996,15876,841,36,289,0.0529,0.522729
Nick Senzel,3B,36,0.222,111,29,1,8,0.261,0.673,CIN,580500,580500,580500,1296,0.049284,12321,841,1,64,0.068121,0.4529290000000001
Billy Hamilton,CF,71,0.438,127,28,2,11,0.221,0.62,CHW,1250000,1250000,1250000,5041,0.191844,16129,784,4,121,0.048841,0.3844
Andrew Knizner,C,63,0.389,161,28,1,9,0.174,0.517,STL,579200,579200,579200,3969,0.151321,25921,784,1,81,0.030275999999999997,0.267289
Cameron Gallagher,C,48,0.296,112,28,1,7,0.25,0.628,KC,604000,604000,604000,2304,0.08761599999999999,12544,784,1,49,0.0625,0.394384
Leodys Taveras,CF,49,0.303,174,28,3,9,0.161,0.477,TEX,574000,574000,203676,2401,0.091809,30276,784,9,81,0.025921000000000003,0.22752899999999998
Jake Rogers,C,38,0.235,113,27,6,17,0.239,0.802,DET,570500,570500,456983,1444,0.055224999999999996,12769,729,36,289,0.057121,0.6432040000000001
Cole Tucker,SS,43,0.265,117,26,2,12,0.222,0.64,PIT,570500,570500,193221,1849,0.07022500000000001,13689,676,4,144,0.049284,0.4096
Lars Nootbaar,OF,58,0.358,109,26,5,15,0.239,0.739,STL,570500,570500,263762,3364,0.128164,11881,676,25,225,0.057121,0.546121
Tim Locastro,OF,64,0.395,139,25,2,7,0.18,0.515,NYY,589100,589100,297698,4096,0.15602500000000002,19321,625,4,49,0.0324,0.265225
Cal Raleigh,C,47,0.29,139,25,2,13,0.18,0.543,SEA,570500,570500,257628,2209,0.0841,19321,625,4,169,0.0324,0.294849
Lewin Diaz,1B,40,0.247,122,25,8,13,0.205,0.693,MIA,570500,570500,150283,1600,0.061009,14884,625,64,169,0.04202499999999999,0.4802489999999999
Hoy Jun Park,2B,45,0.278,128,25,3,14,0.195,0.633,PIT,570500,570500,193221,2025,0.07728400000000002,16384,625,9,196,0.038025,0.400689
Austin Wynns,C,45,0.278,130,24,4,14,0.185,0.54,BAL,570500,570500,383375,2025,0.07728400000000002,16900,576,16,196,0.034225,0.2916
Keibert Ruiz,C,29,0.179,88,24,3,15,0.273,0.742,WSH,570500,570500,104278,841,0.032041,7744,576,9,225,0.07452900000000001,0.5505639999999999
Gerardo Parra,RF,53,0.327,97,23,2,10,0.237,0.643,WSH,1000000,1000000,564480,2809,0.10692900000000001,9409,529,4,100,0.056169,0.413449
Richie Martin,SS,37,0.228,98,23,1,8,0.235,0.555,BAL,570500,570500,331236,1369,0.051984,9604,529,1,64,0.055224999999999996,0.30802500000000005
Matt Vierling,OF,34,0.21,71,23,2,6,0.324,0.843,PHI,570500,570500,125747,1156,0.04409999999999999,5041,529,4,36,0.104976,0.710649
Kyle Garlick,RF,36,0.222,99,23,5,10,0.232,0.745,MIN,570500,570500,570500,1296,0.049284,9801,529,25,100,0.053824000000000004,0.555025
Robinson Chirinos,C,45,0.278,97,22,5,15,0.227,0.778,CHC,1000000,1000000,483840,2025,0.07728400000000002,9409,484,25,225,0.051529000000000005,0.605284
Andrew Knapp,C,62,0.383,145,22,2,11,0.152,0.429,PHI,1100000,1100000,1100000,3844,0.146689,21025,484,4,121,0.023104,0.18404099999999998
Breyvic Valera,2B,39,0.241,87,22,1,15,0.253,0.669,TOR,570500,570500,236159,1521,0.058080999999999994,7569,484,1,225,0.064009,0.44756100000000004
Riley Adams,C,47,0.29,99,22,2,10,0.222,0.737,WSH,570500,570500,272963,2209,0.0841,9801,484,4,100,0.049284,0.543169
Shed Long,2B,34,0.21,111,22,4,17,0.198,0.619,SEA,580500,580500,580500,1156,0.04409999999999999,12321,484,16,289,0.039204,0.383161
Zack Short,2B,61,0.377,156,22,6,20,0.141,0.521,DET,570500,570500,266829,3721,0.142129,24336,484,36,400,0.019880999999999996,0.27144100000000004
Khris Davis,DH,42,0.259,102,21,3,10,0.206,0.635,OAK,570500,570500,98144,1764,0.067081,10404,441,9,100,0.042435999999999995,0.403225
