Jugador,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,Equipo,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2
Aaron Hicks,CF,32,0.198,108,21,4,14,0.194,0.627,NYY,10500000,10785714,10785714,1024,0.039204,11664,441,16,196,0.037636,0.393129
Jose Rondon,2B,63,0.389,80,21,3,9,0.263,0.735,STL,570500,570500,389509,3969,0.151321,6400,441,9,81,0.06916900000000001,0.540225
Kyle Isbel,OF,28,0.173,76,21,1,7,0.276,0.772,KC,570500,570500,131881,784,0.029928999999999997,5776,441,1,49,0.07617600000000001,0.5959840000000001
Daz Cameron,OF,35,0.216,103,20,4,13,0.194,0.637,DET,570500,570500,291365,1225,0.046655999999999996,10609,400,16,169,0.037636,0.405769
Alex Jackson,C,52,0.321,131,18,3,12,0.137,0.488,MIA,580500,580500,202865,2704,0.10304100000000001,17161,324,9,144,0.018769000000000004,0.238144
Orlando Arcia,SS,36,0.224,81,16,2,14,0.198,0.567,ATL,2000000,2000000,290331,1296,0.050176000000000005,6561,256,4,196,0.039204,0.32148899999999997
Sam Haggerty,2B,35,0.216,86,16,2,5,0.186,0.538,SEA,574300,574300,574300,1225,0.046655999999999996,7396,256,4,25,0.034596,0.28944400000000003
Max Fried,SP,32,0.199,55,15,0,5,0.273,0.649,ATL,3500000,3500000,3500000,1024,0.039601000000000004,3025,225,0,25,0.07452900000000001,0.42120100000000005
Webster Rivas,C,24,0.148,68,15,2,4,0.221,0.641,SD,570500,570500,199355,576,0.021903999999999996,4624,225,4,16,0.048841,0.410881
Andrew Velazquez,3B,28,0.173,67,15,1,6,0.224,0.594,NYY,570500,570500,113479,784,0.029928999999999997,4489,225,1,36,0.050176000000000005,0.352836
Isaac Paredes,3B,23,0.142,72,15,1,5,0.208,0.625,DET,570500,570500,190154,529,0.020163999999999998,5184,225,1,25,0.043264,0.390625
Patrick Mazeika,C,37,0.228,79,15,1,6,0.19,0.519,NYM,570500,570500,214690,1369,0.051984,6241,225,1,36,0.0361,0.269361
Chris Owings,2B,21,0.13,43,14,1,5,0.326,1.048,COL,1000000,1000000,1000000,441,0.016900000000000002,1849,196,1,25,0.10627600000000001,1.0983040000000002
German Marquez,SP,32,0.199,53,14,1,9,0.264,0.679,COL,7500000,7800000,7800000,1024,0.039601000000000004,2809,196,1,81,0.06969600000000001,0.4610410000000001
Evan White,1B,30,0.185,97,14,2,9,0.144,0.439,SEA,1300000,1300000,1300000,900,0.034225,9409,196,4,81,0.020735999999999997,0.192721
Jose Siri,CF,21,0.13,46,14,4,9,0.304,0.956,HOU,570500,570500,92010,441,0.016900000000000002,2116,196,16,81,0.092416,0.913936
Alfonso Rivas,1B,18,0.111,44,14,1,3,0.318,0.797,CHC,570500,570500,110412,324,0.012321,1936,196,1,9,0.101124,0.635209
Dustin Garneau,C,20,0.124,62,13,6,11,0.21,0.831,DET,570500,570500,141082,400,0.015375999999999999,3844,169,36,121,0.04409999999999999,0.690561
Donnie Walton,SS,24,0.148,63,13,2,7,0.206,0.619,SEA,570500,570500,134948,576,0.021903999999999996,3969,169,4,49,0.042435999999999995,0.383161
Jake McCarthy,OF,24,0.148,59,13,2,4,0.22,0.706,ARI,570500,570500,113479,576,0.021903999999999996,3481,169,4,16,0.0484,0.49843599999999993
Johneshwy Fargas,OF,22,0.136,52,13,0,5,0.25,0.649,CHC,570500,570500,67474,484,0.018496000000000002,2704,169,0,25,0.0625,0.42120100000000005
Delino DeShields,CF,25,0.154,47,12,1,6,0.255,0.801,CIN,570500,570500,98144,625,0.023716,2209,144,1,36,0.065025,0.6416010000000001
Jacob deGrom,SP,15,0.093,33,12,0,6,0.364,0.758,NYM,33500000,36000000,22000000,225,0.008649,1089,144,0,36,0.132496,0.574564
Julio Urias,SP,32,0.198,59,12,0,9,0.203,0.454,LAD,3600000,3600000,3600000,1024,0.039204,3481,144,0,81,0.041209,0.20611600000000002
Ildemaro Vargas,2B,34,0.21,77,12,0,7,0.156,0.438,ARI,570500,570500,95077,1156,0.04409999999999999,5929,144,0,49,0.024336,0.191844
Zack Wheeler,SP,33,0.204,68,11,0,3,0.162,0.353,PHI,22500000,22500000,22500000,1089,0.04161599999999999,4624,121,0,9,0.026244,0.12460899999999998
Wade Miley,SP,30,0.185,54,10,0,3,0.185,0.469,CIN,8000000,8150000,8150000,900,0.034225,2916,100,0,9,0.034225,0.21996099999999996
Kevin Gausman,SP,34,0.21,54,10,0,4,0.185,0.396,SF,18900000,18900000,18900000,1156,0.04409999999999999,2916,100,0,16,0.034225,0.156816
Jahmai Jones,2B,26,0.161,67,10,0,3,0.149,0.402,BAL,570500,570500,110412,676,0.025921000000000003,4489,100,0,9,0.022201,0.16160400000000003
Jose Devers,SS,21,0.13,41,10,0,5,0.244,0.621,MIA,570500,570500,456983,441,0.016900000000000002,1681,100,0,25,0.059536,0.385641
Henry Ramos,OF,18,0.111,50,10,1,8,0.2,0.555,ARI,570500,570500,85876,324,0.012321,2500,100,1,64,0.04000000000000001,0.30802500000000005
Greg Allen,OF,15,0.093,37,10,0,2,0.27,0.849,NYY,570500,570500,61340,225,0.008649,1369,100,0,4,0.0729,0.7208009999999999
Nick Martini,RF,25,0.154,37,10,0,4,0.27,0.653,CHC,570500,570500,141082,625,0.023716,1369,100,0,16,0.0729,0.42640900000000004
Kean Wong,2B,32,0.198,60,10,0,6,0.167,0.427,LAA,570500,570500,177886,1024,0.039204,3600,100,0,36,0.027889000000000004,0.182329
Jose Barrero,SS,21,0.13,50,10,0,3,0.2,0.606,CIN,570500,570500,107345,441,0.016900000000000002,2500,100,0,9,0.04000000000000001,0.367236
Roman Quinn,CF,28,0.173,52,9,0,2,0.173,0.595,PHI,578000,578000,578000,784,0.029928999999999997,2704,81,0,4,0.029928999999999997,0.354025
Nick Fortes,C,14,0.086,31,9,4,7,0.29,1.03,MIA,570500,570500,49072,196,0.007395999999999999,961,81,16,49,0.0841,1.0609
T.J. Friedl,OF,14,0.086,31,9,1,2,0.29,0.78,CIN,570500,570500,46005,196,0.007395999999999999,961,81,1,4,0.0841,0.6084
Clayton Kershaw,SP,24,0.148,36,8,0,3,0.222,0.465,LAD,23333334,31000000,31000000,576,0.021903999999999996,1296,64,0,9,0.049284,0.21622500000000003
Joe Ross,SP,22,0.136,32,8,0,3,0.25,0.544,WSH,1500000,1500000,1500000,484,0.018496000000000002,1024,64,0,9,0.0625,0.29593600000000003
Corbin Burnes,SP,28,0.173,52,8,0,4,0.154,0.354,MIL,608000,608000,608000,784,0.029928999999999997,2704,64,0,16,0.023716,0.12531599999999998
Luis Castillo,SP,33,0.204,49,8,0,2,0.163,0.384,CIN,4200000,4200000,4200000,1089,0.04161599999999999,2401,64,0,4,0.026569000000000002,0.147456
Geraldo Perdomo,SS,11,0.068,31,8,0,1,0.258,0.798,ARI,570500,570500,42938,121,0.0046240000000000005,961,64,0,1,0.066564,0.636804
Patrick Corbin,SP,31,0.191,53,7,0,0,0.132,0.311,WSH,24000000,24416666,24416666,961,0.036481,2809,49,0,0,0.017424000000000002,0.096721
Trayce Thompson,CF,15,0.093,28,7,4,9,0.25,1.114,CHC,570500,570500,570500,225,0.008649,784,49,16,81,0.0625,1.2409960000000002
Walker Buehler,SP,34,0.21,69,7,0,3,0.101,0.293,LAD,2750000,3750000,3750000,1156,0.04409999999999999,4761,49,0,9,0.010201000000000002,0.085849
Aaron Nola,SP,33,0.204,49,7,0,4,0.143,0.416,PHI,11750000,12250000,12250000,1089,0.04161599999999999,2401,49,0,16,0.020448999999999995,0.173056
Joe Musgrove,SP,40,0.247,51,7,0,1,0.137,0.327,SD,4450000,4450000,4450000,1600,0.061009,2601,49,0,1,0.018769000000000004,0.10692900000000001
Colton Welker,3B,19,0.118,37,7,0,2,0.189,0.466,COL,570500,570500,76675,361,0.013923999999999999,1369,49,0,4,0.035721,0.21715600000000002
Michael Hermosillo,CF,16,0.099,36,7,3,7,0.194,0.737,CHC,575000,575000,145277,256,0.009801,1296,49,9,49,0.037636,0.543169
Huascar Ynoa,RP,18,0.112,32,7,2,6,0.219,0.656,ATL,580500,580500,580500,324,0.012544000000000001,1024,49,4,36,0.047961,0.43033600000000005
Sebastian Rivero,C,17,0.105,40,7,0,3,0.175,0.475,KC,570500,570500,174819,289,0.011024999999999998,1600,49,0,9,0.030624999999999996,0.225625
Kyle Hendricks,SP,32,0.198,52,6,0,1,0.115,0.283,CHC,14000000,14000000,14000000,1024,0.039204,2704,36,0,1,0.013225,0.08008899999999998
Sonny Gray,SP,26,0.161,41,6,0,0,0.146,0.313,CIN,10000000,10166666,10166666,676,0.025921000000000003,1681,36,0,0,0.021315999999999998,0.097969
Kyle Freeland,SP,25,0.155,33,6,0,4,0.182,0.434,COL,5025000,5025000,5025000,625,0.024025,1089,36,0,16,0.033124,0.188356
Zach Davies,SP,33,0.204,34,6,0,2,0.177,0.353,CHC,8630000,8630000,8630000,1089,0.04161599999999999,1156,36,0,4,0.031328999999999996,0.12460899999999998
Zac Gallen,SP,23,0.142,32,6,0,3,0.188,0.462,ARI,607500,607500,607500,529,0.020163999999999998,1024,36,0,9,0.035344,0.21344400000000002
Brandon Woodruff,SP,30,0.185,52,6,0,2,0.115,0.279,MIL,3275000,3275000,3275000,900,0.034225,2704,36,0,4,0.013225,0.07784100000000002
Logan Webb,SP,28,0.173,46,6,1,7,0.13,0.449,SF,583000,583000,564120,784,0.029928999999999997,2116,36,1,49,0.016900000000000002,0.201601
Dexter Fowler,RF,7,0.043,20,5,0,1,0.25,0.536,LAA,14500000,16500000,1750000,49,0.0018489999999999997,400,25,0,1,0.0625,0.28729600000000005
Yu Darvish,SP,30,0.185,53,5,0,1,0.094,0.243,SD,22000000,22000000,19000000,900,0.034225,2809,25,0,1,0.008836,0.059049
Jon Gray,SP,31,0.193,47,5,0,3,0.106,0.213,COL,6000000,6000000,6000000,961,0.037249000000000004,2209,25,0,9,0.011236,0.045369
Marcus Stroman,SP,33,0.204,51,5,0,1,0.098,0.301,NYM,18900000,18900000,18900000,1089,0.04161599999999999,2601,25,0,1,0.009604000000000001,0.09060099999999999
Skye Bolt,CF,34,0.21,57,5,1,4,0.088,0.261,OAK,570500,570500,239226,1156,0.04409999999999999,3249,25,1,16,0.007743999999999999,0.068121
Paolo Espino,RP,35,0.216,30,5,0,0,0.167,0.333,WSH,570500,570500,506055,1225,0.046655999999999996,900,25,0,0,0.027889000000000004,0.11088900000000002
Madison Bumgarner,SP,28,0.173,39,4,0,3,0.103,0.408,ARI,19000000,19000000,14000000,784,0.029928999999999997,1521,16,0,9,0.010608999999999999,0.16646399999999997
David Price,SP,39,0.241,15,4,0,2,0.267,0.583,LAD,32000000,32000000,16000000,1521,0.058080999999999994,225,16,0,4,0.071289,0.33988899999999994
Kyle Gibson,SP,31,0.191,29,4,1,2,0.138,0.379,PHI,10000000,11500000,11500000,961,0.036481,841,16,1,4,0.019044000000000002,0.143641
Tyler Anderson,SP,31,0.191,39,4,1,1,0.103,0.304,SEA,2500000,2500000,900547,961,0.036481,1521,16,1,1,0.010608999999999999,0.092416
Blake Snell,SP,27,0.167,34,4,0,0,0.118,0.235,SD,10500000,11100000,11100000,729,0.027889000000000004,1156,16,0,0,0.013923999999999999,0.055224999999999996
Eric Lauer,SP,26,0.161,26,4,1,4,0.154,0.527,MIL,570500,570500,450849,676,0.025921000000000003,676,16,1,16,0.023716,0.277729
Payton Henry,C,5,0.031,15,4,0,0,0.267,0.646,MIA,570500,570500,49072,25,0.0009609999999999999,225,16,0,0,0.071289,0.417316
Tyler Nevin,1B,6,0.037,14,4,1,3,0.286,1.087,BAL,570500,570500,30670,36,0.0013689999999999998,196,16,1,9,0.08179599999999998,1.1815689999999999
Greg Deichmann,OF,14,0.086,30,4,0,1,0.133,0.295,CHC,570500,570500,55206,196,0.007395999999999999,900,16,0,1,0.017689000000000003,0.08702499999999999
Freddy Peralta,SP,29,0.179,43,4,0,0,0.093,0.207,MIL,1000000,1334960,1334960,841,0.032041,1849,16,0,0,0.008649,0.042849
Seth Beer,OF,5,0.031,9,4,1,3,0.444,1.389,ARI,570500,570500,70541,25,0.0009609999999999999,81,16,1,9,0.197136,1.929321
Edwin Rios,3B,25,0.154,51,4,1,1,0.078,0.354,LAD,590500,590500,590500,625,0.023716,2601,16,1,1,0.006084,0.12531599999999998
Vimael Machin,2B,15,0.093,32,4,0,1,0.125,0.325,OAK,570500,570500,125747,225,0.008649,1024,16,0,1,0.015625,0.10562500000000001
Rob Brantly,C,6,0.037,20,3,0,0,0.15,0.39,NYY,570500,570500,309767,36,0.0013689999999999998,400,9,0,0,0.0225,0.1521
Deven Marrero,SS,10,0.062,16,3,1,1,0.188,0.691,MIA,570500,570500,70541,100,0.0038439999999999998,256,9,1,1,0.035344,0.47748099999999993
Mitch Keller,SP,24,0.148,28,3,0,0,0.107,0.274,PIT,579000,579000,429594,576,0.021903999999999996,784,9,0,0,0.011448999999999999,0.07507600000000002
Adrian Houser,SP,28,0.173,42,3,2,2,0.071,0.328,MIL,584100,584100,584100,784,0.029928999999999997,1764,9,4,4,0.0050409999999999995,0.10758400000000001
Anthony Gonsolin,RP,17,0.105,17,3,0,0,0.177,0.458,LAD,580500,580500,580500,289,0.011024999999999998,289,9,0,0,0.031328999999999996,0.209764
Vladimir Gutierrez,SP,22,0.136,33,3,0,1,0.091,0.234,CIN,570500,570500,386442,484,0.018496000000000002,1089,9,0,1,0.008281,0.054756000000000006
Trevor Rogers,SP,26,0.161,43,3,0,0,0.07,0.161,MIA,570500,570500,570500,676,0.025921000000000003,1849,9,0,0,0.004900000000000001,0.025921000000000003
Brian Miller,OF,5,0.031,11,3,0,0,0.273,0.545,MIA,570500,570500,18402,25,0.0009609999999999999,121,9,0,0,0.07452900000000001,0.29702500000000004
Tyler Mahle,SP,33,0.204,55,3,0,1,0.055,0.173,CIN,2200000,2200000,2200000,1089,0.04161599999999999,3025,9,0,1,0.003025,0.029928999999999997
Ranger Suarez,SP,39,0.241,16,3,0,1,0.188,0.59,PHI,570500,570500,460050,1521,0.058080999999999994,256,9,0,1,0.035344,0.34809999999999997
Austin Gomber,SP,24,0.149,32,3,0,1,0.094,0.215,COL,575500,575500,575500,576,0.022201,1024,9,0,1,0.008836,0.046224999999999995
JT Brubaker,SP,25,0.154,38,3,0,3,0.079,0.246,PIT,590500,590500,590500,625,0.023716,1444,9,0,9,0.006241,0.060516
Dylan Cease,SP,32,0.198,8,3,0,0,0.375,0.875,CHW,600000,600000,600000,1024,0.039204,64,9,0,0,0.140625,0.765625
Merrill Kelly,SP,27,0.167,47,3,0,1,0.064,0.222,ARI,4250000,4250000,4250000,729,0.027889000000000004,2209,9,0,1,0.004096,0.049284
Oneil Cruz,SS,2,0.012,9,3,1,3,0.333,1.0,PIT,570500,570500,6134,4,0.000144,81,9,1,9,0.11088900000000002,1.0
Kwang-hyun Kim,SP,27,0.167,26,3,0,2,0.115,0.302,STL,4000000,4000000,4000000,729,0.027889000000000004,676,9,0,4,0.013225,0.091204
Humberto Castellanos,RP,14,0.086,6,3,1,5,0.5,1.429,ARI,570500,570500,214690,196,0.007395999999999999,36,9,1,25,0.25,2.042041
Johnny Cueto,SP,22,0.136,29,2,0,0,0.069,0.225,SF,21000000,21000000,21000000,484,0.018496000000000002,841,4,0,0,0.0047610000000000005,0.050625
Carlos Martinez,SP,16,0.099,24,2,0,0,0.083,0.208,STL,11500000,11700000,11700000,256,0.009801,576,4,0,0,0.006889000000000001,0.043264
Vincent Velasquez,SP,26,0.161,23,2,0,3,0.087,0.247,SD,570500,570500,49072,676,0.025921000000000003,529,4,0,9,0.007568999999999999,0.061009
Jeff Hoffman,SP,32,0.198,15,2,0,1,0.133,0.267,CIN,585500,585500,585500,1024,0.039204,225,4,0,1,0.017689000000000003,0.071289
Luke Weaver,SP,13,0.08,19,2,0,1,0.105,0.255,ARI,1950000,1950000,1950000,169,0.0064,361,4,0,1,0.011024999999999998,0.065025
Jack Flaherty,SP,17,0.105,17,2,1,3,0.118,0.598,STL,3900000,3900000,3900000,289,0.011024999999999998,289,4,1,9,0.013923999999999999,0.357604
Antonio Senzatela,SP,28,0.174,39,2,0,1,0.051,0.103,COL,3000000,3000000,3000000,784,0.030275999999999997,1521,4,0,1,0.0026009999999999996,0.010608999999999999
Sean Manaea,SP,32,0.198,4,2,0,0,0.5,1.25,OAK,5950000,5950000,5950000,1024,0.039204,16,4,0,0,0.25,1.5625
Ian Anderson,SP,24,0.149,37,2,0,0,0.054,0.16,ATL,575500,575500,575500,576,0.022201,1369,4,0,0,0.0029159999999999998,0.0256
Jake Woodford,RP,26,0.161,18,2,0,0,0.111,0.222,STL,578300,578300,354426,676,0.025921000000000003,324,4,0,0,0.012321,0.049284
Caleb Smith,SP,45,0.278,22,2,0,0,0.091,0.303,ARI,1386240,1386240,1386240,2025,0.07728400000000002,484,4,0,0,0.008281,0.091809
Spencer Howard,SP,19,0.117,6,2,0,0,0.333,0.833,TEX,570500,570500,199355,361,0.013689000000000002,36,4,0,0,0.11088900000000002,0.693889
Wil Crowe,SP,29,0.179,35,2,0,0,0.057,0.194,PIT,574000,574000,481416,841,0.032041,1225,4,0,0,0.003249,0.037636
Luis Gonzalez,CF,6,0.037,8,2,0,0,0.25,0.955,SF,570500,570500,150283,36,0.0013689999999999998,64,4,0,0,0.0625,0.912025
Sandy Alcantara,SP,33,0.204,58,2,0,0,0.035,0.148,MIA,630000,630000,630000,1089,0.04161599999999999,3364,4,0,0,0.0012250000000000002,0.021903999999999996
Pablo Lopez,SP,21,0.13,33,2,0,0,0.061,0.182,MIA,595000,595000,595000,441,0.016900000000000002,1089,4,0,0,0.003721,0.033124
Adbert Alzolay,SP,30,0.185,31,2,0,0,0.065,0.191,CHC,573000,573000,542256,900,0.034225,961,4,0,0,0.0042250000000000005,0.036481
Luis Barrera,OF,6,0.037,8,2,0,0,0.25,0.5,OAK,570500,570500,46005,36,0.0013689999999999998,64,4,0,0,0.0625,0.25
Justin Steele,SP,20,0.124,13,2,0,0,0.154,0.308,CHC,570500,570500,401777,400,0.015375999999999999,169,4,0,0,0.023716,0.094864
Erick Castillo,C,4,0.025,8,2,0,0,0.25,0.583,CHC,570500,570500,9201,16,0.0006250000000000001,64,4,0,0,0.0625,0.33988899999999994
Zach Thompson,SP,27,0.167,15,2,0,0,0.133,0.333,MIA,570500,570500,368040,729,0.027889000000000004,225,4,0,0,0.017689000000000003,0.11088900000000002
Trent Giambrone,2B,5,0.031,13,2,0,0,0.154,0.308,CHC,570500,570500,12268,25,0.0009609999999999999,169,4,0,0,0.023716,0.094864
Daniel Bard,RP,67,0.416,1,1,0,0,1.0,2.0,COL,2925000,2925000,2925000,4489,0.173056,1,1,0,0,1.0,4.0
Stephen Strasburg,SP,5,0.031,5,1,0,0,0.2,0.733,WSH,35000000,35000000,23571429,25,0.0009609999999999999,25,1,0,0,0.04000000000000001,0.537289
Craig Stammen,RP,67,0.414,5,1,0,0,0.2,0.4,SD,4000000,4500000,4500000,4489,0.171396,25,1,0,0,0.04000000000000001,0.16000000000000003
Tommy Hunter,RP,4,0.025,1,1,0,0,1.0,2.0,TB,2250000,2250000,870984,16,0.0006250000000000001,1,1,0,0,1.0,4.0
Lance Lynn,SP,28,0.173,5,1,0,2,0.2,0.4,CHW,8000000,9333334,9333334,784,0.029928999999999997,25,1,0,4,0.04000000000000001,0.16000000000000003
Pete Kozma,SS,3,0.019,11,1,0,0,0.091,0.258,OAK,570500,570500,6134,9,0.000361,121,1,0,0,0.008281,0.066564
Dylan Bundy,SP,24,0.148,4,1,0,0,0.25,0.5,LAA,8325000,8325000,8325000,576,0.021903999999999996,16,1,0,0,0.0625,0.25
James Kaprielian,SP,24,0.148,3,1,0,0,0.333,0.667,OAK,570500,570500,441648,576,0.021903999999999996,9,1,0,0,0.11088900000000002,0.44488900000000003
Phil Bickford,RP,57,0.352,3,1,0,0,0.333,0.667,LAD,570500,570500,407911,3249,0.12390399999999999,9,1,0,0,0.11088900000000002,0.44488900000000003
Garrett Cleavinger,SP,22,0.136,2,1,0,0,0.5,1.5,LAD,570500,570500,472318,484,0.018496000000000002,4,1,0,0,0.25,2.25
Cody Poteet,SP,8,0.049,10,1,0,1,0.1,0.2,MIA,570500,570500,432447,64,0.0024010000000000004,100,1,0,1,0.010000000000000002,0.04000000000000001
Matt Boyd,SP,15,0.093,3,1,0,0,0.333,0.833,DET,6500000,6500000,6500000,225,0.008649,9,1,0,0,0.11088900000000002,0.693889
Max Moroff,2B,6,0.037,16,1,0,1,0.063,0.125,STL,570500,570500,435514,36,0.0013689999999999998,256,1,0,1,0.003969,0.015625
Alec Mills,SP,33,0.204,32,1,0,0,0.031,0.094,CHC,600000,600000,600000,1089,0.04161599999999999,1024,1,0,0,0.0009609999999999999,0.008836
Kenta Maeda,SP,23,0.142,3,1,0,0,0.333,0.667,MIN,3000000,5625000,2561000,529,0.020163999999999998,9,1,0,0,0.11088900000000002,0.44488900000000003
Nick Ciuffo,C,2,0.012,5,1,0,0,0.2,0.733,BAL,570500,570500,27603,4,0.000144,25,1,0,0,0.04000000000000001,0.537289
Matt Thaiss,1B,3,0.019,7,1,0,0,0.143,0.393,LAA,570500,570500,24536,9,0.000361,49,1,0,0,0.020448999999999995,0.154449
Bryse Wilson,SP,16,0.099,21,1,0,1,0.048,0.139,PIT,570500,570500,199355,256,0.009801,441,1,0,1,0.002304,0.019321000000000005
Dakota Hudson,SP,2,0.012,3,1,0,0,0.333,0.833,STL,595700,595700,595700,4,0.000144,9,1,0,0,0.11088900000000002,0.693889
Justin Dunn,SP,11,0.068,3,1,0,1,0.333,1.0,SEA,584900,584900,584900,121,0.0046240000000000005,9,1,0,1,0.11088900000000002,1.0
Cole Irvin,SP,32,0.198,5,1,0,1,0.2,0.4,OAK,573000,573000,573000,1024,0.039204,25,1,0,1,0.04000000000000001,0.16000000000000003
Chad Kuhl,RP,28,0.173,21,1,0,0,0.048,0.139,PIT,2130000,2130000,2130000,784,0.029928999999999997,441,1,0,0,0.002304,0.019321000000000005
Lucas Giolito,SP,31,0.191,4,1,0,0,0.25,0.5,CHW,4150000,4150000,4150000,961,0.036481,16,1,0,0,0.0625,0.25
Dane Dunning,SP,27,0.167,3,1,0,0,0.333,0.667,TEX,572500,572500,572500,729,0.027889000000000004,9,1,0,0,0.11088900000000002,0.44488900000000003
Steven Brault,SP,7,0.043,6,1,0,0,0.167,0.5,PIT,2050000,2050000,2050000,49,0.0018489999999999997,36,1,0,0,0.027889000000000004,0.25
Austin Voth,RP,49,0.303,2,1,0,0,0.5,1.167,WSH,587700,587700,587700,2401,0.091809,4,1,0,0,0.25,1.3618890000000001
Chase De Jong,SP,10,0.062,12,1,0,0,0.083,0.25,PIT,570500,570500,386442,100,0.0038439999999999998,144,1,0,0,0.006889000000000001,0.0625
Yairo Munoz,SS,5,0.031,11,1,0,0,0.091,0.182,BOS,570500,570500,113479,25,0.0009609999999999999,121,1,0,0,0.008281,0.033124
Ronald Guzman,1B,7,0.043,16,1,1,1,0.063,0.368,TEX,606000,606000,606000,49,0.0018489999999999997,256,1,1,1,0.003969,0.135424
David Peterson,SP,16,0.099,16,1,0,0,0.063,0.243,NYM,585750,585750,585750,256,0.009801,256,1,0,0,0.003969,0.059049
Cory Abbott,SP,8,0.049,3,1,0,0,0.333,0.667,CHC,570500,570500,39871,64,0.0024010000000000004,9,1,0,0,0.11088900000000002,0.44488900000000003
Keegan Thompson,RP,32,0.198,6,1,0,0,0.167,0.333,CHC,570500,570500,395643,1024,0.039204,36,1,0,0,0.027889000000000004,0.11088900000000002
Bailey Ober,SP,20,0.124,2,1,0,0,0.5,1.0,MIN,570500,570500,371107,400,0.015375999999999999,4,1,0,0,0.25,1.0
Garrett Whitlock,RP/CL,46,0.284,2,1,0,0,0.5,1.0,BOS,570500,570500,570500,2116,0.08065599999999999,4,1,0,0,0.25,1.0
Zack Littell,RP,63,0.389,4,1,0,0,0.25,0.5,SF,570500,570500,447782,3969,0.151321,16,1,0,0,0.0625,0.25
Elieser Hernandez,SP,11,0.068,14,1,0,0,0.071,0.143,MIA,579000,579000,579000,121,0.0046240000000000005,196,1,0,0,0.0050409999999999995,0.020448999999999995
Josiah Gray,SP,14,0.086,22,1,0,0,0.046,0.132,WSH,570500,570500,570500,196,0.007395999999999999,484,1,0,0,0.002116,0.017424000000000002
Drew Rasmussen,RP,35,0.216,4,1,0,0,0.25,0.5,TB,573000,573000,317343,1225,0.046655999999999996,16,1,0,0,0.0625,0.25
John Means,SP,26,0.161,5,1,0,0,0.2,0.6,BAL,593500,593500,593500,676,0.025921000000000003,25,1,0,0,0.04000000000000001,0.36
Chris Paddack,SP,24,0.148,35,1,0,0,0.029,0.11,SD,610900,610900,610900,576,0.021903999999999996,1225,1,0,0,0.0008410000000000001,0.0121
Taylor Widener,SP,23,0.142,16,1,0,0,0.063,0.18,ARI,583400,583400,552112,529,0.020163999999999998,256,1,0,0,0.003969,0.0324
Jose Urquidy,SP,20,0.124,4,1,0,0,0.25,0.5,HOU,604200,604200,604200,400,0.015375999999999999,16,1,0,0,0.0625,0.25
Patrick Sandoval,SP,17,0.105,4,1,0,0,0.25,0.5,LAA,570500,570500,469251,289,0.011024999999999998,16,1,0,0,0.0625,0.25
Humberto Mejia,SP,5,0.031,7,1,0,0,0.143,0.429,ARI,570500,570500,61340,25,0.0009609999999999999,49,1,0,0,0.020448999999999995,0.18404099999999998
Edward Cabrera,P,7,0.043,7,1,0,1,0.143,0.429,MIA,570500,570500,119613,49,0.0018489999999999997,49,1,0,1,0.020448999999999995,0.18404099999999998
Ashton Goudeau,SP,16,0.099,6,1,0,0,0.167,0.333,COL,570500,570500,159484,256,0.009801,36,1,0,0,0.027889000000000004,0.11088900000000002
P.J. Higgins,C,9,0.056,23,1,0,0,0.044,0.163,CHC,570500,570500,420179,81,0.0031360000000000003,529,1,0,0,0.0019359999999999998,0.026569000000000002
Tony Santillan,SP,27,0.167,7,1,0,0,0.143,0.429,CIN,570500,570500,266829,729,0.027889000000000004,49,1,0,0,0.020448999999999995,0.18404099999999998
Connor Overton,RP,9,0.056,1,1,0,2,1.0,2.0,PIT,570500,570500,67474,81,0.0031360000000000003,1,1,0,4,1.0,4.0
Zack Greinke,SP,30,0.185,2,0,0,0,0.0,0.0,HOU,32000000,35000000,24666667,900,0.034225,4,0,0,0,0.0,0.0
Scott Kazmir,SP,5,0.031,3,0,0,0,0.0,0.0,SF,600000,600000,80650,25,0.0009609999999999999,9,0,0,0,0.0,0.0
Max Scherzer,SP,30,0.185,59,0,0,1,0.0,0.0,LAD,27360623,34603480,0,900,0.034225,3481,0,0,1,0.0,0.0
Jesse Chavez,RP,30,0.186,3,0,0,0,0.0,0.0,ATL,570500,570500,309767,900,0.034596,9,0,0,0,0.0,0.0
Craig Kimbrel,RP,63,0.389,1,0,0,0,0.0,0.0,CHW,16000000,16000000,5591430,3969,0.151321,1,0,0,0,0.0,0.0
Chris Sale,SP,9,0.056,1,0,0,0,0.0,0.0,BOS,30000000,30000000,20000000,81,0.0031360000000000003,1,0,0,0,0.0,0.0
Carlos Carrasco,SP,12,0.074,15,0,0,0,0.0,0.0,NYM,12000000,12000000,12000000,144,0.005475999999999999,225,0,0,0,0.0,0.0
Wade LeBlanc,SP,18,0.111,11,0,0,0,0.0,0.0,STL,570500,570500,331236,324,0.012321,121,0,0,0,0.0,0.0
Kenley Jansen,RP/CL,69,0.426,1,0,0,0,0.0,0.0,LAD,20000000,20000000,20000000,4761,0.181476,1,0,0,0,0.0,0.0
