"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2023",""
"","Aaron Nola","SP","PHI","1.00","1.00","5.55","5.80","3.40","2.95","1.45","6.05","0.30","0.45","0.00","0.07","0.24","0.00","2.33","$16,000,000",""
"","Nate Karns","SP","SEA","1.00","0.68","4.29","4.32","2.50","2.45","2.05","4.59","0.27","0.09","0.05","0.07","0.23","0.00","1.09","$0",""
"","Michael Fiers","SP","HOU","1.00","0.97","5.43","6.06","2.87","2.74","1.35","4.32","0.35","0.26","0.00","0.04","0.15","0.00","0.99","$0",""
"","Drew Smyly","SP","TB","1.00","1.00","5.84","5.80","3.43","3.17","1.63","5.57","0.23","0.40","0.00","0.04","0.16","0.00","0.92","$8,000,000",""
"","Cory Gearrin","RP","SF","1.00","0.00","0.86","0.75","0.43","0.41","0.25","0.80","0.05","0.04","0.05","0.02","0.08","0.00","0.79","$0",""
"","Jhoulys Chacin","SP","LAA","1.00","0.65","4.24","4.50","2.38","2.26","1.62","3.50","0.18","0.24","0.00","0.04","0.14","0.00","0.78","$0",""
"","Jeanmar Gomez","RP","PHI","1.00","0.00","0.98","1.11","0.54","0.53","0.31","0.67","0.04","0.07","0.53","0.02","0.07","0.00","0.72","$0",""
"","Matt Barnes","RP","BOS","1.00","0.00","1.08","1.00","0.52","0.48","0.50","1.15","0.06","0.05","0.02","0.02","0.07","0.00","0.69","$2,625,000",""
"","Will Smith","RP","SF","1.00","0.00","0.76","0.58","0.36","0.28","0.34","0.91","0.04","0.08","0.00","0.02","0.06","0.00","0.57","$0",""
"","Ken Giles","RP","HOU","1.00","0.00","0.95","0.87","0.46","0.43","0.36","1.48","0.03","0.07","0.22","0.02","0.06","0.00","0.54","$0",""
"","Fernando Abad","RP","BOS","1.00","0.00","0.82","0.70","0.35","0.33","0.39","0.72","0.02","0.11","0.02","0.02","0.06","0.00","0.54","$0",""
"","Carlos Estevez","RP","COL","1.00","0.00","0.87","0.79","0.51","0.51","0.44","0.94","0.05","0.11","0.17","0.02","0.08","0.00","0.53","$6,750,000",""
"","Brandon Maurer","RP","SD","1.00","0.00","0.98","0.92","0.52","0.49","0.32","1.01","0.00","0.07","0.18","0.02","0.06","0.00","0.51","$0",""
"","Felipe Vazquez","RP","PIT","1.00","0.00","1.03","0.88","0.52","0.47","0.44","1.23","0.01","0.08","0.01","0.02","0.05","0.00","0.49","$0",""
"","Clay Buchholz","SP","BOS","1.00","0.57","3.77","3.51","2.16","2.00","1.49","2.51","0.22","0.27","0.00","0.04","0.13","0.00","0.48","$0",""
"","Jose Alvarez","RP","LAA","1.00","0.00","0.90","1.11","0.45","0.34","0.23","0.80","0.02","0.05","0.00","0.02","0.05","0.00","0.44","$0",""
"","Justin Grimm","RP","CHC","1.00","0.00","0.77","0.69","0.35","0.35","0.34","0.96","0.03","0.01","0.00","0.02","0.06","0.00","0.43","$0",""
"","Fernando Salas","RP","NYM","1.00","0.00","0.98","0.84","0.43","0.43","0.25","0.85","0.04","0.09","0.08","0.01","0.05","0.00","0.41","$0",""
"","Wei-Yin Chen","SP","MIA","1.00","1.00","5.61","6.09","3.14","3.09","1.09","4.55","0.23","0.23","0.00","0.06","0.23","0.00","0.39","$0",""
"","Ross Ohlendorf","RP","CIN","1.00","0.00","1.03","0.92","0.55","0.53","0.50","1.06","0.08","0.11","0.03","0.02","0.07","0.00","0.37","$0",""
"","Jonathan Broxton","RP","STL","1.00","0.00","0.92","0.77","0.48","0.44","0.36","0.86","0.06","0.03","0.00","0.02","0.07","0.00","0.33","$0",""
"","Jason Grilli","RP","TOR","1.00","0.00","0.88","0.66","0.42","0.40","0.48","1.21","0.10","0.09","0.06","0.02","0.06","0.00","0.22","$0",""
"","Josh Osich","RP","SF","1.00","0.00","0.62","0.53","0.34","0.32","0.32","0.42","0.02","0.05","0.00","0.02","0.08","0.00","0.21","$0",""
"","Michael Tonkin","RP","MIN","1.00","0.00","1.10","1.23","0.71","0.62","0.37","1.23","0.05","0.03","0.00","0.02","0.08","0.00","0.20","$0",""
"","Jesse Chavez","RP","LAD","1.00","0.00","1.08","1.15","0.58","0.53","0.29","1.02","0.05","0.03","0.00","0.02","0.07","0.00","0.20","$0",""
"","Oliver Perez","RP","WSH","1.00","0.00","0.63","0.59","0.34","0.34","0.31","0.72","0.03","0.05","0.00","0.02","0.08","0.00","0.13","$0",""
"","Javier Lopez","RP","SF","1.00","0.00","0.39","0.35","0.19","0.18","0.22","0.22","0.01","0.04","0.01","0.02","0.06","0.00","0.13","$0",""
"","Antonio Bastardo","RP","PIT","1.00","0.00","0.98","0.88","0.54","0.51","0.46","1.07","0.04","0.00","0.00","0.02","0.07","0.00","0.08","$0",""
"","Andrew Romine","SS","DET","1.00","0.41","0.01","0.00","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.03","0.00","0.00","0.08","$0",""
"","Drew Storen","RP","SEA","1.00","0.00","0.91","0.98","0.53","0.53","0.23","0.84","0.07","0.05","0.05","0.02","0.09","0.00","0.07","$0",""
"","Miguel Montero","C","CHC","1.00","0.76","0.02","0.05","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.03","0.08","0.00","0.00","$0",""
"","Yusmeiro Petit","RP","WSH","1.00","0.03","1.72","1.86","0.92","0.86","0.42","1.36","0.08","0.14","0.03","0.04","0.13","0.00","0.00","$0",""
"","Chad Qualls","RP","COL","1.00","0.00","0.74","0.98","0.50","0.43","0.20","0.50","0.05","0.00","0.00","0.04","0.12","0.00","0.00","$0",""
"","Jorge De La Rosa","RP","COL","1.00","0.89","4.96","5.81","3.44","3.04","2.33","4.00","0.30","0.33","0.00","0.06","0.20","0.00","0.00","$0",""
"","Yovani Gallardo","RP","BAL","1.00","0.96","4.91","5.25","3.08","2.96","2.54","3.54","0.25","0.33","0.00","0.07","0.23","0.00","0.00","$0",""
"","Brandon McCarthy","SP","LAD","1.00","0.90","4.00","2.90","2.40","2.20","2.60","4.40","0.20","0.30","0.00","0.14","0.50","0.00","0.00","$0",""
"","Jason Motte","RP","COL","1.00","0.00","0.79","0.93","0.50","0.43","0.27","0.80","0.00","0.03","0.00","0.05","0.16","0.00","0.00","$0",""
"","Ross Detwiler","SP","OAK","1.00","0.44","3.03","3.69","2.13","2.06","1.19","1.63","0.13","0.25","0.00","0.10","0.38","0.00","0.00","$0",""
"","Drew Butera","C","KC","1.00","0.61","0.02","0.02","0.00","0.00","0.00","0.02","0.00","0.00","0.00","0.01","0.00","0.00","0.00","$0",""
"","Anthony Swarzak","RP","NYY","1.00","0.00","1.19","1.08","0.73","0.73","0.27","1.19","0.04","0.08","0.00","0.04","0.21","0.00","0.00","$0",""
"","Drew Hutchison","RP","PIT","1.00","0.33","2.67","3.11","1.56","1.56","0.78","2.44","0.11","0.00","0.00","0.16","0.58","0.00","0.00","$0",""
"","Blake Parker","RP","NYY","1.00","0.00","1.02","1.00","0.53","0.53","0.53","0.88","0.06","0.00","0.06","0.09","0.27","0.00","0.00","$0",""
"","Aaron Loup","RP","TOR","1.00","0.00","0.68","0.71","0.38","0.38","0.19","0.71","0.00","0.00","0.00","0.06","0.24","0.00","0.00","$7,500,000",""
"","Trevor Rosenthal","RP","STL","1.00","0.00","0.90","1.07","0.49","0.44","0.64","1.24","0.04","0.09","0.31","0.04","0.10","0.00","0.00","$0",""
"","Brad Boxberger","RP","TB","1.00","0.00","0.90","0.85","0.48","0.48","0.70","0.81","0.15","0.11","0.00","0.06","0.18","0.00","0.00","$2,000,000",""
