"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2023",""
"","Josh Edgin","RP","NYM","1.00","0.00","0.65","0.63","0.38","0.38","0.38","0.69","0.06","0.00","0.00","0.10","0.33","0.00","0.00","$0",""
"","Jim Henderson","RP","NYM","1.00","0.00","0.80","0.80","0.39","0.39","0.32","0.91","0.05","0.05","0.00","0.03","0.10","0.00","0.00","$0",""
"","Bryan Holaday","C","BOS","1.00","0.80","0.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","$0",""
"","Justin Miller","RP","COL","1.00","0.00","1.07","1.25","0.68","0.68","0.50","1.13","0.03","0.03","0.00","0.04","0.14","0.00","0.00","$0",""
"","Christian Bethancourt","C","SD","1.00","0.59","0.02","0.01","0.00","0.00","0.04","0.01","0.00","0.00","0.00","0.03","0.00","0.00","0.00","$1,350,000",""
"","Brett Oberholtzer","RP","LAA","1.00","0.05","1.90","2.30","1.27","1.24","0.78","1.46","0.08","0.08","0.03","0.04","0.16","0.00","0.00","$0",""
"","Matt Magill","RP/CL","CIN","1.00","0.00","0.87","1.00","0.60","0.60","1.00","0.20","0.00","0.00","0.00","0.46","1.25","0.00","0.00","$0",""
"","Daniel Webb","RP","CHW","1.00","0.00","1.00","2.00","0.00","0.00","1.00","3.00","0.00","0.00","0.00","3.00","0.00","","0.00","$0",""
"","Scott Oberg","RP","COL","1.00","0.00","1.08","1.08","0.63","0.63","0.46","0.83","0.04","0.04","0.04","0.06","0.22","0.00","0.00","$0",""
"","Jose Valdez","RP","LAA","1.00","0.00","0.93","0.68","0.44","0.44","0.64","0.88","0.08","0.12","0.00","0.06","0.17","0.00","0.00","$0",""
"","Buddy Boshers","RP","MIN","1.00","0.00","0.97","0.95","0.57","0.46","0.19","1.00","0.05","0.00","0.00","0.03","0.11","0.00","0.00","$0",""
"","Luis Sardinas","SS","SD","1.00","0.80","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","$0",""
"","Kirby Yates","RP","NYY","1.00","0.00","1.01","1.00","0.59","0.59","0.46","1.22","0.05","0.02","0.00","0.04","0.13","0.00","0.00","$6,000,000",""
"","Nick Martinez","SP","TEX","1.00","0.42","3.22","3.75","2.00","2.00","1.58","1.33","0.17","0.25","0.00","0.14","0.47","0.00","0.00","$10,000,000",""
"","Trevor May","RP/CL","MIN","1.00","0.00","0.97","0.89","0.59","0.57","0.39","1.36","0.05","0.05","0.00","0.03","0.12","0.00","0.00","$7,000,000",""
"","Erik Goeddel","RP","NYM","1.00","0.00","0.99","0.92","0.56","0.50","0.39","1.00","0.06","0.06","0.00","0.04","0.13","0.00","0.00","$0",""
"","Sam Tuivailala","RP","STL","1.00","0.00","0.75","0.92","0.50","0.50","0.50","0.58","0.00","0.00","0.00","0.16","0.50","0.00","0.00","$0",""
"","Keyvius Sampson","RP","CIN","1.00","0.11","2.19","2.22","1.33","1.06","1.50","2.33","0.00","0.06","0.00","0.09","0.24","0.00","0.00","$0",""
"","Chasen Shreve","RP","NYY","1.00","0.00","0.89","0.78","0.51","0.51","0.35","0.89","0.05","0.03","0.03","0.03","0.14","0.00","0.00","$0",""
"","A.J. Achter","RP","LAA","1.00","0.00","1.40","1.59","0.48","0.48","0.44","0.52","0.04","0.00","0.00","0.05","0.12","","0.00","$0",""
"","Jose Ramirez","RP","ATL","1.00","0.00","0.99","0.79","0.48","0.39","0.55","1.00","0.06","0.06","0.00","0.04","0.11","0.00","0.00","$0",""
"","Michael Feliz","RP","HOU","1.00","0.00","1.37","1.17","0.70","0.68","0.47","2.02","0.17","0.02","0.00","0.03","0.09","0.00","0.00","$0",""
"","Caleb Cotham","RP","CIN","1.00","0.00","1.06","1.39","0.91","0.87","0.52","0.91","0.00","0.13","0.00","0.08","0.32","","0.00","$0",""
"","Matt Marksberry","RP","ATL","1.00","0.00","0.83","1.25","0.50","0.50","0.25","0.50","0.00","0.00","0.00","0.45","1.35","0.00","0.00","$0",""
"","Keith Hessler","RP","SD","1.00","0.00","1.27","1.41","0.59","0.59","0.76","0.65","0.06","0.00","0.00","0.10","0.24","0.00","0.00","$0",""
"","Dean Kiekhefer","RP","STL","1.00","0.00","0.85","0.92","0.50","0.50","0.27","0.54","0.00","0.00","0.00","0.05","0.20","0.00","0.00","$0",""
"","Juan Minaya","RP","CHW","1.00","0.00","0.94","0.91","0.55","0.45","0.45","0.55","0.09","0.00","0.00","0.13","0.40","0.00","0.00","$0",""
"","David Paulino","RP","HOU","1.00","0.33","2.33","2.00","1.33","1.33","1.00","0.67","0.00","0.33","0.00","0.43","1.71","0.00","0.00","$0",""
"","Damien Magnifico","RP","MIL","1.00","0.00","1.00","0.67","0.67","0.67","1.00","0.00","0.00","0.00","0.00","0.56","2.00","0.00","0.00","$0",""
"","Pat Dean","RP","MIN","1.00","0.47","3.54","4.63","2.47","2.47","1.21","2.63","0.05","0.32","0.00","0.09","0.33","","0.00","$0",""
"","Tyler White","1B","HOU","1.00","0.74","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.01","0.10","0.00","0.00","$0",""
"","Ryan Garton","RP","TB","1.00","0.00","1.06","1.19","0.54","0.51","0.30","0.89","0.03","0.05","0.03","0.04","0.12","","0.00","$0",""
"","James Hoyt","P","HOU","1.00","0.00","1.00","0.73","0.55","0.50","0.41","1.27","0.05","0.05","0.00","0.05","0.20","0.00","0.00","$0",""
"","Felix Pena","RP","CHC","1.00","0.00","0.82","0.45","0.36","0.36","0.27","1.18","0.00","0.00","0.09","0.08","0.36","0.00","0.00","$0",""
"","Jonathan Holder","RP","NYY","1.00","0.00","1.04","1.00","0.63","0.63","0.50","0.63","0.00","0.00","0.00","0.18","0.68","0.00","0.00","$0",""
