"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2023",""
"","Kevin Slowey","RP","MIA","1.00","0.70","4.60","5.30","2.20","2.10","0.90","3.80","0.15","0.30","0.00","0.07","0.21","","0.00","$0",""
"","Joba Chamberlain","RP","NYY","1.00","0.00","0.93","1.04","0.51","0.51","0.58","0.84","0.04","0.02","0.02","0.04","0.11","0.00","0.00","$0",""
"","Paul Maholm","RP","ATL","1.00","1.00","5.88","6.50","3.15","2.88","1.81","4.04","0.38","0.42","0.00","0.05","0.17","","0.00","$0",""
"","John McDonald","SS","BOS","1.00","0.31","0.01","0.04","0.00","0.00","0.00","0.02","0.00","0.00","0.00","0.12","0.00","","0.00","$0",""
"","Frank Francisco","RP","NYM","1.00","0.00","0.79","0.50","0.38","0.38","0.38","0.75","0.13","0.00","0.13","0.14","0.53","0.00","0.00","$0",""
"","Tim Stauffer","RP","SD","1.00","0.00","1.62","1.37","0.67","0.67","0.47","1.49","0.07","0.02","0.00","0.03","0.09","","0.00","$0",""
"","Bruce Chen","RP","KC","1.00","0.44","3.56","3.15","1.35","1.29","1.06","2.29","0.26","0.12","0.00","0.03","0.10","","0.00","$0",""
"","Sergio Santos","CL","TOR","1.00","0.00","0.89","0.38","0.17","0.17","0.14","0.97","0.03","0.03","0.03","0.02","0.06","","0.00","$0",""
"","Hector Ambriz","RP","HOU","1.00","0.00","0.84","1.16","0.65","0.53","0.33","0.63","0.05","0.09","0.05","0.04","0.13","","0.00","$0",""
"","Kevin Jepsen","RP","LAA","1.00","0.00","0.80","0.91","0.47","0.40","0.31","0.80","0.02","0.07","0.00","0.03","0.10","0.00","0.00","$0",""
"","Bud Norris","SP","BAL","1.00","0.94","5.52","6.13","2.78","2.56","2.09","4.59","0.31","0.38","0.00","0.05","0.13","0.00","0.00","$0",""
"","Fernando Salas","RP","STL","1.00","0.00","1.04","1.00","0.56","0.52","0.22","0.81","0.00","0.11","0.00","0.04","0.17","0.00","0.00","$0",""
"","Pedro Beato","RP","BOS","1.00","0.00","1.00","1.20","0.50","0.40","0.20","0.50","0.10","0.10","0.00","0.14","0.36","0.00","0.00","$0",""
"","Brad Lincoln","RP","TOR","1.00","0.00","1.44","1.27","0.77","0.64","1.00","1.14","0.05","0.09","0.00","0.07","0.18","","0.00","$0",""
"","Samuel Deduno","RP","MIN","1.00","1.00","6.00","5.83","2.67","2.56","2.28","3.72","0.44","0.44","0.00","0.08","0.21","","0.00","$0",""
"","Ryan Mattheus","RP","WSH","1.00","0.00","0.95","1.41","0.70","0.68","0.41","0.59","0.00","0.05","0.00","0.05","0.17","","0.00","$0",""
"","Michael Kirkman","RP","TEX","1.00","0.00","0.88","1.44","0.80","0.80","0.60","1.00","0.00","0.08","0.04","0.09","0.33","","0.00","$0",""
"","Josh Lueke","RP","TB","1.00","0.00","1.12","1.21","0.63","0.63","0.63","1.32","0.00","0.11","0.00","0.09","0.27","","0.00","$0",""
"","Zack Britton","RP","BAL","1.00","0.88","5.00","6.50","2.88","2.75","2.13","2.25","0.25","0.38","0.00","0.22","0.62","0.00","0.00","$0",""
"","Brandon Gomes","RP","TB","1.00","0.00","0.74","0.69","0.58","0.54","0.27","1.12","0.12","0.04","0.00","0.05","0.25","","0.00","$0",""
"","Alex Torres","RP","TB","1.00","0.00","1.49","0.82","0.31","0.28","0.51","1.59","0.10","0.05","0.00","0.02","0.04","","0.00","$0",""
"","Danny Farquhar","RP","SEA","1.00","0.00","1.21","0.96","0.63","0.57","0.48","1.72","0.00","0.07","0.35","0.03","0.09","0.00","0.00","$0",""
"","Dylan Axelrod","RP","CHW","1.00","0.67","4.28","5.67","2.97","2.70","1.43","2.43","0.13","0.37","0.00","0.06","0.19","","0.00","$0",""
"","Brad Peacock","SP","HOU","1.00","0.78","4.63","4.33","2.83","2.67","2.06","4.28","0.28","0.33","0.00","0.08","0.29","0.00","0.00","$0",""
"","Blake Beavan","RP","SEA","1.00","0.17","3.19","3.25","2.00","1.92","0.58","2.17","0.00","0.17","0.00","0.10","0.45","","0.00","$0",""
"","Cesar Jimenez","RP","PHI","1.00","0.00","0.89","0.74","0.37","0.37","0.53","0.58","0.05","0.05","0.00","0.07","0.20","","0.00","$0",""
"","Joe Savery","RP","PHI","1.00","0.00","1.11","0.83","0.61","0.39","0.61","0.78","0.11","0.00","0.00","0.07","0.18","","0.00","$0",""
"","Josh Harrison","2B","PIT","1.00","0.25","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","$2,000,000",""
"","Brad Brach","RP","SD","1.00","0.00","0.94","1.09","0.45","0.33","0.58","0.94","0.03","0.00","0.00","0.05","0.10","0.00","0.00","$0",""
"","Cesar Cabral","RP","NYY","1.00","0.00","0.46","0.38","0.13","0.13","0.13","0.75","0.00","0.00","0.00","0.14","0.31","","0.00","$0",""
"","Lucas Luetge","RP","SEA","1.00","0.00","1.06","1.20","0.63","0.57","0.46","0.77","0.03","0.09","0.00","0.04","0.14","0.00","0.00","$1,550,000",""
"","Erasmo Ramirez","SP","SEA","1.00","0.93","5.17","5.64","3.14","2.86","1.86","4.07","0.36","0.21","0.00","0.10","0.36","0.00","0.00","$1,000,000",""
"","Will Smith","RP","KC","1.00","0.05","1.75","1.26","0.84","0.63","0.37","2.26","0.11","0.05","0.00","0.05","0.17","0.00","0.00","$0",""
"","Raul Valdes","RP","PHI","1.00","0.06","2.06","2.47","1.71","1.71","0.47","2.18","0.06","0.06","0.00","0.08","0.44","","0.00","$0",""
"","Darin Downs","RP","DET","1.00","0.00","1.22","1.24","0.69","0.66","0.38","1.28","0.00","0.07","0.00","0.05","0.17","","0.00","$0",""
"","Todd Redmond","RP","TOR","1.00","0.82","4.53","4.12","2.24","2.18","1.35","4.47","0.24","0.18","0.00","0.07","0.25","","0.00","$0",""
"","Stephen Pryor","RP","SEA","1.00","0.00","1.05","0.43","0.00","0.00","0.14","1.00","0.00","0.00","0.00","0.08","0.00","","0.00","$0",""
"","B.J. Rosenberg","RP","PHI","1.00","0.00","0.89","0.91","0.45","0.45","0.41","0.86","0.09","0.00","0.05","0.07","0.21","","0.00","$0",""
"","Jeurys Familia","RP","NYM","1.00","0.00","1.19","1.33","0.56","0.56","1.00","0.89","0.00","0.00","0.11","0.22","0.47","0.00","0.00","$0",""
"","Pedro Hernandez","RP","MIN","1.00","0.86","4.05","5.71","3.07","3.07","1.64","2.07","0.21","0.21","0.00","0.13","0.49","","0.00","$0",""
"","Johnny Hellweg","RP","MIL","1.00","0.88","3.83","5.00","3.75","2.88","3.25","1.13","0.13","0.50","0.00","0.27","0.84","","0.00","$0",""
"","Shawn Tolleson","RP","LAD","1.00","0.00","0.00","0.00","0.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","$0",""
"","Francisley Bueno","RP","KC","1.00","0.00","1.19","0.57","0.00","0.00","0.29","0.71","0.14","0.00","0.00","0.10","0.00","","0.00","$0",""
"","Jorge De Leon","RP","HOU","1.00","0.00","0.91","1.09","0.64","0.55","0.64","0.55","0.00","0.09","0.00","0.17","0.49","","0.00","$0",""
"","Jose Ortega","RP","DET","1.00","0.00","1.06","0.91","0.45","0.45","0.55","0.91","0.00","0.18","0.00","0.12","0.35","","0.00","$0",""
"","Luke Putkonen","RP","DET","1.00","0.00","0.99","1.00","0.37","0.33","0.30","0.93","0.03","0.10","0.00","0.04","0.10","","0.00","$0",""
"","Charlie Leesman","RP","CHW","1.00","0.13","1.92","2.00","1.75","1.50","2.00","1.63","0.00","0.00","0.00","0.26","0.88","","0.00","$0",""
"","Drake Britton","RP","BOS","1.00","0.00","1.11","1.11","0.47","0.47","0.37","0.89","0.05","0.05","0.00","0.07","0.20","","0.00","$0",""
"","Kyuji Fujikawa","RP","CHC","1.00","0.00","1.00","0.92","0.58","0.58","0.17","1.17","0.08","0.08","0.17","0.09","0.44","","0.00","$0",""
"","Chad Jenkins","RP","TOR","1.00","0.30","3.33","3.10","1.30","1.00","0.60","1.50","0.10","0.00","0.00","0.11","0.27","","0.00","$0",""
"","Hector Rondon","RP","CHC","1.00","0.00","1.21","1.16","0.64","0.64","0.56","0.98","0.04","0.02","0.00","0.03","0.11","0.00","0.00","$0",""
"","Joe Ortiz","RP","TEX","1.00","0.00","1.40","1.44","0.81","0.66","0.31","0.84","0.06","0.06","0.00","0.04","0.13","","0.00","$0",""
"","T.J. McFarland","RP","BAL","1.00","0.03","1.99","2.24","1.00","0.95","0.76","1.57","0.11","0.03","0.00","0.04","0.12","0.00","0.00","$0",""
"","Gonzalez Germen","RP","NYM","1.00","0.00","1.18","1.10","0.52","0.52","0.55","1.14","0.03","0.07","0.03","0.05","0.14","0.00","0.00","$0",""
"","Eury De La Rosa","RP","ARI","1.00","0.00","0.77","0.68","0.68","0.63","0.26","0.84","0.00","0.05","0.00","0.06","0.39","","0.00","$0",""
"","Vic Black","RP","NYM","1.00","0.00","0.94","0.94","0.39","0.39","0.33","0.83","0.17","0.00","0.06","0.08","0.21","","0.00","$0",""
"","Josh Fields","RP","HOU","1.00","0.00","0.90","0.74","0.50","0.50","0.43","0.95","0.02","0.07","0.12","0.03","0.12","0.00","0.00","$0",""
"","Alfredo Figaro","RP","MIL","1.00","0.15","2.24","2.33","1.24","1.03","0.45","1.64","0.09","0.09","0.03","0.04","0.13","","0.00","$0",""
"","Jonathan Pettibone","RP","PHI","1.00","1.00","5.57","6.06","2.78","2.50","2.11","3.67","0.28","0.22","0.00","0.08","0.22","","0.00","$0",""
"","Daniel Webb","RP","CHW","1.00","0.00","1.26","1.00","0.44","0.44","0.44","1.11","0.00","0.00","0.00","0.13","0.35","","0.00","$0",""
"","Curtis Partch","RP","CIN","1.00","0.00","1.67","1.21","1.14","1.14","1.21","1.14","0.00","0.07","0.00","0.10","0.44","","0.00","$0",""
"","Ian Krol","RP","WSH","1.00","0.00","0.85","0.84","0.38","0.38","0.25","0.69","0.06","0.03","0.00","0.04","0.12","0.00","0.00","$0",""
"","David Martinez","RP","HOU","1.00","0.00","2.83","4.00","2.75","2.25","0.75","1.50","0.25","0.00","0.00","0.42","1.79","","0.00","$0",""
"","Josh Zeid","RP","HOU","1.00","0.00","1.11","1.04","0.48","0.48","0.48","0.96","0.00","0.04","0.04","0.05","0.16","","0.00","$0",""
"","Buddy Boshers","RP","LAA","1.00","0.00","0.61","0.52","0.32","0.32","0.32","0.52","0.00","0.00","0.00","0.05","0.19","0.00","0.00","$0",""
"","Rob Wooten","RP","MIL","1.00","0.00","1.02","1.00","0.44","0.44","0.30","0.67","0.11","0.04","0.00","0.05","0.14","0.00","0.00","$0",""
"","Ethan Martin","SP","PHI","1.00","0.53","2.67","2.80","1.80","1.80","1.73","3.13","0.13","0.33","0.00","0.11","0.41","","0.00","$0",""
"","Taylor Jordan","SP","WSH","1.00","1.00","5.74","6.56","3.00","2.33","1.22","3.22","0.11","0.33","0.00","0.15","0.41","","0.00","$0",""
"","Chaz Roe","RP","ARI","1.00","0.00","1.06","0.86","0.48","0.48","0.62","1.14","0.05","0.00","0.00","0.07","0.19","0.00","0.00","$0",""
"","Tyler Lyons","RP","STL","1.00","0.67","4.42","4.08","2.42","2.33","1.33","3.58","0.17","0.33","0.00","0.10","0.40","0.00","0.00","$0",""
"","Bobby LaFromboise","RP","SEA","1.00","0.00","1.07","1.20","0.80","0.70","0.40","1.10","0.00","0.10","0.00","0.15","0.59","","0.00","$0",""
"","Michael Blazek","RP","MIL","1.00","0.00","0.96","0.89","0.67","0.61","0.72","0.78","0.00","0.06","0.00","0.09","0.32","0.00","0.00","$0",""
