"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2023",""
"","Alfredo Aceves","RP","BOS","1.00","0.07","2.07","1.53","0.67","0.60","0.76","1.45","0.18","0.04","0.04","0.02","0.05","","1.41","$0",""
"","Travis Wood","SP","CIN","1.00","0.69","4.08","4.54","2.19","2.19","1.54","2.92","0.23","0.23","0.00","0.06","0.19","0.00","1.03","$0",""
"","Brad Ziegler","RP","ARI","1.00","0.00","0.88","0.80","0.32","0.21","0.29","0.67","0.05","0.03","0.02","0.02","0.03","0.00","0.89","$0",""
"","Kevin Correia","SP","PIT","1.00","0.96","5.70","6.48","3.33","3.04","1.44","2.85","0.44","0.41","0.00","0.05","0.18","0.00","0.85","$0",""
"","Luke Gregerson","RP","SD","1.00","0.00","0.91","0.93","0.38","0.28","0.31","0.56","0.05","0.05","0.00","0.02","0.05","0.00","0.78","$0",""
"","Joakim Soria","RP/CL","KC","1.00","0.00","1.01","1.00","0.48","0.45","0.28","1.00","0.08","0.08","0.47","0.02","0.07","0.00","0.74","$0",""
"","Bobby Parnell","RP","NYM","1.00","0.00","0.99","1.00","0.48","0.40","0.45","1.07","0.07","0.10","0.10","0.02","0.06","0.00","0.56","$0",""
"","Shawn Camp","RP","TOR","1.00","0.00","0.99","1.18","0.54","0.46","0.33","0.48","0.09","0.04","0.01","0.02","0.06","0.00","0.53","$0",""
"","Henry Rodriguez","RP","WSH","1.00","0.00","1.11","0.92","0.51","0.44","0.76","1.19","0.05","0.05","0.03","0.03","0.06","0.00","0.51","$0",""
"","Matt Thornton","RP","CHW","1.00","0.00","0.96","0.97","0.55","0.35","0.34","1.02","0.03","0.08","0.05","0.02","0.05","0.00","0.50","$0",""
"","Marc Rzepczynski","RP","TOR","1.00","0.00","0.87","0.70","0.38","0.32","0.37","0.86","0.03","0.08","0.00","0.02","0.05","0.00","0.40","$0",""
"","Danny Duffy","SP","KC","1.00","1.00","5.27","5.95","3.30","3.30","2.55","4.35","0.20","0.40","0.00","0.08","0.28","0.00","0.37","$0",""
"","Chad Qualls","RP","SD","1.00","0.00","0.97","0.95","0.39","0.38","0.26","0.56","0.08","0.10","0.00","0.02","0.05","0.00","0.33","$0",""
"","Nick Massett","RP","CIN","1.00","0.00","0.94","1.01","0.40","0.39","0.41","0.83","0.04","0.08","0.01","0.02","0.05","0.00","0.31","$0",""
"","Sean Burnett","RP","WSH","1.00","0.00","0.82","0.78","0.35","0.35","0.30","0.48","0.07","0.07","0.06","0.02","0.06","0.00","0.28","$0",""
"","Jose Veras","RP","PIT","1.00","0.00","0.90","0.68","0.41","0.38","0.43","1.00","0.03","0.05","0.01","0.02","0.05","0.00","0.26","$0",""
"","Matt Albers","RP","BOS","1.00","0.00","1.15","1.11","0.63","0.61","0.55","1.21","0.07","0.07","0.00","0.03","0.08","0.00","0.23","$0",""
"","Matt Guerrier","RP","LAD","1.00","0.00","0.95","0.84","0.44","0.43","0.36","0.71","0.06","0.04","0.01","0.02","0.06","0.00","0.20","$0",""
"","James Russell","RP","CHC","1.00","0.08","1.06","1.19","0.58","0.48","0.22","0.67","0.02","0.09","0.00","0.02","0.06","0.00","0.17","$0",""
"","Mark Lowe","RP","TEX","1.00","0.00","0.87","0.88","0.50","0.37","0.37","0.81","0.04","0.06","0.02","0.03","0.07","0.00","0.13","$0",""
"","Cesar Ramos","RP","TB","1.00","0.00","0.74","0.61","0.37","0.32","0.42","0.53","0.00","0.02","0.00","0.02","0.07","0.00","0.11","$0",""
