"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2023",""
"","Don Kelly","CF","DET","1.00","0.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.08","$0",""
"","Jason Frasor","RP","CHW","1.00","0.00","0.94","0.91","0.39","0.38","0.41","0.89","0.05","0.05","0.00","0.02","0.06","0.00","0.07","$0",""
"","Kevin Gregg","RP","BAL","1.00","0.00","0.95","0.92","0.56","0.46","0.63","0.84","0.00","0.05","0.35","0.03","0.07","0.00","0.02","$0",""
"","A.J. Burnett","SP","NYY","1.00","0.94","5.60","5.59","3.38","3.21","2.44","5.09","0.32","0.32","0.00","0.04","0.15","0.00","0.02","$0",""
"","Daisuke Matsuzaka","SP","BOS","1.00","0.88","4.67","4.00","3.00","2.75","2.88","3.25","0.38","0.38","0.00","0.18","0.66","","0.00","$0",""
"","Jared Burton","RP","CIN","1.00","0.00","0.78","1.00","0.33","0.33","0.50","0.50","0.00","0.00","0.00","0.32","0.64","0.00","0.00","$0",""
"","Wandy Rodriguez","RP","HOU","1.00","1.00","6.37","6.07","2.70","2.47","2.30","5.53","0.37","0.37","0.00","0.04","0.12","","0.00","$0",""
"","Joe Nathan","RP","MIN","1.00","0.00","0.93","0.79","0.54","0.50","0.29","0.90","0.04","0.02","0.29","0.02","0.10","0.00","0.00","$0",""
"","Pat Neshek","RP","SD","1.00","0.00","0.99","0.76","0.48","0.44","0.88","0.80","0.04","0.04","0.00","0.07","0.16","0.00","0.00","$0",""
"","Kevin Slowey","RP","MIN","1.00","0.57","4.24","5.57","3.14","3.14","0.36","2.43","0.00","0.57","0.00","0.10","0.48","","0.00","$0",""
"","Chien-Ming Wang","RP","WSH","1.00","1.00","5.67","6.09","3.18","2.55","1.18","2.27","0.36","0.27","0.00","0.12","0.37","","0.00","$0",""
"","Joe Thatcher","RP","SD","1.00","0.00","0.56","0.44","0.28","0.28","0.39","0.50","0.00","0.00","0.00","0.08","0.25","0.00","0.00","$0",""
"","Paul Maholm","RP","PIT","1.00","1.00","6.24","6.15","2.77","2.54","1.92","3.73","0.23","0.54","0.00","0.05","0.14","","0.00","$0",""
"","Evan Meek","RP","PIT","1.00","0.00","0.86","1.13","0.46","0.33","0.50","0.71","0.04","0.04","0.00","0.08","0.15","","0.00","$0",""
"","Phil Coke","RP","DET","1.00","0.29","2.26","2.46","1.33","1.13","0.83","1.44","0.06","0.19","0.02","0.03","0.09","0.00","0.00","$0",""
"","Darren O'Day","RP","TEX","1.00","0.00","1.04","1.06","0.63","0.63","0.31","1.13","0.00","0.06","0.00","0.08","0.34","0.00","0.00","$0",""
"","Tim Stauffer","RP","SD","1.00","0.97","5.80","5.63","2.53","2.41","1.66","4.00","0.28","0.38","0.00","0.04","0.12","","0.00","$0",""
"","Bruce Chen","RP","KC","1.00","1.00","6.20","6.08","2.84","2.60","2.00","3.88","0.48","0.32","0.00","0.05","0.15","","0.00","$0",""
"","Junichi Tazawa","RP","BOS","1.00","0.00","1.00","1.00","0.67","0.67","0.33","1.33","0.00","0.00","0.00","0.44","2.00","0.00","0.00","$0",""
"","Sergio Santos","CL","CHW","1.00","0.00","1.01","0.65","0.40","0.40","0.46","1.46","0.06","0.08","0.48","0.02","0.06","","0.00","$0",""
"","Jeremy Jeffress","RP","KC","1.00","0.00","1.10","0.86","0.57","0.57","0.79","0.93","0.07","0.07","0.07","0.11","0.34","0.00","0.00","$0",""
"","Brian Duensing","RP","MIN","1.00","0.85","4.90","5.85","3.09","2.85","1.58","3.48","0.27","0.42","0.00","0.05","0.16","0.00","0.00","$0",""
"","Brad Lincoln","RP","PIT","1.00","0.62","3.67","4.15","2.08","1.92","1.23","2.23","0.15","0.23","0.00","0.11","0.36","","0.00","$0",""
"","Samuel Deduno","RP","SD","1.00","0.00","1.50","2.50","0.50","0.50","1.50","2.00","0.00","0.00","0.00","1.33","1.50","","0.00","$0",""
"","Wade LeBlanc","RP","SD","1.00","1.00","5.69","6.00","3.00","2.93","2.00","3.64","0.36","0.43","0.00","0.10","0.33","0.00","0.00","$0",""
"","Wade Davis","RP","TB","1.00","0.97","6.13","6.33","3.20","3.03","2.10","3.50","0.37","0.33","0.00","0.05","0.15","0.00","0.00","$0",""
"","Jake McGee","RP","TB","1.00","0.00","0.76","0.81","0.38","0.38","0.32","0.73","0.14","0.05","0.00","0.04","0.12","0.00","0.00","$0",""
"","Ryan Mattheus","RP","WSH","1.00","0.00","0.91","0.74","0.31","0.29","0.43","0.34","0.06","0.06","0.00","0.04","0.08","","0.00","$0",""
"","Tommy Hunter","RP","BAL","1.00","0.55","4.23","5.00","2.50","2.20","0.75","2.25","0.20","0.20","0.00","0.07","0.23","0.00","0.00","$0",""
"","Michael Kirkman","RP","TEX","1.00","0.00","1.82","1.73","1.47","1.33","0.80","1.40","0.07","0.07","0.00","0.09","0.44","","0.00","$0",""
"","Josh Lueke","RP","SEA","1.00","0.00","1.31","1.36","0.88","0.88","0.52","1.16","0.04","0.04","0.00","0.06","0.24","","0.00","$0",""
"","Nathan Adcock","RP","KC","1.00","0.13","2.51","2.63","1.42","1.29","1.08","1.50","0.04","0.04","0.04","0.06","0.19","","0.00","$0",""
"","Alex Torres","RP","TB","1.00","0.00","2.00","2.00","1.00","0.75","1.75","2.25","0.25","0.25","0.00","0.47","0.85","","0.00","$0",""
"","Dylan Axelrod","RP","CHW","1.00","0.75","4.67","4.50","1.50","1.50","2.25","4.75","0.25","0.00","0.00","0.36","0.72","","0.00","$0",""
"","Lester Oliveros","RP","MIN","1.00","0.00","1.12","1.11","0.58","0.58","0.58","0.68","0.00","0.00","0.00","0.08","0.24","","0.00","$0",""
"","Charlie Furbush","RP","SEA","1.00","0.43","3.05","3.46","2.11","1.86","1.07","2.39","0.14","0.36","0.00","0.05","0.20","0.00","0.00","$0",""
"","Cesar Jimenez","RP","SEA","1.00","0.00","0.83","0.75","0.50","0.50","0.38","0.88","0.13","0.00","0.00","0.17","0.68","","0.00","$0",""
"","Julio Teheran","SP","ATL","1.00","0.60","3.93","4.20","2.20","2.20","1.60","2.00","0.20","0.20","0.00","0.30","1.01","0.00","0.00","$0",""
"","Josh Stinson","RP","NYM","1.00","0.00","0.93","1.00","0.71","0.71","0.50","0.57","0.00","0.14","0.07","0.12","0.49","","0.00","$0",""
"","Justin De Fratus","RP","PHI","1.00","0.00","0.80","0.20","0.40","0.20","0.60","0.60","0.20","0.00","0.00","0.20","0.45","0.00","0.00","$0",""
"","Joe Savery","RP","PHI","1.00","0.00","0.67","0.25","0.00","0.00","0.00","0.50","0.00","0.00","0.00","0.09","0.00","","0.00","$0",""
"","Fernando Rodriguez","RP","HOU","1.00","0.00","1.11","1.09","0.51","0.49","0.64","1.21","0.04","0.06","0.00","0.03","0.08","0.00","0.00","$0",""
"","Scott Elbert","RP","LAD","1.00","0.00","0.71","0.57","0.19","0.19","0.30","0.72","0.00","0.02","0.04","0.03","0.05","","0.00","$0",""
"","Wade Miley","SP","ARI","1.00","0.88","5.00","6.00","2.50","2.50","2.25","3.13","0.50","0.25","0.00","0.21","0.56","0.00","0.00","$3,500,000",""
"","Eric Surkamp","SP","SF","1.00","1.00","4.44","5.33","3.00","2.83","2.83","2.17","0.33","0.33","0.00","0.31","0.96","","0.00","$0",""
