"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2023",""
"","Daniel Descalso","3B","ARI","1.00","0.63","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.19","$0",""
"","Drew Storen","RP","CIN","1.00","0.00","0.94","0.98","0.55","0.47","0.40","0.83","0.07","0.03","0.02","0.03","0.08","0.00","0.19","$0",""
"","Erick Aybar","SS","SD","1.00","0.85","0.01","0.00","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.01","0.00","0.00","0.16","$0",""
"","Marc Rzepczynski","RP","SEA","1.00","0.00","0.49","0.45","0.25","0.22","0.31","0.39","0.03","0.03","0.02","0.02","0.06","0.00","0.15","$0",""
"","Josh Smoker","RP","NYM","1.00","0.00","1.04","1.19","0.63","0.59","0.59","1.26","0.02","0.04","0.00","0.03","0.09","0.00","0.12","$0",""
"","Adam Ottavino","RP","COL","1.00","0.00","0.85","0.76","0.48","0.48","0.62","1.00","0.03","0.05","0.00","0.03","0.08","0.00","0.11","$3,750,000",""
"","Daniel Hudson","RP/CL","PIT","1.00","0.00","0.87","0.82","0.48","0.44","0.46","0.93","0.03","0.10","0.00","0.02","0.06","0.00","0.07","$6,500,000",""
"","Luke Gregerson","RP","HOU","1.00","0.00","0.94","0.95","0.48","0.48","0.31","1.08","0.03","0.05","0.02","0.02","0.07","0.00","0.07","$0",""
"","Joe Blanton","RP","WSH","1.00","0.00","0.87","1.02","0.57","0.55","0.25","0.76","0.04","0.08","0.00","0.03","0.11","0.00","0.06","$0",""
"","Miguel Montero","C","TOR","1.00","0.67","0.01","0.00","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.03","0.00","0.00","0.00","$0",""
"","Jason Grilli","RP","TEX","1.00","0.00","0.87","1.02","0.65","0.63","0.39","1.04","0.04","0.11","0.02","0.04","0.14","0.00","0.00","$0",""
"","Francisco Liriano","RP","HOU","1.00","0.47","2.55","2.76","1.74","1.61","1.39","2.24","0.16","0.18","0.00","0.04","0.15","0.00","0.00","$0",""
"","Mark Melancon","RP","SF","1.00","0.00","0.94","1.16","0.50","0.47","0.19","0.91","0.03","0.06","0.34","0.04","0.14","0.00","0.00","$6,000,000",""
"","Hector Santiago","RP","MIN","1.00","0.93","4.69","4.67","2.93","2.93","2.07","3.40","0.27","0.53","0.00","0.10","0.38","0.00","0.00","$0",""
"","Tony Cingrani","RP","LAD","1.00","0.00","0.91","0.85","0.47","0.43","0.26","1.11","0.00","0.00","0.00","0.03","0.09","0.00","0.00","$0",""
"","Jeurys Familia","RP","NYM","1.00","0.00","0.95","0.81","0.54","0.46","0.58","0.96","0.08","0.08","0.19","0.06","0.17","0.00","0.00","$0",""
"","Hansel Robles","RP","NYM","1.00","0.00","1.23","1.02","0.72","0.72","0.63","1.30","0.15","0.11","0.00","0.03","0.11","0.00","0.00","$0",""
"","Mike Freeman","2B","CHC","1.00","0.26","0.03","0.09","0.03","0.03","0.00","0.00","0.00","0.00","0.00","0.09","0.26","0.00","0.00","$0",""
"","Noe Ramirez","RP","LAA","1.00","0.00","1.08","0.50","0.42","0.33","0.42","1.17","0.00","0.00","0.00","0.07","0.23","0.00","0.00","$0",""
"","Zac Rosscup","RP","COL","1.00","0.00","0.77","0.90","0.40","0.40","0.00","1.00","0.00","0.00","0.00","0.12","0.47","0.00","0.00","$0",""
"","David Holmberg","RP","CHW","1.00","0.19","1.56","1.70","1.00","0.81","0.92","0.89","0.05","0.11","0.00","0.05","0.13","0.00","0.00","$0",""
"","Jarred Cosart","RP","SD","1.00","0.86","3.43","3.71","2.14","1.86","2.71","2.14","0.00","0.29","0.00","0.27","0.70","0.00","0.00","$0",""
"","Mike Morin","RP","KC","1.00","0.00","1.25","1.81","1.00","1.00","0.31","1.00","0.00","0.00","0.00","0.11","0.45","0.00","0.00","$0",""
"","Buddy Boshers","RP","MIN","1.00","0.00","0.92","0.97","0.53","0.50","0.26","0.74","0.03","0.00","0.00","0.04","0.13","0.00","0.00","$0",""
"","A.J. Griffin","RP","TEX","1.00","0.83","4.30","4.22","2.89","2.83","1.56","3.39","0.33","0.33","0.00","0.07","0.33","0.00","0.00","$0",""
"","Kevin Siegrist","RP","PHI","1.00","0.00","0.86","0.83","0.46","0.41","0.48","0.93","0.02","0.02","0.02","0.03","0.09","0.00","0.00","$0",""
"","Chase Whitley","RP","TB","1.00","0.00","1.40","1.17","0.71","0.66","0.39","1.05","0.05","0.02","0.05","0.03","0.10","0.00","0.00","$0",""
"","Jesus Sucre","C","TB","1.00","0.81","0.02","0.03","0.05","0.05","0.03","0.00","0.00","0.00","0.00","0.06","0.43","0.00","0.00","$0",""
"","Rafael Montero","RP","NYM","1.00","0.53","3.50","4.12","2.21","2.12","1.97","3.35","0.15","0.32","0.00","0.05","0.16","0.00","0.00","$11,500,000",""
"","Erik Goeddel","RP","NYM","1.00","0.00","0.88","0.85","0.52","0.52","0.33","1.00","0.00","0.03","0.00","0.04","0.16","0.00","0.00","$0",""
"","Grant Dayton","RP","LAD","1.00","0.00","0.82","0.66","0.45","0.45","0.41","0.69","0.03","0.03","0.00","0.05","0.17","0.00","0.00","$0",""
"","Derek Law","RP","SF","1.00","0.00","0.91","1.10","0.51","0.51","0.34","0.85","0.10","0.02","0.10","0.04","0.12","0.00","0.00","$0",""
"","Jeff Ferrell","RP","DET","1.00","0.00","0.85","1.55","0.55","0.55","0.45","0.55","0.00","0.00","0.00","0.21","0.53","0.00","0.00","$0",""
"","Silvino Bracho","RP","ARI","1.00","0.00","0.98","0.86","0.67","0.62","0.33","1.19","0.00","0.00","0.00","0.06","0.27","0.00","0.00","$0",""
"","Marco Gonzales","SP","SEA","1.00","0.73","3.64","5.36","2.45","2.45","1.00","2.91","0.09","0.09","0.00","0.16","0.55","0.00","0.00","$6,500,000",""
"","Yohander Mendez","RP","TEX","1.00","0.00","1.76","1.86","1.29","1.00","0.43","1.00","0.00","0.14","0.00","0.19","0.73","0.00","0.00","$0",""
"","Carlos Estevez","RP","COL","1.00","0.00","0.92","1.11","0.60","0.57","0.40","0.89","0.14","0.00","0.00","0.05","0.16","0.00","0.00","$6,750,000",""
"","Matthew Strahm","RP","SD","1.00","0.13","1.44","1.25","0.92","0.88","0.92","1.54","0.08","0.21","0.00","0.06","0.23","0.00","0.00","$7,500,000",""
"","Austin Brice","RP","CIN","1.00","0.00","1.48","1.50","0.82","0.82","0.32","1.18","0.00","0.00","0.00","0.06","0.23","0.00","0.00","$0",""
"","Nick Wittgren","RP","MIA","1.00","0.00","1.11","1.21","0.58","0.58","0.34","1.13","0.08","0.03","0.00","0.04","0.12","0.00","0.00","$0",""
"","Albert Suarez","RP","SF","1.00","0.00","1.76","1.56","1.00","1.00","0.61","1.89","0.00","0.17","0.06","0.07","0.28","0.00","0.00","$0",""
"","Ryan Garton","RP","SEA","1.00","0.00","1.10","0.90","0.60","0.60","0.30","0.80","0.00","0.05","0.00","0.05","0.25","","0.00","$0",""
"","Brock Stewart","RP","LAD","1.00","0.24","2.02","1.65","1.06","0.76","1.12","1.71","0.00","0.00","0.06","0.08","0.20","0.00","0.00","$0",""
"","Steven Brault","RP","PIT","1.00","0.33","2.89","3.42","1.75","1.50","1.17","1.92","0.08","0.00","0.08","0.13","0.39","0.00","0.00","$0",""
"","Koda Glover","RP","WSH","1.00","0.00","0.84","0.87","0.48","0.48","0.17","0.74","0.00","0.04","0.35","0.05","0.22","0.00","0.00","$0",""
"","James Hoyt","P","HOU","1.00","0.00","1.15","1.19","0.56","0.56","0.33","1.53","0.02","0.00","0.00","0.03","0.10","0.00","0.00","$0",""
"","Felix Pena","RP","CHC","1.00","0.00","1.37","1.40","0.84","0.80","0.72","1.48","0.04","0.00","0.00","0.06","0.21","0.00","0.00","$0",""
"","Dan Altavilla","RP","SEA","1.00","0.00","1.14","1.05","0.66","0.54","0.49","1.27","0.02","0.02","0.00","0.03","0.10","0.00","0.00","$0",""
"","Matt Dermody","RP","TOR","1.00","0.00","0.97","1.00","0.57","0.48","0.22","0.65","0.09","0.00","0.00","0.05","0.19","0.00","0.00","$0",""
"","Anthony Banda","RP","ARI","1.00","0.50","3.21","3.25","2.13","2.13","1.25","3.13","0.25","0.38","0.00","0.18","0.75","0.00","0.00","$0",""
"","Giovanny Gallegos","RP","NYY","1.00","0.00","1.27","1.31","0.75","0.69","0.31","1.38","0.00","0.06","0.00","0.08","0.30","0.00","0.00","$4,500,000",""
"","Ariel Hernandez","RP","CIN","1.00","0.00","1.28","0.74","0.74","0.74","1.16","1.53","0.00","0.00","0.00","0.08","0.27","0.00","0.00","$0",""
"","Phil Maton","RP","SD","1.00","0.00","0.93","0.89","0.50","0.43","0.30","1.00","0.07","0.04","0.02","0.03","0.09","0.00","0.00","$2,550,000",""
"","Kevin Shackelford","RP","CIN","1.00","0.00","1.18","1.15","0.62","0.62","0.50","1.46","0.00","0.00","0.00","0.05","0.18","0.00","0.00","$0",""
"","Ricardo Rodriguez","RP","TEX","1.00","0.00","0.81","1.06","0.56","0.56","0.25","0.69","0.00","0.06","0.06","0.10","0.39","0.00","0.00","$0",""
"","Dillon Peters","SP","MIA","1.00","1.00","5.22","5.33","3.00","3.00","3.17","4.50","0.17","0.33","0.00","0.27","0.86","0.00","0.00","$0",""
