"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2023",""
"","Emilio Pagan","RP","SD","1.00","0.00","0.95","0.84","0.52","0.51","0.27","1.03","0.06","0.04","0.00","0.02","0.07","0.00","0.08","$3,500,000",""
"","Amir Garrett","RP","CIN","1.00","0.00","0.76","0.73","0.54","0.51","0.46","0.97","0.00","0.06","0.11","0.02","0.10","0.00","0.05","$2,650,000",""
"","Jeurys Familia","RP","NYM","1.00","0.00","0.91","0.88","0.48","0.40","0.42","1.11","0.14","0.06","0.02","0.02","0.06","0.00","0.04","$0",""
"","Andrew Miller","RP","STL","1.00","0.00","0.90","1.03","0.48","0.48","0.40","1.00","0.00","0.00","0.00","0.04","0.12","0.00","0.00","$0",""
"","Derek Holland","RP","DET","1.00","0.03","1.27","1.49","0.74","0.72","0.51","1.31","0.08","0.05","0.00","0.04","0.13","0.00","0.00","$0",""
"","Stephen Strasburg","SP","WSH","1.00","1.00","4.33","3.20","2.40","2.20","2.80","4.20","0.20","0.40","0.00","0.28","0.91","0.00","0.00","$23,571,428",""
"","Mitch Moreland","1B","OAK","1.00","0.79","0.01","0.01","0.00","0.00","0.00","0.01","0.00","0.00","0.00","0.01","0.00","0.00","0.00","$0",""
"","Brock Holt","2B","TEX","1.00","0.81","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.00","0.00","0.00","$0",""
"","Marwin Gonzalez","3B","HOU","1.00","0.82","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","$0",""
"","Noe Ramirez","RP","ARI","1.00","0.00","0.95","0.61","0.37","0.32","0.32","0.76","0.00","0.05","0.03","0.03","0.08","0.00","0.00","$0",""
"","Preston Guilmet","RP","MIA","1.00","0.00","1.00","1.00","0.50","0.50","0.00","0.50","0.00","0.00","0.00","0.50","2.25","0.00","0.00","$0",""
"","Ian Krol","RP","DET","1.00","0.00","1.04","1.28","0.56","0.50","0.44","1.00","0.00","0.00","0.00","0.09","0.24","0.00","0.00","$0",""
"","Kevin Plawecki","C","BOS","1.00","0.70","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","$0",""
"","Cody Reed","RP","TB","1.00","0.00","0.81","0.67","0.42","0.33","0.50","0.58","0.00","0.08","0.00","0.12","0.31","0.00","0.00","$0",""
"","Bailey Falter","RP","PHI","1.00","0.05","1.53","1.55","0.95","0.95","0.27","1.55","0.09","0.05","0.00","0.05","0.26","0.00","0.00","$0",""
"","Taylor Hearn","RP","TEX","1.00","0.26","2.48","2.29","1.38","1.29","1.00","2.19","0.14","0.12","0.00","0.03","0.11","0.00","0.00","$1,462,500",""
"","J.B. Wendelken","RP","ARI","1.00","0.00","0.95","0.96","0.52","0.46","0.48","0.85","0.09","0.07","0.04","0.03","0.09","0.00","0.00","$0",""
"","Robert Gsellman","RP","NYM","1.00","0.06","1.59","1.50","0.78","0.67","0.39","0.94","0.00","0.06","0.00","0.07","0.21","0.00","0.00","$0",""
"","Mason Thompson","RP","WSH","1.00","0.00","0.80","1.03","0.48","0.35","0.48","0.74","0.03","0.10","0.00","0.06","0.13","0.00","0.00","$0",""
"","Chad Kuhl","RP","PIT","1.00","0.50","2.87","2.61","1.79","1.54","1.50","2.68","0.18","0.25","0.00","0.05","0.17","0.00","0.00","$0",""
"","Steven Brault","SP","PIT","1.00","1.00","3.95","4.71","2.57","2.57","1.71","2.71","0.00","0.43","0.00","0.23","0.84","0.00","0.00","$0",""
"","Jimmie Sherfy","RP","LAD","1.00","0.00","1.07","0.86","0.57","0.50","0.29","0.86","0.14","0.07","0.00","0.08","0.30","0.00","0.00","$0",""
"","Duane Underwood","RP","PIT","1.00","0.00","1.69","1.79","0.93","0.81","0.63","1.51","0.05","0.07","0.00","0.03","0.10","0.00","0.00","$1,025,000",""
"","Javier Guerra","RP","SD","1.00","0.00","0.73","0.80","0.40","0.40","0.40","0.60","0.00","0.00","0.00","0.33","0.98","0.00","0.00","$0",""
"","Rowan Wick","RP","CHC","1.00","0.00","1.05","0.77","0.55","0.50","0.64","1.32","0.00","0.05","0.23","0.06","0.20","0.00","0.00","$1,550,000",""
"","Luke Farrell","RP","MIN","1.00","0.05","1.23","1.40","0.65","0.65","0.65","1.25","0.05","0.05","0.00","0.08","0.24","0.00","0.00","$0",""
"","John King","RP","TEX","1.00","0.00","1.70","1.52","0.89","0.67","0.44","1.48","0.26","0.19","0.00","0.04","0.13","0.00","0.00","$0",""
"","Drew Rasmussen","RP","TB","1.00","0.29","2.17","1.63","0.77","0.69","0.71","2.09","0.11","0.03","0.03","0.03","0.08","0.00","0.00","$0",""
"","Andrew Wantz","RP","LAA","1.00","0.00","1.30","1.10","0.81","0.71","0.52","1.81","0.05","0.00","0.00","0.06","0.24","0.00","0.00","$0",""
"","Reiss Knehr","P","SD","1.00","0.42","2.42","1.92","1.33","1.33","1.67","1.67","0.08","0.17","0.00","0.12","0.41","0.00","0.00","$0",""
"","Evan Phillips","RP","LAD","1.00","0.00","1.67","1.38","0.75","0.63","0.63","1.38","0.13","0.13","0.13","0.15","0.42","0.00","0.00","$1,300,000",""
"","Jeffrey Springs","RP","TB","1.00","0.00","1.04","0.81","0.49","0.40","0.33","1.47","0.12","0.02","0.05","0.03","0.08","0.00","0.00","$4,000,000",""
"","Chris Mazza","RP","TB","1.00","0.00","1.95","1.86","1.00","1.00","0.50","1.50","0.00","0.00","0.07","0.09","0.33","0.00","0.00","$0",""
"","D.J. Johnson","RP","TB","1.00","0.00","1.08","0.50","0.25","0.25","0.00","1.25","0.00","0.00","0.00","0.12","0.52","0.00","0.00","$0",""
"","Jacob Webb","RP","ATL","1.00","0.00","1.01","1.12","0.65","0.47","0.41","0.97","0.15","0.12","0.03","0.04","0.12","0.00","0.00","$0",""
"","Jose Quijada","RP","LAA","1.00","0.00","0.99","0.77","0.54","0.50","0.58","1.46","0.04","0.08","0.00","0.05","0.18","0.00","0.00","$0",""
"","Nick Anderson","RP","TB","1.00","0.00","1.00","0.67","0.50","0.50","0.33","0.17","0.00","0.17","0.17","0.17","0.75","0.00","0.00","$875,000",""
"","Domingo Tapia","RP","KC","1.00","0.00","0.99","0.74","0.29","0.29","0.44","0.76","0.12","0.03","0.00","0.03","0.08","0.00","0.00","$0",""
"","Ralph Garza","RP","MIN","1.00","0.00","1.12","0.89","0.56","0.44","0.52","1.07","0.04","0.15","0.04","0.05","0.13","0.00","0.00","$0",""
"","Jack Mayfield","2B","LAA","1.00","0.89","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","$0",""
"","Brusdar Graterol","RP","LAD","1.00","0.03","0.98","1.00","0.53","0.50","0.38","0.79","0.09","0.00","0.00","0.04","0.14","0.00","0.00","$1,225,000",""
"","Pete Fairbanks","RP/CL","TB","1.00","0.00","0.91","0.85","0.47","0.36","0.45","1.19","0.06","0.13","0.11","0.03","0.08","0.00","0.00","$3,666,666",""
"","Sam Selman","RP","LAA","1.00","0.00","1.00","0.80","0.68","0.68","0.48","0.76","0.00","0.04","0.00","0.05","0.24","0.00","0.00","$0",""
"","Cristopher Sanchez","P","PHI","1.00","0.14","1.81","2.29","1.14","1.00","1.00","1.86","0.14","0.00","0.00","0.26","0.71","0.00","0.00","$0",""
"","Antonio Santos","SP","COL","1.00","0.00","1.62","1.29","1.00","0.86","0.71","1.43","0.00","0.14","0.00","0.18","0.68","0.00","0.00","$0",""
"","Isaac Mattson","RP","BAL","1.00","0.00","1.08","1.25","0.75","0.75","1.25","0.75","0.00","0.00","0.00","0.58","1.56","0.00","0.00","$0",""
"","Nick Mears","RP","PIT","1.00","0.00","0.78","0.83","0.47","0.43","0.43","0.77","0.03","0.00","0.00","0.05","0.17","0.00","0.00","$0",""
"","Max Schrock","SS","CIN","1.00","0.53","0.03","0.00","0.00","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","$0",""
"","Nick Snyder","P","TEX","1.00","0.00","0.92","0.75","0.50","0.50","0.75","0.25","0.00","0.00","0.00","0.41","1.23","0.00","0.00","$0",""
