"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2023",""
"","Spenser Watkins","SP","BAL","1.00","0.87","4.58","5.17","2.57","2.39","1.30","2.74","0.22","0.26","0.00","0.06","0.20","0.00","1.13","$0",""
"","Eli Morgan","RP","CLE","1.00","0.02","1.33","0.92","0.58","0.50","0.26","1.44","0.10","0.06","0.00","0.02","0.07","0.00","1.06","$0",""
"","Gregory Soto","RP/CL","DET","1.00","0.00","0.94","0.77","0.50","0.34","0.53","0.94","0.03","0.17","0.47","0.02","0.05","0.00","1.01","$3,925,000",""
"","Diego Castillo","RP","SEA","1.00","0.00","0.92","0.68","0.46","0.37","0.37","0.90","0.12","0.05","0.12","0.02","0.06","0.00","0.82","$2,950,000",""
"","Jose Urena","SP","COL","1.00","0.81","4.62","5.19","2.95","2.57","2.05","3.00","0.14","0.38","0.00","0.07","0.24","0.00","0.80","$3,000,000",""
"","Chris Archer","SP","MIN","1.00","1.00","4.11","3.48","2.24","2.08","1.92","3.36","0.08","0.32","0.00","0.05","0.18","0.00","0.80","$0",""
"","Marco Gonzales","SP","SEA","1.00","1.00","5.72","6.06","3.03","2.63","1.56","3.22","0.31","0.47","0.00","0.04","0.13","0.00","0.74","$6,500,000",""
"","Wil Crowe","RP","PIT","1.00","0.02","1.27","1.13","0.67","0.62","0.63","1.13","0.10","0.17","0.07","0.02","0.07","0.00","0.68","$0",""
"","Ryan Yarbrough","SP","TB","1.00","0.45","4.00","4.40","2.20","2.00","1.10","3.05","0.15","0.40","0.00","0.07","0.23","0.00","0.67","$3,000,000",""
"","Will Vest","RP","DET","1.00","0.02","1.07","1.05","0.51","0.47","0.37","1.07","0.05","0.05","0.02","0.02","0.07","0.00","0.65","$0",""
"","Chris Martin","RP","LAD","1.00","0.00","0.93","0.83","0.33","0.32","0.08","1.23","0.07","0.02","0.03","0.02","0.05","0.00","0.63","$6,000,000",""
"","Erick Fedde","SP","WSH","1.00","1.00","4.70","5.52","3.11","3.04","2.15","3.48","0.22","0.48","0.00","0.06","0.22","0.00","0.58","$0",""
"","Matthew Strahm","RP","BOS","1.00","0.00","0.89","0.76","0.48","0.38","0.34","1.04","0.08","0.08","0.08","0.02","0.08","0.00","0.58","$7,500,000",""
"","Jason Foley","RP","DET","1.00","0.00","1.01","1.20","0.45","0.43","0.18","0.72","0.02","0.00","0.00","0.02","0.06","0.00","0.55","$0",""
"","Lucas Giolito","SP","CHW","1.00","1.00","5.39","5.70","3.07","2.93","2.03","5.90","0.37","0.30","0.00","0.05","0.16","0.00","0.54","$10,400,000",""
"","Brent Suter","RP","MIL","1.00","0.00","1.23","1.07","0.59","0.52","0.41","0.98","0.09","0.06","0.00","0.02","0.07","0.00","0.54","$3,000,000",""
"","Matt Festa","RP","SEA","1.00","0.00","1.02","0.81","0.49","0.47","0.34","1.21","0.04","0.00","0.04","0.02","0.08","0.00","0.49","$0",""
"","Andres Machado","RP","WSH","1.00","0.00","1.16","1.08","0.63","0.43","0.51","0.90","0.04","0.00","0.00","0.03","0.07","0.00","0.45","$0",""
"","Tanner Scott","RP","MIA","1.00","0.00","0.94","0.82","0.51","0.45","0.69","1.34","0.06","0.07","0.30","0.02","0.06","0.00","0.44","$2,825,000",""
"","Brett Martin","RP","TEX","1.00","0.02","0.91","0.91","0.49","0.42","0.33","0.73","0.02","0.13","0.05","0.02","0.08","0.00","0.41","$1,275,000",""
"","Amir Garrett","RP","KC","1.00","0.00","0.76","0.47","0.43","0.42","0.53","0.82","0.05","0.02","0.00","0.02","0.08","0.00","0.40","$2,650,000",""
"","Taylor Rogers","RP","MIL","1.00","0.00","0.97","0.86","0.58","0.52","0.29","1.27","0.06","0.12","0.47","0.02","0.07","0.00","0.36","$9,000,000",""
"","Luis Gonzalez","RF","SF","1.00","0.91","0.06","0.09","0.04","0.04","0.01","0.00","0.00","0.00","0.00","0.02","0.06","0.00","0.35","$0",""
"","Joely Rodriguez","RP","NYM","1.00","0.00","0.92","0.76","0.51","0.45","0.47","1.04","0.04","0.07","0.00","0.02","0.08","0.00","0.35","$1,500,000",""
"","Andrew Chafin","RP/CL","DET","1.00","0.00","0.90","0.75","0.41","0.28","0.30","1.05","0.03","0.05","0.05","0.02","0.04","0.00","0.32","$5,500,000",""
"","Chad Kuhl","SP","COL","1.00","1.00","5.07","5.74","3.37","3.22","2.15","4.07","0.22","0.41","0.00","0.06","0.21","0.00","0.32","$0",""
"","Joel Kuhnel","RP","CIN","1.00","0.00","1.09","1.26","0.77","0.77","0.26","1.06","0.04","0.06","0.02","0.03","0.12","0.00","0.31","$0",""
"","Phil Bickford","RP","LAD","1.00","0.00","1.02","0.88","0.55","0.53","0.23","1.12","0.03","0.02","0.00","0.02","0.08","0.00","0.30","$0",""
"","Jose Ruiz","RP","CHW","1.00","0.00","0.96","0.84","0.51","0.49","0.52","1.08","0.02","0.00","0.00","0.02","0.07","0.00","0.27","$925,000",""
"","Christian Bethancourt","C","TB","1.00","0.83","0.04","0.06","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.02","0.02","0.00","0.26","$1,350,000",""
"","Josh Hader","RP/CL","SD","1.00","0.00","0.89","0.77","0.54","0.52","0.38","1.45","0.04","0.07","0.64","0.02","0.09","0.00","0.26","$14,100,000",""
"","Phil Maton","RP","HOU","1.00","0.00","0.98","0.87","0.51","0.42","0.36","1.09","0.00","0.03","0.00","0.02","0.06","0.00","0.26","$2,550,000",""
"","Steve Cishek","RP","WSH","1.00","0.00","0.96","0.78","0.48","0.45","0.39","1.07","0.01","0.06","0.01","0.02","0.06","0.00","0.25","$0",""
"","Raisel Iglesias","RP/CL","ATL","1.00","0.00","0.93","0.69","0.30","0.25","0.21","1.16","0.03","0.09","0.25","0.01","0.04","0.00","0.22","$16,000,000",""
"","Rowan Wick","RP","CHC","1.00","0.00","1.00","1.23","0.58","0.47","0.45","1.08","0.06","0.11","0.14","0.03","0.07","0.00","0.22","$1,550,000",""
"","Whit Merrifield","2B","TOR","1.00","0.93","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.01","0.13","0.00","0.20","$6,750,000",""
"","Randal Grichuk","RF","COL","1.00","0.91","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.19","$5,000,000",""
"","Harold Castro","3B","DET","1.00","0.89","0.03","0.05","0.02","0.02","0.01","0.01","0.00","0.00","0.00","0.01","0.04","0.00","0.16","$0",""
"","Hunter Strickland","RP","CIN","1.00","0.00","0.94","0.92","0.56","0.52","0.50","0.91","0.05","0.05","0.11","0.02","0.07","0.00","0.15","$0",""
"","Darin Ruf","DH","NYM","1.00","0.68","0.02","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.15","$3,000,000",""
"","Craig Kimbrel","RP/CL","LAD","1.00","0.00","0.95","0.81","0.49","0.40","0.44","1.14","0.10","0.11","0.35","0.02","0.06","0.00","0.14","$10,000,000",""
"","Ryan McKenna","CF","BAL","1.00","0.41","0.01","0.05","0.02","0.02","0.01","0.00","0.00","0.00","0.00","0.04","0.13","0.00","0.07","$0",""
"","Jake Diekman","RP","CHW","1.00","0.00","0.82","0.74","0.57","0.46","0.60","1.13","0.07","0.06","0.01","0.02","0.07","0.00","0.07","$3,500,000",""
"","Nicky Lopez","3B","KC","1.00","0.89","0.01","0.02","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.02","0.13","0.00","0.05","$3,700,000",""
"","Jackie Bradley Jr.","CF","TOR","1.00","0.74","0.01","0.01","0.01","0.01","0.02","0.01","0.00","0.00","0.00","0.03","0.07","0.00","0.04","$0",""
"","Yadier Molina","C","STL","1.00","0.89","0.03","0.08","0.05","0.05","0.00","0.01","0.00","0.00","0.00","0.04","0.23","0.00","0.00","$0",""
"","Darren O'Day","RP","ATL","1.00","0.00","0.77","0.68","0.43","0.36","0.36","0.93","0.07","0.07","0.00","0.05","0.15","0.00","0.00","$0",""
"","Wade Miley","SP","CHC","1.00","0.89","4.11","3.44","2.22","1.44","1.56","3.11","0.22","0.22","0.00","0.14","0.35","0.00","0.00","$3,500,000",""
"","Sandy Leon","C","MIN","1.00","0.82","0.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","$0",""
"","Charlie Culberson","3B","TEX","1.00","0.57","0.03","0.01","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.01","0.00","0.00","0.00","$0",""
"","Manny Banuelos","RP","PIT","1.00","0.00","1.17","0.91","0.66","0.57","0.60","1.20","0.06","0.03","0.03","0.04","0.13","0.00","0.00","$0",""
"","Matt Barnes","RP","BOS","1.00","0.00","0.90","0.82","0.50","0.43","0.48","0.77","0.00","0.09","0.18","0.03","0.10","0.00","0.00","$2,625,000",""
"","Tucker Barnhart","C","DET","1.00","0.96","0.01","0.03","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.03","0.10","0.00","0.00","$3,250,000",""
"","Corey Dickerson","LF","STL","1.00","0.75","0.01","0.02","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.03","0.00","0.00","0.00","$2,250,000",""
"","Jose Alvarez","RP","SF","1.00","0.00","0.73","0.81","0.48","0.43","0.43","0.71","0.10","0.05","0.05","0.08","0.25","0.00","0.00","$0",""
"","Jandel Gustave","RP","MIL","1.00","0.00","1.04","0.93","0.48","0.44","0.41","1.00","0.07","0.00","0.00","0.05","0.14","0.00","0.00","$0",""
"","Hanser Alberto","2B","LAD","1.00","0.52","0.15","0.14","0.07","0.07","0.04","0.01","0.00","0.00","0.00","0.02","0.06","0.00","0.00","$0",""
"","Trevor Gott","RP","MIL","1.00","0.00","1.01","0.78","0.56","0.47","0.27","0.98","0.07","0.09","0.00","0.02","0.09","0.00","0.00","$1,200,000",""
"","Alex Young","RP","SF","1.00","0.04","1.07","1.16","0.44","0.28","0.44","0.84","0.04","0.04","0.00","0.06","0.09","0.00","0.00","$0",""
"","Trent Thornton","RP","TOR","1.00","0.00","1.44","1.25","0.66","0.66","0.53","1.16","0.00","0.06","0.00","0.04","0.13","0.00","0.00","$1,000,000",""
"","Matt Reynolds","3B","CIN","1.00","0.72","0.01","0.03","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.02","0.07","0.00","0.00","$0",""
"","Pierce Johnson","RP","SD","1.00","0.00","0.96","0.93","0.53","0.53","0.53","1.40","0.07","0.13","0.00","0.10","0.33","0.00","0.00","$5,000,000",""
"","Luis Torrens","C","SEA","1.00","0.77","0.04","0.05","0.04","0.02","0.00","0.00","0.02","0.00","0.00","0.03","0.08","0.00","0.00","$0",""
"","Chad Green","RP","NYY","1.00","0.00","1.07","0.93","0.43","0.36","0.36","1.14","0.07","0.07","0.07","0.09","0.21","0.00","0.00","$2,250,000",""
"","Brian Serven","C","COL","1.00","0.89","0.02","0.00","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.02","0.00","0.00","0.00","$0",""
"","Adrian Morejon","RP","SD","1.00","0.00","1.31","1.19","0.69","0.62","0.35","1.08","0.19","0.04","0.04","0.05","0.16","0.00","0.00","$800,000",""
"","Donnie Walton","SS","SF","1.00","0.80","0.04","0.12","0.12","0.12","0.04","0.00","0.00","0.00","0.00","0.16","1.08","0.00","0.00","$0",""
"","Sammy Long","RP","SF","1.00","0.21","1.51","1.39","0.82","0.61","0.50","1.18","0.04","0.11","0.04","0.04","0.13","0.00","0.00","$0",""
"","Kevin Ginkel","RP/CL","ARI","1.00","0.00","0.98","0.90","0.47","0.37","0.37","1.00","0.03","0.03","0.03","0.04","0.11","0.00","0.00","$0",""
"","Jackson Stephens","RP","ATL","1.00","0.03","1.38","1.26","0.82","0.56","0.59","1.21","0.08","0.08","0.05","0.03","0.09","0.00","0.00","$740,000",""
"","Ildemaro Vargas","2B","WSH","1.00","0.90","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","$975,000",""
"","Reyes Moronta","RP","ARI","1.00","0.00","0.97","0.77","0.51","0.46","0.46","0.97","0.05","0.05","0.05","0.03","0.11","0.00","0.00","$0",""
"","Austin Pruitt","RP","OAK","1.00","0.03","1.42","1.23","0.74","0.67","0.23","0.97","0.00","0.03","0.03","0.03","0.11","0.00","0.00","$0",""
"","Brett Phillips","CF","BAL","1.00","0.73","0.05","0.11","0.10","0.10","0.02","0.00","0.00","0.00","0.00","0.03","0.22","0.00","0.00","$1,200,000",""
"","Caleb Smith","RP","ARI","1.00","0.02","1.59","1.30","0.80","0.73","0.89","1.48","0.02","0.07","0.00","0.03","0.09","0.00","0.00","$0",""
"","Reese McGuire","C","BOS","1.00","0.80","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","$1,225,000",""
"","Erich Uelmen","RP","CHC","1.00","0.00","1.08","1.00","0.60","0.56","0.48","0.84","0.08","0.04","0.04","0.05","0.19","0.00","0.00","$0",""
"","John King","RP","TEX","1.00","0.00","1.32","1.56","0.69","0.59","0.36","0.77","0.03","0.10","0.00","0.04","0.10","0.00","0.00","$0",""
"","Albert Abreu","RP","NYY","1.00","0.00","1.17","1.06","0.45","0.42","0.67","1.15","0.06","0.06","0.00","0.04","0.10","0.00","0.00","$0",""
"","Adbert Alzolay","RP","CHC","1.00","0.00","2.22","1.50","0.83","0.83","0.33","3.17","0.33","0.17","0.00","0.14","0.56","0.00","0.00","$0",""
"","Yu-Cheng Chang","SS","BOS","1.00","0.71","0.03","0.09","0.04","0.04","0.00","0.00","0.00","0.00","0.00","0.04","0.20","0.00","0.00","$850,000",""
"","Eric Stout","RP","PIT","1.00","0.00","1.12","1.25","0.75","0.70","0.80","1.25","0.00","0.00","0.05","0.09","0.28","0.00","0.00","$0",""
"","Brad Keller","RP","KC","1.00","0.63","3.99","4.37","2.46","2.26","1.63","2.91","0.17","0.40","0.03","0.04","0.15","0.00","0.00","$5,775,000",""
"","Jake Bird","RP","COL","1.00","0.00","1.25","1.18","0.76","0.68","0.61","1.11","0.05","0.11","0.00","0.04","0.13","0.00","0.00","$0",""
"","Noah Davis","RP","COL","1.00","0.00","1.00","3.00","2.00","2.00","1.00","2.00","0.00","0.00","0.00","4.00","18.00","0.00","0.00","$0",""
"","Jake Hager","OF","ARI","1.00","0.61","0.08","0.11","0.07","0.07","0.00","0.04","0.00","0.00","0.00","0.05","0.28","0.00","0.00","$0",""
"","Ian Gibaut","RP","CIN","1.00","0.00","1.06","1.15","0.53","0.53","0.53","1.41","0.03","0.06","0.03","0.05","0.13","0.00","0.00","$0",""
"","Justin Lawrence","RP","COL","1.00","0.00","1.12","1.16","0.71","0.71","0.58","1.26","0.08","0.03","0.03","0.04","0.15","0.00","0.00","$0",""
"","Jordan Weems","RP","WSH","1.00","0.00","1.24","1.09","0.75","0.72","0.38","1.28","0.00","0.03","0.00","0.04","0.16","0.00","0.00","$0",""
"","Sean Poppen","RP","ARI","1.00","0.00","0.99","0.93","0.52","0.48","0.41","0.76","0.07","0.07","0.00","0.05","0.15","0.00","0.00","$0",""
"","Ryne Nelson","SP","ARI","1.00","1.00","6.11","3.00","1.33","1.00","2.00","5.33","0.33","0.33","0.00","0.27","0.49","","0.00","$0",""
"","Matt Brash","RP","SEA","1.00","0.13","1.30","1.18","0.64","0.64","0.85","1.59","0.10","0.10","0.00","0.04","0.11","0.00","0.00","$0",""
"","Sam Selman","RP","OAK","1.00","0.00","1.15","1.00","0.63","0.63","0.31","1.13","0.00","0.00","0.00","0.07","0.31","0.00","0.00","$0",""
"","Tyler Cyr","RP","OAK","1.00","0.00","1.11","0.92","0.33","0.33","0.42","1.33","0.08","0.00","0.00","0.10","0.23","0.00","0.00","$0",""
"","Anthony Misiewicz","RP","KC","1.00","0.00","0.91","0.84","0.47","0.44","0.31","0.84","0.03","0.06","0.00","0.04","0.14","0.00","0.00","$0",""
"","Ryan Thompson","RP","TB","1.00","0.00","0.91","0.83","0.51","0.38","0.23","0.83","0.06","0.06","0.06","0.02","0.08","0.00","0.00","$1,000,000",""
"","Yerry Rodriguez","SP","TEX","1.00","0.00","1.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","$0",""
"","Miguel Sanchez","RP","MIL","1.00","0.00","1.11","1.00","0.58","0.50","0.67","0.75","0.08","0.08","0.00","0.13","0.34","0.00","0.00","$0",""
"","Alejo Lopez","2B","CIN","1.00","0.56","0.04","0.03","0.03","0.03","0.00","0.00","0.00","0.00","0.00","0.01","0.11","0.00","0.00","$0",""
"","Zach Jackson","RP","OAK","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","$0",""
