"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2023",""
"","Fernando Abad","RP","OAK","1.00","0.00","0.77","0.73","0.37","0.35","0.31","0.73","0.03","0.03","0.00","0.02","0.07","0.00","0.16","$0",""
"","David Murphy","DH","LAA","1.00","0.70","0.00","0.02","0.04","0.00","0.01","0.00","0.00","0.00","0.00","0.07","0.00","0.00","0.15","$0",""
"","Pat Neshek","RP","HOU","1.00","0.00","0.83","0.74","0.38","0.33","0.18","0.77","0.05","0.09","0.02","0.02","0.05","0.00","0.14","$0",""
"","Scott Oberg","RP","COL","1.00","0.00","0.91","0.91","0.55","0.52","0.48","0.69","0.05","0.06","0.02","0.02","0.08","0.00","0.13","$0",""
"","Michael Dunn","RP","MIA","1.00","0.00","0.75","0.64","0.38","0.38","0.40","0.90","0.03","0.07","0.00","0.02","0.06","0.00","0.11","$0",""
"","Chris Denorfia","RF","CHC","1.00","0.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.10","$0",""
"","Christian Friedrich","SP","COL","1.00","0.00","0.86","1.10","0.54","0.50","0.37","0.66","0.00","0.06","0.00","0.03","0.08","0.00","0.10","$0",""
"","Fernando Rodney","RP","CHC","1.00","0.00","0.92","0.87","0.53","0.49","0.43","0.85","0.10","0.07","0.24","0.02","0.07","0.00","0.10","$0",""
"","Marc Rzepczynski","RP","SD","1.00","0.00","0.49","0.56","0.40","0.31","0.19","0.57","0.03","0.06","0.00","0.02","0.08","0.00","0.08","$0",""
"","Alexi Amarista","SS","SD","1.00","0.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.07","$0",""
"","Wesley Wright","RP","LAA","1.00","0.00","0.67","0.55","0.36","0.27","0.27","0.45","0.00","0.00","0.00","0.11","0.33","0.00","0.00","$0",""
"","Joel Peralta","RP","LAD","1.00","0.00","0.88","0.85","0.42","0.42","0.24","0.73","0.09","0.03","0.09","0.04","0.13","0.00","0.00","$0",""
"","Manny Parra","RP","CIN","1.00","0.00","0.81","0.80","0.38","0.35","0.15","0.58","0.03","0.05","0.00","0.03","0.10","0.00","0.00","$0",""
"","Brendan Ryan","1B","NYY","1.00","0.60","0.04","0.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.02","0.00","0.00","0.00","$0",""
"","Casey Janssen","RP","WSH","1.00","0.00","0.83","0.79","0.46","0.46","0.17","0.56","0.04","0.10","0.00","0.02","0.10","0.00","0.00","$0",""
"","Josh Wilson","2B","DET","1.00","0.38","0.05","0.10","0.05","0.05","0.00","0.00","0.00","0.00","0.00","0.10","0.43","","0.00","$0",""
"","David Ross","C","CHC","1.00","0.64","0.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","$0",""
"","Shane Robinson","CF","MIN","1.00","0.58","0.01","0.00","0.00","0.00","0.01","0.01","0.00","0.00","0.00","0.01","0.00","0.00","0.00","$0",""
"","Jonny Gomes","LF","KC","1.00","0.58","0.01","0.03","0.02","0.02","0.00","0.01","0.00","0.00","0.00","0.03","0.19","0.00","0.00","$0",""
"","Tim Stauffer","RP","NYM","1.00","0.00","1.15","1.78","1.00","0.89","0.50","0.78","0.06","0.00","0.00","0.11","0.39","","0.00","$0",""
"","David Hernandez","RP","ARI","1.00","0.00","0.84","0.83","0.45","0.40","0.28","0.83","0.03","0.13","0.00","0.03","0.11","0.00","0.00","$0",""
"","Sergio Santos","CL","NYY","1.00","0.00","1.17","1.14","0.64","0.64","0.50","1.29","0.00","0.00","0.00","0.10","0.35","","0.00","$0",""
"","Matt Reynolds","RP","ARI","1.00","0.00","0.76","0.72","0.39","0.39","0.39","1.00","0.00","0.00","0.00","0.08","0.26","0.00","0.00","$0",""
"","Chris Narveson","RP","MIA","1.00","0.13","2.02","1.60","1.00","1.00","0.60","2.13","0.20","0.07","0.00","0.07","0.30","0.00","0.00","$0",""
"","Ike Davis","1B","OAK","1.00","0.82","0.03","0.01","0.00","0.00","0.01","0.01","0.00","0.00","0.00","0.01","0.00","0.00","0.00","$0",""
"","Vance Worley","RP","PIT","1.00","0.33","2.99","3.38","1.50","1.33","0.88","2.04","0.17","0.25","0.00","0.06","0.17","0.00","0.00","$0",""
"","Samuel Deduno","RP","HOU","1.00","0.22","2.33","2.67","1.78","1.78","1.00","1.89","0.00","0.11","0.11","0.17","0.76","","0.00","$0",""
"","Nathan Adcock","RP","CIN","1.00","0.00","1.38","1.15","0.92","0.92","0.92","1.00","0.08","0.15","0.00","0.12","0.46","","0.00","$0",""
"","Zach Putnam","RP","CHW","1.00","0.00","0.99","0.85","0.50","0.46","0.50","1.31","0.06","0.06","0.00","0.03","0.09","0.00","0.00","$0",""
"","Tsuyoshi Wada","SP","CHC","1.00","0.88","4.04","3.75","1.75","1.63","1.38","3.88","0.13","0.13","0.00","0.16","0.45","","0.00","$0",""
"","Cesar Jimenez","RP","MIL","1.00","0.00","1.21","0.89","0.42","0.42","0.42","1.32","0.00","0.00","0.00","0.06","0.16","","0.00","$0",""
"","Cory Gearrin","RP","SF","1.00","0.00","0.52","0.14","0.29","0.29","0.14","0.71","0.00","0.00","0.00","0.08","0.70","0.00","0.00","$0",""
"","David Carpenter","RP","WSH","1.00","0.00","0.82","0.83","0.40","0.37","0.30","0.50","0.00","0.03","0.00","0.05","0.13","0.00","0.00","$0",""
"","David Phelps","RP","MIA","1.00","0.83","4.87","5.17","2.57","2.43","1.43","3.35","0.17","0.35","0.00","0.06","0.20","0.00","0.00","$0",""
"","David Carpenter","RP","ATL","1.00","0.00","0.92","1.50","0.75","0.75","0.00","1.25","0.00","0.00","0.00","0.41","1.84","","0.00","$0",""
"","Pedro Villarreal","RP","CIN","1.00","0.00","1.72","1.97","0.83","0.66","0.41","1.00","0.03","0.10","0.00","0.05","0.12","","0.00","$0",""
"","Ariel Pena","RP","MIL","1.00","0.83","4.56","4.00","2.33","2.17","2.33","4.50","0.33","0.17","0.00","0.23","0.71","","0.00","$0",""
"","Chris Rusin","RP","COL","1.00","0.81","4.88","6.30","3.26","2.89","1.52","3.19","0.22","0.37","0.00","0.06","0.20","0.00","0.00","$0",""
"","Chad Jenkins","RP","TOR","1.00","0.00","1.83","1.50","1.00","1.00","1.50","1.00","0.00","0.00","0.00","0.82","2.46","","0.00","$0",""
"","Leury Garcia","OF","CHW","1.00","0.06","0.06","0.06","0.00","0.00","0.00","0.06","0.00","0.00","0.00","0.06","0.00","0.00","0.00","$5,500,000",""
"","Rob Scahill","RP","PIT","1.00","0.00","1.10","1.18","0.54","0.32","0.57","0.86","0.07","0.14","0.00","0.06","0.09","0.00","0.00","$0",""
"","Matt Stites","RP","ARI","1.00","0.00","0.79","1.27","1.27","1.09","0.45","0.55","0.00","0.00","0.00","0.20","1.13","","0.00","$0",""
"","Zac Rosscup","RP","CHC","1.00","0.00","0.81","0.79","0.39","0.39","0.39","0.88","0.06","0.03","0.00","0.04","0.13","0.00","0.00","$0",""
"","Daniel Webb","RP","CHW","1.00","0.00","1.11","1.52","0.96","0.78","0.81","0.81","0.04","0.00","0.00","0.08","0.23","","0.00","$0",""
"","Carlos Contreras","RP","CIN","1.00","0.00","1.27","1.00","0.73","0.68","0.91","0.86","0.00","0.00","0.00","0.07","0.22","","0.00","$0",""
"","Chris Martin","RP","NYY","1.00","0.00","0.86","1.17","0.54","0.54","0.25","0.75","0.00","0.08","0.04","0.07","0.24","0.00","0.00","$6,000,000",""
"","Aaron Brooks","SP","OAK","1.00","0.69","4.26","5.62","3.15","3.15","1.08","2.92","0.23","0.31","0.00","0.12","0.51","0.00","0.00","$0",""
"","Taylor Jordan","SP","WSH","1.00","0.25","4.25","5.00","2.50","2.50","1.50","2.75","0.00","0.50","0.00","0.38","1.32","","0.00","$0",""
"","Chaz Roe","RP","BAL","1.00","0.00","1.15","1.22","0.53","0.53","0.47","1.06","0.11","0.06","0.00","0.04","0.12","0.00","0.00","$0",""
"","David Buchanan","SP","PHI","1.00","1.00","4.98","7.27","4.00","3.87","1.93","2.93","0.13","0.60","0.00","0.12","0.47","","0.00","$0",""
"","Bobby LaFromboise","RP","PIT","1.00","0.00","0.73","0.45","0.09","0.09","0.09","0.73","0.00","0.00","0.00","0.07","0.10","","0.00","$0",""
"","Frank Garces","RP","SD","1.00","0.03","0.95","1.03","0.58","0.55","0.55","0.75","0.00","0.03","0.00","0.04","0.13","","0.00","$0",""
"","Brett Bochy","RP","SF","1.00","0.00","0.75","0.25","0.00","0.00","0.25","0.75","0.00","0.00","0.00","0.17","0.00","","0.00","$0",""
"","Elvis Araujo","RP","PHI","1.00","0.00","0.87","0.75","0.43","0.35","0.48","0.85","0.05","0.03","0.00","0.04","0.09","","0.00","$0",""
"","Aaron Barrett","RP","WSH","1.00","0.00","0.73","0.70","0.38","0.38","0.18","0.88","0.08","0.08","0.00","0.03","0.12","0.00","0.00","$0",""
"","Sammy Solis","RP","WSH","1.00","0.00","1.19","1.39","0.61","0.44","0.22","0.94","0.06","0.06","0.00","0.08","0.19","0.00","0.00","$0",""
"","Rob Rasmussen","RP","SEA","1.00","0.00","0.77","1.30","0.90","0.85","0.40","0.85","0.10","0.05","0.00","0.11","0.50","","0.00","$0",""
"","Arnold Leon","RP","OAK","1.00","0.00","1.40","1.58","0.74","0.68","0.47","1.00","0.00","0.11","0.00","0.08","0.23","","0.00","$0",""
"","Adam Liberatore","RP","LAD","1.00","0.00","0.76","0.67","0.36","0.36","0.23","0.74","0.05","0.05","0.00","0.03","0.11","0.00","0.00","$0",""
"","A.J. Achter","RP","MIN","1.00","0.00","1.21","1.09","0.91","0.91","0.55","1.27","0.00","0.09","0.00","0.12","0.61","","0.00","$0",""
"","Frankie Montas","RP","CHW","1.00","0.29","2.14","2.00","1.14","1.14","1.29","2.86","0.00","0.29","0.00","0.22","0.69","0.00","0.00","$7,500,000",""
"","Luke Jackson","RP","TEX","1.00","0.00","0.90","0.71","0.43","0.43","0.29","0.86","0.00","0.00","0.00","0.16","0.61","0.00","0.00","$3,000,000",""
"","David Goforth","RP","MIL","1.00","0.00","1.23","1.60","0.65","0.55","0.40","1.20","0.05","0.00","0.00","0.08","0.20","0.00","0.00","$0",""
"","Jacob Lindgren","RP","NYY","1.00","0.00","1.00","0.71","0.57","0.57","0.57","1.14","0.00","0.00","0.00","0.18","0.73","0.00","0.00","$0",""
"","Nick Rumbelow","SP","NYY","1.00","0.00","0.92","0.94","0.47","0.41","0.29","0.88","0.06","0.06","0.00","0.08","0.24","0.00","0.00","$0",""
"","Nick Goody","RP","NYY","1.00","0.00","0.81","0.86","0.43","0.43","0.43","0.43","0.00","0.00","0.00","0.23","0.68","0.00","0.00","$0",""
"","Caleb Cotham","RP","NYY","1.00","0.00","0.81","1.17","0.58","0.50","0.08","0.92","0.08","0.00","0.00","0.13","0.47","","0.00","$0",""
"","Colin Rea","SP","SD","1.00","0.86","4.52","4.14","2.29","2.14","1.57","3.71","0.29","0.29","0.00","0.18","0.61","0.00","0.00","$0",""
"","Jay Jackson","RP","SD","1.00","0.00","0.72","1.17","0.50","0.50","0.17","0.67","0.00","0.00","0.00","0.31","1.04","0.00","0.00","$0",""
