"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2023",""
"","Rubby De La Rosa","SP","ARI","1.00","1.00","5.90","6.03","3.22","3.06","1.97","4.69","0.44","0.28","0.00","0.04","0.15","0.00","1.25","$0",""
"","Scott Kazmir","SP","HOU","1.00","1.00","5.90","5.23","2.48","2.03","1.90","5.00","0.23","0.35","0.00","0.04","0.10","0.00","1.11","$0",""
"","Jeremy Hellickson","SP","ARI","1.00","0.93","5.03","5.21","2.72","2.59","1.48","4.17","0.31","0.41","0.00","0.05","0.16","0.00","0.94","$0",""
"","Brad Boxberger","RP","TB","1.00","0.00","0.91","0.78","0.42","0.38","0.46","1.07","0.06","0.14","0.59","0.02","0.05","0.00","0.89","$2,000,000",""
"","Fernando Rodriguez","RP","OAK","1.00","0.00","1.05","0.77","0.48","0.45","0.43","1.16","0.07","0.04","0.00","0.02","0.07","0.00","0.88","$0",""
"","Pedro Baez","RP","LAD","1.00","0.00","0.98","0.92","0.42","0.40","0.21","1.15","0.08","0.04","0.00","0.02","0.07","0.00","0.77","$0",""
"","Sam Dyson","RP","TEX","1.00","0.00","1.00","0.87","0.35","0.29","0.28","0.95","0.07","0.05","0.03","0.02","0.04","0.00","0.75","$0",""
"","Edwin Jackson","SP","ATL","1.00","0.00","1.18","0.94","0.53","0.40","0.45","0.85","0.09","0.06","0.02","0.02","0.07","0.00","0.74","$0",""
"","Dan Jennings","RP","CHW","1.00","0.00","1.06","1.04","0.53","0.47","0.45","0.87","0.04","0.06","0.00","0.03","0.08","0.00","0.71","$0",""
"","Steve Geltz","RP","TB","1.00","0.03","0.96","0.64","0.44","0.40","0.37","0.87","0.03","0.09","0.03","0.02","0.05","0.00","0.71","$0",""
"","Chris Hatcher","RP","LAD","1.00","0.00","0.80","0.71","0.39","0.33","0.27","0.92","0.06","0.10","0.08","0.03","0.08","0.00","0.67","$0",""
"","Kevin Quackenbush","RP","SD","1.00","0.00","1.02","0.91","0.49","0.46","0.35","1.02","0.05","0.04","0.00","0.02","0.07","0.00","0.66","$0",""
"","Blake Treinen","RP","WSH","1.00","0.00","1.13","1.03","0.53","0.48","0.53","1.08","0.03","0.08","0.00","0.02","0.06","0.00","0.63","$8,000,000",""
"","Hansel Robles","RP","NYM","1.00","0.00","0.95","0.65","0.47","0.39","0.32","1.07","0.07","0.05","0.00","0.02","0.06","0.00","0.59","$0",""
"","Bryan Morris","RP","MIA","1.00","0.00","0.94","1.00","0.39","0.33","0.39","0.70","0.07","0.06","0.00","0.02","0.05","0.00","0.53","$0",""
"","Daniel Hudson","RP/CL","ARI","1.00","0.02","1.06","1.00","0.53","0.45","0.39","1.11","0.06","0.05","0.06","0.02","0.06","0.00","0.52","$6,500,000",""
"","Jason Motte","RP","CHC","1.00","0.00","0.85","0.84","0.37","0.37","0.19","0.60","0.14","0.02","0.11","0.02","0.07","0.00","0.51","$0",""
"","J.C. Ramirez","SP","SEA","1.00","0.00","1.18","1.25","0.70","0.70","0.55","0.80","0.05","0.10","0.00","0.08","0.27","0.00","0.51","$0",""
"","Chad Qualls","RP","HOU","1.00","0.00","0.82","0.75","0.40","0.35","0.15","0.77","0.05","0.08","0.07","0.02","0.06","0.00","0.42","$0",""
"","Evan Scribner","RP","OAK","1.00","0.00","1.11","1.07","0.57","0.54","0.07","1.19","0.04","0.04","0.00","0.02","0.08","0.00","0.39","$0",""
"","Ryan Mattheus","RP","CIN","1.00","0.00","0.97","1.16","0.53","0.43","0.31","0.64","0.03","0.07","0.00","0.03","0.07","","0.38","$0",""
"","Doug Fister","SP","WSH","1.00","0.52","3.55","4.14","1.93","1.66","0.83","2.17","0.17","0.24","0.03","0.05","0.14","0.00","0.37","$0",""
"","Joe Beimel","RP","SEA","1.00","0.00","0.89","0.92","0.47","0.40","0.30","0.42","0.04","0.02","0.02","0.03","0.08","0.00","0.37","$0",""
"","Jose Diaz","RP","CIN","1.00","0.00","0.99","0.95","0.48","0.46","0.30","1.15","0.03","0.02","0.02","0.02","0.07","0.00","0.36","$0",""
"","Brandon Gomes","RP","TB","1.00","0.00","0.92","0.86","0.44","0.44","0.23","0.69","0.03","0.09","0.02","0.02","0.07","","0.35","$0",""
"","John Danks","SP","CHW","1.00","1.00","5.92","6.45","3.45","3.06","1.84","4.26","0.23","0.48","0.00","0.05","0.15","0.00","0.34","$0",""
"","Alberto Alburquerque","RP","DET","1.00","0.00","0.93","0.94","0.43","0.43","0.49","0.87","0.06","0.01","0.00","0.02","0.06","0.00","0.34","$0",""
"","Brian Duensing","RP","MIN","1.00","0.00","0.88","0.84","0.44","0.42","0.38","0.44","0.07","0.02","0.02","0.03","0.08","0.00","0.33","$0",""
"","Tyler Clippard","RP","NYM","1.00","0.00","1.03","0.71","0.36","0.36","0.45","0.93","0.07","0.06","0.28","0.02","0.05","0.00","0.33","$0",""
"","Clint Robinson","1B","WSH","1.00","0.61","0.01","0.01","0.00","0.00","0.00","0.01","0.00","0.00","0.00","0.01","0.00","0.00","0.32","$0",""
"","Juan Nicasio","RP","LAD","1.00","0.02","1.08","1.09","0.46","0.46","0.59","1.20","0.02","0.06","0.02","0.03","0.07","0.00","0.30","$0",""
"","Addison Reed","RP","NYM","1.00","0.00","1.02","1.05","0.38","0.38","0.35","0.93","0.05","0.05","0.07","0.03","0.06","0.00","0.26","$0",""
"","Jake Diekman","RP","TEX","1.00","0.00","0.87","0.79","0.42","0.39","0.46","1.03","0.03","0.01","0.00","0.02","0.06","0.00","0.26","$3,500,000",""
"","Jean Machi","RP","BOS","1.00","0.00","0.98","1.00","0.59","0.56","0.37","0.71","0.03","0.00","0.07","0.02","0.09","0.00","0.23","$0",""
"","Randy Choate","RP","STL","1.00","0.00","0.38","0.41","0.20","0.17","0.07","0.31","0.01","0.00","0.01","0.02","0.06","0.00","0.21","$0",""
"","Aaron Loup","RP","TOR","1.00","0.00","0.71","0.78","0.40","0.35","0.12","0.77","0.03","0.08","0.00","0.02","0.07","0.00","0.19","$7,500,000",""
"","Edward Mujica","RP","OAK","1.00","0.00","0.97","1.06","0.57","0.51","0.14","0.61","0.06","0.10","0.02","0.03","0.10","0.00","0.18","$0",""
