"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2023",""
"","Mike Leake","SP","CIN","1.00","0.86","5.11","5.74","2.77","2.60","1.17","3.31","0.23","0.26","0.00","0.04","0.13","0.00","1.19","$0",""
"","Josh Johnson","SP","MIA","1.00","1.00","6.17","5.81","2.71","2.61","2.10","5.32","0.26","0.45","0.00","0.04","0.12","","1.18","$0",""
"","Addison Reed","RP","CHW","1.00","0.00","0.89","0.92","0.48","0.47","0.29","0.87","0.05","0.03","0.47","0.02","0.08","0.00","0.82","$0",""
"","Scott Feldman","SP","TEX","1.00","0.72","4.26","4.79","2.72","2.41","1.10","3.31","0.21","0.38","0.00","0.05","0.18","0.00","0.72","$0",""
"","Jamey Wright","RP","LAD","1.00","0.00","1.03","1.09","0.53","0.42","0.45","0.82","0.08","0.05","0.00","0.02","0.06","0.00","0.71","$0",""
"","Felix Doubront","SP","BOS","1.00","1.00","5.55","5.59","3.28","3.00","2.45","5.76","0.38","0.34","0.00","0.05","0.17","0.00","0.64","$0",""
"","Bryan Shaw","RP","ARI","1.00","0.00","0.93","0.94","0.45","0.36","0.38","0.64","0.02","0.09","0.03","0.02","0.05","0.00","0.56","$0",""
"","Dallas Keuchel","SP","HOU","1.00","0.94","5.02","5.47","3.29","2.94","2.29","2.24","0.18","0.47","0.00","0.09","0.31","0.00","0.55","$0",""
"","Ryan Mattheus","RP","WSH","1.00","0.00","1.01","0.86","0.33","0.32","0.29","0.62","0.08","0.05","0.00","0.02","0.04","","0.53","$0",""
"","Alfredo Aceves","RP","BOS","1.00","0.00","1.22","1.16","0.74","0.72","0.45","1.09","0.03","0.14","0.36","0.02","0.08","","0.45","$0",""
"","Edward Mujica","RP","STL","1.00","0.00","0.93","0.80","0.34","0.31","0.17","0.67","0.00","0.04","0.03","0.01","0.04","0.00","0.44","$0",""
"","Dan Haren","SP","LAA","1.00","0.97","5.70","6.13","3.06","2.74","1.23","4.58","0.39","0.42","0.00","0.04","0.14","0.00","0.44","$0",""
"","Andrew Cashner","SP","SD","1.00","0.15","1.40","1.27","0.70","0.67","0.58","1.58","0.09","0.12","0.00","0.04","0.13","0.00","0.38","$0",""
"","Barry Zito","SP","SF","1.00","1.00","5.76","5.81","2.84","2.66","2.19","3.56","0.47","0.25","0.00","0.04","0.13","0.00","0.34","$0",""
"","Randy Choate","RP","LAD","1.00","0.00","0.48","0.36","0.23","0.16","0.23","0.48","0.00","0.00","0.01","0.02","0.04","0.00","0.34","$0",""
"","Ramon Ramirez","RP","NYM","1.00","0.00","1.10","1.00","0.57","0.47","0.60","0.90","0.05","0.07","0.02","0.03","0.07","0.00","0.30","$0",""
"","Fernando Salas","RP","STL","1.00","0.00","0.90","0.86","0.43","0.43","0.42","0.92","0.02","0.06","0.00","0.02","0.07","0.00","0.30","$0",""
"","Chad Qualls","RP","PIT","1.00","0.00","0.87","1.05","0.57","0.52","0.23","0.45","0.03","0.02","0.00","0.02","0.09","0.00","0.26","$0",""
"","Lucas Luetge","RP","SEA","1.00","0.00","0.65","0.59","0.32","0.29","0.38","0.60","0.03","0.03","0.03","0.02","0.06","0.00","0.26","$1,550,000",""
"","Josh Beckett","SP","BOS","1.00","1.00","6.08","6.21","3.25","3.14","1.86","4.71","0.25","0.50","0.00","0.05","0.17","0.00","0.23","$0",""
"","Steve Delabar","RP","SEA","1.00","0.00","1.08","0.75","0.48","0.46","0.43","1.51","0.07","0.05","0.00","0.02","0.06","0.00","0.23","$0",""
"","Randy Wolf","SP","MIL","1.00","0.84","5.09","6.32","3.32","3.19","1.68","3.35","0.16","0.32","0.00","0.05","0.18","0.00","0.20","$0",""
"","Marc Rzepczynski","RP","STL","1.00","0.00","0.67","0.66","0.31","0.31","0.24","0.47","0.01","0.04","0.00","0.02","0.06","0.00","0.15","$0",""
"","Brad Brach","RP","SD","1.00","0.00","1.00","0.75","0.42","0.42","0.49","1.12","0.03","0.06","0.00","0.02","0.06","0.00","0.15","$0",""
"","Antonio Bastardo","RP","PHI","1.00","0.00","0.80","0.62","0.40","0.38","0.40","1.25","0.03","0.08","0.02","0.02","0.07","0.00","0.14","$0",""
"","Brian Bogusevic","RF","HOU","1.00","0.56","0.01","0.02","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.02","0.12","0.00","0.06","$0",""
"","Johan Santana","SP","NYM","1.00","1.00","5.57","5.57","3.10","3.00","1.86","5.29","0.29","0.43","0.00","0.06","0.23","","0.06","$0",""
"","Francisco Rodriguez","RP","MIL","1.00","0.00","0.92","0.83","0.47","0.45","0.40","0.92","0.03","0.09","0.04","0.02","0.06","0.00","0.01","$0",""
"","Daisuke Matsuzaka","SP","BOS","1.00","1.00","4.15","5.27","3.91","3.82","1.82","3.73","0.09","0.64","0.00","0.16","0.75","","0.00","$0",""
"","Wandy Rodriguez","RP","PIT","1.00","0.97","6.05","6.03","2.91","2.53","1.65","4.09","0.35","0.38","0.00","0.04","0.11","","0.00","$0",""
"","Joba Chamberlain","RP","NYY","1.00","0.00","0.94","1.18","0.50","0.45","0.27","1.00","0.05","0.00","0.00","0.07","0.20","0.00","0.00","$0",""
"","Kyle Farnsworth","RP","TB","1.00","0.00","0.79","0.65","0.38","0.35","0.41","0.74","0.03","0.18","0.00","0.04","0.12","0.00","0.00","$0",""
"","LaTroy Hawkins","RP/CL","LAA","1.00","0.00","0.88","0.94","0.42","0.35","0.27","0.48","0.04","0.06","0.02","0.03","0.08","0.00","0.00","$0",""
"","Chien-Ming Wang","RP","WSH","1.00","0.50","3.23","5.00","2.40","2.40","1.50","1.50","0.20","0.30","0.00","0.20","0.67","","0.00","$0",""
"","Joe Blanton","RP","PHI","1.00","0.97","6.16","6.68","3.42","3.23","1.10","5.35","0.32","0.42","0.00","0.04","0.15","0.00","0.00","$0",""
"","Paul Maholm","RP","CHC","1.00","0.97","5.91","5.56","2.50","2.41","1.66","4.38","0.41","0.34","0.00","0.04","0.11","","0.00","$0",""
"","Evan Meek","RP","PIT","1.00","0.00","1.00","1.17","0.75","0.75","0.50","0.67","0.00","0.00","0.00","0.14","0.56","","0.00","$0",""
"","Luis Perdomo","SP","MIN","1.00","0.00","1.13","1.00","0.53","0.40","0.80","0.53","0.00","0.00","0.00","0.11","0.21","0.00","0.00","$0",""
"","Tim Stauffer","RP","SD","1.00","1.00","5.00","7.00","4.00","3.00","3.00","5.00","0.00","0.00","0.00","2.00","5.40","","0.00","$0",""
"","Bruce Chen","RP","KC","1.00","0.97","5.48","6.14","3.26","3.09","1.34","4.00","0.31","0.40","0.00","0.04","0.14","","0.00","$0",""
"","Brian Matusz","RP","BAL","1.00","0.47","2.88","3.29","1.79","1.56","1.21","2.38","0.18","0.29","0.00","0.05","0.14","0.00","0.00","$0",""
"","Sergio Santos","CL","TOR","1.00","0.00","0.83","1.00","0.83","0.83","0.67","0.67","0.00","0.17","0.33","0.33","1.50","","0.00","$0",""
"","Hector Ambriz","RP","HOU","1.00","0.00","1.07","0.78","0.50","0.50","0.61","1.22","0.06","0.06","0.00","0.07","0.23","","0.00","$0",""
"","Fernando Abad","RP","HOU","1.00","0.16","1.24","1.54","0.73","0.70","0.51","1.03","0.00","0.16","0.00","0.04","0.14","0.00","0.00","$0",""
"","Chris Hatcher","RP","MIA","1.00","0.00","1.33","1.55","0.82","0.64","0.55","0.91","0.00","0.00","0.00","0.14","0.39","0.00","0.00","$0",""
"","Drew Butera","C","MIN","1.00","0.76","0.02","0.00","0.00","0.00","0.02","0.02","0.00","0.00","0.00","0.02","0.00","0.00","0.00","$0",""
"","Pedro Beato","RP","NYM","1.00","0.00","1.09","1.00","0.82","0.82","0.45","1.09","0.09","0.00","0.00","0.12","0.61","0.00","0.00","$0",""
"","Christopher Leroux","RP","PIT","1.00","0.00","1.13","1.10","0.90","0.70","0.20","1.20","0.00","0.00","0.00","0.11","0.56","","0.00","$0",""
"","Daniel McCutchen","RP","PIT","1.00","0.00","0.00","1.00","2.00","2.00","1.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","$0",""
"","Samuel Deduno","RP","MIN","1.00","1.00","5.27","4.60","2.67","2.60","3.53","3.80","0.40","0.33","0.00","0.10","0.30","","0.00","$0",""
"","Michael Kirkman","RP","TEX","1.00","0.00","1.26","0.86","0.57","0.54","0.61","1.36","0.04","0.07","0.00","0.04","0.14","","0.00","$0",""
"","Josh Lueke","RP","TB","1.00","0.00","1.11","3.00","2.33","2.33","1.00","0.67","0.00","0.00","0.00","1.20","6.30","","0.00","$0",""
"","Justin Germano","RP","CHC","1.00","0.86","4.98","6.14","3.71","3.43","1.50","3.71","0.14","0.71","0.00","0.11","0.44","","0.00","$0",""
"","Nathan Adcock","RP","KC","1.00","0.17","2.89","3.08","1.08","0.75","1.08","1.83","0.00","0.25","0.00","0.12","0.20","","0.00","$0",""
"","Brandon Gomes","RP","TB","1.00","0.00","1.18","1.07","0.80","0.67","0.80","1.00","0.13","0.13","0.00","0.11","0.34","","0.00","$0",""
"","Dylan Axelrod","RP","CHW","1.00","0.50","3.64","4.00","2.29","2.21","1.50","2.86","0.14","0.14","0.00","0.11","0.39","","0.00","$0",""
"","Lester Oliveros","RP","MIN","1.00","0.00","1.67","1.00","1.00","1.00","1.00","1.00","0.00","0.00","0.00","1.20","5.40","","0.00","$0",""
"","Jerome Williams","RP","LAA","1.00","0.47","4.30","4.34","2.28","2.19","1.09","3.06","0.19","0.25","0.03","0.04","0.14","0.00","0.00","$0",""
"","Blake Beavan","RP","SEA","1.00","1.00","5.86","6.46","2.92","2.88","0.92","2.58","0.42","0.42","0.00","0.05","0.17","","0.00","$0",""
"","Josh Stinson","RP","MIL","1.00","0.17","1.56","1.17","0.17","0.17","0.83","0.50","0.00","0.00","0.00","0.21","0.16","","0.00","$0",""
"","Justin De Fratus","RP","PHI","1.00","0.00","0.82","0.54","0.38","0.31","0.38","0.62","0.00","0.00","0.00","0.09","0.26","0.00","0.00","$0",""
"","Joe Savery","RP","PHI","1.00","0.00","1.32","1.37","0.89","0.79","0.42","0.84","0.05","0.11","0.00","0.07","0.28","","0.00","$0",""
"","Alex White","RP","COL","1.00","0.71","3.50","4.07","2.36","2.14","1.82","2.29","0.07","0.32","0.00","0.06","0.20","","0.00","$0",""
"","Scott Elbert","RP","LAD","1.00","0.00","0.76","0.63","0.19","0.19","0.30","0.67","0.02","0.02","0.00","0.03","0.05","","0.00","$0",""
"","Jeff Beliveau","RP","CHC","1.00","0.00","0.80","0.95","0.41","0.41","0.55","0.77","0.05","0.00","0.00","0.08","0.21","0.00","0.00","$0",""
"","David Carpenter","RP","LAA","1.00","0.00","1.42","1.50","0.75","0.75","0.61","1.00","0.04","0.07","0.00","0.05","0.17","","0.00","$0",""
"","Raul Valdes","RP","PHI","1.00","0.04","1.15","0.67","0.37","0.37","0.19","1.30","0.11","0.07","0.00","0.03","0.11","","0.00","$0",""
"","Darin Downs","RP","DET","1.00","0.00","1.15","1.00","0.44","0.44","0.50","1.11","0.11","0.06","0.00","0.07","0.19","","0.00","$0",""
"","Tanner Scheppers","RP","TEX","1.00","0.00","0.83","1.21","0.46","0.41","0.23","0.77","0.03","0.03","0.03","0.04","0.11","0.00","0.00","$0",""
"","Todd Redmond","RP","CIN","1.00","1.00","3.33","7.00","4.00","4.00","5.00","2.00","0.00","1.00","0.00","3.60","10.80","","0.00","$0",""
"","Pedro Villarreal","RP","CIN","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","","0.00","$0",""
"","Stephen Pryor","RP","SEA","1.00","0.00","0.88","0.85","0.50","0.38","0.50","1.04","0.12","0.04","0.00","0.06","0.15","","0.00","$0",""
"","Miles Mikolas","SP","SD","1.00","0.00","1.29","1.28","0.60","0.52","0.60","0.92","0.08","0.04","0.00","0.06","0.14","0.00","0.00","$15,750,000",""
"","Tyler Cloyd","RP","PHI","1.00","1.00","5.50","5.50","3.00","3.00","1.17","5.00","0.33","0.33","0.00","0.20","0.82","0.00","0.00","$0",""
"","B.J. Rosenberg","RP","PHI","1.00","0.05","1.14","0.82","0.77","0.77","0.64","1.09","0.05","0.09","0.00","0.06","0.28","","0.00","$0",""
"","Pedro Figueroa","RP","OAK","1.00","0.00","1.14","0.84","0.47","0.42","0.79","0.74","0.00","0.00","0.00","0.08","0.17","","0.00","$0",""
"","Josh Edgin","RP","NYM","1.00","0.00","0.75","0.56","0.41","0.38","0.29","0.88","0.03","0.06","0.00","0.03","0.13","0.00","0.00","$0",""
"","Pedro Hernandez","RP","MIN","1.00","1.00","4.00","12.00","8.00","8.00","1.00","2.00","0.00","1.00","0.00","3.25","18.00","","0.00","$0",""
"","Tom Koehler","RP","MIA","1.00","0.13","1.67","1.88","1.00","1.00","0.25","1.63","0.00","0.13","0.00","0.16","0.68","0.00","0.00","$0",""
"","Shawn Tolleson","RP","LAD","1.00","0.00","0.94","0.75","0.48","0.45","0.50","0.98","0.08","0.03","0.00","0.03","0.11","0.00","0.00","$0",""
"","Josh Wall","RP","LAD","1.00","0.00","0.81","0.43","0.43","0.43","0.14","0.57","0.14","0.00","0.00","0.10","0.68","","0.00","$0",""
"","Steve Geltz","RP","LAA","1.00","0.00","1.00","1.00","0.50","0.50","1.50","0.50","0.00","0.00","0.00","1.25","2.25","0.00","0.00","$0",""
"","Jose Ortega","RP","DET","1.00","0.00","1.33","1.50","0.50","0.50","0.50","2.00","0.00","0.00","0.00","0.75","1.69","","0.00","$0",""
"","Luke Putkonen","RP","DET","1.00","0.00","1.33","1.58","0.58","0.58","0.67","0.83","0.00","0.17","0.08","0.14","0.33","","0.00","$0",""
