"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2023",""
"","A.J. Burnett","SP","PHI","1.00","1.00","6.28","6.03","3.59","3.21","2.82","5.59","0.24","0.53","0.00","0.04","0.14","0.00","0.36","$0",""
"","Carlos Martinez","SP","STL","1.00","0.12","1.57","1.58","0.72","0.70","0.63","1.47","0.04","0.07","0.02","0.02","0.07","0.00","0.35","$0",""
"","Antonio Bastardo","RP","PHI","1.00","0.00","0.96","0.64","0.46","0.42","0.51","1.21","0.07","0.10","0.00","0.02","0.06","0.00","0.33","$0",""
"","Alex Torres","RP","SD","1.00","0.00","0.77","0.66","0.36","0.29","0.47","0.73","0.03","0.01","0.00","0.02","0.05","","0.32","$0",""
"","Neal Cotts","RP","TEX","1.00","0.00","0.91","0.90","0.45","0.44","0.32","0.86","0.03","0.12","0.03","0.02","0.06","0.00","0.30","$0",""
"","Randy Choate","RP","STL","1.00","0.00","0.59","0.44","0.30","0.30","0.21","0.52","0.03","0.03","0.00","0.02","0.07","0.00","0.29","$0",""
"","Shawn Kelley","RP","NYY","1.00","0.00","0.88","0.76","0.44","0.44","0.34","1.14","0.05","0.10","0.07","0.02","0.08","0.00","0.29","$0",""
"","Matt Belisle","RP","COL","1.00","0.02","0.98","1.12","0.53","0.53","0.29","0.65","0.06","0.11","0.00","0.02","0.07","0.00","0.28","$0",""
"","Edward Mujica","RP","BOS","1.00","0.00","0.94","1.08","0.44","0.41","0.22","0.67","0.03","0.06","0.13","0.02","0.06","0.00","0.28","$0",""
"","Brad Ziegler","RP","ARI","1.00","0.00","0.99","0.88","0.43","0.38","0.35","0.79","0.07","0.04","0.01","0.02","0.05","0.00","0.25","$0",""
"","Scott Baker","SP","TEX","1.00","0.32","3.23","3.28","1.96","1.96","0.56","2.20","0.12","0.16","0.00","0.05","0.22","0.00","0.24","$0",""
"","Jared Burton","RP","MIN","1.00","0.00","0.94","0.85","0.50","0.46","0.37","0.68","0.04","0.07","0.04","0.02","0.06","0.00","0.24","$0",""
"","Will Smith","RP","MIL","1.00","0.00","0.84","0.79","0.40","0.35","0.40","1.10","0.01","0.04","0.01","0.02","0.05","0.00","0.23","$0",""
"","Daisuke Matsuzaka","SP","NYM","1.00","0.26","2.45","1.82","1.12","1.06","1.47","2.29","0.09","0.09","0.03","0.04","0.11","","0.22","$0",""
"","Sam LeCure","RP","CIN","1.00","0.00","0.91","1.00","0.44","0.39","0.39","0.77","0.02","0.06","0.00","0.02","0.06","0.00","0.18","$0",""
"","Brian Matusz","RP","BAL","1.00","0.00","0.82","0.81","0.37","0.32","0.27","0.84","0.03","0.05","0.00","0.02","0.06","0.00","0.17","$0",""
"","Joel Peralta","RP","TB","1.00","0.00","0.92","0.87","0.45","0.45","0.22","1.07","0.04","0.06","0.01","0.02","0.06","0.00","0.15","$0",""
"","Lyle Overbay","1B","MIL","1.00","0.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.11","$0",""
"","Chris Perez","RP","LAD","1.00","0.00","0.95","0.78","0.47","0.45","0.51","0.80","0.02","0.06","0.02","0.03","0.09","0.00","0.09","$0",""
"","Daniel Descalso","3B","STL","1.00","0.29","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.07","$0",""
"","John Axford","RP","PIT","1.00","0.00","0.88","0.69","0.42","0.39","0.58","1.02","0.03","0.06","0.16","0.02","0.06","0.00","0.06","$0",""
"","Eric Surkamp","SP","CHW","1.00","0.00","0.70","0.63","0.40","0.37","0.37","0.57","0.06","0.00","0.00","0.04","0.14","","0.06","$0",""
"","Rich Hill","SP","NYY","1.00","0.00","0.33","0.44","0.13","0.13","0.38","0.56","0.00","0.00","0.00","0.15","0.21","0.00","0.00","$8,000,000",""
"","Roberto Hernandez","RP","LAA","1.00","0.91","5.15","4.88","2.63","2.34","2.28","3.28","0.25","0.34","0.00","0.04","0.13","","0.00","$0",""
"","Wandy Rodriguez","RP","PIT","1.00","1.00","4.44","6.17","4.17","3.33","1.33","3.33","0.00","0.33","0.00","0.28","1.13","","0.00","$0",""
"","Carlos Villanueva","RP","CHC","1.00","0.12","1.85","2.12","1.00","0.95","0.45","1.71","0.12","0.17","0.05","0.03","0.11","0.00","0.00","$0",""
"","Paul Maholm","RP","LAD","1.00","0.27","2.36","2.73","1.47","1.27","0.93","1.13","0.03","0.17","0.00","0.05","0.16","","0.00","$0",""
"","Evan Meek","RP","BAL","1.00","0.00","1.01","1.13","0.70","0.65","0.48","0.70","0.00","0.17","0.00","0.07","0.25","","0.00","$0",""
"","Justin Masterson","RP","STL","1.00","0.89","4.60","5.04","3.21","3.00","2.46","4.14","0.25","0.32","0.00","0.06","0.21","","0.00","$0",""
"","John Baker","C","CHC","1.00","0.75","0.01","0.00","0.00","0.00","0.01","0.00","0.01","0.00","0.00","0.01","0.00","","0.00","$0",""
"","Tim Stauffer","RP","SD","1.00","0.07","1.46","1.52","0.57","0.57","0.52","1.52","0.14","0.05","0.00","0.03","0.08","","0.00","$0",""
"","Trevor Bell","RP","CIN","1.00","0.00","0.33","2.50","2.50","2.50","1.00","0.00","0.00","0.00","0.00","5.25","33.75","","0.00","$0",""
"","Drew Butera","C","LAD","1.00","0.79","0.03","0.03","0.03","0.03","0.00","0.03","0.00","0.00","0.00","0.02","0.18","0.00","0.00","$0",""
"","Samuel Deduno","RP","HOU","1.00","0.26","2.88","2.77","1.51","1.43","1.31","2.37","0.06","0.17","0.00","0.04","0.13","","0.00","$0",""
"","Mike Carp","LF","TEX","1.00","0.53","0.02","0.00","0.02","0.02","0.08","0.00","0.00","0.00","0.00","0.08","0.15","","0.00","$0",""
"","Ryan Mattheus","RP","WSH","1.00","0.00","1.24","1.00","0.14","0.14","0.57","0.57","0.00","0.00","0.00","0.18","0.15","","0.00","$0",""
"","Michael Kirkman","RP","TEX","1.00","0.00","0.47","0.42","0.08","0.08","0.08","0.25","0.00","0.08","0.00","0.09","0.13","","0.00","$0",""
"","Josh Lueke","RP","TB","1.00","0.00","1.21","1.52","0.80","0.76","0.20","0.76","0.04","0.08","0.00","0.06","0.23","","0.00","$0",""
"","Nathan Adcock","RP","TEX","1.00","0.00","1.43","1.57","0.71","0.71","0.71","1.29","0.00","0.00","0.00","0.23","0.64","","0.00","$0",""
"","Brandon Gomes","RP","TB","1.00","0.00","1.17","0.97","0.48","0.48","0.38","0.83","0.07","0.07","0.00","0.04","0.13","","0.00","$0",""
"","Dylan Axelrod","RP","CIN","1.00","0.80","3.67","2.80","1.20","1.20","0.80","4.00","0.40","0.20","0.00","0.20","0.59","","0.00","$0",""
"","Lester Oliveros","RP","MIN","1.00","0.00","0.90","0.86","0.71","0.71","0.43","0.71","0.00","0.14","0.00","0.20","1.02","","0.00","$0",""
"","Tsuyoshi Wada","SP","CHC","1.00","1.00","5.33","5.15","2.15","1.92","1.46","4.38","0.31","0.31","0.00","0.10","0.25","","0.00","$0",""
"","Blake Beavan","RP","SEA","1.00","1.00","4.00","6.00","2.00","2.00","0.00","1.00","0.00","1.00","0.00","1.50","4.50","","0.00","$0",""
"","Steve Delabar","RP","TOR","1.00","0.00","0.86","0.63","0.47","0.47","0.63","0.70","0.10","0.00","0.00","0.05","0.16","0.00","0.00","$0",""
"","Cesar Jimenez","RP","PHI","1.00","0.00","1.00","0.88","0.19","0.19","0.44","0.50","0.00","0.00","0.00","0.08","0.11","","0.00","$0",""
"","Arodys Vizcaino","RP","CHC","1.00","0.00","1.00","1.00","0.60","0.60","0.60","0.80","0.00","0.00","0.00","0.32","1.08","0.00","0.00","$0",""
"","Josh Stinson","RP","BAL","1.00","0.00","1.63","2.00","1.13","1.13","0.75","0.75","0.00","0.00","0.00","0.21","0.78","","0.00","$0",""
"","Scott Elbert","RP","LAD","1.00","0.00","0.62","0.57","0.14","0.14","0.14","0.29","0.14","0.00","0.00","0.16","0.30","","0.00","$0",""
"","Lucas Luetge","RP","SEA","1.00","0.00","0.75","0.50","0.42","0.42","0.42","0.58","0.00","0.00","0.00","0.10","0.42","0.00","0.00","$1,550,000",""
"","David Phelps","RP","NYY","1.00","0.53","3.53","3.59","1.94","1.72","1.44","2.88","0.16","0.16","0.03","0.04","0.14","0.00","0.00","$0",""
"","Nate Jones","RP","CHW","1.00","0.00","0.00","1.00","2.00","2.00","1.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","$0",""
"","Darin Downs","RP","HOU","1.00","0.00","0.77","0.62","0.49","0.47","0.42","0.60","0.04","0.02","0.00","0.03","0.12","","0.00","$0",""
"","Evan Scribner","RP","OAK","1.00","0.00","0.90","0.85","0.46","0.46","0.00","0.85","0.08","0.00","0.00","0.07","0.36","0.00","0.00","$0",""
"","Todd Redmond","RP","TOR","1.00","0.00","1.79","1.74","0.79","0.64","0.64","1.43","0.02","0.10","0.02","0.03","0.08","","0.00","$0",""
"","Pedro Villarreal","RP","CIN","1.00","0.00","1.22","0.92","0.58","0.58","0.58","1.00","0.00","0.17","0.00","0.10","0.36","","0.00","$0",""
"","Pedro Figueroa","RP","TEX","1.00","0.00","0.90","1.00","0.70","0.40","0.30","0.30","0.20","0.10","0.00","0.14","0.40","","0.00","$0",""
"","Tyler Thornburg","RP","MIL","1.00","0.00","1.10","0.89","0.52","0.52","0.78","1.04","0.11","0.04","0.00","0.06","0.16","0.00","0.00","$0",""
"","Paco Rodriguez","RP","LAD","1.00","0.00","0.74","0.63","0.32","0.32","0.21","0.74","0.05","0.00","0.00","0.06","0.20","0.00","0.00","$0",""
"","Francisley Bueno","RP","KC","1.00","0.00","1.08","1.20","0.53","0.50","0.23","0.67","0.00","0.00","0.00","0.04","0.14","","0.00","$0",""
"","Jorge De Leon","RP","HOU","1.00","0.00","0.92","1.13","0.50","0.50","0.38","0.50","0.00","0.00","0.00","0.20","0.61","","0.00","$0",""
"","Luke Putkonen","RP","DET","1.00","0.00","1.33","3.00","4.00","4.00","1.00","0.50","0.00","0.00","0.00","1.50","13.50","","0.00","$0",""
"","Will Harris","RP","ARI","1.00","0.00","1.00","0.93","0.48","0.48","0.31","1.21","0.00","0.10","0.00","0.04","0.15","0.00","0.00","$0",""
"","Drake Britton","RP","BOS","1.00","0.00","0.95","0.71","0.00","0.00","0.29","0.57","0.00","0.00","0.00","0.15","0.00","","0.00","$0",""
"","Kyuji Fujikawa","RP","CHC","1.00","0.00","0.87","1.20","0.53","0.47","0.40","1.13","0.00","0.00","0.00","0.12","0.32","","0.00","$0",""
"","Chad Jenkins","RP","TOR","1.00","0.00","1.51","1.62","0.48","0.43","0.29","0.86","0.05","0.05","0.00","0.06","0.12","","0.00","$0",""
"","Rob Scahill","RP","COL","1.00","0.00","1.25","1.42","0.67","0.67","0.75","0.92","0.08","0.00","0.00","0.14","0.40","0.00","0.00","$0",""
"","Eury De La Rosa","RP","ARI","1.00","0.00","1.47","1.48","0.48","0.48","0.56","1.28","0.08","0.00","0.00","0.06","0.12","","0.00","$0",""
"","Vic Black","RP","NYM","1.00","0.00","0.85","0.63","0.29","0.24","0.46","0.78","0.05","0.07","0.00","0.03","0.06","","0.00","$0",""
"","Juan Jaime","RP","ATL","1.00","0.00","0.77","0.88","0.50","0.50","0.56","1.13","0.00","0.00","0.00","0.12","0.37","","0.00","$0",""
"","Miguel Alfredo Gonzalez","SP","PHI","1.00","0.00","0.89","1.50","0.67","0.67","0.50","0.83","0.00","0.17","0.00","0.38","1.13","","0.00","$0",""
"","Matt Stites","RP","ARI","1.00","0.00","0.89","0.89","0.62","0.57","0.43","0.70","0.00","0.00","0.00","0.04","0.15","","0.00","$0",""
"","Gus Schlosser","RP","ATL","1.00","0.00","1.18","1.53","1.07","1.00","0.40","0.53","0.00","0.07","0.00","0.11","0.51","","0.00","$0",""
"","Ian Thomas","RP","ATL","1.00","0.00","0.67","0.63","0.31","0.31","0.38","0.81","0.06","0.13","0.00","0.09","0.26","","0.00","$0",""
"","Carlos Contreras","RP","CIN","1.00","0.00","1.14","1.12","0.94","0.82","1.00","1.12","0.00","0.06","0.00","0.11","0.38","","0.00","$0",""
"","Josh Zeid","RP","HOU","1.00","0.00","0.90","1.30","0.78","0.70","0.30","0.78","0.00","0.00","0.00","0.08","0.30","","0.00","$0",""
"","Rob Wooten","RP","MIL","1.00","0.00","0.86","1.05","0.45","0.45","0.20","0.73","0.03","0.10","0.00","0.04","0.12","0.00","0.00","$0",""
"","Taylor Jordan","SP","WSH","1.00","1.00","5.13","6.80","4.00","3.20","1.60","3.40","0.00","0.60","0.00","0.33","1.12","","0.00","$0",""
"","Heath Hembree","RP","BOS","1.00","0.00","1.67","1.83","0.83","0.83","0.83","1.00","0.00","0.00","0.00","0.27","0.75","0.00","0.00","$0",""
"","Pat McCoy","RP","DET","1.00","0.00","1.00","1.50","0.43","0.43","0.93","0.79","0.00","0.00","0.00","0.17","0.28","","0.00","$0",""
"","Yohan Pino","SP","MIN","1.00","1.00","5.48","6.00","3.36","3.09","1.27","4.55","0.18","0.45","0.00","0.12","0.46","","0.00","$0",""
"","Edwin Escobar","RP","BOS","1.00","0.00","1.00","0.50","0.50","0.50","0.00","1.00","0.00","0.00","0.00","0.25","2.25","0.00","0.00","$0",""
"","Rafael Montero","RP","NYM","1.00","0.80","4.43","4.40","2.10","2.00","2.30","4.20","0.10","0.30","0.00","0.15","0.41","0.00","0.00","$11,500,000",""
"","Jon Edwards","RP","TEX","1.00","0.00","0.93","1.44","0.56","0.44","0.56","1.00","0.00","0.00","0.00","0.24","0.48","0.00","0.00","$0",""
"","Frank Garces","RP","SD","1.00","0.00","0.60","0.53","0.13","0.13","0.07","0.67","0.00","0.00","0.00","0.07","0.13","","0.00","$0",""
"","Rob Rasmussen","RP","TOR","1.00","0.00","1.13","0.80","0.40","0.40","0.70","1.30","0.00","0.00","0.00","0.13","0.32","","0.00","$0",""
"","A.J. Achter","RP","MIN","1.00","0.00","1.57","2.00","1.00","0.57","0.43","0.71","0.14","0.00","0.00","0.22","0.47","","0.00","$0",""
