"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2023",""
"","David Buchanan","SP","PHI","1.00","1.00","5.88","6.00","2.75","2.45","1.60","3.55","0.30","0.40","0.00","0.06","0.19","","2.39","$0",""
"","Craig Stammen","RP","WSH","1.00","0.00","1.48","1.59","0.69","0.63","0.29","1.14","0.08","0.10","0.00","0.03","0.08","0.00","1.31","$0",""
"","Jenrry Mejia","RP","NYM","1.00","0.11","1.49","1.56","0.65","0.60","0.65","1.56","0.10","0.10","0.44","0.02","0.06","0.00","1.07","$0",""
"","Casey Janssen","RP","TOR","1.00","0.00","0.91","0.94","0.44","0.40","0.14","0.56","0.06","0.06","0.50","0.02","0.08","0.00","1.04","$0",""
"","Josh Fields","RP","HOU","1.00","0.00","1.01","0.93","0.54","0.50","0.31","1.30","0.07","0.11","0.07","0.02","0.08","0.00","1.02","$0",""
"","David Carpenter","RP","ATL","1.00","0.00","0.94","0.94","0.42","0.37","0.25","1.03","0.09","0.06","0.05","0.02","0.05","0.00","0.79","$0",""
"","Brian Schlitter","RP","CHC","1.00","0.00","0.92","0.95","0.48","0.43","0.31","0.51","0.03","0.05","0.00","0.02","0.07","0.00","0.75","$0",""
"","Jamey Wright","RP","LAD","1.00","0.02","1.15","1.18","0.57","0.56","0.44","0.89","0.08","0.07","0.02","0.02","0.07","0.00","0.62","$0",""
"","Nick Vincent","RP","SD","1.00","0.00","0.87","0.70","0.35","0.35","0.17","0.98","0.02","0.03","0.00","0.02","0.06","0.00","0.62","$0",""
"","Michael Dunn","RP","MIA","1.00","0.00","0.76","0.63","0.33","0.27","0.29","0.89","0.13","0.08","0.01","0.02","0.04","0.00","0.56","$0",""
"","Mario Hollands","RP","PHI","1.00","0.00","0.94","0.90","0.50","0.46","0.42","0.70","0.04","0.04","0.00","0.03","0.09","0.00","0.55","$0",""
"","Joe Thatcher","RP","LAA","1.00","0.00","0.57","0.68","0.30","0.25","0.08","0.51","0.04","0.02","0.00","0.02","0.07","0.00","0.53","$0",""
"","Charlie Furbush","RP","SEA","1.00","0.00","0.63","0.60","0.25","0.25","0.13","0.76","0.01","0.07","0.01","0.02","0.05","0.00","0.51","$0",""
"","Sergio Romo","RP","SF","1.00","0.00","0.91","0.67","0.38","0.38","0.19","0.92","0.09","0.06","0.36","0.01","0.06","0.00","0.45","$0",""
"","Luis Avilan","RP","ATL","1.00","0.00","0.70","0.76","0.35","0.35","0.34","0.40","0.06","0.02","0.00","0.03","0.07","0.00","0.43","$0",""
"","Jake Diekman","RP","PHI","1.00","0.00","0.97","0.90","0.49","0.41","0.48","1.37","0.07","0.07","0.00","0.02","0.05","0.00","0.42","$3,500,000",""
"","Tommy Kahnle","RP","COL","1.00","0.00","1.27","0.94","0.72","0.59","0.57","1.17","0.04","0.02","0.00","0.02","0.08","0.00","0.37","$5,750,000",""
"","Daniel Webb","RP","CHW","1.00","0.00","1.19","1.04","0.54","0.53","0.74","1.02","0.11","0.09","0.00","0.03","0.07","","0.37","$0",""
"","Jason Grilli","RP","LAA","1.00","0.00","0.87","0.82","0.42","0.39","0.34","0.92","0.02","0.08","0.19","0.02","0.06","0.00","0.37","$0",""
