Jugador,Anio_t,Anios_contrato_t,Valor_contrato_t,Valor_promedio_contrato_t,Juegos_t,Porcetnaje_juegos_t,At_bats_t,Bateos_t,Home_runs_t,RBI_t,Porcentaje_bateo_t,OPS_t,ln_Sueldo_base_t,ln_Sueldo_t,ln_Sueldo_regular_t,Juegos_2_t,Porcetnaje_juegos_2_t,At_bats_2_t,Bateos_2_t,Home_runs_2_t,RBI_2_t,Porcentaje_bateo_2_t,OPS_2_t,Anio_t_1,Anios_contrato_t_1,Valor_contrato_t_1,Valor_promedio_contrato_t_1,Juegos_t_1,Porcetnaje_juegos_t_1,At_bats_t_1,Bateos_t_1,Home_runs_t_1,RBI_t_1,Porcentaje_bateo_t_1,OPS_t_1,Juegos_2_t_1,Porcetnaje_juegos_2_t_1,At_bats_2_t_1,Bateos_2_t_1,Home_runs_2_t_1,RBI_2_t_1,Porcentaje_bateo_2_t_1,OPS_2_t_1
Dioner Navarro,4,2,8000000,4000000,139,0.858,481,132,12,69,0.274,0.712,14.914122846632385,14.914122846632385,14.914122846632385,19321,0.7361639999999999,231361,17424,144,4761,0.075076,0.506944,3,1,1750000,1750000,89,0.549,240,72,13,34,0.3,0.856,7921,0.301401,57600,5184,169,1156,0.09,0.7327359999999999
Brayan Pena,4,2,2275000,1137500,115,0.71,348,88,5,26,0.253,0.645,13.681979165339751,13.681979165339751,13.681979165339751,13225,0.5041,121104,7744,25,676,0.064009,0.416025,3,1,875000,875000,71,0.438,229,68,4,22,0.297,0.713,5041,0.191844,52441,4624,16,484,0.088209,0.508369
Wil Nieves,4,1,1125000,1125000,36,0.222,122,31,1,7,0.254,0.614,13.933293593620657,13.933293593620657,13.933293593620657,1296,0.049284,14884,961,1,49,0.064516,0.376996,3,1,800000,800000,71,0.438,195,58,1,22,0.297,0.69,5041,0.191844,38025,3364,1,484,0.088209,0.4760999999999999
A.J. Pierzynski,4,1,500000,500000,102,0.63,338,85,5,37,0.252,0.625,12.028971438966101,12.028971438966101,12.028971438966101,10404,0.3969,114244,7225,25,1369,0.063504,0.390625,3,1,7500000,7500000,134,0.822,503,137,17,70,0.272,0.722,17956,0.675684,253009,18769,289,4900,0.073984,0.521284
