Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_inicio_de_contrato_t,Anio_inicio_de_contrato_t_1,Anio,Anios_de_contrato_t,Anios_de_contrato_t_1,Bateos_pitcher_2_t,Bateos_pitcher_2_t_1,Bateos_pitcher_t,Bateos_pitcher_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Edad_t_1,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_iniciados_2_t,Juegos_iniciados_2_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Status,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
CHC,OAK,6.4,6.4,2022,2015,2015,2009,2015,6,5,33489,37636,183,194,5000000,0,13,5,2,5,6889,5776,5776,3600,76,60,83,76,19.397464916251693,21.006944444444443,4.404255319148936,4.583333333333333,0.0006489376546882,0.0005893012224938764,0.025474254742547425,0.024275527234107117,0.012587745389649019,0.012379418041972054,0.11219512195121951,0.11126283315632428,11.1556,6.0516,3.34,2.46,30,24,31,30,OAK,Chicago Cubs,Oakland Athletics,Illinois,74902403,44902403,42025.0,48268.09,205.0,219.7,1024,1024,1024,1024,32,32,32,32,161,162,Jon Lester,144,121,12,11,17,15,240,240,17,26,SP,SP,0.5962732919254659,0.5432098765432098,0,0,0,0,UFA,42849,48400,207,220,20000000,2512295,15000000,13000000,20000000,13050000,1488.4163999999998,7192.7361,38.58,84.81,155000000,190950000,32800000,155000000,30000000,25833333,96,88,7.507600000000001,8.0089,2.74,2.83,1.2544000000000002,1.2100000000000002,1.12,1.1,2,9,2209,2304,47,48,121,256,11,16,16.811242831518264,16.523560759066484,16.811242831518264
SD,KC,6.3,6.3,2019,2015,2015,2008,2015,4,4,35721,50176,189,224,0,0,8,4,5,2,8649,9025,7744,6561,88,81,93,95,7.111111111111111,16.735537190082646,2.6666666666666665,4.090909090909091,0.001979216274337946,0.0004638404503852439,0.044488383588729606,0.021536955457660302,0.014074426839736504,0.007762619107686934,0.11863568956994562,0.0881057268722467,15.288100000000002,10.3041,3.91,3.21,33,26,33,32,KC,San Diego Padres,Kansas City Royals,California,51094900,41094900,40925.29000000001,51529.0,202.3,227.0,1296,1156,1089,1156,33,34,36,34,161,162,James Shields,49,64,7,8,2,3,215,215,5,8,SP,SP,0.4596273291925465,0.5493827160493827,0,0,0,0,UFA,46656,32400,216,180,10000000,13500000,10000000,13500000,10000000,13500000,431.3929,6696.1489,20.77,81.83,75000000,80850000,66500000,75000000,11250000,18750000,74,89,4.7089,12.0409,2.17,3.47,1.7689000000000001,1.3923999999999999,1.33,1.18,0,1,6561,1936,81,44,169,196,13,14,16.11809565095832,16.11809565095832,16.11809565095832
LAD,COL,6.4,6.4,2016,2015,2015,2010,2015,1,4,37636,1936,194,44,0,0,8,6,5,1,6724,324,5776,196,76,14,82,18,6.359168241965974,4.976331360946745,2.5217391304347827,2.230769230769231,0.0008035986362201978,0.001112822487232008,0.028347815369445983,0.03335899409802412,0.00511021892673865,0.005537773442379402,0.07148579527947248,0.07441621760328458,14.3641,8.468100000000002,3.79,2.91,26,21,27,26,COL,Los Angeles Dodgers,Colorado Rockies,California,34250000,20350000,32508.090000000004,1874.8899999999996,180.3,43.3,961,64,961,64,31,8,31,8,161,161,Brett Anderson,81,9,9,3,25,1,230,230,29,3,SP,SP,0.5652173913043478,0.4099378881987577,0,0,0,0,UFA,13456,841,116,29,12400000,6000000,10000000,8000000,12400000,8000000,2352.25,0.0,48.5,0.0,10000000,61257500,31250000,10000000,12500000,10000000,91,66,2.5281000000000002,1.0201,1.59,1.01,1.7689000000000001,1.7424000000000002,1.33,1.32,6,0,2116,169,46,13,100,1,10,1,16.333207030575267,16.11809565095832,16.333207030575267
