Jugador,Anio_t,Anios_contrato_t,Valor_contrato_t,Valor_promedio_contrato_t,Juegos_t,Porcetnaje_juegos_t,At_bats_t,Bateos_t,Home_runs_t,RBI_t,Porcentaje_bateo_t,OPS_t,ln_Sueldo_base_t,ln_Sueldo_t,ln_Sueldo_regular_t,Juegos_2_t,Porcetnaje_juegos_2_t,At_bats_2_t,Bateos_2_t,Home_runs_2_t,RBI_2_t,Porcentaje_bateo_2_t,OPS_2_t,Anio_t_1,Anios_contrato_t_1,Valor_contrato_t_1,Valor_promedio_contrato_t_1,Juegos_t_1,Porcetnaje_juegos_t_1,At_bats_t_1,Bateos_t_1,Home_runs_t_1,RBI_t_1,Porcentaje_bateo_t_1,OPS_t_1,Juegos_2_t_1,Porcetnaje_juegos_2_t_1,At_bats_2_t_1,Bateos_2_t_1,Home_runs_2_t_1,RBI_2_t_1,Porcentaje_bateo_2_t_1,OPS_2_t_1
A.J. Pierzynski,6,1,3000000,3000000,81,0.503,247,55,2,23,0.223,0.559,14.508657738524219,14.930652148583594,14.930652148583594,6561,0.253009,61009,3025,4,529,0.049729,0.312481,5,1,2000000,2000000,113,0.698,407,123,9,49,0.302,0.774,12769,0.4872039999999999,165649,15129,81,2401,0.091204,0.599076
Geovany Soto,6,1,2800000,2800000,26,0.161,78,21,4,9,0.269,0.809,14.845129975145433,14.845129975145433,14.845129975145433,676,0.025921,6084,441,16,81,0.072361,0.6544810000000001,5,1,1500000,1500000,77,0.475,185,41,9,21,0.222,0.715,5929,0.225625,34225,1681,81,441,0.049284,0.5112249999999999
