Acronimo_t,Altura_t,Anio_de_agente_libre_t,Anio_t,Anios_de_contrato,Anios_de_contrato_t,Antiguedad_t,At-bats_2_t,At-bats_t,Bateos_2_t,Bateos_promedio_2_t,Bateos_promedio_t,Bateos_t,Bono_por_firma_t,Cantidad de equipos_t,Cantidad_agentes_libres_t,Dobles_2_t,Dobles_t,Edad_al_firmar_t,Edad_t,Equipo_anterior,Equipo_t,Estado_t,Ganancias_t,Home-runs_2_t,Home-runs_t,Juegos totales_t,Juegos_iniciados_2_t,Juegos_iniciados_t,Juegos_t,Jugador,Pago_efectivo_t,Pennants won_t,Peso_t,Playoffs_t,Porcentaje_On-base-plus-slugging_2_t,Porcentaje_On-base-plus-slugging_t,Porcentaje_juegos_iniciados_2_t,Porcentaje_juegos_iniciados_t,Porcentaje_juegos_t,Porcentaje_on-base_2_t,Porcentaje_on-base_t,Porcentaje_slugging_2_t,Porcentaje_slugging_t,Posicion_t,Promedio_victorias_t,Runs-batted-in_2_t,Runs-batted-in_t,Status_agente_libre,Sueldo_ajustado_t,Sueldo_base_t,Sueldo_porcentual_t,Sueldo_regular_t,TVS_2_t,TVS_t,Triples_2_t,Triples_t,Valor_contrato,Valor_contrato_promedio_t,Valor_contrato_total_t,Valor_del_contrato_t,Valor_promedio_contrato,Victorias_t,WAR_2_t,WAR_t,WS ganadas_t,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t,Acronimo_t_1,Altura_t_1,Anio_de_agente_libre_t_1,Anios_de_contrato_t_1,Antiguedad_t_1,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t_1,Bateos_promedio_2_t_1,Bateos_promedio_t_1,Bateos_t_1,Bono_por_firma_t_1,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Dobles_2_t_1,Dobles_t_1,Edad_al_firmar_t_1,Equipo_t_1,Ganancias_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_iniciados_2_t_1,Juegos_iniciados_t_1,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t_1,Playoffs_t_1,Porcentaje_On_base_plus_slugging_2_t,Porcentaje_On_base_plus_slugging_2_t_1,Porcentaje_On_base_plus_slugging_t,Porcentaje_On_base_plus_slugging_t_1,Porcentaje_juegos_iniciados_2_t_1,Porcentaje_juegos_iniciados_t_1,Porcentaje_juegos_t_1,Porcentaje_on_base_2_t,Porcentaje_on_base_2_t_1,Porcentaje_on_base_t,Porcentaje_on_base_t_1,Porcentaje_slugging_2_t_1,Porcentaje_slugging_t_1,Posicion_t_1,Promedio_victorias_t_1,Runs_batted_in_2_t,Runs_batted_in_2_t_1,Runs_batted_in_t,Runs_batted_in_t_1,Sueldo_ajustado_t_1,Sueldo_base_t_1,Sueldo_porcentual_t_1,Sueldo_regular_t_1,TVS_2_t_1,TVS_t_1,Triples_2_t_1,Triples_t_1,Valor_contrato_promedio_t_1,Valor_contrato_total_t_1,Valor_del_contrato_t_1,Victorias_t_1,WAR_2_t_1,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1
SEA,5.721339712918669,2017,2016,1,1,1,,,3844,0.04409999999999999,0.21,62,0,,8,196,14,32,33,LAA,Seattle Mariners,Washington,30024000,,,,7569,87,94,Chris Iannetta,4550000,,230.0,4,,,0.28836900000000004,0.537,0.58,,,0.108241,0.329,C,0.5341614906832298,,,UFA,4550000,4250000,0.031,4550000,0.0,0.0,0,0,4250000,4250000,35100000,4250000,4250000,86,0.04000000000000001,0.2,,15.330637790927133,15.2624295409006,15.330637790927133,LAA,5.6985590778098025,2016.0,3.0,3.0,87025.0,73984.0,295.0,272.0,2704.0,0.036481,0.191,52.0,0.0,6.0,1.0,5.0,100.0,10.0,29.0,Los Angeles Angels,25474000.0,49.0,100.0,7.0,10.0,6561.0,81.0,92.0,161.0,161.0,5525000.0,0.0,1.0,230.0,10.0,0.398161,0.403225,0.631,0.635,0.25,0.5,0.568,0.091809,0.088209,0.303,0.297,0.11424400000000001,0.338,C,0.5279503105590062,576.0,1156.0,24.0,34.0,5525000.0,5525000.0,0.037,5525000.0,0.0,0.0,0.0,0.0,5183333.0,1507500.0,15550000.0,85.0,0.5328999999999999,0.73,0.0,1.0
TOR,5.9,2017,2016,1,1,1,,,3969,0.042849,0.207,63,0,,13,169,13,31,32,TOR,Toronto Blue Jays,Toronto,24596800,,,,6889,83,101,Dioner Navarro,852459,,215.0,7,,,0.262144,0.512,0.624,,,0.10368400000000001,0.322,C,0.546583850931677,,,UFA,852459,4000000,0.006,4000000,24.304899999999996,4.93,4,2,4000000,4000000,65800000,4000000,4000000,88,3.0175853971921485,1.7371198568872985,,13.65588039314162,15.201804919084164,15.201804919084164,TOR,5.9,2016.0,2.0,2.0,92416.0,29241.0,304.0,171.0,1764.0,0.060516,0.246,42.0,0.0,11.0,1.0,1.0,49.0,7.0,29.0,Toronto Blue Jays,20596800.0,36.0,25.0,6.0,5.0,1936.0,44.0,54.0,161.0,161.0,5000000.0,2.0,2.0,215.0,6.0,0.34456899999999996,0.4651240000000001,0.587,0.682,0.07398400000000001,0.272,0.333,0.07022500000000001,0.094249,0.265,0.307,0.139876,0.374,C,0.577639751552795,1225.0,400.0,35.0,20.0,5000000.0,5000000.0,0.036,5000000.0,0.0,0.0,0.0,0.0,4000000.0,86600000.0,8000000.0,93.0,0.5929,0.77,2.0,2.0
TB,6.2,2017,2016,1,1,0,,,13225,0.058080999999999994,0.241,115,0,,4,484,22,34,34,CHW,Tampa Bay Rays,Florida,41915000,,,,15376,124,145,Alexei Ramirez,69325,,180.0,4,,,0.585225,0.765,0.895,,,0.11088900000000002,0.333,SS,0.4161490683229814,,,UFA,69325,507500,0.001,507500,25.704900000000002,5.07,4,2,4000000,507500,5275000,507500,4000000,67,3.0175853971921485,1.7371198568872985,,11.14656087048398,13.137251989898079,13.137251989898079,CHW,6.2,2016.0,4.0,3.0,228484.0,339889.0,478.0,583.0,20736.0,0.061009,0.247,144.0,0.0,13.0,2.0,2.0,1089.0,33.0,30.0,Chicago White Sox,37915000.0,36.0,100.0,6.0,10.0,22801.0,151.0,154.0,161.0,161.0,10000000.0,1.0,6.0,180.0,9.0,0.3721,0.407044,0.61,0.638,0.8686240000000001,0.932,0.951,0.07672900000000002,0.08008899999999998,0.277,0.283,0.126025,0.355,SS,0.4720496894409938,2304.0,3844.0,48.0,62.0,10000000.0,10000000.0,0.084,10000000.0,466.1281,21.59,0.0,0.0,8125000.0,137000000.0,32500000.0,76.0,1.2544000000000002,1.12,0.0,3.0
PIT,5.721339712918669,0,2016,1,1,0,,,9,0.024964,0.158,3,0,,10,0,0,29,29,LAD,Pittsburgh Pirates,Pennsylvania,8672437,,,,144,12,52,Juan Nicasio,3000000,,252.0,17,,,0.005475999999999999,0.074,0.321,,,0.024964,0.158,RP,0.4875,,,UFA,3000000,3000000,0.03,3000000,3402.3889,58.33,0,0,3000000,3000000,25150000,3000000,3000000,78,0.16000000000000003,0.4,,14.914122846632385,14.914122846632385,14.914122846632385,LAD,5.6985590778098025,0.0,1.0,0.0,361.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,5.0,0.0,0.0,28.0,Los Angeles Dodgers,5672437.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,160.0,161.0,2300000.0,9.0,25.0,252.0,29.0,0.099856,0.0,0.316,0.0,3.6e-05,0.006,0.333,0.024964,0.0,0.158,0.0,0.0,0.0,RP,0.5652173913043478,1.0,0.0,1.0,0.0,2300000.0,2300000.0,0.008,2300000.0,264.0625,16.25,0.0,0.0,2300000.0,61257500.0,2300000.0,91.0,0.0484,0.22,5.0,6.0
WSH,6.1,2018,2016,1,1,0,,,1,0.027889000000000004,0.167,1,0,,11,0,0,31,31,SF,Washington Nationals,Washington DC,8403491,,,,1,1,36,Yusmeiro Petit,2500000,,252.0,4,,,3.6e-05,0.006,0.222,,,0.027889000000000004,0.167,RP,0.5838509316770186,,,UFA,2500000,2500000,0.018,2500000,0.0,0.0,0,0,3000000,3000000,68750000,3000000,3000000,94,0.019600000000000003,0.14,,14.73180128983843,14.73180128983843,14.73180128983843,SF,6.1,0.0,1.0,0.0,36.0,81.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,5.0,0.0,0.0,30.0,San Francisco Giants,5903491.0,0.0,0.0,0.0,0.0,1.0,1.0,42.0,161.0,161.0,2100000.0,1.0,23.0,252.0,25.0,0.11088900000000002,0.0,0.333,0.0,3.6e-05,0.006,0.259,0.027889000000000004,0.0,0.167,0.0,0.0,0.0,RP,0.5217391304347826,0.0,0.0,0.0,0.0,2100000.0,2100000.0,0.011,2100000.0,0.0,0.0,0.0,0.0,2100000.0,44000000.0,2100000.0,84.0,0.2916,0.54,0.0,8.0
ATL,6.3,2017,2016,1,1,0,,,3025,0.049729,0.223,55,1000000,,13,256,16,39,39,ATL,Atlanta Braves,Georgia,70142539,,,,3481,59,81,A.J. Pierzynski,3050000,,250.0,23,,,0.134689,0.367,0.503,,,0.097344,0.312,C,0.41875,,,UFA,3050000,2000000,0.032,3050000,0.0,0.0,0,0,3000000,3000000,19157500,3000000,3000000,67,3.0175853971921485,1.7371198568872985,,14.930652148583594,14.508657738524219,14.930652148583594,ATL,6.3,2016.0,1.0,0.0,61009.0,165649.0,247.0,407.0,15129.0,0.091204,0.302,123.0,0.0,18.0,1.0,1.0,576.0,24.0,38.0,Atlanta Braves,67092539.0,4.0,81.0,2.0,9.0,11025.0,105.0,113.0,160.0,160.0,2400000.0,18.0,18.0,250.0,23.0,0.31248100000000006,0.599076,0.559,0.774,0.419904,0.648,0.698,0.061009,0.11696400000000001,0.247,0.342,0.18662399999999998,0.432,C,0.40625,529.0,2401.0,23.0,49.0,2400000.0,2000000.0,0.022,2400000.0,2610.1881000000003,51.09,1.0,1.0,2000000.0,69107500.0,2000000.0,65.0,1.9599999999999997,1.4,3.0,3.0
WSH,6.0,2017,2016,1,1,1,,,1444,0.07075600000000001,0.266,38,0,,11,121,11,32,33,NYY,Washington Nationals,Washington DC,56343443,,,,961,31,70,Stephen Drew,3000000,,200.0,4,,,0.036481,0.191,0.432,,,0.27457600000000004,0.524,2B,0.5838509316770186,,,UFA,3000000,3000000,0.022,3000000,0.0,0.0,1,1,3000000,3000000,68750000,3000000,3000000,94,0.7921,0.89,,14.914122846632385,14.914122846632385,14.914122846632385,NYY,6.0,2016.0,1.0,1.0,20449.0,146689.0,143.0,383.0,5929.0,0.040401000000000006,0.201,77.0,0.0,7.0,1.0,2.0,256.0,16.0,31.0,New York Yankees,53343443.0,64.0,289.0,8.0,17.0,11025.0,105.0,131.0,161.0,161.0,5000000.0,1.0,40.0,200.0,51.0,0.7464959999999999,0.42510400000000004,0.864,0.652,0.419904,0.648,0.809,0.11492100000000001,0.073441,0.339,0.271,0.145161,0.381,2B,0.5403726708074534,441.0,1936.0,21.0,44.0,5000000.0,5000000.0,0.023,5000000.0,335.25609999999995,18.31,1.0,1.0,5000000.0,101500000.0,5000000.0,87.0,0.09,0.3,0.0,27.0
PIT,6.2,2020,2016,1,3,1,,,13924,0.0729,0.27,118,0,,10,529,23,32,33,LAA,Pittsburgh Pirates,Pennsylvania,19355000,,,,11025,105,141,David Freese,3000000,,213.0,17,,,0.419904,0.648,0.87,,,0.16974399999999998,0.412,3B,0.4875,,,UFA,3000000,3000000,0.03,3000000,2077.5364,45.58,0,0,3000000,3666667,25150000,11000000,3000000,78,2.9583999999999997,1.72,,14.914122846632385,14.914122846632385,14.914122846632385,LAA,6.2,2016.0,1.0,1.0,190969.0,179776.0,437.0,424.0,11881.0,0.066049,0.257,109.0,0.0,6.0,2.0,5.0,729.0,27.0,31.0,Los Angeles Angels,16355000.0,169.0,196.0,13.0,14.0,13924.0,118.0,121.0,160.0,161.0,6425000.0,9.0,1.0,213.0,10.0,0.583696,0.552049,0.764,0.743,0.529984,0.728,0.747,0.12390399999999999,0.104329,0.352,0.323,0.17639999999999997,0.42,3B,0.5279503105590062,3025.0,3136.0,55.0,56.0,6425000.0,6425000.0,0.043,6425000.0,2541.1681,50.41,0.0,0.0,6425000.0,1507500.0,6425000.0,85.0,8.1225,2.85,5.0,1.0
LAA,6.1,2017,2016,1,1,1,,,441,0.07236100000000001,0.269,21,0,,9,25,5,32,33,CHW,Los Angeles Angels,California,19331000,,,,484,22,26,Geovany Soto,2800000,,220.0,10,,,0.018496000000000002,0.136,0.161,,,0.237169,0.487,C,0.453416149068323,,,UFA,2800000,2800000,0.016,2800000,0.0,0.0,0,0,2800000,2800000,12525000,2800000,2800000,73,0.1369,0.37,,14.845129975145433,14.845129975145433,14.845129975145433,CHW,6.1,2016.0,1.0,1.0,6084.0,34225.0,78.0,185.0,1681.0,0.049284,0.222,41.0,0.0,13.0,5.0,2.0,64.0,8.0,31.0,Chicago White Sox,16531000.0,16.0,81.0,4.0,9.0,3136.0,56.0,77.0,161.0,161.0,1500000.0,1.0,6.0,220.0,9.0,0.6544810000000001,0.5112249999999999,0.809,0.715,0.11971599999999999,0.346,0.475,0.10304100000000001,0.092416,0.321,0.304,0.168921,0.411,C,0.4720496894409938,81.0,441.0,9.0,21.0,1500000.0,1500000.0,0.013,1500000.0,0.0,0.0,0.0,0.0,1500000.0,137000000.0,1500000.0,76.0,0.7744,0.88,1.0,3.0
PIT,5.721339712918669,2017,2016,1,1,1,,,6561,0.0729,0.27,81,0,,10,256,16,30,31,PIT,Pittsburgh Pirates,Pennsylvania,9356900,,,,4096,64,140,Sean Rodriguez,2850000,,200.0,17,,,0.15602500000000002,0.395,0.864,,,0.2601,0.51,2B,0.4875,,,UFA,2850000,2500000,0.029,2850000,3294.7599999999998,57.4,1,1,2500000,2500000,25150000,2500000,2500000,78,3.0625,1.75,,14.862829552244833,14.73180128983843,14.862829552244833,PIT,5.6985590778098025,2016.0,1.0,1.0,90000.0,50176.0,300.0,224.0,3025.0,0.060516,0.246,55.0,0.0,4.0,2.0,2.0,144.0,12.0,29.0,Pittsburgh Pirates,6506900.0,324.0,16.0,18.0,4.0,1156.0,34.0,139.0,160.0,161.0,1900000.0,9.0,9.0,200.0,17.0,0.737881,0.41216400000000003,0.859,0.642,0.04409999999999999,0.21,0.858,0.12180099999999998,0.07896100000000002,0.349,0.281,0.131044,0.362,2B,0.6024844720496895,3136.0,289.0,56.0,17.0,1900000.0,1900000.0,0.019,1900000.0,46.51240000000001,6.82,1.0,1.0,1900000.0,50000000.0,1900000.0,97.0,3.082907973586767,1.755821167883212,5.0,5.0
MIL,6.4,2017,2016,1,1,0,,,14884,0.049284,0.222,122,0,,8,729,27,29,29,HOU,Milwaukee Brewers,Wisconsin,8573000,,,,23409,153,160,Chris Carter,2500000,,245.0,4,,,0.8911359999999999,0.944,0.988,,,0.249001,0.499,1B,0.4472049689440994,,,UFA,2500000,2500000,0.04,2500000,5090.822499999999,71.35,1,1,2500000,2500000,8100000,2500000,2500000,72,0.7744,0.88,,14.73180128983843,14.73180128983843,14.73180128983843,HOU,6.4,0.0,1.0,0.0,301401.0,152881.0,549.0,391.0,6084.0,0.04000000000000001,0.2,78.0,0.0,7.0,1.0,2.0,289.0,17.0,28.0,Houston Astros,6073000.0,1681.0,576.0,41.0,24.0,12544.0,112.0,129.0,161.0,161.0,4175000.0,1.0,1.0,245.0,10.0,0.6740409999999999,0.538756,0.821,0.734,0.47748099999999993,0.691,0.796,0.10304100000000001,0.094249,0.321,0.307,0.182329,0.427,1B,0.5341614906832298,8836.0,4096.0,94.0,64.0,4175000.0,4175000.0,0.051,4175000.0,1821.5824,42.68,0.0,0.0,4175000.0,65600000.0,4175000.0,86.0,0.25,0.5,0.0,0.0
PIT,6.4,2017,2016,1,1,0,,,1,0.002809,0.053,1,0,,10,0,0,38,38,SF,Pittsburgh Pirates,Pennsylvania,22750000,,,,196,14,24,Ryan Vogelsong,3225000,,215.0,17,,,0.007395999999999999,0.086,0.148,,,0.002809,0.053,SP,0.4875,,,UFA,3225000,2000000,0.032,3225000,95.64839999999998,9.78,0,0,2000000,2000000,25150000,2000000,2000000,78,3.0175853971921485,1.7371198568872985,,14.98644350821201,14.508657738524219,14.98644350821201,SF,6.4,2016.0,1.0,0.0,361.0,1296.0,19.0,36.0,25.0,0.019321000000000005,0.139,5.0,0.0,9.0,2.0,5.0,1.0,1.0,37.0,San Francisco Giants,19525000.0,0.0,1.0,0.0,1.0,484.0,22.0,33.0,160.0,161.0,4000000.0,9.0,23.0,215.0,25.0,0.038025,0.16974399999999998,0.195,0.412,0.018496000000000002,0.136,0.204,0.020448999999999995,0.026244,0.143,0.162,0.0625,0.25,SP,0.5217391304347826,1.0,4.0,1.0,2.0,4000000.0,4000000.0,0.022,4000000.0,306.9504,17.52,0.0,0.0,4000000.0,44000000.0,4000000.0,84.0,3.082907973586767,1.755821167883212,5.0,8.0
NYM,6.1,2017,2016,1,1,1,,,5625,0.061009,0.247,75,0,,9,196,14,33,34,NYM,New York Mets,New York,7717213,,,,4489,67,131,Kelly Johnson,1528693,,195.0,9,,,0.173056,0.416,0.814,,,0.15288100000000002,0.391,2B,0.5403726708074534,,,UFA,1528693,2000000,0.01,2250000,122.9881,11.09,0,0,2000000,2000000,48757500,2000000,2000000,87,3.0175853971921485,1.7371198568872985,,14.239923679924543,14.508657738524219,14.626440774180603,NYM,6.1,2016.0,1.0,1.0,92416.0,96100.0,304.0,310.0,6724.0,0.07022500000000001,0.265,82.0,0.0,1.0,2.0,2.0,144.0,12.0,32.0,New York Mets,5467213.0,100.0,196.0,10.0,14.0,6084.0,78.0,111.0,161.0,161.0,598360.0,5.0,5.0,195.0,9.0,0.4872039999999999,0.567009,0.698,0.753,0.23232399999999997,0.482,0.685,0.093636,0.098596,0.306,0.314,0.192721,0.439,2B,0.5527950310559007,1156.0,2209.0,34.0,47.0,598360.0,598360.0,0.005,598360.0,1237.6324,35.18,0.0,0.0,1500000.0,1450000.0,1500000.0,89.0,3.082907973586767,1.755821167883212,2.0,2.0
CIN,6.6,2017,2016,1,1,1,,,1,0.0050409999999999995,0.071,1,0,,8,0,0,34,35,DET,Cincinnati Reds,Ohio,11591500,,,,121,11,15,Alfredo Simon,2000000,,267.0,15,,,0.0046240000000000005,0.068,0.093,,,0.0050409999999999995,0.071,SP,0.422360248447205,,,UFA,2000000,2000000,0.023,2000000,0.0,0.0,0,0,2000000,2000000,3400000,2000000,2000000,68,3.0175853971921485,1.7371198568872985,,14.508657738524219,14.508657738524219,14.508657738524219,DET,6.6,2016.0,1.0,1.0,196.0,25.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,33.0,Detroit Tigers,9591500.0,0.0,0.0,0.0,0.0,961.0,31.0,31.0,161.0,160.0,5500000.0,10.0,11.0,267.0,16.0,0.067081,0.0,0.259,0.0,0.037249000000000004,0.193,0.193,0.035344,0.0,0.188,0.0,0.0,0.0,SP,0.45625,1.0,0.0,1.0,0.0,5500000.0,5500000.0,0.034,5500000.0,321.12640000000005,17.92,0.0,0.0,5500000.0,2000000.0,5500000.0,73.0,3.082907973586767,1.755821167883212,5.0,4.0
NYM,6.1,2017,2016,1,1,1,,,64,0.11088900000000002,0.333,8,0,,9,1,1,33,34,LAD,New York Mets,New York,8437745,,,,49,7,9,Justin Ruggiano,180245,,210.0,9,,,0.0018489999999999997,0.043,0.056,,,0.390625,0.625,RF,0.5403726708074534,,,UFA,180245,507500,0.001,507500,0.0,0.0,0,0,1650000,507500,48757500,507500,1650000,87,0.0144,0.12,,12.102072315511416,13.137251989898079,13.137251989898079,LAD,6.1,0.0,1.0,1.0,576.0,15625.0,24.0,125.0,961.0,0.061503999999999996,0.248,31.0,0.0,8.0,2.0,5.0,64.0,8.0,32.0,Los Angeles Dodgers,6607500.0,4.0,36.0,2.0,6.0,784.0,28.0,57.0,161.0,161.0,465409.0,5.0,25.0,210.0,29.0,1.0201,0.6480250000000001,1.01,0.805,0.029928999999999997,0.173,0.352,0.148225,0.11088900000000002,0.385,0.333,0.22278399999999998,0.472,RF,0.5652173913043478,49.0,225.0,7.0,15.0,465409.0,2505000.0,0.002,2505000.0,0.0,0.0,1.0,1.0,2505000.0,61257500.0,2505000.0,91.0,0.4096,0.64,2.0,6.0
SEA,6.2,2017,2016,1,1,1,,,3721,0.060516,0.246,61,0,,8,81,9,32,33,SEA,Seattle Mariners,Washington,25919942,,,,3844,62,98,Franklin Gutierrez,2500000,,200.0,4,,,0.146689,0.383,0.605,,,0.204304,0.452,CF,0.5341614906832298,,,UFA,2500000,1500000,0.017,2500000,1411.5049000000001,37.57,0,0,1500000,1500000,35100000,1500000,1500000,86,0.10890000000000001,0.33,,14.73180128983843,14.22097566607244,14.73180128983843,SEA,6.2,2016.0,1.0,1.0,61504.0,29241.0,248.0,171.0,2500.0,0.08526399999999999,0.292,50.0,0.0,9.0,1.0,1.0,121.0,11.0,31.0,Seattle Mariners,23419942.0,196.0,225.0,14.0,15.0,1764.0,42.0,59.0,161.0,161.0,285642.0,0.0,0.0,200.0,4.0,0.6084,0.948676,0.78,0.974,0.067081,0.259,0.364,0.108241,0.126025,0.329,0.355,0.3844,0.62,CF,0.4658385093167702,1521.0,1225.0,39.0,35.0,285642.0,507500.0,0.002,507500.0,0.0,0.0,0.0,0.0,507500.0,59750000.0,507500.0,75.0,6.812099999999999,2.61,0.0,0.0
SD,6.2,2017,2016,1,1,0,,,0,0.0,0.0,0,0,,13,0,0,32,32,STL,San Diego Padres,California,19714000,,,,0,0,51,Carlos Villanueva,1500000,,215.0,5,,,0.0,0.0,0.315,,,0.0,0.0,RP,0.422360248447205,,,UFA,1500000,1500000,0.018,1500000,17.472399999999997,4.18,0,0,1500000,1500000,12120000,1500000,1500000,68,3.0175853971921485,1.7371198568872985,,14.22097566607244,14.22097566607244,14.22097566607244,STL,6.2,2016.0,1.0,0.0,16.0,64.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,31.0,St. Louis Cardinals,18214000.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,161.0,160.0,2000000.0,2.0,23.0,215.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.625,0.0,0.0,0.0,0.0,2000000.0,2000000.0,0.015,2000000.0,0.0,0.0,0.0,0.0,2000000.0,7500000.0,2000000.0,100.0,0.8464,0.92,0.0,11.0
MIA,6.0,2017,2016,1,1,1,,,900,0.055695999999999996,0.236,30,0,,10,16,4,32,33,MIA,Miami Marlins,Florida,12858000,,,,1296,36,41,Jeff Mathis,1500000,,205.0,2,,,0.050176000000000005,0.224,0.255,,,0.109561,0.331,C,0.49375,,,UFA,1500000,1500000,0.019,1500000,0.0,0.0,1,1,1500000,1500000,84707500,1500000,1500000,79,0.17639999999999997,0.42,,14.22097566607244,14.22097566607244,14.22097566607244,MIA,6.0,2016.0,2.0,3.0,16129.0,8649.0,127.0,93.0,225.0,0.025921000000000003,0.161,15.0,0.0,8.0,2.0,2.0,16.0,4.0,29.0,Miami Marlins,11358000.0,4.0,4.0,2.0,2.0,841.0,29.0,32.0,160.0,161.0,1500000.0,2.0,2.0,205.0,2.0,0.355216,0.254016,0.596,0.504,0.032041,0.179,0.198,0.07022500000000001,0.045795999999999996,0.265,0.214,0.0841,0.29,C,0.4409937888198758,225.0,144.0,15.0,12.0,1500000.0,1500000.0,0.02,1500000.0,0.0,0.0,1.0,1.0,1500000.0,20250000.0,3000000.0,71.0,3.082907973586767,1.755821167883212,2.0,2.0
SF,5.721339712918669,2017,2016,1,1,0,,,2704,0.044944,0.212,52,0,,8,256,16,29,29,CHW,San Francisco Giants,California,14671739,,,,3249,57,88,Gordon Beckham,40983,,190.0,26,,,0.12531599999999998,0.354,0.547,,,0.11492100000000001,0.339,2B,0.5341614906832298,,,UFA,40983,1250000,0.0,1250000,0.0,0.0,0,0,1250000,1250000,251000000,1250000,1250000,86,3.0175853971921485,1.7371198568872985,,10.620912625555597,14.038654109278484,14.038654109278484,CHW,5.6985590778098025,2016.0,1.0,0.0,60025.0,44100.0,245.0,210.0,1936.0,0.04409999999999999,0.21,44.0,0.0,13.0,5.0,2.0,64.0,8.0,28.0,Chicago White Sox,13421739.0,25.0,36.0,5.0,6.0,2401.0,49.0,100.0,161.0,161.0,2000000.0,23.0,6.0,190.0,9.0,0.400689,0.361201,0.633,0.601,0.091809,0.303,0.617,0.08643599999999999,0.071289,0.294,0.267,0.11088900000000002,0.333,2B,0.4720496894409938,961.0,400.0,31.0,20.0,2000000.0,2000000.0,0.017,2000000.0,115.1329,10.73,0.0,0.0,2000000.0,137000000.0,2000000.0,76.0,0.3721,0.61,8.0,3.0
LAA,6.3,2017,2016,1,1,1,,,9,0.09,0.3,3,0,,9,0,0,27,28,ARI,Los Angeles Angels,California,10564609,,,,484,22,34,Jhoulys Chacin,1100000,,215.0,10,,,0.018769000000000004,0.137,0.211,,,0.09,0.3,SP,0.453416149068323,,,UFA,877593,1100000,0.005,1100000,709.6896,26.64,0,0,1100000,1100000,12525000,1100000,1100000,73,3.0175853971921485,1.7371198568872985,,13.68493821161235,13.9108207377686,13.9108207377686,ARI,6.3,0.0,1.0,1.0,100.0,64.0,10.0,8.0,1.0,0.015625,0.125,1.0,0.0,6.0,5.0,1.0,0.0,0.0,26.0,Arizona Diamondbacks,9242202.0,0.0,0.0,0.0,0.0,16.0,4.0,5.0,161.0,161.0,88743.0,1.0,1.0,215.0,5.0,0.36,0.0625,0.6,0.25,0.0006250000000000001,0.025,0.031,0.09,0.015625,0.3,0.125,0.015625,0.125,SP,0.484472049689441,1.0,0.0,1.0,0.0,88743.0,507500.0,0.001,507500.0,0.0,0.0,0.0,0.0,507500.0,2407500.0,507500.0,78.0,0.1296,0.36,1.0,1.0
PIT,6.2,0,2016,1,1,0,,,3136,0.058564,0.242,56,0,,10,100,10,31,31,LAA,Pittsburgh Pirates,Pennsylvania,13642400,,,,2304,48,140,Matt Joyce,1000000,,194.0,17,,,0.08761599999999999,0.296,0.864,,,0.21436900000000003,0.463,RF,0.4875,,,UFA,1000000,1000000,0.01,1000000,4072.9924,63.82,1,1,1000000,1000000,25150000,1000000,1000000,78,3.0976,1.76,,13.815510557964274,13.815510557964274,13.815510557964274,LAA,6.2,2016.0,1.0,0.0,53361.0,61009.0,231.0,247.0,1764.0,0.028900000000000006,0.17,42.0,0.0,6.0,2.0,5.0,144.0,12.0,30.0,Los Angeles Angels,12642400.0,169.0,25.0,13.0,5.0,5476.0,74.0,93.0,160.0,161.0,4750000.0,9.0,1.0,194.0,10.0,0.749956,0.3091360000000001,0.866,0.556,0.208849,0.457,0.574,0.16240900000000003,0.07236100000000001,0.403,0.269,0.08236899999999998,0.287,RF,0.5279503105590062,1764.0,441.0,42.0,21.0,4750000.0,4750000.0,0.031,4750000.0,0.0,0.0,1.0,1.0,4750000.0,1507500.0,4750000.0,85.0,3.082907973586767,1.755821167883212,5.0,1.0
