Acronimo_t,Acronimo_t_1,Agente_libre,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pago_efectivo_t,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_juegos_t,Porcentaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
LAA,NYM,No,6.0,6.0,2021,2022,2018,1,1,0,0,1.0,1.0404,1.0,1.02,0,0,3,2,5,2,0.24009999999999998,0.5184,0.18489999999999998,0.5184,0.43,0.72,0.49,0.72,5.577636939791762,4.257999496094735,2.3617021276595747,2.0634920634920637,0.19660021359914556,0.26234384295062463,0.4433962264150943,0.5121951219512195,1.0965646137415452,1.1170599510873156,1.0471698113207548,1.056910569105691,0.004900000000000001,0.0121,0.07,0.11,27,26,27,Los Angeles Angels,New York Mets,California,2435526,1535526,1.1236000000000002,1.5129,1.06,1.23,0.0,0.0,1.0,1.0,162,162,Hansel Robles,0.0036,0.0121,0.06,0.11,489300,553125,1,5,220.0,220.0,10,9,0.006172839506172839,0.006172839506172839,RP,RP,0.4938271604938271,0.4320987654320987,0.0016,0.0,0.04,0.0,1.2321000000000002,1.6900000000000002,1.11,1.3,489300,383921,900000,553125,0.003,0.003,900000,553125,0.2304,0.0,0.48,0.0,900000,553125,42800000,116500000,900000,553125,80,70,,,,,0.0009,0.0009,0.03,0.03,1,2,0.22089999999999999,0.39690000000000003,0.47,0.63,0.0016,0.0225,0.04,0.15,13.100731077277215,13.710150042306449,13.710150042306449
MIA,MIA,No,6.3,6.3,0,0,2018,1,1,1,1,4.120899999999999,0.4760999999999999,2.03,0.69,0,0,1,6,2,2,1.6384,0.18489999999999998,1.5376,0.16809999999999997,1.24,0.41,1.28,0.43,2.0240195557444993,6.1504,1.4226804123711339,2.48,0.180997999384426,0.10272846811308348,0.4254385964912281,0.3205128205128205,0.36634349030470914,0.6318211702827087,0.6052631578947368,0.7948717948717948,0.028900000000000006,0.004900000000000001,0.17,0.07,24,23,25,Miami Marlins,Miami Marlins,Florida,1464452,1082500,5.1983999999999995,0.6084,2.28,0.78,0.24,0.0,1.0,1.0,161,162,Jarlin Garcia,0.010000000000000002,0.0009,0.1,0.03,381952,535000,2,2,215.0,215.0,2,2,0.006211180124223602,0.006172839506172839,RP,RP,0.391304347826087,0.4753086419753086,0.0,0.0,0.0,0.0,1.9043999999999996,0.3844,1.38,0.62,381952,499833,555000,535000,0.004,0.005,555000,535000,0.0,0.1024,0.0,0.32,555000,535000,3250000,57250000,555000,535000,63,77,,,,,0.0025000000000000005,0.0004,0.05,0.02,2,2,0.9409,0.0625,0.97,0.25,0.010000000000000002,0.0001,0.1,0.01,12.853050225243269,13.226723392728571,13.226723392728571
TB,TB,No,6.0,6.0,0,0,2018,1,1,1,1,0.0025000000000000005,0.0009,0.05,0.03,0,0,2,5,2,2,0.0009,0.0025000000000000005,0.0009,0.0025000000000000005,0.03,0.05,0.03,0.05,0.0,0.0,0.0,0.0,0.0,2.25,0.0,1.5,0.0,0.0,0.0,0.0,0.0625,0.18489999999999998,0.25,0.43,29,28,30,Tampa Bay Rays,Tampa Bay Rays,Florida,2865846,1940846,0.0001,0.0004,0.01,0.02,0.71,0.81,1.0,1.0,162,162,Jesus Sucre,0.0,0.0,0.0,0.0,925000,630000,1,1,200.0,200.0,4,4,0.006172839506172839,0.006172839506172839,C,C,0.5555555555555556,0.4938271604938271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925000,630000,925000,630000,0.013,0.008,925000,630000,0.0,0.0,0.0,0.0,925000,630000,6500000,21700000,925000,630000,90,80,,,,,0.0025000000000000005,0.0036,0.05,0.06,0,0,0.0,0.0009,0.0,0.03,0.0,0.0,0.0,0.0,13.737549016494562,13.737549016494562,13.737549016494562
MIL,MIL,No,6.0,6.0,0,2023,2018,1,1,1,1,21.252100000000002,8.41,4.61,2.9,0,0,5,3,1,1,5.7121,4.41,4.2436,3.61,2.06,1.9,2.39,2.1,6.151520955025695,2.4214396192742416,2.480225988700565,1.5560975609756098,0.15132954957130781,0.3744709289374024,0.389010989010989,0.6119402985074626,0.9309068953024997,0.9067587435954555,0.9648351648351648,0.9522388059701492,0.016900000000000002,0.0576,0.13,0.24,32,31,33,Milwaukee Brewers,Milwaukee Brewers,Wisconsin,1497265,952265,20.702499999999997,11.2225,4.55,3.35,0.84,0.67,1.0,1.0,163,162,Junior Guerra,0.0841,0.0361,0.29,0.19,545000,444765,1,1,235.0,235.0,5,4,0.006134969325153374,0.006172839506172839,SP,SP,0.588957055214724,0.5308641975308642,0.0,0.0,0.0,0.0,19.2721,10.1761,4.39,3.19,509820,444765,545000,546200,0.005,0.007,545000,546200,1.2768999999999997,0.30250000000000005,1.13,0.55,545000,546200,103750000,7550000,545000,546200,96,86,,,,,0.0025000000000000005,0.004900000000000001,0.05,0.07,0,0,3.1329000000000002,4.2025,1.77,2.05,0.0361,0.0025000000000000005,0.19,0.05,13.141813001225643,13.208541073645382,13.208541073645382
SF,SF,No,6.1,6.1,0,0,2018,4,4,2,1,1.3688999999999998,1.3456,1.17,1.16,10000000,10000000,2,3,5,5,0.1936,0.25,0.11560000000000002,0.22089999999999999,0.34,0.47,0.44,0.5,4.996539792387543,22.939058171745156,2.235294117647059,4.7894736842105265,0.12808864265927983,0.04085559076505207,0.3578947368421053,0.2021276595744681,0.6400000000000001,0.9371887732005435,0.8,0.9680851063829788,0.0064,0.019600000000000003,0.08,0.14,31,31,33,San Francisco Giants,San Francisco Giants,California,46518000,36518000,0.9025,0.8835999999999999,0.95,0.94,0.0,0.0,1.0,1.0,162,162,Mark Melancon,0.010000000000000002,0.0036,0.1,0.06,10000000,16000000,23,23,215.0,215.0,26,26,0.006172839506172839,0.006172839506172839,RP,RP,0.4506172839506173,0.3950617283950617,0.004900000000000001,0.11560000000000002,0.07,0.34,0.5776,0.8281000000000001,0.76,0.91,20000000,14000000,10000000,4000000,0.097,0.074,20000000,14000000,0.0,0.0,0.0,0.0,15500000,15500000,11500000,65250000,62000000,62000000,73,64,,,,,0.0016,0.0016,0.04,0.04,8,8,0.11560000000000002,0.0361,0.34,0.19,0.0004,0.0009,0.02,0.03,16.811242831518264,16.11809565095832,16.811242831518264
MIN,MIN,No,6.3,6.3,2019,2018,2018,1,1,1,1,2.1904,0.5929,1.48,0.77,0,0,6,2,1,1,0.9409,0.2601,0.8281000000000001,0.1936,0.91,0.44,0.97,0.51,5.3039485766758485,6.111882716049383,2.3030303030303028,2.4722222222222223,0.10068417159763313,0.13774046126049527,0.3173076923076923,0.3711340206185567,0.5340236686390532,0.8418535444786908,0.7307692307692307,0.9175257731958764,0.0576,0.004900000000000001,0.24,0.07,37,36,38,Minnesota Twins,Minnesota Twins,Minnesota,27573940,26974500,1.0816000000000001,0.9409,1.04,0.97,0.0,0.0,1.0,1.0,162,162,Matt Belisle,0.0009,0.0009,0.03,0.03,325230,2050000,6,6,230.0,230.0,15,15,0.006172839506172839,0.006172839506172839,RP,RP,0.4814814814814814,0.5246913580246914,0.0,0.0225,0.0,0.15,0.5776,0.7921,0.76,0.89,325230,2050000,545000,2050000,0.003,0.017,545000,2050000,0.0,0.42250000000000004,0.0,0.65,545000,2050000,52250000,26550000,545000,2050000,78,85,,,,,0.0025000000000000005,0.0004,0.05,0.02,3,3,0.10890000000000001,0.1296,0.33,0.36,0.0009,0.0009,0.03,0.03,12.692287903323447,13.208541073645382,13.208541073645382
LAA,LAA,No,6.3,6.3,0,2024,2018,1,1,0,0,1.1881000000000002,0.25,1.09,0.5,0,0,3,4,5,5,0.3844,0.17639999999999997,0.3721,0.10890000000000001,0.61,0.33,0.62,0.42,10.299621416982152,7.7602040816326525,3.2093023255813953,2.7857142857142856,0.12628918789700155,0.15123456790123452,0.35537190082644626,0.38888888888888884,1.3007308243972406,1.173611111111111,1.140495867768595,1.0833333333333333,0.004900000000000001,0.0529,0.07,0.23,28,27,28,Los Angeles Angels,Los Angeles Angels,California,1553891,1005391,1.4641,1.1664,1.21,1.08,0.01,0.0,1.0,1.0,162,162,Noe Ramirez,0.004900000000000001,0.0,0.07,0.0,548500,90613,1,1,205.0,205.0,10,10,0.006172839506172839,0.006172839506172839,RP,RP,0.4938271604938271,0.4938271604938271,0.0001,0.0,0.01,0.0,1.9043999999999996,1.3688999999999998,1.38,1.17,548500,90613,548500,535000,0.003,0.001,548500,535000,0.27040000000000003,0.0,0.52,0.0,548500,535000,42800000,24750000,548500,535000,80,80,,,,,0.0004,0.004900000000000001,0.02,0.07,1,1,0.18489999999999998,0.17639999999999997,0.43,0.42,0.010000000000000002,0.0,0.1,0.0,13.214942558697421,13.214942558697421,13.214942558697421
SD,SD,No,6.2,6.2,0,0,2018,1,1,1,1,1.2321000000000002,0.7921,1.11,0.89,0,0,3,4,5,5,0.31360000000000005,0.25,0.2601,0.18489999999999998,0.51,0.43,0.56,0.5,5.72241445597847,11.111111111111112,2.392156862745098,3.3333333333333335,0.23591836734693877,0.1040582726326743,0.4857142857142857,0.3225806451612903,1.350022675736961,1.1562030292519365,1.1619047619047618,1.075268817204301,0.010000000000000002,0.0081,0.1,0.09,24,23,25,San Diego Padres,San Diego Padres,California,817049,330299,1.1025,0.8649000000000001,1.05,0.93,0.0,0.0,1.0,1.0,162,162,Phil Maton,0.0016,0.0016,0.04,0.04,486750,330299,2,2,206.0,206.0,5,5,0.006172839506172839,0.006172839506172839,RP,RP,0.4074074074074074,0.4382716049382716,0.0,0.0004,0.0,0.02,1.4884,1.0,1.22,1.0,486750,330299,548700,535000,0.005,0.004,548700,535000,0.0,0.0,0.0,0.0,548700,535000,149500000,8250000,548700,535000,66,71,,,,,0.0009,0.0009,0.03,0.03,0,0,0.2601,0.09,0.51,0.3,0.0,0.004900000000000001,0.0,0.07,13.095505923234446,13.215307123047067,13.215307123047067
LAD,COL,No,6.2,6.2,0,2022,2018,1,1,1,1,0.28090000000000004,0.81,0.53,0.9,0,0,2,4,5,1,0.12249999999999998,0.16000000000000003,0.12249999999999998,0.16000000000000003,0.35,0.4,0.35,0.4,24.173611111111114,21.436899999999998,4.916666666666667,4.63,0.1283136556025841,0.0,0.3582089552238806,0.0,3.1018044107819103,1.6866250632484399,1.761194029850746,1.2987012987012987,0.07840000000000001,0.22089999999999999,0.28,0.47,29,28,30,Los Angeles Dodgers,Colorado Rockies,California,1988905,1460825,0.4489000000000001,0.5929,0.67,0.77,0.0,0.0,1.0,1.0,163,162,Zac Rosscup,0.0036,0.0,0.06,0.0,259120,163688,25,1,220.0,220.0,32,4,0.006134969325153374,0.006172839506172839,RP,RP,0.5644171779141104,0.5370370370370371,0.0,0.0,0.0,0.0,1.3923999999999999,1.0,1.18,1.0,259120,163688,610000,535000,0.001,0.001,610000,535000,0.0,0.0,0.0,0.0,610000,535000,4000000,97250000,610000,535000,92,87,,,,,0.004900000000000001,0.0144,0.07,0.12,6,0,0.0576,0.0,0.24,0.0,0.0,0.0,0.0,0.0,12.46504655384521,13.321214236149494,13.321214236149494
