Acronimo_t,Acronimo_t_1,Agente_libre,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pago_efectivo_t,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_juegos_t,Porcentaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
MIA,NYY,No,6.2,6.2,0,0,2015,1,1,0,0,26.7289,12.8881,5.17,3.59,0,0,8,9,2,2,6.604899999999999,3.7636,5.9049000000000005,2.9583999999999997,2.43,1.72,2.57,1.94,5.488043425106364,4.0,2.342657342657343,2.0,0.08622121778141323,0.16640852586891797,0.29363449691991783,0.40793201133144474,0.4731857873499488,0.6656341034756719,0.6878850102669405,0.8158640226628895,0.04000000000000001,0.019600000000000003,0.2,0.14,28,27,28,Miami Marlins,New York Yankees,Florida,3083850,1683850,23.716900000000003,12.460899999999999,4.87,3.53,0.83,0.53,1.0,1.0,161,162,David Phelps,0.12249999999999998,0.0256,0.35,0.16,1400000,541425,2,40,198.0,198.0,2,50,0.006211180124223602,0.006172839506172839,RP,RP,0.4409937888198758,0.5185185185185185,0.0,0.0009,0.0,0.03,11.2225,8.2944,3.35,2.88,1400000,541425,1400000,541425,0.018,0.003,1400000,541425,0.0,0.0,0.0,0.0,1400000,541425,20250000,311500000,1400000,541425,71,84,,,,,0.0036,0.0016,0.06,0.04,2,27,2.0448999999999997,2.0736,1.43,1.44,0.028900000000000006,0.0256,0.17,0.16,14.151982794585487,14.151982794585487,14.151982794585487
OAK,BOS,No,6.3,6.3,2016,2016,2015,2,2,2,1,1.1236000000000002,1.1664,1.06,1.08,0,0,1,9,5,1,0.32489999999999997,0.1936,0.2601,0.16809999999999997,0.51,0.41,0.57,0.44,18.984693877551017,9.274793388429751,4.357142857142857,3.0454545454545454,0.020831119141247745,0.05477591670439113,0.1443298969072165,0.23404255319148937,0.39547242002338184,0.5080353100950658,0.6288659793814433,0.7127659574468086,0.010000000000000002,0.0036,0.1,0.06,29,29,31,Oakland Athletics,Boston Red Sox,California,16726400,11976400,0.9409,0.8835999999999999,0.97,0.94,0.0,0.0,1.0,1.0,161,162,Edward Mujica,0.010000000000000002,0.0036,0.1,0.06,3841530,4750000,15,13,225.0,225.0,26,21,0.006211180124223602,0.006172839506172839,RP,RP,0.422360248447205,0.4382716049382716,0.0004,0.016900000000000002,0.02,0.13,0.3721,0.4489000000000001,0.61,0.67,3841530,4750000,3841530,4750000,0.048,0.028,3841530,4750000,0.0324,0.07840000000000001,0.18,0.28,4750000,4750000,30000000,56433443,9500000,9500000,68,71,,,,,0.0009,0.0004,0.03,0.02,9,8,0.019600000000000003,0.0484,0.14,0.22,0.0036,0.0009,0.06,0.03,15.161381282708767,15.161381282708767,15.161381282708767
OAK,OAK,No,6.3,6.3,0,0,2015,1,1,0,0,1.1449,0.7224999999999999,1.07,0.85,0,0,1,5,5,5,0.32489999999999997,0.2116,0.2916,0.2116,0.54,0.46,0.57,0.46,288.9999999999999,31.248099999999997,16.999999999999996,5.59,0.003976949922895868,0.0,0.06306306306306306,0.0,1.149338527716906,0.8919753086419753,1.072072072072072,0.9444444444444444,0.0064,0.1296,0.08,0.36,29,28,29,Oakland Athletics,Oakland Athletics,California,1319931,807431,1.2321000000000002,0.81,1.11,0.9,0.0,0.0,1.0,1.0,161,162,Evan Scribner,0.0016,0.0,0.04,0.0,512500,143497,15,15,190.0,190.0,26,26,0.006211180124223602,0.006172839506172839,RP,RP,0.422360248447205,0.5432098765432098,0.0,0.0,0.0,0.0,1.4161,0.7224999999999999,1.19,0.85,512500,143497,512500,505000,0.006,0.002,512500,505000,0.1521,0.0,0.39,0.0,512500,505000,30000000,32800000,512500,505000,68,88,,,,,0.0004,0.004900000000000001,0.02,0.07,9,9,0.004900000000000001,0.0,0.07,0.0,0.0016,0.0064,0.04,0.08,13.1470559899947,13.1470559899947,13.1470559899947
TEX,PHI,No,6.4,6.4,0,0,2015,1,1,1,1,0.6241000000000001,0.81,0.79,0.9,0,0,14,7,2,2,0.17639999999999997,0.24009999999999998,0.1521,0.16809999999999997,0.39,0.41,0.42,0.49,5.013705103969755,8.146267361111112,2.239130434782609,2.854166666666667,0.2795613687409169,0.24487193112976938,0.5287356321839081,0.4948453608247423,1.4016382613291056,1.9947922202146884,1.1839080459770115,1.4123711340206186,0.0036,0.0025000000000000005,0.06,0.05,27,26,28,Texas Rangers,Philadelphia Phillies,Texas,1618462,1106373,0.7569,0.9409,0.87,0.97,0.0,0.0,1.0,1.0,161,162,Jake Diekman,0.0001,0.004900000000000001,0.01,0.07,198983,515500,2,7,195.0,195.0,7,14,0.006211180124223602,0.006172839506172839,RP,RP,0.5403726708074534,0.4506172839506173,0.0,0.0,0.0,0.0,1.0609,1.8769000000000002,1.03,1.37,198983,515500,533500,515500,0.001,0.003,533500,515500,0.06760000000000001,0.17639999999999997,0.26,0.42,535500,515500,13800000,59875000,535500,515500,87,73,,,,,0.0004,0.0004,0.02,0.02,0,2,0.2116,0.2304,0.46,0.48,0.0009,0.004900000000000001,0.03,0.07,12.200974672921845,13.187214349723945,13.187214349723945
MIA,MIA,No,6.0,6.0,2017,0,2015,2,1,1,1,0.4096,0.39690000000000003,0.64,0.63,0,0,8,10,2,2,0.1444,0.10890000000000001,0.1444,0.0729,0.38,0.27,0.38,0.33,5.0625,9.418549346016647,2.25,3.0689655172413794,0.28444444444444444,0.14560249307479223,0.5333333333333333,0.381578947368421,1.44,1.3713642659279779,1.2,1.1710526315789473,0.0036,0.0016,0.06,0.04,29,28,30,Miami Marlins,Miami Marlins,Florida,5936500,3586500,0.5625,0.5776,0.75,0.76,0.0,0.0,1.0,1.0,161,162,Michael Dunn,0.004900000000000001,0.0064,0.07,0.08,2350000,1400000,2,2,215.0,215.0,2,2,0.006211180124223602,0.006172839506172839,RP,RP,0.4409937888198758,0.4753086419753086,0.0,0.0001,0.0,0.01,0.81,0.7921,0.9,0.89,2350000,1400000,2350000,1400000,0.031,0.028,2350000,1400000,0.0121,0.31360000000000005,0.11,0.56,2900000,1400000,20250000,39486387,5800000,1400000,71,77,,,,,0.0004,0.0004,0.02,0.02,2,2,0.16000000000000003,0.0841,0.4,0.29,0.0009,0.016900000000000002,0.03,0.13,14.669925886120343,14.669925886120343,14.669925886120343
CIN,TEX,No,6.4,6.4,0,0,2015,1,1,1,1,1.3224999999999998,2.4649,1.15,1.57,0,0,3,7,2,2,0.8464,0.5041,0.8464,0.5041,0.92,0.71,0.92,0.71,1.1814744801512287,3.3011307280301536,1.0869565217391304,1.8169014084507045,0.44444444444444453,0.24651572204019756,0.6666666666666667,0.4965034965034965,0.5250997689561018,0.8137806249694364,0.7246376811594204,0.9020979020979022,0.2116,0.4096,0.46,0.64,26,25,27,Cincinnati Reds,Texas Rangers,Ohio,390163,57377,1.9043999999999996,2.0448999999999997,1.38,1.43,0.0,0.0,1.0,1.0,161,162,Nathan Adcock,0.0225,0.0,0.15,0.0,332786,57377,10,2,235.0,235.0,15,6,0.006211180124223602,0.006172839506172839,RP,RP,0.3975155279503105,0.4135802469135802,0.0,0.0,0.0,0.0,1.0,1.6641000000000001,1.0,1.29,332786,57377,332786,500000,0.003,0.0,332786,500000,0.0,0.0,0.0,0.0,507500,500000,4000000,136050000,507500,500000,64,67,,,,,0.0144,0.0529,0.12,0.23,5,0,0.8464,0.5041,0.92,0.71,0.0064,0.0,0.08,0.0,12.715254919736644,12.715254919736644,12.715254919736644
CIN,CIN,No,6.1,6.1,0,0,2015,1,1,0,0,3.8809,0.8464,1.97,0.92,0,0,3,6,2,2,0.6889,0.3364,0.43560000000000004,0.3364,0.66,0.58,0.83,0.58,5.94883997620464,2.9726516052318672,2.4390243902439024,1.7241379310344829,0.05682125473228771,0.2260145122278957,0.2383720930232558,0.47540983606557374,0.3380205516495403,0.6718624025799517,0.5813953488372093,0.819672131147541,0.0144,0.1296,0.12,0.36,25,24,25,Cincinnati Reds,Cincinnati Reds,Ohio,1054767,702568,2.9583999999999997,1.4884,1.72,1.22,0.0,0.0,1.0,1.0,161,162,Pedro Villarreal,0.010000000000000002,0.028900000000000006,0.1,0.17,352199,103825,10,10,215.0,215.0,15,15,0.006211180124223602,0.006172839506172839,RP,RP,0.3975155279503105,0.4691358024691358,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,352199,103825,507500,500000,0.003,0.001,507500,500000,0.0,0.0,0.0,0.0,507500,500000,4000000,15125000,507500,500000,64,76,,,,,0.0025000000000000005,0.010000000000000002,0.05,0.1,5,5,0.16809999999999997,0.3364,0.41,0.58,0.0009,0.0,0.03,0.0,12.771951635744358,13.137251989898079,13.137251989898079
STL,STL,No,6.1,6.1,2016,2016,2015,3,3,2,1,0.16809999999999997,0.1936,0.41,0.44,0,0,3,5,2,2,0.04000000000000001,0.09,0.028900000000000006,0.09,0.17,0.3,0.2,0.3,19.61224489795918,6.1315192743764175,4.428571428571428,2.4761904761904763,0.033933518005540175,0.12668773340993966,0.1842105263157895,0.3559322033898305,0.6655124653739611,0.7767882792301064,0.8157894736842105,0.8813559322033899,0.0036,0.004900000000000001,0.06,0.07,37,37,39,St. Louis Cardinals,St. Louis Cardinals,Missouri,13449100,10449100,0.1444,0.34809999999999997,0.38,0.59,0.0,0.0,1.0,1.0,160,161,Randy Choate,0.0,0.0009,0.0,0.03,3000000,3000000,23,23,205.0,205.0,28,27,0.00625,0.006211180124223602,RP,RP,0.625,0.5527950310559007,0.0001,0.0,0.01,0.0,0.0961,0.27040000000000003,0.31,0.52,3000000,3000000,3000000,3000000,0.023,0.025,3000000,3000000,0.04409999999999999,0.0841,0.21,0.29,2500000,2500000,7500000,59750000,7500000,7500000,100,89,,,,,0.0004,0.0004,0.02,0.02,11,11,0.004900000000000001,0.04409999999999999,0.07,0.21,0.0001,0.0009,0.01,0.03,14.914122846632385,14.914122846632385,14.914122846632385
PIT,COL,No,6.2,6.2,0,0,2015,1,1,1,1,1.3923999999999999,2.0164,1.18,1.42,0,0,4,6,2,1,0.2916,0.4489000000000001,0.1024,0.4489000000000001,0.32,0.67,0.54,0.67,2.2763927362265313,1.5047111111111113,1.5087719298245614,1.2266666666666668,0.2685123966942148,0.36,0.5181818181818181,0.6,0.6112396694214874,0.541696,0.7818181818181817,0.736,0.0081,0.16000000000000003,0.09,0.4,27,26,28,Pittsburgh Pirates,Colorado Rockies,Pennsylvania,514302,422786,1.2100000000000002,1.5625,1.1,1.25,0.0,0.0,1.0,1.0,161,161,Rob Scahill,0.019600000000000003,0.0,0.14,0.0,91516,109289,9,1,220.0,220.0,17,3,0.006211180124223602,0.006211180124223602,RP,RP,0.6024844720496895,0.4099378881987577,0.0,0.0,0.0,0.0,0.7395999999999999,0.8464,0.86,0.92,91516,109289,507500,500000,0.001,0.001,507500,500000,0.0,0.0,0.0,0.0,507500,0,50000000,31250000,507500,0,97,66,,,,,0.0036,0.019600000000000003,0.06,0.14,5,0,0.32489999999999997,0.5625,0.57,0.75,0.004900000000000001,0.0064,0.07,0.08,11.424269099364771,13.137251989898079,13.137251989898079
CIN,WSH,Si,6.2,6.2,0,2015,2015,1,1,0,0,1.3456,1.0,1.16,1.0,0,0,3,8,2,1,0.28090000000000004,0.019600000000000003,0.18489999999999998,0.019600000000000003,0.43,0.14,0.53,0.14,4.262226847034339,1.0,2.064516129032258,1.0,0.102136252524179,0.21130332986472422,0.3195876288659794,0.4596774193548387,0.4353278775640344,0.21130332986472422,0.6597938144329897,0.4596774193548387,0.004900000000000001,0.0225,0.07,0.15,31,30,31,Cincinnati Reds,Washington Nationals,Ohio,512663,99453,0.9409,1.5376,0.97,1.24,0.0,0.0,1.0,1.0,161,162,Ryan Mattheus,0.004900000000000001,0.0,0.07,0.0,413210,99453,10,1,215.0,215.0,15,3,0.006211180124223602,0.006172839506172839,RP,RP,0.3975155279503105,0.5925925925925926,0.0,0.0,0.0,0.0,0.4096,0.32489999999999997,0.64,0.57,413210,99453,507500,520000,0.004,0.001,507500,520000,0.1444,0.0,0.38,0.0,507500,520000,4000000,14150000,507500,520000,64,96,,,,,0.0009,0.0324,0.03,0.18,5,0,0.0961,0.32489999999999997,0.31,0.57,0.0009,0.0,0.03,0.0,12.931711217290049,13.137251989898079,13.137251989898079
HOU,HOU,No,6.3,6.3,0,0,2015,1,1,0,0,7.1289,7.6729,2.67,2.77,0,0,7,8,2,2,3.1684,2.2801,3.1684,2.0448999999999997,1.78,1.43,1.78,1.51,3.5721,3.2730610104306277,1.89,1.8091603053435115,0.18419937740610437,0.2068986304012346,0.4291845493562232,0.45486111111111116,0.6579785960323453,0.6771918402777779,0.8111587982832618,0.8229166666666667,0.5776,0.016900000000000002,0.76,0.13,31,30,31,Houston Astros,Houston Astros,Texas,3087427,2562327,5.4289000000000005,8.2944,2.33,2.88,0.22,0.26,1.0,1.0,161,162,Samuel Deduno,0.0121,0.028900000000000006,0.11,0.17,525100,85245,1,1,212.0,212.0,10,9,0.006211180124223602,0.006172839506172839,RP,RP,0.5341614906832298,0.4320987654320987,0.0121,0.0,0.11,0.0,3.5721,5.6169,1.89,2.37,525100,85245,525100,520000,0.006,0.002,525100,520000,0.0,0.0,0.0,0.0,525100,520000,65600000,43800000,525100,520000,86,70,,,,,0.028900000000000006,0.0016,0.17,0.04,0,0,1.0,1.7161000000000002,1.0,1.31,0.0,0.0036,0.0,0.06,13.17134399962595,13.17134399962595,13.17134399962595
WSH,WSH,No,6.5,6.5,0,0,2015,1,1,1,1,25.0,46.239999999999995,5.0,6.8,0,0,8,8,1,1,6.25,16.0,6.25,10.240000000000002,2.5,3.2,2.5,4.0,3.3611111111111107,4.515625,1.8333333333333333,2.125,0.12456747404844293,0.09727589495723282,0.35294117647058826,0.3118908382066277,0.41868512110726647,0.43926146316625436,0.6470588235294118,0.6627680311890838,1.7424000000000002,1.2544000000000002,1.32,1.12,25,24,26,Washington Nationals,Washington Nationals,Washington DC,963648,855493,18.0625,26.3169,4.25,5.13,0.25,1.0,1.0,1.0,161,162,Taylor Jordan,0.25,0.36,0.5,0.6,108155,504300,1,1,211.0,211.0,3,3,0.006211180124223602,0.006172839506172839,SP,SP,0.515527950310559,0.5925925925925926,0.0,0.0,0.0,0.0,7.5625,11.559999999999999,2.75,3.4,108155,77160,507500,504300,0.001,0.001,507500,504300,0.0,0.0,0.0,0.0,507500,504300,216000000,14150000,507500,504300,83,96,,,,,0.1444,0.10890000000000001,0.38,0.33,0,0,2.25,2.5600000000000005,1.5,1.6,0.0,0.0,0.0,0.0,11.591320662397601,13.137251989898079,13.137251989898079
NYM,SD,Si,6.2,6.2,2016,2015,2015,1,1,1,1,3.1684,2.3104,1.78,1.52,0,0,1,7,2,5,1.0,0.32489999999999997,0.7921,0.32489999999999997,0.89,0.57,1.0,0.57,2.4336,8.54437869822485,1.56,2.923076923076923,0.18903591682419663,0.12685306811784577,0.4347826086956522,0.35616438356164387,0.46003780718336496,1.0838806530305873,0.6782608695652175,1.0410958904109588,0.1521,0.0064,0.39,0.08,32,31,33,New York Mets,San Diego Padres,New York,12126403,9854300,1.3224999999999998,2.1315999999999997,1.15,1.46,0.0,0.07,1.0,1.0,161,161,Tim Stauffer,0.0,0.0025000000000000005,0.0,0.05,72103,1600000,5,2,205.0,205.0,9,5,0.006211180124223602,0.006211180124223602,RP,RP,0.5527950310559007,0.4782608695652174,0.0,0.0,0.0,0.0,0.6084,2.3104,0.78,1.52,72103,1600000,507500,1600000,0.001,0.019,507500,1600000,0.0,0.0,0.0,0.0,507500,1600000,1450000,25700000,507500,1600000,89,77,,,,,0.0121,0.0009,0.11,0.03,2,0,0.25,0.27040000000000003,0.5,0.52,0.0036,0.019600000000000003,0.06,0.14,11.185850931283975,13.137251989898079,13.137251989898079
