Acronimo_t,Acronimo_t_1,Agente_libre,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pago_efectivo_t,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_juegos_t,Porcentaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
PHI,PHI,No,6.3,6.3,0,0,2013,1,1,0,0,0.8281000000000001,0.6723999999999999,0.91,0.82,0,0,6,7,2,2,0.2025,0.5929,0.2025,0.5929,0.45,0.77,0.45,0.77,4.399762046400952,2.900634765625,2.097560975609756,1.703125,0.21222067920717078,0.3151738996614344,0.46067415730337075,0.5614035087719299,0.9337204898371416,0.9142043705755621,0.9662921348314606,0.9561403508771932,0.04409999999999999,0.07840000000000001,0.21,0.28,27,26,27,Philadelphia Phillies,Philadelphia Phillies,Pennsylvania,144590,0,0.7921,1.2995999999999999,0.89,1.14,0.0,0.05,1.0,1.0,162,162,B.J. Rosenberg,0.0,0.0081,0.0,0.09,144590,0,7,7,220.0,220.0,14,14,0.006172839506172839,0.006172839506172839,RP,RP,0.4506172839506173,0.5,0.0025000000000000005,0.0,0.05,0.0,0.7395999999999999,1.1881000000000002,0.86,1.09,144590,480000,490000,480000,0.001,0.003,490000,480000,0.0,0.0,0.0,0.0,0,480000,16350000,57650000,0,480000,73,81,,,,,0.004900000000000001,0.0036,0.07,0.06,2,2,0.16809999999999997,0.4096,0.41,0.64,0.0081,0.0025000000000000005,0.09,0.05,11.881657430022171,13.102160670086809,13.102160670086809
KC,KC,No,6.233201581027661,6.241500000000008,2014,2012,2013,2,1,2,1,9.9225,37.6996,3.15,6.14,0,0,5,2,2,2,1.8225000000000002,10.6276,1.6641000000000001,9.5481,1.29,3.09,1.35,3.26,4.667230331078676,8.910670527957228,2.160377358490566,2.9850746268656714,0.0886567352606994,0.059792743353401887,0.29775280898876405,0.24452554744525548,0.41378140386314854,0.5327934359848686,0.6432584269662921,0.7299270072992701,0.010000000000000002,0.019600000000000003,0.1,0.14,34,33,36,Kansas City Royals,Kansas City Royals,Missouri,18757500,9757500,12.6736,30.030400000000004,3.56,5.48,0.44,0.97,1.0,1.0,162,162,Bruce Chen,0.0144,0.16000000000000003,0.12,0.4,4500000,2000000,2,2,214.14778325123152,215.16189000774594,7,7,0.006172839506172839,0.006172839506172839,RP,RP,0.5308641975308642,0.4444444444444444,0.0,0.0,0.0,0.0,5.2441,16.0,2.29,4.0,4500000,2000000,4500000,2000000,0.053,0.038,4500000,2000000,0.0,0.0,0.0,0.0,4500000,2000000,26100000,5000000,9000000,2000000,86,72,,,,,0.0009,0.0016,0.03,0.04,1,1,1.1236000000000002,1.7956000000000003,1.06,1.34,0.06760000000000001,0.0961,0.26,0.31,15.319587954740548,15.319587954740548,15.319587954740548
KC,KC,No,6.233201581027661,6.241500000000008,2014,2014,2013,2,2,2,1,9.9225,37.6996,3.15,6.14,0,0,5,2,2,2,1.8225000000000002,10.6276,1.6641000000000001,9.5481,1.29,3.09,1.35,3.26,4.667230331078676,8.910670527957228,2.160377358490566,2.9850746268656714,0.0886567352606994,0.059792743353401887,0.29775280898876405,0.24452554744525548,0.41378140386314854,0.5327934359848686,0.6432584269662921,0.7299270072992701,0.010000000000000002,0.019600000000000003,0.1,0.14,34,34,36,Kansas City Royals,Kansas City Royals,Missouri,18757500,14257500,12.6736,30.030400000000004,3.56,5.48,0.44,0.97,1.0,1.0,162,162,Bruce Chen,0.0144,0.16000000000000003,0.12,0.4,4500000,4500000,2,2,214.14778325123152,215.16189000774594,7,7,0.006172839506172839,0.006172839506172839,RP,RP,0.5308641975308642,0.4444444444444444,0.0,0.0,0.0,0.0,5.2441,16.0,2.29,4.0,4500000,4500000,4500000,4500000,0.053,0.064,4500000,4500000,0.0,0.0,0.0,0.0,4500000,4500000,26100000,5000000,9000000,9000000,86,72,,,,,0.0009,0.0016,0.03,0.04,1,1,1.1236000000000002,1.7956000000000003,1.06,1.34,0.06760000000000001,0.0961,0.26,0.31,15.319587954740548,15.319587954740548,15.319587954740548
NYM,BOS,No,6.0,6.0,2014,2013,2013,1,6,0,5,20.884900000000002,27.772899999999996,4.57,5.27,0,333334,10,3,2,1,9.0,15.288100000000002,7.3441,14.5924,2.71,3.82,3.0,3.91,4.230296905093343,4.200247554643158,2.056768558951965,2.0494505494505493,0.17210473114891836,0.1923298011322398,0.4148550724637682,0.43855421686746987,0.7280541115311909,0.8078327768906951,0.8532608695652174,0.8987951807228914,0.39690000000000003,0.5625,0.63,0.75,32,26,32,New York Mets,Boston Red Sox,New York,53989999,51999999,30.470399999999994,17.222500000000004,5.52,4.15,1.0,1.0,1.0,1.0,162,162,Daisuke Matsuzaka,0.18489999999999998,0.4096,0.43,0.64,490000,10333334,5,12,200.0,200.0,8,20,0.006172839506172839,0.006172839506172839,SP,SP,0.4567901234567901,0.4259259259259259,0.0,0.0,0.0,0.0,22.1841,13.9129,4.71,3.73,490000,10333334,490000,10000000,0.005,0.059,490000,10333334,0.0,0.0,0.0,0.0,490000,8666667,7150000,6000000,490000,52000000,74,69,,,,,0.0324,0.0256,0.18,0.16,2,7,5.2441,3.3124000000000002,2.29,1.82,0.18489999999999998,0.0081,0.43,0.09,13.102160670086809,13.102160670086809,13.102160670086809
NYM,BOS,No,6.0,6.0,2014,2013,2013,1,6,0,4,20.884900000000002,27.772899999999996,4.57,5.27,0,333333,10,3,2,1,9.0,15.288100000000002,7.3441,14.5924,2.71,3.82,3.0,3.91,4.230296905093343,4.200247554643158,2.056768558951965,2.0494505494505493,0.17210473114891836,0.1923298011322398,0.4148550724637682,0.43855421686746987,0.7280541115311909,0.8078327768906951,0.8532608695652174,0.8987951807228914,0.39690000000000003,0.5625,0.63,0.75,32,26,32,New York Mets,Boston Red Sox,New York,53989999,41666665,30.470399999999994,17.222500000000004,5.52,4.15,1.0,1.0,1.0,1.0,162,162,Daisuke Matsuzaka,0.18489999999999998,0.4096,0.43,0.64,490000,10333333,5,12,200.0,200.0,8,20,0.006172839506172839,0.006172839506172839,SP,SP,0.4567901234567901,0.4259259259259259,0.0,0.0,0.0,0.0,22.1841,13.9129,4.71,3.73,490000,10333333,490000,10000000,0.005,0.06,490000,10333333,0.0,0.0,0.0,0.0,490000,8666667,7150000,6000000,490000,52000000,74,69,,,,,0.0324,0.0256,0.18,0.16,2,7,5.2441,3.3124000000000002,2.29,1.82,0.18489999999999998,0.0081,0.43,0.09,13.102160670086809,13.102160670086809,13.102160670086809
HOU,HOU,No,6.2,6.2,0,0,2013,1,1,1,1,31.136400000000002,29.920899999999996,5.58,5.47,0,0,5,1,2,2,8.468100000000002,10.8241,7.1289,8.6436,2.67,2.94,2.91,3.29,5.573185386957217,0.9568086039549208,2.360759493670886,0.9781659388646289,0.11495883143914976,0.20809590323963115,0.33905579399141633,0.4561752988047809,0.6406868794783473,0.19910795066744982,0.8004291845493562,0.4462151394422312,0.0256,0.0961,0.16,0.31,24,23,25,Houston Astros,Houston Astros,Texas,1074480,630000,21.715600000000002,25.200399999999995,4.66,5.02,0.67,0.94,1.0,1.0,162,162,Dallas Keuchel,0.09,0.22089999999999999,0.3,0.47,444480,480000,1,1,205.0,205.0,9,9,0.006172839506172839,0.006172839506172839,SP,SP,0.3148148148148148,0.3395061728395062,0.0,0.0,0.0,0.0,13.9129,5.017600000000001,3.73,2.24,444480,480000,490000,480000,0.013,0.009,490000,480000,0.28090000000000004,0.30250000000000005,0.53,0.55,490000,480000,5900000,750000,490000,480000,51,55,,,,,0.0025000000000000005,0.0081,0.05,0.09,0,0,2.4964000000000004,5.2441,1.58,2.29,0.0324,0.0324,0.18,0.18,13.004660338548115,13.102160670086809,13.102160670086809
WSH,LAA,Si,6.5,6.5,2014,2013,2013,1,4,0,2,33.292899999999996,37.5769,5.77,6.13,0,0,11,4,1,5,8.820900000000002,9.3636,8.0656,7.507600000000001,2.84,2.74,2.97,3.06,23.716900000000003,13.865027430762114,4.87,3.7235772357723578,0.033421454568545735,0.04656509695290858,0.18281535648994515,0.2157894736842105,0.7926532958567424,0.6456263465681747,0.890310786106033,0.8035087719298245,0.0225,0.019600000000000003,0.15,0.14,32,28,32,Washington Nationals,Los Angeles Angels,Washington DC,64773500,35523500,29.920899999999996,32.49,5.47,5.7,0.97,0.97,1.0,1.0,162,162,Dan Haren,0.2025,0.17639999999999997,0.45,0.42,13000000,12750000,1,1,215.0,215.0,2,10,0.006172839506172839,0.006172839506172839,SP,SP,0.5308641975308642,0.5493827160493827,0.0009,0.0,0.03,0.0,23.716900000000003,20.9764,4.87,4.58,13000000,12750000,13000000,12750000,0.112,0.087,13000000,12750000,0.1444,0.1936,0.38,0.44,13000000,11187500,67000000,321150000,13000000,44750000,86,89,,,,,0.0016,0.0016,0.04,0.04,0,1,1.0,1.5129,1.0,1.23,0.1024,0.1521,0.32,0.39,16.38045991542581,16.38045991542581,16.38045991542581
WSH,LAA,Si,6.5,6.5,2014,2013,2013,1,4,0,3,33.292899999999996,37.5769,5.77,6.13,0,0,11,4,1,5,8.820900000000002,9.3636,8.0656,7.507600000000001,2.84,2.74,2.97,3.06,23.716900000000003,13.865027430762114,4.87,3.7235772357723578,0.033421454568545735,0.04656509695290858,0.18281535648994515,0.2157894736842105,0.7926532958567424,0.6456263465681747,0.890310786106033,0.8035087719298245,0.0225,0.019600000000000003,0.15,0.14,32,28,32,Washington Nationals,Los Angeles Angels,Washington DC,64773500,48273500,29.920899999999996,32.49,5.47,5.7,0.97,0.97,1.0,1.0,162,162,Dan Haren,0.2025,0.17639999999999997,0.45,0.42,13000000,12750000,1,1,215.0,215.0,2,10,0.006172839506172839,0.006172839506172839,SP,SP,0.5308641975308642,0.5493827160493827,0.0009,0.0,0.03,0.0,23.716900000000003,20.9764,4.87,4.58,13000000,12750000,13000000,12750000,0.112,0.081,13000000,12750000,0.1444,0.1936,0.38,0.44,13000000,11187500,67000000,321150000,13000000,44750000,86,89,,,,,0.0016,0.0016,0.04,0.04,0,1,1.0,1.5129,1.0,1.23,0.1024,0.1521,0.32,0.39,16.38045991542581,16.38045991542581,16.38045991542581
DET,DET,No,6.3,6.3,0,0,2013,1,1,0,0,1.5376,1.0,1.24,1.0,0,0,4,3,1,1,0.4760999999999999,0.1936,0.43560000000000004,0.1936,0.66,0.44,0.69,0.44,11.346260387811633,4.928400000000001,3.3684210526315788,2.22,0.09701693093254503,0.18903591682419663,0.3114754098360656,0.4347826086956522,1.1007793603869929,0.9316446124763709,1.0491803278688525,0.965217391304348,0.028900000000000006,0.0361,0.17,0.19,28,27,28,Detroit Tigers,Detroit Tigers,Michigan,1613000,1119000,1.4884,1.3224999999999998,1.22,1.15,0.0,0.0,1.0,1.0,162,162,Darin Downs,0.004900000000000001,0.0036,0.07,0.06,494000,480000,11,11,208.0,208.0,15,14,0.006172839506172839,0.006172839506172839,RP,RP,0.5740740740740741,0.5432098765432098,0.0,0.0,0.0,0.0,1.6384,1.2321000000000002,1.28,1.11,494000,480000,494000,480000,0.003,0.003,494000,480000,0.0,0.0,0.0,0.0,494000,480000,107775000,221000000,494000,480000,93,88,,,,,0.0025000000000000005,0.004900000000000001,0.05,0.07,4,4,0.1444,0.25,0.38,0.5,0.0,0.0121,0.0,0.11,13.110290796170059,13.110290796170059,13.110290796170059
CHW,CHW,No,6.0,6.0,2014,0,2013,1,1,0,0,32.1489,16.0,5.67,4.0,0,0,5,1,2,2,8.820900000000002,5.2441,7.290000000000001,4.8841,2.7,2.21,2.97,2.29,2.887622866643846,3.6353777777777774,1.6993006993006994,1.9066666666666665,0.11163092846536812,0.16981644728897474,0.33411214953271023,0.41208791208791207,0.3223480216612805,0.6173469387755102,0.5677570093457944,0.7857142857142857,0.0361,0.1521,0.19,0.39,27,26,27,Chicago White Sox,Chicago White Sox,Illinois,1387000,894000,18.3184,13.249600000000001,4.28,3.64,0.67,0.5,1.0,1.0,162,162,Dylan Axelrod,0.1369,0.019600000000000003,0.37,0.14,493000,480000,6,6,195.0,195.0,9,9,0.006172839506172839,0.006172839506172839,RP,RP,0.3888888888888889,0.5246913580246914,0.0,0.0,0.0,0.0,5.9049000000000005,8.179599999999999,2.43,2.86,493000,480000,493000,480000,0.004,0.004,493000,480000,0.0,0.0,0.0,0.0,493000,480000,14800000,900000,493000,480000,63,85,,,,,0.0036,0.0121,0.06,0.11,3,3,2.0448999999999997,2.25,1.43,1.5,0.016900000000000002,0.019600000000000003,0.13,0.14,13.108264453024827,13.108264453024827,13.108264453024827
