Acronimo_t,Acronimo_t_1,Agente_libre,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,Bateos_en_contra_2_t,Bateos_en_contra_2_t_1,Bateos_en_contra_t,Bateos_en_contra_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_en_contra_2_t,Carreras_en_contra_2_t_1,Carreras_en_contra_t,Carreras_en_contra_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pago_efectivo_t,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
TOR,TOR,No,6.3,6.3,2023,2023,2022,1,1,0,0,13689,9801,117,99,0,0,6,6,1,1,2401,3025,49,55,2025,2916,45,54,30.8025,9.817777777777778,5.55,3.1333333333333333,0.00027379338246733546,0.001082775947345039,0.01654670306941342,0.032905561039815734,0.0084335206634501,0.010630453634156406,0.09183420203524448,0.1031040912580893,9.1204,23.04,3.02,4.8,32,31,32,Toronto Blue Jays,Toronto Blue Jays,Toronto,10648361,6858361,18036.49,10261.689999999999,134.3,101.3,24,19,32,24,162,163,Ross Stripling,16,49,4,7,3790000,3000000,2,2,220.0,220.0,9,8,SP,SP,0.5679012345679012,0.5644171779141104,1,0,1,0,12321,8836,111,94,3790000,3000000,3790000,3000000,0.021,0.02,3790000,3000000,5719.8969,559.7956,75.63,23.66,3790000,3000000,157000000,186250000,3790000,3000000,92,92,7.5625,0.6723999999999999,2.75,0.82,1.0404,1.6129,1.02,1.27,2,2,400,900,20,30,100,25,10,5,15.147876577058609,15.147876577058609,15.147876577058609
CHC,CHC,No,6.3,6.3,2026,2026,2022,1,1,0,0,6241,289,79,17,0,0,11,10,2,2,1369,144,37,12,900,121,30,11,5.661117717003568,4.290816326530613,2.3793103448275863,2.0714285714285716,0.0025348427854938274,0.004574202431795374,0.050347222222222224,0.06763285024154589,0.01435004340277778,0.019627062475203624,0.11979166666666667,0.14009661835748793,17.8084,18.49,4.22,4.3,29,28,29,Chicago Cubs,Chicago Cubs,Illinois,1951121,1227121,4096.0,529.0,64.0,23.0,0,0,64,22,162,162,Rowan Wick,49,1,7,1,724000,593000,17,17,235.0,235.0,21,21,RP,RP,0.4567901234567901,0.4382716049382716,81,25,9,5,4761,841,69,29,724000,593000,724000,593000,0.005,0.004,724000,593000,193.21,0.0,13.9,0.0,724000,593000,109707000,24500000,724000,593000,74,71,1.583696402499998,0.0001,1.2584499999999992,0.01,2.8560999999999996,1.8225000000000002,1.69,1.35,3,3,841,196,29,14,16,0,4,0,13.492546671367853,13.492546671367853,13.492546671367853
BOS,BOS,No,6.0,6.0,2024,2024,2022,1,1,0,0,4624,144,68,12,0,0,6,6,1,1,1849,25,43,5,1600,4,40,2,24.236686390532547,5.0625,4.923076923076923,2.25,0.0005375583254759167,0.0013717421124828531,0.023185304084180493,0.037037037037037035,0.013028632551179612,0.006944444444444444,0.11414303549135012,0.08333333333333333,33.4084,2.25,5.78,1.5,34,33,34,Boston Red Sox,Boston Red Sox,Massachusetts,4225063,2825063,3881.2899999999995,144.0,62.3,12.0,0,0,68,13,162,162,Ryan Brasier,9,1,3,1,1400000,1250000,14,14,227.0,227.0,25,25,RP,RP,0.4814814814814814,0.5679012345679012,1,0,1,0,4096,81,64,9,1400000,1250000,1400000,1250000,0.007,0.007,1400000,1250000,34.5744,0.0,5.88,0.0,1400000,1250000,173000000,31850000,1400000,1250000,78,92,1.583696402499998,0.0324,1.2584499999999992,0.18,1.6900000000000002,1.7689000000000001,1.3,1.33,9,9,169,16,13,4,0,1,0,1,14.151982794585487,14.151982794585487,14.151982794585487
STL,STL,No,6.2,6.2,2026,2026,2022,1,1,0,0,784,1600,28,40,0,0,4,2,2,2,121,576,11,24,81,576,9,24,22.090000000000003,3.0301783264746227,4.7,1.7407407407407407,0.00117968596110888,0.004022723920457339,0.03434655675768504,0.06342494714587738,0.02605926288089515,0.012189570837160855,0.16142881676111967,0.11040638947615693,1.5625,20.793599999999998,1.25,4.56,27,26,27,St. Louis Cardinals,St. Louis Cardinals,Missouri,1825827,1103377,4186.09,2237.2899999999995,64.7,47.3,0,0,54,51,162,161,Ryan Helsley,1,16,1,4,722450,582300,23,23,230.0,230.0,32,31,RP/CL,RP/CL,0.5740740740740741,0.5527950310559007,361,1,19,1,8836,2209,94,47,722450,582300,722450,582300,0.005,0.004,722450,582300,9932.1156,837.5236000000001,99.66,28.94,722450,582300,52700000,17000000,722450,582300,93,89,6.916899999999999,1.5011196963456546,2.63,1.22520190023753,0.5476,1.9880999999999998,0.74,1.41,11,11,400,729,20,27,81,36,9,6,13.490403492421757,13.490403492421757,13.490403492421757
HOU,HOU,No,6.2,6.2,2026,2023,2022,2,2,0,2,900,2401,30,49,0,0,3,5,2,2,289,361,17,19,256,256,16,16,25.0,38.82248520710059,5.0,6.230769230769231,0.000894349820645817,0.0005093798225308642,0.029905682079595125,0.022569444444444444,0.022358745516145424,0.019775390625,0.14952841039797563,0.140625,8.8804,5.0625,2.98,2.25,33,30,33,Houston Astros,Houston Astros,Texas,28840766,18840766,2332.89,4096.0,48.3,64.0,0,0,50,64,162,162,Ryan Pressly,9,9,3,3,10000000,8750000,5,4,206.0,206.0,16,15,RP/CL,RP/CL,0.654320987654321,0.5864197530864198,1089,676,33,26,4225,6561,65,81,10000000,8750000,10000000,8750000,0.055,0.045,10000000,8750000,3038.2144,7248.8196,55.12,85.14,15000000,8750000,69100000,76100000,30000000,17500000,106,95,0.6400000000000001,3.5721,0.8,1.89,0.7921,0.9409,0.89,0.97,2,1,169,169,13,13,9,25,3,5,16.11809565095832,16.11809565095832,16.11809565095832
LAA,CHW,Si,6.1,6.1,2024,2022,2022,2,1,0,0,1764,1225,42,35,0,0,9,2,5,2,729,361,27,19,529,361,23,19,5.522500000000001,15.16897506925208,2.35,3.8947368421052633,0.0015040619637431577,0.0011860451829333422,0.03878223773511732,0.034439006706543415,0.008306182194771588,0.017991089810922394,0.0911382586775257,0.1341308682254849,13.0321,7.7841000000000005,3.61,2.79,34,33,34,Los Angeles Angels,Chicago White Sox,California,12225863,5225863,3283.2899999999995,3757.6899999999996,57.3,61.3,0,0,59,65,162,162,Ryan Tepera,16,4,4,2,7000000,1233866,1,6,195.0,195.0,10,11,RP,RP,0.4506172839506173,0.5740740740740741,36,4,6,2,2209,5476,47,74,7000000,283866,7000000,800000,0.039,0.002,7000000,1750000,1024.6400999999998,5021.1395999999995,32.01,70.86,7000000,800000,123750000,57000000,14000000,800000,73,93,0.27040000000000003,1.2100000000000002,0.52,1.1,1.1664,0.7744,1.08,0.88,1,3,400,361,20,19,25,0,5,0,15.761420707019587,15.761420707019587,15.761420707019587
TB,TB,No,6.5,6.5,2026,2026,2022,1,1,1,1,1521,676,39,26,0,0,4,7,2,2,576,121,24,11,324,81,18,9,12.570247933884298,16.90123456790123,3.5454545454545454,4.111111111111111,0.0008193031061947507,0.0008650519031141869,0.028623471246422064,0.029411764705882353,0.010298843177869554,0.014620445127942245,0.1014832162373146,0.12091503267973856,14.44,5.6644,3.8,2.38,29,28,30,Tampa Bay Rays,Tampa Bay Rays,Florida,1460417,779675,1823.2900000000002,1156.0,42.7,34.0,0,0,47,36,162,162,Ryan Thompson,9,4,3,2,680742,577200,2,2,210.0,210.0,8,7,RP,RP,0.5308641975308642,0.6172839506172839,9,0,3,0,1521,1369,39,37,680742,577200,700000,577200,0.007,0.008,700000,577200,0.0,0.0,0.0,0.0,700000,577200,18900000,18725000,700000,577200,86,100,1.583696402499998,0.6241000000000001,1.2584499999999992,0.79,1.3688999999999998,1.0609,1.17,1.03,0,0,121,81,11,9,9,9,3,3,13.430938658722555,13.458835614025542,13.458835614025542
TB,TB,No,6.5,6.5,2025,2025,2022,1,1,0,0,7744,26569,88,163,0,0,4,7,2,2,1936,9216,44,96,1600,7744,40,88,7.688016528925621,18.777777777777775,2.772727272727273,4.333333333333333,0.0009336419753086419,0.0003746097814776275,0.030555555555555555,0.01935483870967742,0.007177854938271605,0.007034339229968783,0.08472222222222223,0.08387096774193549,20.25,26.1121,4.5,5.11,30,29,30,Tampa Bay Rays,Tampa Bay Rays,Florida,7388543,3538543,6400.0,24025.0,80.0,155.0,9,21,20,30,162,162,Ryan Yarbrough,64,49,8,7,3850000,2300000,2,2,205.0,205.0,8,7,SP,SP,0.5308641975308642,0.6172839506172839,0,0,0,0,3721,13689,61,117,3850000,2300000,3850000,2300000,0.039,0.033,3850000,2300000,178.75689999999997,588.0625,13.37,24.25,3850000,2300000,18900000,18725000,3850000,2300000,86,100,0.0036,1.5011196963456546,0.06,1.22520190023753,1.9043999999999996,1.5129,1.38,1.23,0,0,484,729,22,27,9,81,3,9,15.163583706263967,15.163583706263967,15.163583706263967
HOU,HOU,No,6.4,6.4,2024,2024,2022,1,1,0,0,1296,2116,36,46,0,0,3,5,2,2,64,1024,8,32,49,676,7,26,4.0,5.032140248356465,2.0,2.2432432432432434,0.003965187387700303,0.003623072477143349,0.06296973390209222,0.0601919635594599,0.01586074955080121,0.018231808834945608,0.12593946780418444,0.13502521555230196,1.3224999999999998,11.696399999999999,1.15,3.42,30,29,30,Houston Astros,Houston Astros,Texas,6353886,4253886,2992.09,4664.889999999999,54.7,68.3,0,0,59,72,162,162,Ryne Stanek,1,25,1,5,2100000,1100000,5,4,226.0,226.0,16,15,RP,RP,0.654320987654321,0.5864197530864198,1,4,1,2,3844,6889,62,83,2100000,1100000,2100000,1100000,0.012,0.006,2100000,1100000,5447.9161,1572.1225,73.81,39.65,2100000,1100000,69100000,76100000,2100000,1100000,106,95,4.4521,0.2304,2.11,0.48,1.5129,1.4884,1.23,1.22,2,1,961,1369,31,37,4,9,2,3,14.557447902693651,14.557447902693651,14.557447902693651
OAK,LAA,No,6.3,6.3,2027,2026,2022,1,1,0,0,256,400,16,20,0,0,2,6,5,5,100,289,10,17,100,289,10,17,12.96,2.506944444444444,3.6,1.5833333333333333,0.0009216219514128278,0.002844444444444445,0.03035822707953855,0.05333333333333334,0.011944220490310247,0.007130864197530865,0.10928961748633878,0.08444444444444445,24.1081,37.4544,4.91,6.12,31,30,31,Oakland Athletics,Los Angeles Angels,California,1553219,1314767,334.89000000000004,625.0,18.3,25.0,0,0,16,25,162,162,Sam Selman,0,1,0,1,238452,197442,15,1,190.0,190.0,29,10,RP,RP,0.3703703703703703,0.4753086419753086,0,0,0,0,324,361,18,19,238452,197442,700000,583000,0.005,0.001,700000,583000,0.0,0.0,0.0,0.0,700000,583000,1700000,12625000,700000,583000,60,77,1.583696402499998,0.0025000000000000005,1.2584499999999992,0.05,1.2995999999999999,1.6384,1.14,1.28,9,1,25,144,5,12,0,0,0,0,12.381923311193816,13.458835614025542,13.458835614025542
SF,LAD,No,6.2,6.2,2023,2023,2022,1,1,0,0,144,225,12,15,0,0,7,7,5,5,4,36,2,6,4,25,2,5,100.0,4.0,10.0,2.0,4.124988810967849e-05,0.0008438244444338963,0.006422607578676942,0.029048656499636887,0.004124988810967849,0.0033752977777355853,0.06422607578676942,0.05809731299927377,1.0816000000000001,8.6436,1.04,2.94,32,31,32,San Francisco Giants,Los Angeles Dodgers,California,3379805,3225965,299.29,234.09000000000003,17.3,15.3,4,0,17,18,162,162,Scott Alexander,0,4,0,2,153840,1000000,23,25,195.0,195.0,27,35,RP,RP,0.5,0.654320987654321,4,0,2,0,100,64,10,8,153840,1000000,700000,1000000,0.001,0.004,700000,1000000,0.0,0.0,0.0,0.0,700000,1000000,140700000,160320500,700000,1000000,81,106,1.1236000000000002,0.0256,1.06,0.16,0.5625,1.5376,0.75,1.24,8,7,1,16,1,4,0,0,0,0,11.943668380262661,13.458835614025542,13.458835614025542
KC,KC,No,6.3,6.3,2025,2025,2022,1,1,0,0,2704,3721,52,61,0,0,2,5,2,2,529,400,23,20,324,400,18,20,12.25,10.5625,3.5,3.25,0.0010823873681458187,0.0017532886293932268,0.0328996560490504,0.041872289516973235,0.013259245259786275,0.018519111147965957,0.11514879617167639,0.13608494093016302,4.752400000000001,5.8564,2.18,2.42,29,28,29,Kansas City Royals,Kansas City Royals,Missouri,4255006,1855006,5520.49,5520.49,74.3,74.3,0,0,69,71,162,163,Scott Barlow,16,9,4,3,2400000,650000,4,4,210.0,210.0,9,9,RP/CL,RP/CL,0.4012345679012346,0.4601226993865031,576,256,24,16,5929,8281,77,91,2400000,650000,2400000,650000,0.026,0.007,2400000,650000,8935.920900000001,9087.8089,94.53,95.33,2400000,650000,13975000,41500000,2400000,650000,65,75,7.6729,8.1225,2.77,2.85,1.0,1.44,1.0,1.2,2,2,484,784,22,28,49,25,7,5,14.690979295318174,14.690979295318174,14.690979295318174
NYY,CHC,No,6.2,6.2,2028,0,2022,1,1,0,0,2025,169,45,13,0,0,4,10,2,2,529,36,23,6,256,36,16,6,17.084444444444447,324.0,4.133333333333334,18.0,0.0008640350922668514,5.713211630499182e-05,0.029394473838918283,0.007558578987150417,0.014761559531883451,0.01851080568281735,0.12149715853419557,0.1360544217687075,6.4516,13.5424,2.54,3.68,28,27,28,New York Yankees,Chicago Cubs,New York,911912,210412,3214.8900000000003,216.08999999999997,56.7,14.7,1,0,60,14,162,162,Scott Effross,16,1,4,1,250582,110412,40,17,202.0,202.0,58,21,RP,P,0.6111111111111112,0.4382716049382716,16,0,4,0,3844,324,62,18,250582,110412,701500,570500,0.001,0.001,701500,570500,3760.1424,0.0,61.32,0.0,701500,570500,37400000,24500000,701500,570500,99,71,0.5328999999999999,0.0361,0.73,0.19,1.1236000000000002,0.9025,1.06,0.95,27,3,225,1,15,1,1,4,1,2,12.431541491250652,13.460976178524653,13.460976178524653
WSH,SEA,Si,6.2,6.2,2023,2022,2022,1,1,0,0,1,2500,1,50,0,0,5,4,1,1,0,729,0,27,0,625,0,25,inf,5.310018903591683,inf,2.3043478260869565,0.0021572492015489602,0.0026439782346112345,0.04644619684698587,0.05141962888441762,0.01582215893358649,0.014039574406470617,0.12578616352201258,0.1184887100380058,0.0,20.5209,0.0,4.53,35,34,35,Washington Nationals,Seattle Mariners,Washington DC,23372407,21872407,28.09,2470.09,5.3,49.7,0,0,6,56,162,162,Sean Doolittle,0,1,0,1,1500000,306470,1,0,204.0,204.0,6,4,RP,RP,0.3395061728395062,0.5555555555555556,0,1,0,1,36,2809,6,53,1500000,306470,1500000,1500000,0.012,0.004,1500000,1500000,0.0,164.6089,0.0,12.83,1500000,1500000,23750000,16300000,1500000,1500000,55,90,0.1369,0.42250000000000004,0.37,0.65,0.0361,2.1609,0.19,1.47,1,0,0,529,0,23,0,9,0,3,14.22097566607244,14.22097566607244,14.22097566607244
SD,OAK,No,6.5,6.5,2023,2023,2022,1,1,1,1,24025,32041,155,179,0,0,3,5,5,5,9025,6241,95,79,7569,6084,87,78,9.7344,22.389054134443782,3.12,4.7317073170731705,0.0012363482427040617,0.000645538450476308,0.035161744022503515,0.025407448720332154,0.01203510833377842,0.014452995313579018,0.10970464135021098,0.12022061101815702,24.6016,15.288100000000002,4.96,3.91,29,28,30,San Diego Padres,Oakland Athletics,California,25311750,15561750,24964.0,32148.490000000005,158.0,179.3,28,32,30,32,162,162,Sean Manaea,81,100,9,10,9750000,5950000,2,15,245.0,245.0,7,29,SP,SP,0.5493827160493827,0.5308641975308642,0,0,0,0,24336,37636,156,194,9750000,5950000,9750000,5950000,0.043,0.066,9750000,5950000,63.3616,4886.010000000001,7.96,69.9,9750000,5950000,32500000,21300000,9750000,5950000,89,86,1.583696402499998,9.796899999999999,1.2584499999999992,3.13,1.6900000000000002,1.5129,1.3,1.23,0,9,2500,1681,50,41,64,121,8,11,16.09277784297403,16.09277784297403,16.09277784297403
ARI,ARI,No,6.3,6.3,0,2027,2022,1,1,1,1,729,961,27,31,0,0,3,5,1,1,225,324,15,18,196,144,14,12,3.3611111111111107,8.345679012345679,1.8333333333333333,2.888888888888889,0.002158309288418917,0.0019406547769217335,0.04645760743321719,0.04405286343612335,0.007254317330519136,0.016196081841964097,0.0851722802942315,0.12726382770435635,19.360000000000003,22.752899999999997,4.4,4.77,27,26,28,Arizona Diamondbacks,Arizona Diamondbacks,Arizona,1244438,838412,823.6899999999999,515.29,28.7,22.7,0,0,29,24,162,163,Sean Poppen,4,1,2,1,406026,144149,1,1,210.0,210.0,6,6,RP,RP,0.4567901234567901,0.3251533742331288,0,1,0,1,484,676,22,26,406026,144149,717400,570500,0.005,0.002,717400,570500,0.0,0.0,0.0,0.0,717400,570500,23250000,8500000,717400,570500,74,53,1.583696402499998,1.5011196963456546,1.2584499999999992,1.22520190023753,1.8496000000000004,3.0976,1.36,1.76,1,1,144,81,12,9,4,1,2,1,12.914172475942301,13.48338884408032,13.48338884408032
PHI,PHI,No,6.1,6.1,2025,2025,2022,1,1,0,0,1296,0,36,0,0,0,7,6,2,2,324,0,18,0,289,0,17,0,7.688016528925621,inf,2.772727272727273,inf,0.0022973120499712833,0.0023432912533737143,0.04793028322440087,0.04840755368094647,0.017661773012279232,0.012345679012345678,0.1328976034858388,0.1111111111111111,9.0,0.0,3.0,0.0,27,26,27,Philadelphia Phillies,Philadelphia Phillies,Pennsylvania,2566493,1841493,2601.0,1.0,51.0,1.0,0,0,54,1,162,162,Seranthony Dominguez,25,0,5,0,725000,610116,8,7,185.0,185.0,15,14,RP/CL,RP/CL,0.5370370370370371,0.5061728395061729,81,0,9,0,3721,1,61,1,725000,610116,725000,727500,0.003,0.003,725000,727500,7267.5625,0.0,85.25,0.0,725000,727500,204150000,158800000,725000,727500,87,82,2.8560999999999996,0.0016,1.69,0.04,1.2995999999999999,0.0,1.14,0.0,2,2,484,0,22,0,36,0,6,0,13.493926933836812,13.493926933836812,13.493926933836812
NYM,NYM,No,6.4,6.4,2023,2023,2022,1,1,0,0,3364,1681,58,41,0,0,6,9,2,2,676,324,26,18,676,324,26,18,14.694444444444446,8.379501385041552,3.8333333333333335,2.8947368421052633,0.0009467455621301776,0.002079027342319454,0.03076923076923077,0.045596352291816654,0.013911900065746219,0.017421212494505123,0.11794871794871795,0.13198944084473244,12.96,12.25,3.6,3.5,32,31,32,New York Mets,New York Mets,New York,9537502,5612502,4225.0,2143.6899999999996,65.0,46.3,0,0,62,46,162,162,Seth Lugo,4,9,2,3,3925000,2925000,5,5,225.0,225.0,10,9,RP,RP,0.6234567901234568,0.4753086419753086,9,1,3,1,4761,3025,69,55,3925000,2925000,3925000,2925000,0.015,0.015,3925000,2925000,1308.9924,0.0,36.18,0.0,3925000,2925000,259270000,94150000,3925000,2925000,101,77,0.5476,0.4760999999999999,0.74,0.69,1.3688999999999998,1.6641000000000001,1.17,1.29,2,2,324,361,18,19,16,16,4,4,15.182876909198646,15.182876909198646,15.182876909198646
TB,TB,No,6.2,6.2,2028,0,2022,1,1,1,1,729,36,27,6,0,0,4,7,2,2,225,9,15,3,225,9,15,3,11.111111111111112,36.0,3.3333333333333335,6.0,0.0013717421124828531,0.0006281367579349375,0.037037037037037035,0.02506265664160401,0.015241579027587257,0.02261292328565775,0.12345679012345678,0.15037593984962405,25.0,4.120899999999999,5.0,2.03,22,21,23,Tampa Bay Rays,Tampa Bay Rays,Florida,4840971,4139871,729.0,176.89000000000001,27.0,13.3,6,3,6,3,162,162,Shane Baz,4,0,2,0,701100,39871,2,2,190.0,190.0,8,7,SP,SP,0.5308641975308642,0.6172839506172839,0,0,0,0,900,324,30,18,701100,39871,701100,570500,0.007,0.001,701100,570500,0.0,0.0,0.0,0.0,701100,570500,18900000,18725000,701100,570500,86,100,0.0144,0.17639999999999997,0.12,0.42,1.7689000000000001,0.4624000000000001,1.33,0.68,0,0,81,9,9,3,1,4,1,2,13.46040580919506,13.46040580919506,13.46040580919506
TB,TB,No,6.1,6.1,2028,2027,2022,1,1,1,1,13456,14400,116,120,0,0,4,7,2,2,2704,2401,52,49,2209,2209,47,47,26.063711911357345,14.52227903579255,5.105263157894737,3.810810810810811,0.0006446109460233015,0.0011117119552862143,0.02538918955034409,0.03334234477786789,0.01680095399205885,0.016144591222092934,0.12961849402017772,0.12706136793728035,6.4516,11.7649,2.54,3.43,24,23,25,Tampa Bay Rays,Tampa Bay Rays,Florida,3423019,2711619,27655.690000000002,15202.89,166.3,123.3,28,25,29,25,162,162,Shane McClanahan,64,36,8,6,711400,481519,2,2,200.0,200.0,8,7,SP,SP,0.5308641975308642,0.6172839506172839,0,0,0,0,37636,19881,194,141,711400,481519,711400,570500,0.007,0.007,711400,570500,9166.147599999998,5107.9609,95.74,71.47,711400,570500,18900000,18725000,711400,570500,86,100,17.139599999999998,2.6895999999999995,4.14,1.64,0.8649000000000001,1.6129,0.93,1.27,0,0,1444,1369,38,37,144,100,12,10,13.474990138496493,13.474990138496493,13.474990138496493
SF,PIT,No,6.3,6.3,2023,2022,2022,1,1,0,0,36,256,6,16,0,0,7,2,5,2,25,169,5,13,25,169,5,13,21.777777777777782,0.5289256198347108,4.666666666666667,0.7272727272727273,0.0022675736961451243,0.009261746918555566,0.047619047619047616,0.09623797025371829,0.04938271604938271,0.004898775229649225,0.2222222222222222,0.0699912510936133,41.344899999999996,85.3776,6.43,9.24,31,30,31,San Francisco Giants,Pittsburgh Pirates,California,21632936,21582938,49.0,161.29,7.0,12.7,0,0,4,13,162,161,Shelby Miller,1,1,1,1,49998,98144,23,9,225.0,225.0,27,17,SP,RP,0.5,0.3726708074534161,0,0,0,0,196,64,14,8,49998,98144,700000,570500,0.0,0.002,700000,570500,0.0,0.0,0.0,0.0,700000,570500,140700000,1500000,700000,570500,81,60,1.583696402499998,1.5011196963456546,1.2584499999999992,1.22520190023753,1.6641000000000001,4.536899999999999,1.29,2.13,8,5,9,121,3,11,0,0,0,0,10.819738283610262,13.458835614025542,13.458835614025542
LAA,LAA,No,6.4,6.4,2024,2024,2022,2,2,1,0,15376,9604,124,98,0,0,9,6,5,5,2025,2304,45,48,1849,2116,43,46,24.773243801652896,12.570247933884298,4.9772727272727275,3.5454545454545454,0.0008673695227137913,0.0014077693408328753,0.029451137884872823,0.03752025240897075,0.021487556652312056,0.01769600964799011,0.1465863453815261,0.1330263494499872,5.4289000000000005,10.112400000000001,2.33,3.18,26,26,27,Los Angeles Angels,Los Angeles Angels,California,12269259,6769259,27556.0,16978.090000000004,166.0,130.3,153,149,157,158,162,162,Shohei Ohtani,81,4,9,2,5500000,3000000,1,1,210.0,210.0,10,10,SP,SP,0.4506172839506173,0.4753086419753086,0,0,0,0,47961,24336,219,156,5500000,3000000,5500000,3000000,0.031,0.017,5500000,3000000,9856.5184,9948.067599999998,99.28,99.74,4250000,4250000,123750000,12625000,8500000,8500000,73,77,33.292899999999996,16.6464,5.77,4.08,1.0201,1.1881000000000002,1.01,1.09,1,1,1936,1936,44,44,225,81,15,9,15.520258650202699,15.520258650202699,15.520258650202699
ATL,ATL,No,6.0,6.0,0,0,2022,1,1,0,0,7396,4,86,2,0,0,6,6,1,1,1764,1,42,1,1521,1,39,1,20.150123456790123,inf,4.488888888888889,inf,0.0014413467021122648,0.0023337767509160074,0.037965072133637055,0.04830917874396135,0.02904331399159944,0.012244383624579467,0.17042099046654857,0.1106543429991768,7.1289,14.8996,2.67,3.86,23,22,23,Atlanta Braves,Atlanta Braves,Georgia,1667934,457934,17344.889999999996,5.289999999999999,131.7,2.3,20,0,31,2,162,161,Spencer Strider,25,0,5,0,1210000,6134,18,18,195.0,195.0,28,27,SP,P,0.6234567901234568,0.546583850931677,0,0,0,0,40804,0,202,0,710000,6134,710000,570500,0.004,0.0,710000,570500,8397.8896,0.0,91.64,0.0,710000,570500,61250000,94240000,710000,570500,101,88,14.5161,0.0004,3.81,0.02,1.0,1.6641000000000001,1.0,1.29,4,4,2025,1,45,1,121,1,11,1,13.473020249017498,13.473020249017498,13.473020249017498
BAL,BAL,No,6.2,6.2,2028,0,2022,1,1,0,0,14161,5476,119,74,0,0,3,3,1,1,3481,2500,59,50,3025,2401,55,49,4.41,3.3933518005540164,2.1,1.8421052631578947,0.0010020762016822657,0.0014895240863265443,0.03165558721114277,0.0385943530367662,0.004419156049418792,0.005054479240304755,0.06647673314339982,0.07109486085720089,22.090000000000003,65.12490000000001,4.7,8.07,29,28,29,Baltimore Orioles,Baltimore Orioles,Maryland,796896,239226,11088.09,2992.09,105.3,54.7,20,10,23,16,162,162,Spenser Watkins,36,49,6,7,557670,239226,7,7,185.0,185.0,14,14,SP,SP,0.5123456790123457,0.3209876543209876,0,0,0,0,3969,1225,63,35,557670,239226,700000,570500,0.012,0.006,700000,570500,676.0,0.0,26.0,0.0,700000,570500,7900000,3300000,700000,570500,83,52,0.0016,1.5011196963456546,0.04,1.22520190023753,1.9880999999999998,2.8899999999999997,1.41,1.7,3,3,900,361,30,19,25,4,5,2,13.2315226685693,13.458835614025542,13.458835614025542
