Acronimo_t,Acronimo_t_1,Agente_libre,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,Bateos_en_contra_2_t,Bateos_en_contra_2_t_1,Bateos_en_contra_t,Bateos_en_contra_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_en_contra_2_t,Carreras_en_contra_2_t_1,Carreras_en_contra_t,Carreras_en_contra_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pago_efectivo_t,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
WSH,WSH,No,6.2,6.2,2026,0,2021,1,1,0,0,4096,441,64,21,0,0,6,10,1,1,1521,100,39,10,676,64,26,8,4.0,4.313609467455622,2.0,2.076923076923077,0.003276309673616071,0.003419855682090216,0.05723905723905724,0.058479532163742694,0.013105238694464285,0.014751921847596258,0.11447811447811448,0.12145748987854252,12.6025,8.526399999999999,3.55,2.92,29,28,29,Washington Nationals,Washington Nationals,Washington DC,991103,408703,4356.0,610.0899999999999,66.0,24.7,0,0,68,25,162,62,Kyle Finnegan,81,0,9,0,582400,208703,1,1,200.0,200,6,6,RP/CL,RP/CL,0.4012345679012346,0.4193548387096774,121,0,11,0,4624,729,68,27,582400,208704,582400,563500,0.004,0.003,582400,563500,410.46760000000006,3689.3476,20.26,60.74,582400,563500,28000000,316750000,582400,563500,65,26,1.5011196963456546,0.8464,1.22520190023753,0.92,2.2201,1.9043999999999996,1.49,1.38,1,1,1156,169,34,13,25,1,5,1,13.274912775864614,13.274912775864614,13.274912775864614
PHI,TEX,Si,6.6,6.6,2023,2023,2021,3,3,1,0,24964,5329,158,73,0,0,6,4,2,2,6084,1936,78,44,5625,1600,75,40,5.865478515625,3.7377777777777776,2.421875,1.9333333333333333,0.0015266242372469479,0.002453168401915336,0.03907203907203907,0.049529470034670633,0.008954381665004375,0.009169398337825768,0.09462759462759462,0.09575697540036322,13.7641,28.622499999999995,3.71,5.35,32,32,33,Philadelphia Phillies,Texas Rangers,Pennsylvania,34932074,23432074,33124.0,4529.29,182.0,67.3,30,12,31,12,162,59,Kyle Gibson,81,36,9,6,1500000,4629629,7,2,215.0,215,14,8,SP,SP,0.5061728395061729,0.3728813559322034,0,0,0,0,24025,3364,155,58,11500000,4629630,10000000,11000000,0.058,0.072,11500000,11555555,5572.6225,823.6899999999999,74.65,28.7,9333333,9333333,158800000,55750000,28000000,28000000,82,22,9.672099999999999,0.38616860499155536,3.11,0.6214246575342464,1.4884,2.3409,1.22,1.53,2,0,4096,900,64,30,100,4,10,2,16.25785759333348,16.11809565095832,16.25785759333348
CHC,CHC,No,6.3,6.3,2024,2024,2021,4,4,2,1,40000,5329,200,73,0,0,10,4,2,2,10201,676,101,26,9216,676,96,26,8.864152892561982,64.0,2.977272727272727,8.0,0.0007295636448185719,0.00011954016856919517,0.027010435850214856,0.010933442667760012,0.006466963692526608,0.007650570788428491,0.08041743400859423,0.0874675413420801,22.752899999999997,8.2944,4.77,2.88,29,29,31,Chicago Cubs,Chicago Cubs,Illinois,32149468,18149468,32761.0,6609.69,181.0,81.3,32,12,32,12,162,58,Kyle Hendricks,49,25,7,5,14000000,4444444,17,17,190.0,190,21,21,SP,SP,0.4382716049382716,0.5517241379310345,0,0,0,0,17161,4096,131,64,14000000,4444444,14000000,12000000,0.097,0.051,14000000,12000000,562.1641000000001,6220.476900000001,23.71,78.87,13875000,13875000,24500000,2650000,55500000,55500000,71,32,0.7921,3.9204,0.89,1.98,1.8225000000000002,1.0,1.35,1.0,3,3,1936,64,44,8,196,36,14,6,16.454567887579532,16.454567887579532,16.454567887579532
WSH,WSH,No,6.3,6.3,2025,2025,2021,1,1,0,0,441,81,21,9,0,0,6,10,1,1,196,36,14,6,196,36,14,6,6.25,10.240000000000002,2.5,3.2,0.0026886145404663923,0.002550760126517702,0.05185185185185185,0.050505050505050504,0.01680384087791495,0.026119783695541274,0.12962962962962962,0.16161616161616163,17.64,24.1081,4.2,4.91,29,28,29,Washington Nationals,Washington Nationals,Washington DC,1006526,546476,900.0,121.0,30.0,11.0,0,0,27,9,162,62,Kyle McGowin,0,0,0,0,460050,80990,1,1,195.0,195,6,6,RP,RP,0.4012345679012346,0.4193548387096774,0,1,0,1,1225,256,35,16,460050,80990,570500,563500,0.003,0.001,570500,563500,0.0,0.0,0.0,0.0,570500,563500,28000000,316750000,570500,563500,65,26,0.028900000000000006,0.06760000000000001,0.17,0.26,1.3688999999999998,1.6129,1.17,1.27,1,1,196,25,14,5,0,1,0,1,13.039090458210508,13.254268448284268,13.254268448284268
KC,KC,No,6.3,6.3,2026,2026,2021,1,1,0,0,2116,196,46,14,0,0,5,3,2,2,1024,16,32,4,900,16,30,4,2.3511111111111114,6.760000000000001,1.5333333333333334,2.6,0.0038103947568968143,0.0023337767509160074,0.06172839506172839,0.04830917874396135,0.008958661450659622,0.01577633083619221,0.09465020576131687,0.12560386473429952,25.0,2.4649,5.0,1.57,29,28,29,Kansas City Royals,Kansas City Royals,Missouri,3982411,3393711,2916.0,529.0,54.0,23.0,2,1,52,16,163,59,Kyle Zimmer,1,0,1,0,588700,208703,4,4,225.0,225,9,9,RP,RP,0.4601226993865031,0.423728813559322,4,0,2,0,2116,676,46,26,588700,208704,588700,563500,0.006,0.006,588700,563500,557.9044,0.0,23.62,0.0,588700,563500,41500000,7550000,588700,563500,75,25,1.5011196963456546,0.5184,1.22520190023753,0.72,1.9880999999999998,1.0816000000000001,1.41,1.04,2,2,900,100,30,10,16,1,4,1,13.285671995016353,13.285671995016353,13.285671995016353
CHW,TEX,Si,6.5,6.5,0,0,2021,3,3,3,2,15129,4096,123,64,1333334,1333333,2,4,2,2,2704,1156,52,34,2209,961,47,31,15.29679012345679,12.6736,3.911111111111111,3.56,0.0010142399285975091,0.0010935444136502335,0.03184713375796178,0.03306878306878307,0.015514615322585894,0.013859144480837601,0.12455767869780608,0.11772486772486772,7.2360999999999995,11.0224,2.69,3.32,31,31,34,Chicago White Sox,Texas Rangers,Illinois,61440917,53440917,24649.0,7056.0,157.0,84.0,28,13,28,13,162,59,Lance Lynn,36,9,6,3,8000000,4703704,6,2,270.0,270,11,8,SP,SP,0.5740740740740741,0.3728813559322034,0,0,0,0,30976,7921,176,89,9333334,5037037,8000000,10000000,0.066,0.078,9333334,11333333,8609.984100000001,5176.802500000001,92.79,71.95,10000000,10000000,57000000,55750000,30000000,30000000,93,22,28.5156,4.7961,5.34,2.19,1.1449,1.1236000000000002,1.07,1.06,3,0,2025,625,45,25,121,36,11,6,16.04910285089994,15.89495209964411,16.04910285089994
HOU,HOU,No,6.1,6.1,2027,2022,2021,5,1,0,0,14884,1936,122,44,583333,0,5,3,2,2,3481,841,59,29,3249,576,57,24,5.925380886426592,7.839999999999999,2.4342105263157894,2.8,0.002707105156023438,0.0016324864809713297,0.052029848702676795,0.04040404040404041,0.016040629149048163,0.012798694010815225,0.1266516053946738,0.11313131313131314,9.985600000000002,15.4449,3.16,3.93,27,26,27,Houston Astros,Houston Astros,Texas,21963232,11963232,26341.290000000005,3025.0,162.3,55.0,28,11,30,11,162,60,Lance McCullers,25,9,5,3,10000000,1518519,4,3,202.0,202,15,14,SP,SP,0.5864197530864198,0.4833333333333333,0,0,0,0,34225,3136,185,56,7083333,1518519,6500000,4100000,0.036,0.018,7083333,4100000,4517.1840999999995,3824.1856000000002,67.21,61.84,17000000,4100000,76100000,15650000,85000000,4100000,95,29,11.4921,0.17639999999999997,3.39,0.42,1.4884,1.3456,1.22,1.16,1,1,5776,400,76,20,169,9,13,3,15.773255117607766,15.687312734865866,15.773255117607766
CHW,OAK,Si,6.0,6.0,2025,2021,2021,3,1,1,1,2025,196,45,14,333333,0,2,2,2,5,529,36,23,6,400,25,20,5,260.59183673469386,152.11111111111111,16.142857142857142,12.333333333333334,0.00012000362459927361,0.0001735867004813559,0.010954616588419406,0.013175230566534914,0.0312719649491454,0.026404465884330687,0.17683881064162754,0.16249451032059725,6.4516,3.1684,2.54,1.78,31,30,32,Chicago White Sox,Oakland Athletics,Illinois,20819843,8819843,5041.0,640.09,71.0,25.3,0,0,69,24,162,60,Liam Hendriks,9,1,3,1,12000000,1962963,6,15,235.0,235,11,29,RP/CL,RP/CL,0.5740740740740741,0.6,1444,196,38,14,12769,1369,113,37,11333333,1962963,11000000,5300000,0.08,0.054,11333333,5300000,5671.596100000001,9860.49,75.31,99.3,18000000,5300000,57000000,7500000,54000000,5300000,93,36,6.708099999999999,1.9880999999999998,2.59,1.41,0.5328999999999999,0.4489000000000001,0.73,0.67,3,9,49,9,7,3,64,9,8,3,16.24325876450056,16.213405830762646,16.24325876450056
SF,SF,No,6.2,6.2,2026,0,2021,1,1,0,0,16384,3721,128,61,0,0,8,3,5,5,2809,1444,53,38,2500,1089,50,33,19.26234567901235,3.6736111111111116,4.388888888888889,1.9166666666666667,0.0007275078445806803,0.002411780644028337,0.026972353337828724,0.04910988336402701,0.014013507586506253,0.008859944171465212,0.11837866187158162,0.09412727644771844,9.1809,29.920899999999996,3.03,5.47,24,23,24,San Francisco Giants,San Francisco Giants,California,1345877,781757,21992.890000000003,2948.49,148.3,54.3,26,11,28,13,163,60,Logan Webb,9,16,3,4,564120,209861,23,23,220.0,220,27,26,SP,SP,0.6625766871165644,0.4833333333333333,0,0,0,0,24964,2116,158,46,564120,209861,583000,566625,0.003,0.003,583000,566625,9271.7641,1550.7844000000002,96.29,39.38,583000,566625,36200000,18250000,583000,566625,108,29,14.2884,0.38616860499155536,3.78,0.6214246575342464,1.2321000000000002,2.4336,1.11,1.56,8,8,1296,576,36,24,121,9,11,3,13.243022273806176,13.27594246533263,13.27594246533263
OAK,OAK,No,6.5,6.5,2025,2025,2021,1,1,0,0,3364,256,58,16,0,0,5,2,5,5,1024,100,32,10,676,100,26,10,3.8832179930795854,6.760000000000001,1.9705882352941178,2.6,0.0026274704444236695,0.002274066387729683,0.05125885722900648,0.04768717215069146,0.010203040506070805,0.015372688781052659,0.101010101010101,0.1239866475917978,10.112400000000001,14.8996,3.18,3.86,29,28,29,Oakland Athletics,Oakland Athletics,California,2255216,1342716,5431.6900000000005,542.89,73.7,23.3,0,0,71,20,162,60,Lou Trivino,64,0,8,0,912500,210556,15,15,235.0,235,29,29,RP,RP,0.5308641975308642,0.6,484,0,22,0,4489,676,67,26,912500,210556,912500,568500,0.01,0.006,912500,568500,7074.4920999999995,499.52250000000004,84.11,22.35,912500,568500,21300000,7500000,912500,568500,86,36,1.3456,0.0529,1.16,0.23,1.5625,1.2321000000000002,1.25,1.11,9,9,1156,100,34,10,49,0,7,0,13.723943364438783,13.723943364438783,13.723943364438783
CHW,CHW,No,6.6,6.6,2024,2024,2021,1,1,0,0,21025,2209,145,47,0,0,2,5,2,2,5476,961,74,31,4900,784,70,28,14.941198224852071,12.001275510204083,3.8653846153846154,3.4642857142857144,0.0010453760918134648,0.0018516310259578126,0.0323322763166076,0.04303058244966959,0.015619171407306134,0.022221934085761556,0.12497668345457938,0.14907023205778394,12.460899999999999,12.1104,3.53,3.48,26,25,26,Chicago White Sox,Chicago White Sox,Illinois,8663212,4513212,31933.689999999995,5227.29,178.7,72.3,31,12,31,12,162,60,Lucas Giolito,81,9,9,3,4150000,232222,6,6,245.0,245,11,10,SP,SP,0.5740740740740741,0.5833333333333334,0,0,0,0,40401,9409,201,97,4150000,232222,4150000,627000,0.029,0.004,4150000,627000,7477.0608999999995,7509.955599999999,86.47,86.66,4150000,627000,57000000,151500000,4150000,627000,93,35,17.64,0.6723999999999999,4.2,0.82,1.2100000000000002,1.0816000000000001,1.1,1.04,3,3,2704,784,52,28,121,16,11,4,15.238618892206881,15.238618892206881,15.238618892206881
CIN,CIN,No,6.2,6.2,2025,2025,2021,1,1,1,1,1156,169,34,13,0,0,1,4,2,2,676,100,26,10,529,49,23,7,17.82716049382716,9.553719008264462,4.222222222222222,3.090909090909091,0.0018107741059302852,0.00226169534814127,0.0425531914893617,0.04755728491137052,0.032280960604485584,0.02160760183844056,0.17966903073286053,0.14699524427150887,19.360000000000003,6.0516,4.4,2.46,26,25,27,Cincinnati Reds,Cincinnati Reds,Ohio,3019883,2421383,2209.0,660.49,47.0,25.7,0,0,47,20,163,59,Lucas Sims,9,0,3,0,598500,213889,10,10,225.0,225,16,16,RP,RP,0.50920245398773,0.5254237288135594,49,0,7,0,5776,1156,76,34,598500,213889,598500,577500,0.005,0.004,598500,577500,0.0,7072.8099999999995,0.0,84.1,598500,577500,1500000,144825000,598500,577500,83,31,0.5041,0.2916,0.71,0.54,1.2321000000000002,0.8835999999999999,1.11,0.94,5,5,324,121,18,11,25,9,5,3,13.302181803980165,13.302181803980165,13.302181803980165
CIN,CIN,No,6.2,6.2,2024,2024,2021,1,1,0,0,32761,3844,181,62,0,0,1,4,2,2,8836,961,94,31,6889,625,83,25,6.5536,13.751736111111112,2.56,3.7083333333333335,0.00197110138301619,0.00145124716553288,0.04439708755105665,0.0380952380952381,0.0129178100237349,0.019957168052406146,0.11365654413070503,0.14126984126984127,15.8404,10.3041,3.98,3.21,28,27,28,Cincinnati Reds,Cincinnati Reds,Ohio,5853464,1653464,35231.28999999999,4900.0,187.7,70.0,33,12,33,12,163,59,Luis Castillo,256,36,16,6,4200000,245741,10,10,200.0,200,16,16,SP,SP,0.50920245398773,0.5254237288135594,0,0,0,0,36864,7921,192,89,4200000,245741,4200000,663500,0.033,0.004,4200000,663500,6272.64,6725.6401000000005,79.2,82.01,4200000,663500,1500000,144825000,4200000,663500,83,31,19.9809,1.2100000000000002,4.47,1.1,1.8496000000000004,1.5129,1.36,1.23,5,5,5625,576,75,24,64,16,8,4,15.250595083253597,15.250595083253597,15.250595083253597
CIN,NYY,No,6.0,6.0,2024,2024,2021,1,1,1,1,3025,400,55,20,0,0,1,2,2,2,576,100,24,10,324,64,18,8,8.077562326869806,5.897959183673469,2.8421052631578947,2.4285714285714284,0.001064666579900764,0.0012846700325021521,0.03262922891980079,0.03584229390681004,0.008599910656483734,0.007576931416186162,0.0927357032457496,0.08704557091653867,6.300099999999999,11.0224,2.51,3.32,28,27,29,Cincinnati Reds,New York Yankees,Ohio,3459058,1737273,4186.09,470.89,64.7,21.7,0,0,53,16,163,60,Luis Cessa,4,0,2,0,1050000,331481,10,40,208.0,208,16,56,RP,RP,0.50920245398773,0.55,0,1,0,1,2916,289,54,17,378215,331481,1050000,895000,0.003,0.003,1050000,895000,4788.64,0.0,69.2,0.0,1050000,895000,1500000,336500000,1050000,895000,83,33,0.5041,0.0625,0.71,0.25,1.2995999999999999,1.5625,1.14,1.25,5,27,361,49,19,7,25,0,5,0,12.843218095974729,13.864300722133706,13.864300722133706
HOU,WSH,No,6.1,6.2,2027,0,2021,1,1,0,1,17424,49,132,7,0,0,5,10,2,1,3844,16,62,4,3249,16,57,4,11.1556,3.24,3.34,1.8,0.0012797115165779794,0.00204006857894535,0.035773055734420835,0.045167118337850046,0.014275949794337306,0.006609822195782933,0.11948200615296559,0.08130081300813008,10.889999999999999,8.526399999999999,3.3,2.92,24,19,24,Houston Astros,Washington Nationals,Texas,673550,1440175,24118.090000000004,151.29000000000002,155.3,12.3,28,1,30,5,162,62,Luis Garcia,64,1,8,1,580100,140175,4,1,244.0,211,15,6,RP,SS,0.5864197530864198,0.4193548387096774,0,0,0,0,27889,81,167,9,580100,140175,580100,563500,0.003,0.002,580100,563500,0.0,0.0,0.0,0.0,580100,563500,76100000,316750000,580100,563500,95,26,6.864400000000001,0.10890000000000001,2.62,0.33,1.3688999999999998,0.9409,1.17,0.97,1,1,2500,25,50,5,121,0,11,0,13.270955781454155,13.270955781454155,13.270955781454155
WSH,HOU,No,6.2,6.1,0,0,2021,1,1,1,0,17424,49,132,7,0,0,6,3,1,2,3844,16,62,4,3249,16,57,4,11.1556,3.24,3.34,1.8,0.0012797115165779794,0.00204006857894535,0.035773055734420835,0.045167118337850046,0.014275949794337306,0.006609822195782933,0.11948200615296559,0.08130081300813008,10.889999999999999,8.526399999999999,3.3,2.92,20,23,21,Washington Nationals,Houston Astros,Washington DC,1743808,93450,24118.090000000004,151.29000000000002,155.3,12.3,28,1,30,5,162,60,Luis Garcia,64,1,8,1,303633,93450,1,3,211.0,244,6,14,SS,RP,0.4012345679012346,0.4833333333333333,0,0,0,0,27889,81,167,9,303633,93450,570500,18690,0.002,0.001,570500,18690,0.0,0.0,0.0,0.0,570500,563500,28000000,15650000,570500,563500,65,29,6.864400000000001,0.10890000000000001,2.62,0.33,1.3688999999999998,0.9409,1.17,0.97,1,1,2500,25,50,5,121,0,11,0,12.623575014248841,13.254268448284268,13.254268448284268
STL,WSH,No,6.2,6.2,2022,0,2021,1,1,1,1,17424,49,132,7,0,0,2,10,2,1,3844,16,62,4,3249,16,57,4,11.1556,3.24,3.34,1.8,0.0012797115165779794,0.00204006857894535,0.035773055734420835,0.045167118337850046,0.014275949794337306,0.006609822195782933,0.11948200615296559,0.08130081300813008,10.889999999999999,8.526399999999999,3.3,2.92,33,19,34,St. Louis Cardinals,Washington Nationals,Missouri,4617010,1440175,24118.090000000004,151.29000000000002,155.3,12.3,28,1,30,5,161,62,Luis Garcia,64,1,8,1,263762,140175,23,1,240.0,211,31,6,RP,SS,0.5527950310559007,0.4193548387096774,0,0,0,0,27889,81,167,9,263762,140175,570500,563500,0.002,0.002,570500,563500,0.0,0.0,0.0,0.0,570500,563500,17000000,316750000,570500,563500,89,26,6.864400000000001,0.10890000000000001,2.62,0.33,1.3688999999999998,0.9409,1.17,0.97,11,1,2500,25,50,5,121,0,11,0,12.48280246036776,13.254268448284268,13.254268448284268
STL,HOU,No,6.2,6.1,2022,0,2021,1,1,1,0,17424,49,132,7,0,0,2,3,2,2,3844,16,62,4,3249,16,57,4,11.1556,3.24,3.34,1.8,0.0012797115165779794,0.00204006857894535,0.035773055734420835,0.045167118337850046,0.014275949794337306,0.006609822195782933,0.11948200615296559,0.08130081300813008,10.889999999999999,8.526399999999999,3.3,2.92,33,23,34,St. Louis Cardinals,Houston Astros,Missouri,4617010,93450,24118.090000000004,151.29000000000002,155.3,12.3,28,1,30,5,161,60,Luis Garcia,64,1,8,1,263762,93450,23,3,240.0,244,31,14,RP,RP,0.5527950310559007,0.4833333333333333,0,0,0,0,27889,81,167,9,263762,93450,570500,18690,0.002,0.001,570500,18690,0.0,0.0,0.0,0.0,570500,563500,17000000,15650000,570500,563500,89,29,6.864400000000001,0.10890000000000001,2.62,0.33,1.3688999999999998,0.9409,1.17,0.97,11,1,2500,25,50,5,121,0,11,0,12.48280246036776,13.254268448284268,13.254268448284268
HOU,WSH,No,6.1,6.2,2027,0,2021,1,1,0,1,625,49,25,7,0,0,5,10,2,1,144,16,12,4,144,16,12,4,18.0625,3.24,4.25,1.8,0.0007125354695146711,0.00204006857894535,0.026693360026693362,0.045167118337850046,0.012870171918108747,0.006609822195782933,0.11344678011344679,0.08130081300813008,10.497600000000002,8.526399999999999,3.24,2.92,24,19,24,Houston Astros,Washington Nationals,Texas,673550,1440175,1108.8899999999999,151.29000000000002,33.3,12.3,0,1,34,5,162,62,Luis Garcia,1,1,1,1,580100,140175,4,1,244.0,211,15,6,RP,SS,0.5864197530864198,0.4193548387096774,4,0,2,0,1156,81,34,9,580100,140175,580100,563500,0.003,0.002,580100,563500,0.0,0.0,0.0,0.0,580100,563500,76100000,316750000,580100,563500,95,26,0.12249999999999998,0.10890000000000001,0.35,0.33,0.9801,0.9409,0.99,0.97,1,1,64,25,8,5,1,0,1,0,13.270955781454155,13.270955781454155,13.270955781454155
HOU,HOU,No,6.1,6.1,2027,0,2021,1,1,0,0,625,49,25,7,0,0,5,3,2,2,144,16,12,4,144,16,12,4,18.0625,3.24,4.25,1.8,0.0007125354695146711,0.00204006857894535,0.026693360026693362,0.045167118337850046,0.012870171918108747,0.006609822195782933,0.11344678011344679,0.08130081300813008,10.497600000000002,8.526399999999999,3.24,2.92,24,23,24,Houston Astros,Houston Astros,Texas,673550,93450,1108.8899999999999,151.29000000000002,33.3,12.3,0,1,34,5,162,60,Luis Garcia,1,1,1,1,580100,93450,4,3,244.0,244,15,14,RP,RP,0.5864197530864198,0.4833333333333333,4,0,2,0,1156,81,34,9,580100,93450,580100,18690,0.003,0.001,580100,18690,0.0,0.0,0.0,0.0,580100,563500,76100000,15650000,580100,563500,95,29,0.12249999999999998,0.10890000000000001,0.35,0.33,0.9801,0.9409,0.99,0.97,1,1,64,25,8,5,1,0,1,0,13.270955781454155,13.270955781454155,13.270955781454155
HOU,HOU,No,6.1,6.1,2027,0,2021,1,1,0,0,17424,49,132,7,0,0,5,3,2,2,3844,16,62,4,3249,16,57,4,11.1556,3.24,3.34,1.8,0.0012797115165779794,0.00204006857894535,0.035773055734420835,0.045167118337850046,0.014275949794337306,0.006609822195782933,0.11948200615296559,0.08130081300813008,10.889999999999999,8.526399999999999,3.3,2.92,24,23,24,Houston Astros,Houston Astros,Texas,673550,93450,24118.090000000004,151.29000000000002,155.3,12.3,28,1,30,5,162,60,Luis Garcia,64,1,8,1,580100,93450,4,3,244.0,244,15,14,RP,RP,0.5864197530864198,0.4833333333333333,0,0,0,0,27889,81,167,9,580100,93450,580100,18690,0.003,0.001,580100,18690,0.0,0.0,0.0,0.0,580100,563500,76100000,15650000,580100,563500,95,29,6.864400000000001,0.10890000000000001,2.62,0.33,1.3688999999999998,0.9409,1.17,0.97,1,1,2500,25,50,5,121,0,11,0,13.270955781454155,13.270955781454155,13.270955781454155
STL,HOU,No,6.2,6.1,2022,0,2021,1,1,1,0,625,49,25,7,0,0,2,3,2,2,144,16,12,4,144,16,12,4,18.0625,3.24,4.25,1.8,0.0007125354695146711,0.00204006857894535,0.026693360026693362,0.045167118337850046,0.012870171918108747,0.006609822195782933,0.11344678011344679,0.08130081300813008,10.497600000000002,8.526399999999999,3.24,2.92,33,23,34,St. Louis Cardinals,Houston Astros,Missouri,4617010,93450,1108.8899999999999,151.29000000000002,33.3,12.3,0,1,34,5,161,60,Luis Garcia,1,1,1,1,263762,93450,23,3,240.0,244,31,14,RP,RP,0.5527950310559007,0.4833333333333333,4,0,2,0,1156,81,34,9,263762,93450,570500,18690,0.002,0.001,570500,18690,0.0,0.0,0.0,0.0,570500,563500,17000000,15650000,570500,563500,89,29,0.12249999999999998,0.10890000000000001,0.35,0.33,0.9801,0.9409,0.99,0.97,11,1,64,25,8,5,1,0,1,0,12.48280246036776,13.254268448284268,13.254268448284268
WSH,WSH,No,6.2,6.2,0,0,2021,1,1,1,1,625,49,25,7,0,0,6,10,1,1,144,16,12,4,144,16,12,4,18.0625,3.24,4.25,1.8,0.0007125354695146711,0.00204006857894535,0.026693360026693362,0.045167118337850046,0.012870171918108747,0.006609822195782933,0.11344678011344679,0.08130081300813008,10.497600000000002,8.526399999999999,3.24,2.92,20,19,21,Washington Nationals,Washington Nationals,Washington DC,1743808,1440175,1108.8899999999999,151.29000000000002,33.3,12.3,0,1,34,5,162,62,Luis Garcia,1,1,1,1,303633,140175,1,1,211.0,211,6,6,SS,SS,0.4012345679012346,0.4193548387096774,4,0,2,0,1156,81,34,9,303633,140175,570500,563500,0.002,0.002,570500,563500,0.0,0.0,0.0,0.0,570500,563500,28000000,316750000,570500,563500,65,26,0.12249999999999998,0.10890000000000001,0.35,0.33,0.9801,0.9409,0.99,0.97,1,1,64,25,8,5,1,0,1,0,12.623575014248841,13.254268448284268,13.254268448284268
WSH,WSH,No,6.2,6.2,0,0,2021,1,1,1,1,17424,49,132,7,0,0,6,10,1,1,3844,16,62,4,3249,16,57,4,11.1556,3.24,3.34,1.8,0.0012797115165779794,0.00204006857894535,0.035773055734420835,0.045167118337850046,0.014275949794337306,0.006609822195782933,0.11948200615296559,0.08130081300813008,10.889999999999999,8.526399999999999,3.3,2.92,20,19,21,Washington Nationals,Washington Nationals,Washington DC,1743808,1440175,24118.090000000004,151.29000000000002,155.3,12.3,28,1,30,5,162,62,Luis Garcia,64,1,8,1,303633,140175,1,1,211.0,211,6,6,SS,SS,0.4012345679012346,0.4193548387096774,0,0,0,0,27889,81,167,9,303633,140175,570500,563500,0.002,0.002,570500,563500,0.0,0.0,0.0,0.0,570500,563500,28000000,316750000,570500,563500,65,26,6.864400000000001,0.10890000000000001,2.62,0.33,1.3688999999999998,0.9409,1.17,0.97,1,1,2500,25,50,5,121,0,11,0,12.623575014248841,13.254268448284268,13.254268448284268
STL,WSH,No,6.2,6.2,2022,0,2021,1,1,1,1,625,49,25,7,0,0,2,10,2,1,144,16,12,4,144,16,12,4,18.0625,3.24,4.25,1.8,0.0007125354695146711,0.00204006857894535,0.026693360026693362,0.045167118337850046,0.012870171918108747,0.006609822195782933,0.11344678011344679,0.08130081300813008,10.497600000000002,8.526399999999999,3.24,2.92,33,19,34,St. Louis Cardinals,Washington Nationals,Missouri,4617010,1440175,1108.8899999999999,151.29000000000002,33.3,12.3,0,1,34,5,161,62,Luis Garcia,1,1,1,1,263762,140175,23,1,240.0,211,31,6,RP,SS,0.5527950310559007,0.4193548387096774,4,0,2,0,1156,81,34,9,263762,140175,570500,563500,0.002,0.002,570500,563500,0.0,0.0,0.0,0.0,570500,563500,17000000,316750000,570500,563500,89,26,0.12249999999999998,0.10890000000000001,0.35,0.33,0.9801,0.9409,0.99,0.97,11,1,64,25,8,5,1,0,1,0,12.48280246036776,13.254268448284268,13.254268448284268
