Acronimo,Altura,Anio,Anio_de_agente_libre,Anio_inicio_de_contrato,Anios_de_contrato,At-bats,At-bats_2,Bateos,Bateos_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Edad,Edad_al_firmar,Equipo,Estado,Ganancias,Home-runs,Home-runs_2,Juegos,Juegos totales,Juegos_2,Jugador,OPS,OPS_2,Pennants won,Peso,Playoffs,Porcentaje_bateo,Porcentaje_bateo_2,Porcetnaje_juegos,Porcetnaje_juegos_2,Posicion,Promedio_victorias,RBI,RBI_2,Sueldo_ajustado,Sueldo_base,Sueldo_regular,TVS,TVS_2,Valor_contrato_total,Valor_del_contrato,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
STL,6.3,2019,2025,2020,5,597,356409,155,24025,0,2,1,31,32,St. Louis Cardinals,Missouri,45991000,34,1156,161,162,25921,Paul Goldschmidt,0.821,0.6740409999999999,23,220,29,0.26,0.06760000000000001,0.994,0.988036,1B,0.5617283950617284,97,9409,15500000,14500000,15500000,30.97,959.1408999999999,25000000,130000000,91,2.82,7.952399999999999,11,16.556350581889475,16.489659207390805,16.556350581889475
STL,5.7,2019,2022,2016,5,478,228484,136,18496,0,2,1,28,25,St. Louis Cardinals,Missouri,16567540,11,121,148,162,21904,Kolten Wong,0.784,0.6146560000000001,23,185,29,0.285,0.08122499999999999,0.914,0.835396,2B,0.5617283950617284,59,3481,6500000,6500000,6500000,72.57,5266.404899999999,25000000,25500000,91,4.67,21.808899999999998,11,15.687312734865866,15.687312734865866,15.687312734865866
STL,6.0,2019,2026,2018,6,583,339889,136,18496,166666,2,1,25,24,St. Louis Cardinals,Missouri,4235000,30,900,159,162,25281,Paul DeJong,0.762,0.580644,23,205,29,0.233,0.054289000000000004,0.982,0.964324,SS,0.5617283950617284,78,6084,1666666,1500000,1666666,71.05,5048.1025,25000000,26000000,91,5.29,27.9841,11,14.326335781730185,14.22097566607244,14.326335781730185
STL,6.1,2019,2020,2019,1,485,235225,118,13924,0,2,1,28,28,St. Louis Cardinals,Missouri,26524491,29,841,131,162,17161,Marcell Ozuna,0.804,0.6464160000000001,23,225,29,0.243,0.059049,0.809,0.6544810000000001,LF,0.5617283950617284,89,7921,12250000,12250000,12250000,56.3,3169.6899999999996,25000000,12250000,91,2.09,4.368099999999999,11,16.32103649495501,16.32103649495501,16.32103649495501
STL,6.5,2019,2022,2017,5,487,237169,116,13456,2000000,2,1,33,30,St. Louis Cardinals,Missouri,82705000,19,361,150,162,22500,Dexter Fowler,0.754,0.568516,23,205,29,0.238,0.05664399999999999,0.926,0.8574760000000001,CF,0.5617283950617284,67,4489,16500000,14500000,16500000,24.9,620.0099999999999,25000000,82500000,91,1.42,2.0164,11,16.61887093887081,16.489659207390805,16.61887093887081
STL,6.4,2019,2023,2019,2,416,173056,94,8836,250000,2,1,33,33,St. Louis Cardinals,Missouri,51072144,15,225,129,162,16641,Matt Carpenter,0.726,0.527076,23,210,29,0.226,0.051076,0.796,0.6336160000000001,1B,0.5617283950617284,46,2116,14750000,14500000,14750000,12.53,157.00089999999997,25000000,39000000,91,1.13,1.2768999999999997,11,16.5067536407501,16.489659207390805,16.5067536407501
STL,6.6,2019,2023,2019,2,334,111556,90,8100,125000,2,1,30,30,St. Louis Cardinals,Missouri,2420271,10,100,128,162,16384,Jose Martinez,0.751,0.564001,23,215,29,0.27,0.0729,0.79,0.6241000000000001,1B,0.5617283950617284,42,1764,1125000,1000000,1125000,21.45,460.10249999999996,25000000,3250000,91,-0.25,0.0625,11,13.933293593620657,13.815510557964274,13.933293593620657
STL,6.0,2019,2024,2019,1,347,120409,71,5041,0,2,1,25,24,St. Louis Cardinals,Missouri,1548357,12,144,129,162,16641,Harrison Bader,0.68,0.4624000000000001,23,210,29,0.205,0.04202499999999999,0.796,0.6336160000000001,RF,0.5617283950617284,39,1521,509876,578300,578300,38.49,1481.4801000000002,25000000,578300,91,2.29,5.2441,11,13.141922837882952,13.26784804414631,13.26784804414631
STL,0.0,2019,2020,2019,1,168,28224,36,1296,0,2,1,33,32,St. Louis Cardinals,Missouri,56434217,11,121,67,162,4489,Matt Wieters,0.702,0.49280399999999996,23,235,29,0.214,0.045795999999999996,0.414,0.171396,C,0.5617283950617284,27,729,1500000,1500000,1500000,0.0,0.0,25000000,1500000,91,0.46,0.2116,11,14.22097566607244,14.22097566607244,14.22097566607244
STL,6.1,2019,0,2019,1,53,2809,12,144,0,2,1,24,23,St. Louis Cardinals,Missouri,403132,2,4,18,162,324,Andrew Knizner,0.67,0.4489000000000001,23,225,29,0.226,0.051076,0.111,0.012321,C,0.5617283950617284,7,49,217832,555000,555000,0.0,0.0,25000000,555000,91,0.25,0.0625,11,12.291479402472042,13.226723392728571,13.226723392728571
STL,6.0,2019,2025,2019,1,38,1444,12,144,0,2,1,23,23,St. Louis Cardinals,Missouri,1305000,4,16,34,162,1156,Lane Thomas,1.093,1.1946489999999998,23,185,29,0.316,0.099856,0.21,0.04409999999999999,CF,0.5617283950617284,12,144,256624,555000,555000,0.0,0.0,25000000,555000,91,0.58,0.3364,11,12.455367257577159,13.226723392728571,13.226723392728571
STL,6.4,2019,2024,2019,1,54,2916,10,100,0,2,1,23,23,St. Louis Cardinals,Missouri,3086353,0,0,38,162,1444,Jack Flaherty,0.451,0.203401,23,225,29,0.185,0.034225,0.235,0.055224999999999996,SP,0.5617283950617284,4,16,562100,562100,562100,97.66,9537.4756,25000000,562100,91,5.87,34.456900000000005,11,13.239435048990167,13.239435048990167,13.239435048990167
STL,6.7,2019,2020,2019,1,50,2500,8,64,0,2,1,37,37,St. Louis Cardinals,Missouri,146603000,0,0,32,162,1024,Adam Wainwright,0.409,0.16728099999999999,23,230,29,0.16,0.0256,0.198,0.039204,SP,0.5617283950617284,2,4,10000000,2000000,10000000,67.2,4515.84,25000000,2000000,91,1.84,3.3856,11,16.11809565095832,14.508657738524219,16.11809565095832
STL,6.5,2019,2024,2019,4,59,3481,8,64,1000000,2,1,30,30,St. Louis Cardinals,Missouri,21151537,0,0,32,162,1024,Miles Mikolas,0.288,0.08294399999999999,23,220,29,0.136,0.018496000000000002,0.198,0.039204,SP,0.5617283950617284,2,4,8750000,7750000,8750000,40.81,1665.4561,25000000,68000000,91,1.84,3.3856,11,15.984564258333798,15.86320340132953,15.984564258333798
STL,6.1,2019,0,2019,1,39,1521,8,64,0,2,1,27,26,St. Louis Cardinals,Missouri,283152,2,4,29,162,841,Rangel Ravelo,0.666,0.44355600000000006,23,235,29,0.205,0.04202499999999999,0.179,0.032041,1B,0.5617283950617284,7,49,158152,555000,555000,0.0,0.0,25000000,555000,91,-0.07,0.004900000000000001,11,11.971311874875774,13.226723392728571,13.226723392728571
STL,6.6,2019,2020,2019,1,36,1296,6,36,0,2,1,28,27,St. Louis Cardinals,Missouri,17725583,0,0,29,162,841,Michael Wacha,0.361,0.130321,23,215,29,0.167,0.027889000000000004,0.179,0.032041,SP,0.5617283950617284,3,9,6350000,6350000,6350000,18.92,357.9664000000001,25000000,6350000,91,0.24,0.0576,11,15.663965370868874,15.663965370868874,15.663965370868874
STL,6.5,2019,2025,2019,1,51,2601,4,16,0,2,1,24,24,St. Louis Cardinals,Missouri,2752480,0,0,33,162,1089,Dakota Hudson,0.175,0.030624999999999996,23,215,29,0.078,0.006084,0.204,0.04161599999999999,SP,0.5617283950617284,2,4,559100,559100,559100,76.79,5896.704100000001,25000000,559100,91,2.23,4.9729,11,13.234083627014737,13.234083627014737,13.234083627014737
STL,6.2,2019,2025,2019,1,3,9,1,1,0,2,1,24,24,St. Louis Cardinals,Missouri,310336,0,0,24,162,576,Ryan Helsley,0.667,0.44488900000000003,23,230,29,0.333,0.11088900000000002,0.148,0.021903999999999996,P,0.5617283950617284,0,0,310336,555000,555000,0.0,0.0,25000000,555000,91,0.55,0.30250000000000005,11,12.645410860465024,13.226723392728571,13.226723392728571
STL,6.1,2019,2024,2019,1,1,1,1,1,0,2,1,29,28,St. Louis Cardinals,Missouri,1311476,0,0,66,162,4356,John Brebbia,2.0,4.0,23,200,29,1.0,1.0,0.407,0.165649,RP,0.5617283950617284,0,0,569300,569300,569300,63.85,4076.8225,25000000,569300,91,0.75,0.5625,11,13.252162814939172,13.252162814939172,13.252162814939172
STL,6.0,2019,2024,2017,5,1,1,0,0,200000,2,1,27,25,St. Louis Cardinals,Missouri,30715310,0,0,48,162,2304,Carlos Martinez,0.0,0.0,23,190,29,0.0,0.0,0.296,0.08761599999999999,RP,0.5617283950617284,0,0,11700000,11500000,11700000,0.0,0.0,25000000,51000000,91,0.84,0.7055999999999999,11,16.275099399767985,16.25785759333348,16.275099399767985
STL,6.4,2019,2023,2019,1,3,9,0,0,0,2,1,26,26,St. Louis Cardinals,Missouri,1645853,0,0,64,162,4096,John Gant,0.0,0.0,23,200,29,0.0,0.0,0.395,0.15602500000000002,RP,0.5617283950617284,0,0,571300,571300,571300,77.81,6054.3961,25000000,571300,91,0.68,0.4624000000000001,11,13.255669744712554,13.255669744712554,13.255669744712554
STL,6.3,2019,2024,2019,1,1,1,0,0,0,2,1,27,27,St. Louis Cardinals,Missouri,1570439,0,0,16,162,256,Mike Mayers,0.0,0.0,23,200,29,0.0,0.0,0.099,0.009801,RP,0.5617283950617284,0,0,478898,563700,563700,0.0,0.0,25000000,563700,91,-0.28,0.07840000000000001,11,13.07924291008477,13.242277474069667,13.242277474069667
STL,6.2,2019,2025,2019,1,2,4,0,0,0,2,1,27,27,St. Louis Cardinals,Missouri,765625,0,0,67,162,4489,Giovanny Gallegos,0.0,0.0,23,215,29,0.0,0.0,0.414,0.171396,RP,0.5617283950617284,0,0,522200,555000,555000,91.96,8456.641599999999,25000000,555000,91,2.21,4.8841,11,13.165805935247166,13.226723392728571,13.226723392728571
STL,6.3,2019,2025,2019,1,9,81,0,0,0,2,1,27,26,St. Louis Cardinals,Missouri,413498,0,0,13,162,169,Daniel Poncedeleon,0.1,0.010000000000000002,23,200,29,0.0,0.0,0.08,0.0064,RP,0.5617283950617284,0,0,229768,555000,555000,0.0,0.0,25000000,555000,91,0.65,0.42250000000000004,11,12.344825383177335,13.226723392728571,13.226723392728571
STL,6.0,2019,2025,2019,1,1,1,0,0,0,2,1,28,27,St. Louis Cardinals,Missouri,343946,0,0,1,162,1,Joe Hudson,0.0,0.0,23,210,29,0.0,0.0,0.006,3.6e-05,C,0.5617283950617284,0,0,86536,555000,555000,0.0,0.0,25000000,555000,91,-0.03,0.0009,11,11.368315791310126,13.226723392728571,13.226723392728571
STL,6.2,2019,0,2019,1,4,16,0,0,0,2,1,22,22,St. Louis Cardinals,Missouri,146216,0,0,13,162,169,Genesis Cabrera,0.0,0.0,23,180,29,0.0,0.0,0.08,0.0064,RP,0.5617283950617284,0,0,146216,555000,555000,0.0,0.0,25000000,555000,91,-0.43,0.18489999999999998,11,11.892840259434278,13.226723392728571,13.226723392728571
CHW,6.3,2019,2020,2019,1,634,401956,180,32400,0,2,3,32,31,Chicago White Sox,Illinois,73855000,33,1089,159,161,25281,Jose Abreu,0.834,0.695556,6,235,9,0.284,0.08065599999999999,0.988,0.976144,DH,0.4472049689440994,123,15129,16015000,16000000,16015000,48.24,2327.0976,24500000,16000000,72,2.45,6.002500000000001,3,16.589036341025395,16.588099280204055,16.589036341025395
CHW,6.1,2019,2025,2017,6,498,248004,167,27889,0,2,3,26,23,Chicago White Sox,Illinois,5732895,18,324,126,161,15876,Tim Anderson,0.865,0.748225,6,185,9,0.335,0.11222500000000002,0.783,0.613089,SS,0.4472049689440994,56,3136,1400000,1400000,1400000,81.58,6655.2964,24500000,25000000,72,4.17,17.3889,3,14.151982794585487,14.151982794585487,14.151982794585487
CHW,5.8,2019,2021,2019,1,577,332929,161,25921,0,2,3,28,27,Chicago White Sox,Illinois,4286955,8,64,143,161,20449,Leury Garcia,0.688,0.47334399999999993,6,190,9,0.279,0.07784100000000002,0.888,0.788544,CF,0.4472049689440994,40,1600,1550000,1550000,1550000,36.32,1319.1424,24500000,1550000,72,1.64,2.6895999999999995,3,14.253765488895429,14.253765488895429,14.253765488895429
CHW,6.2,2019,2024,2019,1,511,261121,161,25921,0,2,3,24,23,Chicago White Sox,Illinois,32929642,25,625,132,161,17424,Yoan Moncada,0.915,0.8372250000000001,6,225,9,0.315,0.09922500000000001,0.82,0.6723999999999999,2B,0.4472049689440994,79,6241,575000,575000,575000,94.31,8894.376100000001,24500000,575000,72,4.61,21.252100000000002,3,13.262125319779487,13.262125319779487,13.262125319779487
CHW,5.8,2019,2022,2019,1,496,246016,125,15625,0,2,3,27,26,Chicago White Sox,Illinois,8566750,2,4,149,161,22201,Yolmer Sanchez,0.638,0.407044,6,205,9,0.252,0.063504,0.926,0.8574760000000001,3B,0.4472049689440994,43,1849,4625000,4625000,4625000,18.65,347.82249999999993,24500000,4625000,72,2.09,4.368099999999999,3,15.346986928928663,15.346986928928663,15.346986928928663
CHW,6.4,2019,2027,2019,6,468,219024,125,15625,833333,2,3,22,22,Chicago White Sox,Illinois,8800000,31,961,123,161,15129,Eloy Jimenez,0.829,0.6872409999999999,6,235,9,0.267,0.071289,0.764,0.583696,OF,0.4472049689440994,79,6241,1833333,1000000,1833333,53.32,2843.0224,24500000,43000000,72,1.44,2.0736,3,14.421646179716392,13.815510557964274,14.421646179716392
CHW,6.2,2019,2024,2019,1,227,51529,55,3025,0,2,3,27,27,Chicago White Sox,Illinois,1337831,6,36,89,161,7921,Adam Engel,0.687,0.4719690000000001,6,220,9,0.242,0.058564,0.553,0.30580900000000005,CF,0.4472049689440994,26,676,343840,571000,571000,0.0,0.0,24500000,571000,72,0.86,0.7395999999999999,3,12.747931711876337,13.255144488638146,13.255144488638146
CHW,6.4,2019,2020,2019,1,217,47089,48,2304,0,2,3,27,26,Chicago White Sox,Illinois,674400,7,49,97,161,9409,Ryan Cordell,0.645,0.41602500000000003,6,195,9,0.221,0.048841,0.603,0.36360899999999996,LF,0.4472049689440994,24,576,492360,555000,555000,8.44,71.2336,24500000,555000,72,-0.58,0.3364,3,13.106965435224232,13.226723392728571,13.226723392728571
CHW,6.3,2019,0,2019,1,86,7396,16,256,0,2,3,24,23,Chicago White Sox,Illinois,3544720,3,9,27,161,729,Zack Collins,0.656,0.43033600000000005,6,220,9,0.186,0.034596,0.168,0.028224000000000003,C,0.4472049689440994,12,144,164120,555000,555000,0.0,0.0,24500000,555000,72,-0.23,0.0529,3,12.008353146556122,13.226723392728571,13.226723392728571
CHW,0.0,2019,2020,2019,1,72,5184,15,225,0,2,3,29,29,Chicago White Sox,Illinois,357666,0,0,27,161,729,Matt Skole,0.511,0.261121,6,220,9,0.208,0.043264,0.168,0.028224000000000003,3B,0.4472049689440994,6,36,176056,555000,555000,0.0,0.0,24500000,555000,72,-0.57,0.32489999999999997,3,12.07855740522937,13.226723392728571,13.226723392728571
CHW,6.2,2019,2025,2019,1,84,7056,9,81,0,2,3,27,27,Chicago White Sox,Illinois,1192536,2,4,30,161,900,Daniel Palka,0.372,0.138384,6,230,9,0.107,0.011448999999999999,0.186,0.034596,LF,0.4472049689440994,4,16,173736,567000,567000,0.0,0.0,24500000,567000,72,-1.44,2.0736,3,12.065292184641088,13.248114582709889,13.248114582709889
CHW,6.6,2019,2024,2019,1,4,16,1,1,0,2,3,24,24,Chicago White Sox,Illinois,4280990,0,0,29,161,841,Lucas Giolito,0.5,0.25,6,245,9,0.25,0.0625,0.18,0.0324,SP,0.4472049689440994,2,4,573000,573000,573000,96.72,9354.7584,24500000,573000,72,5.61,31.472100000000005,3,13.258640995696876,13.258640995696876,13.258640995696876
CHW,6.5,2019,2020,2019,1,2,4,0,0,0,2,3,33,32,Chicago White Sox,Illinois,17061783,0,0,18,161,324,Ross Detwiler,0.0,0.0,6,210,9,0.0,0.0,0.112,0.012544000000000001,RP,0.4472049689440994,0,0,280496,555000,555000,0.0,0.0,24500000,555000,72,-0.5,0.25,3,12.544314743593656,13.226723392728571,13.226723392728571
CHW,6.5,2019,2020,2017,3,5,25,0,0,666668,2,3,32,29,Chicago White Sox,Illinois,39640211,0,0,34,161,1156,Ivan Nova,0.0,0.0,6,250,9,0.0,0.0,0.211,0.044521,SP,0.4472049689440994,0,0,9166668,8500000,9166668,39.86,1588.8196,24500000,26000000,72,2.12,4.494400000000001,3,16.031084419423223,15.955576721460545,16.031084419423223
CHW,6.0,2019,2025,2019,1,1,1,0,0,0,2,3,25,25,Chicago White Sox,Illinois,4096250,0,0,20,161,400,Carson Fulmer,0.0,0.0,6,210,9,0.0,0.0,0.124,0.015375999999999999,RP,0.4472049689440994,0,0,286464,555000,555000,0.0,0.0,24500000,555000,72,-0.45,0.2025,3,12.565368152791487,13.226723392728571,13.226723392728571
CHW,6.1,2019,2024,2019,1,4,16,0,0,0,2,3,25,24,Chicago White Sox,Illinois,1420462,0,0,33,161,1089,Reynaldo Lopez,0.0,0.0,6,220,9,0.0,0.0,0.205,0.04202499999999999,SP,0.4472049689440994,0,0,580000,580000,580000,32.51,1056.9000999999998,24500000,580000,72,0.53,0.28090000000000004,3,13.270783382522602,13.270783382522602,13.270783382522602
CHW,6.1,2019,2024,2019,1,2,4,0,0,0,2,3,27,27,Chicago White Sox,Illinois,1874480,0,0,19,161,361,Dylan Covey,0.0,0.0,6,220,9,0.0,0.0,0.118,0.013923999999999999,SP,0.4472049689440994,0,0,383750,571000,571000,3.21,10.3041,24500000,571000,72,-1.21,1.4641,3,12.857746577883544,13.255144488638146,13.255144488638146
COL,6.2,2019,2028,2019,8,588,345744,185,34225,0,1,1,28,27,Colorado Rockies,Colorado,62125377,41,1681,155,161,24025,Nolan Arenado,0.962,0.9254439999999999,1,215,5,0.315,0.09922500000000001,0.957,0.9158489999999999,3B,0.4347826086956521,118,13924,26050000,26000000,26050000,68.92,4749.9664,24000000,260000000,70,7.26,52.7076,0,17.07552832616365,17.073607095985757,17.07552832616365
COL,6.3,2019,2024,2018,6,580,336400,182,33124,333333,1,1,32,31,Colorado Rockies,Colorado,48545937,32,1024,140,161,19600,Charlie Blackmon,0.94,0.8835999999999999,1,221,5,0.314,0.098596,0.864,0.7464959999999999,RF,0.4347826086956521,86,7396,21333333,21000000,21333333,69.14,4780.3396,24000000,108000000,70,2.28,5.1983999999999995,0,16.875781337030837,16.860032995687696,16.875781337030837
COL,6.2,2019,2022,2019,1,588,345744,173,29929,0,1,1,26,26,Colorado Rockies,Colorado,7517500,35,1225,145,161,21025,Trevor Story,0.917,0.8408890000000001,1,213,5,0.294,0.08643599999999999,0.895,0.801025,SS,0.4347826086956521,85,7225,5000000,5000000,5000000,97.98,9600.0804,24000000,5000000,70,6.44,41.473600000000005,0,15.424948470398375,15.424948470398375,15.424948470398375
COL,6.2,2019,0,2019,1,480,230400,120,14400,0,1,1,24,24,Colorado Rockies,Colorado,2360817,24,576,141,161,19881,Ryan McMahon,0.779,0.6068410000000001,1,219,5,0.25,0.0625,0.87,0.7569,2B,0.4347826086956521,83,6889,560000,560000,560000,58.49,3421.0801,24000000,560000,70,1.52,2.3104,0,13.235692062711331,13.235692062711331,13.235692062711331
COL,6.3,2019,0,2019,1,426,181476,117,13689,0,1,1,25,24,Colorado Rockies,Colorado,1271483,9,81,139,161,19321,Raimel Tapia,0.724,0.524176,1,175,5,0.275,0.07562500000000001,0.858,0.7361639999999999,CF,0.4347826086956521,44,1936,560000,560000,560000,17.74,314.70759999999996,24000000,560000,70,-0.87,0.7569,0,13.235692062711331,13.235692062711331,13.235692062711331
COL,6.3,2019,2023,2017,5,443,196249,113,12769,0,1,1,33,31,Colorado Rockies,Colorado,76484000,20,400,140,161,19600,Ian Desmond,0.788,0.620944,1,220,5,0.255,0.065025,0.864,0.7464959999999999,CF,0.4347826086956521,65,4225,15000000,15000000,15000000,10.41,108.3681,24000000,70000000,70,-1.46,2.1315999999999997,0,16.523560759066484,16.523560759066484,16.523560759066484
COL,6.2,2019,2024,2019,1,374,139876,113,12769,0,1,1,25,24,Colorado Rockies,Colorado,4436793,15,225,101,161,10201,David Dahl,0.877,0.769129,1,200,5,0.302,0.091204,0.624,0.389376,LF,0.4347826086956521,61,3721,560000,560000,560000,70.3,4942.089999999999,24000000,560000,70,0.82,0.6723999999999999,0,13.235692062711331,13.235692062711331,13.235692062711331
COL,6.1,2019,0,2019,1,292,85264,58,3364,0,1,1,32,31,Colorado Rockies,Colorado,29950000,10,100,121,161,14641,Yonder Alonso,0.641,0.410881,1,230,5,0.199,0.039601000000000004,0.747,0.558009,1B,0.4347826086956521,37,1369,205896,555000,555000,8.99,80.82010000000001,24000000,555000,70,-1.03,1.0609,0,12.23512646592091,13.226723392728571,13.226723392728571
COL,6.5,2019,0,2019,1,77,5929,21,441,0,1,1,25,24,Colorado Rockies,Colorado,101456,7,49,27,161,729,Sam Hilliard,1.006,1.012036,1,236,5,0.273,0.07452900000000001,0.167,0.027889000000000004,RF,0.4347826086956521,13,169,101456,555000,555000,0.0,0.0,24000000,555000,70,0.55,0.30250000000000005,0,11.527380485939814,13.226723392728571,13.226723392728571
COL,6.2,2019,2025,2019,1,97,9409,20,400,0,1,1,25,24,Colorado Rockies,Colorado,134280,0,0,44,161,1936,Yonathan Daza,0.494,0.244036,1,207,5,0.206,0.042435999999999995,0.272,0.07398400000000001,RF,0.4347826086956521,3,9,134280,555000,555000,0.0,0.0,24000000,555000,70,-0.83,0.6889,0,11.80768245109397,13.226723392728571,13.226723392728571
COL,6.0,2019,0,2019,1,76,5776,17,289,0,1,1,22,22,Colorado Rockies,Colorado,6055000,0,0,25,161,625,Brendan Rodgers,0.522,0.272484,1,180,5,0.224,0.050176000000000005,0.154,0.023716,SS,0.4347826086956521,7,49,390904,555000,555000,0.0,0.0,24000000,555000,70,-0.77,0.5929,0,12.876217284524802,13.226723392728571,13.226723392728571
COL,6.0,2019,2024,2019,1,79,6241,15,225,0,1,1,26,26,Colorado Rockies,Colorado,1405157,1,1,40,161,1600,Pat Valaika,0.572,0.3271839999999999,1,200,5,0.19,0.0361,0.247,0.061009,SS,0.4347826086956521,4,16,238720,555000,555000,0.0,0.0,24000000,555000,70,-0.59,0.34809999999999997,0,12.383046595997532,13.226723392728571,13.226723392728571
COL,6.2,2019,2025,2019,1,55,3025,12,144,0,1,1,26,25,Colorado Rockies,Colorado,126376,3,9,24,161,576,Josh Fuentes,0.632,0.399424,1,209,5,0.218,0.047524,0.148,0.021903999999999996,1B,0.4347826086956521,7,49,116376,555000,555000,0.0,0.0,24000000,555000,70,-0.11,0.0121,0,11.664581607453298,13.226723392728571,13.226723392728571
COL,6.1,2019,2025,2019,5,48,2304,11,121,300000,1,1,24,23,Colorado Rockies,Colorado,3839849,0,0,29,161,841,German Marquez,0.583,0.33988899999999994,1,230,5,0.229,0.052441,0.179,0.032041,SP,0.4347826086956521,11,121,1300000,1000000,1300000,77.64,6027.9696,24000000,43000000,70,3.48,12.1104,0,14.077874822431765,13.815510557964274,14.077874822431765
COL,6.2,2019,0,2019,1,28,784,9,81,0,1,1,22,21,Colorado Rockies,Colorado,1841144,0,0,22,161,484,Peter Lambert,0.709,0.5026809999999999,1,185,5,0.321,0.10304100000000001,0.136,0.018496000000000002,SP,0.4347826086956521,2,4,346144,555000,555000,6.47,41.860899999999994,24000000,555000,70,-0.42,0.17639999999999997,0,12.754610152430017,13.226723392728571,13.226723392728571
COL,6.1,2019,2020,2019,1,43,1849,7,49,0,1,1,35,35,Colorado Rockies,Colorado,9655548,0,0,16,161,256,Drew Butera,0.462,0.21344400000000002,1,205,5,0.163,0.026569000000000002,0.099,0.009801,C,0.4347826086956521,3,9,134280,555000,555000,0.0,0.0,24000000,555000,70,-0.38,0.1444,0,11.80768245109397,13.226723392728571,13.226723392728571
COL,6.1,2019,0,2019,1,39,1521,7,49,0,1,1,24,23,Colorado Rockies,Colorado,943232,2,4,16,161,256,Dom Nunez,0.643,0.413449,1,212,5,0.18,0.0324,0.099,0.009801,C,0.4347826086956521,4,16,143232,555000,555000,0.0,0.0,24000000,555000,70,-0.15,0.0225,0,11.872220972231542,13.226723392728571,13.226723392728571
COL,6.5,2019,2024,2019,1,21,441,5,25,0,1,1,26,25,Colorado Rockies,Colorado,3779947,0,0,18,161,324,Jeff Hoffman,0.476,0.22657599999999997,1,235,5,0.238,0.05664399999999999,0.111,0.012321,SP,0.4347826086956521,1,1,199928,555000,555000,6.08,36.9664,24000000,555000,70,0.31,0.0961,0,12.205712580714618,13.226723392728571,13.226723392728571
COL,6.4,2019,0,2019,1,47,2209,3,9,0,1,1,27,27,Colorado Rockies,Colorado,9456914,0,0,27,161,729,Jon Gray,0.184,0.033856,1,225,5,0.064,0.004096,0.167,0.027889000000000004,SP,0.4347826086956521,1,1,2925000,2925000,2925000,82.55,6814.5025,24000000,2925000,70,4.47,19.9809,0,14.888805038648094,14.888805038648094,14.888805038648094
COL,6.4,2019,0,2019,1,23,529,2,4,0,1,1,26,25,Colorado Rockies,Colorado,3819434,0,0,22,161,484,Kyle Freeland,0.279,0.07784100000000002,1,201,5,0.087,0.007568999999999999,0.136,0.018496000000000002,SP,0.4347826086956521,0,0,434434,565000,565000,8.03,64.48089999999999,24000000,565000,70,-0.7,0.48999999999999994,0,12.981799313415625,13.244581010128577,13.244581010128577
COL,6.4,2019,0,2019,1,8,64,2,4,0,1,1,29,29,Colorado Rockies,Colorado,673628,0,0,7,161,49,Tim Melville,0.5,0.25,1,225,5,0.25,0.0625,0.043,0.0018489999999999997,SP,0.4347826086956521,2,4,119360,555000,555000,0.0,0.0,24000000,555000,70,0.74,0.5476,0,11.689899415437587,13.226723392728571,13.226723392728571
COL,6.2,2019,0,2019,1,7,49,1,1,0,1,1,29,29,Colorado Rockies,Colorado,5678646,0,0,5,161,25,Tyler Anderson,0.286,0.08179599999999998,1,213,5,0.143,0.020448999999999995,0.031,0.0009609999999999999,SP,0.4347826086956521,0,0,2625000,2625000,2625000,0.0,0.0,24000000,2625000,70,-0.84,0.7055999999999999,0,14.780591454007862,14.780591454007862,14.780591454007862
COL,6.3,2019,2024,2019,1,24,576,1,1,0,1,1,27,26,Colorado Rockies,Colorado,3658748,0,0,14,161,196,Chi Chi Gonzalez,0.083,0.006889000000000001,1,210,5,0.042,0.0017640000000000002,0.086,0.007395999999999999,SP,0.4347826086956521,2,4,205896,555000,555000,0.0,0.0,24000000,555000,70,0.85,0.7224999999999999,0,12.23512646592091,13.226723392728571,13.226723392728571
COL,6.1,2019,2024,2019,1,40,1600,1,1,0,1,1,24,23,Colorado Rockies,Colorado,1573667,0,0,25,161,625,Antonio Senzatela,0.074,0.005475999999999999,1,236,5,0.025,0.0006250000000000001,0.154,0.023716,SP,0.4347826086956521,3,9,454661,560000,560000,18.99,360.6200999999999,24000000,560000,70,-0.12,0.0144,0,13.027307365296657,13.235692062711331,13.235692062711331
COL,6.4,2019,0,2019,1,5,25,1,1,0,1,1,24,23,Colorado Rockies,Colorado,253640,0,0,24,161,576,Jesus Tinoco,0.4,0.16000000000000003,1,258,5,0.2,0.04000000000000001,0.148,0.021903999999999996,RP,0.4347826086956521,0,0,253640,555000,555000,0.0,0.0,24000000,555000,70,0.22,0.0484,0,12.443671217813968,13.226723392728571,13.226723392728571
COL,0.0,2019,0,2019,1,5,25,0,0,0,1,1,30,29,Colorado Rockies,Colorado,7389598,0,0,39,161,1521,Chad Bettis,0.286,0.08179599999999998,1,201,5,0.0,0.0,0.241,0.058080999999999994,SP,0.4347826086956521,0,0,3325000,3325000,3325000,6.81,46.376099999999994,24000000,3325000,70,-0.15,0.0225,0,15.016980232072092,15.016980232072092,15.016980232072092
