Acronimo,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato_x,Anios_de_contrato_y,Antiguedad,Bateos,Bateos_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Carreras,Carreras_2,Carreras_ganadas,Carreras_ganadas_2,Comando,Comando_2,Control,Control_2,Dominio,Dominio_2,ERA,ERA_2,Edad,Edad_al_firmar,Equipo,Equipo_anterior,Estado,Ganancias,Inning_pitched,Inning_pitched_2,Juegos,Juegos totales,Juegos_iniciados,Jugador,Losses,Losses_2,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_juegos,Posicion,Promedio_victorias,Saves,Saves_2,Status_agente_libre,Strike_outs,Strike_outs_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Valor_contrato,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Valor_promedio_contrato,Victorias,WAR,WAR_2,WHIP,WHIP_2,WS ganadas,Walks,Walks_2,Wins,Wins_2,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
NYM,6.241500000000008,2012,2014,2,2,0,47,2209,0,2,7,27,729,26,676,2.238095238095238,5.009070294784581,0.4964539007092199,0.2464664755294,1.1111111111111112,1.234567901234568,5.53,30.580900000000003,32,32,New York Mets,TOR,New York,0,42.3,1789.2899999999997,48,162,0,Frank Francisco,3,9,0,5,215.16189000774594,8,0.2962962962962963,RP,0.4567901234567901,23,529,UFA,47,2209,5500000,5500000,0.052,5500000,0.0,0.0,12000000,6000000,20400000,12000000,6000000,74,1.418865979381442,2.0131806674460586,1.61,2.5921000000000003,2,21,441,1,1,15.520258650202699,15.520258650202699,15.520258650202699
STL,6.241500000000008,2011,2012,1,2,1,173,29929,400000,2,5,90,8100,85,7225,2.896551724137931,8.390011890606422,0.3057459146020032,0.09348056429581542,0.885608856088561,0.7843030459824896,4.03,16.240900000000003,27,26,St. Louis Cardinals,STL,Missouri,17247999,189.7,35986.09,34,162,31,Edwin Jackson,11,121,3007795,23,210.0,26,0.20987654320987653,SP,0.5432098765432098,0,0,UFA,168,28224,3007796,8350000,0.025,8750000,35.24,1241.8576,11000000,6675000,40850000,13350000,11000000,88,2.13,4.536899999999999,1.22,1.4884,11,58,3364,10,100,14.91671814260311,15.937772096827038,15.984564258333798
WSH,6.241500000000008,2012,2013,1,1,0,173,29929,0,1,6,90,8100,85,7225,2.896551724137931,8.390011890606422,0.3057459146020032,0.09348056429581542,0.885608856088561,0.7843030459824896,4.03,16.240900000000003,28,28,Washington Nationals,STL,Washington DC,28247999,189.7,35986.09,34,162,31,Edwin Jackson,11,121,11000000,1,210.0,2,0.20987654320987653,SP,0.6049382716049383,0,0,UFA,168,28224,11000000,11000000,0.112,11000000,35.24,1241.8576,11000000,11000000,18650000,11000000,11000000,98,2.13,4.536899999999999,1.22,1.4884,0,58,3364,10,100,16.213405830762646,16.213405830762646,16.213405830762646
LAD,6.2,2012,2014,2,2,0,188,35344,0,5,9,91,8281,82,6724,3.0,9.0,0.2723146747352496,0.0741552820761648,0.8169440242057489,0.6673975386854831,3.72,13.838400000000002,33,33,Los Angeles Dodgers,NYM,California,13469000,198.3,39322.89000000001,34,162,33,Chris Capuano,12,144,3375000,25,225.0,26,0.20987654320987653,RP,0.5308641975308642,0,0,UFA,162,26244,3375000,3000000,0.029,3375000,0.0,0.0,10000000,5000000,44651311,10000000,5000000,86,2.29,5.2441,1.22,1.4884,6,54,2916,12,144,15.031905882288767,14.914122846632385,15.031905882288767
NYM,6.2,2011,2012,2,1,0,188,35344,0,2,7,91,8281,82,6724,3.0,9.0,0.2723146747352496,0.0741552820761648,0.8169440242057489,0.6673975386854831,3.72,13.838400000000002,32,32,New York Mets,NYM,New York,10094000,198.3,39322.89000000001,34,162,33,Chris Capuano,12,144,1500000,5,225.0,8,0.20987654320987653,RP,0.4567901234567901,0,0,UFA,162,26244,1500000,1500000,0.011,1500000,0.0,0.0,10000000,1500000,20400000,1500000,5000000,74,2.29,5.2441,1.22,1.4884,2,54,2916,12,144,14.22097566607244,14.22097566607244,14.22097566607244
LAD,6.4,2011,0,1,2,2,56,3136,0,5,9,18,324,16,256,2.6470588235294117,7.006920415224913,0.29310344827586204,0.08590963139120093,0.7758620689655172,0.6019619500594531,2.48,6.1504,27,25,Los Angeles Dodgers,LAD,California,15147500,58.0,3364.0,60,162,0,Jonathan Broxton,5,25,7000000,25,305.0,26,0.37037037037037035,RP,0.5308641975308642,27,729,UFA,45,2025,7000000,7000000,0.061,7000000,72.99,5327.540099999999,4000000,5500000,44651311,11000000,4000000,86,0.52,0.27040000000000003,1.26,1.5876000000000001,6,17,289,4,16,15.761420707019587,15.761420707019587,15.761420707019587
CIN,6.4,2012,2013,1,1,1,56,3136,0,2,4,18,324,16,256,2.6470588235294117,7.006920415224913,0.29310344827586204,0.08590963139120093,0.7758620689655172,0.6019619500594531,2.48,6.1504,28,27,Cincinnati Reds,LAD,Ohio,19147500,58.0,3364.0,60,162,0,Jonathan Broxton,5,25,1420765,10,305.0,14,0.37037037037037035,RP,0.5987654320987654,27,729,UFA,45,2025,1420765,4000000,0.016,4000000,72.99,5327.540099999999,4000000,4000000,5100000,4000000,4000000,97,0.52,0.27040000000000003,1.26,1.5876000000000001,5,17,289,4,16,14.16670601690761,15.201804919084164,15.201804919084164
WSH,6.4,2012,2013,1,1,1,50,2500,0,1,6,24,576,24,576,1.0,1.0,0.4643962848297214,0.2156639093636477,0.4643962848297214,0.2156639093636477,6.68,44.6224,32,31,Washington Nationals,WSH,Washington DC,16842675,32.3,1043.2899999999997,10,162,5,Chien-Ming Wang,3,9,4000000,1,225.0,2,0.06172839506172839,RP,0.6049382716049383,0,0,UFA,15,225,4000000,4000000,0.041,4000000,0.0,0.0,4000000,4000000,18650000,4000000,4000000,98,1.418865979381442,2.0131806674460586,2.01,4.040099999999999,0,15,225,2,4,15.201804919084164,15.201804919084164,15.201804919084164
WSH,6.4,2011,2012,1,1,1,50,2500,0,1,6,24,576,24,576,1.0,1.0,0.4643962848297214,0.2156639093636477,0.4643962848297214,0.2156639093636477,6.68,44.6224,31,30,Washington Nationals,WSH,Washington DC,12842675,32.3,1043.2899999999997,10,162,5,Chien-Ming Wang,3,9,1000000,1,225.0,2,0.06172839506172839,RP,0.6049382716049383,0,0,UFA,15,225,1000000,1000000,0.013,1000000,0.0,0.0,4000000,1000000,18650000,1000000,4000000,98,1.418865979381442,2.0131806674460586,2.01,4.040099999999999,0,15,225,2,4,13.815510557964274,13.815510557964274,13.815510557964274
LAA,6.5,2012,2013,1,1,0,45,2025,0,5,4,20,400,17,289,1.7692307692307692,3.130177514792899,0.30952380952380953,0.09580498866213152,0.5476190476190477,0.2998866213151928,3.64,13.249600000000001,39,39,Los Angeles Angels,MIL,California,38750000,42.0,1764.0,48,162,0,LaTroy Hawkins,3,9,3000000,1,195.0,10,0.2962962962962963,RP/CL,0.5493827160493827,1,1,UFA,23,529,3000000,3000000,0.019,3000000,0.0,0.0,3000000,3000000,321150000,3000000,3000000,89,0.06,0.0036,1.38,1.9043999999999996,1,13,169,2,4,14.914122846632385,14.914122846632385,14.914122846632385
MIL,6.5,2011,2012,1,2,1,45,2025,250000,1,3,20,400,17,289,1.7692307692307692,3.130177514792899,0.30952380952380953,0.09580498866213152,0.5476190476190477,0.2998866213151928,3.64,13.249600000000001,38,37,Milwaukee Brewers,MIL,Wisconsin,35750000,42.0,1764.0,48,162,0,LaTroy Hawkins,3,9,4000000,1,195.0,4,0.2962962962962963,RP/CL,0.5123456790123457,1,1,UFA,23,529,4250000,4000000,0.046,4250000,0.0,0.0,3000000,3750000,40250000,7500000,3000000,83,0.06,0.0036,1.38,1.9043999999999996,0,13,169,2,4,15.2624295409006,15.201804919084164,15.2624295409006
LAD,6.6,2012,2013,1,1,0,72,5184,0,5,9,35,1225,28,784,1.8,3.24,0.44313146233382567,0.19636549291011476,0.7976366322008862,0.6362241970287719,3.72,13.838400000000002,37,37,Los Angeles Dodgers,SEA,California,14045000,67.7,4583.29,66,162,0,Jamey Wright,3,9,900000,25,240.0,26,0.4074074074074074,RP,0.5308641975308642,0,0,UFA,54,2916,900000,900000,0.008,900000,46.87,2196.7969,900000,900000,44651311,900000,900000,86,0.08,0.0064,1.51,2.2801,6,30,900,5,25,13.710150042306449,13.710150042306449,13.710150042306449
WSH,6.2,2012,2013,1,1,1,11,121,0,1,6,2,4,2,4,2.5,6.25,0.29197080291970806,0.085246949757579,0.7299270072992701,0.5327934359848686,1.32,1.7424000000000002,29,28,Washington Nationals,ARI,Washington DC,12062213,13.7,187.68999999999997,8,162,0,Zach Duke,0,0,167213,1,210.0,2,0.04938271604938271,RP,0.6049382716049383,0,0,UFA,10,100,167213,900000,0.002,900000,0.0,0.0,900000,900000,18650000,900000,900000,98,0.45,0.2025,1.1,1.2100000000000002,0,4,16,1,1,12.027023727806442,13.710150042306449,13.710150042306449
ARI,6.2,2011,0,1,1,1,11,121,0,1,4,2,4,2,4,2.5,6.25,0.29197080291970806,0.085246949757579,0.7299270072992701,0.5327934359848686,1.32,1.7424000000000002,28,27,Arizona Diamondbacks,ARI,Arizona,11145000,13.7,187.68999999999997,8,162,0,Zach Duke,0,0,3500000,1,210.0,5,0.04938271604938271,RP,0.5,0,0,UFA,10,100,3500000,3500000,0.054,3500000,0.0,0.0,900000,4300000,17750000,4300000,900000,81,0.45,0.2025,1.1,1.2100000000000002,1,4,16,1,1,15.068273526459642,15.068273526459642,15.068273526459642
ARI,6.2,2012,2014,1,5,3,119,14161,200000,1,4,58,3364,53,2809,2.2222222222222223,4.938271604938272,0.3130434782608696,0.09799621928166354,0.6956521739130435,0.48393194706994325,4.15,17.222500000000004,28,25,Arizona Diamondbacks,NYM,Arizona,18586000,115.0,13225.0,20,162,20,Chris Young,9,81,7200000,1,200.0,5,0.12345679012345678,RF,0.5,0,0,UFA,80,6400,7200000,7000000,0.087,7200000,0.0,0.0,900000,5600000,17750000,28000000,900000,81,0.8,0.6400000000000001,1.35,1.8225000000000002,1,36,1296,4,16,15.789591583986283,15.761420707019587,15.789591583986283
ARI,6.2,2011,2014,1,5,2,119,14161,200000,1,4,58,3364,53,2809,2.2222222222222223,4.938271604938272,0.3130434782608696,0.09799621928166354,0.6956521739130435,0.48393194706994325,4.15,17.222500000000004,27,25,Arizona Diamondbacks,NYM,Arizona,11386000,115.0,13225.0,20,162,20,Chris Young,9,81,5200000,1,200.0,5,0.12345679012345678,RF,0.5,0,0,UFA,80,6400,5200000,5000000,0.08,5200000,0.0,0.0,900000,5600000,17750000,28000000,900000,81,0.8,0.6400000000000001,1.35,1.8225000000000002,1,36,1296,4,16,15.464169183551656,15.424948470398375,15.464169183551656
MIN,6.5,2012,2013,1,1,1,41,1681,0,1,4,21,441,15,225,3.4375,11.81640625,0.25806451612903225,0.06659729448491154,0.8870967741935484,0.7869406867845994,2.18,4.752400000000001,31,30,Minnesota Twins,CIN,Minnesota,3505000,62.0,3844.0,64,162,0,Jared Burton,2,4,750000,6,225.0,14,0.3950617283950617,RP,0.4074074074074074,5,25,UFA,55,3025,750000,750000,0.007,750000,73.4,5387.56,750000,750000,32750000,750000,750000,66,1.41,1.9880999999999998,0.92,0.8464,3,16,256,3,9,13.527828485512494,13.527828485512494,13.527828485512494
CIN,6.5,2011,2012,1,1,1,41,1681,0,2,4,21,441,15,225,3.4375,11.81640625,0.25806451612903225,0.06659729448491154,0.8870967741935484,0.7869406867845994,2.18,4.752400000000001,30,29,Cincinnati Reds,CIN,Ohio,2755000,62.0,3844.0,64,162,0,Jared Burton,2,4,750000,10,225.0,14,0.3950617283950617,RP,0.5987654320987654,5,25,UFA,55,3025,750000,750000,0.009,750000,73.4,5387.56,750000,750000,5100000,750000,750000,97,1.41,1.9880999999999998,0.92,0.8464,5,16,256,3,9,13.527828485512494,13.527828485512494,13.527828485512494
DET,6.4,2011,2012,1,1,1,42,1764,0,1,3,22,484,19,361,1.1111111111111112,1.234567901234568,0.32142857142857145,0.10331632653061226,0.35714285714285715,0.12755102040816327,6.11,37.332100000000004,33,32,Detroit Tigers,DET,Michigan,50077500,28.0,784.0,22,162,0,Brad Penny,1,1,3000000,11,230.0,14,0.13580246913580246,SP,0.5432098765432098,0,0,UFA,10,100,3000000,3000000,0.027,3000000,5.36,28.729600000000005,500000,3000000,221000000,3000000,500000,88,1.418865979381442,2.0131806674460586,1.82,3.3124000000000002,4,9,81,0,0,14.914122846632385,14.914122846632385,14.914122846632385
SF,6.4,2012,2013,1,1,1,42,1764,0,5,3,22,484,19,361,1.1111111111111112,1.234567901234568,0.32142857142857145,0.10331632653061226,0.35714285714285715,0.12755102040816327,6.11,37.332100000000004,34,33,San Francisco Giants,DET,California,50342527,28.0,784.0,22,162,0,Brad Penny,1,1,265027,23,230.0,23,0.13580246913580246,SP,0.5802469135802469,0,0,UFA,10,100,265027,500000,0.002,500000,5.36,28.729600000000005,500000,500000,4800000,500000,500000,94,1.418865979381442,2.0131806674460586,1.82,3.3124000000000002,7,9,81,0,0,12.487586986570705,13.122363377404328,13.122363377404328
LAD,6.241500000000008,2011,2012,0,1,1,205,42025,4000000,5,9,86,7396,81,6561,3.2745098039215685,10.72241445597847,0.2321347291761493,0.05388653248968418,0.7601274465179791,0.5777937349499432,3.32,11.0224,36,35,Los Angeles Dodgers,LAD,California,47800000,219.7,48268.09,33,162,33,Hiroki Kuroda,11,121,12500000,25,215.16189000774594,26,0.2037037037037037,SP,0.5308641975308642,0,0,UFA,167,27889,12500000,8000000,0.109,12500000,81.85,6699.422499999999,0,12000000,44651311,12000000,0,86,5.27,27.772899999999996,1.16,1.3456,6,51,2601,16,256,16.34123920227253,15.89495209964411,16.34123920227253
NYY,6.241500000000008,2012,2013,0,1,1,205,42025,0,2,9,86,7396,81,6561,3.2745098039215685,10.72241445597847,0.2321347291761493,0.05388653248968418,0.7601274465179791,0.5777937349499432,3.32,11.0224,37,36,New York Yankees,LAD,New York,59300000,219.7,48268.09,33,162,33,Hiroki Kuroda,11,121,10000000,40,215.16189000774594,50,0.2037037037037037,SP,0.5864197530864198,0,0,UFA,167,27889,10000000,10000000,0.044,10000000,81.85,6699.422499999999,0,10000000,9100000,10000000,0,95,5.27,27.772899999999996,1.16,1.3456,27,51,2601,16,256,16.11809565095832,16.11809565095832,16.11809565095832
