Acronimo,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato_x,Anios_de_contrato_y,Antiguedad,Bateos,Bateos_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Carreras,Carreras_2,Carreras_ganadas,Carreras_ganadas_2,Comando,Comando_2,Control,Control_2,Dominio,Dominio_2,ERA,ERA_2,Edad,Edad_al_firmar,Equipo,Equipo_anterior,Estado,Ganancias,Inning_pitched,Inning_pitched_2,Juegos,Juegos totales,Juegos_iniciados,Jugador,Losses,Losses_2,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_juegos,Posicion,Promedio_victorias,Saves,Saves_2,Status_agente_libre,Strike_outs,Strike_outs_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Valor_contrato,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Valor_promedio_contrato,Victorias,WAR,WAR_2,WHIP,WHIP_2,WS ganadas,Walks,Walks_2,Wins,Wins_2,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
CHW,5.919150943396228,2019,2022,2,2,0,60,3600,0,2,3,36,1296,35,1225,2.3043478260869565,5.310018903591683,0.4483430799220273,0.20101151731396938,1.0331384015594542,1.067374956776824,6.14,37.6996,29,29,Chicago White Sox,WSH,Illinois,27837825,51.3,2631.6899999999996,57,161,0,Kelvin Herrera,3,9,8500000,6,200.0,9,0.35403726708074534,RP,0.4472049689440994,1,1,UFA,53,2809,8500000,8500000,0.093,8500000,2.11,4.4521,18000000,9000000,24500000,18000000,9000000,72,1.1762227602905562,1.3834999818255351,1.62,2.6244000000000005,3,23,529,3,9,15.955576721460545,15.955576721460545,15.955576721460545
SD,6.2,2019,2021,2,2,1,10,100,0,5,4,8,64,8,64,1.8333333333333333,3.3611111111111107,0.6896551724137931,0.47562425683709875,1.264367816091954,1.5986259743691373,8.31,69.05610000000001,31,30,San Diego Padres,LAA,California,33486800,8.7,75.68999999999998,3,162,3,Garrett Richards,1,1,7000000,2,210.0,5,0.018518518518518517,SP,0.4320987654320987,0,0,UFA,11,121,7000000,7000000,0.068,7000000,0.0,0.0,15500000,7750000,326000000,15500000,7750000,70,1.1762227602905562,1.3834999818255351,1.85,3.4225000000000003,0,6,36,0,0,15.761420707019587,15.761420707019587,15.761420707019587
OAK,6.3,2019,2021,2,2,1,51,2601,0,5,6,33,1089,33,1089,3.95,15.602500000000001,0.2898550724637681,0.08401596303297627,1.144927536231884,1.310859063222012,4.3,18.49,35,34,Oakland Athletics,MIL,California,61556499,69.0,4761.0,71,162,0,Joakim Soria,4,16,6500000,15,205.0,28,0.4382716049382716,RP/CL,0.5987654320987654,1,1,UFA,79,6241,6500000,6500000,0.07,6500000,27.84,775.0656,15000000,7500000,37600000,15000000,7500000,97,0.52,0.27040000000000003,1.03,1.0609,9,20,400,2,4,15.687312734865866,15.687312734865866,15.687312734865866
OAK,6.2,2019,2021,2,2,1,166,27556,0,5,6,82,6724,80,6400,2.3773584905660377,5.651833392666429,0.2869518137520303,0.0823413434155799,0.6821873308067137,0.4653795543131886,3.9,15.209999999999999,34,33,Oakland Athletics,OAK,California,18569124,184.7,34114.09,34,162,32,Michael Fiers,4,16,6000000,15,211.0,28,0.20987654320987653,SP,0.5987654320987654,0,0,UFA,126,15876,6000000,6000000,0.064,6000000,72.15,5205.6225,14100000,7050000,37600000,14100000,7050000,97,3.38,11.424399999999999,1.19,1.4161,9,53,2809,14,196,15.60727002719233,15.60727002719233,15.60727002719233
NYM,6.2,2019,2021,2,2,0,33,1089,0,2,6,12,144,11,121,2.3157894736842106,5.362880886426593,0.48717948717948717,0.2373438527284681,1.1282051282051282,1.2728468113083498,2.54,6.4516,31,31,New York Mets,CHC,New York,15326803,39.0,1521.0,45,161,0,Justin Wilson,2,4,5000000,5,205.0,9,0.2795031055900621,RP,0.5279503105590062,4,16,UFA,44,1936,5000000,5000000,0.034,5000000,0.0,0.0,10000000,5000000,79000000,10000000,5000000,85,1.22,1.4884,1.33,1.7689000000000001,2,19,361,4,16,15.424948470398375,15.424948470398375,15.424948470398375
WSH,5.919150943396228,2019,2020,1,1,1,2,4,0,1,7,2,4,2,4,0.0,0.0,0.0,0.0,0.0,0.0,18.0,324.0,32,31,Washington Nationals,LAD,Washington DC,30597500,1.0,1.0,135,162,114,Brian Dozier,0,0,9000000,1,200.0,6,0.8333333333333334,2B,0.5740740740740741,0,0,UFA,0,0,9000000,9000000,0.052,9000000,27.48,755.1504,9000000,9000000,184550000,9000000,9000000,93,1.27,1.6129,2.0,4.0,1,0,0,0,0,16.012735135300492,16.012735135300492,16.012735135300492
LAA,6.4,2019,2020,1,1,1,111,12321,0,5,4,71,5041,68,4624,2.076923076923077,4.313609467455622,0.3812316715542522,0.1453375873960492,0.7917888563049854,0.6269295929687568,5.98,35.760400000000004,31,30,Los Angeles Angels,OAK,California,48461516,102.3,10465.289999999999,39,161,11,Trevor Cahill,9,81,9000000,1,230.0,10,0.2422360248447205,RP,0.4472049689440994,0,0,UFA,81,6561,9000000,9000000,0.056,9000000,0.0,0.0,9000000,9000000,31000000,9000000,9000000,72,1.1762227602905562,1.3834999818255351,1.47,2.1609,1,39,1521,4,16,16.012735135300492,16.012735135300492,16.012735135300492
SD,6.0,2019,2022,2,2,1,1,1,0,5,4,0,0,0,0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,37,36,San Diego Padres,BOS,California,107247708,1.0,1.0,87,162,63,Ian Kinsler,0,0,3750000,2,200.0,5,0.5370370370370371,2B,0.4320987654320987,0,0,UFA,0,0,3750000,3750000,0.036,3750000,0.0,0.0,8000000,4000000,326000000,8000000,4000000,70,1.1762227602905562,1.3834999818255351,3.0,9.0,0,2,4,0,0,15.137266397946593,15.137266397946593,15.137266397946593
TEX,6.2,2019,0,2,2,0,82,6724,0,2,6,48,2304,42,1764,3.272727272727273,10.710743801652894,0.28205128205128205,0.07955292570677186,0.9230769230769231,0.8520710059171599,4.85,23.522499999999997,35,35,Texas Rangers,CHC,Texas,20142094,78.0,6084.0,48,162,9,Jesse Chavez,5,25,4000000,2,175.0,8,0.2962962962962963,RP,0.4814814814814814,1,1,UFA,72,5184,4000000,4000000,0.027,4000000,0.0,0.0,8000000,4000000,47250000,8000000,4000000,78,0.79,0.6241000000000001,1.33,1.7689000000000001,0,22,484,3,9,15.201804919084164,15.201804919084164,15.201804919084164
CHC,6.2,2019,2021,1,1,0,82,6724,0,2,5,61,3721,57,3249,1.8222222222222222,3.320493827160494,0.5338078291814947,0.28495079849545984,0.9727164887307237,0.9461773674486281,6.08,36.9664,32,32,Chicago Cubs,SF,Illinois,44696240,84.3,7106.49,53,162,8,Derek Holland,5,25,475000,17,213.0,20,0.3271604938271605,RP,0.5185185185185185,0,0,UFA,82,6724,475000,6500000,0.002,6500000,2.31,5.3361,7000000,7000000,49325000,7000000,7000000,84,1.1762227602905562,1.3834999818255351,1.51,2.2801,3,45,2025,2,4,13.071070083016778,15.687312734865866,15.687312734865866
DET,6.6,2019,2020,1,1,1,41,1681,0,1,4,28,784,24,576,1.3888888888888888,1.9290123456790123,0.509915014164306,0.26001332167018437,0.708215297450425,0.5015689075427939,6.11,37.332100000000004,32,31,Detroit Tigers,STL,Michigan,34006010,35.3,1246.0899999999997,7,161,7,Tyson Ross,5,25,6000000,11,245.0,16,0.043478260869565216,SP,0.2919254658385093,0,0,UFA,25,625,6000000,5750000,0.052,6000000,0.0,0.0,5750000,5750000,15500000,5750000,5750000,47,1.1762227602905562,1.3834999818255351,1.67,2.7889,4,18,324,1,1,15.60727002719233,15.564710412773533,15.60727002719233
HOU,6.2,2019,2020,1,1,0,164,26896,0,2,3,83,6889,74,5476,2.2950819672131146,5.26740123622682,0.36461446503287503,0.13294370811120965,0.8368200836820083,0.7002678524535634,3.98,15.8404,32,32,Houston Astros,MIL,Texas,29231540,167.3,27989.290000000005,33,161,33,Wade Miley,6,36,5000000,3,220.0,13,0.20496894409937888,SP,0.6583850931677019,0,0,UFA,140,19600,5000000,4500000,0.03,5000000,64.33,4138.3489,4500000,4500000,42250000,4500000,4500000,106,1.58,2.4964000000000004,1.35,1.8225000000000002,1,61,3721,14,196,15.424948470398375,15.319587954740548,15.424948470398375
MIN,6.0,2019,0,1,1,1,184,33856,0,1,4,104,10816,94,8836,2.014925373134328,4.059924259300511,0.4053236539624924,0.1642872644615063,0.8166969147005444,0.6669938504813883,5.12,26.2144,28,27,Minnesota Twins,TEX,Minnesota,22244459,165.3,27324.090000000004,32,162,29,Martin Perez,7,49,3500000,6,200.0,16,0.19753086419753085,SP,0.6234567901234568,0,0,UFA,135,18225,3500000,3500000,0.028,3500000,32.44,1052.3536,4000000,4000000,46800000,4000000,4000000,101,0.4,0.16000000000000003,1.52,2.3104,3,67,4489,10,100,15.068273526459642,15.068273526459642,15.068273526459642
TOR,6.2,2019,0,1,1,0,16,256,0,1,5,7,49,5,25,2.6666666666666665,7.111111111111111,0.31358885017421606,0.09833796695358693,0.8362369337979094,0.6992922094477292,1.57,2.4649,32,32,Toronto Blue Jays,LAA,Toronto,12517056,28.7,823.6899999999999,5,161,5,Matt Shoemaker,0,0,3500000,2,225.0,7,0.031055900621118012,SP,0.4099378881987577,0,0,UFA,24,576,3500000,3500000,0.031,3500000,0.0,0.0,3500000,3500000,15500000,3500000,3500000,66,1.13,1.2768999999999997,0.87,0.7569,2,9,81,3,9,15.068273526459642,15.068273526459642,15.068273526459642
TOR,6.3,2019,2020,1,1,0,72,5184,0,1,5,44,1936,43,1849,2.4375,5.94140625,0.2711864406779661,0.07354208560758403,0.6610169491525424,0.4369434070669348,6.56,43.03359999999999,34,34,Toronto Blue Jays,ARI,Toronto,63029511,59.0,3481.0,12,161,12,Clay Buchholz,5,25,3000000,2,190.0,7,0.07453416149068323,SP,0.4099378881987577,0,0,UFA,39,1521,3000000,3000000,0.027,3000000,0.0,0.0,3000000,3000000,15500000,3000000,3000000,66,1.1762227602905562,1.3834999818255351,1.49,2.2201,2,16,256,2,4,14.914122846632385,14.914122846632385,14.914122846632385
TEX,6.2,2019,2021,1,1,1,55,3025,0,2,6,27,729,26,676,3.909090909090909,15.28099173553719,0.23255813953488375,0.05408328826392646,0.9090909090909092,0.8264462809917357,4.94,24.403600000000004,35,34,Texas Rangers,OAK,Texas,25480000,47.3,2237.2899999999995,51,162,0,Shawn Kelley,2,4,2562500,2,237.0,8,0.3148148148148148,RP,0.4814814814814814,11,121,UFA,43,1849,2562500,2500000,0.017,2562500,31.61,999.1921,2750000,2750000,47250000,2750000,2750000,78,0.87,0.7569,1.39,1.9320999999999997,0,11,121,5,25,14.7564939024288,14.73180128983843,14.7564939024288
OAK,6.4,2019,2021,1,1,1,48,2304,0,5,6,34,1156,32,1024,2.1025641025641026,4.42077580539119,0.639344262295082,0.40876108572964265,1.3442622950819672,1.8070411179790378,4.72,22.278399999999998,32,31,Oakland Athletics,ARI,California,10885962,61.0,3721.0,75,162,0,Jake Diekman,7,49,786305,15,195.0,28,0.46296296296296297,RP,0.5987654320987654,0,0,UFA,82,6724,786305,2250000,0.008,2250000,20.76,430.97760000000005,2750000,2750000,37600000,2750000,2750000,97,0.28,0.07840000000000001,1.43,2.0448999999999997,9,39,1521,1,1,13.575100036855485,14.626440774180603,14.626440774180603
CHC,6.2,2019,2021,1,1,0,31,961,0,2,5,14,196,13,169,2.1176470588235294,4.484429065743945,0.4956268221574344,0.24564594684187713,1.0495626822157436,1.101581823899906,3.41,11.628100000000002,32,32,Chicago Cubs,SEA,Illinois,18233850,34.3,1176.4899999999998,41,162,1,David Phelps,1,1,833342,17,198.0,20,0.25308641975308643,RP,0.5185185185185185,1,1,UFA,36,1296,833342,2500000,0.004,2500000,0.0,0.0,2500000,2500000,49325000,2500000,2500000,84,0.27,0.0729,1.4,1.9599999999999997,3,17,289,2,4,13.63319940111624,14.73180128983843,14.73180128983843
SD,6.1,2019,2021,1,1,0,28,784,0,5,4,18,324,17,289,2.0833333333333335,4.340277777777779,0.4181184668989547,0.1748230523619323,0.8710801393728224,0.7587806092097756,5.34,28.5156,31,31,San Diego Padres,SEA,California,12059802,28.7,823.6899999999999,25,162,0,Adam Warren,1,1,2000000,2,224.0,5,0.15432098765432098,RP,0.4320987654320987,0,0,UFA,25,625,2000000,2000000,0.019,2000000,0.0,0.0,2500000,2500000,326000000,2500000,2500000,70,1.1762227602905562,1.3834999818255351,1.39,1.9320999999999997,0,12,144,4,16,14.508657738524219,14.508657738524219,14.508657738524219
DET,6.3,2019,2020,1,1,1,3,9,0,1,4,0,0,0,0,9.0,81.0,0.1,0.010000000000000002,0.9,0.81,0.0,0.0,30,29,Detroit Tigers,TEX,Michigan,31279000,10.0,100.0,2,161,2,Matt Moore,0,0,2500000,11,210.0,16,0.012422360248447204,SP,0.2919254658385093,0,0,UFA,9,81,2500000,2500000,0.022,2500000,0.0,0.0,2500000,2500000,15500000,2500000,2500000,47,0.74,0.5476,0.4,0.16000000000000003,4,1,1,0,0,14.73180128983843,14.73180128983843,14.73180128983843
MIL,6.5,2019,2020,1,1,0,131,17161,0,1,5,72,5184,65,4225,2.6545454545454548,7.046611570247935,0.3900709219858156,0.15215532417886424,1.0354609929078014,1.0721794678336098,4.15,17.222500000000004,28,28,Milwaukee Brewers,MIL,Wisconsin,15851543,141.0,19881.0,28,161,28,Jordan Lyles,8,64,2050000,1,230.0,6,0.17391304347826086,SP,0.5527950310559007,0,0,UFA,146,21316,694386,2050000,0.005,2050000,50.14,2514.0196,2050000,2050000,31900000,2050000,2050000,89,0.16,0.0256,1.32,1.7424000000000002,0,55,3025,12,144,13.450783280834713,14.53335035111459,14.53335035111459
MIL,6.0,2019,2020,1,1,0,76,5776,0,1,5,36,1296,34,1156,2.108108108108108,4.4441197954711456,0.4238258877434135,0.17962838312149254,0.8934707903780069,0.7982900532587004,3.5,12.25,33,33,Milwaukee Brewers,NYY,Wisconsin,63039677,87.3,7621.289999999999,19,161,17,Gio Gonzalez,2,4,1709677,1,205.0,6,0.11801242236024845,SP,0.5527950310559007,0,0,UFA,78,6084,1709677,2000000,0.013,2000000,60.97,3717.3408999999997,2000000,2000000,31900000,2000000,2000000,89,2.1,4.41,1.29,1.6641000000000001,0,37,1369,3,9,14.3518150217482,14.508657738524219,14.508657738524219
MIL,6.5,2019,2020,1,1,0,105,11025,0,1,5,58,3364,56,3136,3.1136363636363638,9.694731404958679,0.4230769230769231,0.17899408284023668,1.3173076923076923,1.7352995562130178,4.85,23.522499999999997,30,30,Milwaukee Brewers,BOS,Wisconsin,20671259,104.0,10816.0,46,161,18,Drew Pomeranz,10,100,491965,1,246.0,6,0.2857142857142857,RP,0.5527950310559007,2,4,UFA,137,18769,491965,1500000,0.004,1500000,0.0,0.0,1500000,1500000,31900000,1500000,1500000,89,1.1762227602905562,1.3834999818255351,1.43,2.0448999999999997,0,44,1936,2,4,13.10616285473262,14.22097566607244,14.22097566607244
WSH,6.3,2019,2020,1,1,1,56,3136,0,1,7,25,625,20,400,2.6296296296296298,6.914951989026064,0.3698630136986301,0.13679864890223306,0.9726027397260274,0.9459560893225746,2.47,6.100900000000001,32,31,Washington Nationals,LAA,Washington DC,19035107,73.0,5329.0,69,162,1,Daniel Hudson,3,9,491965,1,215.0,6,0.42592592592592593,RP/CL,0.5740740740740741,8,64,UFA,71,5041,491965,1500000,0.003,1500000,79.69,6350.496099999999,1500000,1500000,184550000,1500000,1500000,93,0.95,0.9025,1.14,1.2995999999999999,1,27,729,9,81,13.10616285473262,14.22097566607244,14.22097566607244
OAK,6.4,2019,2020,1,1,1,181,32761,0,5,6,80,6400,76,5776,1.836734693877551,3.3735943356934612,0.2784090909090909,0.07751162190082643,0.5113636363636364,0.26149276859504134,3.89,15.132100000000001,31,30,Oakland Athletics,OAK,California,58418199,176.0,30976.0,32,162,31,Brett Anderson,9,81,1500000,15,230.0,28,0.19753086419753085,SP,0.5987654320987654,0,0,UFA,90,8100,1500000,1500000,0.016,1500000,78.02,6087.1204,1500000,1500000,37600000,1500000,1500000,97,2.91,8.468100000000002,1.31,1.7161000000000002,9,49,2401,13,169,14.22097566607244,14.22097566607244,14.22097566607244
NYY,6.1,2019,2020,1,1,1,55,3025,0,2,5,25,625,25,625,1.88,3.5343999999999998,0.45207956600361665,0.20437593399801837,0.8499095840867993,0.7223463011225961,4.07,16.5649,33,32,New York Yankees,OAK,New York,6458212,55.3,3058.0899999999997,66,162,1,Cory Gearrin,3,9,278499,40,205.0,55,0.4074074074074074,RP,0.6358024691358025,0,0,UFA,47,2209,278499,1400000,0.001,1400000,33.55,1125.6024999999997,1400000,1400000,124555000,1400000,1400000,103,0.66,0.43560000000000004,1.45,2.1025,27,25,625,1,1,12.537169747678757,14.151982794585487,14.151982794585487
WSH,6.3,2019,2022,1,1,0,22,484,0,1,7,15,225,15,225,2.25,5.0625,0.3292181069958848,0.10838456197395384,0.7407407407407407,0.5486968449931412,5.55,30.8025,30,30,Washington Nationals,SF,Washington DC,4571637,24.3,590.49,28,162,0,Hunter Strickland,1,1,494355,1,225.0,6,0.1728395061728395,RP,0.5740740740740741,2,4,UFA,18,324,419355,1300000,0.002,1375000,0.0,0.0,1300000,1300000,184550000,1300000,1300000,93,1.1762227602905562,1.3834999818255351,1.23,1.5129,1,8,64,2,4,12.946473095555975,14.077874822431765,14.133964289082808
WSH,6.1,2019,2020,1,1,1,47,2209,0,1,7,31,961,27,729,1.5,2.25,0.5128205128205128,0.2629848783694937,0.7692307692307693,0.591715976331361,6.23,38.812900000000006,32,31,Washington Nationals,WSH,Washington DC,37910900,39.0,1521.0,9,162,8,Jeremy Hellickson,3,9,1900000,1,190.0,6,0.05555555555555555,RP,0.5740740740740741,0,0,UFA,30,900,1900000,1300000,0.011,1900000,0.0,0.0,1300000,1300000,184550000,1300000,1300000,93,1.1762227602905562,1.3834999818255351,1.72,2.9583999999999997,1,20,400,2,4,14.457364444136669,14.077874822431765,14.457364444136669
ARI,6.3,2019,0,1,1,1,0,0,0,1,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,32,Arizona Diamondbacks,BAL,Arizona,3737695,1.3,1.6900000000000002,20,162,11,Caleb Joseph,0,0,473120,1,180.0,6,0.12345679012345678,C,0.5246913580246914,0,0,UFA,0,0,473120,1100000,0.004,1100000,0.0,0.0,1100000,1100000,11600000,1100000,1100000,85,1.1762227602905562,1.3834999818255351,0.0,0.0,1,0,0,0,0,13.067104335086304,13.9108207377686,13.9108207377686
