Acronimo,Acronimo_t,Acronimo_t_1,Altura,Altura_t,Altura_t_1,Anio_t,Anio_t_1,Anio_x,Anio_y,Anios_contrato,At_bats,At_bats_2,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos,Bateos_2,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Cantidad_agentes_libres,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Edad,Edad_t,Edad_t_1,Equipo,Equipo_anterior,Equipo_t,Equipo_t_1,Estado,Estado_t,Estado_t_1,Home_runs,Home_runs_2,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos,Juegos_2,Juegos_2_t,Juegos_2_t_1,Juegos_t,Juegos_t_1,Juegos_totales,Juegos_totales_t,Juegos_totales_t_1,Jugador,OPS,OPS_2,OPS_2_t,OPS_2_t_1,OPS_t,OPS_t_1,Pennants_won,Pennants_won_t,Pennants_won_t_1,Peso,Peso_t,Peso_t_1,Playoffs,Playoffs_t,Playoffs_t_1,Porcentaje_bateo,Porcentaje_bateo_2,Porcentaje_bateo_2_t,Porcentaje_bateo_2_t_1,Porcentaje_bateo_t,Porcentaje_bateo_t_1,Porcetnaje_juegos,Porcetnaje_juegos_2,Porcetnaje_juegos_2_t,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_t,Porcetnaje_juegos_t_1,Posicion,Posicion_t,Posicion_t_1,Promedio_victorias,Promedio_victorias_t,Promedio_victorias_t_1,RBI,RBI_2,RBI_2_t,RBI_2_t_1,RBI_t,RBI_t_1,Status,Sueldo,Sueldo_base,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular,Sueldo_regular_t,Sueldo_regular_t_1,Sueldo_t,Sueldo_t_1,TVS,TVS_2,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_total,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_promedio_contrato,Victorias,Victorias_t,Victorias_t_1,WAR,WAR_2,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo,ln_Sueldo_base,ln_Sueldo_base_t,ln_Sueldo_regular,ln_Sueldo_regular_t,ln_Sueldo_t
LAD,MIL,MIL,6.2,6.2,6.2,2,1,2013,3,6,58,3364,1089,2401,33,49,19,361,49,49,7,7,7,3,1,5,1,1,29,28,27,Los Angeles Dodgers,LAA,Milwaukee Brewers,Milwaukee Brewers,California,Wisconsin,Wisconsin,0,0,1,1,1,1,29,841,1369,841,37,29,162,162,162,Zack Greinke,0.788,0.620944,0.36,0.156816,0.6,0.396,25,1,1,200,200,200,27,4,4,0.328,0.10758400000000001,0.044944,0.020448999999999995,0.212,0.143,0.179,0.032041,0.051984,0.032041,0.228,0.179,SP,SP,SP,0.5679012345679012,0.5123456790123457,0.5925925925925926,4,16,4,1,2,1,UFA,19000000,17000000,13500000,13500000,19000000,13500000,13500000,13500000,13500000,59.84,3580.8256000000006,3567.6728999999996,2072.0704,59.73,45.52,147000000,150850000,40250000,775000,24500000,92,83,96,4.21,17.7241,2.1609,1.9599999999999997,1.47,1.4,6,0,0,16.759949537130716,16.64872390202049,16.41820024340866,16.759949537130716,16.41820024340866,16.41820024340866
