Acronimo,Altura,Anio_x,Anio_y,Anios_contrato,At-bats,At-bats_2,Bateos,Bateos_2,Cantidad de equipos,Cantidad_agentes_libres,Edad,Equipo,Equipo_anterior,Estado,Home-runs,Home-runs_2,Juegos,Juegos totales,Juegos_2,Jugador,OPS,OPS_2,Pennants won,Peso,Playoffs,Porcentaje_bateo,Porcentaje_bateo_2,Porcetnaje_juegos,Porcetnaje_juegos_2,Posicion,Promedio_victorias,RBI,RBI_2,Status,Sueldo,Sueldo_base,Sueldo_regular,TVS,TVS_2,Valor_contrato,Valor_contrato_total,Valor_promedio_contrato,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo,ln_Sueldo_base,ln_Sueldo_regular
CHW,6.3,2021,11,1,3,9,0,0,2,2,28,Chicago White Sox,CHW,Illinois,0,0,24,162,576,Carlos Rodon,0.0,0.0,6,245,11,0.0,0.0,0.148,0.021903999999999996,SP,0.5740740740740741,0,0,UFA,3000000,3000000,3000000,98.06,9615.7636,3000000,57000000,3000000,93,5.06,25.603599999999997,3,14.914122846632385,14.914122846632385,14.914122846632385
ATL,6.5,2021,11,1,55,3025,7,49,1,6,37,Atlanta Braves,TB,Georgia,0,0,34,161,1156,Charlie Morton,0.273,0.07452900000000001,18,215,27,0.127,0.016129,0.211,0.044521,SP,0.546583850931677,1,1,UFA,15000000,15000000,15000000,84.21,7091.324099999999,15000000,94240000,15000000,88,4.19,17.556100000000004,4,16.523560759066484,16.523560759066484,16.523560759066484
TOR,6.1,2020,11,2,530,280900,141,19881,1,6,32,Toronto Blue Jays,PHI,Toronto,13,169,161,163,25921,Corey Dickerson,0.726,0.527076,2,200,8,0.266,0.07075600000000001,0.725,0.525625,LF,0.5644171779141104,46,2116,UFA,9500000,9500000,2250000,37.33,1393.5288999999998,17500000,186250000,8750000,92,0.12,0.0144,2,16.06680235657077,16.06680235657077,14.626440774180603
NYY,6.4,2021,11,1,2,4,0,0,2,4,35,New York Yankees,TEX,New York,0,0,16,162,256,Corey Kluber,0.0,0.0,40,215,57,0.0,0.0,0.099,0.009801,SP,0.5679012345679012,0,0,UFA,11000000,11000000,11000000,0.0,0.0,11000000,111300000,11000000,92,1.42,2.0164,27,16.213405830762646,16.213405830762646,16.213405830762646
CHW,6.0,2019,11,3,1,1,0,0,2,2,33,Chicago White Sox,BOS,Illinois,0,0,63,162,3969,Craig Kimbrel,0.0,0.0,6,215,11,0.0,0.0,0.389,0.151321,RP/CL,0.5740740740740741,0,0,UFA,16000000,16000000,5591430,63.94,4088.3235999999997,43000000,57000000,14333333,93,2.5,6.25,3,16.588099280204055,16.588099280204055,15.53674562636996
SD,6.2,2020,11,2,5,25,1,1,5,4,37,San Diego Padres,SD,California,0,0,67,162,4489,Craig Stammen,0.4,0.16000000000000003,2,228,6,0.2,0.04000000000000001,0.414,0.171396,RP,0.4876543209876543,0,0,UFA,4500000,4000000,4500000,62.6,3918.76,9000000,25200000,4500000,79,1.48,2.1904,0,15.319587954740548,15.201804919084164,15.319587954740548
SF,6.2,2021,11,1,276,76176,59,3481,5,8,31,San Francisco Giants,CIN,California,11,121,108,163,11664,Curt Casali,0.719,0.516961,23,220,27,0.214,0.045795999999999996,0.487,0.237169,C,0.6625766871165644,34,1156,UFA,2000000,1500000,2000000,0.0,0.0,1500000,36200000,1500000,108,1.13,1.2768999999999997,8,14.508657738524219,14.22097566607244,14.508657738524219
NYY,6.4,2021,11,6,792,627264,231,53361,2,4,32,New York Yankees,NYY,New York,20,400,200,162,40000,D.J. LeMahieu,0.784,0.6146560000000001,40,220,57,0.292,0.08526399999999999,0.901,0.811801,3B,0.5679012345679012,84,7056,UFA,15000000,15000000,15000000,120.35,14484.1225,90000000,111300000,15000000,92,4.31,18.576099999999997,27,16.523560759066484,16.523560759066484,16.523560759066484
CHW,6.2,2020,11,3,2,4,0,0,2,2,33,Chicago White Sox,ATL,Illinois,0,0,32,162,1024,Dallas Keuchel,0.0,0.0,6,205,11,0.0,0.0,0.198,0.039204,SP,0.5740740740740741,0,0,UFA,18000000,18000000,18000000,5.29,27.9841,55500000,57000000,18500000,93,0.07,0.004900000000000001,3,16.70588231586044,16.70588231586044,16.70588231586044
LAD,6.5,2016,11,7,15,225,4,16,5,7,35,Los Angeles Dodgers,TOR,California,0,0,39,162,1521,David Price,0.583,0.33988899999999994,25,215,35,0.267,0.071289,0.241,0.058080999999999994,SP,0.654320987654321,2,4,UFA,32000000,32000000,16000000,1.12,1.2544000000000002,217000000,160320500,31000000,106,0.53,0.28090000000000004,7,17.281246460764002,17.281246460764002,16.588099280204055
LAA,6.5,2017,11,5,110,12100,26,676,5,6,35,Los Angeles Angels,CHC,California,4,16,38,162,1444,Dexter Fowler,0.675,0.45562500000000006,1,205,10,0.236,0.055695999999999996,0.173,0.029928999999999997,RF,0.4753086419753086,16,256,UFA,16500000,14500000,1750000,0.0,0.0,82500000,12625000,16500000,77,-0.14,0.019600000000000003,1,16.61887093887081,16.489659207390805,14.375126345899696
PHI,6.3,2021,11,2,583,339889,138,19044,2,6,31,Philadelphia Phillies,PHI,Pennsylvania,23,529,163,162,26569,Didi Gregorius,0.708,0.5012639999999999,7,205,14,0.237,0.056169,0.734,0.538756,SS,0.5061728395061729,94,8836,UFA,12750000,12000000,12750000,60.44,3652.9936,28000000,158800000,14000000,82,0.13,0.016900000000000002,2,16.36104182956871,16.300417207752275,16.36104182956871
ATL,6.2,2021,11,1,41,1681,3,9,1,6,32,Atlanta Braves,SF,Georgia,0,0,32,161,1024,Drew Smyly,0.146,0.021315999999999998,18,188,27,0.073,0.0053289999999999995,0.199,0.039601000000000004,SP,0.546583850931677,0,0,UFA,11000000,11000000,11000000,17.81,317.19609999999994,11000000,94240000,11000000,88,0.82,0.6723999999999999,4,16.213405830762646,16.213405830762646,16.213405830762646
SD,6.4,2018,11,8,652,425104,178,31684,5,4,31,San Diego Padres,KC,California,21,441,191,162,36481,Eric Hosmer,0.758,0.574564,2,226,6,0.273,0.07452900000000001,0.86,0.7395999999999999,1B,0.4876543209876543,101,10201,UFA,21000000,20000000,21000000,71.54,5117.971600000001,144000000,25200000,18000000,79,1.92,3.6864,0,16.860032995687696,16.811242831518264,16.860032995687696
BOS,6.2,2021,11,1,5,25,1,1,1,6,33,Boston Red Sox,SD,Massachusetts,0,0,40,162,1600,Garrett Richards,0.6,0.36,14,210,25,0.2,0.04000000000000001,0.247,0.061009,RP,0.5679012345679012,1,1,UFA,9500000,8500000,9500000,0.0,0.0,10000000,31850000,10000000,92,0.24,0.0576,9,16.06680235657077,15.955576721460545,16.06680235657077
TOR,6.3,2021,11,6,488,238144,129,16641,1,6,31,Toronto Blue Jays,HOU,Toronto,36,1296,129,163,16641,George Springer,0.904,0.817216,2,221,8,0.264,0.06969600000000001,0.581,0.33756099999999994,CF,0.5644171779141104,82,6724,UFA,23666666,22000000,23666666,76.75,5890.5625,150000000,186250000,25000000,92,4.37,19.0969,2,16.979578118168465,16.90655301132259,16.979578118168465
BOS,6.1,2021,11,1,643,413449,154,23716,1,6,29,Boston Red Sox,TB,Massachusetts,39,1521,186,162,34596,Hunter Renfroe,0.783,0.613089,14,230,25,0.24,0.0576,0.838,0.702244,RF,0.5679012345679012,118,13924,UFA,3700000,3100000,3700000,101.72,10346.9584,3100000,31850000,3100000,92,2.21,4.8841,9,15.123843377614453,14.946912669455374,15.123843377614453
TOR,6.3,2020,11,4,4,16,0,0,1,6,34,Toronto Blue Jays,LAD,Toronto,0,0,31,163,961,Hyun-Jin Ryu,0.0,0.0,2,255,8,0.0,0.0,0.191,0.036481,SP,0.5644171779141104,0,0,UFA,20000000,20000000,20000000,30.74,944.9475999999999,80000000,186250000,20000000,92,1.71,2.9240999999999997,2,16.811242831518264,16.811242831518264,16.811242831518264
STL,6.5,2021,11,1,14,196,0,0,2,2,38,St. Louis Cardinals,NYY,Missouri,0,0,30,161,900,J.A. Happ,0.067,0.004489000000000001,23,205,31,0.0,0.0,0.185,0.034225,SP,0.5527950310559007,0,0,UFA,8000000,8000000,2795715,5.3,28.09,8000000,17000000,8000000,89,-1.77,3.1329000000000002,11,15.89495209964411,15.89495209964411,14.843598445810015
BOS,6.3,2018,11,5,781,609961,208,43264,1,6,33,Boston Red Sox,ARI,Massachusetts,35,1225,202,162,40804,J.D. Martinez,0.816,0.6658559999999999,14,230,25,0.266,0.07075600000000001,0.91,0.8281000000000001,DH,0.5679012345679012,126,15876,UFA,19350000,19350000,19350000,59.07,3489.2649,110000000,31850000,22000000,92,2.08,4.3264000000000005,9,16.778202977440063,16.778202977440063,16.778202977440063
PHI,6.1,2021,11,5,649,421201,171,29241,2,6,30,Philadelphia Phillies,PHI,Pennsylvania,28,784,181,162,32761,J.T. Realmuto,0.797,0.635209,7,210,14,0.264,0.06969600000000001,0.815,0.664225,C,0.5061728395061729,105,11025,UFA,20000000,20000000,10000000,115.1,13248.009999999998,115500000,158800000,23100000,82,4.57,20.884900000000002,2,16.811242831518264,16.811242831518264,16.11809565095832
OAK,6.4,2020,11,2,1,1,0,0,5,5,34,Oakland Athletics,OAK,California,0,0,67,162,4489,Jake Diekman,0.0,0.0,15,195,29,0.0,0.0,0.414,0.171396,RP,0.5308641975308642,0,0,UFA,4000000,4000000,4000000,15.13,228.91690000000003,7500000,21300000,3750000,86,0.36,0.1296,9,15.201804919084164,15.201804919084164,15.201804919084164
SD,6.4,2021,11,1,209,43681,49,2401,5,4,29,San Diego Padres,NYM,California,7,49,115,162,13225,Jake Marisnick,0.707,0.49984899999999993,2,220,6,0.234,0.054756000000000006,0.518,0.268324,CF,0.4876543209876543,29,841,UFA,1000000,1000000,349440,11.1,123.21,1500000,25200000,1500000,79,0.58,0.3364,0,13.815510557964274,13.815510557964274,12.764087152098623
HOU,6.2,2021,11,3,1,1,0,0,2,5,31,Houston Astros,MIN,Texas,0,0,24,162,576,Jake Odorizzi,0.0,0.0,4,190,15,0.0,0.0,0.148,0.021903999999999996,SP,0.5864197530864198,0,0,UFA,9000000,6000000,9000000,29.63,877.9368999999999,23500000,76100000,7833333,95,0.68,0.4624000000000001,1,16.012735135300492,15.60727002719233,16.012735135300492
NYM,6.3,2021,11,4,472,222784,115,13225,2,9,30,New York Mets,CHW,New York,17,289,152,162,23104,James McCann,0.696,0.48441599999999996,5,220,9,0.244,0.059536,0.685,0.46922500000000006,C,0.4753086419753086,61,3721,UFA,8150000,8000000,8150000,4.9,24.010000000000005,40600000,94150000,10150000,77,0.99,0.9801,2,15.913528485217045,15.89495209964411,15.913528485217045
TOR,5.9,2021,11,1,196,38416,39,1521,1,6,36,Toronto Blue Jays,CHW,Toronto,0,0,134,163,17956,Jarrod Dyson,0.506,0.256036,2,165,8,0.199,0.039601000000000004,0.604,0.364816,CF,0.5644171779141104,15,225,UFA,1500000,1500000,298405,3.78,14.2884,1500000,186250000,1500000,92,-0.43,0.18489999999999998,2,14.22097566607244,14.22097566607244,12.606206903203534
HOU,6.3,2021,11,2,229,52441,50,2500,2,5,34,Houston Astros,SD,Texas,10,100,93,162,8649,Jason Castro,0.754,0.568516,4,215,15,0.218,0.047524,0.419,0.175561,C,0.5864197530864198,30,900,UFA,3500000,2500000,3500000,0.0,0.0,7000000,76100000,3500000,95,1.01,1.0201,1,15.068273526459642,14.73180128983843,15.068273526459642
CHC,6.5,2016,11,8,470,220900,108,11664,2,10,31,Chicago Cubs,STL,Illinois,14,196,154,162,23716,Jason Heyward,0.699,0.48860099999999995,17,240,21,0.23,0.0529,0.694,0.48163599999999995,RF,0.4382716049382716,52,2704,UFA,23500000,21000000,23500000,46.16,2130.7455999999997,184000000,24500000,23000000,71,1.69,2.8560999999999996,3,16.972510979114386,16.860032995687696,16.972510979114386
COL,6.3,2021,11,0,6,36,0,0,1,1,33,Colorado Rockies,NYY,Colorado,0,0,46,161,2116,Jhoulys Chacin,0.0,0.0,1,215,5,0.0,0.0,0.286,0.08179599999999998,RP,0.4596273291925465,0,0,UFA,1000000,1000000,1000000,0.0,0.0,0,0,0,74,0.67,0.4489000000000001,0,13.815510557964274,13.815510557964274,13.815510557964274
ATL,6.1,2021,11,1,550,302500,126,15876,1,6,29,Atlanta Braves,LAD,Georgia,25,625,180,161,32400,Joc Pederson,0.726,0.527076,18,220,27,0.229,0.052441,0.815,0.664225,LF,0.546583850931677,77,5929,UFA,4500000,4500000,1935520,38.05,1447.8024999999998,7000000,94240000,7000000,88,-0.73,0.5328999999999999,4,15.319587954740548,15.319587954740548,14.475886582193676
LAD,6.1,2019,11,3,3,9,0,0,5,7,33,Los Angeles Dodgers,BOS,California,0,0,48,162,2304,Joe Kelly,0.0,0.0,25,174,35,0.0,0.0,0.296,0.08761599999999999,RP,0.654320987654321,0,0,UFA,8500000,8500000,8500000,0.0,0.0,25000000,160320500,8333333,106,0.72,0.5184,7,15.955576721460545,15.955576721460545,15.955576721460545
STL,6.4,2021,11,1,48,2304,8,64,2,2,37,St. Louis Cardinals,CHC,Missouri,1,1,30,161,900,Jon Lester,0.471,0.22184099999999998,23,240,31,0.167,0.027889000000000004,0.185,0.034225,SP,0.5527950310559007,3,9,UFA,2000000,2000000,698945,18.15,329.42249999999996,5000000,17000000,5000000,89,-0.53,0.28090000000000004,11,14.508657738524219,14.508657738524219,13.457327334286163
DET,6.1,2021,11,1,785,616225,218,47524,1,5,29,Detroit Tigers,DET,Michigan,30,900,200,162,40000,Jonathan Schoop,0.764,0.583696,11,225,16,0.278,0.07728400000000002,0.909,0.826281,2B,0.4753086419753086,107,11449,UFA,4500000,4500000,4500000,107.39,11532.6121,4500000,21500000,4500000,77,3.03,9.1809,4,15.319587954740548,15.319587954740548,15.319587954740548
NYM,6.1,2021,11,1,639,408321,156,24336,2,9,29,New York Mets,TOR,New York,20,400,194,162,37636,Jonathan Villar,0.696,0.48441599999999996,5,215,9,0.244,0.059536,0.874,0.763876,CF,0.4753086419753086,57,3249,UFA,3550000,3550000,3550000,64.4,4147.360000000001,3550000,94150000,3550000,77,1.72,2.9583999999999997,2,15.082458161451598,15.082458161451598,15.082458161451598
TEX,6.5,2020,11,2,6,36,0,0,2,4,30,Texas Rangers,MIL,Texas,0,0,32,162,1024,Jordan Lyles,0.0,0.0,2,230,8,0.0,0.0,0.198,0.039204,SP,0.3703703703703703,0,0,UFA,8000000,8000000,8000000,15.53,241.18089999999998,16000000,5865500,8000000,60,-0.14,0.019600000000000003,0,15.89495209964411,15.89495209964411,15.89495209964411
DET,6.2,2021,11,1,1,1,0,0,1,5,29,Detroit Tigers,MIA,Michigan,0,0,26,162,676,Jose Urena,0.0,0.0,11,208,16,0.0,0.0,0.161,0.025921000000000003,SP,0.4753086419753086,0,0,UFA,3450000,3250000,3450000,7.71,59.4441,3250000,21500000,3250000,77,-0.52,0.27040000000000003,4,15.053884789007542,14.994165554305921,15.053884789007542
MIN,6.1,2020,11,4,538,289444,131,17161,1,6,35,Minnesota Twins,ATL,Minnesota,32,1024,163,163,26569,Josh Donaldson,0.829,0.6872409999999999,6,210,17,0.244,0.059536,0.734,0.538756,3B,0.4478527607361963,83,6889,UFA,21000000,21000000,21000000,43.77,1915.8129000000004,92000000,41750000,23000000,73,3.73,13.9129,3,16.860032995687696,16.860032995687696,16.860032995687696
ATL,6.1,2021,11,1,3,9,1,1,1,6,36,Atlanta Braves,ATL,Georgia,0,0,36,161,1296,Josh Tomlin,0.833,0.693889,18,190,27,0.333,0.11088900000000002,0.224,0.050176000000000005,RP,0.546583850931677,0,0,UFA,1000000,1000000,1000000,0.0,0.0,1250000,94240000,1250000,88,-0.74,0.5476,4,13.815510557964274,13.815510557964274,13.815510557964274
SD,6.0,2021,11,3,533,284089,130,16900,5,4,28,San Diego Padres,SD,California,11,121,193,162,37249,Jurickson Profar,0.69,0.4760999999999999,2,184,6,0.244,0.059536,0.869,0.755161,LF,0.4876543209876543,58,3364,UFA,4333333,3500000,4333333,73.83,5450.8688999999995,21000000,25200000,7000000,79,1.17,1.3688999999999998,0,15.281847549834621,15.068273526459642,15.281847549834621
LAA,6.1,2016,11,6,465,216225,97,9409,5,6,33,Los Angeles Angels,SD,California,26,676,132,162,17424,Justin Upton,0.707,0.49984899999999993,1,215,10,0.209,0.043681,0.595,0.354025,LF,0.4753086419753086,63,3969,UFA,23000000,23000000,23000000,7.96,63.3616,132750000,12625000,22125000,77,-1.32,1.7424000000000002,1,16.951004773893423,16.951004773893423,16.951004773893423
LAD,6.5,2017,11,5,1,1,0,0,5,7,33,Los Angeles Dodgers,LAD,California,0,0,69,162,4761,Kenley Jansen,0.0,0.0,25,265,35,0.0,0.0,0.426,0.181476,RP/CL,0.654320987654321,0,0,UFA,20000000,20000000,20000000,67.81,4598.1961,80000000,160320500,16000000,106,2.29,5.2441,7,16.811242831518264,16.811242831518264,16.811242831518264
NYM,6.0,2021,11,2,533,284089,135,18225,2,9,32,New York Mets,COL,New York,21,441,178,162,31684,Kevin Pillar,0.733,0.537289,5,210,9,0.253,0.064009,0.802,0.6432040000000001,CF,0.4753086419753086,73,5329,UFA,3600000,3600000,3600000,81.9,6707.610000000001,6500000,94150000,3250000,77,1.13,1.2768999999999997,2,15.096444403426338,15.096444403426338,15.096444403426338
CHC,6.3,2021,11,1,3,9,1,1,2,10,26,Chicago Cubs,BAL,Illinois,0,0,4,162,16,Kohl Stewart,0.667,0.44488900000000003,17,200,21,0.333,0.11088900000000002,0.025,0.0006250000000000001,SP,0.4382716049382716,0,0,UFA,700000,700000,402641,0.0,0.0,700000,24500000,700000,71,-0.26,0.06760000000000001,3,13.458835614025542,13.458835614025542,12.905800625055344
MIL,5.7,2021,11,2,626,391876,169,28561,1,4,30,Milwaukee Brewers,STL,Wisconsin,15,225,169,162,28561,Kolten Wong,0.752,0.565504,1,185,8,0.27,0.0729,0.768,0.589824,2B,0.5864197530864198,66,4356,UFA,7500000,7000000,2000000,112.09,12564.1681,18000000,45400000,9000000,95,4.34,18.8356,0,15.830413578506539,15.761420707019587,14.508657738524219
PHI,6.6,2020,11,3,29,841,4,16,2,6,33,Philadelphia Phillies,MIN,Pennsylvania,1,1,31,162,961,Kyle Gibson,0.379,0.143641,7,215,14,0.138,0.019044000000000002,0.191,0.036481,SP,0.5061728395061729,2,4,UFA,11500000,10000000,11500000,74.65,5572.6225,28000000,158800000,9333333,82,3.13,9.796899999999999,2,16.25785759333348,16.11809565095832,16.25785759333348
BOS,6.0,2021,11,1,590,348100,142,20164,1,6,28,Boston Red Sox,CHC,Massachusetts,43,1849,172,162,29584,Kyle Schwarber,0.854,0.729316,14,229,25,0.241,0.058080999999999994,0.775,0.6006250000000001,LF,0.5679012345679012,95,9025,UFA,7000000,7000000,2459459,113.97,12989.160899999999,10000000,31850000,10000000,92,1.66,2.7556,9,15.761420707019587,15.761420707019587,14.715451965023695
CHW,6.5,2019,11,3,5,25,1,1,2,2,34,Chicago White Sox,NYY,Illinois,0,0,28,162,784,Lance Lynn,0.4,0.16000000000000003,6,270,11,0.2,0.04000000000000001,0.173,0.029928999999999997,SP,0.5740740740740741,2,4,UFA,9333334,8000000,9333334,92.79,8609.984100000001,30000000,57000000,10000000,93,5.41,29.2681,3,16.04910285089994,15.89495209964411,16.04910285089994
MIL,6.2,2018,11,5,275,75625,72,5184,1,4,35,Milwaukee Brewers,KC,Wisconsin,8,64,83,162,6889,Lorenzo Cain,0.736,0.541696,1,214,8,0.262,0.06864400000000001,0.374,0.139876,CF,0.5864197530864198,38,1444,UFA,16000000,17000000,16000000,0.0,0.0,80000000,45400000,16000000,95,2.46,6.0516,0,16.588099280204055,16.64872390202049,16.588099280204055
ARI,6.4,2020,11,5,39,1521,4,16,1,5,31,Arizona Diamondbacks,SF,Arizona,0,0,28,163,784,Madison Bumgarner,0.408,0.16646399999999997,1,257,6,0.103,0.010608999999999999,0.173,0.029928999999999997,SP,0.3251533742331288,3,9,UFA,19000000,19000000,14000000,27.0,729.0,85000000,8500000,17000000,53,1.41,1.9880999999999998,1,16.759949537130716,16.759949537130716,16.454567887579532
SD,6.3,2019,11,10,788,620944,225,50625,5,4,28,San Diego Padres,LAD,California,44,1936,213,162,45369,Manny Machado,0.869,0.755161,2,218,6,0.286,0.08179599999999998,0.96,0.9216,3B,0.4876543209876543,153,23409,UFA,32000000,30000000,32000000,137.71,18964.044100000003,300000000,25200000,30000000,79,7.87,61.9369,0,17.281246460764002,17.216707939626428,17.281246460764002
