Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio,Anio_t,Anio_t_1,Anios_contrato,Bateos_pitcher_2_t,Bateos_pitcher_2_t_1,Bateos_pitcher_t,Bateos_pitcher_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_t,Edad_t_1,Equipo_anterior,Equipo_t,Equipo_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_iniciados_2_t,Juegos_iniciados_2_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Status,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,Sueldo_t,Sueldo_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_base_t,ln_Sueldo_regular_t,ln_Sueldo_t
PHI,WSH,6.4,6.4,2013,3,2,1,7396,1089,86,33,6,6,2304,225,1936,225,44,15,48,15,1.9807956104252402,1.4744897959183672,1.4074074074074074,1.2142857142857142,0.001630290064831202,0.002262953068316128,0.04037685060565276,0.04757050628610261,0.003229271404137525,0.003336701207874291,0.056826678630177964,0.057764186204553175,28.4089,17.0569,5.33,4.13,28,27,WSH,Philadelphia Phillies,Washington Nationals,5520.49,1069.2900000000002,74.3,32.7,196,36,196,36,14,6,14,6,162,162,John Lannan,36,1,6,1,7,1,235,235,14,2,RP,RP,0.4506172839506173,0.6049382716049383,0,0,0,0,UFA,1444,289,38,17,2500000,5000000,2500000,5000000,2500000,5000000,0.0,0.0,0.0,0.0,2500000,16350000,18650000,2500000,73,98,0.12249999999999998,0.11560000000000002,-0.35,0.34,2.3104,2.0736,1.52,1.44,2,0,729,196,27,14,9,16,3,4,14.73180128983843,14.73180128983843,14.73180128983843
CIN,CIN,6.4,6.4,2013,3,2,3,729,3136,27,56,12,4,289,324,196,256,14,16,17,18,4.340277777777779,7.006920415224913,2.0833333333333335,2.6470588235294117,0.001886256382325306,0.001060612733224703,0.04343105320304017,0.032567049808429116,0.00818687665939803,0.007431629013079668,0.09048136083966703,0.08620689655172414,16.892100000000003,6.1504,4.11,2.48,29,28,CIN,Cincinnati Reds,Cincinnati Reds,942.49,3364.0,30.7,58.0,1156,3600,0,0,0,0,34,60,162,162,Jonathan Broxton,4,25,2,5,10,10,305,305,15,14,RP,RP,0.5555555555555556,0.5987654320987654,0,729,0,27,UFA,625,2025,25,45,4000000,4000000,4000000,1420765,4000000,4000000,0.0,5327.540099999999,0.0,72.99,21000000,41800000,5100000,7000000,90,97,0.17639999999999997,0.27040000000000003,-0.42,0.52,1.6129,1.5876000000000001,1.27,1.26,5,5,144,289,12,17,4,16,2,4,15.201804919084164,15.201804919084164,15.201804919084164
PHI,PHI,6.5,6.5,2012,3,2,4,3481,3136,59,56,6,7,529,484,400,361,20,19,23,22,26.851239669421485,26.123456790123452,5.181818181818182,5.111111111111111,0.0003924009258197181,0.0008163265306122448,0.019809112191608136,0.02857142857142857,0.010536451305688135,0.021325270849080376,0.10264721772015126,0.14603174603174604,8.526399999999999,5.9536,2.92,2.44,32,31,BOS,Philadelphia Phillies,Philadelphia Phillies,3806.8900000000003,4900.0,61.7,70.0,3721,4900,0,0,0,0,61,70,162,162,Jonathan Papelbon,1,36,1,6,7,7,230,230,14,14,RP,RP,0.4506172839506173,0.5,841,1444,29,38,UFA,3249,8464,57,92,13000000,11000058,13000000,11000058,13000000,11000058,542.89,473.93289999999996,23.3,21.77,50000000,16350000,57650000,12500000,73,81,1.9043999999999996,2.6895999999999995,1.38,1.64,1.2768999999999997,1.1236000000000002,1.13,1.06,2,2,121,324,11,18,25,25,5,5,16.38045991542581,16.38045991542581,16.38045991542581
DET,MIL,6.6,6.6,2013,3,2,1,1936,3721,44,61,4,3,529,841,441,729,21,27,23,29,7.438016528925619,3.9006250000000002,2.727272727272727,1.975,0.0015199358587067624,0.004400331124917151,0.03898635477582846,0.06633499170812604,0.011305308039967652,0.017164041594129955,0.10632642211589578,0.1310116086235489,9.1204,13.1769,3.02,3.63,32,31,MIL,Detroit Tigers,Milwaukee Brewers,3931.2900000000004,4489.0,62.7,67.0,4489,5184,0,0,0,0,67,72,162,162,Jose Veras,25,16,5,4,11,1,242,242,15,4,RP,RP,0.5740740740740741,0.5123456790123457,441,1,21,1,UFA,3600,6241,60,79,1850000,2000000,646994,2000000,1850000,2000000,1489.1881000000003,460.10249999999996,38.59,21.45,1850000,107775000,40250000,1850000,93,83,0.07840000000000001,0.28090000000000004,0.28,0.53,1.1025,2.2801,1.05,1.51,4,0,484,1600,22,40,0,25,0,5,14.430696197054507,13.380092299869712,14.430696197054507
MIN,PIT,6.3,6.3,2013,3,2,2,47524,30976,218,176,7,3,7921,7921,7396,6400,86,80,89,89,5.037530864197531,3.7433837429111527,2.2444444444444445,1.934782608695652,0.0007280968799883736,0.0008933845213954192,0.02698327037236913,0.029889538661468484,0.0036678105050673582,0.0033442810935600735,0.06056245128020627,0.057829759584145546,17.472399999999997,17.7241,4.18,4.21,32,31,PIT,Minnesota Twins,Pittsburgh Pirates,34336.090000000004,29241.0,185.3,171.0,1024,1024,961,784,31,28,32,32,162,162,Kevin Correia,169,121,13,11,6,9,200,200,14,14,SP,SP,0.4074074074074074,0.4876543209876543,0,0,0,0,UFA,10201,7921,101,89,4500000,3000000,4500000,4000000,4500000,4000000,1620.8675999999998,1779.1524,40.26,42.18,10000000,15515000,14500000,5000000,66,79,4.2848999999999995,0.22089999999999999,2.07,0.47,2.0164,1.6900000000000002,1.42,1.3,3,5,2025,2116,45,46,81,144,9,12,15.319587954740548,15.319587954740548,15.319587954740548
BOS,TEX,6.2,6.2,2013,3,2,1,1089,400,33,20,10,4,100,49,81,49,9,7,10,7,125.93827160493825,205.44444444444446,11.222222222222221,14.333333333333334,0.0001811433405368002,8.573388203017832e-05,0.013458950201884255,0.009259259259259259,0.022812879219949372,0.017613549763755527,0.15103933004336775,0.13271604938271606,1.1881000000000002,3.0625,1.09,1.75,38,37,TEX,Boston Red Sox,Texas Rangers,5520.49,1296.0,74.3,36.0,5329,1369,0,0,0,0,73,37,162,162,Koji Uehara,1,0,1,0,13,2,195,195,21,6,RP,RP,0.5987654320987654,0.5740740740740741,441,1,21,1,UFA,10201,1849,101,43,4250000,4000000,4750000,4000000,4750000,4000000,9306.4609,0.0,96.47,0.0,4250000,130700000,19000000,4250000,97,93,13.1044,1.9320999999999997,3.62,1.39,0.31360000000000005,0.4096,0.56,0.64,8,0,81,9,9,3,16,0,4,0,15.2624295409006,15.373655176010823,15.373655176010823
PIT,TB,0.0,0.0,2013,3,2,1,1849,484,43,22,8,4,400,169,400,144,20,12,20,13,7.839999999999999,3.188775510204082,2.8,1.7857142857142858,0.0008416226855691755,0.0033192772104523364,0.02901073397156948,0.05761316872427984,0.006598321854862337,0.01058442988026893,0.08123005512039455,0.102880658436214,22.090000000000003,16.0,4.7,4.0,37,36,TB,Pittsburgh Pirates,Tampa Bay Rays,1466.8899999999999,729.0,38.3,27.0,2304,1156,0,0,0,0,48,34,162,162,Kyle Farnsworth,1,36,1,6,9,1,0,0,15,3,RP,RP,0.5802469135802469,0.5555555555555556,4,0,2,0,UFA,784,625,28,25,490000,3300000,80327,3300000,490000,3300000,0.0,0.0,0.0,0.0,1250000,28875000,15950000,1250000,94,90,0.1024,0.0004,0.32,0.02,1.9043999999999996,1.7689000000000001,1.38,1.33,5,0,100,196,10,14,9,1,3,1,13.102160670086809,11.293861082522517,13.102160670086809
MIL,STL,6.2,6.2,2013,3,2,3,38416,36864,196,192,7,5,6084,5476,5476,4489,74,67,78,74,12.056327160493828,14.16135734072022,3.4722222222222223,3.763157894736842,0.0004052511429981847,0.000400421385274975,0.020130850528434826,0.020010531858873092,0.004885840362150183,0.005670510323745126,0.06989878655706537,0.07530279094260137,11.2225,8.179599999999999,3.35,2.86,34,33,STL,Milwaukee Brewers,St. Louis Cardinals,39481.689999999995,44521.0,198.7,211.0,1089,1156,1024,1089,32,33,33,34,162,162,Kyle Lohse,100,9,10,3,1,23,214,214,4,26,SP,SP,0.4567901234567901,0.5432098765432098,0,0,0,0,UFA,15625,20449,125,143,4000000,11875000,4350000,12187500,4350000,12187500,2375.5876000000003,7437.337599999999,48.74,86.24,33000000,43300000,40850000,11000000,74,88,8.584900000000001,16.080099999999998,2.93,4.01,1.3688999999999998,1.1881000000000002,1.17,1.09,0,11,1296,1444,36,38,121,256,11,16,15.201804919084164,15.285686403064867,15.285686403064867
NYM,LAA,6.5,6.5,2013,3,2,1,5041,2025,71,45,10,4,729,400,529,289,23,17,27,20,30.25,3.130177514792899,5.5,1.7692307692307692,0.00024698817067445717,0.0011827776378040926,0.015715857300015713,0.03439153439153439,0.007471392162902331,0.003702303966854231,0.08643721515008643,0.06084656084656084,8.584900000000001,13.249600000000001,2.93,3.64,40,39,LAA,New York Mets,Los Angeles Angels,4998.490000000001,1764.0,70.7,42.0,5184,2304,0,0,0,0,72,48,162,162,LaTroy Hawkins,4,9,2,3,5,1,195,195,8,10,RP/CL,RP/CL,0.4567901234567901,0.5493827160493827,169,1,13,1,UFA,3025,529,55,23,1000000,3000000,1000000,3000000,1000000,3000000,4694.9904,0.0,68.52,0.0,1000000,7150000,321150000,1000000,74,89,0.4096,0.0036,0.64,0.06,1.3224999999999998,1.9043999999999996,1.15,1.38,2,1,100,169,10,13,9,4,3,2,13.815510557964274,13.815510557964274,13.815510557964274
CIN,MIL,6.3,6.3,2013,3,2,1,1600,3844,40,62,12,3,324,1521,289,1089,17,33,18,39,13.937777777777779,3.0375510204081633,3.7333333333333334,1.7428571428571429,0.0013127494223902543,0.004389093850614377,0.036231884057971016,0.06625023660798787,0.018296809727181496,0.013332096504600896,0.13526570048309178,0.11546469808820745,11.0889,25.603599999999997,3.33,5.06,30,29,MIL,Cincinnati Reds,Milwaukee Brewers,2116.0,3445.6900000000005,46.0,58.7,3249,3844,0,0,0,0,57,62,162,162,Manny Parra,9,9,3,3,10,1,215,215,15,4,RP,RP,0.5555555555555556,0.5123456790123457,0,0,0,0,UFA,3136,3721,56,61,1000000,1200000,1000000,1200000,1000000,1200000,922.3369,81.5409,30.37,9.03,1000000,41800000,40250000,1000000,90,83,0.2916,0.8281000000000001,0.54,-0.91,1.44,2.7224999999999997,1.2,1.65,5,0,225,1225,15,35,4,4,2,2,13.815510557964274,13.815510557964274,13.815510557964274
TOR,MIA,6.2,6.2,2012,3,2,4,49729,38809,223,197,7,6,10000,7744,8836,7056,94,84,100,88,7.428296808919646,9.765625,2.7254901960784315,3.125,0.0007738793804819748,0.000482662100128138,0.027818687612502047,0.021969572142582522,0.005748605732522965,0.004713497071563848,0.07581956035564283,0.06865491294557038,17.222500000000004,13.987600000000002,4.15,3.74,34,33,CHW,Toronto Blue Jays,Miami Marlins,41493.689999999995,40925.29000000001,203.7,202.3,1089,961,1089,961,33,31,33,31,162,162,Mark Buehrle,100,169,10,13,2,2,195,195,5,2,SP,SP,0.4567901234567901,0.4259259259259259,0,0,0,0,UFA,19321,15625,139,125,11000000,6000000,12000000,7000000,12000000,7000000,763.9696,3369.8025,27.64,58.05,58000000,36750000,203300000,14500000,74,69,4.7089,17.8084,2.17,4.22,1.8225000000000002,1.3688999999999998,1.35,1.17,2,2,2601,1600,51,40,144,169,12,13,16.213405830762646,16.300417207752275,16.300417207752275
LAA,TEX,6.4,6.4,2013,3,2,1,121,1225,11,35,8,4,144,225,144,225,12,15,12,15,0.4049586776859504,4.6390532544378695,0.6363636363636364,2.1538461538461537,0.010912609836319871,0.001350879418504762,0.10446343779677113,0.03675431156347187,0.004419156049418792,0.006266801562767653,0.06647673314339982,0.0791631325982471,85.74759999999999,11.7649,9.26,3.43,30,29,LAD,Los Angeles Angels,Texas Rangers,136.89,1544.4899999999998,11.7,39.3,121,1296,0,0,0,0,11,36,162,162,Mark Lowe,0,4,0,2,1,2,210,210,10,6,RP,RP,0.4814814814814814,0.5740740740740741,0,0,0,0,UFA,49,784,7,28,490000,1700000,160655,1700000,490000,1700000,0.0,0.0,0.0,0.0,1500000,153500000,19000000,1500000,78,93,0.3721,0.43560000000000004,-0.61,0.66,3.5721,1.4884,1.89,1.22,1,0,121,169,11,13,1,0,1,0,13.102160670086809,11.987014487620211,13.102160670086809
CHW,ARI,6.3,6.3,2013,3,2,1,4096,2025,64,45,5,4,529,289,441,196,21,14,23,17,4.0,8.16326530612245,2.0,2.857142857142857,0.0017725286803684805,0.001095406557908444,0.04210140948196961,0.03309692671394799,0.007090114721473922,0.008942094350273013,0.08420281896393922,0.09456264775413711,9.7344,7.182400000000001,3.12,2.68,33,32,ARI,Chicago White Sox,Arizona Diamondbacks,3684.4900000000002,2209.0,60.7,47.0,5776,2116,0,0,0,0,76,46,162,162,Matt Lindstrom,16,0,4,0,6,1,215,215,9,5,RP,RP,0.3888888888888889,0.5,0,0,0,0,UFA,2116,1600,46,40,2300000,3600000,2300000,767213,2300000,3600000,2361.96,0.0,48.6,0.0,2800000,14800000,17750000,2800000,63,81,1.8225000000000002,0.0625,1.35,0.25,2.0448999999999997,1.5625,1.43,1.25,3,1,529,196,23,14,4,1,2,1,14.648419680899378,14.648419680899378,14.648419680899378
PHI,TEX,6.5,6.5,2013,3,2,2,529,3136,23,56,6,4,121,441,121,361,11,19,11,21,4.37190082644628,7.006920415224913,2.090909090909091,2.6470588235294117,0.0023901234567901236,0.0013043959633413282,0.04888888888888889,0.03611642234969195,0.010449382716049383,0.009139798705073318,0.10222222222222223,0.09560229445506692,15.6816,10.6929,3.96,3.27,34,33,TEX,Philadelphia Phillies,Texas Rangers,625.0,2735.2899999999995,25.0,52.3,784,3721,0,0,0,0,28,61,162,162,Mike Adams,16,9,4,3,7,2,194,194,14,6,RP,RP,0.4506172839506173,0.5740740740740741,0,1,0,1,UFA,529,2025,23,45,5000000,4400000,5000000,4400000,5000000,4400000,0.0,1195.7764,0.0,34.58,12000000,16350000,19000000,6000000,73,93,0.09,1.1664,0.3,1.08,1.8496000000000004,1.9320999999999997,1.36,1.39,2,0,121,289,11,17,1,25,1,5,15.424948470398375,15.424948470398375,15.424948470398375
MIN,NYM,6.7,6.7,2013,3,2,1,33856,576,184,24,7,7,8464,25,7744,25,88,5,92,5,3.6315414738341047,10.5625,1.9056603773584906,3.25,0.0014872659878433136,0.0005089821025987037,0.03856508768100124,0.022560631697687537,0.005401068117475842,0.005376123458698807,0.0734919595430401,0.0733220530174845,26.936100000000003,5.2441,5.19,2.29,29,28,NYM,Minnesota Twins,New York Mets,23317.289999999997,388.09,152.7,19.7,841,9,841,9,29,3,29,3,162,162,Mike Pelfrey,169,0,13,0,6,5,240,240,14,8,RP,RP,0.4074074074074074,0.4567901234567901,0,0,0,0,UFA,10201,169,101,13,4000000,5687500,4000000,5687500,4000000,5687500,0.0,0.0,0.0,0.0,4000000,15515000,20400000,4000000,66,74,0.0004,0.6561000000000001,0.02,0.81,2.4025000000000003,2.0164,1.55,1.42,3,2,2809,16,53,4,25,0,5,0,15.201804919084164,15.201804919084164,15.201804919084164
WSH,NYY,6.1,6.1,2013,3,2,2,4225,3025,65,55,11,9,576,289,529,289,23,17,24,17,9.0,8.265625,3.0,2.875,0.0008019756016821951,0.0015515298205243634,0.0283191737464601,0.03938946331856228,0.007217780415139755,0.012824363672771693,0.0849575212393803,0.11324470704086656,9.672099999999999,5.107599999999999,3.11,2.26,33,32,NYY,Washington Nationals,New York Yankees,4448.89,4583.29,66.7,67.7,4624,4761,0,0,0,0,68,69,162,162,Rafael Soriano,9,1,3,1,1,40,230,230,2,50,RP,RP,0.5308641975308642,0.5864197530864198,1849,1764,43,42,UFA,2601,4761,51,69,11000000,11000000,11000000,11000000,11000000,11000000,92.3521,1616.8441,9.61,40.21,28000000,67000000,9100000,14000000,86,95,0.8281000000000001,6.604899999999999,0.91,2.57,1.5129,1.3688999999999998,1.23,1.17,0,27,289,576,17,24,9,4,3,2,16.213405830762646,16.213405830762646,16.213405830762646
STL,LAD,6.1,6.1,2013,3,2,3,676,841,26,29,6,9,81,324,81,169,9,13,9,18,6.479338842975206,4.45679012345679,2.5454545454545454,2.111111111111111,0.0011988116111146285,0.002670779667354392,0.03462385898646522,0.05167958656330749,0.0077675066373047,0.011903104443394265,0.0881334592382751,0.10910134941142692,5.2441,9.1809,2.29,3.03,37,36,LAD,St. Louis Cardinals,Los Angeles Dodgers,1246.0899999999997,1497.6900000000003,35.3,38.7,4096,6400,0,0,0,0,64,80,162,162,Randy Choate,1,0,1,0,23,25,205,205,27,26,RP,RP,0.5987654320987654,0.5308641975308642,0,1,0,1,UFA,784,1444,28,38,1500000,1500000,1500000,581967,1500000,1500000,3627.6528999999996,733.8681,60.23,27.09,7500000,13650000,44651311,2500000,97,86,1.4161,0.004900000000000001,1.19,0.07,1.1025,1.4884,1.05,1.22,11,6,121,324,11,18,4,0,2,0,14.22097566607244,14.22097566607244,14.22097566607244
NYM,BOS,6.2,6.2,2013,3,2,1,2025,1764,45,42,10,3,729,100,484,81,22,9,27,10,5.4444444444444455,16.0,2.3333333333333335,4.0,0.0008663254427329103,0.0003799839646766906,0.029433406916850625,0.01949317738791423,0.004716660743768067,0.00607974343482705,0.06867794947265146,0.07797270955165692,19.0969,2.4964000000000004,4.37,1.58,37,36,BOS,New York Mets,Boston Red Sox,2052.0899999999997,2631.6899999999996,45.3,51.3,2601,1764,0,0,0,0,51,42,162,162,Scott Atchison,9,1,3,1,5,12,200,200,8,20,RP,RP,0.4567901234567901,0.4259259259259259,0,0,0,0,UFA,784,1296,28,36,700000,510000,700000,510000,700000,510000,574.0816000000001,0.0,23.96,0.0,700000,7150000,6000000,700000,74,69,0.4489000000000001,2.6895999999999995,-0.67,1.64,1.5876000000000001,0.9801,1.26,0.99,2,7,144,81,12,9,9,4,3,2,13.458835614025542,13.458835614025542,13.458835614025542
BAL,TEX,6.6,6.6,2013,3,2,1,25281,19321,159,139,4,4,7569,6241,6084,4900,78,70,87,79,5.556122448979592,9.0,2.357142857142857,3.0,0.0011726844882026276,0.0008261816380178906,0.034244481134959946,0.028743375550166175,0.006515578610472763,0.007435634742161015,0.08071913410383416,0.08623012665049852,14.8996,25.908099999999997,3.86,5.09,30,29,TEX,Baltimore Orioles,Texas Rangers,33014.89,15301.69,181.7,123.7,961,841,900,441,30,21,31,29,162,162,Scott Feldman,144,121,12,11,7,2,225,225,12,6,SP,SP,0.5246913580246914,0.5740740740740741,0,0,0,0,UFA,17424,9216,132,96,6000000,6500000,2983606,6500000,6000000,6500000,1831.8399999999997,437.2281,42.8,20.91,6000000,2000000,19000000,6000000,85,93,0.42250000000000004,0.0025000000000000005,0.65,-0.05,1.3923999999999999,1.9043999999999996,1.18,1.38,3,0,3136,1024,56,32,144,36,12,6,15.60727002719233,14.908643194054553,15.60727002719233
LAA,WSH,6.1,6.1,2013,3,2,2,81,3364,9,58,8,6,1,256,1,225,1,15,1,16,3.0625,22.5625,1.75,4.75,0.0020993821255981602,0.0005529824590507849,0.04581901489117984,0.023515579071134628,0.006429357759644366,0.012476666732333334,0.08018327605956473,0.11169900058788948,0.8649000000000001,5.6644,0.93,2.38,30,29,WSH,Los Angeles Angels,Washington Nationals,94.08999999999999,3214.8900000000003,9.7,56.7,169,4900,0,0,0,0,13,70,162,162,Sean Burnett,0,4,0,2,1,1,180,180,10,2,RP,RP,0.4814814814814814,0.6049382716049383,0,4,0,2,UFA,49,3249,7,57,3500000,2300000,3625000,2300000,3625000,2300000,0.0,4149.9364000000005,0.0,64.42,8000000,153500000,18650000,4000000,78,98,0.36,2.4649,0.6,1.57,1.8225000000000002,1.5376,1.35,1.24,1,0,16,144,4,12,0,1,0,1,15.068273526459642,15.103364846270912,15.103364846270912
MIL,WSH,6.2,6.2,2013,3,2,2,5929,4225,77,65,7,6,1681,729,1369,529,37,23,41,27,7.168574401664931,4.271111111111112,2.6774193548387095,2.066666666666667,0.001630573224199288,0.002143347050754458,0.0403803569102514,0.046296296296296294,0.011688885475035273,0.009154473403444595,0.10811514914680215,0.09567901234567901,15.209999999999999,8.2944,3.9,2.88,30,29,WSH,Milwaukee Brewers,Washington Nationals,7276.089999999999,5184.0,85.3,72.0,1849,2025,100,1,10,1,43,45,162,162,Tom Gorzelanny,36,4,6,2,1,1,210,210,4,2,RP,RP,0.4567901234567901,0.6049382716049383,0,1,0,1,UFA,6889,3844,83,62,2600000,3000000,2750000,3000000,2750000,3000000,0.0,0.0,0.0,0.0,5700000,43300000,18650000,2850000,74,98,0.07840000000000001,1.1449,0.28,1.07,1.6129,1.7424000000000002,1.27,1.32,0,0,961,900,31,30,9,16,3,4,14.77102200299171,14.827111469642754,14.827111469642754
CIN,WSH,6.2,6.2,2013,3,2,1,1521,121,39,11,12,6,529,4,441,4,21,2,23,2,3.24,6.25,1.8,2.5,0.0012601617871312025,0.0010524314784886293,0.03549875754348598,0.032441200324412,0.004082924190305096,0.006577696740553935,0.06389776357827476,0.08110300081103002,36.3609,1.7424000000000002,6.03,1.32,30,29,WSH,Cincinnati Reds,Washington Nationals,979.69,187.68999999999997,31.3,13.7,676,64,1,0,1,0,26,8,162,162,Zach Duke,4,0,2,0,10,1,210,210,15,2,RP,RP,0.5555555555555556,0.6049382716049383,0,0,0,0,UFA,324,100,18,10,490000,900000,83005,167213,490000,900000,0.0,0.0,0.0,0.0,0,41800000,18650000,0,90,98,0.32489999999999997,0.2025,0.57,0.45,2.4336,1.2100000000000002,1.56,1.1,5,0,100,16,10,4,1,1,1,1,13.102160670086809,11.326656125928176,13.102160670086809
LAD,MIL,6.2,6.2,2013,3,2,6,23104,40000,152,200,7,3,2916,7056,2704,6724,52,82,54,84,10.351606805293006,13.717421124828533,3.217391304347826,3.7037037037037037,0.0008272862170922031,0.0007987346268544789,0.028762583630338272,0.02826189354686764,0.008563741634776759,0.01095657924354566,0.09254048646282749,0.10467367980321347,6.916899999999999,12.1104,2.63,3.48,29,28,LAA,Los Angeles Dodgers,Milwaukee Brewers,31577.289999999997,45071.29000000001,177.7,212.3,841,1369,784,1156,28,34,29,37,162,162,Zack Greinke,16,25,4,5,25,1,200,200,27,4,SP,SP,0.5679012345679012,0.5123456790123457,0,0,0,0,UFA,21904,40000,148,200,17000000,13500000,19000000,13500000,19000000,13500000,3580.8256000000006,3567.6728999999996,59.84,59.73,147000000,150850000,40250000,24500000,92,83,17.7241,2.1609,4.21,1.47,1.2321000000000002,1.44,1.11,1.2,6,0,2116,2916,46,54,225,225,15,15,16.64872390202049,16.759949537130716,16.759949537130716
