Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio,Anio_t,Anio_t_1,Anios_contrato,Bateos_pitcher_2_t,Bateos_pitcher_2_t_1,Bateos_pitcher_t,Bateos_pitcher_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_t,Edad_t_1,Equipo_anterior,Equipo_t,Equipo_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_iniciados_2_t,Juegos_iniciados_2_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Status,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,Sueldo_t,Sueldo_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_base_t,ln_Sueldo_regular_t,ln_Sueldo_t
BAL,BAL,6.4,6.4,2016,7,6,4,1681,625,41,25,5,8,576,169,529,169,23,13,24,13,10.027777777777777,8.54437869822485,3.1666666666666665,2.923076923076923,0.0019557027221854006,0.0021710923549286367,0.044223327805417365,0.04659498207885305,0.01961135229747027,0.018550635269331074,0.14004053805048833,0.13620071684587814,11.7649,14.2129,3.43,3.77,34,33,BAL,Baltimore Orioles,Baltimore Orioles,3636.0899999999997,961.0,60.3,31.0,4096,1156,0,0,0,0,64,34,162,161,Darren O'Day,9,1,3,1,7,7,220,220,14,14,RP,RP,0.4629629629629629,0.546583850931677,4,9,2,3,UFA,5776,1444,76,38,7000000,6000000,7000000,6000000,7000000,6000000,804.2896,0.0,28.36,0.0,31000000,55600000,220260000,7750000,75,88,1.1025,0.2601,1.05,0.51,1.1664,1.5129,1.08,1.23,3,3,576,169,24,13,4,9,2,3,15.761420707019587,15.761420707019587,15.761420707019587
BOS,BOS,6.5,6.5,2016,7,6,7,4225,51529,65,227,1,6,900,11236,784,10404,28,102,30,106,10.027777777777777,20.793599999999998,3.1666666666666665,4.56,0.0012743721178531367,0.0005834441877290019,0.035698348951360995,0.024154589371980676,0.012779120404027287,0.012131905061961773,0.11304477167930982,0.11014492753623188,11.424399999999999,15.920100000000001,3.38,3.99,31,30,TOR,Boston Red Sox,Boston Red Sox,5580.09,52900.0,74.7,230.0,256,1225,121,1225,11,35,16,35,162,161,David Price,9,81,3,9,13,13,215,215,23,22,SP,SP,0.5740740740740741,0.577639751552795,0,0,0,0,UFA,5776,51984,76,228,30000000,30000000,30000000,30000000,30000000,30000000,0.0,883.2783999999999,0.0,29.72,217000000,5500000,230000000,31000000,93,93,2.4964000000000004,8.940100000000001,1.58,2.99,1.4161,1.44,1.19,1.2,8,8,576,2500,24,50,36,289,6,17,17.216707939626428,17.216707939626428,17.216707939626428
CIN,SEA,0.0,0.0,2017,7,6,1,3249,3136,57,56,2,8,1024,900,729,900,27,30,32,30,4.355387523629489,13.633136094674558,2.0869565217391304,3.6923076923076925,0.0021827098107111967,0.0007805857154938737,0.046719479991874875,0.027938964109176876,0.00950654707727523,0.010641831292886891,0.09750152346130408,0.1031592520954223,19.802500000000002,27.352900000000005,4.45,5.23,29,28,SEA,Cincinnati Reds,Seattle Mariners,2992.09,2672.8900000000003,54.7,51.7,3364,3249,0,0,0,0,58,57,162,161,Drew Storen,4,9,2,3,10,0,195,195,15,4,RP,RP,0.419753086419753,0.5341614906832298,1,9,1,3,UFA,2304,2304,48,48,3000000,8375000,3150000,2356557,3150000,6250000,115.1329,15.6816,10.73,3.96,3000000,5300000,35100000,3000000,68,86,0.04000000000000001,0.0729,-0.2,0.27,2.1315999999999997,1.7956000000000003,1.46,1.34,5,0,529,169,23,13,16,16,4,4,14.914122846632385,14.962913010801817,14.962913010801817
MIA,MIA,6.3,6.3,2017,7,6,1,5929,2401,77,49,6,10,1764,676,1681,441,41,21,42,26,5.618655692729766,3.6446280991735542,2.3703703703703702,1.9090909090909092,0.001490735081468672,0.002994975371896735,0.03861003861003861,0.05472636815920398,0.008375927151845926,0.010915571396747604,0.09152009152009151,0.1044776119402985,22.5625,7.952399999999999,4.75,2.82,35,34,MIA,Miami Marlins,Miami Marlins,6037.290000000001,4489.0,77.7,67.0,3969,3025,0,0,0,0,63,55,162,160,Dustin McGowan,4,9,2,3,2,2,240,240,2,2,RP,RP,0.4753086419753086,0.49375,0,1,0,1,UFA,4096,3969,64,63,1750000,1000000,1750000,1000000,1750000,1000000,684.3456,2963.7135999999996,26.16,54.44,1750000,57250000,84707500,1750000,77,79,0.04000000000000001,0.4624000000000001,-0.2,0.68,1.7956000000000003,1.4884,1.34,1.22,2,2,729,1089,27,33,64,1,8,1,14.375126345899696,14.375126345899696,14.375126345899696
MIA,KC,0.0,0.0,2017,7,6,2,6084,47524,78,218,6,10,2116,15376,1849,12996,43,114,46,124,2.335706657173372,3.3450484764542936,1.528301886792453,1.8289473684210527,0.004070645833828759,0.0019899443797109615,0.06380161309738774,0.04460879262781006,0.009507834573068885,0.006656460415580935,0.09750812567713978,0.08158713388507366,17.556100000000004,29.3764,4.19,5.42,33,32,KC,Miami Marlins,Kansas City Royals,8519.289999999999,35834.490000000005,92.3,189.3,289,1156,289,1156,17,34,17,34,162,161,Edinson Volquez,64,121,8,11,2,4,220,220,2,9,SP,SP,0.4753086419753086,0.5031055900621118,0,0,0,0,UFA,6561,19321,81,139,9000000,9500000,9000000,9500000,9000000,9500000,1395.7695999999999,67.40410000000001,37.36,8.21,22000000,57250000,186750000,11000000,77,81,0.4624000000000001,0.7744,0.68,-0.88,2.0164,2.4025000000000003,1.42,1.55,2,2,2809,5776,53,76,16,100,4,10,16.012735135300492,16.012735135300492,16.012735135300492
WSH,SD,0.0,0.0,2017,7,6,1,7396,8464,86,92,4,13,2809,3136,1936,3025,44,55,53,56,4.280618311533889,2.2135633551457468,2.0689655172413794,1.4878048780487805,0.0017975616428986695,0.0029411970549536683,0.04239766081871345,0.05423280423280423,0.007694675284702985,0.006510526021108031,0.08771929824561403,0.08068783068783068,27.144099999999998,34.692099999999996,5.21,5.89,33,32,SD,Washington Nationals,San Diego Padres,5776.0,7056.0,76.0,84.0,484,576,169,169,13,13,22,24,163,161,Edwin Jackson,36,49,6,7,1,2,210,210,5,5,SP,SP,0.5950920245398773,0.422360248447205,0,0,0,0,UFA,3600,3721,60,61,1000000,507500,415264,216294,1000000,507500,151.29000000000002,89.8704,12.3,9.48,2450000,10400000,12120000,2450000,97,68,0.0529,0.0361,-0.23,-0.19,2.2801,2.4964000000000004,1.51,1.58,0,0,841,1681,29,41,25,25,5,5,13.815510557964274,12.936669741536956,13.815510557964274
MIN,MIN,6.2,6.2,2015,7,6,4,31329,28561,177,169,2,4,7225,6084,5929,4761,77,69,85,78,7.495028218220909,7.903524385902457,2.737704918032787,2.811320754716981,0.001028905898713646,0.001059716231986649,0.03207656307514329,0.032553282967876664,0.007711678744752721,0.008375493081643143,0.08781616448440868,0.09151772004176646,10.758399999999998,11.7649,3.28,3.43,34,33,ATL,Minnesota Twins,Minnesota Twins,44647.69,32724.81,211.3,180.9,1089,900,1089,900,33,30,33,30,162,161,Ervin Santana,64,121,8,11,6,6,175,175,15,14,SP,SP,0.5246913580246914,0.3602484472049689,0,0,0,0,UFA,27889,22201,167,149,13500000,13500000,13500000,13500000,13500000,13500000,7225.0,4096.0,85.0,64.0,55000000,26550000,1900000,13750000,85,58,21.436899999999998,14.822500000000002,4.63,3.85,1.2768999999999997,1.5129,1.13,1.23,3,3,3721,2809,61,53,256,49,16,7,16.41820024340866,16.41820024340866,16.41820024340866
ARI,MIA,0.0,0.0,2017,7,6,1,1600,2916,40,54,5,10,841,729,676,625,26,25,29,27,6.25,4.0,2.5,2.0,0.002729049508793292,0.003963620507048688,0.05224030540486237,0.0629572911349328,0.017056559429958075,0.01585448202819475,0.1306007635121559,0.1259145822698656,17.892900000000004,11.833599999999999,4.23,3.44,40,39,MIA,Arizona Diamondbacks,Miami Marlins,3058.0899999999997,4264.089999999999,55.3,65.3,3721,4489,0,0,0,0,61,67,162,160,Fernando Rodney,16,16,4,4,1,2,240,240,6,2,RP,RP,0.5740740740740741,0.49375,1521,625,39,25,UFA,4225,5476,65,74,2750000,1600000,4000000,830616,4000000,4100000,7250.522500000001,1396.5168999999999,85.15,37.37,2750000,9750000,84707500,2750000,93,79,0.11560000000000002,0.7224999999999999,0.34,-0.85,1.4161,1.9320999999999997,1.19,1.39,1,2,676,1369,26,37,25,4,5,2,14.827111469642754,15.201804919084164,15.201804919084164
HOU,TOR,6.3,6.3,2015,7,6,3,11025,24649,105,157,3,13,4356,9604,3721,7225,61,85,66,98,2.5720897116411536,3.90643598615917,1.6037735849056605,1.9764705882352942,0.0036857277442532694,0.003357203163995541,0.06071019473081329,0.05794137695978187,0.00948002241090419,0.013114699252679605,0.09736540664375716,0.11451942740286299,32.0356,21.996100000000002,5.66,4.69,33,32,PIT,Houston Astros,Toronto Blue Jays,9409.0,26569.0,97.0,163.0,1444,1089,324,841,18,29,38,33,162,161,Francisco Liriano,49,169,7,13,2,2,218,218,11,7,RP,RP,0.6234567901234568,0.546583850931677,0,0,0,0,UFA,7225,28224,85,168,13000000,13000000,4475394,4475409,13666668,13666666,0.0,0.0,0.0,0.0,39000000,82000000,65800000,13000000,101,88,0.028900000000000006,0.1936,-0.17,-0.44,2.6569,2.2201,1.63,1.49,1,2,2809,7225,53,85,36,64,6,8,16.38045991542581,15.314104950508124,16.430470433561442
KC,KC,6.0,6.0,2016,7,6,5,20449,29929,143,173,4,10,9801,6561,8464,6400,92,80,99,81,4.61193227626982,7.7722681359045005,2.1475409836065573,2.787878787878788,0.0019370160062800754,0.0014084898881484423,0.04401154401154401,0.037529853292391675,0.008933386639014345,0.010947161077399828,0.09451659451659451,0.10462868190606163,28.944399999999998,13.5424,5.38,3.68,32,31,SD,Kansas City Royals,Kansas City Royals,23716.0,38181.16,154.0,195.4,900,1089,900,1089,30,33,30,33,162,161,Ian Kennedy,169,121,13,11,4,4,205,205,9,9,SP,SP,0.4938271604938271,0.5031055900621118,0,0,0,0,UFA,17161,33856,131,184,13500000,7500000,13500000,7500000,13500000,7500000,119.4649,2921.4024999999997,10.93,54.05,70000000,43800000,186750000,14000000,80,81,0.24009999999999998,15.209999999999999,0.49,3.9,1.7689000000000001,1.4884,1.33,1.22,2,2,3721,4356,61,66,25,121,5,11,16.41820024340866,16.41820024340866,16.41820024340866
PIT,PIT,6.5,6.5,2017,7,6,3,41209,30625,203,175,2,10,9216,6561,7396,5929,86,77,96,81,13.241512345679013,20.57270408163265,3.638888888888889,4.535714285714286,0.0004575481140438674,0.0003688085789391485,0.0213903743315508,0.019204389574759947,0.0060586290008540185,0.007587389757282559,0.0778371954842543,0.08710562414266118,17.139599999999998,18.3184,4.14,4.28,30,29,PIT,Pittsburgh Pirates,Pittsburgh Pirates,34969.0,26244.0,187.0,162.0,961,1024,961,676,31,26,31,32,162,160,Ivan Nova,196,64,14,8,9,9,250,250,17,17,SP,SP,0.4629629629629629,0.4875,0,1,0,1,UFA,17161,16129,131,127,7000000,4100000,8416666,1411475,8416666,4100000,2830.2400000000002,1327.8736,53.2,36.44,26000000,37000000,25150000,8666667,75,78,4.6225,0.43560000000000004,2.15,0.66,1.6384,1.5625,1.28,1.25,5,5,1296,784,36,28,121,144,11,12,15.761420707019587,15.945724345809609,15.945724345809609
TOR,TOR,6.5,6.5,2016,7,6,3,21025,28224,145,168,6,13,4096,5184,3249,4761,57,69,64,72,9.52930056710775,7.380277777777779,3.0869565217391304,2.716666666666667,0.0012373695257136294,0.0011688216816421947,0.03517626366903724,0.03418803418803419,0.011791266123104736,0.00862622868320874,0.10858759654354974,0.09287749287749288,12.460899999999999,10.1761,3.53,3.19,34,33,PIT,Toronto Blue Jays,Toronto Blue Jays,21112.090000000004,38025.0,145.3,195.0,625,1024,625,1024,25,32,25,32,162,161,J.A. Happ,121,16,11,4,2,2,205,205,7,7,SP,SP,0.4691358024691358,0.546583850931677,0,0,0,0,UFA,20164,26569,142,163,13000000,10000000,13000000,10000000,13000000,10000000,4851.1225,7449.4161,69.65,86.31,36000000,70000000,65800000,12000000,76,88,13.1044,20.25,3.62,4.5,1.7161000000000002,1.3688999999999998,1.31,1.17,2,2,2116,3600,46,60,100,400,10,20,16.38045991542581,16.38045991542581,16.38045991542581
CHW,CHW,6.3,6.3,2015,7,6,4,13456,43264,116,208,1,13,5184,14884,4624,13924,68,118,72,122,3.776788892844429,2.710440214158239,1.9433962264150944,1.646341463414634,0.002533348845472935,0.0025143911028936445,0.050332383665717,0.050143704519048496,0.009567923781282439,0.00681510675940462,0.09781576448243115,0.0825536598789213,27.352900000000005,34.2225,5.23,5.85,35,34,KC,Chicago White Sox,Chicago White Sox,13689.0,33014.89,117.0,181.7,441,1089,441,1089,21,33,21,33,162,161,James Shields,49,361,7,19,6,6,215,215,9,9,SP,SP,0.4135802469135802,0.484472049689441,0,0,0,0,UFA,10609,18225,103,135,21000000,21000000,10000000,12114755,21000000,21000000,37.209999999999994,0.09,6.1,0.3,75000000,6000000,17650000,18750000,67,78,0.09,3.3489000000000004,0.3,-1.83,2.0736,2.5600000000000005,1.44,1.6,3,3,2809,6724,53,82,25,36,5,6,16.860032995687696,16.11809565095832,16.860032995687696
MIL,PIT,0.0,0.0,2017,7,6,1,2401,3844,49,62,3,10,441,576,400,400,20,20,21,24,4.0,2.3884297520661155,2.0,1.5454545454545454,0.0019952108704076243,0.0017107454004011986,0.04466778336125069,0.04136115811242715,0.007980843481630497,0.004085995212528482,0.08933556672250138,0.06392178981011469,9.1204,9.302499999999998,3.02,3.05,31,30,PIT,Milwaukee Brewers,Pittsburgh Pirates,3564.09,3492.81,59.7,59.1,4489,4489,0,0,0,0,67,67,162,160,Jared Hughes,9,1,3,1,1,9,240,240,4,17,RP,RP,0.5308641975308642,0.4875,1,1,1,1,UFA,2304,1156,48,34,950000,2175000,950000,2175000,950000,2175000,3113.64,716.0976,55.8,26.76,950000,7550000,25150000,950000,86,78,1.4641,0.7569,1.21,0.87,1.4884,2.0164,1.22,1.42,0,5,576,484,24,22,25,1,5,1,13.764217263576723,13.764217263576723,13.764217263576723
