"Rank","Player","Pos","Team","GP","GP%","GS","GS%","AB","H","2B","3B","HR","RBI","AVG","OBP","SLG","OPS","TVS","Cash2023",""
"","Alex Young","SP","ARI","1.00","0.10","0.88","0.09","1.47","0.06","0.00","0.00","0.00","0.00","0.040","0.040","0.040","0.080","3.80","$0",""
"","Michael Soroka","SP","ATL","1.00","0.18","1.00","0.18","1.79","0.14","0.00","0.00","0.00","0.10","0.077","0.143","0.077","0.220","3.41","$2,800,000",""
"","Chris Paddack","SP","SD","1.00","0.16","1.00","0.16","1.62","0.19","0.00","0.00","0.00","0.08","0.119","0.119","0.119","0.238","3.37","$2,500,000",""
"","Lucas Giolito","SP","CHW","1.00","0.18","1.00","0.18","0.14","0.03","0.00","0.00","0.00","0.07","0.250","0.250","0.250","0.500","3.34","$10,400,000",""
"","Gio Gonzalez","SP","MIL","1.00","0.12","0.89","0.10","1.32","0.05","0.00","0.00","0.00","0.00","0.040","0.077","0.040","0.117","3.21","$0",""
"","Yonny Chirinos","SP","TB","1.00","0.16","0.69","0.11","0.08","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","3.07","$1,275,000",""
"","Jon Gray","SP","COL","1.00","0.17","0.93","0.15","1.74","0.11","0.00","0.00","0.00","0.04","0.064","0.120","0.064","0.184","3.06","$15,000,000",""
"","Gerrit Cole","SP","HOU","1.00","0.21","0.97","0.20","0.21","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.88","$36,000,000",""
"","Lance Lynn","SP","TEX","1.00","0.20","1.00","0.20","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.87","$18,500,000",""
"","Mike Minor","SP","TEX","1.00","0.20","0.97","0.20","0.27","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.87","$0",""
"","Domingo German","SP","NYY","1.00","0.17","0.89","0.15","0.30","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.85","$2,600,000",""
"","Michael Pineda","SP","MIN","1.00","0.16","1.00","0.16","0.15","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.79","$0",""
"","Eduardo Rodriguez","SP","BOS","1.00","0.21","1.00","0.21","0.21","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.74","$14,000,000",""
"","Jose Berrios","SP","MIN","1.00","0.20","1.00","0.20","0.13","0.00","0.00","0.00","0.00","0.00","0.000","0.200","0.000","0.200","2.73","$15,000,000",""
"","Jake Odorizzi","SP","MIN","1.00","0.19","1.00","0.19","0.07","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.69","$4,500,000",""
"","Justin Verlander","SP","HOU","1.00","0.21","1.00","0.21","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.69","$43,333,333",""
"","Charlie Morton","SP","TB","1.00","0.20","1.00","0.20","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.68","$20,000,000",""
"","Max Scherzer","SP","WSH","1.00","0.18","0.93","0.17","1.90","0.34","0.00","0.00","0.00","0.07","0.182","0.182","0.182","0.364","2.67","$43,333,333",""
"","Brad Keller","SP","KC","1.00","0.17","1.00","0.17","0.29","0.04","0.00","0.00","0.00","0.04","0.125","0.222","0.125","0.347","2.63","$5,775,000",""
"","Griffin Canning","SP","LAA","1.00","0.12","0.89","0.10","0.11","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.59","$850,000",""
"","Chris Bassitt","SP","OAK","1.00","0.17","0.89","0.15","0.14","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.48","$21,000,000",""
"","Brett Anderson","SP","OAK","1.00","0.20","0.97","0.19","0.25","0.13","0.00","0.00","0.00","0.00","0.500","0.500","0.500","1.000","2.44","$0",""
"","Marcus Stroman","SP","NYM","1.00","0.20","1.00","0.20","0.72","0.03","0.00","0.00","0.00","0.00","0.044","0.044","0.043","0.087","2.43","$25,000,000",""
"","Joey Lucchesi","SP","SD","1.00","0.19","1.00","0.19","1.60","0.10","0.00","0.00","0.00","0.03","0.063","0.082","0.063","0.144","2.40","$1,150,000",""
"","Anthony DeSclafani","SP","CIN","1.00","0.19","1.00","0.19","1.77","0.19","0.00","0.00","0.00","0.03","0.109","0.109","0.109","0.218","2.38","$12,000,000",""
"","Anibal Sanchez","SP","WSH","1.00","0.19","1.00","0.19","1.73","0.20","0.00","0.00","0.00","0.03","0.115","0.115","0.115","0.231","2.36","$0",""
