"Rank","Player","Pos","Team","GP","GP%","GS","GS%","AB","H","2B","3B","HR","RBI","AVG","OBP","SLG","OPS","TVS","Cash2023",""
"","Drew Pomeranz","SP","COL","1.00","0.02","1.00","0.02","1.25","0.25","0.00","0.00","0.00","0.00","0.200","0.200","0.200","0.400","0.00","$10,000,000",""
"","Maikel Cleto","RP","STL","1.00","0.02","0.00","0.00","0.33","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Tony Cruz","C","STL","1.00","0.23","0.29","0.07","1.71","0.45","0.13","0.00","0.00","0.16","0.262","0.333","0.338","0.672","0.00","$0",""
"","Matt Carpenter","3B","STL","1.00","0.04","0.57","0.02","2.14","0.14","0.14","0.00","0.00","0.00","0.067","0.263","0.133","0.396","0.00","$6,500,000",""
"","Hector Sanchez","C","SF","1.00","0.08","0.46","0.04","2.38","0.62","0.15","0.00","0.00","0.08","0.258","0.324","0.323","0.646","0.00","$0",""
"","Pete Kozma","SS","STL","1.00","0.10","0.19","0.02","1.06","0.19","0.06","0.00","0.00","0.06","0.177","0.333","0.235","0.569","0.00","$0",""
"","Rubby De La Rosa","SP","LAD","1.00","0.08","0.77","0.06","1.08","0.23","0.00","0.00","0.00","0.00","0.214","0.267","0.214","0.481","0.00","$0",""
"","Nathan Eovaldi","SP","LAD","1.00","0.06","0.60","0.04","1.10","0.10","0.00","0.00","0.00","0.00","0.091","0.167","0.091","0.258","0.00","$18,000,000",""
"","Tim Federowicz","C","LAD","1.00","0.04","0.57","0.02","1.86","0.29","0.00","0.00","0.00","0.14","0.154","0.313","0.154","0.466","0.00","$0",""
"","Josh Collmenter","RP","ARI","1.00","0.19","0.77","0.15","1.29","0.19","0.00","0.00","0.00","0.03","0.150","0.209","0.150","0.359","0.00","$0",""
"","Wade Miley","SP","ARI","1.00","0.05","0.88","0.04","1.63","0.13","0.00","0.00","0.00","0.13","0.077","0.200","0.077","0.277","0.00","$3,500,000",""
"","D.J. LeMahieu","2B","CHC","1.00","0.23","0.41","0.09","1.62","0.41","0.05","0.00","0.00","0.11","0.250","0.262","0.283","0.546","0.00","$15,000,000",""
"","Tommy Field","2B","COL","1.00","0.10","0.75","0.07","3.00","0.81","0.00","0.00","0.00","0.19","0.271","0.314","0.271","0.585","0.00","$0",""
"","Andrew Brown","LF","STL","1.00","0.07","0.45","0.03","2.00","0.36","0.09","0.00","0.00","0.27","0.182","0.182","0.227","0.409","0.00","$0",""
"","Eric Surkamp","SP","SF","1.00","0.04","1.00","0.04","1.33","0.17","0.00","0.00","0.00","0.17","0.125","0.222","0.125","0.347","0.00","$0",""
