"Rank","Player","Pos","Team","GP","GP%","GS","GS%","AB","H","2B","3B","HR","RBI","AVG","OBP","SLG","OPS","TVS","Cash2023",""
"","Nick Madrigal","2B","CHC","1.00","0.36","0.90","0.33","3.54","0.88","0.12","0.00","0.00","0.12","0.249","0.305","0.282","0.588","0.00","$1,225,000",""
"","Mike Siani","OF","CIN","1.00","0.06","0.78","0.04","2.67","0.44","0.00","0.00","0.00","0.00","0.167","0.167","0.167","0.333","0.00","$0",""
"","Logan O'Hoppe","C","LAA","1.00","0.03","0.80","0.02","2.80","0.80","0.00","0.00","0.00","0.40","0.286","0.375","0.286","0.661","0.00","$0",""
"","Vinny Capra","SS","TOR","1.00","0.05","0.25","0.01","0.63","0.13","0.00","0.00","0.00","0.00","0.200","0.429","0.200","0.629","0.00","$0",""
"","Jake Hager","OF","ARI","1.00","0.17","0.61","0.10","1.79","0.43","0.07","0.00","0.00","0.11","0.240","0.345","0.280","0.625","0.00","$0",""
"","Ben DeLuzio","CF","STL","1.00","0.14","0.18","0.02","0.91","0.14","0.05","0.00","0.00","0.00","0.150","0.292","0.200","0.492","0.00","$0",""
"","Chadwick Tromp","C","ATL","1.00","0.01","1.00","0.01","4.00","3.00","2.00","0.00","0.00","3.00","0.750","0.750","1.250","2.000","0.00","$0",""
"","Mark Payton","LF","CHW","1.00","0.05","0.75","0.04","2.63","0.38","0.00","0.00","0.00","0.13","0.143","0.280","0.143","0.423","0.00","$0",""
"","Sebastian Rivero","C","KC","1.00","0.10","0.41","0.04","1.53","0.24","0.00","0.00","0.00","0.06","0.154","0.214","0.154","0.368","0.00","$0",""
"","Otto Lopez","SS","TOR","1.00","0.05","0.25","0.01","1.13","0.75","0.00","0.00","0.00","0.38","0.667","0.700","0.667","1.367","0.00","$0",""
"","Reiver Sanmartin","RP","CIN","1.00","0.28","0.09","0.02","0.04","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Canaan Smith-Njigba","LF","PIT","1.00","0.02","0.67","0.01","1.67","0.33","0.33","0.00","0.00","0.00","0.200","0.429","0.400","0.829","0.00","$0",""
"","Michael Stefanic","2B","LAA","1.00","0.15","0.76","0.12","2.44","0.48","0.08","0.00","0.00","0.00","0.197","0.279","0.230","0.509","0.00","$0",""
"","Jordan Diaz","3B","OAK","1.00","0.09","0.93","0.09","3.27","0.87","0.20","0.00","0.00","0.07","0.265","0.294","0.327","0.621","0.00","$0",""
"","Carlos Perez","C","CHW","1.00","0.04","0.71","0.03","2.57","0.57","0.29","0.00","0.00","0.29","0.222","0.222","0.333","0.556","0.00","$0",""
