"Rank","Player","Pos","Team","GP","GP%","GS","GS%","AB","H","2B","3B","HR","RBI","AVG","OBP","SLG","OPS","TVS","Cash2023",""
"","Andrew Heaney","SP","LAA","1.00","0.19","1.00","0.19","0.27","0.03","0.00","0.00","0.00","0.00","0.125","0.125","0.125","0.250","2.08","$12,000,000",""
"","Matt Boyd","SP","DET","1.00","0.19","1.00","0.19","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.00","$10,000,000",""
"","Tyler Anderson","SP","COL","1.00","0.20","0.97","0.20","1.52","0.15","0.00","0.00","0.00","0.03","0.100","0.167","0.100","0.267","1.86","$13,000,000",""
"","Brad Keller","SP","KC","1.00","0.25","0.49","0.12","0.07","0.02","0.00","0.00","0.00","0.00","0.333","0.333","0.333","0.667","1.85","$5,775,000",""
"","J.A. Happ","SP","NYY","1.00","0.19","1.00","0.19","0.19","0.06","0.00","0.00","0.00","0.00","0.333","0.429","0.333","0.762","1.84","$0",""
"","Seranthony Dominguez","RP/CL","PHI","1.00","0.33","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.500","0.000","0.500","1.82","$2,500,000",""
"","Josh Hader","RP/CL","MIL","1.00","0.34","0.00","0.00","0.04","0.02","0.00","0.00","0.00","0.00","0.500","0.500","0.500","1.000","1.79","$14,100,000",""
"","Joey Lucchesi","SP","SD","1.00","0.16","1.00","0.16","1.31","0.08","0.00","0.00","0.00","0.04","0.059","0.154","0.059","0.213","1.79","$1,150,000",""
"","Jose Quintana","SP","CHC","1.00","0.20","1.00","0.20","1.63","0.13","0.00","0.00","0.00","0.00","0.077","0.077","0.077","0.154","1.78","$13,000,000",""
"","Chad Kuhl","SP","PIT","1.00","0.11","0.89","0.10","1.17","0.17","0.00","0.00","0.00","0.06","0.143","0.143","0.143","0.286","1.76","$0",""
"","Seth Lugo","RP","NYM","1.00","0.34","0.09","0.03","0.20","0.02","0.00","0.00","0.00","0.00","0.091","0.167","0.091","0.258","1.74","$7,500,000",""
"","Rich Hill","SP","LAD","1.00","0.15","0.96","0.15","1.72","0.16","0.00","0.00","0.00","0.08","0.093","0.093","0.093","0.186","1.74","$8,000,000",""
"","Alex Wood","SP","LAD","1.00","0.20","0.82","0.17","1.33","0.06","0.00","0.00","0.00","0.00","0.046","0.046","0.045","0.091","1.71","$12,500,000",""
"","Kevin Gausman","SP","ATL","1.00","0.20","0.97","0.19","0.66","0.03","0.00","0.00","0.00","0.00","0.048","0.231","0.048","0.278","1.71","$21,000,000",""
"","Ross Stripling","SP","LAD","1.00","0.22","0.58","0.13","0.92","0.08","0.00","0.00","0.00","0.06","0.091","0.091","0.091","0.182","1.66","$12,500,000",""
"","Stephen Strasburg","SP","WSH","1.00","0.14","1.00","0.14","1.86","0.23","0.00","0.00","0.00","0.05","0.122","0.163","0.122","0.285","1.65","$23,571,428",""
"","Jake Junis","SP","KC","1.00","0.19","1.00","0.19","0.07","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.64","$2,800,000",""
"","Michael Fulmer","SP","DET","1.00","0.15","1.00","0.15","0.25","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.62","$4,000,000",""
"","Andrew Suarez","SP","SF","1.00","0.18","1.00","0.18","1.62","0.10","0.00","0.00","0.00","0.00","0.064","0.102","0.064","0.166","1.61","$0",""
"","Dallas Keuchel","SP","HOU","1.00","0.21","1.00","0.21","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.61","$0",""
"","Chase Anderson","SP","MIL","1.00","0.19","0.97","0.18","1.45","0.13","0.00","0.00","0.00","0.06","0.089","0.089","0.089","0.178","1.54","$0",""
"","Masahiro Tanaka","SP","NYY","1.00","0.17","1.00","0.17","0.22","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.52","$0",""
"","Kirby Yates","RP","SD","1.00","0.40","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.44","$6,000,000",""
"","Shane Carle","RP","ATL","1.00","0.33","0.00","0.00","0.08","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.43","$0",""
"","Dylan Floro","RP/CL","LAD","1.00","0.33","0.00","0.00","0.07","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.42","$3,900,000",""
"","Aaron Sanchez","SP","TOR","1.00","0.12","1.00","0.12","0.05","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.41","$0",""
"","Pedro Strop","RP","CHC","1.00","0.37","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.39","$0",""
"","Ty Blach","RP","SF","1.00","0.31","0.26","0.08","0.58","0.02","0.00","0.00","0.00","0.00","0.035","0.097","0.034","0.131","1.39","$0",""
"","Trevor Richards","SP","MIA","1.00","0.16","0.96","0.16","1.19","0.08","0.00","0.00","0.00","0.08","0.065","0.094","0.065","0.158","1.36","$1,500,000",""
"","Richard Rodriguez","RP","PIT","1.00","0.39","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.33","$0",""
"","Jesse Chavez","RP","CHC","1.00","0.39","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.33","$0",""
"","Zack Godley","SP","ARI","1.00","0.20","0.97","0.20","1.61","0.09","0.00","0.00","0.00","0.03","0.057","0.123","0.057","0.179","1.33","$0",""
"","David Hernandez","RP","CIN","1.00","0.35","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.32","$0",""
"","Raisel Iglesias","RP/CL","CIN","1.00","0.41","0.00","0.00","0.05","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.32","$16,000,000",""
"","Reyes Moronta","RP","SF","1.00","0.43","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.23","$0",""
"","Matt Grace","RP","WSH","1.00","0.35","0.00","0.00","0.05","0.02","0.00","0.00","0.00","0.00","0.333","0.333","0.333","0.667","1.23","$0",""
"","Ivan Nova","SP","PIT","1.00","0.18","1.00","0.18","1.83","0.03","0.00","0.00","0.00","0.00","0.019","0.019","0.019","0.038","1.21","$0",""
"","Felipe Vazquez","RP","PIT","1.00","0.43","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.20","$0",""
"","Marcus Stroman","SP","TOR","1.00","0.12","1.00","0.12","0.16","0.05","0.00","0.00","0.00","0.00","0.333","0.333","0.333","0.667","1.19","$25,000,000",""
"","Chad Bettis","SP","COL","1.00","0.17","0.74","0.12","1.26","0.11","0.00","0.00","0.00","0.07","0.088","0.139","0.088","0.227","1.17","$0",""
"","Dylan Covey","SP","CHW","1.00","0.17","0.78","0.13","0.04","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.11","$0",""
"","Mike Montgomery","SP","CHC","1.00","0.24","0.49","0.12","0.85","0.08","0.00","0.00","0.00","0.03","0.091","0.118","0.091","0.209","1.09","$0",""
"","Jake Odorizzi","SP","MIN","1.00","0.20","0.97","0.20","0.18","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.02","$4,500,000",""
"","Dellin Betances","RP","NYY","1.00","0.41","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.00","$0",""
"","Pedro Baez","RP","LAD","1.00","0.34","0.00","0.00","0.07","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.98","$0",""
"","Mike Leake","SP","SEA","1.00","0.20","0.97","0.19","0.13","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.91","$0",""
"","Hector Santiago","RP","CHW","1.00","0.30","0.14","0.04","0.08","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.91","$0",""
"","Justin Miller","RP","WSH","1.00","0.31","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.89","$0",""
"","Yoshihisa Hirano","RP/CL","ARI","1.00","0.46","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.87","$0",""
"","Kenta Maeda","SP","LAD","1.00","0.25","0.49","0.12","0.78","0.07","0.00","0.00","0.00","0.00","0.094","0.094","0.094","0.188","0.86","$3,000,000",""
"","Corey Oswalt","SP","NYM","1.00","0.10","0.71","0.07","1.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.86","$0",""
"","Sonny Gray","SP","NYY","1.00","0.19","0.77","0.14","0.07","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.85","$12,700,000",""
"","Francisco Liriano","SP","DET","1.00","0.17","0.96","0.16","0.04","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.84","$0",""
"","Jordan Hicks","RP","STL","1.00","0.45","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.81","$1,837,500",""
"","Domingo German","SP","NYY","1.00","0.13","0.67","0.09","0.05","0.00","0.00","0.00","0.00","0.00","0.000","0.500","0.000","0.500","0.80","$2,600,000",""
"","Jordan Lyles","SP","MIL","1.00","0.23","0.24","0.06","0.41","0.00","0.00","0.00","0.00","0.03","0.000","0.167","0.000","0.167","0.77","$8,500,000",""
"","Steve Cishek","RP","CHC","1.00","0.50","0.00","0.00","0.07","0.01","0.00","0.00","0.00","0.00","0.167","0.167","0.167","0.333","0.77","$0",""
"","Robert Gsellman","RP","NYM","1.00","0.43","0.00","0.00","0.04","0.00","0.00","0.00","0.00","0.00","0.000","0.250","0.000","0.250","0.75","$0",""
"","Sergio Romo","RP","TB","1.00","0.45","0.07","0.03","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.72","$0",""
"","Daniel Winkler","RP","ATL","1.00","0.43","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.70","$0",""
"","Brian Johnson","SP","BOS","1.00","0.23","0.34","0.08","0.11","0.03","0.00","0.00","0.00","0.00","0.250","0.250","0.250","0.500","0.70","$0",""
"","Shawn Kelley","RP","OAK","1.00","0.33","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.68","$0",""
"","Matt Harvey","SP","CIN","1.00","0.20","0.88","0.17","1.66","0.13","0.00","0.00","0.00","0.03","0.076","0.109","0.075","0.185","0.68","$0",""
"","Scott Alexander","RP","LAD","1.00","0.45","0.01","0.01","0.07","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.66","$1,150,000",""
"","Danny Duffy","SP","KC","1.00","0.17","1.00","0.17","0.07","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.66","$0",""
"","Lance Lynn","SP","NYY","1.00","0.19","0.94","0.18","0.13","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.66","$18,500,000",""
"","Brad Peacock","RP","HOU","1.00","0.38","0.02","0.01","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.64","$0",""
"","Ian Kennedy","SP","KC","1.00","0.14","1.00","0.14","0.09","0.05","0.00","0.00","0.00","0.00","0.500","0.500","0.500","1.000","0.62","$0",""
"","Bartolo Colon","SP","TEX","1.00","0.18","0.83","0.15","0.14","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.59","$0",""
"","Jason Vargas","SP","NYM","1.00","0.13","0.95","0.12","1.29","0.19","0.00","0.00","0.00","0.00","0.148","0.179","0.148","0.327","0.59","$0",""
"","Luke Weaver","SP","STL","1.00","0.22","0.71","0.15","1.09","0.17","0.00","0.00","0.00","0.06","0.158","0.180","0.158","0.337","0.59","$2,000,000",""
"","Yovani Gallardo","SP","TEX","1.00","0.13","0.86","0.11","0.05","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.57","$0",""
"","Dylan Bundy","SP","BAL","1.00","0.19","1.00","0.19","0.16","0.03","0.00","0.00","0.00","0.00","0.200","0.200","0.200","0.400","0.57","$0",""
"","James Shields","SP","CHW","1.00","0.21","0.97","0.20","0.18","0.03","0.00","0.00","0.00","0.00","0.167","0.167","0.167","0.333","0.52","$0",""
"","Hector Neris","RP","PHI","1.00","0.33","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.50","$8,000,000",""
"","Heath Hembree","RP","BOS","1.00","0.41","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.49","$0",""
"","Hansel Robles","RP","LAA","1.00","0.33","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.48","$0",""
"","Alex Cobb","SP","BAL","1.00","0.17","1.00","0.17","0.21","0.04","0.00","0.00","0.00","0.00","0.167","0.167","0.167","0.333","0.48","$9,000,000",""
"","Lucas Giolito","SP","CHW","1.00","0.20","1.00","0.20","0.19","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.48","$10,400,000",""
"","Sam Freeman","RP","ATL","1.00","0.39","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.48","$0",""
"","Amir Garrett","RP","CIN","1.00","0.41","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.47","$2,650,000",""
"","Jorge De La Rosa","RP","CHC","1.00","0.37","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.500","0.000","0.500","0.43","$0",""
"","Justin Wilson","RP","CHC","1.00","0.44","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.38","$1,000,000",""
"","Zach Duke","RP","SEA","1.00","0.44","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.37","$0",""
"","Tommy Hunter","RP","PHI","1.00","0.40","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.37","$0",""
"","Luis Avilan","RP","PHI","1.00","0.44","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.36","$0",""
"","Andrew Cashner","SP","BAL","1.00","0.19","0.93","0.17","0.10","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.35","$0",""
"","Taylor Williams","RP","MIL","1.00","0.34","0.00","0.00","0.07","0.02","0.00","0.00","0.00","0.00","0.250","0.250","0.250","0.500","0.35","$0",""
"","Mike Mayers","RP","STL","1.00","0.31","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.500","0.000","0.500","0.34","$0",""
"","Tim Hill","RP","KC","1.00","0.43","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.33","$1,850,000",""
"","Jordan Zimmermann","SP","DET","1.00","0.15","1.00","0.15","0.08","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.33","$0",""
"","Tyler Chatwood","SP","CHC","1.00","0.15","0.80","0.12","1.00","0.16","0.00","0.00","0.00","0.08","0.160","0.192","0.160","0.352","0.28","$0",""
"","Marco Estrada","SP","TOR","1.00","0.17","1.00","0.17","0.04","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.26","$0",""
"","Brandon Kintzler","RP","CHC","1.00","0.43","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.25","$0",""
"","Odrisamer Despaigne","SP","LAA","1.00","0.12","0.26","0.03","0.26","0.05","0.00","0.00","0.00","0.00","0.200","0.200","0.200","0.400","0.25","$0",""
"","Chasen Shreve","RP","STL","1.00","0.37","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.23","$0",""
"","Chris Rusin","RP","COL","1.00","0.30","0.00","0.00","0.08","0.04","0.00","0.00","0.00","0.00","0.500","0.500","0.500","1.000","0.20","$0",""
"","Martin Perez","SP","TEX","1.00","0.14","0.68","0.09","0.14","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.15","$19,650,000",""
"","Wandy Peralta","RP","CIN","1.00","0.36","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.13","$3,350,000",""
"","Deck McGuire","SP","LAA","1.00","0.13","0.19","0.02","0.14","0.05","0.00","0.00","0.00","0.00","0.333","0.333","0.333","0.667","0.12","$0",""
"","Jerry Blevins","RP","NYM","1.00","0.40","0.02","0.01","0.03","0.02","0.00","0.00","0.00","0.02","0.500","0.500","0.500","1.000","0.11","$0",""
"","Felix Hernandez","SP","SEA","1.00","0.18","0.97","0.17","0.14","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.06","$0",""
"","Homer Bailey","SP","CIN","1.00","0.12","1.00","0.12","1.30","0.15","0.00","0.00","0.00","0.00","0.115","0.148","0.115","0.264","0.03","$0",""
"","Brian Duensing","RP","CHC","1.00","0.30","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.500","0.000","0.500","0.01","$0",""
"","Dustin Pedroia","2B","BOS","1.00","0.02","0.75","0.02","2.75","0.25","0.00","0.00","0.00","0.00","0.091","0.231","0.091","0.322","0.00","$0",""
"","David Wright","3B","NYM","1.00","0.01","0.50","0.01","1.00","0.00","0.00","0.00","0.00","0.00","0.000","0.333","0.000","0.333","0.00","$0",""
"","Adam Wainwright","SP","STL","1.00","0.05","1.00","0.05","1.38","0.13","0.00","0.00","0.00","0.13","0.091","0.091","0.091","0.182","0.00","$7,500,000",""
"","Jason Hammel","RP","KC","1.00","0.25","0.45","0.11","0.08","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Johnny Cueto","SP","SF","1.00","0.06","1.00","0.06","1.33","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$6,000,000",""
"","Luis Perdomo","SP","SD","1.00","0.07","0.83","0.06","0.67","0.17","0.00","0.00","0.00","0.08","0.250","0.222","0.250","0.472","0.00","$0",""
"","Brandon Morrow","RP","CHC","1.00","0.21","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Jaime Garcia","RP","CHC","1.00","0.20","0.42","0.09","0.12","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Jarrod Saltalamacchia","C","DET","1.00","0.03","0.20","0.01","1.40","0.00","0.00","0.00","0.00","0.00","0.000","0.125","0.000","0.125","0.00","$0",""
"","Daniel Hudson","RP/CL","LAD","1.00","0.25","0.03","0.01","0.05","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$6,500,000",""
"","Jeff Samardzija","SP","SF","1.00","0.06","1.00","0.06","1.00","0.10","0.00","0.00","0.00","0.00","0.100","0.100","0.100","0.200","0.00","$0",""
"","Chris Stewart","C","ARI","1.00","0.05","0.38","0.02","1.88","0.38","0.00","0.00","0.00","0.38","0.200","0.235","0.200","0.435","0.00","$0",""
"","Wade Miley","SP","MIL","1.00","0.10","1.00","0.10","1.69","0.31","0.00","0.00","0.00","0.00","0.185","0.214","0.185","0.399","0.00","$3,500,000",""
"","Erasmo Ramirez","SP","SEA","1.00","0.06","1.00","0.06","0.30","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$1,000,000",""
"","Shelby Miller","RP","ARI","1.00","0.03","0.80","0.02","0.60","0.00","0.00","0.00","0.00","0.20","0.000","0.200","0.000","0.200","0.00","$1,500,000",""
"","Casey Kelly","SP","SF","1.00","0.04","0.43","0.02","0.57","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","T.J. McFarland","RP","ARI","1.00","0.29","0.00","0.00","0.15","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Robbie Erlin","RP","SD","1.00","0.25","0.30","0.07","0.58","0.13","0.00","0.00","0.00","0.00","0.217","0.250","0.217","0.467","0.00","$0",""
"","Matt Magill","RP/CL","MIN","1.00","0.25","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Vidal Nuno","RP","TB","1.00","0.10","0.00","0.00","0.12","0.12","0.00","0.00","0.00","0.06","1.000","1.000","1.000","2.000","0.00","$0",""
"","Michael Wacha","SP","STL","1.00","0.09","1.00","0.09","1.67","0.13","0.00","0.00","0.00","0.07","0.080","0.115","0.080","0.195","0.00","$7,500,000",""
"","Nick Franklin","LF","MIL","1.00","0.01","1.00","0.01","2.00","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Mike Wright","RP","BAL","1.00","0.30","0.04","0.01","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Jake Petricka","RP","TOR","1.00","0.25","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Robert Stephenson","SP","CIN","1.00","0.02","0.75","0.02","0.50","0.00","0.00","0.00","0.00","0.00","0.000","0.333","0.000","0.333","0.00","$1,750,000",""
"","Eddie Butler","RP","TEX","1.00","0.19","0.00","0.00","0.07","0.00","0.00","0.00","0.00","0.00","0.000","0.333","0.000","0.333","0.00","$0",""
"","Drew VerHagen","RP","DET","1.00","0.25","0.02","0.01","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$3,000,000",""
"","Juan Graterol","C","MIN","1.00","0.02","0.50","0.01","2.00","0.50","0.00","0.00","0.00","0.00","0.250","0.333","0.250","0.583","0.00","$0",""
"","Taijuan Walker","SP","ARI","1.00","0.02","1.00","0.02","1.33","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$18,000,000",""
"","Roenis Elias","RP","SEA","1.00","0.14","0.17","0.02","0.09","0.04","0.00","0.00","0.00","0.00","0.500","0.500","0.500","1.000","0.00","$0",""
"","Bryan Mitchell","SP","SD","1.00","0.10","0.69","0.07","1.13","0.13","0.00","0.00","0.00","0.00","0.111","0.111","0.111","0.222","0.00","$0",""
"","Terrance Gore","LF","CHC","1.00","0.09","0.00","0.00","0.36","0.07","0.00","0.00","0.00","0.00","0.200","0.200","0.200","0.400","0.00","$0",""
"","Matt Andriese","RP","ARI","1.00","0.25","0.12","0.03","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Brian Flynn","RP","KC","1.00","0.30","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Drew Rucinski","RP","MIA","1.00","0.20","0.00","0.00","0.13","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$3,000,000",""
"","Jung Ho Kang","3B","PIT","1.00","0.02","0.33","0.01","2.00","0.67","0.00","0.00","0.00","0.00","0.333","0.333","0.333","0.667","0.00","$0",""
"","Frankie Montas","SP","OAK","1.00","0.08","0.85","0.07","0.38","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$7,500,000",""
