"Rank","Player","Pos","Team","GP","GP%","GS","GS%","AB","H","2B","3B","HR","RBI","AVG","OBP","SLG","OPS","TVS","Cash2023",""
"","Charlie Morton","SP","HOU","1.00","0.15","1.00","0.15","0.12","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.88","$20,000,000",""
"","Lance McCullers","SP","HOU","1.00","0.14","1.00","0.14","0.14","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.87","$15,250,000",""
"","Danny Duffy","SP","KC","1.00","0.15","1.00","0.15","0.08","0.04","0.00","0.00","0.00","0.00","0.500","0.500","0.500","1.000","2.83","$0",""
"","J.A. Happ","SP","TOR","1.00","0.15","1.00","0.15","0.08","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.79","$0",""
"","Jordan Montgomery","SP","NYY","1.00","0.18","1.00","0.18","0.10","0.00","0.00","0.00","0.00","0.00","0.000","0.400","0.000","0.400","2.75","$10,000,000",""
"","Tyler Anderson","SP","COL","1.00","0.10","0.88","0.09","1.53","0.06","0.00","0.00","0.00","0.00","0.039","0.074","0.038","0.113","2.74","$13,000,000",""
"","Brent Suter","SP","MIL","1.00","0.14","0.61","0.09","0.78","0.13","0.00","0.00","0.00","0.00","0.167","0.211","0.167","0.377","2.67","$3,000,000",""
"","Alex Cobb","SP","TB","1.00","0.18","1.00","0.18","0.21","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.67","$9,000,000",""
"","Brandon McCarthy","SP","LAD","1.00","0.12","0.84","0.10","1.21","0.05","0.00","0.00","0.00","0.00","0.044","0.154","0.043","0.197","2.67","$0",""
"","Drew Pomeranz","SP","BOS","1.00","0.20","1.00","0.20","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.64","$10,000,000",""
"","Dinelson Lamet","SP","SD","1.00","0.13","1.00","0.13","1.67","0.14","0.00","0.00","0.00","0.00","0.086","0.086","0.086","0.171","2.59","$5,000,000",""
"","Michael Pineda","SP","NYY","1.00","0.10","1.00","0.10","0.18","0.06","0.00","0.00","0.00","0.00","0.333","0.333","0.333","0.667","2.58","$0",""
"","Odrisamer Despaigne","SP","MIA","1.00","0.11","0.44","0.05","1.06","0.11","0.00","0.00","0.00","0.06","0.105","0.105","0.105","0.211","2.44","$0",""
"","Blake Snell","SP","TB","1.00","0.15","1.00","0.15","0.21","0.00","0.00","0.00","0.00","0.00","0.000","0.167","0.000","0.167","2.43","$16,000,000",""
"","J.C. Ramirez","SP","LAA","1.00","0.17","0.89","0.15","0.11","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.42","$0",""
"","Eduardo Rodriguez","SP","BOS","1.00","0.15","0.96","0.15","0.28","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.38","$14,000,000",""
"","Sean Newcomb","SP","ATL","1.00","0.12","1.00","0.12","1.42","0.05","0.00","0.00","0.00","0.00","0.037","0.103","0.037","0.140","2.33","$0",""
"","Jason Vargas","SP","KC","1.00","0.20","1.00","0.20","0.13","0.03","0.00","0.00","0.00","0.00","0.250","0.250","0.250","0.500","2.27","$0",""
"","Jameson Taillon","SP","PIT","1.00","0.15","1.00","0.15","1.52","0.24","0.00","0.00","0.00","0.00","0.158","0.158","0.158","0.316","2.26","$14,000,000",""
"","Doug Fister","SP","BOS","1.00","0.11","0.83","0.09","0.11","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","2.25","$0",""
"","Michael Wacha","SP","STL","1.00","0.19","1.00","0.19","1.53","0.07","0.00","0.00","0.00","0.10","0.044","0.063","0.043","0.106","2.23","$7,500,000",""
"","Edinson Volquez","SP","MIA","1.00","0.10","1.00","0.10","1.53","0.29","0.00","0.00","0.00","0.06","0.192","0.214","0.192","0.407","2.20","$0",""
"","Trevor Williams","SP","PIT","1.00","0.19","0.81","0.15","1.32","0.06","0.00","0.00","0.00","0.00","0.049","0.093","0.049","0.142","2.11","$6,000,000",""
"","Sean Manaea","SP","OAK","1.00","0.18","1.00","0.18","0.10","0.00","0.00","0.00","0.00","0.00","0.000","0.250","0.000","0.250","2.11","$12,500,000",""
"","Jose Quintana","SP","CHC","1.00","0.20","1.00","0.20","0.78","0.06","0.00","0.00","0.00","0.13","0.080","0.111","0.080","0.191","1.95","$13,000,000",""
"","Justin Verlander","SP","HOU","1.00","0.20","1.00","0.20","0.18","0.03","0.00","0.00","0.00","0.03","0.167","0.167","0.167","0.333","1.88","$43,333,333",""
"","Scott Feldman","SP","CIN","1.00","0.13","1.00","0.13","1.62","0.05","0.00","0.00","0.00","0.00","0.029","0.029","0.029","0.059","1.77","$0",""
"","Chris Archer","SP","TB","1.00","0.21","1.00","0.21","0.24","0.06","0.00","0.00","0.00","0.03","0.250","0.250","0.250","0.500","1.75","$0",""
"","Cole Hamels","SP","TEX","1.00","0.15","1.00","0.15","0.13","0.00","0.00","0.00","0.00","0.04","0.000","0.000","0.000","0.000","1.72","$0",""
"","Ivan Nova","SP","PIT","1.00","0.19","1.00","0.19","1.65","0.03","0.00","0.00","0.00","0.00","0.020","0.020","0.020","0.039","1.72","$0",""
"","R.A. Dickey","SP","ATL","1.00","0.19","1.00","0.19","1.97","0.29","0.00","0.00","0.00","0.16","0.148","0.148","0.148","0.295","1.68","$0",""
"","Yu Darvish","SP","LAD","1.00","0.19","1.00","0.19","0.55","0.03","0.00","0.00","0.00","0.00","0.059","0.111","0.059","0.170","1.63","$30,000,000",""
"","Martin Perez","SP","TEX","1.00","0.20","1.00","0.20","0.19","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.63","$19,650,000",""
"","C.C. Sabathia","SP","NYY","1.00","0.17","1.00","0.17","0.11","0.00","0.00","0.00","0.00","0.00","0.000","0.250","0.000","0.250","1.62","$0",""
"","Mike Foltynewicz","SP","ATL","1.00","0.18","0.97","0.17","1.45","0.07","0.00","0.00","0.00","0.00","0.048","0.048","0.048","0.095","1.62","$0",""
"","Tyler Lyons","RP","STL","1.00","0.31","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.500","0.000","0.500","1.61","$0",""
"","Scott Alexander","RP","KC","1.00","0.36","0.00","0.00","0.05","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.58","$1,150,000",""
"","Chris Rusin","RP","COL","1.00","0.37","0.00","0.00","0.15","0.05","0.00","0.00","0.00","0.00","0.333","0.333","0.333","0.667","1.57","$0",""
"","Archie Bradley","RP","ARI","1.00","0.39","0.00","0.00","0.06","0.02","0.00","0.00","0.00","0.02","0.250","0.250","0.250","0.500","1.56","$0",""
"","Chris Devenski","RP","HOU","1.00","0.38","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.50","$0",""
"","Miguel Gonzalez","SP","TEX","1.00","0.17","1.00","0.17","0.22","0.00","0.00","0.00","0.00","0.00","0.000","0.143","0.000","0.143","1.47","$0",""
"","Jake Odorizzi","SP","TB","1.00","0.17","1.00","0.17","0.11","0.04","0.00","0.00","0.00","0.04","0.333","0.333","0.333","0.667","1.44","$4,500,000",""
"","Kevin Gausman","SP","BAL","1.00","0.21","1.00","0.21","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.38","$21,000,000",""
"","Brad Hand","RP","SD","1.00","0.44","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.35","$0",""
"","Sam Freeman","RP","ATL","1.00","0.36","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.34","$0",""
"","Edwin Diaz","RP/CL","SEA","1.00","0.41","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.33","$23,750,000",""
"","Matt Boyd","SP","DET","1.00","0.16","0.96","0.15","0.12","0.04","0.00","0.00","0.00","0.00","0.333","0.333","0.333","0.667","1.32","$10,000,000",""
"","Ross Stripling","RP","LAD","1.00","0.31","0.04","0.01","0.18","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.26","$12,500,000",""
"","Julio Teheran","SP","ATL","1.00","0.23","0.86","0.20","1.54","0.22","0.00","0.00","0.00","0.16","0.140","0.167","0.140","0.307","1.25","$0",""
"","Cory Gearrin","RP","SF","1.00","0.42","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.20","$0",""
"","John Brebbia","RP","STL","1.00","0.31","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.18","$2,300,000",""
"","Ariel Miranda","SP","SEA","1.00","0.20","0.91","0.18","0.19","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.16","$0",""
"","C.J. Edwards","RP","CHC","1.00","0.46","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.12","$2,250,000",""
"","Erasmo Ramirez","SP","SEA","1.00","0.23","0.51","0.12","0.08","0.05","0.00","0.00","0.00","0.03","0.667","0.667","0.667","1.333","1.02","$1,000,000",""
"","Jason Hammel","SP","KC","1.00","0.20","1.00","0.20","0.25","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.01","$0",""
"","Kyle Barraclough","RP","MIA","1.00","0.41","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.00","$0",""
"","Ryan Tepera","RP","TOR","1.00","0.45","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.99","$7,000,000",""
"","Wade LeBlanc","RP","PIT","1.00","0.31","0.00","0.00","0.10","0.02","0.00","0.00","0.00","0.02","0.200","0.200","0.200","0.400","0.98","$0",""
"","Jharel Cotton","SP","OAK","1.00","0.15","1.00","0.15","0.08","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.98","$0",""
"","Nick Pivetta","SP","PHI","1.00","0.16","1.00","0.16","1.69","0.12","0.00","0.00","0.00","0.00","0.068","0.068","0.068","0.136","0.89","$5,350,000",""
"","Steven Matz","SP","NYM","1.00","0.10","0.76","0.08","1.24","0.18","0.00","0.00","0.00","0.06","0.143","0.143","0.143","0.286","0.89","$10,000,000",""
"","Marco Estrada","SP","TOR","1.00","0.20","1.00","0.20","0.12","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.89","$0",""
"","Nick Martinez","SP","TEX","1.00","0.14","0.78","0.11","0.04","0.00","0.00","0.00","0.00","0.00","0.000","0.500","0.000","0.500","0.88","$10,000,000",""
"","Brian Duensing","RP","CHC","1.00","0.42","0.00","0.00","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.81","$0",""
"","Mark Leiter Jr.","SP","PHI","1.00","0.17","0.41","0.07","0.93","0.07","0.00","0.00","0.00","0.00","0.080","0.080","0.080","0.160","0.76","$0",""
"","Robert Stephenson","SP","CIN","1.00","0.16","0.42","0.07","0.88","0.04","0.00","0.00","0.00","0.00","0.044","0.044","0.043","0.087","0.75","$1,750,000",""
"","Johnny Cueto","SP","SF","1.00","0.15","1.00","0.15","1.84","0.16","0.00","0.00","0.00","0.12","0.087","0.104","0.087","0.191","0.74","$6,000,000",""
"","Adam Conley","SP","MIA","1.00","0.14","0.91","0.12","1.09","0.14","0.00","0.00","0.00","0.00","0.125","0.192","0.125","0.317","0.73","$0",""
"","Jose Torres","RP","SD","1.00","0.38","0.00","0.00","0.02","0.02","0.00","0.00","0.00","0.00","1.000","1.000","1.000","2.000","0.72","$0",""
"","Joe Musgrove","SP","HOU","1.00","0.23","0.39","0.09","0.13","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.71","$20,000,000",""
"","Enny Romero","RP","WSH","1.00","0.33","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.70","$0",""
"","Michael Fiers","SP","HOU","1.00","0.19","0.93","0.17","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.62","$0",""
"","Juan Nicasio","RP","STL","1.00","0.47","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.62","$0",""
"","Masahiro Tanaka","SP","NYY","1.00","0.19","1.00","0.19","0.07","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.62","$0",""
"","Matt Moore","SP","SF","1.00","0.20","0.97","0.19","1.47","0.19","0.00","0.00","0.00","0.13","0.128","0.163","0.128","0.291","0.61","$7,550,000",""
"","Matt Garza","SP","MIL","1.00","0.15","0.92","0.14","1.46","0.13","0.00","0.00","0.00","0.04","0.086","0.111","0.086","0.197","0.60","$0",""
"","Edubray Ramos","RP","PHI","1.00","0.37","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.59","$0",""
"","Luis Avilan","RP","LAD","1.00","0.38","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.58","$0",""
"","Daniel Gossett","SP","OAK","1.00","0.11","1.00","0.11","0.28","0.06","0.00","0.00","0.00","0.00","0.200","0.200","0.200","0.400","0.58","$0",""
"","Pedro Strop","RP","CHC","1.00","0.43","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.57","$0",""
"","Pedro Baez","RP","LAD","1.00","0.41","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.02","0.000","0.500","0.000","0.500","0.57","$0",""
"","Edwin Jackson","SP","WSH","1.00","0.14","0.59","0.08","0.95","0.09","0.00","0.00","0.00","0.00","0.095","0.095","0.095","0.190","0.56","$0",""
"","George Kontos","RP","PIT","1.00","0.40","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.55","$0",""
"","Junior Guerra","SP","MIL","1.00","0.13","0.67","0.09","0.76","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.55","$0",""
"","Joseph Biagini","SP","TOR","1.00","0.27","0.41","0.11","0.05","0.00","0.00","0.00","0.00","0.02","0.000","0.000","0.000","0.000","0.53","$0",""
"","Paul Sewald","RP/CL","NYM","1.00","0.35","0.00","0.00","0.04","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.52","$4,100,000",""
"","David Phelps","RP","SEA","1.00","0.33","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.51","$0",""
"","Dustin McGowan","RP","MIA","1.00","0.39","0.00","0.00","0.10","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.42","$0",""
"","Ricky Nolasco","SP","LAA","1.00","0.20","1.00","0.20","0.15","0.00","0.00","0.00","0.00","0.00","0.000","0.286","0.000","0.286","0.41","$0",""
"","Fernando Salas","RP","LAA","1.00","0.38","0.00","0.00","0.03","0.02","0.00","0.00","0.00","0.00","0.500","0.500","0.500","1.000","0.37","$0",""
"","Wade Miley","SP","BAL","1.00","0.20","1.00","0.20","0.13","0.03","0.00","0.00","0.00","0.00","0.250","0.250","0.250","0.500","0.37","$3,500,000",""
"","Ian Kennedy","SP","KC","1.00","0.19","1.00","0.19","0.10","0.03","0.00","0.00","0.00","0.00","0.333","0.500","0.333","0.833","0.36","$0",""
"","Tony Watson","RP","LAD","1.00","0.44","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.36","$0",""
"","Matt Harvey","SP","NYM","1.00","0.12","0.95","0.11","1.79","0.11","0.00","0.00","0.00","0.05","0.059","0.086","0.059","0.145","0.34","$0",""
"","Jeremy Jeffress","RP","MIL","1.00","0.38","0.02","0.01","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.27","$0",""
"","Rick Porcello","SP","BOS","1.00","0.20","1.00","0.20","0.12","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.27","$0",""
"","Justin Grimm","RP","CHC","1.00","0.31","0.00","0.00","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.22","$0",""
"","Bartolo Colon","SP","MIN","1.00","0.17","1.00","0.17","0.68","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.21","$0",""
"","Hector Rondon","RP","CHC","1.00","0.38","0.00","0.00","0.03","0.02","0.00","0.00","0.00","0.00","0.500","0.500","0.500","1.000","0.20","$0",""
"","Drew Storen","RP","CIN","1.00","0.36","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.19","$0",""
"","Ian Krol","RP","ATL","1.00","0.31","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.18","$0",""
"","Brett Cecil","RP","STL","1.00","0.45","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.17","$0",""
"","Blake Wood","RP","LAA","1.00","0.44","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.14","$0",""
"","Josh Smoker","RP","NYM","1.00","0.33","0.00","0.00","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.12","$0",""
"","Jordan Zimmermann","SP","DET","1.00","0.18","1.00","0.18","0.21","0.03","0.00","0.00","0.00","0.00","0.167","0.167","0.167","0.333","0.10","$0",""
"","Dylan Covey","SP","CHW","1.00","0.11","0.67","0.07","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.09","$0",""
"","Jordan Lyles","SP","SD","1.00","0.23","0.13","0.03","0.34","0.08","0.00","0.00","0.00","0.08","0.231","0.286","0.231","0.516","0.07","$8,500,000",""
"","Junichi Tazawa","RP","MIA","1.00","0.34","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.06","$0",""
"","Ubaldo Jimenez","SP","BAL","1.00","0.19","0.81","0.15","0.16","0.03","0.00","0.00","0.00","0.00","0.200","0.200","0.200","0.400","0.04","$0",""
"","Clay Buchholz","SP","PHI","1.00","0.01","1.00","0.01","1.00","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Bronson Arroyo","SP","CIN","1.00","0.09","0.93","0.09","1.73","0.27","0.00","0.00","0.00","0.00","0.154","0.154","0.154","0.308","0.00","$0",""
"","Anibal Sanchez","RP","DET","1.00","0.17","0.61","0.10","0.07","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Yovani Gallardo","RP","SEA","1.00","0.17","0.79","0.14","0.07","0.04","0.00","0.00","0.00","0.00","0.500","0.500","0.500","1.000","0.00","$0",""
"","Tony Sipp","RP","HOU","1.00","0.28","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Brett Anderson","SP","TOR","1.00","0.08","1.00","0.08","0.54","0.08","0.00","0.00","0.00","0.08","0.143","0.250","0.143","0.393","0.00","$0",""
"","Jesse Chavez","RP","LAA","1.00","0.23","0.55","0.13","0.13","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Shane Robinson","CF","LAA","1.00","0.12","0.45","0.06","1.55","0.30","0.00","0.00","0.00","0.05","0.194","0.257","0.194","0.451","0.00","$0",""
"","Gordon Beckham","2B","SEA","1.00","0.07","0.27","0.02","1.55","0.27","0.00","0.00","0.00","0.00","0.177","0.222","0.176","0.399","0.00","$0",""
"","Vance Worley","RP","MIA","1.00","0.16","0.46","0.07","0.85","0.15","0.00","0.00","0.00","0.12","0.182","0.182","0.182","0.364","0.00","$0",""
"","David Price","SP","BOS","1.00","0.10","0.69","0.07","0.06","0.06","0.00","0.00","0.00","0.00","1.000","1.000","1.000","2.000","0.00","$0",""
"","Henderson Alvarez","SP","PHI","1.00","0.02","1.00","0.02","2.00","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Tommy Milone","RP","NYM","1.00","0.10","0.47","0.05","0.53","0.06","0.00","0.00","0.00","0.06","0.111","0.273","0.111","0.384","0.00","$0",""
"","Wei-Yin Chen","SP","MIA","1.00","0.06","0.56","0.03","0.89","0.11","0.00","0.00","0.00","0.00","0.125","0.125","0.125","0.250","0.00","$0",""
"","Randall Delgado","RP","ARI","1.00","0.16","0.19","0.03","0.31","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Javy Guerra","RP","MIA","1.00","0.10","0.00","0.00","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Quintin Berry","LF","MIL","1.00","0.04","0.00","0.00","0.43","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Tyler Skaggs","SP","LAA","1.00","0.10","1.00","0.10","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Shelby Miller","RP","ARI","1.00","0.02","1.00","0.02","1.50","0.00","0.00","0.00","0.00","0.00","0.000","0.333","0.000","0.333","0.00","$1,500,000",""
"","Collin McHugh","SP","HOU","1.00","0.07","1.00","0.07","0.17","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$5,000,000",""
"","Tom Koehler","RP","TOR","1.00","0.17","0.48","0.08","0.78","0.04","0.00","0.00","0.00","0.00","0.048","0.048","0.048","0.095","0.00","$0",""
"","T.J. McFarland","RP","ARI","1.00","0.27","0.02","0.01","0.12","0.02","0.00","0.00","0.00","0.00","0.200","0.200","0.200","0.400","0.00","$0",""
"","Tony Sanchez","C","ATL","1.00","0.01","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Andrew Albers","RP","SEA","1.00","0.06","0.67","0.04","0.11","0.11","0.00","0.00","0.00","0.11","1.000","1.000","1.000","2.000","0.00","$0",""
"","A.J. Schugel","RP","PIT","1.00","0.20","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.500","0.000","0.500","0.00","$0",""
"","Blake Swihart","C","BOS","1.00","0.04","0.00","0.00","0.83","0.17","0.00","0.00","0.00","0.00","0.200","0.429","0.200","0.629","0.00","$0",""
"","Micah Johnson","CF","ATL","1.00","0.11","0.06","0.01","0.56","0.11","0.00","0.00","0.00","0.00","0.200","0.200","0.200","0.400","0.00","$0",""
"","Chad Bettis","SP","COL","1.00","0.06","1.00","0.06","1.22","0.11","0.00","0.00","0.00","0.11","0.091","0.167","0.091","0.258","0.00","$0",""
"","Jarred Cosart","RP","SD","1.00","0.04","0.86","0.04","0.57","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Asher Wojciechowski","RP","CIN","1.00","0.15","0.32","0.05","0.56","0.04","0.00","0.00","0.00","0.00","0.071","0.071","0.071","0.143","0.00","$0",""
"","Matt Shoemaker","SP","LAA","1.00","0.09","1.00","0.09","0.14","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","A.J. Griffin","RP","TEX","1.00","0.11","0.83","0.09","0.28","0.00","0.00","0.00","0.00","0.00","0.000","0.167","0.000","0.167","0.00","$0",""
"","Andrew Susac","C","MIL","1.00","0.05","0.25","0.01","1.50","0.13","0.00","0.00","0.00","0.00","0.083","0.083","0.083","0.167","0.00","$0",""
"","Rafael Montero","RP","NYM","1.00","0.21","0.53","0.11","0.74","0.06","0.00","0.00","0.00","0.03","0.080","0.080","0.080","0.160","0.00","$11,500,000",""
"","Terrance Gore","LF","KC","1.00","0.07","0.00","0.00","0.33","0.00","0.00","0.00","0.00","0.00","0.000","0.200","0.000","0.200","0.00","$0",""
"","A.J. Cole","SP","WSH","1.00","0.07","0.73","0.05","1.27","0.18","0.00","0.00","0.00","0.00","0.143","0.250","0.143","0.393","0.00","$0",""
"","Matt Grace","RP","WSH","1.00","0.25","0.03","0.01","0.13","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","A.J. Jimenez","C","TEX","1.00","0.04","0.14","0.01","1.71","0.14","0.00","0.00","0.00","0.00","0.083","0.083","0.083","0.167","0.00","$0",""
"","Nik Turley","RP","MIN","1.00","0.06","0.30","0.02","0.20","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Chasen Shreve","RP","NYY","1.00","0.27","0.00","0.00","0.05","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Brandon Finnegan","SP","CIN","1.00","0.03","0.80","0.02","1.00","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Michael Feliz","RP","HOU","1.00","0.28","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Vincent Velasquez","SP","PHI","1.00","0.10","0.94","0.09","1.50","0.38","0.00","0.00","0.00","0.06","0.250","0.280","0.250","0.530","0.00","$3,150,000",""
"","Justin Nicolino","RP","MIA","1.00","0.12","0.40","0.05","0.55","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
