"Rank","Player","Pos","Team","GP","GP%","GS","GS%","AB","H","2B","3B","HR","RBI","AVG","OBP","SLG","OPS","TVS","Cash2023",""
"","Kyle Freeland","SP","COL","1.00","0.16","0.92","0.14","1.32","0.24","0.04","0.00","0.00","0.16","0.182","0.222","0.212","0.434","1.83","$10,500,000",""
"","Cole Irvin","SP","OAK","1.00","0.20","1.00","0.20","0.16","0.03","0.00","0.00","0.00","0.03","0.200","0.200","0.200","0.400","1.82","$0",""
"","Aaron Nola","SP","PHI","1.00","0.20","0.97","0.20","1.48","0.21","0.06","0.00","0.00","0.12","0.143","0.232","0.184","0.416","1.70","$16,000,000",""
"","Tyler Anderson","SP","SEA","1.00","0.19","1.00","0.19","1.26","0.13","0.00","0.00","0.03","0.03","0.103","0.125","0.179","0.304","1.63","$13,000,000",""
"","Zach Thompson","SP","MIA","1.00","0.17","0.52","0.09","0.56","0.07","0.04","0.00","0.00","0.00","0.133","0.133","0.200","0.333","1.62","$0",""
"","Rich Hill","SP","NYM","1.00","0.20","0.97","0.19","0.75","0.09","0.00","0.00","0.00","0.00","0.125","0.125","0.125","0.250","1.50","$8,000,000",""
"","Clayton Kershaw","SP","LAD","1.00","0.15","0.92","0.14","1.50","0.33","0.00","0.00","0.00","0.13","0.222","0.243","0.222","0.465","1.50","$20,000,000",""
"","Kenta Maeda","SP","MIN","1.00","0.14","0.91","0.13","0.13","0.04","0.00","0.00","0.00","0.00","0.333","0.333","0.333","0.667","1.45","$3,000,000",""
"","Adbert Alzolay","SP","CHC","1.00","0.19","0.70","0.13","1.03","0.07","0.03","0.00","0.00","0.00","0.065","0.094","0.097","0.191","1.43","$0",""
"","David Bednar","RP/CL","PIT","1.00","0.38","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.41","$0",""
"","Chris Paddack","SP","SD","1.00","0.15","0.92","0.14","1.46","0.04","0.00","0.00","0.00","0.00","0.029","0.081","0.029","0.110","1.41","$2,500,000",""
"","Blake Snell","SP","SD","1.00","0.17","1.00","0.17","1.26","0.15","0.00","0.00","0.00","0.00","0.118","0.118","0.118","0.235","1.39","$16,000,000",""
"","Josh Fleming","SP","TB","1.00","0.16","0.42","0.07","0.04","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.39","$0",""
"","Tarik Skubal","SP","DET","1.00","0.19","0.94","0.18","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.39","$0",""
"","Jarlin Garcia","RP","SF","1.00","0.36","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.38","$2,500,000",""
"","Brett Anderson","SP","MIL","1.00","0.15","1.00","0.15","1.17","0.00","0.00","0.00","0.00","0.04","0.000","0.125","0.000","0.125","1.33","$0",""
"","Jon Gray","SP","COL","1.00","0.19","0.94","0.18","1.52","0.16","0.00","0.00","0.00","0.10","0.106","0.106","0.106","0.213","1.31","$15,000,000",""
"","Eduardo Rodriguez","SP","BOS","1.00","0.20","0.97","0.19","0.19","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.30","$14,000,000",""
"","Kris Bubic","SP","KC","1.00","0.18","0.69","0.12","0.17","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.27","$2,200,000",""
"","Taijuan Walker","SP","NYM","1.00","0.19","0.94","0.18","1.52","0.16","0.00","0.00","0.00","0.03","0.106","0.143","0.106","0.249","1.26","$18,000,000",""
"","Dane Dunning","SP","TEX","1.00","0.17","0.93","0.15","0.11","0.04","0.00","0.00","0.00","0.00","0.333","0.333","0.333","0.667","1.25","$0",""
"","Jake Odorizzi","SP","HOU","1.00","0.15","0.96","0.14","0.04","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.23","$4,500,000",""
"","Justin Steele","SP","CHC","1.00","0.12","0.45","0.06","0.65","0.10","0.00","0.00","0.00","0.00","0.154","0.154","0.154","0.308","1.21","$0",""
"","Jose Alvarez","RP","SF","1.00","0.41","0.01","0.01","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.500","0.000","0.500","1.18","$0",""
"","Alexander Reyes","RP","STL","1.00","0.43","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.15","$1,100,000",""
"","Mike Minor","SP","KC","1.00","0.17","1.00","0.17","0.25","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.12","$0",""
"","JT Brubaker","SP","PIT","1.00","0.15","0.96","0.15","1.52","0.12","0.00","0.00","0.00","0.12","0.079","0.167","0.079","0.246","1.08","$2,275,000",""
"","Anthony Bender","RP","MIA","1.00","0.38","0.02","0.01","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.07","$0",""
"","Matt Manning","SP","DET","1.00","0.11","1.00","0.11","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.05","$0",""
"","Craig Kimbrel","RP/CL","CHW","1.00","0.39","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","1.01","$10,000,000",""
"","Hyun-Jin Ryu","SP","TOR","1.00","0.19","1.00","0.19","0.13","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.99","$20,000,000",""
"","Tony Watson","RP","SF","1.00","0.38","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.99","$0",""
"","Ross Stripling","SP","TOR","1.00","0.15","0.79","0.12","0.21","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.99","$12,500,000",""
"","Kenley Jansen","RP/CL","LAD","1.00","0.43","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.98","$16,000,000",""
"","Madison Bumgarner","SP","ARI","1.00","0.17","0.93","0.16","1.39","0.14","0.04","0.00","0.00","0.11","0.103","0.280","0.128","0.408","0.96","$23,000,000",""
"","Brent Suter","RP","MIL","1.00","0.38","0.02","0.01","0.07","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.95","$3,000,000",""
"","Chris Stratton","RP","PIT","1.00","0.42","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.95","$2,800,000",""
"","Craig Stammen","RP","SD","1.00","0.41","0.06","0.02","0.07","0.01","0.00","0.00","0.00","0.00","0.200","0.200","0.200","0.400","0.93","$0",""
"","Tony Santillan","SP","CIN","1.00","0.17","0.15","0.02","0.26","0.04","0.04","0.00","0.00","0.00","0.143","0.143","0.286","0.429","0.92","$0",""
"","Tyler Alexander","SP","DET","1.00","0.25","0.37","0.09","0.05","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.91","$1,875,000",""
"","Yusei Kikuchi","SP","SEA","1.00","0.18","1.00","0.18","0.07","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.89","$10,000,000",""
"","Trevor Williams","SP","NYM","1.00","0.14","0.65","0.09","1.09","0.22","0.00","0.00","0.00","0.04","0.200","0.231","0.200","0.431","0.88","$6,000,000",""
"","Zack Littell","RP","SF","1.00","0.39","0.03","0.01","0.06","0.02","0.00","0.00","0.00","0.00","0.250","0.250","0.250","0.500","0.87","$0",""
"","Adam Cimber","RP","TOR","1.00","0.44","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.87","$3,150,000",""
"","Jose Ruiz","RP","CHW","1.00","0.36","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.85","$925,000",""
"","Yu Darvish","SP","SD","1.00","0.19","1.00","0.19","1.77","0.17","0.07","0.00","0.00","0.03","0.094","0.111","0.132","0.243","0.83","$30,000,000",""
"","Ryan Yarbrough","SP","TB","1.00","0.19","0.70","0.13","0.13","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.81","$3,000,000",""
"","Clay Holmes","RP/CL","NYY","1.00","0.43","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.80","$3,300,000",""
"","Rhys Hoskins","1B","PHI","1.00","0.66","0.93","0.62","3.64","0.90","0.27","0.00","0.25","0.66","0.247","0.334","0.530","0.864","0.76","$12,000,000",""
"","Fernando Tatis Jr.","SS","SD","1.00","0.80","0.96","0.77","3.68","1.04","0.24","0.00","0.32","0.75","0.282","0.365","0.611","0.975","0.75","$5,617,284",""
"","Kyle Hendricks","SP","CHC","1.00","0.20","1.00","0.20","1.63","0.19","0.03","0.00","0.00","0.03","0.115","0.148","0.135","0.283","0.74","$14,000,000",""
"","Kyle Schwarber","LF","BOS","1.00","0.70","0.96","0.67","3.53","0.94","0.17","0.00","0.28","0.63","0.266","0.374","0.554","0.928","0.74","$20,000,000",""
"","Phil Bickford","RP","LAD","1.00","0.35","0.00","0.00","0.05","0.02","0.00","0.00","0.00","0.00","0.333","0.333","0.333","0.667","0.71","$0",""
"","Patrick Wisdom","3B","CHC","1.00","0.65","0.80","0.52","3.19","0.74","0.12","0.00","0.26","0.58","0.231","0.305","0.518","0.823","0.71","$0",""
"","Michael Lorenzen","SP","CIN","1.00","0.17","0.00","0.00","0.04","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.70","$8,500,000",""
"","Taylor Widener","SP","ARI","1.00","0.14","0.57","0.08","0.70","0.04","0.00","0.00","0.00","0.00","0.063","0.118","0.063","0.180","0.69","$0",""
"","Johnny Cueto","SP","SF","1.00","0.14","0.95","0.13","1.32","0.09","0.00","0.00","0.00","0.00","0.069","0.156","0.069","0.225","0.68","$6,000,000",""
"","Hunter Strickland","RP","MIL","1.00","0.35","0.00","0.00","0.04","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.65","$0",""
"","Aaron Judge","RF","NYY","1.00","0.91","0.98","0.90","3.72","1.07","0.16","0.00","0.26","0.66","0.287","0.373","0.544","0.916","0.65","$40,000,000",""
"","Teoscar Hernandez","DH","TOR","1.00","0.88","0.99","0.87","3.85","1.14","0.20","0.00","0.22","0.81","0.296","0.346","0.524","0.870","0.64","$14,000,000",""
"","Brad Keller","SP","KC","1.00","0.16","1.00","0.16","0.19","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.64","$5,775,000",""
"","Brandon Lowe","2B","TB","1.00","0.92","0.90","0.83","3.59","0.89","0.21","0.00","0.26","0.66","0.247","0.340","0.523","0.863","0.63","$5,250,000",""
"","Matt Olson","1B","OAK","1.00","0.96","1.00","0.96","3.62","0.98","0.22","0.00","0.25","0.71","0.271","0.372","0.540","0.911","0.63","$21,000,000",""
"","Alec Mills","SP","CHC","1.00","0.20","0.61","0.12","0.97","0.03","0.03","0.00","0.00","0.00","0.031","0.031","0.063","0.094","0.62","$0",""
"","Jon Lester","SP","STL","1.00","0.19","0.93","0.17","1.60","0.27","0.07","0.00","0.03","0.10","0.167","0.200","0.271","0.471","0.61","$0",""
"","Dinelson Lamet","SP","SD","1.00","0.14","0.41","0.06","0.27","0.00","0.00","0.00","0.00","0.00","0.000","0.143","0.000","0.143","0.60","$5,000,000",""
"","Erick Fedde","SP","WSH","1.00","0.18","0.93","0.17","1.24","0.00","0.00","0.00","0.00","0.03","0.000","0.026","0.000","0.026","0.60","$0",""
"","Drew Smyly","SP","ATL","1.00","0.20","0.72","0.14","1.28","0.09","0.00","0.00","0.00","0.00","0.073","0.073","0.073","0.146","0.56","$8,000,000",""
"","Yulieski Gurriel","1B","HOU","1.00","0.88","0.98","0.86","3.71","1.18","0.22","0.00","0.10","0.57","0.319","0.384","0.462","0.846","0.55","$0",""
"","Buster Posey","C","SF","1.00","0.70","0.91","0.64","3.50","1.06","0.20","0.00","0.16","0.50","0.304","0.390","0.499","0.889","0.55","$0",""
"","Willson Contreras","C","CHC","1.00","0.79","0.88","0.69","3.23","0.77","0.16","0.00","0.16","0.45","0.237","0.340","0.438","0.778","0.54","$10,000,000",""
"","A.J. Minter","RP","ATL","1.00","0.38","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.54","$4,287,500",""
"","Michael Wacha","SP","TB","1.00","0.19","0.77","0.14","0.10","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.51","$7,500,000",""
"","Hunter Renfroe","RF","BOS","1.00","0.89","0.97","0.86","3.62","0.94","0.23","0.00","0.22","0.67","0.259","0.315","0.501","0.816","0.50","$11,900,000",""
"","Hector Neris","RP","PHI","1.00","0.46","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.50","$8,000,000",""
"","Chas McCormick","OF","HOU","1.00","0.67","0.66","0.44","2.63","0.68","0.11","0.00","0.13","0.46","0.257","0.319","0.447","0.766","0.50","$0",""
"","Jordan Lyles","SP","TEX","1.00","0.20","0.94","0.19","0.19","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.49","$8,500,000",""
"","Avisail Garcia","RF","MIL","1.00","0.83","0.88","0.73","3.41","0.90","0.13","0.00","0.21","0.64","0.263","0.331","0.490","0.821","0.48","$12,000,000",""
"","Wade LeBlanc","SP","STL","1.00","0.11","0.50","0.06","0.61","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.47","$0",""
"","Caleb Smith","SP","ARI","1.00","0.28","0.29","0.08","0.49","0.04","0.02","0.00","0.00","0.00","0.091","0.167","0.136","0.303","0.46","$0",""
"","Sean Murphy","C","OAK","1.00","0.73","0.92","0.67","3.30","0.71","0.19","0.00","0.14","0.50","0.216","0.306","0.405","0.710","0.45","$4,000,000",""
"","Jeff Hoffman","SP","CIN","1.00","0.20","0.34","0.07","0.47","0.06","0.00","0.00","0.00","0.03","0.133","0.133","0.133","0.267","0.44","$0",""
"","Kolby Allard","SP","TEX","1.00","0.20","0.53","0.10","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.44","$0",""
"","Salvador Perez","C","KC","1.00","0.99","0.99","0.99","3.85","1.05","0.15","0.00","0.30","0.75","0.273","0.316","0.544","0.859","0.44","$20,000,000",""
"","Josh Sborz","RP","TEX","1.00","0.39","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.41","$0",""
"","Mitch Keller","SP","PIT","1.00","0.15","0.96","0.14","1.17","0.13","0.00","0.00","0.00","0.00","0.107","0.167","0.107","0.274","0.40","$2,437,500",""
"","Jesus Aguilar","1B","MIA","1.00","0.81","0.89","0.72","3.43","0.89","0.18","0.00","0.17","0.71","0.261","0.329","0.459","0.788","0.40","$3,000,000",""
"","Justin Turner","3B","LAD","1.00","0.93","0.92","0.86","3.53","0.98","0.15","0.00","0.18","0.58","0.278","0.361","0.471","0.832","0.40","$8,300,000",""
"","Matt Harvey","SP","BAL","1.00","0.17","1.00","0.17","0.18","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.39","$0",""
"","Tyler Stephenson","C","CIN","1.00","0.81","0.62","0.51","2.65","0.76","0.16","0.00","0.08","0.34","0.286","0.366","0.431","0.797","0.39","$0",""
"","Zach Pop","RP","MIA","1.00","0.31","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.38","$0",""
"","Patrick Murphy","SP","WSH","1.00","0.15","0.00","0.00","0.04","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.37","$0",""
"","Griffin Jax","SP","MIN","1.00","0.11","0.78","0.09","0.17","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.37","$0",""
"","J.P. Crawford","SS","SEA","1.00","0.99","0.99","0.98","3.87","1.06","0.23","0.00","0.06","0.34","0.273","0.338","0.376","0.714","0.36","$10,000,000",""
"","Mike Foltynewicz","SP","TEX","1.00","0.17","0.86","0.15","0.07","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.36","$0",""
"","Wil Crowe","SP","PIT","1.00","0.18","0.86","0.15","1.21","0.07","0.03","0.00","0.00","0.00","0.057","0.108","0.086","0.194","0.36","$0",""
