"Rank","Player","Pos","Team","GP","GP%","GS","GS%","AB","H","2B","3B","HR","RBI","AVG","OBP","SLG","OPS","TVS","Cash2023",""
"","Ryan Mattheus","RP","WSH","1.00","0.41","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.53","$0",""
"","Jake Arrieta","SP","BAL","1.00","0.15","0.75","0.11","0.13","0.00","0.00","0.00","0.00","0.00","0.000","0.250","0.000","0.250","0.52","$0",""
"","Tim Collins","RP","KC","1.00","0.44","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.49","$0",""
"","C.J. Wilson","SP","LAA","1.00","0.21","1.00","0.21","0.15","0.00","0.00","0.00","0.00","0.00","0.000","0.167","0.000","0.167","0.46","$0",""
"","Tyson Ross","SP","OAK","1.00","0.11","0.72","0.08","0.11","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.46","$0",""
"","Esmil Rogers","RP","COL","1.00","0.41","0.00","0.00","0.04","0.01","0.00","0.00","0.00","0.00","0.333","0.333","0.333","0.667","0.45","$0",""
"","Dan Haren","SP","LAA","1.00","0.19","0.97","0.19","0.13","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.44","$0",""
"","Andrew Cashner","SP","SD","1.00","0.20","0.15","0.03","0.21","0.03","0.00","0.00","0.00","0.00","0.143","0.250","0.143","0.393","0.38","$0",""
"","Garrett Richards","SP","LAA","1.00","0.19","0.30","0.06","0.07","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.35","$0",""
"","Barry Zito","SP","SF","1.00","0.20","1.00","0.20","1.66","0.13","0.00","0.00","0.00","0.06","0.076","0.170","0.075","0.245","0.34","$0",""
"","Fernando Salas","RP","STL","1.00","0.40","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.30","$0",""
"","Matt Reynolds","RP","COL","1.00","0.44","0.00","0.00","0.04","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.25","$0",""
"","Brad Penny","SP","SF","1.00","0.14","0.00","0.00","0.05","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.24","$0",""
"","Josh Beckett","SP","BOS","1.00","0.17","1.00","0.17","0.75","0.04","0.00","0.00","0.00","0.00","0.048","0.048","0.048","0.095","0.23","$0",""
"","Randy Wolf","SP","MIL","1.00","0.19","0.84","0.16","1.29","0.19","0.00","0.00","0.00","0.13","0.150","0.146","0.150","0.296","0.20","$0",""
"","Jeremy Guthrie","SP","COL","1.00","0.23","0.76","0.18","0.66","0.05","0.00","0.00","0.00","0.03","0.080","0.115","0.080","0.195","0.19","$0",""
"","Francisco Liriano","RP","MIN","1.00","0.21","0.82","0.17","0.09","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.17","$0",""
"","John Axford","RP","MIL","1.00","0.46","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.17","$0",""
"","Hector Noesi","SP","SEA","1.00","0.14","0.82","0.11","0.18","0.09","0.00","0.00","0.00","0.00","0.500","0.500","0.500","1.000","0.16","$0",""
"","Manny Parra","RP","MIL","1.00","0.38","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.15","$0",""
"","Fernando Rodriguez","RP","HOU","1.00","0.44","0.00","0.00","0.04","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.12","$0",""
"","Michael Dunn","RP","MIA","1.00","0.37","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.10","$0",""
"","Rhiner Cruz","RP","HOU","1.00","0.32","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.09","$0",""
"","Johan Santana","SP","NYM","1.00","0.13","1.00","0.13","1.67","0.14","0.00","0.00","0.00","0.00","0.086","0.086","0.086","0.171","0.06","$0",""
"","Ervin Santana","SP","LAA","1.00","0.19","1.00","0.19","0.13","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.06","$0",""
"","Jair Jurrjens","SP","ATL","1.00","0.07","0.91","0.06","1.18","0.09","0.00","0.00","0.00","0.00","0.077","0.143","0.077","0.220","0.00","$0",""
"","Brian Roberts","2B","BAL","1.00","0.10","1.00","0.10","3.88","0.71","0.00","0.00","0.00","0.29","0.182","0.233","0.182","0.415","0.00","$0",""
"","Daisuke Matsuzaka","SP","BOS","1.00","0.07","1.00","0.07","0.18","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Yusmeiro Petit","RP","SF","1.00","0.01","1.00","0.01","1.00","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","John Danks","SP","CHW","1.00","0.06","1.00","0.06","0.33","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Gavin Floyd","RP","CHW","1.00","0.18","1.00","0.18","0.03","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Franklin Morales","RP","BOS","1.00","0.23","0.24","0.06","0.05","0.03","0.00","0.00","0.00","0.00","0.500","0.500","0.500","1.000","0.00","$0",""
"","Wandy Rodriguez","RP","PIT","1.00","0.21","0.97","0.20","1.79","0.12","0.00","0.00","0.00","0.06","0.066","0.109","0.066","0.175","0.00","$0",""
"","Jorge De La Rosa","RP","COL","1.00","0.02","1.00","0.02","1.67","0.67","0.00","0.00","0.00","0.33","0.400","0.400","0.400","0.800","0.00","$0",""
"","Luke Hochevar","RP","KC","1.00","0.20","1.00","0.20","0.16","0.03","0.00","0.00","0.00","0.00","0.200","0.200","0.200","0.400","0.00","$0",""
"","Carlos Villanueva","RP","TOR","1.00","0.23","0.42","0.10","0.05","0.03","0.00","0.00","0.00","0.00","0.500","0.500","0.500","1.000","0.00","$0",""
"","Phil Hughes","RP","NYY","1.00","0.20","1.00","0.20","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Joe Blanton","RP","PHI","1.00","0.19","0.97","0.19","1.77","0.13","0.00","0.00","0.00","0.03","0.073","0.136","0.073","0.208","0.00","$0",""
"","Jake Peavy","RP","CHW","1.00","0.20","1.00","0.20","0.16","0.00","0.00","0.00","0.00","0.03","0.000","0.000","0.000","0.000","0.00","$0",""
"","Zach Duke","RP","WSH","1.00","0.05","0.00","0.00","0.13","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Tom Gorzelanny","RP","WSH","1.00","0.28","0.02","0.01","0.13","0.04","0.00","0.00","0.00","0.02","0.333","0.429","0.333","0.762","0.00","$0",""
"","Tim Lincecum","RP","SF","1.00","0.20","1.00","0.20","1.36","0.12","0.00","0.00","0.00","0.09","0.089","0.196","0.089","0.285","0.00","$0",""
"","Jason Hammel","SP","BAL","1.00","0.12","1.00","0.12","0.20","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","John Lannan","RP","WSH","1.00","0.04","1.00","0.04","1.50","0.17","0.00","0.00","0.00","0.00","0.111","0.200","0.111","0.311","0.00","$0",""
"","Daniel Bard","RP/CL","BOS","1.00","0.10","0.59","0.06","0.12","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$9,500,000",""
"","Chris Volstad","SP","CHC","1.00","0.13","1.00","0.13","1.33","0.24","0.00","0.00","0.00","0.00","0.179","0.179","0.179","0.357","0.00","$0",""
"","Francisco Cervelli","C","NYY","1.00","0.02","0.00","0.00","0.33","0.00","0.00","0.00","0.00","0.00","0.000","0.500","0.000","0.500","0.00","$0",""
"","Josh Outman","RP","COL","1.00","0.17","0.25","0.04","0.43","0.04","0.00","0.00","0.00","0.04","0.083","0.154","0.083","0.237","0.00","$0",""
"","Derek Holland","SP","TEX","1.00","0.18","0.93","0.17","0.07","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Brett Cecil","RP","TOR","1.00","0.13","0.43","0.06","0.10","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Colby Lewis","SP","TEX","1.00","0.10","1.00","0.10","0.25","0.13","0.00","0.00","0.00","0.13","0.500","0.500","0.500","1.000","0.00","$0",""
"","Tim Stauffer","RP","SD","1.00","0.01","1.00","0.01","1.00","0.00","0.00","0.00","0.00","1.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Bruce Chen","RP","KC","1.00","0.22","0.97","0.21","0.14","0.03","0.00","0.00","0.00","0.00","0.200","0.200","0.200","0.400","0.00","$0",""
"","Daniel Hudson","RP/CL","ARI","1.00","0.06","1.00","0.06","1.44","0.22","0.00","0.00","0.00","0.11","0.154","0.250","0.154","0.404","0.00","$6,500,000",""
"","Brian Matusz","RP","BAL","1.00","0.21","0.47","0.10","0.12","0.03","0.00","0.00","0.00","0.00","0.250","0.250","0.250","0.500","0.00","$0",""
"","Casey Coleman","RP","CHC","1.00","0.10","0.06","0.01","0.18","0.06","0.00","0.00","0.00","0.00","0.333","0.333","0.333","0.667","0.00","$0",""
"","Lucas Harrell","RP","HOU","1.00","0.22","0.91","0.20","1.69","0.26","0.00","0.00","0.00","0.03","0.153","0.167","0.153","0.319","0.00","$0",""
"","Sam LeCure","RP","CIN","1.00","0.30","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.500","0.000","0.500","0.00","$0",""
"","Juan Nicasio","RP","COL","1.00","0.07","1.00","0.07","1.64","0.18","0.00","0.00","0.00","0.09","0.111","0.200","0.111","0.311","0.00","$0",""
"","Hank Conger","C","LAA","1.00","0.04","0.86","0.04","2.57","0.43","0.00","0.00","0.00","0.14","0.167","0.238","0.167","0.405","0.00","$0",""
"","Fernando Abad","RP","HOU","1.00","0.23","0.16","0.04","0.19","0.03","0.00","0.00","0.00","0.00","0.143","0.143","0.143","0.286","0.00","$0",""
"","Kyle Drabek","RP","TOR","1.00","0.08","1.00","0.08","0.15","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Chris Narveson","RP","MIL","1.00","0.01","1.00","0.01","1.50","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Chris Hatcher","RP","MIA","1.00","0.07","0.00","0.00","0.09","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Vin Mazzaro","RP","KC","1.00","0.11","0.33","0.04","0.22","0.11","0.00","0.00","0.00","0.06","0.500","0.500","0.500","1.000","0.00","$0",""
"","Jenrry Mejia","RP","NYM","1.00","0.03","0.60","0.02","0.60","0.00","0.00","0.00","0.00","0.20","0.000","0.000","0.000","0.000","0.00","$0",""
"","Jonathan Niese","RP","NYM","1.00","0.19","1.00","0.19","1.83","0.40","0.00","0.00","0.00","0.07","0.218","0.295","0.218","0.513","0.00","$0",""
"","Christopher Leroux","RP","PIT","1.00","0.06","0.00","0.00","0.10","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Charlie Morton","SP","PIT","1.00","0.06","1.00","0.06","1.44","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$20,000,000",""
"","Kyle Blanks","LF","SD","1.00","0.02","0.25","0.01","1.25","0.25","0.00","0.00","0.00","0.00","0.200","0.333","0.200","0.533","0.00","$0",""
"","Cory Luebke","RP","SD","1.00","0.03","1.00","0.03","2.20","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Reid Brignac","3B","TB","1.00","0.10","0.31","0.03","1.31","0.13","0.00","0.00","0.00","0.06","0.095","0.136","0.095","0.232","0.00","$0",""
"","Cesar Ramos","RP","TB","1.00","0.10","0.06","0.01","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Neftali Feliz","RP","TEX","1.00","0.05","0.88","0.04","0.25","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Tommy Hunter","RP","BAL","1.00","0.20","0.61","0.12","0.06","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Justin Germano","RP","CHC","1.00","0.09","0.86","0.07","1.21","0.07","0.00","0.00","0.00","0.00","0.059","0.111","0.059","0.170","0.00","$0",""
"","Nathan Adcock","RP","KC","1.00","0.07","0.17","0.01","0.08","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","George Kontos","RP","SF","1.00","0.27","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Chris Archer","SP","TB","1.00","0.05","0.50","0.02","0.38","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Brandon Gomes","RP","TB","1.00","0.09","0.00","0.00","0.07","0.00","0.00","0.00","0.00","0.07","0.000","0.500","0.000","0.500","0.00","$0",""
"","Matt Moore","SP","TB","1.00","0.19","1.00","0.19","0.13","0.00","0.00","0.00","0.00","0.03","0.000","0.000","0.000","0.000","0.00","$7,550,000",""
"","Jacob Turner","RP","DET","1.00","0.06","1.00","0.06","1.40","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Manuel Pina","C","KC","1.00","0.01","0.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$4,500,000",""
"","Liam Hendriks","RP/CL","MIN","1.00","0.10","0.94","0.10","0.12","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$14,000,000",""
"","Anthony Swarzak","RP","MIN","1.00","0.27","0.11","0.03","0.05","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Tommy Milone","RP","OAK","1.00","0.19","1.00","0.19","0.16","0.03","0.00","0.00","0.00","0.06","0.200","0.200","0.200","0.400","0.00","$0",""
"","Blake Beavan","RP","SEA","1.00","0.16","1.00","0.16","0.08","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Randall Delgado","RP","ATL","1.00","0.11","0.94","0.10","1.39","0.33","0.00","0.00","0.00","0.06","0.240","0.240","0.240","0.480","0.00","$0",""
"","Julio Teheran","SP","ATL","1.00","0.01","0.50","0.01","0.50","0.00","0.00","0.00","0.00","0.00","0.000","0.500","0.000","0.500","0.00","$0",""
"","Brad Hand","RP","MIA","1.00","0.01","1.00","0.01","1.00","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Josh Stinson","RP","MIL","1.00","0.04","0.17","0.01","0.17","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Trevor Bauer","SP","ARI","1.00","0.02","1.00","0.02","1.00","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Joe Savery","RP","PHI","1.00","0.12","0.00","0.00","0.11","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","David Carpenter","RP","BOS","1.00","0.21","0.00","0.00","0.06","0.03","0.00","0.00","0.00","0.00","0.500","0.500","0.500","1.000","0.00","$0",""
"","Jeff Locke","RP","PIT","1.00","0.05","0.75","0.04","1.38","0.13","0.00","0.00","0.00","0.00","0.091","0.091","0.091","0.182","0.00","$0",""
"","Chase d'Arnaud","3B","PIT","1.00","0.05","0.13","0.01","0.75","0.00","0.00","0.00","0.00","0.13","0.000","0.000","0.000","0.000","0.00","$0",""
"","Maikel Cleto","RP","STL","1.00","0.06","0.00","0.00","0.11","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Tim Federowicz","C","LAD","1.00","0.02","0.33","0.01","1.00","0.33","0.00","0.00","0.00","0.00","0.333","0.500","0.333","0.833","0.00","$0",""
"","Josh Collmenter","RP","ARI","1.00","0.17","0.39","0.07","0.57","0.04","0.00","0.00","0.00","0.07","0.063","0.118","0.063","0.180","0.00","$0",""
"","Dan Otero","RP","SF","1.00","0.07","0.00","0.00","0.08","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","Erasmo Ramirez","SP","SEA","1.00","0.10","0.50","0.05","0.19","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$1,000,000",""
