"Rank","Player","Pos","Team","GP","GP%","GS","GS%","AB","H","2B","3B","HR","RBI","AVG","OBP","SLG","OPS","TVS","Cash2023",""
"","Jose Altuve","2B","HOU","1.00","0.80","1.00","0.80","4.00","0.88","0.19","0.00","0.10","0.38","0.219","0.286","0.344","0.629","0.10","$26,000,000",""
"","J.D. Martinez","DH","BOS","1.00","0.90","1.00","0.90","3.91","0.83","0.30","0.00","0.13","0.50","0.213","0.291","0.389","0.680","0.10","$10,000,000",""
"","Gregory Polanco","RF","PIT","1.00","0.83","0.90","0.75","3.14","0.48","0.12","0.00","0.14","0.44","0.153","0.214","0.325","0.539","0.09","$0",""
"","Jo Adell","OF","LAA","1.00","0.63","0.87","0.55","3.26","0.53","0.11","0.00","0.08","0.18","0.161","0.212","0.266","0.478","0.06","$0",""
"","Daniel Murphy","1B","COL","1.00","0.67","0.78","0.52","3.08","0.73","0.08","0.00","0.08","0.40","0.236","0.275","0.333","0.608","0.05","$0",""
"","Shin-Soo Choo","DH","TEX","1.00","0.55","0.91","0.50","3.33","0.79","0.09","0.00","0.15","0.45","0.236","0.323","0.400","0.723","0.00","$0",""
"","Howie Kendrick","2B","WSH","1.00","0.42","1.00","0.42","3.64","1.00","0.16","0.00","0.08","0.56","0.275","0.320","0.385","0.705","0.00","$0",""
"","Kurt Suzuki","C","WSH","1.00","0.55","0.97","0.53","3.36","0.91","0.24","0.00","0.06","0.52","0.270","0.349","0.396","0.745","0.00","$0",""
"","Dexter Fowler","RF","STL","1.00","0.53","0.94","0.50","2.90","0.68","0.06","0.00","0.13","0.48","0.233","0.317","0.389","0.706","0.00","$0",""
"","Francisco Cervelli","C","MIA","1.00","0.27","1.00","0.27","3.31","0.81","0.13","0.00","0.19","0.44","0.245","0.355","0.453","0.808","0.00","$0",""
"","Pablo Sandoval","3B","ATL","1.00","0.57","0.56","0.32","2.47","0.53","0.03","0.00","0.03","0.18","0.214","0.287","0.262","0.549","0.00","$0",""
"","Elvis Andrus","SS","TEX","1.00","0.48","0.97","0.47","3.55","0.69","0.17","0.00","0.10","0.24","0.194","0.252","0.330","0.582","0.00","$3,000,000",""
"","Chris Davis","1B","BAL","1.00","0.27","0.81","0.22","3.25","0.38","0.19","0.00","0.00","0.06","0.115","0.164","0.173","0.337","0.00","$0",""
"","Adeiny Hechavarria","SS","ATL","1.00","0.45","0.52","0.23","2.19","0.56","0.11","0.00","0.00","0.07","0.254","0.302","0.305","0.607","0.00","$0",""
"","Giancarlo Stanton","DH","NYY","1.00","0.38","1.00","0.38","3.30","0.83","0.30","0.00","0.17","0.48","0.250","0.387","0.500","0.887","0.00","$22,000,000",""
"","Matt Wieters","C","STL","1.00","0.33","0.63","0.21","1.84","0.37","0.05","0.00","0.00","0.21","0.200","0.300","0.229","0.529","0.00","$0",""
"","Tyler Flowers","C","ATL","1.00","0.37","1.00","0.37","3.14","0.68","0.27","0.00","0.05","0.23","0.217","0.325","0.348","0.673","0.00","$0",""
"","Jason Castro","C","SD","1.00","0.45","0.93","0.42","2.96","0.56","0.33","0.00","0.07","0.33","0.188","0.294","0.375","0.668","0.00","$0",""
"","Jon Jay","RF","ARI","1.00","0.30","0.78","0.23","2.78","0.44","0.06","0.00","0.06","0.22","0.160","0.211","0.240","0.451","0.00","$0",""
"","Alex Avila","C","MIN","1.00","0.38","0.83","0.32","2.13","0.39","0.09","0.00","0.04","0.09","0.184","0.355","0.286","0.641","0.00","$0",""
"","Jarrod Dyson","CF","CHW","1.00","0.53","0.56","0.30","1.91","0.34","0.00","0.00","0.00","0.16","0.180","0.231","0.180","0.411","0.00","$0",""
"","Drew Butera","C","COL","1.00","0.48","0.41","0.20","1.34","0.21","0.07","0.00","0.00","0.14","0.154","0.191","0.205","0.396","0.00","$0",""
"","Eduardo Nunez","3B","NYM","1.00","0.03","0.00","0.00","1.00","0.50","0.00","0.00","0.00","0.00","0.500","0.500","0.500","1.000","0.00","$0",""
"","Robinson Chirinos","C","NYM","1.00","0.43","0.88","0.38","2.85","0.46","0.12","0.00","0.04","0.27","0.162","0.232","0.243","0.475","0.00","$0",""
"","Manuel Pina","C","MIL","1.00","0.25","0.80","0.20","2.60","0.60","0.07","0.00","0.13","0.33","0.231","0.333","0.410","0.744","0.00","$4,500,000",""
"","Andrew Romine","SS","TEX","1.00","0.03","0.00","0.00","2.00","0.50","0.50","0.00","0.00","0.00","0.250","0.250","0.500","0.750","0.00","$0",""
"","Josh Donaldson","3B","MIN","1.00","0.47","0.89","0.42","2.89","0.64","0.07","0.00","0.21","0.39","0.222","0.373","0.469","0.842","0.00","$21,000,000",""
"","Erik Kratz","C","NYY","1.00","0.30","0.50","0.15","1.56","0.50","0.11","0.00","0.00","0.22","0.321","0.367","0.393","0.760","0.00","$0",""
"","Josh Harrison","2B","WSH","1.00","0.55","0.67","0.37","2.39","0.67","0.06","0.00","0.09","0.42","0.279","0.352","0.418","0.769","0.00","$2,000,000",""
"","Yoenis Cespedes","CF","NYM","1.00","0.13","1.00","0.13","3.88","0.63","0.13","0.00","0.25","0.50","0.161","0.235","0.387","0.622","0.00","$0",""
"","Dee Strange-Gordon","2B","SEA","1.00","0.55","0.67","0.37","2.27","0.45","0.03","0.00","0.00","0.09","0.200","0.268","0.213","0.482","0.00","$0",""
"","Logan Forsythe","2B","MIA","1.00","0.22","0.85","0.18","2.62","0.31","0.08","0.00","0.08","0.15","0.118","0.211","0.235","0.446","0.00","$0",""
"","Stephen Vogt","C","ARI","1.00","0.43","0.81","0.35","2.77","0.46","0.19","0.00","0.04","0.27","0.167","0.247","0.278","0.525","0.00","$0",""
"","Bryan Holaday","C","BAL","1.00","0.35","0.38","0.13","1.48","0.24","0.05","0.00","0.00","0.19","0.161","0.212","0.194","0.406","0.00","$0",""
"","Leury Garcia","OF","CHW","1.00","0.27","0.94","0.25","3.69","1.00","0.06","0.00","0.19","0.50","0.271","0.318","0.441","0.758","0.00","$5,500,000",""
"","Khris Davis","DH","OAK","1.00","0.50","0.83","0.42","2.83","0.57","0.17","0.00","0.07","0.33","0.200","0.303","0.329","0.632","0.00","$0",""
"","Derek Dietrich","2B","TEX","1.00","0.42","0.72","0.30","2.44","0.48","0.04","0.00","0.20","0.32","0.197","0.347","0.459","0.806","0.00","$0",""
"","Mike Zunino","C","TB","1.00","0.47","0.89","0.42","2.68","0.39","0.14","0.00","0.14","0.36","0.147","0.238","0.360","0.598","0.00","$6,000,000",""
"","Chris Owings","2B","COL","1.00","0.28","0.65","0.18","2.41","0.65","0.06","0.00","0.12","0.29","0.268","0.318","0.439","0.757","0.00","$0",""
"","Jake Lamb","1B","OAK","1.00","0.52","0.90","0.47","2.84","0.55","0.16","0.00","0.10","0.32","0.193","0.283","0.352","0.635","0.00","$0",""
"","Yolmer Sanchez","3B","CHW","1.00","0.20","0.50","0.10","1.33","0.42","0.25","0.00","0.08","0.08","0.313","0.476","0.688","1.164","0.00","$0",""
"","Kevan Smith","C","TB","1.00","0.28","0.53","0.15","1.82","0.47","0.18","0.00","0.06","0.47","0.258","0.378","0.452","0.830","0.00","$0",""
"","Billy Hamilton","CF","CHC","1.00","0.52","0.19","0.10","1.03","0.13","0.00","0.00","0.03","0.06","0.125","0.171","0.219","0.390","0.00","$0",""
"","Austin Adams","RP","SD","1.00","0.05","0.00","0.00","0.33","0.00","0.00","0.00","0.00","0.00","0.000","0.000","0.000","0.000","0.00","$0",""
"","James McCann","C","CHW","1.00","0.52","0.87","0.45","3.13","0.90","0.10","0.00","0.23","0.48","0.289","0.360","0.536","0.896","0.00","$1,000,000",""
"","Tyler Heineman","C","SF","1.00","0.25","0.80","0.20","2.80","0.53","0.07","0.00","0.00","0.07","0.191","0.292","0.214","0.506","0.00","$0",""
"","Max Stassi","C","LAA","1.00","0.52","0.84","0.43","2.90","0.81","0.06","0.00","0.23","0.65","0.278","0.352","0.533","0.886","0.00","$7,000,000",""
"","Jorge Bonifacio","RF","DET","1.00","0.52","0.77","0.40","2.87","0.63","0.10","0.00","0.07","0.57","0.221","0.277","0.326","0.602","0.00","$0",""
"","C.J. Cron","1B","DET","1.00","0.22","1.00","0.22","3.23","0.62","0.23","0.00","0.31","0.62","0.191","0.346","0.548","0.894","0.00","$7,250,000",""
