Jugador,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,Equipo,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2,Agente libre
Andrelton Simmons,SS,104,0.642,398,105,7,40,0.264,0.673,LAA,13000000,13000000,13000000,10816,0.41216400000000003,158404,11025,49,1600,0.06969600000000001,0.4529290000000001,No
David Peralta,LF,100,0.617,382,105,12,57,0.275,0.804,ARI,7000000,7000000,7000000,10000,0.380689,145924,11025,144,3249,0.07562500000000001,0.6464160000000001,No
Niko Goodrum,LF,115,0.714,423,105,12,45,0.248,0.743,DET,670500,670500,670500,13225,0.5097959999999999,178929,11025,144,2025,0.061503999999999996,0.552049,No
Buster Posey,C,114,0.704,405,104,7,38,0.257,0.688,SF,21400000,22177777,22177777,12996,0.49561599999999995,164025,10816,49,1444,0.066049,0.47334399999999993,No
Wil Myers,LF,155,0.957,435,104,18,53,0.239,0.739,SD,3000000,5500000,5500000,24025,0.9158489999999999,189225,10816,324,2809,0.057121,0.546121,No
Aaron Judge,RF,102,0.63,378,103,27,55,0.273,0.921,NYY,684300,684300,684300,10404,0.39690000000000003,142884,10609,729,3025,0.07452900000000001,0.848241,No
Harold Castro,3B,97,0.603,353,103,5,38,0.292,0.692,DET,555000,555000,390904,9409,0.36360899999999996,124609,10609,25,1444,0.08526399999999999,0.47886399999999996,No
Edwin Encarnacion,DH,111,0.685,418,102,34,86,0.244,0.875,NYY,20000000,21666668,8000000,12321,0.46922500000000006,174724,10404,1156,7396,0.059536,0.765625,No
Kevin Kiermaier,CF,129,0.796,447,102,14,55,0.228,0.674,TB,8000000,8166666,8166666,16641,0.6336160000000001,199809,10404,196,3025,0.051984,0.45427600000000007,No
Robbie Grossman,DH,138,0.852,420,101,6,38,0.241,0.684,OAK,2000000,2000000,2000000,19044,0.725904,176400,10201,36,1444,0.058080999999999994,0.46785600000000005,Si
Alex Verdugo,LF,108,0.667,343,101,12,44,0.295,0.817,LAD,560000,560000,560000,11664,0.44488900000000003,117649,10201,144,1936,0.08702499999999999,0.6674889999999999,No
Mike Yastrzemski,OF,107,0.661,371,101,21,55,0.272,0.852,SF,555000,555000,381952,11449,0.43692100000000006,137641,10201,441,3025,0.07398400000000001,0.725904,No
Robinson Cano,2B,107,0.661,390,100,13,39,0.256,0.736,NYM,24000000,24000000,19000000,11449,0.43692100000000006,152100,10000,169,1521,0.065536,0.541696,No
Jurickson Profar,SS,139,0.858,459,100,20,67,0.218,0.711,OAK,3600000,3600000,3600000,19321,0.7361639999999999,210681,10000,400,4489,0.047524,0.505521,No
Brian Dozier,2B,135,0.833,416,99,20,50,0.238,0.771,WSH,9000000,9000000,9000000,18225,0.693889,173056,9801,400,2500,0.05664399999999999,0.594441,Si
Tommy Edman,SS,92,0.568,326,99,11,36,0.304,0.85,STL,555000,555000,340176,8464,0.32262399999999997,106276,9801,121,1296,0.092416,0.7224999999999999,No
Anthony Santander,OF,94,0.58,380,99,20,59,0.261,0.773,BAL,555000,555000,346144,8836,0.3364,144400,9801,400,3481,0.068121,0.597529,No
Eric Thames,1B,149,0.92,396,98,25,61,0.248,0.851,MIL,6000000,6000000,6000000,22201,0.8464,156816,9604,625,3721,0.061503999999999996,0.724201,No
Enrique Hernandez,CF,130,0.803,414,98,17,64,0.237,0.715,LAD,3725000,3725000,3725000,16900,0.6448090000000001,171396,9604,289,4096,0.056169,0.5112249999999999,No
Willson Contreras,C,105,0.648,360,98,24,64,0.272,0.888,CHC,684000,684000,684000,11025,0.419904,129600,9604,576,4096,0.07398400000000001,0.788544,No
Yordan Alvarez,1B,87,0.537,313,98,27,78,0.313,1.067,HOU,555000,555000,337192,7569,0.28836900000000004,97969,9604,729,6084,0.097969,1.1384889999999999,No
Brandon Dixon,1B,118,0.733,391,97,15,52,0.248,0.725,DET,555000,555000,492360,13924,0.537289,152881,9409,225,2704,0.061503999999999996,0.525625,No
Chris Taylor,2B,124,0.765,366,96,12,52,0.262,0.794,LAD,3500000,3500000,3500000,15376,0.585225,133956,9216,144,2704,0.06864400000000001,0.6304360000000001,No
Dan Vogelbach,1B,144,0.889,462,96,30,76,0.208,0.78,SEA,558600,558600,558600,20736,0.790321,213444,9216,900,5776,0.043264,0.6084,No
Nick Senzel,OF,106,0.654,375,96,12,42,0.256,0.742,CIN,555000,555000,447600,11236,0.42771600000000004,140625,9216,144,1764,0.065536,0.5505639999999999,No
Teoscar Hernandez,LF,125,0.772,417,96,26,65,0.23,0.778,TOR,578600,578600,516426,15625,0.5959840000000001,173889,9216,676,4225,0.0529,0.605284,No
Hunter Renfroe,RF,142,0.877,440,95,33,64,0.216,0.778,SD,582100,582100,582100,20164,0.769129,193600,9025,1089,4096,0.046655999999999996,0.605284,No
Keston Hiura,2B,84,0.519,314,95,19,49,0.303,0.938,MIL,555000,555000,337192,7056,0.269361,98596,9025,361,2401,0.091809,0.8798439999999998,No
Matt Carpenter,1B,129,0.796,416,94,15,46,0.226,0.726,STL,14500000,14750000,14750000,16641,0.6336160000000001,173056,8836,225,2116,0.051076,0.527076,No
Tony Wolters,C,122,0.753,359,94,1,42,0.262,0.666,COL,960000,960000,960000,14884,0.567009,128881,8836,1,1764,0.06864400000000001,0.44355600000000006,No
Miguel Sano,3B,105,0.648,380,94,34,79,0.247,0.923,MIN,2650000,2650000,2650000,11025,0.419904,144400,8836,1156,6241,0.061009,0.851929,No
Kyle Seager,3B,107,0.661,393,93,23,63,0.237,0.784,SEA,19000000,19500000,19500000,11449,0.43692100000000006,154449,8649,529,3969,0.056169,0.6146560000000001,No
Manuel Margot,CF,151,0.932,398,93,12,37,0.234,0.691,SD,577100,577100,577100,22801,0.8686240000000001,158404,8649,144,1369,0.054756000000000006,0.47748099999999993,No
Jarrod Dyson,CF,130,0.803,400,92,7,27,0.23,0.633,ARI,3500000,4000000,4000000,16900,0.6448090000000001,160000,8464,49,729,0.0529,0.400689,No
Gary Sanchez,C,106,0.654,396,92,34,77,0.232,0.841,NYY,669800,669800,669800,11236,0.42771600000000004,156816,8464,1156,5929,0.053824000000000004,0.7072809999999999,No
Brandon Drury,3B,121,0.747,418,91,15,41,0.218,0.642,TOR,1300000,1300000,1300000,14641,0.558009,174724,8281,225,1681,0.047524,0.41216400000000003,No
Maikel Franco,3B,123,0.759,389,91,17,56,0.234,0.705,PHI,5200000,5200000,5200000,15129,0.5760810000000001,151321,8281,289,3136,0.054756000000000006,0.49702499999999994,No
Nicholas Lopez,SS,103,0.636,379,91,2,30,0.24,0.601,KC,555000,555000,414776,10609,0.404496,143641,8281,4,900,0.0576,0.361201,No
Jesse Winker,LF,113,0.698,338,91,16,38,0.269,0.83,CIN,580000,580000,580000,12769,0.4872039999999999,114244,8281,256,1444,0.07236100000000001,0.6889,No
Jose Peraza,SS,141,0.87,376,90,6,33,0.239,0.631,CIN,2775000,2775000,2775000,19881,0.7569,141376,8100,36,1089,0.057121,0.398161,No
Jose Martinez,1B,128,0.79,334,90,10,42,0.27,0.751,STL,1000000,1125000,1125000,16384,0.6241000000000001,111556,8100,100,1764,0.0729,0.564001,No
Delino DeShields,CF,118,0.728,357,89,4,32,0.249,0.672,TEX,1400000,1400000,1400000,13924,0.529984,127449,7921,16,1024,0.062001,0.45158400000000004,No
Stephen Piscotty,RF,95,0.586,357,89,13,44,0.249,0.72,OAK,7000000,7333333,7333333,9025,0.343396,127449,7921,169,1936,0.062001,0.5184,No
Neil Walker,1B,115,0.71,337,88,8,38,0.261,0.738,MIA,2000000,2000000,2000000,13225,0.5041,113569,7744,64,1444,0.068121,0.544644,Si
Travis d'Arnaud,C,103,0.636,351,88,16,69,0.251,0.745,TB,555000,555000,438648,10609,0.404496,123201,7744,256,4761,0.063001,0.555025,Si
Michael Chavis,3B,95,0.586,347,88,18,58,0.254,0.766,BOS,555000,555000,491713,9025,0.343396,120409,7744,324,3364,0.064516,0.586756,No
Robinson Chirinos,C,114,0.704,366,87,17,58,0.238,0.79,HOU,5750000,5750000,5750000,12996,0.49561599999999995,133956,7569,289,3364,0.05664399999999999,0.6241000000000001,Si
Lourdes Gurriel Jr.,2B,85,0.525,314,87,20,50,0.277,0.869,TOR,1500000,1928571,1928571,7225,0.275625,98596,7569,400,2500,0.07672900000000002,0.755161,No
Justin Smoak,1B,124,0.765,414,86,22,61,0.208,0.748,TOR,8000000,8000000,8000000,15376,0.585225,171396,7396,484,3721,0.043264,0.559504,No
Tommy La Stella,2B,82,0.506,292,86,16,44,0.295,0.832,LAA,1350000,1350000,1350000,6724,0.256036,85264,7396,256,1936,0.08702499999999999,0.692224,No
Christin Stewart,LF,104,0.646,368,86,10,40,0.234,0.695,DET,556400,556400,523425,10816,0.417316,135424,7396,100,1600,0.054756000000000006,0.4830249999999999,No
Rio Ruiz,3B,127,0.784,370,86,12,46,0.232,0.682,BAL,558500,558500,513513,16129,0.6146560000000001,136900,7396,144,2116,0.053824000000000004,0.4651240000000001,No
Dwight Smith Jr.,RF,101,0.624,357,86,13,53,0.241,0.708,BAL,560100,560100,445628,10201,0.389376,127449,7396,169,2809,0.058080999999999994,0.5012639999999999,No
Hunter Pence,RF,84,0.519,286,85,18,59,0.297,0.91,TEX,2000000,2000000,2000000,7056,0.269361,81796,7225,324,3481,0.088209,0.8281000000000001,No
Mitch Garver,C,93,0.574,311,85,31,67,0.273,0.995,MIN,575000,575000,575000,8649,0.32947599999999994,96721,7225,961,4489,0.07452900000000001,0.990025,No
Luis Rengifo,SS,108,0.667,357,85,7,33,0.238,0.685,LAA,555000,555000,426712,11664,0.44488900000000003,127449,7225,49,1089,0.05664399999999999,0.46922500000000006,No
Wilmer Flores,2B,89,0.549,265,84,9,37,0.317,0.848,ARI,3750000,3750000,3750000,7921,0.30140100000000003,70225,7056,81,1369,0.10048900000000001,0.719104,Si
Rowdy Tellez,1B,111,0.685,370,84,21,54,0.227,0.742,TOR,555000,555000,468488,12321,0.46922500000000006,136900,7056,441,2916,0.051529000000000005,0.5505639999999999,No
Victor Reyes,LF,68,0.422,275,84,3,25,0.306,0.769,DET,555000,555000,250656,4624,0.178084,75625,7056,9,625,0.093636,0.591361,No
Willie Calhoun,LF,84,0.519,309,83,21,48,0.269,0.848,TEX,555000,555000,384936,7056,0.269361,95481,6889,441,2304,0.07236100000000001,0.719104,No
Cavan Biggio,2B,100,0.617,354,83,16,48,0.235,0.793,TOR,555000,555000,384936,10000,0.380689,125316,6889,256,2304,0.055224999999999996,0.6288490000000001,No
A.J. Pollock,CF,86,0.531,308,82,15,47,0.266,0.795,LAD,1000000,4000000,4000000,7396,0.281961,94864,6724,225,2209,0.07075600000000001,0.6320250000000001,Si
Yandy Diaz,3B,80,0.494,307,82,14,38,0.267,0.816,TB,558400,558400,558400,6400,0.244036,94249,6724,196,1444,0.071289,0.6658559999999999,No
Chad Pinder,LF,125,0.772,340,81,12,45,0.238,0.694,OAK,565000,565000,565000,15625,0.5959840000000001,115600,6561,144,2025,0.05664399999999999,0.48163599999999995,No
Albert Almora,CF,130,0.803,339,80,12,32,0.236,0.651,CHC,615500,615500,562530,16900,0.6448090000000001,114921,6400,144,1024,0.055695999999999996,0.42380100000000004,No
Brandon Lowe,2B,84,0.519,296,80,17,51,0.27,0.85,TB,1000000,1000000,1000000,7056,0.269361,87616,6400,289,2601,0.0729,0.7224999999999999,No
Corey Dickerson,LF,78,0.482,260,79,12,59,0.304,0.906,PHI,8500000,8500000,2787639,6084,0.23232399999999997,67600,6241,144,3481,0.092416,0.820836,No
Carlos Correa,SS,76,0.469,280,78,21,59,0.279,0.926,HOU,5000000,5000000,5000000,5776,0.21996099999999996,78400,6084,441,3481,0.07784100000000002,0.8574760000000001,No
J.P. Crawford,SS,93,0.574,345,78,7,46,0.226,0.684,SEA,555000,555000,426712,8649,0.32947599999999994,119025,6084,49,2116,0.051076,0.46785600000000005,No
David Bote,3B,127,0.784,303,78,11,41,0.257,0.785,CHC,561500,571500,571500,16129,0.6146560000000001,91809,6084,121,1681,0.066049,0.616225,No
Didi Gregorius,SS,82,0.506,324,77,16,61,0.238,0.718,NYY,11750000,11750000,11750000,6724,0.256036,104976,5929,256,3721,0.05664399999999999,0.515524,No
Brock Holt,2B,87,0.537,259,77,3,31,0.297,0.771,BOS,3575000,3575000,3575000,7569,0.28836900000000004,67081,5929,9,961,0.088209,0.594441,No
Greg Garcia,2B,134,0.827,311,77,4,31,0.248,0.718,SD,910000,910000,910000,17956,0.6839289999999999,96721,5929,16,961,0.061503999999999996,0.515524,No
Ben Gamel,LF,134,0.827,311,77,7,33,0.248,0.71,MIL,567700,567700,546308,17956,0.6839289999999999,96721,5929,49,1089,0.061503999999999996,0.5041,No
Carson Kelly,C,111,0.685,314,77,18,47,0.245,0.826,ARI,560000,560000,560000,12321,0.46922500000000006,98596,5929,324,2209,0.060024999999999995,0.6822759999999999,No
Cheslor Cuthbert,DH,87,0.537,309,76,9,40,0.246,0.673,KC,850000,850000,557540,7569,0.28836900000000004,95481,5776,81,1600,0.060516,0.4529290000000001,No
Pedro Severino,C,96,0.593,305,76,13,44,0.249,0.74,BAL,563500,563500,563500,9216,0.351649,93025,5776,169,1936,0.062001,0.5476,No
Mitch Moreland,1B,91,0.562,298,75,19,58,0.252,0.835,BOS,6500000,6500000,6500000,8281,0.31584400000000007,88804,5625,361,3364,0.063504,0.697225,No
Josh Phegley,C,106,0.654,314,75,12,62,0.239,0.693,OAK,1075000,1075000,1075000,11236,0.42771600000000004,98596,5625,144,3844,0.057121,0.4802489999999999,No
Kurt Suzuki,C,85,0.525,280,74,17,63,0.264,0.809,WSH,4000000,4000000,4000000,7225,0.275625,78400,5476,289,3969,0.06969600000000001,0.6544810000000001,Si
Jesus Aguilar,1B,131,0.809,314,74,12,50,0.236,0.714,TB,637500,637500,205620,17161,0.6544810000000001,98596,5476,144,2500,0.055695999999999996,0.5097959999999999,No
Garrett Hampson,2B,105,0.648,299,74,8,27,0.248,0.686,COL,557000,557000,449250,11025,0.419904,89401,5476,64,729,0.061503999999999996,0.47059600000000007,No
Steve Wilkerson,2B,119,0.735,329,74,10,35,0.225,0.669,BAL,555000,555000,471472,14161,0.540225,108241,5476,100,1225,0.050625,0.44756100000000004,No
Pablo Sandoval,3B,108,0.667,272,73,14,41,0.268,0.82,SF,555000,555000,555000,11664,0.44488900000000003,73984,5329,196,1681,0.07182400000000001,0.6723999999999999,No
Tucker Barnhart,C,115,0.71,316,73,11,40,0.231,0.708,CIN,2500000,2937500,2937500,13225,0.5041,99856,5329,121,1600,0.053361000000000006,0.5012639999999999,No
Elias Diaz,C,102,0.63,303,73,2,28,0.241,0.603,PIT,578500,578500,578500,10404,0.39690000000000003,91809,5329,4,784,0.058080999999999994,0.36360899999999996,No
Logan Forsythe,2B,102,0.63,317,72,7,39,0.227,0.678,TEX,2000000,2000000,2000000,10404,0.39690000000000003,100489,5184,49,1521,0.051529000000000005,0.45968400000000004,No
Tim Beckham,3B,89,0.549,304,72,15,47,0.237,0.753,SEA,1750000,1800000,1800000,7921,0.30140100000000003,92416,5184,225,2209,0.056169,0.567009,Si
Mike Tauchman,CF,87,0.537,260,72,13,47,0.277,0.865,NYY,557000,557000,443260,7569,0.28836900000000004,67600,5184,169,2209,0.07672900000000002,0.748225,No
Danny Jansen,C,107,0.661,347,72,13,43,0.208,0.64,TOR,558700,558700,558700,11449,0.43692100000000006,120409,5184,169,1849,0.043264,0.4096,No
Martin Maldonado,C,106,0.654,333,71,12,27,0.213,0.671,HOU,2500000,2500000,806452,11236,0.42771600000000004,110889,5041,144,729,0.045369,0.45024100000000006,Si
Donovan Solano,2B,81,0.5,215,71,4,23,0.33,0.815,SF,555000,555000,429696,6561,0.25,46225,5041,16,529,0.10890000000000001,0.664225,No
Tom Murphy,C,76,0.469,260,71,18,40,0.273,0.858,SEA,557500,557500,554445,5776,0.21996099999999996,67600,5041,324,1600,0.07452900000000001,0.7361639999999999,No
Byron Buxton,CF,88,0.543,271,71,10,46,0.262,0.827,MIN,1750000,1750000,1750000,7744,0.294849,73441,5041,100,2116,0.06864400000000001,0.6839289999999999,No
Harrison Bader,RF,129,0.796,347,71,12,39,0.205,0.68,STL,578300,578300,509876,16641,0.6336160000000001,120409,5041,144,1521,0.04202499999999999,0.4624000000000001,No
Matt Adams,1B,111,0.685,310,70,20,56,0.226,0.741,WSH,3000000,3000000,3000000,12321,0.46922500000000006,96100,4900,400,3136,0.051076,0.549081,Si
Yan Gomes,C,98,0.605,314,70,12,43,0.223,0.704,WSH,7000000,7083333,7083333,9604,0.366025,98596,4900,144,1849,0.049729,0.49561599999999995,No
Jacoby Jones,CF,89,0.553,298,70,11,26,0.235,0.74,DET,567100,567100,567100,7921,0.30580900000000005,88804,4900,121,676,0.055224999999999996,0.5476,No
Jon Berti,2B,75,0.463,256,70,6,24,0.273,0.755,MIA,555000,555000,486392,5625,0.21436900000000003,65536,4900,36,576,0.07452900000000001,0.570025,No
Brian McCann,C,85,0.525,277,69,12,45,0.249,0.734,ATL,2000000,2000000,2000000,7225,0.275625,76729,4761,144,2025,0.062001,0.538756,Si
Jordy Mercer,SS,74,0.46,255,69,9,22,0.271,0.75,DET,5250000,5250000,5250000,5476,0.2116,65025,4761,81,484,0.073441,0.5625,Si
Billy Hamilton,CF,119,0.735,316,69,0,15,0.218,0.564,ATL,4250000,4450000,959658,14161,0.540225,99856,4761,0,225,0.047524,0.31809599999999993,Si
Jose Osuna,1B,95,0.586,261,69,10,36,0.264,0.766,PIT,573500,573500,502529,9025,0.343396,68121,4761,100,1296,0.06969600000000001,0.586756,No
Cameron Maybin,RF,83,0.512,239,68,11,32,0.285,0.858,NYY,555000,555000,471472,6889,0.262144,57121,4624,121,1024,0.08122499999999999,0.7361639999999999,No
Jonathan Lucroy,C,102,0.63,293,68,8,36,0.232,0.66,CHC,555000,555000,158152,10404,0.39690000000000003,85849,4624,64,1296,0.053824000000000004,0.43560000000000004,Si
Jake Marisnick,CF,120,0.741,292,68,10,34,0.233,0.7,HOU,2212500,2212500,2212500,14400,0.549081,85264,4624,100,1156,0.054289000000000004,0.48999999999999994,No
Jeimer Candelario,3B,94,0.584,334,68,8,32,0.204,0.645,DET,555000,555000,459536,8836,0.34105599999999997,111556,4624,64,1024,0.04161599999999999,0.41602500000000003,No
Jay Bruce,RF,100,0.617,310,67,26,59,0.216,0.784,PHI,13000000,14000000,1000000,10000,0.380689,96100,4489,676,3481,0.046655999999999996,0.6146560000000001,No
Stephen Vogt,C,99,0.611,255,67,10,40,0.263,0.804,SF,555000,555000,453568,9801,0.37332099999999996,65025,4489,100,1600,0.06916900000000001,0.6464160000000001,No
Dawel Lugo,SS,77,0.478,272,66,6,26,0.243,0.643,DET,555000,555000,283480,5929,0.228484,73984,4356,36,676,0.059049,0.413449,No
Matt Beaty,3B,99,0.611,249,66,9,46,0.265,0.775,LAD,555000,555000,405824,9801,0.37332099999999996,62001,4356,81,2116,0.07022500000000001,0.6006250000000001,No
Victor Caratini,C,95,0.586,244,65,11,34,0.266,0.794,CHC,569500,569500,569500,9025,0.343396,59536,4225,121,1156,0.07075600000000001,0.6304360000000001,No
Gerardo Parra,RF,119,0.735,274,64,9,48,0.234,0.684,WSH,555000,555000,429696,14161,0.540225,75076,4096,81,2304,0.054756000000000006,0.46785600000000005,No
Austin Romine,C,73,0.451,228,64,8,35,0.281,0.748,NYY,1800000,1800000,1800000,5329,0.203401,51984,4096,64,1225,0.07896100000000002,0.559504,No
Phillip Ervin,CF,94,0.58,236,64,7,23,0.271,0.797,CIN,555000,555000,370016,8836,0.3364,55696,4096,49,529,0.073441,0.635209,No
Austin Nola,C,79,0.488,238,64,10,31,0.269,0.796,SEA,555000,555000,316304,6241,0.238144,56644,4096,100,961,0.07236100000000001,0.6336160000000001,No
Ryan O'Hearn,1B,105,0.648,328,64,14,38,0.195,0.65,KC,557650,557650,428714,11025,0.419904,107584,4096,196,1444,0.038025,0.42250000000000004,No
Josh Naylor,1B,94,0.58,253,63,8,32,0.249,0.719,SD,555000,555000,352112,8836,0.3364,64009,3969,64,1024,0.062001,0.516961,No
Tyler Flowers,C,85,0.525,271,62,11,34,0.229,0.733,ATL,4000000,4000000,4000000,7225,0.275625,73441,3844,121,1156,0.052441,0.537289,No
Austin Riley,3B,80,0.494,274,62,18,49,0.226,0.75,ATL,555000,555000,411792,6400,0.244036,75076,3844,324,2401,0.051076,0.5625,No
Joey Gallo,LF,71,0.438,241,61,22,49,0.253,0.986,TEX,605500,605500,605500,5041,0.191844,58081,3721,484,2401,0.064009,0.972196,No
Bo Bichette,SS,46,0.284,196,61,11,21,0.311,0.93,TOR,555000,555000,187992,2116,0.08065599999999999,38416,3721,121,441,0.096721,0.8649000000000001,No
Ronny Rodriguez,2B,85,0.528,275,61,14,43,0.222,0.693,DET,555000,555000,378968,7225,0.27878400000000003,75625,3721,196,1849,0.049284,0.4802489999999999,No
Steven Duggar,CF,74,0.457,261,61,4,28,0.234,0.619,SF,558125,558125,468156,5476,0.208849,68121,3721,16,784,0.054756000000000006,0.383161,No
Francisco Mejia,C,79,0.488,226,60,8,22,0.266,0.754,SD,556300,556300,508470,6241,0.238144,51076,3600,64,484,0.07075600000000001,0.568516,No
Clint Frazier,OF,69,0.426,225,60,12,38,0.267,0.806,NYY,563300,563300,320968,4761,0.181476,50625,3600,144,1444,0.071289,0.6496360000000001,No
Matt Joyce,LF,129,0.796,200,59,7,23,0.295,0.858,ATL,1000000,1000000,1000000,16641,0.6336160000000001,40000,3481,49,529,0.08702499999999999,0.7361639999999999,No
Richie Martin,SS,120,0.741,283,59,6,23,0.209,0.581,BAL,555000,555000,555000,14400,0.549081,80089,3481,36,529,0.043681,0.33756099999999994,No
Adam Haseley,OF,68,0.42,222,59,5,26,0.266,0.72,PHI,555000,555000,304368,4624,0.17639999999999997,49284,3481,25,676,0.07075600000000001,0.5184,No
Curtis Granderson,LF,138,0.852,317,58,12,34,0.183,0.637,MIA,1750000,1750000,1750000,19044,0.725904,100489,3364,144,1156,0.033489,0.405769,No
Yonder Alonso,1B,121,0.747,292,58,10,37,0.199,0.641,COL,555000,555000,205896,14641,0.558009,85264,3364,100,1369,0.039601000000000004,0.410881,No
Martin Prado,1B,104,0.642,245,57,2,15,0.233,0.559,MIA,15000000,15000000,15000000,10816,0.41216400000000003,60025,3249,4,225,0.054289000000000004,0.31248100000000006,No
Aledmys Diaz,SS,69,0.426,210,57,9,40,0.271,0.823,HOU,2000000,2000000,2000000,4761,0.181476,44100,3249,81,1600,0.073441,0.677329,No
Ian Kinsler,2B,87,0.537,258,56,9,22,0.217,0.646,SD,3750000,3750000,3750000,7569,0.28836900000000004,66564,3136,81,484,0.047089,0.417316,Si
Andrew McCutchen,RF,59,0.364,219,56,10,29,0.256,0.834,PHI,10000000,10000000,10000000,3481,0.132496,47961,3136,100,841,0.065536,0.695556,Si
Ronald Guzman,1B,87,0.537,256,56,10,36,0.219,0.723,TEX,569500,569500,447052,7569,0.28836900000000004,65536,3136,100,1296,0.047961,0.522729,No
Chris Davis,1B,106,0.654,307,55,12,36,0.179,0.601,BAL,17000000,21065362,21065362,11236,0.42771600000000004,94249,3025,144,1296,0.032041,0.361201,No
Jason Castro,C,80,0.494,237,55,13,30,0.232,0.767,MIN,8000000,8000000,8000000,6400,0.244036,56169,3025,169,900,0.053824000000000004,0.5882890000000001,No
Ehire Adrianza,SS,84,0.519,202,55,5,22,0.272,0.765,MIN,1300000,1300000,1300000,7056,0.269361,40804,3025,25,484,0.07398400000000001,0.585225,No
Juan Lagares,CF,133,0.821,258,55,5,27,0.213,0.605,NYM,9000000,9000000,9000000,17689,0.6740409999999999,66564,3025,25,729,0.045369,0.366025,No
Joe Wendle,2B,75,0.463,238,55,3,19,0.231,0.633,TB,570400,570400,570400,5625,0.21436900000000003,56644,3025,9,361,0.053361000000000006,0.400689,No
Austin Hedges,C,103,0.636,312,55,11,36,0.176,0.563,SD,2060000,2060000,2060000,10609,0.404496,97344,3025,121,1296,0.030975999999999997,0.31696899999999995,No
Adam Engel,CF,89,0.553,227,55,6,26,0.242,0.687,CHW,571000,571000,343840,7921,0.30580900000000005,51529,3025,36,676,0.058564,0.4719690000000001,No
Mitch Haniger,RF,64,0.395,246,54,15,32,0.22,0.778,SEA,590100,590100,590100,4096,0.15602500000000002,60516,2916,225,1024,0.0484,0.605284,No
Johan Camargo,3B,98,0.605,232,54,7,32,0.233,0.663,ATL,575000,575000,525470,9604,0.366025,53824,2916,49,1024,0.054289000000000004,0.43956900000000004,No
Ildemaro Vargas,2B,93,0.574,201,54,6,24,0.269,0.712,ARI,555000,555000,420744,8649,0.32947599999999994,40401,2916,36,576,0.07236100000000001,0.506944,No
Josh VanMeter,2B,96,0.593,228,54,8,23,0.237,0.735,CIN,555000,555000,364048,9216,0.351649,51984,2916,64,529,0.056169,0.540225,No
Billy McKinney,OF,84,0.519,251,54,12,28,0.215,0.696,TOR,559400,559400,403072,7056,0.269361,63001,2916,144,784,0.046224999999999995,0.48441599999999996,No
Hernan Perez,2B,91,0.562,232,53,8,18,0.228,0.643,MIL,2500000,2500000,2500000,8281,0.31584400000000007,53824,2809,64,324,0.051984,0.413449,No
Aristides Aquino,RF,56,0.346,205,53,19,47,0.259,0.891,CIN,555000,555000,179040,3136,0.11971599999999999,42025,2809,361,2209,0.067081,0.7938810000000001,No
Tim Locastro,SS,91,0.562,212,53,1,17,0.25,0.697,ARI,555000,555000,375984,8281,0.31584400000000007,44944,2809,1,289,0.0625,0.48580899999999994,No
Aaron Hicks,CF,59,0.364,221,52,12,36,0.235,0.769,NYY,6000000,6285714,6285714,3481,0.132496,48841,2704,144,1296,0.055224999999999996,0.591361,No
Curt Casali,C,84,0.519,207,52,8,32,0.251,0.741,CIN,950000,950000,950000,7056,0.269361,42849,2704,64,1024,0.063001,0.549081,No
Tony Kemp,LF,110,0.679,245,52,8,29,0.212,0.671,CHC,583600,583600,191418,12100,0.4610410000000001,60025,2704,64,841,0.044944,0.45024100000000006,No
David Freese,1B,80,0.494,162,51,11,29,0.315,1.002,LAD,4500000,4500000,4500000,6400,0.244036,26244,2601,121,841,0.09922500000000001,1.004004,No
Addison Russell,SS,82,0.506,215,51,9,23,0.237,0.699,CHC,3400000,3400000,3400000,6724,0.256036,46225,2601,81,529,0.056169,0.48860099999999995,No
Willians Astudillo,C,58,0.358,190,51,4,21,0.268,0.678,MIN,560000,560000,526925,3364,0.128164,36100,2601,16,441,0.07182400000000001,0.45968400000000004,No
Jake Cave,RF,72,0.444,198,51,8,25,0.258,0.805,MIN,572500,572500,397062,5184,0.197136,39204,2601,64,625,0.066564,0.6480250000000001,No
Dylan Moore,SS,113,0.698,247,51,9,28,0.207,0.691,SEA,565000,565000,552916,12769,0.4872039999999999,61009,2601,81,784,0.042849,0.47748099999999993,No
Tyler White,1B,83,0.512,240,50,3,23,0.208,0.612,LAD,582900,582900,206835,6889,0.262144,57600,2500,9,529,0.043264,0.374544,No
Jacob Stallings,C,73,0.451,191,50,6,13,0.262,0.708,PIT,564000,564000,536664,5329,0.203401,36481,2500,36,169,0.06864400000000001,0.5012639999999999,No
Dominic Smith,1B,90,0.556,177,50,11,25,0.283,0.881,NYM,559320,559320,541260,8100,0.3091360000000001,31329,2500,121,625,0.08008899999999998,0.776161,No
Adeiny Hechavarria,SS,84,0.519,203,49,9,33,0.241,0.742,ATL,1000000,1000000,241935,7056,0.269361,41209,2401,81,1089,0.058080999999999994,0.5505639999999999,Si
Ender Inciarte,CF,65,0.401,199,49,5,24,0.246,0.74,ATL,5000000,5700000,5700000,4225,0.16080100000000003,39601,2401,25,576,0.060516,0.5476,No
