Acronimo,Altura,Anio,Anio_de_agente_libre,Anio_inicio_de_contrato,Anios_de_contrato,At-bats,At-bats_2,Bateos,Bateos_2,Bono_por_firma,Cantidad_agentes_libres,Edad,Edad_al_firmar,Equipo,Ganancias,Home-runs,Home-runs_2,Juegos,Juegos totales,Juegos_2,Jugador,OPS,OPS_2,Pennants won,Peso,Playoffs,Porcentaje_bateo,Porcentaje_bateo_2,Porcetnaje_juegos,Porcetnaje_juegos_2,Posicion,Promedio_victorias,RBI,RBI_2,Sueldo_ajustado,Sueldo_base,Sueldo_regular,TVS,TVS_2,Valor_contrato_total,Valor_del_contrato,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
MIL,6.2,2011,2016,2010,5,68,4624,15,225,250000,1,25,23,Milwaukee Brewers,6923000,1,1,33,162,1089,Yovani Gallardo,0.577,0.332929,1,205,4,0.221,0.048841,0.204,0.04161599999999999,RP,0.5925925925925926,4,16,3500000,3250000,3500000,60.27,3632.4729,775000,30100000,96,2.25,5.0625,0,15.068273526459642,14.994165554305921,15.068273526459642
MIL,0.0,2011,2013,2010,3,61,3721,10,100,0,1,34,33,Milwaukee Brewers,62962104,0,0,33,162,1089,Randy Wolf,0.391,0.15288100000000002,1,0,4,0.164,0.026896000000000003,0.204,0.04161599999999999,SP,0.5925925925925926,0,0,9500000,9500000,9500000,43.6,1900.96,775000,29750000,96,2.5,6.25,0,16.06680235657077,16.06680235657077,16.06680235657077
MIL,6.2,2011,2013,2009,4,49,2401,7,49,0,1,27,25,Milwaukee Brewers,29897172,1,1,29,162,841,Zack Greinke,0.396,0.156816,1,200,4,0.143,0.020448999999999995,0.179,0.032041,SP,0.5925925925925926,1,1,13500000,13500000,13500000,45.52,2072.0704,775000,38000000,96,1.4,1.9599999999999997,0,16.41820024340866,16.41820024340866,16.41820024340866
MIL,6.0,2011,0,2009,3,2,4,1,1,666667,1,29,26,Milwaukee Brewers,57069166,0,0,73,162,5329,Francisco Rodriguez,1.0,1.0,1,180,4,0.5,0.25,0.451,0.203401,RP,0.5925925925925926,0,0,2450819,11500000,12166667,9.28,86.1184,775000,37000000,96,0.94,0.8835999999999999,0,14.711932812374174,16.25785759333348,16.31421055728187
