Acronimo,Altura,Anio_x,Anio_y,Anios_contrato,At-bats,At-bats_2,Bateos,Bateos_2,Cantidad de equipos,Cantidad_agentes_libres,Edad,Equipo,Equipo_anterior,Estado,Home-runs,Home-runs_2,Juegos,Juegos totales,Juegos_2,Jugador,OPS,OPS_2,Pennants won,Peso,Playoffs,Porcentaje_bateo,Porcentaje_bateo_2,Porcetnaje_juegos,Porcetnaje_juegos_2,Posicion,Promedio_victorias,RBI,RBI_2,Status,Sueldo,Sueldo_base,Sueldo_regular,TVS,TVS_2,Valor_contrato,Valor_contrato_total,Valor_promedio_contrato,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo,ln_Sueldo_base,ln_Sueldo_regular
SD,6.0,2016,6,1,49,2401,13,169,5,13,26,San Diego Padres,SF,California,3,9,28,161,784,Hector Sanchez,0.803,0.6448090000000001,2,235,5,0.265,0.07022500000000001,0.173,0.029928999999999997,C,0.422360248447205,8,64,UFA,507500,507500,227386,0.0,0.0,0,12120000,0,68,-0.05,0.0025000000000000005,0,13.137251989898079,13.137251989898079,12.33440429288003
SEA,6.3,2016,6,1,2,4,0,0,1,8,35,Seattle Mariners,SEA,Washington,0,0,33,161,1089,Hisashi Iwakuma,0.0,0.0,0,210,4,0.0,0.0,0.204,0.04161599999999999,SP,0.5341614906832298,0,0,UFA,13500000,10000000,13500000,47.8,2284.8399999999997,12000000,35100000,12000000,86,2.6,6.760000000000001,0,16.41820024340866,16.11809565095832,16.41820024340866
LAD,0.0,2016,6,2,487,237169,124,15376,5,8,32,Los Angeles Dodgers,LAD,California,8,64,146,161,21316,Howie Kendrick,0.691,0.47748099999999993,25,220,30,0.255,0.065025,0.901,0.811801,LF,0.5652173913043478,40,1600,UFA,10000000,10000000,10000000,15.27,233.1729,20000000,79750000,10000000,91,0.31,0.0961,6,16.11809565095832,16.11809565095832,16.11809565095832
TEX,6.3,2016,6,1,625,390625,178,31684,2,10,30,Texas Rangers,WSH,Texas,22,484,156,161,24336,Ian Desmond,0.782,0.6115240000000001,2,220,8,0.285,0.08122499999999999,0.963,0.9273689999999999,LF,0.5900621118012422,86,7396,UFA,8000000,8000000,8000000,68.85,4740.322499999999,8000000,20165000,8000000,95,2.21,4.8841,0,15.89495209964411,15.89495209964411,15.89495209964411
KC,6.0,2016,6,5,3,9,0,0,2,10,31,Kansas City Royals,SD,Missouri,0,0,33,161,1089,Ian Kennedy,0.0,0.0,4,205,9,0.0,0.0,0.204,0.04161599999999999,SP,0.5031055900621118,0,0,UFA,7500000,7500000,7500000,54.05,2921.4024999999997,70000000,186750000,14000000,81,3.9,15.209999999999999,2,15.830413578506539,15.830413578506539,15.830413578506539
TOR,6.5,2016,6,3,7,49,2,4,1,13,33,Toronto Blue Jays,PIT,Toronto,0,0,32,161,1024,J.A. Happ,0.571,0.32604099999999997,2,205,7,0.286,0.08179599999999998,0.198,0.039204,SP,0.546583850931677,0,0,UFA,10000000,10000000,10000000,86.31,7449.4161,36000000,65800000,12000000,88,4.5,20.25,2,16.11809565095832,16.11809565095832,16.11809565095832
NYY,6.1,2014,6,7,551,303601,145,21025,2,4,32,New York Yankees,BOS,New York,9,81,148,161,21904,Jacoby Ellsbury,0.703,0.49420899999999995,40,195,52,0.263,0.06916900000000001,0.914,0.835396,CF,0.5217391304347826,56,3136,UFA,21142857,21142857,21142857,18.05,325.8025,153000000,1049914,21857143,84,2.68,7.182400000000001,27,16.866812675916318,16.866812675916318,16.866812675916318
TB,5.9,2016,6,1,52,2704,8,64,2,4,25,Tampa Bay Rays,PIT,Florida,0,0,19,161,361,Jaff Decker,0.384,0.147456,1,190,4,0.154,0.023716,0.117,0.013689000000000002,LF,0.4161490683229814,1,1,UFA,525000,525000,85963,0.0,0.0,525000,5275000,525000,67,-0.71,0.5041,0,13.17115354157376,13.17115354157376,11.361672250100924
MIL,0.0,2016,6,1,78,6084,17,289,1,8,29,Milwaukee Brewers,TB,Wisconsin,0,0,59,161,3481,Jake Elmore,0.615,0.378225,1,180,4,0.218,0.047524,0.364,0.132496,LF,0.4472049689440994,4,16,UFA,507500,507500,268981,0.0,0.0,0,8100000,0,72,-0.69,0.4760999999999999,0,13.137251989898079,13.137251989898079,12.502396024119161
SF,6.1,2015,6,2,27,729,5,25,5,8,35,San Francisco Giants,SF,California,0,0,31,161,961,Jake Peavy,0.427,0.182329,23,180,26,0.185,0.034225,0.191,0.036481,RP,0.5341614906832298,3,9,UFA,15000000,13000000,15000000,0.0,0.0,24000000,251000000,12000000,86,-1.03,1.0609,8,16.523560759066484,16.38045991542581,16.523560759066484
NYM,6.3,2016,6,0,343,117649,91,8281,2,9,32,New York Mets,TB,New York,9,81,100,161,10000,James Loney,0.703,0.49420899999999995,5,235,9,0.265,0.07022500000000001,0.617,0.380689,1B,0.5403726708074534,34,1156,UFA,507500,507500,346625,21.47,460.9608999999999,0,48757500,0,87,0.02,0.0004,2,13.137251989898079,13.137251989898079,12.755998782918079
NYM,6.3,2014,6,3,343,117649,91,8281,2,9,32,New York Mets,TB,New York,9,81,100,161,10000,James Loney,0.703,0.49420899999999995,5,235,9,0.265,0.07022500000000001,0.617,0.380689,1B,0.5403726708074534,34,1156,UFA,507500,507500,346625,21.47,460.9608999999999,21000000,48757500,7000000,87,0.02,0.0004,2,13.137251989898079,13.137251989898079,12.755998782918079
CHW,6.3,2015,6,4,21,441,4,16,2,13,34,Chicago White Sox,KC,Illinois,0,0,33,161,1089,James Shields,0.381,0.145161,6,215,9,0.191,0.036481,0.204,0.04161599999999999,SP,0.484472049689441,0,0,UFA,21000000,21000000,12114755,0.3,0.09,75000000,17650000,18750000,78,-1.83,3.3489000000000004,3,16.860032995687696,16.860032995687696,16.30993468916406
DET,6.4,2016,6,1,246,60516,42,1764,1,11,31,Detroit Tigers,ARI,Michigan,12,144,92,160,8464,Jarrod Saltalamacchia,0.63,0.39690000000000003,11,235,16,0.171,0.029241000000000003,0.571,0.32604099999999997,C,0.5375,38,1444,UFA,507500,507500,507500,0.0,0.0,507500,272257500,507500,86,-0.29,0.0841,4,13.137251989898079,13.137251989898079,13.137251989898079
DET,6.4,2014,6,3,246,60516,42,1764,1,11,31,Detroit Tigers,BOS,Michigan,12,144,92,160,8464,Jarrod Saltalamacchia,0.63,0.39690000000000003,11,235,16,0.171,0.029241000000000003,0.571,0.32604099999999997,C,0.5375,38,1444,UFA,507500,507500,507500,0.0,0.0,21000000,272257500,7000000,86,-0.29,0.0841,4,13.137251989898079,13.137251989898079,13.137251989898079
CHC,6.6,2015,6,2,65,4225,16,256,2,15,33,Chicago Cubs,OAK,Illinois,0,0,35,160,1225,Jason Hammel,0.55,0.30250000000000005,17,225,18,0.246,0.060516,0.216,0.046655999999999996,SP,0.6375,7,49,UFA,9000000,9000000,9000000,47.19,2226.8961,20000000,291277500,10000000,102,1.34,1.7956000000000003,3,16.012735135300492,16.012735135300492,16.012735135300492
CHC,6.5,2016,6,8,530,280900,122,14884,2,15,26,Chicago Cubs,STL,Illinois,7,49,142,160,20164,Jason Heyward,0.631,0.398161,17,240,18,0.23,0.0529,0.877,0.769129,RF,0.6375,49,2401,UFA,21666666,15000000,21666666,4.18,17.472399999999997,184000000,291277500,23000000,102,1.28,1.6384,3,16.89128550842257,16.523560759066484,16.89128550842257
SF,6.4,2014,6,3,1,1,0,0,5,8,38,San Francisco Giants,SF,California,0,0,68,161,4624,Javier Lopez,0.0,0.0,23,220,26,0.0,0.0,0.42,0.17639999999999997,RP,0.5341614906832298,0,0,UFA,5000000,5000000,5000000,9.04,81.72159999999998,13000000,251000000,4333333,86,0.22,0.0484,8,15.424948470398375,15.424948470398375,15.424948470398375
OAK,6.0,2015,6,3,338,114244,89,7921,5,4,32,Oakland Athletics,OAK,California,2,4,87,161,7569,Jed Lowrie,0.64,0.4096,15,180,26,0.263,0.06916900000000001,0.537,0.28836900000000004,2B,0.422360248447205,27,729,UFA,7500000,7500000,7500000,0.0,0.0,23000000,42250000,7666667,68,-0.66,0.43560000000000004,9,15.830413578506539,15.830413578506539,15.830413578506539
MIA,6.4,2016,6,1,307,94249,78,6084,2,10,32,Miami Marlins,PHI,Florida,7,49,125,160,15625,Jeff Francoeur,0.675,0.45562500000000006,2,220,2,0.254,0.064516,0.776,0.602176,LF,0.49375,34,1156,UFA,1000000,1000000,218579,14.44,208.5136,1000000,84707500,1000000,79,0.57,0.32489999999999997,2,13.815510557964274,13.815510557964274,12.294902784236212
MIA,6.0,2016,6,1,127,16129,30,900,2,10,33,Miami Marlins,MIA,Florida,2,4,41,160,1681,Jeff Mathis,0.596,0.355216,2,205,2,0.236,0.055695999999999996,0.255,0.065025,C,0.49375,15,225,UFA,1500000,1500000,1500000,0.0,0.0,1500000,84707500,1500000,79,0.42,0.17639999999999997,2,14.22097566607244,14.22097566607244,14.22097566607244
SF,0.0,2016,6,5,64,4096,10,100,5,8,31,San Francisco Giants,CHW,California,0,0,34,161,1156,Jeff Samardzija,0.399,0.159201,23,240,26,0.156,0.024336,0.21,0.04409999999999999,SP,0.5341614906832298,9,81,UFA,10800000,9000000,10800000,53.19,2829.1760999999997,90000000,251000000,18000000,86,2.65,7.0225,8,16.195056692094447,16.012735135300492,16.195056692094447
SD,5.9,2016,6,1,50,2500,7,49,5,13,29,San Diego Padres,BOS,California,0,0,17,161,289,Jemile Weeks,0.404,0.16321600000000003,2,170,5,0.14,0.019600000000000003,0.105,0.011024999999999998,2B,0.422360248447205,2,4,UFA,507500,507500,460318,0.0,0.0,0,12120000,0,68,0.0,0.0,0,13.137251989898079,13.137251989898079,13.039672833972322
NYM,6.6,2016,6,1,1,1,0,0,2,9,32,New York Mets,NYM,New York,0,0,73,161,5329,Jerry Blevins,0.0,0.0,5,190,9,0.0,0.0,0.451,0.203401,RP,0.5403726708074534,0,0,UFA,5000000,4000000,5000000,40.81,1665.4561,4000000,48757500,4000000,87,1.03,1.0609,2,15.424948470398375,15.201804919084164,15.424948470398375
STL,6.2,2014,6,4,289,83521,75,5625,2,5,34,St. Louis Cardinals,DET,Missouri,8,64,82,161,6724,Jhonny Peralta,0.715,0.5112249999999999,23,229,28,0.26,0.06760000000000001,0.506,0.256036,3B,0.5279503105590062,29,841,UFA,12500000,12500000,12500000,0.0,0.0,53000000,94000000,13250000,85,-0.4,0.16000000000000003,11,16.34123920227253,16.34123920227253,16.34123920227253
LAA,6.3,2016,6,1,10,100,3,9,5,9,28,Los Angeles Angels,ARI,California,0,0,34,161,1156,Jhoulys Chacin,0.6,0.36,1,215,10,0.3,0.09,0.211,0.044521,SP,0.453416149068323,1,1,UFA,1100000,1100000,877593,26.64,709.6896,1100000,12525000,1100000,73,-0.03,0.0009,1,13.9108207377686,13.9108207377686,13.68493821161235
ATL,6.6,2016,6,1,1,1,0,0,1,13,33,Atlanta Braves,LAD,Georgia,0,0,65,160,4225,Jim Johnson,0.0,0.0,18,250,23,0.0,0.0,0.404,0.16321600000000003,RP,0.41875,0,0,UFA,3075000,2500000,3075000,65.79,4328.324100000001,2500000,19157500,2500000,67,1.47,2.1609,3,14.938815459222756,14.73180128983843,14.938815459222756
PIT,6.2,2016,6,2,380,144400,102,10404,2,10,32,Pittsburgh Pirates,TB,Pennsylvania,8,64,132,160,17424,John Jaso,0.766,0.586756,9,202,17,0.268,0.07182400000000001,0.815,0.664225,RF,0.4875,42,1764,UFA,4000000,4000000,4000000,32.19,1036.1961,8000000,25150000,4000000,78,0.87,0.7569,5,15.201804919084164,15.201804919084164,15.201804919084164
CHC,6.6,2016,6,2,63,3969,6,36,2,15,37,Chicago Cubs,STL,Illinois,0,0,29,160,841,John Lackey,0.25,0.0625,17,235,18,0.095,0.009025,0.179,0.032041,SP,0.6375,2,4,UFA,16000000,16000000,16000000,72.18,5209.952400000001,32000000,291277500,16000000,102,2.81,7.896100000000001,3,16.588099280204055,16.588099280204055,16.588099280204055
CHC,6.4,2015,6,6,59,3481,6,36,2,15,32,Chicago Cubs,OAK,Illinois,0,0,33,160,1089,Jon Lester,0.337,0.11356900000000002,17,240,18,0.102,0.010403999999999998,0.204,0.04161599999999999,SP,0.6375,6,36,UFA,25000000,20000000,25000000,89.34,7981.6356000000005,155000000,291277500,25833333,102,5.59,31.248099999999997,3,17.034386382832476,16.811242831518264,17.034386382832476
DET,6.2,2016,6,5,4,16,1,1,1,11,30,Detroit Tigers,WSH,Michigan,0,0,19,160,361,Jordan Zimmermann,0.5,0.25,11,225,16,0.25,0.0625,0.118,0.013923999999999999,SP,0.5375,0,0,UFA,18000000,18000000,18000000,8.57,73.4449,110000000,272257500,22000000,86,0.39,0.1521,4,16.70588231586044,16.70588231586044,16.70588231586044
NYM,0.0,2012,6,6,255,65025,68,4624,2,9,33,New York Mets,NYM,New York,8,64,60,161,3600,Jose Reyes,0.769,0.591361,5,195,9,0.267,0.071289,0.37,0.1369,3B,0.5403726708074534,24,576,UFA,507500,507500,249570,0.0,0.0,106000000,48757500,17666667,87,0.56,0.31360000000000005,2,13.137251989898079,13.137251989898079,12.427494715946043
NYM,0.0,2016,6,1,255,65025,68,4624,2,9,33,New York Mets,COL,New York,8,64,60,161,3600,Jose Reyes,0.769,0.591361,5,195,9,0.267,0.071289,0.37,0.1369,3B,0.5403726708074534,24,576,UFA,507500,507500,249570,0.0,0.0,507500,48757500,507500,87,0.56,0.31360000000000005,2,13.137251989898079,13.137251989898079,12.427494715946043
ATL,6.4,2016,6,0,6,36,0,0,1,13,30,Atlanta Braves,ARI,Georgia,0,0,18,160,324,Josh Collmenter,0.0,0.0,18,245,23,0.0,0.0,0.111,0.012321,RP,0.41875,0,0,UFA,507500,507500,52687,0.0,0.0,0,19157500,0,67,0.16,0.0256,3,13.137251989898079,13.137251989898079,10.872124024782218
TOR,6.1,2016,6,1,118,13924,20,400,1,13,29,Toronto Blue Jays,TOR,Toronto,1,1,50,161,2500,Josh Thole,0.483,0.233289,2,230,7,0.17,0.028900000000000006,0.309,0.095481,C,0.546583850931677,7,49,UFA,507500,507500,88736,0.0,0.0,800000,65800000,800000,88,-0.76,0.5776,2,13.137251989898079,13.137251989898079,11.393420948415505
PIT,0.0,2016,6,1,19,361,3,9,2,10,29,Pittsburgh Pirates,LAD,Pennsylvania,0,0,52,160,2704,Juan Nicasio,0.316,0.099856,9,252,17,0.158,0.024964,0.321,0.10304100000000001,RP,0.4875,1,1,UFA,3000000,3000000,3000000,58.33,3402.3889,3000000,25150000,3000000,78,0.42,0.17639999999999997,5,14.914122846632385,14.914122846632385,14.914122846632385
CHW,6.4,2016,6,1,203,41209,53,2809,2,13,35,Chicago White Sox,COL,Illinois,6,36,58,161,3364,Justin Morneau,0.731,0.534361,6,220,9,0.261,0.068121,0.358,0.128164,1B,0.484472049689441,25,625,UFA,1100000,1000000,633879,0.0,0.0,1000000,17650000,1000000,78,0.23,0.0529,3,13.9108207377686,13.815510557964274,13.359613363469837
NYM,6.1,2016,6,1,24,576,8,64,2,9,34,New York Mets,LAD,New York,2,4,9,161,81,Justin Ruggiano,1.01,1.0201,5,210,9,0.333,0.11088900000000002,0.056,0.0031360000000000003,RF,0.5403726708074534,7,49,UFA,507500,507500,180245,0.0,0.0,1650000,48757500,1650000,87,0.12,0.0144,2,13.137251989898079,13.137251989898079,12.102072315511416
DET,6.1,2016,6,6,570,324900,140,19600,1,11,28,Detroit Tigers,SD,Michigan,31,961,153,160,23409,Justin Upton,0.775,0.6006250000000001,11,215,16,0.246,0.060516,0.95,0.9025,LF,0.5375,87,7569,UFA,22125000,22125000,22125000,25.26,638.0676000000001,132750000,272257500,22125000,86,1.85,3.4225000000000003,4,16.91221874885827,16.91221874885827,16.91221874885827
NYM,6.1,2016,6,1,304,92416,75,5625,2,9,34,New York Mets,NYM,New York,10,100,131,161,17161,Kelly Johnson,0.698,0.4872039999999999,5,195,9,0.247,0.061009,0.814,0.662596,2B,0.5403726708074534,34,1156,UFA,2250000,2000000,1528693,11.09,122.9881,2000000,48757500,2000000,87,-0.73,0.5328999999999999,2,14.626440774180603,14.508657738524219,14.239923679924543
KC,6.1,2015,6,2,558,311364,147,21609,2,10,33,Kansas City Royals,SEA,Missouri,30,900,154,161,23716,Kendrys Morales,0.795,0.6320250000000001,4,225,9,0.263,0.06916900000000001,0.951,0.9044009999999999,DH,0.5031055900621118,93,8649,UFA,9650000,9000000,9650000,44.28,1960.7184000000002,17000000,186750000,8500000,81,1.03,1.0609,2,16.082468473315167,16.012735135300492,16.082468473315167
TOR,6.0,2016,6,2,5,25,0,0,1,13,32,Toronto Blue Jays,TOR,Toronto,0,0,29,161,841,Marco Estrada,0.0,0.0,2,180,7,0.0,0.0,0.179,0.032041,SP,0.546583850931677,0,0,UFA,11500000,11000000,11500000,68.46,4686.771599999999,26000000,65800000,13000000,88,3.63,13.1769,2,16.25785759333348,16.213405830762646,16.25785759333348
WSH,6.6,2016,6,0,5,25,1,1,1,11,28,Washington Nationals,CHW,Washington DC,1,1,17,161,289,Mat Latos,1.0,1.0,1,245,4,0.2,0.04000000000000001,0.105,0.011024999999999998,SP,0.5838509316770186,1,1,UFA,507500,507500,85963,28.38,805.4244,0,68750000,0,94,0.36,0.1296,0,13.137251989898079,13.137251989898079,11.361672250100924
CHW,6.1,2016,6,1,1,1,1,1,2,13,33,Chicago White Sox,CHW,Illinois,0,0,58,161,3364,Matt Albers,3.0,9.0,6,225,9,1.0,1.0,0.358,0.128164,RP,0.484472049689441,0,0,UFA,2000000,2000000,2000000,0.44,0.1936,2250000,17650000,2250000,78,-1.91,3.6481,3,14.508657738524219,14.508657738524219,14.508657738524219
WSH,6.3,2016,6,1,4,16,0,0,1,11,36,Washington Nationals,STL,Washington DC,0,0,40,161,1600,Matt Belisle,0.0,0.0,1,230,4,0.0,0.0,0.247,0.061009,RP,0.5838509316770186,0,0,UFA,1250000,1250000,1250000,0.0,0.0,1250000,68750000,1250000,94,1.18,1.3923999999999999,0,14.038654109278484,14.038654109278484,14.038654109278484
MIL,6.4,2014,6,4,28,784,1,1,1,8,32,Milwaukee Brewers,TEX,Wisconsin,0,0,19,161,361,Matt Garza,0.136,0.018496000000000002,1,215,4,0.036,0.0012959999999999998,0.117,0.013689000000000002,SP,0.4472049689440994,0,0,UFA,12500000,12500000,12500000,12.27,150.5529,50000000,8100000,12500000,72,-0.29,0.0841,0,16.34123920227253,16.34123920227253,16.34123920227253
PIT,6.2,2016,6,1,231,53361,56,3136,2,10,31,Pittsburgh Pirates,LAA,Pennsylvania,13,169,140,160,19600,Matt Joyce,0.866,0.749956,9,194,17,0.242,0.058564,0.864,0.7464959999999999,RF,0.4875,42,1764,UFA,1000000,1000000,1000000,63.82,4072.9924,1000000,25150000,1000000,78,1.67,2.7889,5,13.815510557964274,13.815510557964274,13.815510557964274
WSH,6.3,2015,6,7,70,4900,13,169,1,11,31,Washington Nationals,DET,Washington DC,0,0,34,161,1156,Max Scherzer,0.408,0.16646399999999997,1,208,4,0.186,0.034596,0.21,0.04409999999999999,SP,0.5838509316770186,12,144,UFA,22242857,15000000,22242857,86.54,7489.1716000000015,210000000,68750000,30000000,94,6.33,40.0689,0,16.917531481326307,16.523560759066484,16.917531481326307
CHW,0.0,2015,6,3,591,349281,175,30625,2,13,31,Chicago White Sox,TOR,Illinois,14,196,151,161,22801,Melky Cabrera,0.8,0.6400000000000001,6,210,9,0.296,0.08761599999999999,0.932,0.8686240000000001,LF,0.484472049689441,86,7396,UFA,14000000,14000000,14000000,44.03,1938.6409,42000000,17650000,14000000,78,2.5,6.25,3,16.454567887579532,16.454567887579532,16.454567887579532
TOR,6.3,2013,6,5,492,242064,117,13689,1,13,31,Toronto Blue Jays,TB,Toronto,20,400,149,161,22201,Melvin Upton,0.693,0.4802489999999999,2,185,7,0.238,0.05664399999999999,0.92,0.8464,LF,0.546583850931677,61,3721,UFA,15450000,15450000,5000000,24.32,591.4624,72500000,65800000,14500000,88,1.86,3.4596000000000005,2,16.55311956130803,16.55311956130803,15.424948470398375
CHW,6.1,2016,6,1,1,1,0,0,2,13,32,Chicago White Sox,BAL,Illinois,0,0,24,161,576,Miguel Gonzalez,0.0,0.0,6,170,9,0.0,0.0,0.148,0.021903999999999996,SP,0.484472049689441,0,0,UFA,507500,507500,413177,70.28,4939.2784,0,17650000,0,78,2.22,4.928400000000001,3,13.137251989898079,13.137251989898079,12.931631351561236
STL,0.0,2016,6,5,49,2401,7,49,2,5,28,St. Louis Cardinals,SF,Missouri,0,0,34,161,1156,Mike Leake,0.356,0.126736,23,170,28,0.143,0.020448999999999995,0.21,0.04409999999999999,SP,0.5279503105590062,4,16,UFA,12000000,12000000,12000000,19.12,365.5744,80000000,94000000,16000000,85,0.37,0.1369,11,16.300417207752275,16.300417207752275,16.300417207752275
SEA,6.2,2015,6,4,589,346921,169,28561,1,8,36,Seattle Mariners,BAL,Washington,43,1849,155,161,24025,Nelson Cruz,0.918,0.842724,0,230,4,0.287,0.08236899999999998,0.957,0.9158489999999999,DH,0.5341614906832298,105,11025,UFA,14250000,14000000,14250000,88.87,7897.876900000001,57000000,35100000,14250000,86,4.8,23.04,0,16.472267464678932,16.454567887579532,16.472267464678932
COL,6.0,2015,6,2,289,83521,75,5625,1,3,32,Colorado Rockies,BAL,Colorado,10,100,83,161,6889,Nick Hundley,0.759,0.5760810000000001,1,203,3,0.26,0.06760000000000001,0.512,0.262144,C,0.4658385093167702,47,2209,UFA,3150000,3150000,3150000,0.0,0.0,6250000,43500000,3125000,75,0.18,0.0324,0,14.962913010801817,14.962913010801817,14.962913010801817
ATL,0.0,2015,6,4,599,358801,161,25921,1,13,32,Atlanta Braves,BAL,Georgia,13,169,158,160,24964,Nick Markakis,0.744,0.553536,18,210,23,0.269,0.07236100000000001,0.981,0.962361,RF,0.41875,89,7921,UFA,11025000,10500000,11025000,36.03,1298.1609,44000000,19157500,11000000,67,1.74,3.0276,3,16.215675979297185,16.166885815127753,16.215675979297185
SEA,5.9,2016,6,1,417,173889,118,13924,1,8,34,Seattle Mariners,SF,Washington,4,16,118,161,13924,Norichika Aoki,0.738,0.544644,0,180,4,0.283,0.08008899999999998,0.728,0.529984,LF,0.5341614906832298,28,784,UFA,5800000,5500000,5800000,36.12,1304.6544,5500000,35100000,5500000,86,1.7,2.8899999999999997,0,15.573368475516649,15.520258650202699,15.573368475516649
WSH,6.3,2016,6,2,3,9,2,4,1,11,34,Washington Nationals,HOU,Washington DC,0,0,64,161,4096,Oliver Perez,1.667,2.778889,1,225,4,0.667,0.44488900000000003,0.395,0.15602500000000002,RP,0.5838509316770186,0,0,UFA,3000000,3000000,3000000,8.63,74.47690000000001,7000000,68750000,3500000,94,0.06,0.0036,0,14.914122846632385,14.914122846632385,14.914122846632385
BAL,6.2,2016,6,1,31,961,6,36,1,8,33,Baltimore Orioles,BAL,Maryland,0,0,14,161,196,Paul Janish,0.512,0.262144,7,200,14,0.194,0.037636,0.086,0.007395999999999999,SS,0.546583850931677,0,0,UFA,507500,507500,174699,0.0,0.0,0,220260000,0,88,-0.12,0.0144,3,13.137251989898079,13.137251989898079,12.070819772007312
BAL,6.3,2016,6,1,337,113569,84,7056,1,8,29,Baltimore Orioles,PIT,Maryland,22,484,109,161,11881,Pedro Alvarez,0.826,0.6822759999999999,7,235,14,0.249,0.062001,0.673,0.4529290000000001,1B,0.546583850931677,49,2401,UFA,5950000,5750000,5950000,48.63,2364.8769,5750000,220260000,5750000,88,0.93,0.8649000000000001,3,15.598901777521812,15.564710412773533,15.598901777521812
MIN,6.5,2014,6,3,2,4,0,0,1,4,30,Minnesota Twins,NYY,Minnesota,0,0,12,161,144,Phil Hughes,0.0,0.0,6,240,14,0.0,0.0,0.074,0.005475999999999999,RP,0.3602484472049689,0,0,UFA,9200000,9200000,9200000,0.0,0.0,24000000,1900000,8000000,58,-0.11,0.0121,3,16.034714042019267,16.034714042019267,16.034714042019267
LAD,6.5,2016,6,1,12,144,0,0,5,8,36,Los Angeles Dodgers,BOS,California,0,0,20,161,400,Rich Hill,0.0,0.0,25,221,30,0.0,0.0,0.124,0.015375999999999999,SP,0.5652173913043478,0,0,UFA,6000000,6000000,2065574,92.67,8587.7289,6000000,79750000,6000000,91,1.39,1.9320999999999997,6,15.60727002719233,15.60727002719233,14.540918711853546
LAA,6.2,2014,6,4,3,9,0,0,5,9,33,Los Angeles Angels,LAD,California,0,0,32,161,1024,Ricky Nolasco,0.4,0.16000000000000003,1,215,10,0.0,0.0,0.198,0.039204,SP,0.453416149068323,0,0,UFA,12000000,12000000,4131162,34.23,1171.6928999999998,49000000,12525000,12250000,73,1.38,1.9043999999999996,1,16.300417207752275,16.300417207752275,15.23406928129626
SEA,6.0,2014,6,10,655,429025,195,38025,1,8,33,Seattle Mariners,NYY,Washington,39,1521,161,161,25921,Robinson Cano,0.884,0.781456,0,210,4,0.298,0.088804,0.994,0.988036,2B,0.5341614906832298,103,10609,UFA,24050000,24000000,24050000,81.25,6601.5625,240000000,35100000,24000000,86,7.34,53.8756,0,16.995645554516045,16.99356438831222,16.995645554516045
OAK,6.6,2016,6,3,1,1,0,0,5,4,35,Oakland Athletics,KC,California,0,0,63,161,3969,Ryan Madson,0.0,0.0,15,234,26,0.0,0.0,0.389,0.151321,RP,0.422360248447205,0,0,UFA,7916666,6500000,7916666,59.27,3512.9329000000002,22000000,42250000,7333333,68,1.32,1.7424000000000002,9,15.884480715566285,15.687312734865866,15.884480715566285
PIT,6.4,2016,6,1,19,361,1,1,2,10,38,Pittsburgh Pirates,SF,Pennsylvania,0,0,24,160,576,Ryan Vogelsong,0.195,0.038025,9,215,17,0.053,0.002809,0.148,0.021903999999999996,SP,0.4875,1,1,UFA,3225000,2000000,3225000,9.78,95.64839999999998,2000000,25150000,2000000,78,-0.09,0.0081,5,14.98644350821201,14.508657738524219,14.98644350821201
TOR,6.6,2014,6,3,2,4,0,0,1,13,33,Toronto Blue Jays,BAL,Toronto,0,0,40,161,1600,Scott Feldman,0.0,0.0,2,225,7,0.0,0.0,0.247,0.061009,SP,0.546583850931677,0,0,UFA,8000000,8000000,2754098,7.95,63.2025,30000000,65800000,10000000,88,0.44,0.1936,2,15.89495209964411,15.89495209964411,14.828600542241832
LAD,6.0,2016,6,3,43,1849,5,25,5,8,32,Los Angeles Dodgers,HOU,California,0,0,27,161,729,Scott Kazmir,0.253,0.064009,25,185,30,0.116,0.013456000000000001,0.167,0.027889000000000004,SP,0.5652173913043478,2,4,UFA,12666666,11000000,12666666,15.53,241.18089999999998,48000000,79750000,16000000,91,0.48,0.2304,6,16.35448437639097,16.213405830762646,16.35448437639097
PIT,0.0,2016,6,1,300,90000,81,6561,2,10,31,Pittsburgh Pirates,PIT,Pennsylvania,18,324,140,160,19600,Sean Rodriguez,0.859,0.737881,9,200,17,0.27,0.0729,0.864,0.7464959999999999,2B,0.4875,56,3136,UFA,2850000,2500000,2850000,57.4,3294.7599999999998,2500000,25150000,2500000,78,1.85,3.4225000000000003,5,14.862829552244833,14.73180128983843,14.862829552244833
WSH,6.2,2016,6,3,1,1,0,0,1,11,32,Washington Nationals,SD,Washington DC,0,0,67,161,4489,Shawn Kelley,0.0,0.0,1,237,4,0.0,0.0,0.414,0.171396,RP,0.5838509316770186,0,0,UFA,4200000,4000000,4200000,51.39,2640.9321,15000000,68750000,5000000,94,1.48,2.1904,0,15.250595083253597,15.201804919084164,15.250595083253597
TEX,0.0,2014,6,7,178,31684,43,1849,2,10,33,Texas Rangers,CIN,Texas,7,49,48,161,2304,Shin-Soo Choo,0.756,0.571536,2,210,8,0.242,0.058564,0.296,0.08761599999999999,RF,0.5900621118012422,17,289,UFA,20000000,20000000,20000000,0.0,0.0,130000000,20165000,18571429,95,0.19,0.0361,0,16.811242831518264,16.811242831518264,16.811242831518264
