"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2023",""
"","Pablo Lopez","SP","MIA","10.00","10.00","56.25","49.06","24.38","23.44","16.56","54.38","3.13","3.13","0.00","0.36","1.17","0.94","19.87","$5,450,000",""
"","Luis Garcia","SP","HOU","10.00","10.00","56.19","46.79","25.00","23.21","16.79","56.07","5.36","2.86","0.00","0.40","1.33","0.49","23.77","$0",""
"","Tarik Skubal","SP","DET","10.00","9.52","56.03","49.52","25.24","21.90","15.24","55.71","3.33","3.81","0.00","0.55","1.68","0.61","33.59","$0",""
"","Jordan Lyles","SP","BAL","10.00","10.00","55.94","61.25","29.38","27.50","16.25","45.00","3.75","3.44","0.00","0.43","1.38","0.32","9.64","$8,500,000",""
"","Jesus Luzardo","SP","MIA","10.00","10.00","55.74","38.33","22.22","20.56","19.44","66.67","2.22","3.89","0.00","0.58","1.84","1.12","38.53","$2,450,000",""
"","Jordan Montgomery","SP","STL","10.00","10.00","55.73","49.69","22.50","21.56","11.25","49.38","2.81","1.88","0.00","0.34","1.09","0.27","16.96","$10,000,000",""
"","Charlie Morton","SP","ATL","10.00","10.00","55.48","48.06","27.42","26.77","20.32","66.13","2.90","1.94","0.00","0.40","1.40","0.55","6.66","$20,000,000",""
"","Marcus Stroman","SP","CHC","10.00","10.00","55.47","49.20","24.40","21.60","14.40","47.60","2.80","2.80","0.00","0.46","1.40","1.02","11.36","$25,000,000",""
"","Jameson Taillon","SP","NYY","10.00","10.00","55.42","52.50","24.38","24.06","10.00","47.19","4.06","1.56","0.00","0.35","1.22","0.43","17.30","$14,000,000",""
"","Michael Wacha","SP","BOS","10.00","10.00","55.36","48.26","21.30","20.43","13.48","45.22","4.78","0.87","0.00","0.48","1.44","1.44","35.41","$0",""
"","Graham Ashcraft","SP","CIN","10.00","10.00","55.26","62.63","32.11","30.00","15.79","37.37","2.63","3.16","0.00","0.75","2.57","0.71","25.47","$0",""
"","Patrick Sandoval","SP","LAA","10.00","10.00","55.06","51.48","20.74","17.78","22.22","55.93","2.22","3.33","0.00","0.50","1.08","1.21","28.61","$2,750,000",""
"","Hayden Wesneski","SP","CHC","10.00","6.67","55.00","40.00","15.00","13.33","11.67","55.00","5.00","3.33","0.00","1.57","3.63","1.55","0.00","$0",""
"","Connor Overton","RP","CIN","10.00","6.67","55.00","35.00","16.67","16.67","18.33","23.33","1.67","0.00","0.00","1.62","4.55","1.67","0.00","$0",""
"","Eric Lauer","SP","MIL","10.00","10.00","54.71","46.55","24.48","22.41","20.34","54.14","3.79","2.41","0.00","0.42","1.27","0.42","17.62","$5,075,000",""
"","Nathan Eovaldi","SP","BOS","10.00","10.00","54.67","57.50","27.50","23.50","10.00","51.50","3.00","1.50","0.00","0.62","1.94","0.57","8.80","$18,000,000",""
"","Beau Brieske","SP","DET","10.00","10.00","54.44","48.67","26.00","25.33","16.67","36.00","2.00","4.00","0.00","0.80","2.79","0.49","0.00","$0",""
"","Joe Ryan","SP","MIN","10.00","10.00","54.44","42.59","22.22","21.48","17.41","55.93","4.81","2.96","0.00","0.41","1.31","0.79","28.02","$0",""
"","Nick Pivetta","SP","BOS","10.00","10.00","54.44","53.03","27.58","27.58","22.12","53.03","3.03","3.64","0.00","0.42","1.38","0.77","15.13","$5,350,000",""
"","Nick Lodolo","SP","CIN","10.00","10.00","54.39","47.37","23.16","22.11","20.53","68.95","2.11","3.68","0.00","0.66","1.93","1.42","30.88","$0",""
"","Michael Lorenzen","SP","LAA","10.00","10.00","54.26","45.00","26.67","25.56","24.44","47.22","4.44","3.33","0.00","0.71","2.36","0.34","23.09","$8,500,000",""
"","Taijuan Walker","SP","NYM","10.00","10.00","54.25","49.31","21.72","21.03","15.52","45.52","4.14","1.72","0.00","0.41","1.20","0.78","22.83","$18,000,000",""
"","Walker Buehler","SP","LAD","10.00","10.00","54.17","55.83","25.00","24.17","14.17","48.33","4.17","2.50","0.00","1.08","3.35","0.34","0.00","$8,025,000",""
"","Kyle Gibson","SP","PHI","10.00","10.00","54.09","56.77","31.61","30.32","15.48","46.45","3.23","2.58","0.00","0.43","1.63","0.22","7.32","$10,000,000",""
"","Bryce Elder","SP","ATL","10.00","9.00","54.00","44.00","19.00","19.00","23.00","47.00","2.00","4.00","0.00","1.24","3.17","1.05","0.00","$0",""
"","Lucas Giolito","SP","CHW","10.00","10.00","53.89","57.00","30.67","29.33","20.33","59.00","3.67","3.00","0.00","0.48","1.63","0.04","5.41","$10,400,000",""
"","Noah Syndergaard","SP","PHI","10.00","9.60","53.87","55.20","24.80","23.60","12.40","38.00","4.00","4.00","0.00","0.50","1.58","0.43","9.42","$13,000,000",""
"","Jose Berrios","SP","TOR","10.00","10.00","53.75","62.19","32.19","31.25","14.06","46.56","3.75","2.19","0.00","0.44","1.63","-0.16","1.26","$15,000,000",""
"","Luis Severino","SP","NYY","10.00","10.00","53.68","37.89","19.47","18.95","15.79","58.95","3.68","2.11","0.00","0.53","1.67","0.85","26.01","$15,000,000",""
"","Ranger Suarez","SP","PHI","10.00","10.00","53.56","51.38","25.52","21.72","20.00","44.48","3.45","2.41","0.00","0.46","1.26","1.01","26.29","$2,950,000",""
"","Eduardo Rodriguez","SP","DET","10.00","10.00","53.53","51.18","28.82","24.12","20.00","42.35","2.94","2.94","0.00","0.78","2.39","0.08","11.34","$14,000,000",""
"","Frankie Montas","SP","NYY","10.00","10.00","53.46","50.74","26.67","24.07","15.93","52.59","1.85","4.44","0.00","0.46","1.50","0.63","16.92","$7,500,000",""
"","Alex Cobb","SP","SF","10.00","10.00","53.45","54.29","25.71","22.14","15.36","53.93","2.50","2.86","0.00","0.47","1.33","0.82","19.59","$9,000,000",""
"","Jon Gray","SP","TEX","10.00","10.00","53.06","43.75","25.42","23.33","16.25","55.83","2.92","2.92","0.00","0.47","1.65","0.55","15.31","$15,000,000",""
"","Paul Blackburn","SP","OAK","10.00","10.00","53.02","52.38","25.24","25.24","14.29","42.38","3.33","2.86","0.00","0.60","2.04","0.65","22.89","$1,900,000",""
"","Corey Kluber","SP","TB","10.00","10.00","52.90","57.42","26.45","25.48","6.77","44.84","3.23","3.23","0.00","0.39","1.40","0.26","11.58","$10,000,000",""
"","Madison Bumgarner","SP","ARI","10.00","10.00","52.89","59.67","32.33","28.67","16.33","37.33","2.33","5.00","0.00","0.48","1.63","-0.29","1.09","$23,000,000",""
"","Dane Dunning","SP","TEX","10.00","10.00","52.87","54.48","27.59","26.21","21.38","47.24","1.38","2.76","0.00","0.49","1.54","0.40","10.17","$0",""
"","Kyle Hendricks","SP","CHC","10.00","10.00","52.71","53.13","28.13","28.13","15.00","41.25","2.50","3.75","0.00","0.81","3.00","0.33","7.40","$14,000,000",""
"","Zack Greinke","SP","KC","10.00","10.00","52.69","60.38","25.00","21.54","10.38","28.08","1.54","3.46","0.00","0.52","1.42","0.94","12.47","$8,500,000",""
"","Sean Manaea","SP","SD","10.00","9.33","52.67","51.67","31.67","29.00","16.67","52.00","2.67","3.00","0.00","0.43","1.65","-0.39","2.65","$12,500,000",""
"","Zach Plesac","SP","CLE","10.00","9.60","52.67","54.40","29.60","25.20","15.20","40.00","1.20","4.80","0.00","0.53","1.72","-0.33","8.66","$2,950,000",""
"","Jackson Tetreault","SP","WSH","10.00","10.00","52.50","57.50","37.50","30.00","25.00","22.50","5.00","5.00","0.00","3.93","12.85","-0.53","0.00","$0",""
"","Tyler Mahle","SP","MIN","10.00","10.00","52.46","45.22","26.52","25.65","18.70","54.78","2.61","3.48","0.00","0.53","1.91","0.87","21.61","$7,500,000",""
"","Carlos Carrasco","SP","NYM","10.00","10.00","52.41","55.52","24.48","23.10","14.14","52.41","5.17","2.41","0.00","0.46","1.37","0.42","13.78","$14,000,000",""
"","Hunter Greene","SP","CIN","10.00","10.00","52.36","43.33","26.67","25.83","20.00","68.33","2.08","5.42","0.00","0.50","1.85","0.89","15.82","$0",""
"","Tommy Henry","SP","ARI","10.00","10.00","52.22","52.22","31.11","31.11","23.33","40.00","3.33","4.44","0.00","1.61","5.96","-0.19","0.00","$0",""
"","Drew Rasmussen","SP","TB","10.00","10.00","52.14","43.21","18.21","16.43","11.07","44.64","3.93","2.50","0.00","0.37","1.01","1.09","31.34","$0",""
"","George Kirby","SP","SEA","10.00","10.00","52.00","54.00","21.60","19.60","8.80","53.20","3.20","2.00","0.00","0.48","1.36","0.55","28.22","$0",""
"","Louie Varland","P","MIN","10.00","10.00","52.00","52.00","22.00","22.00","12.00","42.00","2.00","4.00","0.00","2.46","7.62","0.12","0.00","$0",""
"","Jose Quintana","SP","STL","10.00","10.00","51.77","48.13","19.06","16.88","14.69","42.81","1.88","2.19","0.00","0.38","0.92","0.62","22.20","$13,000,000",""
"","Braxton Garrett","SP","MIA","10.00","10.00","51.76","50.59","22.35","20.59","14.12","52.94","1.76","4.12","0.00","0.74","2.11","0.69","30.16","$0",""
"","Reid Detmers","SP","LAA","10.00","10.00","51.60","44.00","22.40","21.60","18.40","48.80","2.80","2.40","0.00","0.48","1.51","0.88","25.82","$0",""
"","Mike Minor","SP","CIN","10.00","10.00","51.58","63.16","37.89","34.74","21.05","40.00","2.11","6.32","0.00","0.86","3.19","-0.34","0.92","$0",""
"","JT Brubaker","SP","PIT","10.00","10.00","51.43","56.07","30.36","26.79","19.29","52.50","1.07","4.29","0.00","0.52","1.68","0.10","7.83","$2,275,000",""
"","Mitch Keller","SP","PIT","10.00","9.35","51.29","52.26","24.84","22.26","19.35","44.52","1.61","3.87","0.00","0.45","1.26","0.66","16.40","$2,437,500",""
"","Blake Snell","SP","SD","10.00","9.60","51.20","41.20","20.40","19.20","20.40","68.40","3.20","4.00","0.00","0.48","1.35","0.81","21.37","$16,000,000",""
"","Edward Cabrera","SP","MIA","10.00","10.00","51.19","31.43","17.14","17.14","23.57","53.57","4.29","2.86","0.00","0.77","2.15","1.49","0.00","$0",""
"","Kyle Bradish","SP","BAL","10.00","10.00","51.16","51.74","29.57","27.83","20.00","48.26","1.74","3.04","0.00","0.61","2.13","0.16","10.98","$0",""
"","Bailey Ober","SP","MIN","10.00","10.00","50.91","43.64","20.00","18.18","10.00","46.36","1.82","2.73","0.00","0.96","2.92","0.78","0.00","$0",""
"","Bryan Garcia","RP","DET","10.00","10.00","50.83","35.00","20.00","20.00","25.00","42.50","5.00","0.00","0.00","2.95","8.85","1.05","0.00","$0",""
"","Chad Kuhl","SP","COL","10.00","10.00","50.74","57.41","33.70","32.22","21.48","40.74","2.22","4.07","0.00","0.58","2.12","-0.01","3.18","$0",""
"","Alex Wood","SP","SF","10.00","10.00","50.26","50.77","30.00","28.46","11.54","50.38","3.08","4.62","0.00","0.48","1.96","0.07","7.29","$12,500,000",""
"","Glenn Otto","SP","TEX","10.00","10.00","50.25","44.07","27.41","25.93","22.96","39.63","2.59","3.70","0.00","0.49","1.72","0.16","11.00","$0",""
"","Dustin May","SP","LAD","10.00","10.00","50.00","35.00","28.33","25.00","23.33","48.33","3.33","5.00","0.00","1.95","7.50","-0.13","0.00","$1,675,000",""
"","Casey Mize","SP","DET","10.00","10.00","50.00","65.00","30.00","30.00","10.00","20.00","0.00","5.00","0.00","7.50","27.00","-0.30","0.00","$0",""
"","Sonny Gray","SP","MIN","10.00","10.00","49.86","41.25","18.33","17.08","15.00","48.75","3.33","2.08","0.00","0.47","1.28","0.96","25.71","$12,700,000",""
"","Zach Davies","SP","ARI","10.00","10.00","49.75","45.19","24.44","22.59","19.26","37.78","0.74","1.85","0.00","0.48","1.51","0.23","11.00","$4,700,000",""
"","Mike Clevinger","SP","SD","10.00","9.57","49.71","44.35","24.35","23.91","15.22","39.57","3.04","3.04","0.00","0.52","1.88","0.27","13.99","$8,000,000",""
"","Adrian Sampson","SP","CHC","10.00","9.05","49.68","48.10","19.05","17.14","12.86","34.76","1.90","2.38","0.00","0.58","1.48","1.00","32.61","$1,900,000",""
"","James Kaprielian","SP","OAK","10.00","9.63","49.63","44.81","25.19","23.33","21.85","36.30","1.85","3.33","0.00","0.50","1.57","0.44","10.79","$0",""
"","Justin Steele","SP","CHC","10.00","10.00","49.58","46.25","22.08","17.50","20.83","52.50","1.67","2.92","0.00","0.56","1.33","0.84","26.69","$0",""
"","Cristian Javier","SP","HOU","10.00","8.33","49.56","29.67","14.67","14.00","17.33","64.67","3.67","3.00","0.00","0.32","0.85","1.24","30.38","$5,000,000",""
"","Jose Suarez","SP","LAA","10.00","9.09","49.55","46.82","22.27","21.82","15.00","46.82","3.64","3.64","0.00","0.57","1.80","0.67","25.21","$0",""
"","Jon Heasley","SP","KC","10.00","10.00","49.52","51.43","31.90","29.05","22.38","33.33","1.90","4.76","0.00","0.71","2.51","0.10","7.78","$0",""
"","Anibal Sanchez","SP","WSH","10.00","10.00","49.52","39.29","24.29","23.57","23.57","34.29","2.86","4.29","0.00","0.91","3.06","0.61","0.00","$0",""
"","Ken Waldichuk","SP","OAK","10.00","10.00","49.52","45.71","27.14","27.14","14.29","47.14","2.86","2.86","0.00","1.73","7.04","-0.24","0.00","$0",""
"","Patrick Corbin","SP","WSH","10.00","10.00","49.25","67.74","38.39","34.52","15.81","41.29","1.94","6.13","0.00","0.55","2.04","-0.79","0.05","$24,000,000",""
"","Daulton Jefferies","SP","OAK","10.00","10.00","49.17","57.50","32.50","31.25","10.00","35.00","1.25","8.75","0.00","1.72","7.15","-0.31","0.00","$0",""
"","Daniel Lynch","SP","KC","10.00","10.00","48.77","57.41","29.26","27.78","19.26","45.19","1.48","4.81","0.00","0.58","1.90","0.26","7.55","$0",""
"","Ryan Feltner","SP","COL","10.00","9.50","48.67","51.00","32.50","31.50","17.50","42.00","2.00","4.50","0.00","0.70","2.92","-0.08","5.99","$0",""
"","Antonio Senzatela","SP","COL","10.00","10.00","48.60","70.00","29.47","27.37","12.11","28.42","1.58","3.68","0.00","0.89","2.67","0.26","3.61","$7,250,000",""
"","Aaron Civale","SP","CLE","10.00","10.00","48.50","46.50","29.00","26.50","11.00","49.00","2.50","3.00","0.00","0.59","2.46","-0.46","12.18","$2,600,000",""
"","Matt Manning","SP","DET","10.00","10.00","48.46","42.31","20.77","18.46","14.62","36.92","1.54","2.31","0.00","0.90","2.64","0.64","0.00","$0",""
"","Drew Smyly","SP","CHC","10.00","10.00","48.33","45.91","20.91","18.64","11.82","41.36","3.18","3.64","0.00","0.54","1.58","0.85","22.15","$8,000,000",""
"","Jake Odorizzi","SP","ATL","10.00","10.00","48.33","48.18","26.36","23.64","15.91","39.09","2.73","2.73","0.00","0.60","2.00","0.05","10.26","$4,500,000",""
"","Dylan Bundy","SP","MIN","10.00","10.00","48.28","52.07","27.24","26.21","9.66","32.41","2.76","2.76","0.00","0.44","1.69","-0.11","6.90","$0",""
"","Domingo German","SP","NYY","10.00","9.33","48.22","43.33","20.67","19.33","12.67","38.67","1.33","3.33","0.00","0.77","2.41","0.60","0.00","$2,600,000",""
"","Adrian Martinez","SP","OAK","10.00","10.00","48.06","57.50","35.00","33.33","15.83","44.17","3.33","5.00","0.00","1.27","5.20","-0.63","0.00","$0",""
"","Rich Hill","SP","BOS","10.00","10.00","47.82","48.08","25.77","22.69","14.23","41.92","3.08","2.69","0.00","0.50","1.64","0.33","11.43","$8,000,000",""
"","Michael Kopech","SP","CHW","10.00","10.00","47.73","34.00","21.20","18.80","22.80","42.00","2.00","3.60","0.00","0.48","1.42","0.87","25.04","$2,050,000",""
"","Erick Fedde","SP","WSH","10.00","10.00","47.04","55.19","31.11","30.37","21.48","34.81","2.22","4.81","0.00","0.60","2.15","0.00","5.80","$0",""
"","Stephen Strasburg","SP","WSH","10.00","10.00","46.67","80.00","70.00","70.00","20.00","50.00","0.00","10.00","0.00","21.43","135.00","-2.90","0.00","$23,571,428",""
"","Adrian Houser","SP","MIL","10.00","9.55","46.67","46.82","30.00","24.55","21.36","31.36","2.73","4.55","0.00","0.66","2.15","-0.37","10.21","$3,600,000",""
"","Trevor Rogers","SP","MIA","10.00","10.00","46.52","50.43","30.00","28.26","19.57","46.09","1.74","4.78","0.00","0.65","2.38","-0.23","4.68","$0",""
"","Bryse Wilson","SP","PIT","10.00","8.00","46.27","52.80","32.00","28.40","12.80","31.60","1.20","3.60","0.00","0.57","2.21","-0.39","3.49","$0",""
"","Jose Urena","SP","COL","10.00","8.10","46.19","51.90","29.52","25.71","20.48","30.00","1.43","3.81","0.00","0.75","2.39","-0.03","8.00","$3,000,000",""
"","Kris Bubic","SP","KC","10.00","9.64","46.07","55.71","31.07","28.57","22.50","39.29","1.07","4.64","0.00","0.61","1.99","-0.13","2.87","$2,200,000",""
"","Spenser Watkins","SP","BAL","10.00","8.70","45.80","51.74","25.65","23.91","13.04","27.39","2.17","2.61","0.00","0.62","2.04","0.02","11.30","$0",""
"","Andrew Heaney","SP","LAD","10.00","8.75","45.42","37.50","21.25","15.63","11.88","68.75","2.50","2.50","0.00","0.68","1.94","0.52","0.00","$12,000,000",""
"","Davis Martin","SP","CHW","10.00","6.43","45.24","45.00","25.71","24.29","13.57","34.29","2.14","4.29","0.00","0.92","3.45","0.64","0.00","$0",""
"","Tyler Wells","SP","BAL","10.00","10.00","45.07","39.13","21.30","21.30","12.17","33.04","3.04","3.04","0.00","0.49","1.85","0.53","22.25","$0",""
"","Hyun-Jin Ryu","SP","TOR","10.00","10.00","45.00","53.33","28.33","28.33","6.67","26.67","3.33","0.00","0.00","2.22","9.45","-0.50","0.00","$20,000,000",""
"","Shane Baz","SP","TB","10.00","10.00","45.00","45.00","25.00","25.00","15.00","50.00","1.67","3.33","0.00","2.22","8.33","0.20","0.00","$0",""
"","Josh Winder","SP","MIN","10.00","7.33","44.67","46.00","24.67","23.33","12.00","31.33","2.67","4.00","0.00","0.87","3.13","0.14","0.00","$0",""
"","Chris Paddack","SP","MIN","10.00","10.00","44.67","50.00","20.00","20.00","4.00","40.00","2.00","4.00","0.00","2.42","8.06","0.42","0.00","$2,500,000",""
"","Cole Ragans","SP","TEX","10.00","10.00","44.44","47.78","26.67","24.44","17.78","30.00","0.00","3.33","0.00","1.64","5.50","-0.11","0.00","$0",""
"","Justin Dunn","SP","CIN","10.00","10.00","44.29","45.71","30.00","30.00","24.29","30.00","1.43","4.29","0.00","2.26","8.71","-0.13","0.00","$900,000",""
"","Brayan Bello","SP","BOS","10.00","8.46","44.10","57.69","26.15","23.08","20.77","42.31","1.54","6.15","0.00","1.37","3.62","0.29","0.00","$0",""
"","MacKenzie Gore","RP","WSH","10.00","8.13","43.75","41.25","21.88","21.88","23.13","45.00","2.50","2.50","0.00","0.92","2.81","0.14","0.00","$0",""
"","Freddy Peralta","SP","MIL","10.00","9.44","43.33","30.00","17.22","17.22","15.00","47.78","2.22","2.22","0.00","0.58","1.99","0.57","31.09","$3,500,000",""
"","Tucker Davidson","SP","LAA","10.00","9.17","43.33","45.00","32.50","32.50","29.17","27.50","1.67","5.83","0.00","1.43","5.63","-0.18","0.00","$0",""
"","Tyler Gilbert","SP","ARI","10.00","8.75","42.92","41.25","26.25","25.00","12.50","25.00","0.00","3.75","0.00","1.56","6.55","-0.29","0.00","$0",""
"","Spencer Strider","SP","ATL","10.00","6.45","42.47","27.74","13.55","12.58","14.52","65.16","3.55","1.61","0.00","0.32","0.86","1.23","29.56","$1,000,000",""
"","Bailey Falter","SP","PHI","10.00","8.00","42.00","42.50","19.50","18.00","8.50","37.00","3.00","2.00","0.00","0.61","1.93","0.60","19.01","$0",""
"","Ross Stripling","SP","TOR","10.00","7.50","41.98","36.56","15.31","14.06","6.25","34.69","3.13","1.25","0.31","0.32","0.94","0.86","23.63","$12,500,000",""
