"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2023",""
"","Sandy Alcantara","SP","MIA","10.00","10.00","71.46","54.38","20.94","18.13","15.63","64.69","4.38","2.81","0.00","0.31","0.71","2.52","30.94","$6,000,000",""
"","Framber Valdez","SP","HOU","10.00","10.00","64.95","53.55","22.90","20.32","21.61","62.58","5.48","1.94","0.00","0.37","0.91","1.07","30.10","$6,800,000",""
"","Yu Darvish","SP","SD","10.00","10.00","64.89","49.33","22.33","22.33","12.33","65.67","5.33","2.67","0.00","0.32","1.03","1.47","27.14","$30,000,000",""
"","Shane Bieber","SP","CLE","10.00","10.00","64.52","55.48","22.58","20.65","11.61","63.87","4.19","2.58","0.00","0.34","0.93","1.13","29.14","$10,010,000",""
"","Aaron Nola","SP","PHI","10.00","10.00","64.06","52.50","23.44","23.13","9.06","73.44","3.44","4.06","0.00","0.30","1.02","1.88","27.69","$16,000,000",""
"","Alek Manoah","SP","TOR","10.00","10.00","63.44","46.45","17.74","15.81","16.45","58.06","5.16","2.26","0.00","0.32","0.72","1.93","31.89","$0",""
"","Johnny Cueto","SP","CHW","10.00","9.60","63.33","64.40","26.40","23.60","13.20","40.80","3.20","4.00","0.00","0.49","1.34","1.35","29.40","$6,000,000",""
"","Max Scherzer","SP","NYM","10.00","9.57","63.19","46.96","16.96","16.09","10.43","75.22","4.78","2.17","0.00","0.39","1.00","2.28","24.63","$43,333,333",""
"","Justin Verlander","SP","HOU","10.00","10.00","62.50","41.43","15.36","12.14","10.36","66.07","6.43","1.43","0.00","0.30","0.63","1.96","33.66","$43,333,333",""
"","Max Fried","SP","ATL","10.00","10.00","61.78","52.00","18.33","17.00","10.67","56.67","4.67","2.33","0.00","0.34","0.83","2.02","32.55","$13,500,000",""
"","Triston McKenzie","SP","CLE","10.00","9.68","61.72","44.52","20.97","20.32","14.19","61.29","3.55","3.55","0.00","0.31","0.95","1.25","29.69","$0",""
"","Martin Perez","SP","TEX","10.00","10.00","61.35","55.63","21.88","19.69","21.56","52.81","3.75","2.50","0.00","0.39","0.90","1.62","28.56","$19,650,000",""
"","Miles Mikolas","SP","STL","10.00","9.70","61.31","51.52","24.55","22.42","11.82","46.36","3.64","3.94","0.00","0.31","1.00","0.72","18.18","$15,750,000",""
"","Corbin Burnes","SP","MIL","10.00","10.00","61.21","43.64","22.12","20.00","15.45","73.64","3.64","2.42","0.00","0.29","0.89","1.16","26.48","$12,713,840",""
"","Ryne Nelson","SP","ARI","10.00","10.00","61.11","30.00","13.33","10.00","20.00","53.33","3.33","3.33","0.00","2.73","4.90","","0.00","$0",""
"","Gerrit Cole","SP","NYY","10.00","10.00","60.81","46.67","24.55","23.64","15.15","77.88","3.94","2.42","0.00","0.31","1.06","0.72","6.64","$36,000,000",""
"","Merrill Kelly","SP","ARI","10.00","10.00","60.71","50.61","23.33","22.73","18.48","53.64","3.94","2.42","0.00","0.34","1.02","0.95","22.76","$8,000,000",""
"","Chris Bassitt","SP","NYM","10.00","10.00","60.56","53.00","23.67","23.00","16.33","55.67","5.00","3.00","0.00","0.38","1.14","1.06","27.67","$21,000,000",""
"","Joe Musgrove","SP","SD","10.00","10.00","60.33","51.33","22.33","19.67","14.00","61.33","3.33","2.33","0.00","0.36","0.98","1.05","23.09","$20,000,000",""
"","Cole Irvin","SP","OAK","10.00","10.00","60.33","58.00","29.00","26.67","12.00","42.67","3.00","4.33","0.00","0.39","1.33","0.58","21.44","$0",""
"","Luis Castillo","SP","SEA","10.00","10.00","60.13","47.20","22.40","20.00","18.00","66.80","3.60","2.40","0.00","0.43","1.20","1.21","32.47","$17,000,000",""
"","Kyle Wright","SP","ATL","10.00","10.00","60.11","52.00","22.33","21.33","17.67","58.00","7.00","1.67","0.00","0.39","1.06","1.25","31.44","$0",""
"","Logan Webb","SP","SF","10.00","9.69","60.10","54.38","23.75","19.38","15.31","50.94","4.69","2.81","0.00","0.36","0.91","1.46","29.60","$4,600,000",""
"","Adam Wainwright","SP","STL","10.00","10.00","59.90","60.00","25.00","24.69","16.88","44.69","3.44","3.75","0.00","0.40","1.16","0.56","14.51","$7,500,000",""
"","Lance McCullers","SP","HOU","10.00","10.00","59.58","46.25","15.00","15.00","27.50","62.50","5.00","2.50","0.00","1.55","2.84","1.81","0.00","$15,250,000",""
"","Zac Gallen","SP","ARI","10.00","10.00","59.35","39.03","18.06","16.77","15.16","61.94","3.87","1.29","0.00","0.29","0.82","1.61","31.50","$5,600,000",""
"","Robbie Ray","SP","SEA","10.00","10.00","59.06","50.94","25.00","24.38","19.38","66.25","3.75","3.75","0.00","0.37","1.16","0.63","9.91","$21,000,000",""
"","Zack Wheeler","SP","PHI","10.00","10.00","58.85","48.08","20.00","18.46","13.08","62.69","4.62","2.69","0.00","0.40","1.08","1.96","26.58","$24,500,000",""
"","German Marquez","SP","COL","10.00","10.00","58.60","59.68","35.16","32.58","20.32","48.39","2.90","4.19","0.00","0.44","1.61","0.47","5.90","$15,000,000",""
"","Jacob deGrom","SP","NYM","10.00","10.00","58.48","36.36","20.00","20.00","7.27","92.73","4.55","3.64","0.00","0.68","2.80","1.29","0.00","$30,000,000",""
"","Cal Quantrill","SP","CLE","10.00","10.00","58.23","55.63","24.38","21.88","14.69","40.00","5.00","1.56","0.00","0.38","1.06","0.55","22.92","$5,500,000",""
"","Logan Gilbert","SP","SEA","10.00","10.00","58.02","53.13","22.19","20.63","15.31","54.38","4.06","1.88","0.00","0.37","1.00","0.98","25.85","$0",""
"","Lance Lynn","SP","CHW","10.00","10.00","57.94","56.67","30.95","25.71","9.05","59.05","3.81","3.33","0.00","0.54","1.90","0.35","9.27","$18,500,000",""
"","Tyler Anderson","SP","LAD","10.00","9.03","57.63","46.77","18.39","16.45","10.97","44.52","4.84","1.61","0.00","0.32","0.83","1.37","29.34","$13,000,000",""
"","Dylan Cease","SP","CHW","10.00","10.00","57.50","39.38","17.19","14.06","24.38","70.94","4.38","2.50","0.00","0.35","0.69","1.98","30.63","$5,700,000",""
"","Carlos Rodon","SP","SF","10.00","10.00","57.42","42.26","19.03","18.39","16.77","76.45","4.52","2.58","0.00","0.33","0.93","1.71","26.14","$27,000,000",""
"","Clayton Kershaw","SP","LAD","10.00","10.00","57.42","43.64","16.36","14.55","10.45","62.27","5.45","1.36","0.00","0.43","1.04","1.61","38.76","$20,000,000",""
"","Shane McClanahan","SP","TB","10.00","9.66","57.36","40.00","17.93","16.21","13.10","66.90","4.14","2.76","0.00","0.32","0.88","1.43","33.01","$0",""
"","Marco Gonzales","SP","SEA","10.00","10.00","57.19","60.63","30.31","26.25","15.63","32.19","3.13","4.69","0.00","0.42","1.29","-0.03","7.40","$6,500,000",""
"","Dean Kremer","SP","BAL","10.00","9.55","56.97","55.91","21.82","20.45","15.45","39.55","3.64","3.18","0.00","0.57","1.47","1.30","36.34","$0",""
"","Brandon Woodruff","SP","MIL","10.00","10.00","56.79","45.19","20.74","19.26","15.56","70.37","4.81","1.48","0.00","0.40","1.13","1.01","28.98","$10,800,000",""
"","Brady Singer","SP","KC","10.00","8.89","56.79","51.85","21.48","20.37","12.96","55.56","3.70","1.85","0.00","0.42","1.20","1.65","32.88","$3,104,055",""
"","Jose Urquidy","SP","HOU","10.00","9.66","56.67","53.10","25.52","24.83","13.10","46.21","4.48","2.76","0.00","0.40","1.36","0.42","21.99","$3,025,000",""
"","Nestor Cortes","SP","NYY","10.00","10.00","56.55","38.57","15.71","15.36","13.57","58.21","4.29","1.43","0.00","0.33","0.87","1.51","34.36","$3,200,000",""
"","Julio Urias","SP","LAD","10.00","10.00","56.45","40.97","16.45","13.55","13.23","53.55","5.48","2.26","0.00","0.31","0.70","1.56","30.44","$14,250,000",""
"","Kevin Gausman","SP","TOR","10.00","10.00","56.34","60.65","23.23","20.97","9.03","66.13","3.87","3.23","0.00","0.40","1.08","0.98","15.01","$21,000,000",""
"","Kyle Freeland","SP","COL","10.00","10.00","56.34","62.26","30.97","28.39","17.10","42.26","2.90","3.55","0.00","0.45","1.46","0.80","7.87","$10,500,000",""
